s,mg/cm2 s,mg/cm2 s,mg/cm2 s,kg,kg,kg,kg,mg/cm2 s,C,C,C,C,C
 4.6000411E+002, 6.3672053E-001, 1.0705454E-001, 1.0727632E-001, 4.2623081E-004, 3.9650116E-004, 1.6883766E-002, 1.9770891E-004, 6.5203722E-001, 6.0760459E+002, 4.3225451E+002, 2.6182759E+002, 1.3858517E+002, 3.7748385E+001
 4.7000461E+002, 6.3350895E-001, 1.0725173E-001, 1.0748120E-001, 4.4171880E-004, 4.1202236E-004, 1.6789943E-002, 2.0544831E-004, 6.4967261E-001, 6.0878012E+002, 4.3634391E+002, 2.6548850E+002, 1.4180504E+002, 3.8037733E+001
 4.8000511E+002, 6.2985965E-001, 1.0762000E-001, 1.0785672E-001, 4.5725998E-004, 4.2759780E-004, 1.6696475E-002, 2.1321475E-004, 6.4721318E-001, 6.0972580E+002, 4.4143365E+002, 2.6968799E+002, 1.4561960E+002, 3.8340838E+001
 4.9000561E+002, 6.2665312E-001, 1.0813077E-001, 1.0837447E-001, 4.7287491E-004, 4.4324800E-004, 1.6603347E-002, 2.2101847E-004, 6.4510850E-001, 6.1062816E+002, 4.4634657E+002, 2.7332735E+002, 1.4868990E+002, 3.8660153E+001
 5.0000612E+002, 6.2331971E-001, 1.0821144E-001, 1.0846026E-001, 4.8850149E-004, 4.5891059E-004, 1.6510486E-002, 2.2882837E-004, 6.4298809E-001, 6.1156904E+002, 4.5078481E+002, 2.7733197E+002, 1.5271618E+002, 3.8994236E+001
 5.1000662E+002, 6.1916467E-001, 1.0835273E-001, 1.0860630E-001, 5.0414848E-004, 4.7459427E-004, 1.6417984E-002, 2.3664878E-004, 6.4043960E-001, 6.1235345E+002, 4.5627030E+002, 2.8071401E+002, 1.5546166E+002, 3.9343397E+001
 5.2000712E+002, 6.1616598E-001, 1.0900707E-001, 1.0926640E-001, 5.1988995E-004, 4.9037327E-004, 1.6325818E-002, 2.4451673E-004, 6.3861865E-001, 6.1348254E+002, 4.6054340E+002, 2.8474804E+002, 1.5982487E+002, 3.9709443E+001
 5.3000762E+002, 6.1338145E-001, 1.0917993E-001, 1.0944325E-001, 5.3565639E-004, 5.0617782E-004, 1.6233817E-002, 2.5239741E-004, 6.3708327E-001, 6.1432387E+002, 4.6644183E+002, 2.8776868E+002, 1.6215257E+002, 4.0092722E+001
 5.4000813E+002, 6.1010710E-001, 1.0956600E-001, 1.0983349E-001, 5.5147858E-004, 5.2203871E-004, 1.6142050E-002, 2.6030619E-004, 6.3549385E-001, 6.1515444E+002, 4.7051320E+002, 2.9190435E+002, 1.6654717E+002, 4.0492594E+001
 5.5000005E+002, 6.0714151E-001, 1.0984374E-001, 1.1011485E-001, 5.6732728E-004, 5.3792660E-004, 1.6050531E-002, 2.6822843E-004, 6.3409776E-001, 6.1609995E+002, 4.7655550E+002, 2.9456010E+002, 1.6903771E+002, 4.0909575E+001
 5.6000055E+002, 6.0386635E-001, 1.0998891E-001, 1.1026294E-001, 5.8321054E-004, 5.5384951E-004, 1.5959204E-002, 2.7616813E-004, 6.3255684E-001, 6.1692114E+002, 4.8057411E+002, 2.9883059E+002, 1.7237152E+002, 4.1343592E+001
 5.7000106E+002, 5.9924033E-001, 1.0981164E-001, 1.1008738E-001, 5.9906821E-004, 5.6974708E-004, 1.5868159E-002, 2.8409519E-004, 6.3015887E-001, 6.1697753E+002, 4.8644178E+002, 3.0111148E+002, 1.7584250E+002, 4.1794946E+001
 5.8000156E+002, 5.9616740E-001, 1.1065099E-001, 1.1093114E-001, 6.1504708E-004, 5.8576648E-004, 1.5777443E-002, 2.9208301E-004, 6.2859172E-001, 6.1806076E+002, 4.9007267E+002, 3.0517299E+002, 1.7884966E+002, 4.2264043E+001
 5.9000206E+002, 5.9398735E-001, 1.1099905E-001, 1.1128209E-001, 6.3107621E-004, 6.0183657E-004, 1.5686824E-002, 3.0009610E-004, 6.2780120E-001, 6.1912193E+002, 4.9613303E+002, 3.0743702E+002, 1.8255183E+002, 4.2753601E+001
 6.0000256E+002, 5.9110597E-001, 1.1093183E-001, 1.1121632E-001, 6.4709564E-004, 6.1789716E-004, 1.5596284E-002, 3.0810446E-004, 6.2676361E-001, 6.1978926E+002, 4.9989877E+002, 3.1117545E+002, 1.8510449E+002, 4.3259260E+001
 6.1000307E+002, 5.8762237E-001, 1.1125335E-001, 1.1154024E-001, 6.6316150E-004, 6.3400453E-004, 1.5505969E-002, 3.1613614E-004, 6.2534586E-001, 6.2020358E+002, 5.0580630E+002, 3.1336721E+002, 1.8902087E+002, 4.3784550E+001
 6.2000357E+002, 5.8560708E-001, 1.1185133E-001, 1.1214130E-001, 6.7931371E-004, 6.5019869E-004, 1.5415798E-002, 3.2421110E-004, 6.2468420E-001, 6.2112004E+002, 5.0876190E+002, 3.1724587E+002, 1.9133182E+002, 4.4328412E+001
 6.3000407E+002, 5.8304263E-001, 1.1193856E-001, 1.1223001E-001, 6.9547851E-004, 6.6640566E-004, 1.5325700E-002, 3.3229244E-004, 6.2385769E-001, 6.2169277E+002, 5.1519670E+002, 3.1953282E+002, 1.9507650E+002, 4.4888912E+001
 6.4000457E+002, 5.8062217E-001, 1.1218176E-001, 1.1247505E-001, 7.1167844E-004, 6.8264802E-004, 1.5235732E-002, 3.4039143E-004, 6.2300858E-001, 6.2260273E+002, 5.1778239E+002, 3.2312319E+002, 1.9773115E+002, 4.5468070E+001
 6.5000508E+002, 5.7857957E-001, 1.1261324E-001, 1.1290877E-001, 7.2794068E-004, 6.9895302E-004, 1.5145874E-002, 3.4852166E-004, 6.2233750E-001, 6.2298869E+002, 5.2431847E+002, 3.2578005E+002, 2.0067280E+002, 4.6065704E+001
 6.6000558E+002, 5.7691665E-001, 1.1283556E-001, 1.1313266E-001, 7.4423502E-004, 7.1529034E-004, 1.5056077E-002, 3.5666800E-004, 6.2183706E-001, 6.2361630E+002, 5.2608337E+002, 3.2891908E+002, 2.0400732E+002, 4.6682128E+001
 6.7000608E+002, 5.7467194E-001, 1.1288695E-001, 1.1318507E-001, 7.6053678E-004, 7.3163524E-004, 1.4966385E-002, 3.6481812E-004, 6.2094464E-001, 6.2438332E+002, 5.3271019E+002, 3.3191214E+002, 2.0595727E+002, 4.7314526E+001
 6.8000658E+002, 5.7273773E-001, 1.1322228E-001, 1.1352212E-001, 7.7688697E-004, 7.4802880E-004, 1.4876856E-002, 3.7299250E-004, 6.2003984E-001, 6.2499408E+002, 5.3459352E+002, 3.3456071E+002, 2.0974975E+002, 4.7965616E+001
 6.9000709E+002, 5.7195720E-001, 1.1375936E-001, 1.1406144E-001, 7.9331472E-004, 7.6450025E-004, 1.4787391E-002, 3.8120573E-004, 6.1974703E-001, 6.2575436E+002, 5.4064548E+002, 3.3799368E+002, 2.1195186E+002, 4.8636246E+001
 7.0000759E+002, 5.7095898E-001, 1.1370307E-001, 1.1400566E-001, 8.0973433E-004, 7.8096365E-004, 1.4697925E-002, 3.8941493E-004, 6.1933091E-001, 6.2621688E+002, 5.4280896E+002, 3.4014152E+002, 2.1519501E+002, 4.9324411E+001
 7.1000809E+002, 5.6914088E-001, 1.1373121E-001, 1.1403449E-001, 8.2615801E-004, 7.9743120E-004, 1.4608599E-002, 3.9762621E-004, 6.1832013E-001, 6.2647778E+002, 5.4782433E+002, 3.4404114E+002, 2.1800111E+002, 5.0029131E+001
 7.2000002E+002, 5.6719598E-001, 1.1374481E-001, 1.1404868E-001, 8.4256957E-004, 8.1388669E-004, 1.4519527E-002, 4.0583148E-004, 6.1692954E-001, 6.2687083E+002, 5.5007626E+002, 3.4562529E+002, 2.2054907E+002, 5.0749464E+001
 7.3000052E+002, 5.6572348E-001, 1.1405060E-001, 1.1435584E-001, 8.5903937E-004, 8.3040065E-004, 1.4430681E-002, 4.1406590E-004, 6.1568203E-001, 6.2751073E+002, 5.5475876E+002, 3.4938462E+002, 2.2394771E+002, 5.1487201E+001
 7.4000102E+002, 5.6505340E-001, 1.1409425E-001, 1.1440010E-001, 8.7551548E-004, 8.4692100E-004, 1.4341897E-002, 4.2230351E-004, 6.1478382E-001, 6.2798759E+002, 5.5779250E+002, 3.5097762E+002, 2.2576142E+002, 5.2245379E+001
 7.5000153E+002, 5.6365973E-001, 1.1419101E-001, 1.1449754E-001, 8.9200556E-004, 8.6345543E-004, 1.4253278E-002, 4.3054813E-004, 6.1359525E-001, 6.2804074E+002, 5.6120374E+002, 3.5415679E+002, 2.2879834E+002, 5.3019866E+001
 7.6000203E+002, 5.6247152E-001, 1.1422005E-001, 1.1452708E-001, 9.0849983E-004, 8.7999412E-004, 1.4164851E-002, 4.3879488E-004, 6.1237305E-001, 6.2841609E+002, 5.6445278E+002, 3.5663279E+002, 2.3115903E+002, 5.3809108E+001
 7.7000253E+002, 5.6146935E-001, 1.1430476E-001, 1.1461239E-001, 9.2500634E-004, 8.9654513E-004, 1.4076589E-002, 4.4704778E-004, 6.1119011E-001, 6.2886268E+002, 5.6805125E+002, 3.5943327E+002, 2.3388537E+002, 5.4618063E+001
 7.8000303E+002, 5.6041911E-001, 1.1433619E-001, 1.1464425E-001, 9.4151738E-004, 9.1310074E-004, 1.3988501E-002, 4.5530297E-004, 6.0996852E-001, 6.2922414E+002, 5.7122343E+002, 3.6228299E+002, 2.3680313E+002, 5.5442792E+001
 7.9000354E+002, 5.5952662E-001, 1.1441054E-001, 1.1471912E-001, 9.5803916E-004, 9.2966717E-004, 1.3900577E-002, 4.6356355E-004, 6.0881055E-001, 6.2953275E+002, 5.7463445E+002, 3.6463105E+002, 2.3883686E+002, 5.6284482E+001
 8.0000404E+002, 5.5841848E-001, 1.1444211E-001, 1.1475106E-001, 9.7456550E-004, 9.4623820E-004, 1.3812842E-002, 4.7182643E-004, 6.0758447E-001, 6.2997616E+002, 5.7798693E+002, 3.6798618E+002, 2.4201284E+002, 5.7141728E+001
 8.1000454E+002, 5.5809672E-001, 1.1492101E-001, 1.1523156E-001, 9.9116100E-004, 9.6287863E-004, 1.3725249E-002, 4.8012391E-004, 6.0682083E-001, 6.3053115E+002, 5.8121397E+002, 3.6979021E+002, 2.4402698E+002, 5.8019726E+001
 8.2000504E+002, 5.5794491E-001, 1.1476755E-001, 1.1507793E-001, 1.0077343E-003, 9.7949687E-004, 1.3637698E-002, 4.8841032E-004, 6.0621398E-001, 6.3095041E+002, 5.8504251E+002, 3.7350629E+002, 2.4680305E+002, 5.8915044E+001
 8.3000555E+002, 5.5711091E-001, 1.1486024E-001, 1.1517109E-001, 1.0243211E-003, 9.9612856E-004, 1.3550275E-002, 4.9670345E-004, 6.0532495E-001, 6.3108951E+002, 5.8744141E+002, 3.7526453E+002, 2.4943973E+002, 5.9824717E+001
 8.4000605E+002, 5.5672838E-001, 1.1513355E-001, 1.1544538E-001, 1.0409472E-003, 1.0127999E-003, 1.3462982E-002, 5.0501632E-004, 6.0462271E-001, 6.3176144E+002, 5.9152810E+002, 3.7875407E+002, 2.5116342E+002, 6.0755483E+001
 8.5000655E+002, 5.5595866E-001, 1.1480037E-001, 1.1511149E-001, 1.0575253E-003, 1.0294229E-003, 1.3375791E-002, 5.1330516E-004, 6.0365347E-001, 6.3186481E+002, 5.9370751E+002, 3.8103956E+002, 2.5420863E+002, 6.1702379E+001
 8.6000705E+002, 5.5516323E-001, 1.1505860E-001, 1.1537061E-001, 1.0741407E-003, 1.0460834E-003, 1.3288764E-002, 5.2161265E-004, 6.0261446E-001, 6.3211347E+002, 5.9754090E+002, 3.8391603E+002, 2.5602494E+002, 6.2666522E+001
 8.7000756E+002, 5.5445914E-001, 1.1518572E-001, 1.1549825E-001, 1.0907744E-003, 1.0627624E-003, 1.3201901E-002, 5.2992933E-004, 6.0167623E-001, 6.3260432E+002, 5.9950668E+002, 3.8680813E+002, 2.5876909E+002, 6.3649026E+001
 8.8000806E+002, 5.5396810E-001, 1.1512840E-001, 1.1544093E-001, 1.1073999E-003, 1.0794330E-003, 1.3115141E-002, 5.3824189E-004, 6.0080189E-001, 6.3290913E+002, 6.0407381E+002, 3.8835464E+002, 2.6129289E+002, 6.4650642E+001
 8.9000856E+002, 5.5345843E-001, 1.1523820E-001, 1.1555117E-001, 1.1240412E-003, 1.0961196E-003, 1.3028497E-002, 5.4656238E-004, 5.9996608E-001, 6.3285394E+002, 6.0493445E+002, 3.9226605E+002, 2.6324328E+002, 6.5669955E+001
 9.0000000E+002, 5.5287661E-001, 1.1537135E-001, 1.1568483E-001, 1.1406866E-003, 1.1128104E-003, 1.2942017E-002, 5.5488495E-004, 5.9908898E-001, 6.3336270E+002, 6.0953901E+002, 3.9363133E+002, 2.6631387E+002, 6.6708426E+001
