s,mg/cm2 s,mg/cm2 s,mg/cm2 s,kg,kg,kg,kg,mg/cm2 s,C,C,C,C,C
 4.6000003E+002, 4.6745872E-001, 5.8566705E-002, 5.8716335E-002, 3.0646941E-004, 2.9457475E-004, 1.6737494E-002, 1.4688495E-004, 4.9235636E-001, 6.4861163E+002, 4.7211342E+002, 2.9720006E+002, 1.7238373E+002, 4.0713354E+001
 4.7000643E+002, 4.6297558E-001, 5.8881531E-002, 5.9032886E-002, 3.1497738E-004, 3.0310463E-004, 1.6666812E-002, 1.5113824E-004, 4.8946846E-001, 6.4922245E+002, 4.7375998E+002, 3.0124185E+002, 1.7678956E+002, 4.1086955E+001
 4.8000451E+002, 4.5914414E-001, 5.9319293E-002, 5.9472642E-002, 3.2354147E-004, 3.1169090E-004, 1.6596496E-002, 1.5541964E-004, 4.8714078E-001, 6.5015877E+002, 4.7696351E+002, 3.0268161E+002, 1.8014417E+002, 4.1473419E+001
 4.9000258E+002, 4.5586991E-001, 5.9537203E-002, 5.9691883E-002, 3.3213702E-004, 3.2030883E-004, 1.6526446E-002, 1.5971683E-004, 4.8529408E-001, 6.5111874E+002, 4.8333692E+002, 3.0646690E+002, 1.8320135E+002, 4.1881059E+001
 5.0000065E+002, 4.5179299E-001, 5.9561699E-002, 5.9717089E-002, 3.4073611E-004, 3.2893039E-004, 1.6456670E-002, 1.6401584E-004, 4.8314296E-001, 6.5160317E+002, 4.8709507E+002, 3.1070182E+002, 1.8766672E+002, 4.2305705E+001
 5.1000705E+002, 4.4763416E-001, 5.9758772E-002, 5.9915287E-002, 3.4937083E-004, 3.3758777E-004, 1.6387211E-002, 1.6833270E-004, 4.8089361E-001, 6.5218870E+002, 4.8918843E+002, 3.1268983E+002, 1.9127516E+002, 4.2748148E+001
 5.2000512E+002, 4.4380428E-001, 5.9982962E-002, 6.0140640E-002, 3.5803074E-004, 3.4627049E-004, 1.6318066E-002, 1.7266220E-004, 4.7880498E-001, 6.5300587E+002, 4.9357607E+002, 3.1515164E+002, 1.9346663E+002, 4.3206224E+001
 5.3000319E+002, 4.4012209E-001, 6.0023612E-002, 6.0181893E-002, 3.6669651E-004, 3.5495915E-004, 1.6249223E-002, 1.7699466E-004, 4.7680058E-001, 6.5353465E+002, 4.9934510E+002, 3.1917949E+002, 1.9773941E+002, 4.3685029E+001
 5.4000126E+002, 4.3585795E-001, 5.9992375E-002, 6.0151006E-002, 3.7535778E-004, 3.6364336E-004, 1.6180703E-002, 1.8132490E-004, 4.7443813E-001, 6.5375742E+002, 5.0028228E+002, 3.2149087E+002, 2.0112978E+002, 4.4180213E+001
 5.5000766E+002, 4.3217676E-001, 6.0460811E-002, 6.0621126E-002, 3.8409394E-004, 3.7240274E-004, 1.6112509E-002, 1.8569262E-004, 4.7236563E-001, 6.5457034E+002, 5.0281844E+002, 3.2329240E+002, 2.0322739E+002, 4.4685960E+001
 5.6000573E+002, 4.2943258E-001, 6.0769010E-002, 6.0930550E-002, 3.9286733E-004, 3.8119949E-004, 1.6044531E-002, 1.9007898E-004, 4.7085992E-001, 6.5541859E+002, 5.0846578E+002, 3.2710617E+002, 2.0724920E+002, 4.5213235E+001
 5.7000380E+002, 4.2675283E-001, 6.0911943E-002, 6.1074213E-002, 4.0166135E-004, 3.9001698E-004, 1.5976751E-002, 1.9447568E-004, 4.6949695E-001, 6.5604001E+002, 5.1275114E+002, 3.3037002E+002, 2.1084397E+002, 4.5757322E+001
 5.8000187E+002, 4.2327303E-001, 6.0640150E-002, 6.0801986E-002, 4.1041614E-004, 3.9879518E-004, 1.5909217E-002, 1.9885279E-004, 4.6758102E-001, 6.5617090E+002, 5.1302576E+002, 3.3143171E+002, 2.1255743E+002, 4.6318223E+001
 5.9000828E+002, 4.1994566E-001, 6.0802601E-002, 6.0965169E-002, 4.1920169E-004, 4.0760426E-004, 1.5841978E-002, 2.0324529E-004, 4.6549801E-001, 6.5668554E+002, 5.1677167E+002, 3.3468523E+002, 2.1621719E+002, 4.6892343E+001
 6.0000635E+002, 4.1712389E-001, 6.0922398E-002, 6.1085557E-002, 4.2799723E-004, 4.1642340E-004, 1.5775030E-002, 2.0764281E-004, 4.6356909E-001, 6.5721402E+002, 5.2170275E+002, 3.3834802E+002, 2.2006790E+002, 4.7482102E+001
 6.1000442E+002, 4.1458174E-001, 6.1019371E-002, 6.1183036E-002, 4.3680676E-004, 4.2525660E-004, 1.5708361E-002, 2.1204735E-004, 4.6174326E-001, 6.5756073E+002, 5.2317386E+002, 3.3946804E+002, 2.2133746E+002, 4.8087889E+001
 6.2000249E+002, 4.1227194E-001, 6.1235591E-002, 6.1400066E-002, 4.4564751E-004, 4.3412114E-004, 1.5641953E-002, 2.1646751E-004, 4.6006834E-001, 6.5807575E+002, 5.2519134E+002, 3.4214151E+002, 2.2487803E+002, 4.8707144E+001
 6.3000056E+002, 4.1012447E-001, 6.1201970E-002, 6.1366562E-002, 4.5448341E-004, 4.4298084E-004, 1.5575771E-002, 2.2088526E-004, 4.5838977E-001, 6.5851809E+002, 5.2915731E+002, 3.4536111E+002, 2.2838926E+002, 4.9344354E+001
 6.4000696E+002, 4.0792058E-001, 6.1205336E-002, 6.1370124E-002, 4.6332715E-004, 4.5184844E-004, 1.5509819E-002, 2.2530694E-004, 4.5659667E-001, 6.5881356E+002, 5.3325253E+002, 3.4751815E+002, 2.2994770E+002, 4.9989687E+001
 6.5000503E+002, 4.0645949E-001, 6.1562478E-002, 6.1728421E-002, 4.7221509E-004, 4.6076039E-004, 1.5444090E-002, 2.2975074E-004, 4.5514170E-001, 6.5956160E+002, 5.3317646E+002, 3.4927901E+002, 2.3307346E+002, 5.0653123E+001
 6.6000310E+002, 4.0520447E-001, 6.1683530E-002, 6.1849960E-002, 4.8112052E-004, 4.6968988E-004, 1.5378568E-002, 2.3420329E-004, 4.5390038E-001, 6.5995089E+002, 5.3663888E+002, 3.5229422E+002, 2.3636180E+002, 5.1327930E+001
 6.7000117E+002, 4.0393839E-001, 6.1785870E-002, 6.1952732E-002, 4.9004071E-004, 4.7863421E-004, 1.5313218E-002, 2.3866323E-004, 4.5264989E-001, 6.6048205E+002, 5.4069858E+002, 3.5526385E+002, 2.3807055E+002, 5.2015967E+001
 6.8000758E+002, 4.0268616E-001, 6.1808897E-002, 6.1975959E-002, 4.9897167E-004, 4.8758935E-004, 1.5248024E-002, 2.4312857E-004, 4.5134110E-001, 6.6083210E+002, 5.4239099E+002, 3.5593971E+002, 2.4070080E+002, 5.2716811E+001
 6.9000565E+002, 4.0141640E-001, 6.1820719E-002, 6.1987942E-002, 5.0789689E-004, 4.9653876E-004, 1.5183027E-002, 2.4759105E-004, 4.4995221E-001, 6.6123253E+002, 5.4435813E+002, 3.5938102E+002, 2.4410729E+002, 5.3431118E+001
 7.0000372E+002, 4.0006359E-001, 6.1847938E-002, 6.2015353E-002, 5.1682605E-004, 5.0549213E-004, 1.5118276E-002, 2.5205550E-004, 4.4848027E-001, 6.6154286E+002, 5.4709563E+002, 3.6214418E+002, 2.4578717E+002, 5.4155762E+001
 7.1000179E+002, 3.9864583E-001, 6.1778369E-002, 6.1945704E-002, 5.2574516E-004, 5.1443545E-004, 1.5053750E-002, 2.5651494E-004, 4.4689521E-001, 6.6179803E+002, 5.5100376E+002, 3.6308196E+002, 2.4797704E+002, 5.4895374E+001
 7.2000819E+002, 3.9732181E-001, 6.1850895E-002, 6.2018530E-002, 5.3468219E-004, 5.2339674E-004, 1.4989433E-002, 2.6098335E-004, 4.4532625E-001, 6.6206122E+002, 5.5029495E+002, 3.6577536E+002, 2.5126591E+002, 5.5642167E+001
 7.3000626E+002, 3.9656074E-001, 6.2224574E-002, 6.2393326E-002, 5.4366572E-004, 5.3240468E-004, 1.4925307E-002, 2.6547501E-004, 4.4412858E-001, 6.6264514E+002, 5.5390657E+002, 3.6894161E+002, 2.5246271E+002, 5.6400638E+001
 7.4000433E+002, 3.9561844E-001, 6.2099399E-002, 6.2267899E-002, 5.5263118E-004, 5.4139451E-004, 1.4861366E-002, 2.6995764E-004, 4.4292255E-001, 6.6310039E+002, 5.5711972E+002, 3.7036094E+002, 2.5491846E+002, 5.7171677E+001
 7.5000240E+002, 3.9440391E-001, 6.1896351E-002, 6.2064378E-002, 5.6156732E-004, 5.5035496E-004, 1.4797612E-002, 2.7442563E-004, 4.4150131E-001, 6.6331466E+002, 5.5860290E+002, 3.7205359E+002, 2.5808957E+002, 5.7953854E+001
 7.6000047E+002, 3.9329996E-001, 6.2065501E-002, 6.2234064E-002, 5.7052789E-004, 5.5933990E-004, 1.4734075E-002, 2.7890583E-004, 4.4009169E-001, 6.6342873E+002, 5.5997999E+002, 3.7543535E+002, 2.5956105E+002, 5.8745025E+001
 7.7000687E+002, 3.9208636E-001, 6.2050542E-002, 6.2219136E-002, 5.7949376E-004, 5.6833018E-004, 1.4670723E-002, 2.8338868E-004, 4.3861045E-001, 6.6374945E+002, 5.6279152E+002, 3.7741215E+002, 2.6170203E+002, 5.9546030E+001
 7.8000494E+002, 3.9141489E-001, 6.2408344E-002, 6.2577981E-002, 5.8850383E-004, 5.7736478E-004, 1.4607559E-002, 2.8789364E-004, 4.3748159E-001, 6.6424613E+002, 5.6598514E+002, 3.7816903E+002, 2.6462706E+002, 6.0356446E+001
 7.9000302E+002, 3.9091404E-001, 6.2545294E-002, 6.2715370E-002, 5.9753366E-004, 5.8641921E-004, 1.4544541E-002, 2.9240849E-004, 4.3654260E-001, 6.6476998E+002, 5.6559766E+002, 3.8156385E+002, 2.6627476E+002, 6.1180294E+001
 8.0000109E+002, 3.9022464E-001, 6.2437677E-002, 6.2607516E-002, 6.0654796E-004, 5.9545807E-004, 1.4481654E-002, 2.9691557E-004, 4.3554611E-001, 6.6497841E+002, 5.6921310E+002, 3.8355444E+002, 2.6825229E+002, 6.2011731E+001
 8.1000749E+002, 3.8897269E-001, 6.2136274E-002, 6.2305342E-002, 6.1552622E-004, 6.0446081E-004, 1.4418920E-002, 3.0140464E-004, 4.3413745E-001, 6.6499265E+002, 5.7145060E+002, 3.8458428E+002, 2.7092397E+002, 6.2854069E+001
 8.2000556E+002, 3.8613245E-001, 6.0917277E-002, 6.1083062E-002, 6.2432101E-004, 6.1327958E-004, 1.4356547E-002, 3.0580198E-004, 4.3165780E-001, 6.6423706E+002, 5.7170345E+002, 3.8771771E+002, 2.7277494E+002, 6.3717730E+001
 8.3000363E+002, 3.8567211E-001, 6.2582763E-002, 6.2753148E-002, 6.3335626E-004, 6.2233947E-004, 1.4294480E-002, 3.1031954E-004, 4.3023711E-001, 6.6538204E+002, 5.7289485E+002, 3.9059798E+002, 2.7436453E+002, 6.4568633E+001
 8.4000170E+002, 3.8468019E-001, 6.2145104E-002, 6.2314339E-002, 6.4232832E-004, 6.3133600E-004, 1.4232580E-002, 3.1480552E-004, 4.2893020E-001, 6.6560298E+002, 5.7653445E+002, 3.9081693E+002, 2.7718402E+002, 6.5439846E+001
 8.5000810E+002, 3.8333869E-001, 6.1558257E-002, 6.1725928E-002, 6.5122306E-004, 6.4025502E-004, 1.4170832E-002, 3.1925284E-004, 4.2726347E-001, 6.6554123E+002, 5.7860194E+002, 3.9360488E+002, 2.7897938E+002, 6.6336104E+001
 8.6000617E+002, 3.8205744E-001, 6.1756281E-002, 6.1924530E-002, 6.6013898E-004, 6.4919527E-004, 1.4109371E-002, 3.2371076E-004, 4.2569335E-001, 6.6559401E+002, 5.7745084E+002, 3.9698171E+002, 2.8017599E+002, 6.7216512E+001
 8.7000424E+002, 3.8180034E-001, 6.2602219E-002, 6.2772818E-002, 6.6917703E-004, 6.5825800E-004, 1.4048084E-002, 3.2822974E-004, 4.2473874E-001, 6.6644947E+002, 5.8088114E+002, 3.9769080E+002, 2.8296177E+002, 6.8113389E+001
 8.8000231E+002, 3.8138254E-001, 6.2419352E-002, 6.2589485E-002, 6.7818869E-004, 6.6729426E-004, 1.3986889E-002, 3.3273553E-004, 4.2386409E-001, 6.6674865E+002, 5.8407769E+002, 4.0005212E+002, 2.8472257E+002, 6.9023850E+001
 8.9000038E+002, 3.8105502E-001, 6.2550144E-002, 6.2720666E-002, 6.8721922E-004, 6.7634946E-004, 1.3925808E-002, 3.3725076E-004, 4.2309992E-001, 6.6694059E+002, 5.8475670E+002, 4.0316163E+002, 2.8575772E+002, 6.9942460E+001
 9.0000000E+002, 3.8033984E-001, 6.2423576E-002, 6.2593782E-002, 6.9623288E-004, 6.8538774E-004, 1.3864852E-002, 3.4175755E-004, 4.2184030E-001, 6.6711634E+002, 5.8572360E+002, 4.0507402E+002, 2.8848243E+002, 7.0872662E+001
