s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 9.0001345E+000, 9.0633203E+000, 0.0000000E+000,-1.1119962E+000,-7.9301189E+000,-6.0917610E-002, 4.6037032E-003, 0.0000000E+000,-1.2044825E-001,-8.5073262E-002,-1.5555700E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0242984E-002, 1.6122766E-004, 2.1951869E-005
 1.0000330E+001, 9.0880423E+000, 0.0000000E+000,-1.0623106E+000,-7.1954430E+000,-5.8221073E-002, 4.7670270E-003, 0.0000000E+000,-1.1732870E-001, 7.1828500E-001, 6.5950594E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8883762E-002, 1.6122768E-004, 2.1951871E-005
 1.1000070E+001, 9.0239854E+000, 0.0000000E+000,-1.0239312E+000,-7.8839346E+000,-5.9417824E-002, 4.8904425E-003, 0.0000000E+000,-1.1515720E-001,-3.1699467E-003,-5.3564976E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7523301E-002, 1.6122768E-004, 2.1951871E-005
 1.2000299E+001, 9.0137363E+000, 0.0000000E+000,-9.5542626E-001,-6.9856582E+000,-5.3380775E-002, 4.9478048E-003, 0.0000000E+000,-1.1269690E-001, 9.6968083E-001, 9.1152198E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6163196E-002, 1.6122768E-004, 2.1951872E-005
 1.3000371E+001, 9.0276416E+000, 0.0000000E+000,-9.2524846E-001,-8.5585666E+000,-5.0977693E-002, 4.9738888E-003, 0.0000000E+000,-1.1120583E-001,-5.5003335E-001,-6.1338306E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4804509E-002, 1.6122768E-004, 2.1951872E-005
 1.4000298E+001, 8.9792859E+000, 0.0000000E+000,-8.7922856E-001,-7.5870749E+000,-4.3320605E-002, 4.9531378E-003, 0.0000000E+000,-1.0885145E-001, 4.1965912E-001, 3.6576350E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3444532E-002, 1.6122768E-004, 2.1951872E-005
 1.5000241E+001, 9.0550678E+000, 0.0000000E+000,-8.4749739E-001,-8.2550458E+000,-4.0564763E-002, 4.9004024E-003, 0.0000000E+000,-1.0674318E-001,-1.4492065E-001,-1.8988294E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2084029E-002, 1.6122768E-004, 2.1951872E-005
 1.6000225E+001, 8.9852572E+000, 0.0000000E+000,-7.9686702E-001,-8.1649568E+000,-3.8154818E-002, 4.8234962E-003, 0.0000000E+000,-1.0479604E-001,-6.3178656E-002,-1.1469399E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0723695E-002, 1.6122768E-004, 2.1951872E-005
 1.7000240E+001, 9.0088454E+000, 0.0000000E+000,-7.5129833E-001,-8.3744378E+000,-3.3506693E-002, 4.7524039E-003, 0.0000000E+000,-1.0238037E-001,-1.9091511E-001,-2.4802533E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9363577E-002, 1.6122768E-004, 2.1951872E-005
 1.8000345E+001, 8.9345453E+000, 0.0000000E+000,-6.9511172E-001,-8.1202670E+000,-3.1938506E-002, 4.6304716E-003, 0.0000000E+000,-1.0059713E-001, 3.5511505E-002,-8.7385486E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0800425E-001, 1.6122768E-004, 2.1951872E-005
 1.9000242E+001, 9.0868532E+000, 0.0000000E+000,-6.6385160E-001,-8.2781423E+000,-2.9149568E-002, 4.4946174E-003, 0.0000000E+000,-9.8569432E-002, 7.2718474E-002, 2.1634887E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1664419E-001, 1.6122768E-004, 2.1951872E-005
 2.0000162E+001, 8.8701015E+000, 0.0000000E+000,-6.0367259E-001,-8.5456196E+000,-2.7018845E-002, 4.3479531E-003, 0.0000000E+000,-9.6763155E-002,-3.4668984E-001,-3.9862476E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2528360E-001, 1.6122768E-004, 2.1951872E-005
 2.1000353E+001, 9.0030938E+000, 0.0000000E+000,-5.7318544E-001,-7.9308096E+000,-2.5084982E-002, 4.2367892E-003, 0.0000000E+000,-9.3872238E-002, 4.0920737E-001, 3.8437828E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3392424E-001, 1.6122768E-004, 2.1951872E-005
 2.2000008E+001, 8.9389058E+000, 0.0000000E+000,-5.2818738E-001,-8.4181377E+000,-2.2148106E-002, 4.1216029E-003, 0.0000000E+000,-9.1428457E-002,-5.1683362E-002,-1.1687420E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4256353E-001, 1.6122768E-004, 2.1951872E-005
 2.3000286E+001, 9.0397075E+000, 0.0000000E+000,-4.8536866E-001,-8.4933688E+000,-2.1220419E-002, 4.0177857E-003, 0.0000000E+000,-8.7695884E-002,-3.8580368E-003,-4.3928483E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5120301E-001, 1.6122768E-004, 2.1951872E-005
 2.4000000E+001, 8.9683910E+000, 0.0000000E+000,-4.3494920E-001,-8.5601675E+000,-1.9910602E-002, 3.8947760E-003, 0.0000000E+000,-8.3381427E-002,-8.9888173E-002,-1.2612290E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5984313E-001, 1.6122768E-004, 2.1951872E-005
 2.5000101E+001, 8.8898015E+000, 0.0000000E+000,-3.7672994E-001,-8.4840326E+000,-1.8339784E-002, 3.7591046E-003, 0.0000000E+000,-7.9576426E-002,-3.5636502E-002,-6.5118104E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6848236E-001, 1.6122768E-004, 2.1951872E-005
 2.6000095E+001, 8.7997223E+000, 0.0000000E+000,-3.2486196E-001,-8.6945348E+000,-1.3312644E-002, 3.5936908E-003, 0.0000000E+000,-7.4402040E-002,-2.6497879E-001,-3.0379545E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7712283E-001, 1.6122768E-004, 2.1951872E-005
 2.7000040E+001, 8.8162088E+000, 0.0000000E+000,-2.7390488E-001,-7.9804813E+000,-1.0184281E-002, 3.4296419E-003, 0.0000000E+000,-6.7406004E-002, 5.3157662E-001, 4.8766200E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8576276E-001, 1.6122768E-004, 2.1951872E-005
 2.8000221E+001, 8.7066730E+000, 0.0000000E+000,-2.1297429E-001,-8.8237419E+000,-9.5987243E-003, 3.2895159E-003, 0.0000000E+000,-6.2364005E-002,-3.6852044E-001,-3.9871633E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9440352E-001, 1.6122768E-004, 2.1951872E-005
 2.9000179E+001, 8.4737057E+000, 0.0000000E+000,-1.6602356E-001,-8.5035849E+000,-7.3841160E-003, 3.0656952E-003, 0.0000000E+000,-5.4397005E-002,-2.1315543E-001,-2.5461820E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0304431E-001, 1.6122768E-004, 2.1951872E-005
 3.0000589E+001, 8.5145064E+000, 0.0000000E+000,-1.2788357E-001,-8.0035857E+000,-4.4449529E-003, 2.9228381E-003, 0.0000000E+000,-4.7698618E-002, 3.7509091E-001, 3.3381645E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1168633E-001, 1.6122768E-004, 2.1951872E-005
 3.1000181E+001, 7.9562338E+000, 0.0000000E+000,-8.6238829E-002,-8.1444496E+000,-3.1495517E-003, 2.7286227E-003, 0.0000000E+000,-3.9067012E-002,-2.8401342E-001,-3.1394254E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2032646E-001, 1.6122768E-004, 2.1951872E-005
 3.2000538E+001, 7.8917306E+000, 0.0000000E+000,-6.3291188E-002,-7.8903905E+000,-8.2208576E-004, 2.6047614E-003, 0.0000000E+000,-2.7834853E-002,-6.1365239E-002,-8.8003284E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2896640E-001, 1.6122768E-004, 2.1951872E-005
 3.3000416E+001, 6.7271085E+000, 0.0000000E+000,-3.7381191E-002,-7.7346253E+000,-2.2892924E-004, 2.4308464E-003, 0.0000000E+000,-2.0016724E-002,-1.0335814E+000,-1.0627128E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3760829E-001, 1.6122768E-004, 2.1951872E-005
 3.4001118E+001, 5.4190480E+000, 0.0000000E+000,-2.0759015E-002,-6.6779614E+000, 4.3286670E-004, 2.3255655E-003, 0.0000000E+000,-1.2217724E-002,-1.2775824E+000,-1.2891317E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4625165E-001, 1.6122768E-004, 2.1951872E-005
 3.5000412E+001, 3.6823420E+000, 0.0000000E+000,-1.3577278E-002,-4.2067026E+000, 6.8615677E-004, 2.2107487E-003, 0.0000000E+000,-8.0295350E-003,-5.5299878E-001,-5.4307047E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5489196E-001, 1.6122768E-004, 2.1951872E-005
 3.6000637E+001, 1.5200945E+000, 0.0000000E+000,-1.0123749E-002,-1.8127774E+000, 8.2731645E-004, 2.1579123E-003, 0.0000000E+000,-4.9705195E-003,-3.1808953E-001,-3.0479191E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6352927E-001, 1.6122768E-004, 2.1951872E-005
 3.7000595E+001, 1.0052588E+000, 0.0000000E+000,-9.3028565E-003,-1.0099265E+000, 8.3026212E-004, 2.0898718E-003, 0.0000000E+000,-3.3630359E-003,-2.7367171E-002,-1.4413465E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7216973E-001, 1.6122768E-004, 2.1951872E-005
 3.8000610E+001, 9.7083272E-001, 0.0000000E+000,-8.8767455E-003,-1.0281723E+000, 8.3609844E-004, 2.0347624E-003, 0.0000000E+000,-2.5281290E-003,-8.0397287E-002,-6.5873620E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8080978E-001, 1.6122768E-004, 2.1951872E-005
 3.9001122E+001, 9.3608682E-001, 0.0000000E+000,-8.1792152E-003,-9.0112486E-001, 8.2101752E-004, 1.9804439E-003, 0.0000000E+000,-2.2643229E-003, 1.3536638E-002, 2.7319881E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8945245E-001, 1.6122768E-004, 2.1951872E-005
 4.0000851E+001, 8.7900564E-001, 0.0000000E+000,-7.3329320E-003,-9.4805882E-001, 8.0343005E-004, 1.9652016E-003, 0.0000000E+000,-1.9321927E-003,-8.4066173E-002,-7.5549672E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9809393E-001, 1.6122768E-004, 2.1951872E-005
 4.1000740E+001, 7.5098298E-001, 0.0000000E+000,-5.8303400E-003,-8.9198164E-001, 7.9080356E-004, 1.8742312E-003, 0.0000000E+000,-1.7015567E-003,-1.5775306E-001,-1.4586553E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0673351E-001, 1.6122768E-004, 2.1951872E-005
 4.2000660E+001, 4.0926259E-001, 0.0000000E+000,-3.2365206E-003,-7.3094475E-001, 7.8584147E-004, 1.7972016E-003, 0.0000000E+000,-1.2204942E-003,-3.3434194E-001,-3.2355613E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1537202E-001, 1.6122768E-004, 2.1951872E-005
 4.3001720E+001, 5.0579701E-002, 0.0000000E+000,-1.1740892E-003,-4.6147451E-001, 7.8898570E-004, 1.7668881E-003, 0.0000000E+000,-1.2042256E-004,-4.1603557E-001,-4.0963345E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2401889E-001, 1.6122768E-004, 2.1951872E-005
 4.4002178E+001, 7.4059095E-005, 0.0000000E+000,-2.0256937E-004,-2.2611838E-001, 8.1440251E-004, 1.7831770E-003, 0.0000000E+000, 5.4284481E-007,-2.3236305E-001,-2.2364877E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3266701E-001, 1.6122768E-004, 2.1951872E-005
 4.5000774E+001, 4.6305008E-008, 0.0000000E+000, 5.2703408E-005,-3.3647467E-002, 7.8365415E-004, 1.7386362E-003, 0.0000000E+000,-2.8003294E-007,-4.2304669E-002,-3.1072707E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4130419E-001, 1.6122768E-004, 2.1951872E-005
 4.6000526E+001, 0.0000000E+000, 0.0000000E+000, 8.3224419E-005, 4.3315714E-003, 7.6669172E-004, 1.6870168E-003, 0.0000000E+000,-4.0556351E-007,-3.7561342E-003, 6.8680987E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4993748E-001, 1.6122768E-004, 2.1951872E-005
 4.7000351E+001, 0.0000000E+000, 0.0000000E+000, 8.2927478E-005, 9.5602319E-003, 7.4321686E-004, 1.6244659E-003, 0.0000000E+000,-6.6514581E-007,-1.1521244E-004, 1.2010177E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5857347E-001, 1.6122768E-004, 2.1951872E-005
 4.8000237E+001, 0.0000000E+000, 0.0000000E+000, 8.1002717E-005, 9.0182022E-003, 7.4672860E-004, 1.6186260E-003, 0.0000000E+000,-3.4903606E-007,-2.4397143E-003, 1.1464211E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6721406E-001, 1.6122768E-004, 2.1951872E-005
 4.9001072E+001, 0.0000000E+000, 0.0000000E+000, 8.1157964E-005, 9.7581535E-003, 7.3959188E-004, 1.5788376E-003, 0.0000000E+000,-4.9667728E-007,-7.1714312E-004, 1.2157244E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7585676E-001, 1.6122768E-004, 2.1951872E-005
 5.0000504E+001, 0.0000000E+000, 0.0000000E+000, 7.8738574E-005, 1.0721321E-002, 7.3718688E-004, 1.5403299E-003, 0.0000000E+000,-3.8076214E-007, 7.1174283E-005, 1.3077195E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8449712E-001, 1.6122768E-004, 2.1951872E-005
 5.1002571E+001, 0.0000000E+000, 0.0000000E+000, 7.6362776E-005, 9.9667929E-003, 7.3370558E-004, 1.5146485E-003, 0.0000000E+000,-3.0973013E-007,-1.2666406E-003, 1.2291200E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9314369E-001, 1.6122768E-004, 2.1951872E-005
 5.2000168E+001, 0.0000000E+000, 0.0000000E+000, 7.2921941E-005, 1.0587764E-002, 7.1834236E-004, 1.4992092E-003, 0.0000000E+000,-1.7486416E-007,-3.3441577E-004, 1.2878063E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0178237E-001, 1.6122768E-004, 2.1951872E-005
 5.3000790E+001, 0.0000000E+000, 0.0000000E+000, 7.3592617E-005, 1.1340041E-002, 7.1392179E-004, 1.4571679E-003, 0.0000000E+000,-5.9325722E-007,-2.0702085E-003, 1.3584130E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1041364E-001, 1.6122768E-004, 2.1951872E-005
 5.4001522E+001, 0.0000000E+000, 0.0000000E+000, 7.1907529E-005, 1.1066860E-002, 7.0909539E-004, 1.4201595E-003, 0.0000000E+000,-7.8575756E-007, 4.4343009E-004, 1.3267237E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1905948E-001, 1.6122768E-004, 2.1951872E-005
 5.5001846E+001, 0.0000000E+000, 0.0000000E+000, 7.2130914E-005, 1.1499952E-002, 7.1000438E-004, 1.4004300E-003, 0.0000000E+000,-6.4446928E-007,-4.9507235E-004, 1.3681873E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2770440E-001, 1.6122768E-004, 2.1951872E-005
 5.6000164E+001, 0.0000000E+000, 0.0000000E+000, 7.0977497E-005, 1.2573300E-002, 6.8777532E-004, 1.3861925E-003, 0.0000000E+000,-1.9871982E-007, 7.1096137E-004, 1.4718046E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3633846E-001, 1.6122768E-004, 2.1951872E-005
 5.7001804E+001, 0.0000000E+000, 0.0000000E+000, 6.3808944E-005, 1.2855566E-002, 6.8339158E-004, 1.3349663E-003, 0.0000000E+000,-5.0413199E-007, 5.5912073E-004, 1.4937229E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4497745E-001, 1.6122768E-004, 2.1951872E-005
 5.8001553E+001, 0.0000000E+000, 0.0000000E+000, 6.4808774E-005, 1.1138138E-002, 6.8678577E-004, 1.3300814E-003, 0.0000000E+000,-1.2323449E-007,-1.8178010E-003, 1.3219690E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5362341E-001, 1.6122768E-004, 2.1951872E-005
 5.9001858E+001, 0.0000000E+000, 0.0000000E+000, 6.7951293E-005, 1.2899050E-002, 6.7938675E-004, 1.3253821E-003, 0.0000000E+000,-7.1203434E-007,-2.6833936E-004, 1.4971058E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6226377E-001, 1.6122768E-004, 2.1951872E-005
 6.0001213E+001, 0.0000000E+000, 0.0000000E+000, 6.5528140E-005, 1.3574204E-002, 6.7572928E-004, 1.2916933E-003, 0.0000000E+000, 1.7266954E-007, 8.6202289E-004, 1.5607327E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7090214E-001, 1.6122768E-004, 2.1951872E-005
 6.1000458E+001, 0.0000000E+000, 0.0000000E+000, 6.5148037E-005, 1.3409683E-002, 6.7031734E-004, 1.2564085E-003, 0.0000000E+000,-3.1197310E-007,-1.0556517E-004, 1.5401245E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7953688E-001, 1.6122768E-004, 2.1951872E-005
 6.2002449E+001, 0.0000000E+000, 0.0000000E+000, 6.5537665E-005, 1.3213390E-002, 6.7571743E-004, 1.2594088E-003, 0.0000000E+000,-1.2138747E-006,-9.7011270E-004, 1.5212840E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8818364E-001, 1.6122768E-004, 2.1951872E-005
 6.3002106E+001, 0.0000000E+000, 0.0000000E+000, 6.1842757E-005, 1.3546584E-002, 6.6849380E-004, 1.2420247E-003, 0.0000000E+000, 8.6437437E-008,-1.9212447E-004, 1.5519032E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9682834E-001, 1.6122768E-004, 2.1951872E-005
 6.4001122E+001, 0.0000000E+000, 0.0000000E+000, 6.2143939E-005, 1.4015417E-002, 6.6857289E-004, 1.2347003E-003, 0.0000000E+000,-7.6141263E-007, 4.5030470E-006, 1.5980072E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0546406E-001, 1.6122768E-004, 2.1951872E-005
 6.5000000E+001, 0.0000000E+000, 0.0000000E+000, 6.0721975E-005, 1.4236713E-002, 6.4998572E-004, 1.1929543E-003, 0.0000000E+000,-1.7591759E-006,-5.1995397E-005, 1.6138616E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1409302E-001, 1.6122768E-004, 2.1951872E-005
