cm,kW,kW,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
 1.7812500E+001, 6.6952313E+000, 8.7765152E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.0500000E+000, 1.3955509E+000, 7.7129460E-001, 4.6003166E-001, 2.8001767E-001, 1.6611213E-001, 3.0745354E-001, 3.9476571E-001, 2.2976996E-001, 1.1680802E-001, 6.0127541E-002
 1.9687500E+001, 6.3088308E+000, 8.8088104E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.0000000E-002, 1.7117087E+000, 1.6997009E+000, 1.5256113E+000, 6.7843013E-001, 2.2065369E-001, 7.3632575E-002, 1.1160993E-001, 2.3012070E-001, 3.2729956E-001, 7.6305315E-002
 2.1562500E+001, 5.9073287E+000, 8.9478622E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.0500000E+000, 1.3332271E+000, 6.8674185E-001, 4.1511777E-001, 2.8523619E-001, 1.6826871E-001, 3.3568979E-001, 3.2956283E-001, 1.5635330E-001, 9.5718632E-002, 5.2904047E-002
 2.3437500E+001, 5.5637729E+000, 8.9941053E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1000000E+000, 2.7698037E-001, 2.1371570E-001, 1.7054902E-001, 1.5029436E-001, 1.2156761E-001, 3.7060634E-002, 6.8397683E-002, 6.3984185E-002, 6.6446946E-002, 4.6419431E-002
 2.5312500E+001, 5.2490077E+000, 8.8625424E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 4.8228116E-002, 5.6406866E-002, 6.5953679E-002, 8.4159441E-002, 8.5767255E-002, 1.1162236E-002, 3.0522213E-002, 3.7293796E-002, 4.4475469E-002, 4.0030482E-002
 2.7187500E+001, 4.9531940E+000, 8.8466415E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 8.2000000E+000, 7.7752180E-003, 8.2817357E-003, 1.8830873E-002, 4.5220196E-002, 5.5674942E-002, 2.0497877E-003, 7.8233711E-003, 1.8942411E-002, 3.3520091E-002, 3.5400684E-002
 2.9062500E+001, 4.6724961E+000, 8.9128227E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.0250000E+001, 4.6457175E-004, 6.4971093E-004, 3.8703401E-003, 1.9846772E-002, 3.1002807E-002, 1.5389530E-004, 9.4992989E-004, 8.4561805E-003, 2.1542863E-002, 2.7865149E-002
 3.0937500E+001, 4.3804380E+000, 9.1147711E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2300000E+001, 2.8578896E-005, 4.0074212E-005, 1.9599795E-004, 2.8294146E-003, 8.7401079E-003, 1.4817011E-005, 6.4706544E-005, 5.2157726E-004, 4.4287370E-003, 8.6378933E-003
 3.2812500E+001, 4.0763486E+000, 9.4414710E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4350000E+001, 2.8578896E-005, 4.0074212E-005, 1.9599795E-004, 2.8294146E-003, 8.7401079E-003, 1.4817011E-005, 6.4706544E-005, 5.2157726E-004, 4.4287370E-003, 8.6378933E-003
 3.4687500E+001, 3.7466635E+000, 9.7371864E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.6400000E+001, 1.3193876E-006, 1.8393210E-006, 5.5431400E-006, 1.5640797E-004, 1.0102767E-003, 7.0017974E-007, 9.7765180E-007, 1.0507907E-005, 2.0037756E-004, 1.3802039E-003
 3.6562500E+001, 3.3932106E+000, 9.9438361E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.8450000E+001, 1.3193876E-006, 1.8393210E-006, 5.5431400E-006, 1.5640797E-004, 1.0102767E-003, 7.0017974E-007, 9.7765180E-007, 1.0507907E-005, 2.0037756E-004, 1.3802039E-003
 3.8437500E+001, 3.0229945E+000, 1.0022837E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.0500000E+001, 2.9158127E-008, 4.9025044E-008, 1.0408846E-007, 3.5512260E-006, 3.8140467E-005, 1.7082853E-008, 2.2149740E-008, 9.7709848E-008, 3.1759305E-006, 4.9120386E-005
 4.0312500E+001, 2.6580424E+000, 9.9209430E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.2187500E+001, 2.3024689E+000, 9.4895695E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.4062500E+001, 1.9728742E+000, 8.7708292E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.5937500E+001, 1.6749573E+000, 7.9242357E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.7812500E+001, 1.4159384E+000, 7.0361092E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.9687500E+001, 1.1903850E+000, 6.2095190E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.1562500E+001, 9.9664952E-001, 5.4149160E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.3437500E+001, 8.4378333E-001, 4.7574241E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.5312500E+001, 7.1429953E-001, 4.1296051E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.7187500E+001, 6.0666228E-001, 3.5708801E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.9062500E+001, 5.1961423E-001, 3.1016586E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.0937500E+001, 4.4700119E-001, 2.6920329E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.2812500E+001, 3.8744897E-001, 2.3487189E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.4687500E+001, 3.3695043E-001, 2.0328342E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.6562500E+001, 2.9567993E-001, 1.7657826E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.8437500E+001, 2.5956738E-001, 1.5177275E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.0312500E+001, 2.3083776E-001, 1.3141002E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.2187500E+001, 2.0456853E-001, 1.1304508E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.4062500E+001, 1.8453053E-001, 9.9328414E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.5937500E+001, 1.6554684E-001, 8.7248076E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.7812500E+001, 1.5261129E-001, 7.8474724E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.9687500E+001, 1.3769068E-001, 6.9569161E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.1562500E+001, 1.2650441E-001, 6.2543381E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
