s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 1.0000525E+001, 9.0099371E+000, 0.0000000E+000,-1.0002605E+000,-7.7241568E+000,-5.1578782E-003, 1.7478306E-003, 0.0000000E+000,-3.3680756E-002, 3.0480014E-001, 2.4842902E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8889375E-002, 1.6122768E-004, 2.1951871E-005
 1.1000813E+001, 9.0233902E+000, 0.0000000E+000,-9.4811547E-001,-7.5230407E+000,-6.0978324E-003, 1.7578669E-003, 0.0000000E+000,-3.3133144E-002, 5.7902886E-001, 5.1476090E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7528925E-002, 1.6122768E-004, 2.1951871E-005
 1.2000367E+001, 8.9541652E+000, 0.0000000E+000,-8.9933376E-001,-7.7325603E+000,-7.7447247E-003, 1.7551224E-003, 0.0000000E+000,-3.2881413E-002, 3.6029355E-001, 2.8340015E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6168688E-002, 1.6122768E-004, 2.1951872E-005
 1.3000144E+001, 8.8747168E+000, 0.0000000E+000,-8.6572296E-001,-8.0381090E+000,-8.4763164E-003, 1.7000491E-003, 0.0000000E+000,-3.2706593E-002, 6.2423228E-003,-6.8598020E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4805391E-002, 1.6122768E-004, 2.1951872E-005
 1.4000279E+001, 8.8658690E+000, 0.0000000E+000,-8.2056095E-001,-7.7692376E+000,-1.0356169E-002, 1.6688496E-003, 0.0000000E+000,-3.2514875E-002, 3.0369226E-001, 2.3486816E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3445232E-002, 1.6122768E-004, 2.1951872E-005
 1.5000730E+001, 8.8887234E+000, 0.0000000E+000,-7.8433719E-001,-8.5261855E+000,-5.7027653E-003, 1.6184806E-003, 0.0000000E+000,-3.2029148E-002,-3.7691764E-001,-4.5791272E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2088432E-002, 1.6122768E-004, 2.1951872E-005
 1.6000528E+001, 8.9056255E+000, 0.0000000E+000,-7.7097554E-001,-8.4580975E+000,-4.1442375E-003, 1.5189395E-003, 0.0000000E+000,-3.1506721E-002,-3.0405206E-001,-3.5757948E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0728487E-002, 1.6122768E-004, 2.1951872E-005
 1.7000675E+001, 8.9020408E+000, 0.0000000E+000,-7.1144198E-001,-7.9600610E+000,-6.5148192E-003, 1.4561929E-003, 0.0000000E+000,-3.1252201E-002, 2.5600586E-001, 1.9422694E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9368575E-002, 1.6122768E-004, 2.1951872E-005
 1.8000095E+001, 9.0182025E+000, 0.0000000E+000,-6.7401015E-001,-8.5737482E+000,-6.1772030E-003, 1.3893535E-003, 0.0000000E+000,-3.0737954E-002,-2.0309553E-001,-2.6508156E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0800655E-001, 1.6122768E-004, 2.1951872E-005
 1.9000504E+001, 9.0453726E+000, 0.0000000E+000,-6.2259173E-001,-8.2975230E+000,-5.5730389E-003, 1.3324356E-003, 0.0000000E+000,-3.0164989E-002, 1.4264320E-001, 9.0852254E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1664597E-001, 1.6122768E-004, 2.1951872E-005
 2.0000471E+001, 9.0547446E+000, 0.0000000E+000,-5.9083300E-001,-8.8401800E+000,-6.7664026E-003, 1.2941755E-003, 0.0000000E+000,-2.9576796E-002,-3.4732393E-001,-4.1131747E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2528791E-001, 1.6122768E-004, 2.1951872E-005
 2.1000362E+001, 9.0152702E+000, 0.0000000E+000,-5.6357127E-001,-8.3372587E+000,-8.1917696E-003, 1.2509699E-003, 0.0000000E+000,-2.9030976E-002, 1.2922739E-001, 7.8468456E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3392723E-001, 1.6122768E-004, 2.1951872E-005
 2.2000202E+001, 8.7979876E+000, 0.0000000E+000,-5.1759015E-001,-8.5565118E+000,-5.5837057E-003, 1.1699102E-003, 0.0000000E+000,-3.0154330E-002,-2.4683819E-001,-3.1068247E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4256678E-001, 1.6122768E-004, 2.1951872E-005
 2.3000603E+001, 8.9801122E+000, 0.0000000E+000,-4.9385102E-001,-8.5549578E+000,-5.1800361E-003, 1.0949526E-003, 0.0000000E+000,-2.9566303E-002,-5.4193822E-002,-1.0234809E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5120706E-001, 1.6122768E-004, 2.1951872E-005
 2.4000132E+001, 8.9331638E+000, 0.0000000E+000,-4.5160730E-001,-8.2298278E+000,-4.5215120E-003, 1.0412371E-003, 0.0000000E+000,-2.9465582E-002, 2.7098742E-001, 2.1878289E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5984678E-001, 1.6122768E-004, 2.1951872E-005
 2.5000658E+001, 8.8543614E+000, 0.0000000E+000,-4.0913732E-001,-8.8706726E+000,-5.4393081E-003, 1.0099153E-003, 0.0000000E+000,-3.0152158E-002,-4.2953173E-001,-4.6003000E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6848699E-001, 1.6122768E-004, 2.1951872E-005
 2.6000702E+001, 8.8554350E+000, 0.0000000E+000,-3.3905022E-001,-8.3259333E+000,-4.4666330E-003, 1.0055981E-003, 0.0000000E+000,-2.9728257E-002, 2.1482607E-001, 1.5726219E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7713008E-001, 1.6122768E-004, 2.1951872E-005
 2.7000460E+001, 8.5006001E+000, 0.0000000E+000,-2.7546788E-001,-8.9194513E+000,-3.9967102E-003, 9.2816215E-004, 0.0000000E+000,-2.8995451E-002,-6.9050738E-001,-7.2638308E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8576880E-001, 1.6122768E-004, 2.1951872E-005
 2.8000042E+001, 8.7019908E+000, 0.0000000E+000,-2.1985514E-001,-8.2666020E+000,-4.2322023E-003, 8.5604179E-004, 0.0000000E+000,-2.8177625E-002, 2.3560594E-001, 1.8397982E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9440614E-001, 1.6122768E-004, 2.1951872E-005
 2.9000296E+001, 8.5976059E+000, 0.0000000E+000,-1.6619364E-001,-8.6100548E+000,-4.4778514E-003, 8.2166780E-004, 0.0000000E+000,-2.5556937E-002,-1.7655365E-001,-2.0785566E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0304555E-001, 1.6122768E-004, 2.1951872E-005
 3.0000845E+001, 8.2928546E+000, 0.0000000E+000,-1.2137677E-001,-8.5518819E+000,-2.8347100E-003, 7.7192274E-004, 0.0000000E+000,-2.4448619E-002,-3.9152825E-001,-4.0691543E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1168980E-001, 1.6122768E-004, 2.1951872E-005
 3.1000702E+001, 7.9303362E+000, 0.0000000E+000,-7.7851358E-002,-8.4076839E+000,-3.6756405E-003, 7.1362973E-004, 0.0000000E+000,-2.4132845E-002,-5.8039032E-001,-5.8229398E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2033178E-001, 1.6122768E-004, 2.1951872E-005
 3.2000359E+001, 7.4802550E+000, 0.0000000E+000,-4.7984963E-002,-7.7074803E+000,-1.3850280E-003, 6.7999575E-004, 0.0000000E+000,-2.3999748E-002,-2.9521423E-001,-2.9991496E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2897013E-001, 1.6122768E-004, 2.1951872E-005
 3.3001366E+001, 6.7499121E+000, 0.0000000E+000,-2.8454743E-002,-6.7993402E+000,-7.8170215E-004, 6.5735569E-004, 0.0000000E+000,-2.3318455E-002,-9.7533070E-002,-1.0132557E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3761430E-001, 1.6122768E-004, 2.1951872E-005
 3.4001064E+001, 3.7991435E+000, 0.0000000E+000,-1.4298216E-002,-4.7182224E+000,-1.3246172E-005, 6.2967384E-004, 0.0000000E+000,-2.3064344E-002,-9.7266678E-001,-9.5582505E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4625838E-001, 1.6122768E-004, 2.1951872E-005
 3.5001709E+001, 1.9232503E+000, 0.0000000E+000,-8.2761488E-003,-2.1911740E+000, 8.2997873E-005, 6.2693885E-004, 0.0000000E+000,-2.3405736E-002,-3.1568287E-001,-2.9889567E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5490190E-001, 1.6122768E-004, 2.1951872E-005
 3.6001301E+001, 1.2032625E+000, 0.0000000E+000,-6.3708902E-003,-1.2385442E+000, 1.0326897E-004, 6.1936298E-004, 0.0000000E+000,-2.2477632E-002,-6.9911387E-002,-6.3407507E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6354280E-001, 1.6122768E-004, 2.1951872E-005
 3.7001160E+001, 8.4781098E-001, 0.0000000E+000,-5.3374064E-003,-8.7973241E-001, 1.3020959E-004, 5.6631133E-004, 0.0000000E+000,-2.2867496E-002,-7.9114270E-002,-5.9429808E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7218092E-001, 1.6122768E-004, 2.1951872E-005
 3.8002159E+001, 7.6385912E-001, 0.0000000E+000,-4.7189232E-003,-7.9700496E-001, 1.5355329E-004, 5.4483155E-004, 0.0000000E+000,-2.2080254E-002,-6.9395127E-002,-5.9246635E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8082468E-001, 1.6122768E-004, 2.1951872E-005
 3.9000408E+001, 7.1039123E-001, 0.0000000E+000,-4.2182308E-003,-7.0649640E-001, 1.6812764E-004, 5.3310611E-004, 0.0000000E+000,-2.2187054E-002,-3.9366050E-002,-2.1809217E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8946172E-001, 1.6122768E-004, 2.1951872E-005
 4.0002110E+001, 6.4977523E-001, 0.0000000E+000,-3.7373049E-003,-6.9448007E-001, 1.8119704E-004, 5.2670128E-004, 0.0000000E+000,-2.1348845E-002,-9.0577204E-002,-6.9083092E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9810294E-001, 1.6122768E-004, 2.1951872E-005
 4.1001057E+001, 4.7634807E-001, 0.0000000E+000,-2.9787532E-003,-5.8569403E-001, 1.8773495E-004, 4.9909973E-004, 0.0000000E+000,-6.0082351E-003,-1.3299167E-001,-1.1764612E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0674562E-001, 1.6122768E-004, 2.1951872E-005
 4.2001675E+001, 2.0239902E-001, 0.0000000E+000,-1.6700475E-003,-4.7513937E-001, 2.1928102E-004, 4.7687118E-004, 0.0000000E+000,-6.0310979E-005,-2.8882705E-001,-2.7377455E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1538462E-001, 1.6122768E-004, 2.1951872E-005
 4.3000427E+001, 1.4057248E-002, 0.0000000E+000,-5.6419675E-004,-2.6124812E-001, 2.5003025E-004, 4.5057952E-004, 0.0000000E+000,-3.9448089E-006,-2.5504186E-001,-2.4705841E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2402880E-001, 1.6122768E-004, 2.1951872E-005
 4.4002419E+001, 2.4087986E-006, 0.0000000E+000,-1.0622290E-004,-1.0356450E-001, 2.6045238E-004, 4.3139461E-004, 0.0000000E+000,-1.2774858E-006,-1.0824483E-001,-1.0297774E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3267527E-001, 1.6122768E-004, 2.1951872E-005
 4.5004803E+001, 0.0000000E+000, 0.0000000E+000, 3.1585725E-005,-1.0986692E-002, 2.3476463E-004, 4.1263535E-004, 0.0000000E+000,-2.6392394E-006,-1.2964841E-002,-1.0310345E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4133466E-001, 1.6122768E-004, 2.1951872E-005
 4.6001648E+001, 0.0000000E+000, 0.0000000E+000, 4.9105619E-005, 1.1667322E-002, 2.1387836E-004, 4.0646716E-004, 0.0000000E+000,-3.3762838E-006, 8.5717131E-004, 1.2333397E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4997179E-001, 1.6122768E-004, 2.1951872E-005
 4.7004032E+001, 0.0000000E+000, 0.0000000E+000, 4.2008528E-005, 1.3846110E-002, 1.9572948E-004, 3.9849581E-004, 0.0000000E+000,-3.5969436E-006,-1.7656133E-003, 1.4478747E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5860836E-001, 1.6122768E-004, 2.1951872E-005
 4.8000877E+001, 0.0000000E+000, 0.0000000E+000, 4.0014808E-005, 1.1207599E-002, 1.9719570E-004, 3.9154434E-004, 0.0000000E+000,-1.0720505E-006, 2.3304242E-006, 1.1835282E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6724536E-001, 1.6122768E-004, 2.1951872E-005
 4.9001240E+001, 0.0000000E+000, 0.0000000E+000, 4.6547306E-005, 1.0582812E-002, 2.1279081E-004, 3.7810160E-004, 0.0000000E+000,-2.5499425E-006,-3.9795551E-003, 1.1217701E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7587032E-001, 1.6122768E-004, 2.1951872E-005
 5.0000267E+001, 0.0000000E+000, 0.0000000E+000, 4.4124379E-005, 1.3038985E-002, 2.2197772E-004, 3.6369325E-004, 0.0000000E+000,-3.1740387E-006, 1.0833016E-003, 1.3665607E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8450844E-001, 1.6122768E-004, 2.1951872E-005
 5.1000778E+001, 0.0000000E+000, 0.0000000E+000, 4.7788906E-005, 1.2445281E-002, 2.2507614E-004, 3.5325070E-004, 0.0000000E+000,-3.7780670E-006,-4.2017023E-003, 1.3067619E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9314677E-001, 1.6122768E-004, 2.1951872E-005
 5.2003052E+001, 0.0000000E+000, 0.0000000E+000, 4.5103205E-005, 1.5319376E-002, 2.3395774E-004, 3.4215039E-004, 0.0000000E+000,-2.1908239E-006, 2.4657275E-003, 1.5938396E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0180010E-001, 1.6122768E-004, 2.1951872E-005
 5.3005199E+001, 0.0000000E+000, 0.0000000E+000, 4.6698373E-005, 1.4114326E-002, 2.3734047E-004, 3.3950670E-004, 0.0000000E+000,-1.7997647E-006,-1.9011808E-003, 1.4736072E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1045808E-001, 1.6122768E-004, 2.1951872E-005
 5.4004040E+001, 0.0000000E+000, 0.0000000E+000, 4.5563284E-005, 1.3197710E-002, 2.4835094E-004, 3.3855794E-004, 0.0000000E+000,-2.9268487E-006,-1.7895997E-003, 1.3827256E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1910258E-001, 1.6122768E-004, 2.1951872E-005
 5.5002876E+001, 0.0000000E+000, 0.0000000E+000, 4.4879680E-005, 1.5153196E-002, 2.5610874E-004, 3.2033588E-004, 0.0000000E+000,-1.8434016E-006, 4.9752539E-005, 1.5772677E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2773339E-001, 1.6122768E-004, 2.1951872E-005
 5.6002747E+001, 0.0000000E+000, 0.0000000E+000, 4.7226370E-005, 1.6695956E-002, 2.6702893E-004, 3.2251770E-004, 0.0000000E+000,-3.0906059E-006,-1.3216634E-004, 1.7329638E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3636578E-001, 1.6122768E-004, 2.1951872E-005
 5.7004219E+001, 0.0000000E+000, 0.0000000E+000, 4.5012077E-005, 1.5946838E-002, 2.6946266E-004, 3.2128115E-004, 0.0000000E+000,-3.0834937E-006, 1.5231844E-003, 1.6579510E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4501008E-001, 1.6122768E-004, 2.1951872E-005
 5.8002495E+001, 0.0000000E+000, 0.0000000E+000, 4.3474738E-005, 1.6566297E-002, 2.6218930E-004, 2.9812241E-004, 0.0000000E+000,-1.9976985E-006,-1.5297237E-004, 1.7168086E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5364936E-001, 1.6122768E-004, 2.1951872E-005
 5.9003841E+001, 0.0000000E+000, 0.0000000E+000, 4.6379640E-005, 1.7608381E-002, 2.6362793E-004, 3.0346852E-004, 0.0000000E+000,-3.2129264E-006, 5.6986932E-004, 1.8218644E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6228675E-001, 1.6122768E-004, 2.1951872E-005
 6.0004383E+001, 0.0000000E+000, 0.0000000E+000, 4.1793133E-005, 1.5013558E-002, 2.6737974E-004, 2.9302136E-004, 0.0000000E+000,-2.3657917E-006,-2.8391052E-004, 1.5613386E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7093389E-001, 1.6122768E-004, 2.1951872E-005
 6.1002037E+001, 0.0000000E+000, 0.0000000E+000, 4.2474337E-005, 1.6853675E-002, 2.6300471E-004, 2.9804440E-004, 0.0000000E+000,-3.2255918E-006, 7.5246124E-004, 1.7453973E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7956593E-001, 1.6122768E-004, 2.1951872E-005
 6.2004063E+001, 0.0000000E+000, 0.0000000E+000, 4.3254809E-005, 1.5784131E-002, 2.7146091E-004, 2.9404524E-004, 0.0000000E+000,-3.0802270E-006,-1.8894150E-003, 1.6389812E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8821234E-001, 1.6122768E-004, 2.1951872E-005
 6.3003330E+001, 0.0000000E+000, 0.0000000E+000, 4.3194266E-005, 1.6379165E-002, 2.7252958E-004, 2.7545272E-004, 0.0000000E+000,-4.1967456E-006, 7.3205077E-004, 1.6966145E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9685628E-001, 1.6122768E-004, 2.1951872E-005
 6.4003975E+001, 0.0000000E+000, 0.0000000E+000, 4.1047106E-005, 1.8615925E-002, 2.7449004E-004, 2.5721115E-004, 0.0000000E+000,-1.8993655E-006,-8.4428572E-004, 1.9186774E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0549127E-001, 1.6122768E-004, 2.1951872E-005
 6.5000000E+001, 0.0000000E+000, 0.0000000E+000, 4.2951883E-005, 1.7637030E-002, 2.8131536E-004, 2.6377518E-004, 0.0000000E+000,-2.5856469E-006, 6.9891757E-004, 1.8222487E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1411703E-001, 1.6122768E-004, 2.1951872E-005
