s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 2.5000109E+001, 1.0796365E+001,-9.2187660E-001,-9.0584525E+000,-3.4591947E-002, 4.1525229E-003, 0.0000000E+000,-6.6792351E-002, 7.5496590E-001, 7.1880365E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6848332E-001, 2.1491010E-004, 2.1951872E-005
 2.6000284E+001, 1.0790969E+001,-8.2864086E-001,-1.0107655E+001,-3.1668447E-002, 3.9220727E-003, 0.0000000E+000,-5.7606001E-002,-2.0567555E-001,-2.3067997E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7712349E-001, 2.1491010E-004, 2.1951872E-005
 2.7000340E+001, 1.0579621E+001,-7.7539693E-001,-9.8080901E+000,-2.7474857E-002, 3.7952985E-003, 0.0000000E+000,-4.7541770E-002,-5.2108952E-002,-7.5087482E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8576477E-001, 2.1491010E-004, 2.1951872E-005
 2.8000128E+001, 1.0787770E+001,-7.1022028E-001,-9.8089670E+000,-2.6287222E-002, 3.5698505E-003, 0.0000000E+000,-4.1212386E-002, 2.1270628E-001, 2.0465312E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9440408E-001, 2.1491010E-004, 2.1951872E-005
 2.9000349E+001, 1.0420942E+001,-6.3601823E-001,-9.3245667E+000,-2.1897091E-002, 3.3540223E-003, 0.0000000E+000,-3.0916044E-002, 4.3496016E-001, 4.1089772E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0304439E-001, 2.1491010E-004, 2.1951872E-005
 3.0000301E+001, 1.0683114E+001,-5.4458211E-001,-1.0069705E+001,-1.7543314E-002, 3.1116088E-003, 0.0000000E+000,-2.5257538E-002, 4.0228615E-002, 2.9137938E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1168493E-001, 2.1491010E-004, 2.1951872E-005
 3.1000128E+001, 1.0474395E+001,-4.5758804E-001,-1.0821262E+001,-1.1538375E-002, 2.7004878E-003, 0.0000000E+000,-2.1251982E-002,-8.2926993E-001,-8.3454499E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2032399E-001, 2.1491010E-004, 2.1951872E-005
 3.2000225E+001, 9.8916501E+000,-3.7029896E-001,-8.5942364E+000,-7.2333211E-003, 2.2948376E-003, 0.0000000E+000,-1.8929035E-002, 9.1474577E-001, 9.0324724E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2896353E-001, 2.1491010E-004, 2.1951872E-005
 3.3000336E+001, 9.9841318E+000,-3.0039694E-001,-1.0526297E+001,-7.0545975E-003, 1.8767996E-003, 0.0000000E+000,-1.7139187E-002,-8.6299160E-001,-8.6487869E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3760494E-001, 2.1491010E-004, 2.1951872E-005
 3.4000340E+001, 9.5928577E+000,-1.9973533E-001,-9.5530515E+000,-3.7690661E-003, 1.5927440E-003, 0.0000000E+000,-1.5157953E-002,-1.6359763E-001,-1.7726348E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4624561E-001, 2.1491010E-004, 2.1951872E-005
 3.5000515E+001, 9.0972589E+000,-1.4363221E-001,-9.4331224E+000,-1.9923910E-003, 1.1805460E-003, 0.0000000E+000,-1.1164995E-002,-4.6601505E-001,-4.9147250E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5488648E-001, 2.1491010E-004, 2.1951872E-005
 3.6000412E+001, 8.0116422E+000,-8.4800612E-002,-9.0455086E+000,-7.2356863E-004, 8.5450286E-004, 0.0000000E+000,-6.2457255E-003,-1.1022326E+000,-1.1247817E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6352757E-001, 2.1491010E-004, 2.1951872E-005
 3.7000977E+001, 6.7251188E+000,-4.3961979E-002,-7.3397292E+000, 6.0158227E-004, 5.6079358E-004, 0.0000000E+000,-2.9801490E-003,-6.4214796E-001,-6.6039016E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7217008E-001, 2.1491010E-004, 2.1951872E-005
 3.8000896E+001, 4.5910987E+000,-1.7914433E-002,-5.9660528E+000, 9.7496335E-004, 3.7575423E-004, 0.0000000E+000,-1.3963855E-003,-1.3800955E+000,-1.3929141E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8081387E-001, 2.1491010E-004, 2.1951872E-005
 3.9001015E+001, 2.7571526E+000,-5.7702906E-003,-4.1995875E+000, 1.1596245E-003, 2.4847273E-004, 0.0000000E+000,-1.2184637E-003,-1.4439452E+000,-1.4480156E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8945659E-001, 2.1491010E-004, 2.1951872E-005
 4.0002998E+001, 6.2218995E-001,-9.4506142E-004,-1.3312646E+000, 1.0937411E-003, 1.6707431E-004, 0.0000000E+000,-1.1943113E-003,-7.2015569E-001,-7.0995318E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9810900E-001, 2.1491010E-004, 2.1951872E-005
 4.1002548E+001, 2.7389882E-002,-1.0083676E-004,-1.7745256E-001, 1.0992655E-003, 1.1933258E-004, 0.0000000E+000,-1.2503951E-003,-1.5990715E-001,-1.5019531E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0676104E-001, 2.1491010E-004, 2.1951872E-005
 4.2002094E+001, 3.9425370E-005, 2.8079501E-005,-1.8053980E-002, 1.0876556E-003, 1.1492518E-004, 0.0000000E+000,-1.4186062E-003,-2.9452904E-002,-1.8202501E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1539218E-001, 2.1491010E-004, 2.1951872E-005
 4.3001640E+001, 2.2741791E-008, 7.8330331E-005,-3.4470345E-003, 1.0843336E-003, 1.0949445E-004, 0.0000000E+000,-1.4578211E-003,-1.3919888E-002,-3.6326744E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2403024E-001, 2.1491010E-004, 2.1951872E-005
 4.4001190E+001, 5.6490435E-011, 9.8704437E-005, 1.0280084E-002, 1.0958000E-003, 9.9414223E-005, 0.0000000E+000,-1.3984406E-003,-9.8178038E-004, 1.0175562E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3266794E-001, 2.1491010E-004, 2.1951872E-005
 4.5000736E+001, 0.0000000E+000, 1.0965338E-004, 1.2630466E-002, 1.0270538E-003, 9.5691561E-005, 0.0000000E+000,-1.4030737E-003, 1.0961226E-003, 1.2459791E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4129944E-001, 2.1491010E-004, 2.1951872E-005
 4.6000282E+001, 0.0000000E+000, 1.1711396E-004, 6.5863734E-003, 1.0957673E-003, 8.9072670E-005, 0.0000000E+000,-1.4636769E-003,-4.5418465E-003, 6.4246505E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4994370E-001, 2.1491010E-004, 2.1951872E-005
 4.7003075E+001, 0.0000000E+000, 1.3716603E-004, 1.0992162E-003, 1.0776777E-003, 1.1631786E-004, 0.0000000E+000,-1.3193928E-003,-1.0623155E-002, 1.1109850E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5858282E-001, 2.1491010E-004, 2.1951872E-005
 4.8002625E+001, 0.0000000E+000, 1.5252655E-004, 9.2614531E-003, 1.2057559E-003, 1.2823558E-004, 0.0000000E+000,-1.2826853E-003,-2.0944916E-003, 9.4652859E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6724536E-001, 2.1491010E-004, 2.1951872E-005
 4.9002171E+001, 0.0000000E+000, 1.5527182E-004, 6.4531621E-003, 1.1071550E-003, 1.1854471E-004, 0.0000000E+000,-1.2159913E-003,-5.0574899E-003, 6.6181424E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7586811E-001, 2.1491010E-004, 2.1951872E-005
 5.0001717E+001, 0.0000000E+000, 1.5667443E-004, 6.3743205E-003, 1.1333220E-003, 9.4359114E-005, 0.0000000E+000,-1.2426284E-003,-5.2953810E-003, 6.5160476E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8451456E-001, 2.1491010E-004, 2.1951872E-005
 5.1002415E+001, 0.0000000E+000, 1.6320505E-004, 4.8140041E-003, 1.1204644E-003, 1.0120162E-004, 0.0000000E+000,-1.2452989E-003,-7.1366709E-003, 4.9535763E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9315085E-001, 2.1491010E-004, 2.1951872E-005
 5.2002716E+001, 0.0000000E+000, 1.6472539E-004, 1.1673575E-002, 1.1227269E-003, 1.0675103E-004, 0.0000000E+000,-1.1512597E-003,-1.7033393E-004, 1.1916519E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0179421E-001, 2.1491010E-004, 2.1951872E-005
 5.3000107E+001, 0.0000000E+000, 1.6135075E-004, 8.3072539E-003, 1.1085903E-003, 1.2609121E-004, 0.0000000E+000,-1.1332686E-003,-3.8217902E-003, 8.5700175E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1042413E-001, 2.1491010E-004, 2.1951872E-005
 5.4000408E+001, 0.0000000E+000, 1.5868963E-004, 1.1485876E-002, 1.1248897E-003, 1.1020045E-004, 0.0000000E+000,-1.1626372E-003,-8.1121480E-004, 1.1717019E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1905459E-001, 2.1491010E-004, 2.1951872E-005
 5.5000706E+001, 0.0000000E+000, 1.6149803E-004, 5.6503138E-003, 1.1502912E-003, 1.1992808E-004, 0.0000000E+000,-1.0695151E-003,-6.7861334E-003, 6.0125160E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2769703E-001, 2.1491010E-004, 2.1951872E-005
 5.6001007E+001, 0.0000000E+000, 1.6165954E-004, 1.2382646E-002, 1.1461031E-003, 1.2039941E-004, 0.0000000E+000,-1.0660293E-003,-4.1059261E-005, 1.2744779E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3634012E-001, 2.1491010E-004, 2.1951872E-005
 5.7001305E+001, 0.0000000E+000, 1.6339219E-004, 8.3112990E-003, 1.1988049E-003, 1.5039004E-004, 0.0000000E+000,-1.0431190E-003,-4.1586977E-003, 8.7807671E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4498223E-001, 2.1491010E-004, 2.1951872E-005
 5.8001606E+001, 0.0000000E+000, 1.6339548E-004, 1.1566948E-002, 1.1672150E-003, 1.2748236E-004, 0.0000000E+000,-9.6653301E-004,-1.1473036E-003, 1.2058508E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5362564E-001, 2.1491010E-004, 2.1951872E-005
 5.9001904E+001, 0.0000000E+000, 1.5916677E-004, 8.2970974E-003, 1.1636087E-003, 1.2987799E-004, 0.0000000E+000,-1.0107689E-003,-4.5054524E-003, 8.7389819E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6226775E-001, 2.1491010E-004, 2.1951872E-005
 6.0001644E+001, 0.0000000E+000, 1.5935937E-004, 1.3628263E-002, 1.1558913E-003, 1.2292022E-004, 0.0000000E+000,-9.7628057E-004, 6.4322650E-004, 1.4090154E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7090657E-001, 2.1491010E-004, 2.1951872E-005
 6.1000900E+001, 0.0000000E+000, 1.5402707E-004, 1.2140475E-002, 1.1971535E-003, 1.4857226E-004, 0.0000000E+000,-9.1530776E-004,-8.1195374E-004, 1.2724920E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7954287E-001, 2.1491010E-004, 2.1951872E-005
 6.2000153E+001, 0.0000000E+000, 1.5076726E-004, 9.7640274E-003, 1.1222827E-003, 1.1165502E-004, 0.0000000E+000,-9.4310250E-004,-3.5549315E-003, 1.0205630E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8817563E-001, 2.1491010E-004, 2.1951872E-005
 6.3002026E+001, 0.0000000E+000, 1.5203371E-004, 1.2945364E-002, 1.1525376E-003, 1.2187453E-004, 0.0000000E+000,-9.3314504E-004,-5.4772821E-004, 1.3438665E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9681960E-001, 2.1491010E-004, 2.1951872E-005
 6.4001282E+001, 0.0000000E+000, 1.5008978E-004, 1.1159931E-002, 1.1930261E-003, 1.3817618E-004, 0.0000000E+000,-9.0080112E-004,-2.2208539E-003, 1.1740422E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0546644E-001, 2.1491010E-004, 2.1951872E-005
 6.5000000E+001, 0.0000000E+000, 1.4580897E-004, 1.2128067E-002, 1.1379069E-003, 1.2828278E-004, 0.0000000E+000,-8.8917878E-004,-1.6005306E-003, 1.2650887E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1409661E-001, 2.1491010E-004, 2.1951872E-005
