cm,kW,kW,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
 4.7500000E+000, 1.3705023E+001, 3.5315774E+000, 3.8200000E+000, 6.0520788E+002, 6.7174808E+002, 7.2320673E+002, 7.3780796E+002, 7.3374533E+002, 7.1059096E+002, 3.9273211E+002, 3.9973725E+002, 4.1573085E+002, 3.9364043E+002, 3.7017281E+002, 3.5629085E+002,-1.6054217E+001, 5.3328750E-018, 2.5585427E-011, 4.1179436E-010, 6.0508159E-006, 6.6271324E-006, 1.1370521E-017, 1.2612214E-010, 2.1281319E-009, 6.8455765E-005, 4.7236313E-005
 5.2500000E+000, 1.2708163E+001, 3.7026459E+000, 4.3000000E+000, 5.2856639E+002, 5.9315058E+002, 6.6623154E+002, 6.7621601E+002, 6.7895798E+002, 6.6962787E+002, 3.4970606E+002, 3.6589098E+002, 3.9309799E+002, 3.7734418E+002, 3.5644300E+002, 3.4477855E+002,-1.5560241E+001, 2.4988279E-016, 1.3855041E-009, 1.2350485E-008, 6.3519356E-005, 7.1423885E-005, 5.5659238E-016, 8.1139356E-009, 7.6595107E-008, 6.5719391E-004, 4.2438510E-004
 5.7500000E+000, 1.1860913E+001, 3.9171306E+000, 4.7800000E+000, 4.7032430E+002, 5.2749964E+002, 6.0654660E+002, 6.2339006E+002, 6.3115433E+002, 6.2677641E+002, 3.0778951E+002, 3.3031911E+002, 3.6859046E+002, 3.5885860E+002, 3.3960060E+002, 3.2631628E+002,-1.5066265E+001, 2.4988279E-016, 1.3855041E-009, 1.2350485E-008, 6.3519356E-005, 7.1423885E-005, 5.5659238E-016, 8.1139356E-009, 7.6595107E-008, 6.5719391E-004, 4.2438510E-004
 6.2500000E+000, 1.1178805E+001, 4.2131271E+000, 5.2600000E+000, 4.2680653E+002, 4.7626129E+002, 5.4872161E+002, 5.8114562E+002, 5.8785871E+002, 5.8330375E+002, 2.6432790E+002, 2.9642412E+002, 3.3547120E+002, 3.3471223E+002, 3.2280860E+002, 3.0464777E+002,-1.4572289E+001, 1.1206928E-014, 6.0640563E-008, 1.4585097E-007, 3.7653158E-004, 5.7050788E-004, 2.7821413E-014, 5.0223503E-007, 9.7549574E-007, 3.1636508E-003, 2.7064073E-003
 6.7500000E+000, 1.0632057E+001, 4.5797982E+000, 5.7400000E+000, 4.0448889E+002, 4.3474951E+002, 4.9902291E+002, 5.4038790E+002, 5.4637264E+002, 5.4134605E+002, 2.3786958E+002, 2.6116286E+002, 3.0603079E+002, 3.0718326E+002, 3.0019849E+002, 2.7904507E+002,-1.4078313E+001, 1.1206928E-014, 6.0640563E-008, 1.4585097E-007, 3.7653158E-004, 5.7050788E-004, 2.7821413E-014, 5.0223503E-007, 9.7549574E-007, 3.1636508E-003, 2.7064073E-003
 7.2500000E+000, 1.0199435E+001, 4.9756095E+000, 6.2200000E+000, 3.8665316E+002, 4.0004425E+002, 4.5759003E+002, 5.0032133E+002, 5.0617128E+002, 5.0578616E+002, 2.1224301E+002, 2.2978294E+002, 2.7165080E+002, 2.7851840E+002, 2.6750214E+002, 2.5553772E+002,-1.3584337E+001, 5.8469263E-013, 2.6512970E-006, 1.0717381E-006, 1.5268597E-003, 2.8265126E-003, 1.8214106E-012, 2.5892997E-005, 7.1714659E-006, 1.1751291E-002, 1.0039267E-002
 7.7500000E+000, 9.8587152E+000, 5.3498670E+000, 6.7000000E+000, 3.7179730E+002, 3.7512119E+002, 4.1937033E+002, 4.6902317E+002, 4.7295587E+002, 4.7748099E+002, 1.8142459E+002, 2.0067729E+002, 2.2781479E+002, 2.6224656E+002, 2.3852612E+002, 2.3221534E+002,-1.3090361E+001, 5.8469263E-013, 2.6512970E-006, 1.0717381E-006, 1.5268597E-003, 2.8265126E-003, 1.8214106E-012, 2.5892997E-005, 7.1714659E-006, 1.1751291E-002, 1.0039267E-002
 8.2500000E+000, 9.5769389E+000, 5.6673196E+000, 7.1800000E+000, 3.5059013E+002, 3.5592161E+002, 3.8956922E+002, 4.4345122E+002, 4.4681037E+002, 4.5078858E+002, 1.1822361E+002, 1.7932103E+002, 1.9638028E+002, 2.5391254E+002, 2.1179307E+002, 2.0424691E+002,-1.2596386E+001, 2.8692540E-011, 5.5405655E-005, 8.7654870E-006, 3.0527973E-003, 7.1237181E-003, 1.1219956E-010, 5.5281362E-004, 4.6282209E-005, 2.0291629E-002, 1.7953220E-002
 8.7500000E+000, 9.3289480E+000, 5.9161756E+000, 7.6600000E+000, 3.3091100E+002, 3.4158341E+002, 3.6697961E+002, 4.1851030E+002, 4.2038210E+002, 4.2516768E+002, 8.4067680E+001, 1.6502703E+002, 1.8228706E+002, 2.3607356E+002, 1.8318336E+002, 1.7656794E+002,-1.2102410E+001, 2.8692540E-011, 5.5405655E-005, 8.7654870E-006, 3.0527973E-003, 7.1237181E-003, 1.1219956E-010, 5.5281362E-004, 4.6282209E-005, 2.0291629E-002, 1.7953220E-002
 9.2500000E+000, 9.1018004E+000, 6.1015681E+000, 8.1400000E+000, 3.1909501E+002, 3.3155452E+002, 3.5026454E+002, 3.9271487E+002, 3.9864381E+002, 4.0539826E+002, 7.5970883E+001, 1.5695129E+002, 1.7284913E+002, 2.0624648E+002, 1.6578960E+002, 1.5542388E+002,-1.1608434E+001, 9.5995573E-010, 6.8166079E-004, 7.5662896E-005, 4.9575868E-003, 1.0231303E-002, 5.5835988E-009, 7.0363861E-003, 4.1398086E-004, 3.3774688E-002, 2.2577879E-002
 9.7500000E+000, 8.8986061E+000, 6.2554801E+000, 8.6200000E+000, 3.1471447E+002, 3.2253447E+002, 3.3786058E+002, 3.6956310E+002, 3.7979858E+002, 3.8724370E+002, 7.7483185E+001, 1.4414878E+002, 1.6000965E+002, 1.7584839E+002, 1.5176262E+002, 1.3680116E+002,-1.1114458E+001, 2.9933198E-008, 9.6972538E-004, 1.4653643E-004, 6.6194392E-003, 1.4009055E-002, 1.7976839E-007, 9.3886709E-003, 7.6861448E-004, 4.2889147E-002, 2.6209421E-002
 1.0250000E+001, 8.7271715E+000, 6.4148534E+000, 9.1000000E+000, 3.0952480E+002, 3.1289793E+002, 3.2718931E+002, 3.5175634E+002, 3.6465900E+002, 3.7307131E+002, 6.8369175E+001, 1.0858428E+002, 1.4194479E+002, 1.5189320E+002, 1.4195611E+002, 1.2867161E+002,-1.0620482E+001, 7.0076116E-007, 1.3239193E-003, 2.7168117E-004, 9.1293383E-003, 1.8044081E-002, 4.2524400E-006, 1.1080654E-002, 1.4017813E-003, 4.8489934E-002, 2.9892295E-002
 1.0750000E+001, 8.5836224E+000, 6.5817113E+000, 9.5800000E+000, 3.0393778E+002, 3.0389970E+002, 3.1817299E+002, 3.3819174E+002, 3.5156018E+002, 3.6027065E+002, 5.7233570E+001, 6.1007228E+001, 1.2215956E+002, 1.2770838E+002, 1.3291702E+002, 1.2201893E+002,-1.0126506E+001, 1.1093720E-005, 1.9861413E-003, 7.0578197E-004, 1.3151553E-002, 2.2501579E-002, 7.3081608E-005, 1.3153718E-002, 3.7944147E-003, 5.3521214E-002, 3.2925056E-002
 1.1250000E+001, 8.4589270E+000, 6.7383178E+000, 1.0060000E+001, 3.0089387E+002, 2.9842076E+002, 3.1218712E+002, 3.2587994E+002, 3.3893399E+002, 3.4788014E+002, 5.1618368E+001, 2.3943967E+001, 1.0386448E+002, 9.5726616E+001, 1.2016629E+002, 1.1268711E+002,-9.6325301E+000, 1.3842721E-004, 3.4280129E-003, 1.9732240E-003, 1.9361501E-002, 2.7682350E-002, 8.3633159E-004, 1.7592680E-002, 1.0087353E-002, 6.2213000E-002, 3.5604966E-002
 1.1750000E+001, 8.3475673E+000, 6.8673923E+000, 1.0540000E+001, 2.9898758E+002, 2.9622280E+002, 3.0724190E+002, 3.1731897E+002, 3.2705784E+002, 3.3533550E+002, 3.9707685E+001, 4.5430292E+000, 8.1940882E+001, 7.5903538E+001, 1.0068824E+002, 9.2676153E+001,-9.1385542E+000, 1.1086661E-003, 5.8244557E-003, 4.4774864E-003, 2.5746146E-002, 3.3511167E-002, 5.4199079E-003, 2.2683312E-002, 2.0639486E-002, 6.7713918E-002, 3.7876450E-002
 1.2250000E+001, 8.2428469E+000, 6.9508411E+000, 1.1020000E+001, 2.9672376E+002, 2.9577565E+002, 3.0234651E+002, 3.1047146E+002, 3.1637806E+002, 3.2242712E+002, 1.6438453E+001, 5.2097198E-001, 5.3226343E+001, 5.8037035E+001, 7.3956267E+001, 6.6146894E+001,-8.6445783E+000, 5.0528046E-003, 9.8534536E-003, 8.6077944E-003, 3.2322282E-002, 4.0430581E-002, 1.5272317E-002, 2.9006576E-002, 3.3865037E-002, 6.9679745E-002, 4.0797551E-002
 1.2750000E+001, 8.1467151E+000, 6.9903516E+000, 1.1500000E+001, 2.9561926E+002, 2.9568568E+002, 2.9892324E+002, 3.0552213E+002, 3.0683995E+002, 3.1248519E+002, 3.3895138E+000, 9.7783319E-002, 3.1857342E+001, 4.3884987E+001, 4.2381771E+001, 4.7238390E+001,-8.1506024E+000, 1.4534889E-002, 1.5852645E-002, 1.5850003E-002, 4.1285235E-002, 4.7798244E-002, 3.1302273E-002, 3.4325034E-002, 6.0467242E-002, 7.3436410E-002, 4.3996376E-002
 1.3250000E+001, 8.0617069E+000, 7.0058368E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.6566265E+000, 2.9194828E-002, 2.4590811E-002, 2.7649416E-002, 5.2811928E-002, 5.5396053E-002, 5.0365059E-002, 4.0859739E-002, 1.0695217E-001, 8.5296741E-002, 4.7136150E-002
 1.3750000E+001, 7.9953502E+000, 7.0264509E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.1626506E+000, 4.3930705E-002, 3.3957033E-002, 3.8642238E-002, 6.5629081E-002, 6.5260098E-002, 6.6257584E-002, 4.8545986E-002, 1.2490561E-001, 1.0217494E-001, 5.0312562E-002
 1.4250000E+001, 7.9490312E+000, 7.0646437E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.6686747E+000, 5.7351277E-002, 4.1915852E-002, 5.1127100E-002, 8.0194652E-002, 7.7527723E-002, 7.5804557E-002, 6.1635226E-002, 1.3811198E-001, 1.2445546E-001, 5.5908942E-002
 1.4750000E+001, 7.9240974E+000, 7.1270467E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.1746988E+000, 6.9089524E-002, 5.4681676E-002, 6.6718881E-002, 9.4272859E-002, 9.0635566E-002, 8.1565654E-002, 1.2257053E-001, 1.5668475E-001, 1.4495433E-001, 6.9881593E-002
 1.5250000E+001, 7.9192132E+000, 7.2136696E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.6807229E+000, 8.1552979E-002, 6.7289932E-002, 8.4239969E-002, 1.0973001E-001, 1.0413686E-001, 8.5585475E-002, 1.5187943E-001, 1.7272108E-001, 1.6041277E-001, 8.5312634E-002
 1.5750000E+001, 7.9302864E+000, 7.3195334E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.1867470E+000, 9.4227801E-002, 8.2532784E-002, 1.0168105E-001, 1.2604519E-001, 1.1750809E-001, 9.3799361E-002, 1.7723862E-001, 1.8475408E-001, 1.6801633E-001, 1.0016943E-001
 1.6250000E+001, 7.9513938E+000, 7.4359351E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.6927711E+000, 1.0973493E-001, 1.0144006E-001, 1.2542691E-001, 1.4581637E-001, 1.2969535E-001, 1.1777791E-001, 1.9189813E-001, 2.0081651E-001, 1.8227179E-001, 1.0613940E-001
 1.6750000E+001, 7.9772748E+000, 7.5519742E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.1987952E+000, 1.3644233E-001, 1.2830039E-001, 1.5638257E-001, 1.6953669E-001, 1.4353353E-001, 1.7644006E-001, 2.1490488E-001, 2.3047708E-001, 2.0325112E-001, 1.1565448E-001
 1.7250000E+001, 8.0027518E+000, 7.6567367E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.7048193E+000, 2.2821064E-001, 1.6484030E-001, 1.9434102E-001, 1.9740551E-001, 1.6106281E-001, 3.2532915E-001, 2.5463025E-001, 2.7245032E-001, 2.3149210E-001, 1.4153448E-001
 1.7750000E+001, 8.0256805E+000, 7.7453202E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.2108434E+000, 4.5908811E-001, 2.3407716E-001, 2.5223138E-001, 2.3414729E-001, 1.8173825E-001, 5.0798529E-001, 3.4185296E-001, 3.4217315E-001, 2.7580381E-001, 1.7122598E-001
 1.8250000E+001, 8.0453882E+000, 7.8192153E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.7168675E+000, 8.3310880E-001, 3.6122965E-001, 3.3657701E-001, 2.8615649E-001, 2.0950739E-001, 6.0753706E-001, 4.5135665E-001, 4.2151109E-001, 3.3142383E-001, 2.1410738E-001
 1.8750000E+001, 8.0592354E+000, 7.8703271E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.2228916E+000, 1.3831386E+000, 6.1954784E-001, 4.9595353E-001, 3.6913208E-001, 2.5055560E-001, 4.9769744E-001, 5.8995374E-001, 5.2913300E-001, 4.0335392E-001, 2.6967830E-001
 1.9250000E+001, 8.0665009E+000, 7.8988519E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.7289157E+000, 1.7624592E+000, 1.0900831E+000, 7.7778396E-001, 5.1013957E-001, 3.0598498E-001, 2.2538034E-001, 6.4463205E-001, 6.3649602E-001, 4.9442692E-001, 3.3711093E-001
 1.9750000E+001, 8.0617880E+000, 7.8981314E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.2349398E+000, 1.9365767E+000, 1.5937288E+000, 1.2180258E+000, 7.2804790E-001, 3.6275192E-001, 1.4883596E-001, 4.2487589E-001, 6.2542164E-001, 5.8586163E-001, 3.8902164E-001
 2.0250000E+001, 8.0487636E+000, 7.8789137E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.4096386E-001, 2.0557095E+000, 1.8953661E+000, 1.6835186E+000, 9.7083972E-001, 4.2164165E-001, 8.2315102E-002, 2.0989439E-001, 3.8228961E-001, 6.1769639E-001, 4.3266702E-001
 2.0750000E+001, 8.0253420E+000, 7.8401340E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.4698795E-001, 2.1102284E+000, 2.0342662E+000, 1.8799982E+000, 1.1472708E+000, 4.6290647E-001, 4.7376642E-002, 1.2115432E-001, 2.1912700E-001, 6.0115871E-001, 4.5968878E-001
 2.1250000E+001, 8.0026254E+000, 7.8018222E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.4698795E-001, 2.1097878E+000, 2.0306292E+000, 1.8806617E+000, 1.1611177E+000, 4.6253567E-001, 4.4678231E-002, 1.1869261E-001, 2.0628477E-001, 5.9389986E-001, 4.5497816E-001
 2.1750000E+001, 7.9027008E+000, 7.6659554E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 7.4096386E-001, 2.0521796E+000, 1.8925942E+000, 1.6940733E+000, 1.0040592E+000, 4.2346850E-001, 8.1144514E-002, 2.0321882E-001, 3.7591480E-001, 6.0359995E-001, 4.2730309E-001
 2.2250000E+001, 7.8878289E+000, 7.6074212E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2349398E+000, 1.9367865E+000, 1.5922339E+000, 1.2763213E+000, 7.5626274E-001, 3.7102939E-001, 1.4746968E-001, 4.3317819E-001, 6.1038534E-001, 5.8850975E-001, 3.8665953E-001
 2.2750000E+001, 7.8363697E+000, 7.5495002E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.7289157E+000, 1.7623942E+000, 1.1096487E+000, 8.1545507E-001, 5.5195313E-001, 3.1977661E-001, 2.3024339E-001, 6.4258508E-001, 6.4545831E-001, 5.2818369E-001, 3.4445689E-001
 2.3250000E+001, 7.7856164E+000, 7.5121718E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.2228916E+000, 1.3856027E+000, 6.3038162E-001, 5.1559943E-001, 4.1897497E-001, 2.8129286E-001, 4.9805113E-001, 5.9426586E-001, 5.3889418E-001, 4.5524110E-001, 3.1534884E-001
 2.3750000E+001, 7.7304997E+000, 7.4828235E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.7168675E+000, 8.3705198E-001, 3.6268082E-001, 3.5032930E-001, 3.2838174E-001, 2.5181930E-001, 6.0760441E-001, 4.5458043E-001, 4.3459710E-001, 3.8406975E-001, 2.9240822E-001
 2.4250000E+001, 7.6720353E+000, 7.4608165E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.2108434E+000, 4.6566165E-001, 2.3443411E-001, 2.5952776E-001, 2.6614312E-001, 2.2673629E-001, 5.0898260E-001, 3.4424400E-001, 3.5321423E-001, 3.2262674E-001, 2.6844390E-001
 2.4750000E+001, 7.6116714E+000, 7.4458181E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.7048193E+000, 2.2931787E-001, 1.6497670E-001, 1.9987263E-001, 2.2496938E-001, 2.0114973E-001, 3.2393260E-001, 2.5697316E-001, 2.8537192E-001, 2.8212521E-001, 2.3466407E-001
 2.5250000E+001, 7.5494155E+000, 7.4290270E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1987952E+000, 1.3435425E-001, 1.2550947E-001, 1.5741593E-001, 1.9203785E-001, 1.7771808E-001, 1.7115869E-001, 2.1124892E-001, 2.3951643E-001, 2.4808151E-001, 2.0099383E-001
 2.5750000E+001, 7.4866679E+000, 7.4094791E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.6927711E+000, 1.0789778E-001, 9.7942356E-002, 1.2617941E-001, 1.6335186E-001, 1.5538578E-001, 1.1653917E-001, 1.8481078E-001, 2.1283986E-001, 2.1411932E-001, 1.6542381E-001
 2.6250000E+001, 7.4257318E+000, 7.3875312E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 5.1867470E+000, 9.3460301E-002, 7.8311456E-002, 1.0413259E-001, 1.4015561E-001, 1.3576927E-001, 9.4296870E-002, 1.6704243E-001, 2.0028330E-001, 1.8511329E-001, 1.3584488E-001
 2.6750000E+001, 7.3677083E+000, 7.3646639E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 5.6807229E+000, 8.1012468E-002, 6.4173755E-002, 8.7230321E-002, 1.1998585E-001, 1.1789054E-001, 8.5941346E-002, 1.4478582E-001, 1.9588362E-001, 1.5918717E-001, 1.0849093E-001
 2.7250000E+001, 7.3114946E+000, 7.3418200E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 6.1746988E+000, 6.8550075E-002, 5.2582699E-002, 6.9898198E-002, 1.0154821E-001, 1.0404064E-001, 8.1639443E-002, 1.2168464E-001, 1.8042578E-001, 1.3503498E-001, 9.6222774E-002
 2.7750000E+001, 7.2569742E+000, 7.3264746E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 6.6686747E+000, 5.6880235E-002, 4.0049386E-002, 5.4757072E-002, 8.7581373E-002, 9.2951365E-002, 7.6182219E-002, 6.9698115E-002, 1.6395241E-001, 1.2362741E-001, 9.0663248E-002
 2.8250000E+001, 7.2027631E+000, 7.3164475E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 7.1626506E+000, 4.4104861E-002, 3.0951207E-002, 4.1265522E-002, 7.5146880E-002, 8.2744469E-002, 6.6724074E-002, 4.7866786E-002, 1.4418005E-001, 1.1665552E-001, 8.5347941E-002
 2.8750000E+001, 7.1500442E+000, 7.3106286E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 7.6566265E+000, 2.9597402E-002, 2.1592345E-002, 2.9834471E-002, 6.2405871E-002, 7.2629034E-002, 5.0644369E-002, 3.7604917E-002, 1.2683161E-001, 1.0121350E-001, 7.8034565E-002
 2.9250000E+001, 7.0989987E+000, 7.3119998E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 8.1506024E+000, 1.4565707E-002, 1.3508530E-002, 2.1397474E-002, 5.0949592E-002, 6.3140166E-002, 3.1171925E-002, 3.1826482E-002, 1.0345269E-001, 9.3659085E-002, 6.2460124E-002
 2.9750000E+001, 7.0516107E+000, 7.3260523E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 8.6445783E+000, 5.0685654E-003, 9.3583857E-003, 1.3362338E-002, 4.0249542E-002, 5.4072667E-002, 1.5138577E-002, 2.9865023E-002, 6.6004833E-002, 8.7874214E-002, 5.4062635E-002
