cm,kW,kW,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
 1.7812500E+001, 8.0285540E+000, 1.3055265E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.0500000E+000, 1.3176413E+000, 6.8194234E-001, 4.4264335E-001, 2.6519626E-001, 1.5478598E-001, 3.8296861E-001, 3.5797549E-001, 1.9831722E-001, 1.0555426E-001, 5.4253559E-002
 1.9687500E+001, 7.4525085E+000, 1.2844314E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.0000000E-002, 1.9850696E+000, 1.9023053E+000, 1.6056621E+000, 5.5369911E-001, 1.8782974E-001, 1.0333476E-001, 1.9514315E-001, 3.3392734E-001, 2.9224003E-001, 6.2316801E-002
 2.1562500E+001, 6.8883643E+000, 1.2546051E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.0500000E+000, 1.2517750E+000, 6.1546900E-001, 4.0929591E-001, 2.5730997E-001, 1.4559019E-001, 3.7007568E-001, 3.2348890E-001, 1.7712093E-001, 9.7382195E-002, 5.4026814E-002
 2.3437500E+001, 6.4053785E+000, 1.2384063E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1000000E+000, 2.8412627E-001, 2.0645004E-001, 1.6473445E-001, 1.4226920E-001, 1.1329363E-001, 5.1354042E-002, 7.7548985E-002, 7.6186604E-002, 6.7137521E-002, 4.9096824E-002
 2.5312500E+001, 5.9566992E+000, 1.2242275E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 5.3144611E-002, 6.4952937E-002, 7.2965298E-002, 8.1187877E-002, 8.3772495E-002, 1.8733739E-002, 4.3513249E-002, 4.8627645E-002, 4.6067173E-002, 4.2181902E-002
 2.7187500E+001, 5.5075840E+000, 1.2352800E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 8.2000000E+000, 8.4989941E-003, 1.4484347E-002, 2.8406773E-002, 4.4601126E-002, 5.6393942E-002, 5.4821333E-003, 1.8659693E-002, 3.1322109E-002, 3.4103722E-002, 3.4566146E-002
 2.9062500E+001, 5.0614414E+000, 1.2627746E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.0250000E+001, 6.0563856E-004, 2.6006183E-003, 8.6038635E-003, 2.0930770E-002, 3.1049009E-002, 5.9562605E-004, 5.5542763E-003, 1.6376933E-002, 2.2660902E-002, 2.6702873E-002
 3.0937500E+001, 4.5886554E+000, 1.2947729E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2300000E+001, 2.4275714E-005, 9.1005131E-005, 7.0949961E-004, 4.1169204E-003, 1.2218632E-002, 1.0494942E-005, 1.6099941E-004, 1.1797676E-003, 4.8661806E-003, 1.1992766E-002
 3.2812500E+001, 4.1141681E+000, 1.3193478E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4350000E+001, 2.4275714E-005, 9.1005131E-005, 7.0949961E-004, 4.1169204E-003, 1.2218632E-002, 1.0494942E-005, 1.6099941E-004, 1.1797676E-003, 4.8661806E-003, 1.1992766E-002
 3.4687500E+001, 3.6164645E+000, 1.3090385E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.6400000E+001, 9.1059113E-007, 2.9665352E-006, 2.3137440E-005, 2.6694557E-004, 1.6519868E-003, 4.3965412E-007, 2.1337348E-006, 3.3776003E-005, 3.3827991E-004, 2.9045413E-003
 3.6562500E+001, 3.1281090E+000, 1.2684719E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.8450000E+001, 9.1059113E-007, 2.9665352E-006, 2.3137440E-005, 2.6694557E-004, 1.6519868E-003, 4.3965412E-007, 2.1337348E-006, 3.3776003E-005, 3.3827991E-004, 2.9045413E-003
 3.8437500E+001, 2.6634166E+000, 1.1981614E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.0500000E+001, 1.9042363E-008, 5.5635359E-008, 3.9608380E-007, 7.2037764E-006, 7.3876199E-005, 1.0153255E-008, 2.8493712E-008, 3.6549028E-007, 7.4458001E-006, 1.2252867E-004
 4.0312500E+001, 2.2454831E+000, 1.1010796E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.2187500E+001, 1.8747028E+000, 9.9286089E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.4062500E+001, 1.5585424E+000, 8.7274182E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.5937500E+001, 1.2903710E+000, 7.5091102E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.7812500E+001, 1.0669545E+000, 6.3310266E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.9687500E+001, 8.8391732E-001, 5.3479113E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.1562500E+001, 7.3461386E-001, 4.4768238E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.3437500E+001, 6.2033875E-001, 3.8372226E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.5312500E+001, 5.2636088E-001, 3.2572933E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.7187500E+001, 4.4955659E-001, 2.7644404E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.9062500E+001, 3.8794195E-001, 2.3648877E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.0937500E+001, 3.3637194E-001, 2.0122264E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.2812500E+001, 2.9488611E-001, 1.7414523E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.4687500E+001, 2.5993104E-001, 1.5213927E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.6562500E+001, 2.3119287E-001, 1.3455283E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.8437500E+001, 2.0634447E-001, 1.1859565E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.0312500E+001, 1.8603812E-001, 1.0522086E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.2187500E+001, 1.6751003E-001, 9.2999336E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.4062500E+001, 1.5271876E-001, 8.3281670E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.5937500E+001, 1.3856258E-001, 7.4036319E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.7812500E+001, 1.2849326E-001, 6.6342046E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.9687500E+001, 1.1679506E-001, 5.8902166E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.1562500E+001, 1.0678391E-001, 5.2034552E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
