cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
 6.4636364E+000, 8.8778528E+000, 2.7190159E+000, 5.2600000E+000, 7.0289746E+002, 7.2831460E+002, 7.1160562E+002, 6.6852634E+002, 6.3901382E+002, 5.7530499E+002, 4.5275150E+002, 4.5541788E+002, 4.2415459E+002, 3.7623818E+002, 3.3904040E+002, 2.7193816E+002,-1.4572289E+001, 1.0804267E-018, 1.1504444E-010, 1.6398076E-006, 4.5103100E-003, 1.1195303E-002, 2.1868432E-019, 8.2941631E-010, 1.3243373E-005, 2.2497218E-002, 2.8119072E-002
 6.9606061E+000, 8.4531639E+000, 2.8163853E+000, 5.7400000E+000, 6.2793877E+002, 6.6856705E+002, 6.6174628E+002, 6.3317822E+002, 6.0651587E+002, 5.5492434E+002, 4.1517992E+002, 4.2851757E+002, 4.0970165E+002, 3.6043039E+002, 3.1637408E+002, 2.5554675E+002,-1.4078313E+001, 1.0804267E-018, 1.1504444E-010, 1.6398076E-006, 4.5103100E-003, 1.1195303E-002, 2.1868432E-019, 8.2941631E-010, 1.3243373E-005, 2.2497218E-002, 2.8119072E-002
 7.4575758E+000, 8.1440954E+000, 2.9388484E+000, 6.2200000E+000, 5.6115394E+002, 6.0731283E+002, 6.2517917E+002, 5.9751205E+002, 5.6988828E+002, 5.3247027E+002, 3.8377242E+002, 4.0173923E+002, 3.9902722E+002, 3.4341104E+002, 2.8808995E+002, 2.3936476E+002,-1.3584337E+001, 3.0473404E-017, 1.3243100E-008, 4.1765524E-005, 9.6639609E-003, 1.8334281E-002, 4.8044428E-018, 1.0949376E-007, 3.6308159E-004, 3.4585845E-002, 3.6397697E-002
 7.9545455E+000, 7.9231892E+000, 3.0875072E+000, 6.7000000E+000, 4.9327479E+002, 5.5484476E+002, 5.8644535E+002, 5.6325590E+002, 5.4139769E+002, 5.1143075E+002, 3.4123219E+002, 3.8313339E+002, 3.7977434E+002, 3.2594382E+002, 2.7085143E+002, 2.2707953E+002,-1.3090361E+001, 3.0473404E-017, 1.3243100E-008, 4.1765524E-005, 9.6639609E-003, 1.8334281E-002, 4.8044428E-018, 1.0949376E-007, 3.6308159E-004, 3.4585845E-002, 3.6397697E-002
 8.4515152E+000, 7.7790457E+000, 3.2622878E+000, 7.1800000E+000, 4.3503350E+002, 5.0913790E+002, 5.4232657E+002, 5.3324112E+002, 5.1468670E+002, 4.8859625E+002, 2.9467845E+002, 3.6208417E+002, 3.5260818E+002, 3.1054157E+002, 2.5355942E+002, 2.1105073E+002,-1.2596386E+001, 5.3591385E-016, 9.3201464E-007, 5.4324016E-004, 1.6438608E-002, 2.5390677E-002, 1.1812494E-016, 8.4280737E-006, 4.5316485E-003, 4.8232016E-002, 4.2087849E-002
 8.9484848E+000, 7.6964850E+000, 3.4644024E+000, 7.6600000E+000, 3.9517102E+002, 4.7027604E+002, 4.9267439E+002, 5.0734992E+002, 4.8677678E+002, 4.6784127E+002, 2.5577404E+002, 3.3874579E+002, 3.1287285E+002, 2.9864747E+002, 2.3749342E+002, 1.9722692E+002,-1.2102410E+001, 5.3591385E-016, 9.3201464E-007, 5.4324016E-004, 1.6438608E-002, 2.5390677E-002, 1.1812494E-016, 8.4280737E-006, 4.5316485E-003, 4.8232016E-002, 4.2087849E-002
 9.4454545E+000, 7.6716272E+000, 3.7005764E+000, 8.1400000E+000, 3.7146527E+002, 4.3762703E+002, 4.5601623E+002, 4.7769089E+002, 4.6283832E+002, 4.5039147E+002, 2.3736306E+002, 3.1556814E+002, 2.8893992E+002, 2.7802143E+002, 2.2412609E+002, 1.8228840E+002,-1.1608434E+001, 5.5937055E-015, 1.5728652E-005, 2.3438392E-003, 2.4446474E-002, 3.0799121E-002, 2.6558685E-014, 1.8010439E-004, 1.8163844E-002, 7.1704410E-002, 4.6752878E-002
 9.9424242E+000, 7.6965378E+000, 3.9726522E+000, 8.6200000E+000, 3.4851395E+002, 4.0482878E+002, 4.2655069E+002, 4.4739994E+002, 4.4121037E+002, 4.3213238E+002, 1.9508225E+002, 2.7749741E+002, 2.6166469E+002, 2.5216375E+002, 2.1245835E+002, 1.6286500E+002,-1.1114458E+001, 2.9216311E-013, 1.7615683E-004, 4.4415792E-003, 3.3306980E-002, 3.5302764E-002, 2.0624303E-012, 1.8586619E-003, 2.8281251E-002, 8.7659191E-002, 5.0679064E-002
 1.0439394E+001, 7.7659620E+000, 4.2807424E+000, 9.1000000E+000, 3.3118580E+002, 3.7344340E+002, 3.9813414E+002, 4.1944335E+002, 4.2359086E+002, 4.1596453E+002, 1.6711902E+002, 2.3529331E+002, 2.3288711E+002, 2.2443373E+002, 2.0053563E+002, 1.5162195E+002,-1.0620482E+001, 2.1155227E-011, 1.0183062E-003, 7.8447313E-003, 4.3198321E-002, 4.1253351E-002, 1.6052215E-010, 8.2684293E-003, 3.9730252E-002, 1.0067320E-001, 5.5209273E-002
 1.0936364E+001, 7.8765918E+000, 4.6233152E+000, 9.5800000E+000, 3.1786084E+002, 3.5266903E+002, 3.7378630E+002, 3.9539895E+002, 4.0662360E+002, 4.0451384E+002, 1.3221271E+002, 2.0580272E+002, 2.0035632E+002, 1.9918695E+002, 1.8716294E+002, 1.4673686E+002,-1.0126506E+001, 1.4774894E-009, 3.1393136E-003, 1.3609528E-002, 5.2717052E-002, 4.8421764E-002, 1.1633208E-008, 1.8632995E-002, 5.7055041E-002, 1.1285576E-001, 6.0198141E-002
 1.1433333E+001, 8.0247819E+000, 4.9816839E+000, 1.0060000E+001, 3.0504980E+002, 3.3982231E+002, 3.4891981E+002, 3.7577528E+002, 3.9075601E+002, 3.9333228E+002, 7.2191929E+001, 1.9125525E+002, 1.5829353E+002, 1.7700386E+002, 1.7584554E+002, 1.4041786E+002,-9.6325301E+000, 1.0005351E-007, 5.9771998E-003, 2.0550367E-002, 6.0505796E-002, 5.6745551E-002, 8.1644146E-007, 2.7544093E-002, 7.3358777E-002, 1.1569479E-001, 6.9027501E-002
 1.1930303E+001, 8.2115653E+000, 5.3639709E+000, 1.0540000E+001, 2.9722394E+002, 3.3270342E+002, 3.2767708E+002, 3.5942356E+002, 3.7656522E+002, 3.7933089E+002, 1.8188945E+001, 1.8403108E+002, 1.2425953E+002, 1.5706764E+002, 1.6314314E+002, 1.2581387E+002,-9.1385542E+000, 4.8795353E-006, 1.0445385E-002, 3.1956248E-002, 6.6828875E-002, 6.4301915E-002, 4.1510654E-005, 3.6693929E-002, 1.0933021E-001, 1.1017704E-001, 7.9783740E-002
 1.2427273E+001, 8.4272431E+000, 5.7613808E+000, 1.1020000E+001, 2.9523055E+002, 3.2322988E+002, 3.1494511E+002, 3.4561732E+002, 3.6144477E+002, 3.6278511E+002, 2.5681259E+000, 1.5669118E+002, 9.9897157E+001, 1.4037828E+002, 1.4251911E+002, 1.0644197E+002,-8.6445783E+000, 1.1521412E-004, 1.7542698E-002, 4.4718425E-002, 7.4333901E-002, 7.1818589E-002, 9.2642044E-004, 4.9685877E-002, 1.3313970E-001, 1.0898679E-001, 8.8196049E-002
 1.2924242E+001, 8.6688607E+000, 6.1766521E+000, 1.1500000E+001, 2.9491974E+002, 3.0433251E+002, 3.0503096E+002, 3.3139044E+002, 3.4206764E+002, 3.4349886E+002, 2.8130809E-001, 5.7248268E+001, 6.0635425E+001, 1.0786926E+002, 1.0753157E+002, 7.8949618E+001,-8.1506024E+000, 1.0671756E-003, 2.7508330E-002, 6.1521189E-002, 8.4802153E-002, 7.8228053E-002, 6.8195555E-003, 6.6153649E-002, 1.5908434E-001, 1.1350586E-001, 9.0589752E-002
 1.3421212E+001, 8.9321721E+000, 6.5981310E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.6566265E+000, 4.5771939E-003, 4.2087250E-002, 8.0785629E-002, 9.8140004E-002, 8.4587097E-002, 1.8201800E-002, 9.6695755E-002, 1.8151601E-001, 1.2628875E-001, 9.0102522E-002
 1.3918182E+001, 9.2001334E+000, 6.9973048E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.1626506E+000, 1.3072922E-002, 6.0327244E-002, 1.0496983E-001, 1.1150491E-001, 9.0854825E-002, 3.3144070E-002, 1.2879870E-001, 2.0469527E-001, 1.3983904E-001, 9.0524113E-002
 1.4415152E+001, 9.4626244E+000, 7.3741428E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.6686747E+000, 2.8295188E-002, 8.5255112E-002, 1.3442531E-001, 1.2974140E-001, 9.7215060E-002, 4.8167390E-002, 1.7069906E-001, 2.3670629E-001, 1.7204243E-001, 9.0794726E-002
 1.4912121E+001, 9.7157932E+000, 7.7434069E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.1746988E+000, 4.9616757E-002, 1.1841874E-001, 1.7019562E-001, 1.4854494E-001, 1.0406184E-001, 6.0889364E-002, 2.2239028E-001, 2.8326601E-001, 2.0027904E-001, 9.1465197E-002
 1.5409091E+001, 9.9483161E+000, 8.1037472E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.6807229E+000, 7.2401992E-002, 1.5445446E-001, 2.0557044E-001, 1.6766449E-001, 1.1139799E-001, 7.2131569E-002, 2.5811390E-001, 3.1990605E-001, 2.2494104E-001, 9.0185756E-002
 1.5906061E+001, 1.0156596E+001, 8.4424960E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.1867470E+000, 9.2360917E-002, 1.9742797E-001, 2.4439480E-001, 1.8827757E-001, 1.1903066E-001, 8.7345711E-002, 2.9895435E-001, 3.5478558E-001, 2.4796042E-001, 9.0392818E-002
 1.6403030E+001, 1.0341633E+001, 8.7479626E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.6927711E+000, 1.2044733E-001, 2.4154892E-001, 2.7996204E-001, 2.0742824E-001, 1.2691629E-001, 1.4014673E-001, 3.3448416E-001, 3.7615310E-001, 2.6867440E-001, 9.7773210E-002
 1.6900000E+001, 1.0500917E+001, 9.0080284E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.1987952E+000, 1.7710173E-001, 3.0003300E-001, 3.1776953E-001, 2.2531709E-001, 1.3439493E-001, 2.3767038E-001, 3.8682581E-001, 3.9628752E-001, 2.8093008E-001, 1.0456290E-001
 1.7396970E+001, 1.0635106E+001, 9.2321687E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.7048193E+000, 2.8690499E-001, 3.7950101E-001, 3.7675730E-001, 2.4135486E-001, 1.4220805E-001, 3.6376067E-001, 4.4048129E-001, 4.3276946E-001, 2.8923595E-001, 1.1621348E-001
 1.7893939E+001, 1.0747446E+001, 9.4393290E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.2108434E+000, 4.8157102E-001, 5.0438925E-001, 4.5907947E-001, 2.5888823E-001, 1.5023107E-001, 5.0325401E-001, 5.0735676E-001, 4.7959146E-001, 3.0809272E-001, 1.3247605E-001
 1.8390909E+001, 1.0839707E+001, 9.6229911E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.7168675E+000, 7.3064568E-001, 6.5901244E-001, 5.4650726E-001, 2.7711679E-001, 1.5812954E-001, 5.8495280E-001, 5.6645785E-001, 5.1765854E-001, 3.2618181E-001, 1.4757306E-001
 1.8887879E+001, 1.0914686E+001, 9.7772167E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.2228916E+000, 1.0116420E+000, 8.1340753E-001, 6.2741765E-001, 2.9896866E-001, 1.6658570E-001, 5.8181599E-001, 5.9137997E-001, 5.5393201E-001, 3.4387242E-001, 1.6172386E-001
 1.9384848E+001, 1.0969090E+001, 9.8903643E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.7289157E+000, 1.2605793E+000, 9.7180112E-001, 6.9134769E-001, 3.1441642E-001, 1.7717587E-001, 4.9306550E-001, 5.8386260E-001, 5.7301167E-001, 3.5731606E-001, 1.8532130E-001
 1.9881818E+001, 1.1006002E+001, 9.9687387E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.2349398E+000, 1.4481928E+000, 1.0993417E+000, 7.6282679E-001, 3.2737140E-001, 1.8608718E-001, 3.3747635E-001, 5.5348125E-001, 5.8229893E-001, 3.6768161E-001, 2.0542887E-001
 2.0378788E+001, 1.1030245E+001, 1.0022061E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.4096386E-001, 1.5529679E+000, 1.1964223E+000, 8.3318726E-001, 3.4266915E-001, 1.8962322E-001, 1.9263574E-001, 5.0902493E-001, 5.8248458E-001, 3.7903104E-001, 2.0900257E-001
 2.0875758E+001, 1.1047432E+001, 1.0075505E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.4698795E-001, 1.5935377E+000, 1.2714727E+000, 8.8605587E-001, 3.6267327E-001, 1.9172945E-001, 1.0060177E-001, 4.6701767E-001, 5.7747493E-001, 3.9827975E-001, 2.0847597E-001
 2.1372727E+001, 1.1059798E+001, 1.0137357E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.4698795E-001, 1.6020673E+000, 1.2897874E+000, 8.9533308E-001, 3.7154320E-001, 1.9140574E-001, 7.6490640E-002, 4.6058116E-001, 5.8075341E-001, 4.0841725E-001, 2.0441114E-001
 2.1869697E+001, 1.1073418E+001, 1.0229955E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 7.4096386E-001, 1.5786245E+000, 1.2415975E+000, 8.7187444E-001, 3.7174495E-001, 1.9057750E-001, 1.4086439E-001, 4.9072150E-001, 5.8410810E-001, 4.1132513E-001, 1.9926478E-001
 2.2366667E+001, 1.1090022E+001, 1.0369966E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2349398E+000, 1.4996470E+000, 1.1504232E+000, 8.0558183E-001, 3.5524349E-001, 1.8621708E-001, 2.6260284E-001, 5.1892143E-001, 5.8243462E-001, 3.9604667E-001, 1.8855091E-001
 2.2863636E+001, 1.1151174E+001, 1.0602342E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.7289157E+000, 1.3216794E+000, 9.8798802E-001, 7.1601604E-001, 3.2687604E-001, 1.7807823E-001, 4.2045759E-001, 5.6678631E-001, 5.7186383E-001, 3.6894047E-001, 1.7419626E-001
 2.3360606E+001, 1.1086576E+001, 1.0636281E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.2228916E+000, 1.0295173E+000, 7.9465531E-001, 6.2258385E-001, 3.0127694E-001, 1.6877249E-001, 5.5164687E-001, 5.8299396E-001, 5.5060025E-001, 3.4907033E-001, 1.5744251E-001
 2.3857576E+001, 1.1058939E+001, 1.0769749E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.7168675E+000, 7.0627312E-001, 6.1107675E-001, 5.2589076E-001, 2.6967793E-001, 1.5925791E-001, 5.6572238E-001, 5.6050238E-001, 5.1786912E-001, 3.1586760E-001, 1.4223312E-001
 2.4354545E+001, 1.1013104E+001, 1.0867395E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.2108434E+000, 4.4592243E-001, 4.7285576E-001, 4.4320200E-001, 2.4263749E-001, 1.5053820E-001, 4.8869363E-001, 5.0960042E-001, 4.8538815E-001, 2.8814839E-001, 1.3181784E-001
 2.4851515E+001, 1.0945550E+001, 1.0917333E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.7048193E+000, 2.7891076E-001, 3.6480018E-001, 3.7540406E-001, 2.1819445E-001, 1.4041684E-001, 3.7517457E-001, 4.4432746E-001, 4.4463461E-001, 2.5878759E-001, 1.1487562E-001
 2.5348485E+001, 1.0860078E+001, 1.0936343E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1987952E+000, 1.7874280E-001, 2.8870592E-001, 3.1194189E-001, 1.9473536E-001, 1.3350310E-001, 2.6128027E-001, 3.8322305E-001, 4.0121393E-001, 2.3261732E-001, 1.0662838E-001
 2.5845455E+001, 1.0753601E+001, 1.0927338E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.6927711E+000, 1.2715562E-001, 2.3499976E-001, 2.6268478E-001, 1.7522740E-001, 1.2758412E-001, 1.7644525E-001, 3.3360142E-001, 3.5951172E-001, 2.1273737E-001, 1.0099643E-001
 2.6342424E+001, 1.0633633E+001, 1.0901377E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 5.1867470E+000, 9.6970125E-002, 1.9540958E-001, 2.2029781E-001, 1.6043443E-001, 1.2096712E-001, 1.1920634E-001, 3.0118114E-001, 3.2016118E-001, 2.0118523E-001, 9.7118573E-002
 2.6839394E+001, 1.0507748E+001, 1.0875848E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 5.6807229E+000, 7.4226277E-002, 1.6372384E-001, 1.8489208E-001, 1.4716452E-001, 1.1421053E-001, 8.9684573E-002, 2.8042447E-001, 2.8860222E-001, 1.9205609E-001, 8.7696143E-002
 2.7336364E+001, 1.0388108E+001, 1.0879720E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 6.1746988E+000, 5.1163515E-002, 1.3109683E-001, 1.5279235E-001, 1.3517280E-001, 1.0672319E-001, 6.6501654E-002, 2.4988455E-001, 2.5940946E-001, 1.8834976E-001, 8.1001187E-002
 2.7833333E+001, 1.0277796E+001, 1.0916427E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 6.6686747E+000, 2.9469011E-002, 9.8585891E-002, 1.2080124E-001, 1.2345819E-001, 9.8646409E-002, 5.0684192E-002, 2.1961593E-001, 2.1818908E-001, 1.8283793E-001, 7.0216658E-002
 2.8330303E+001, 1.0170565E+001, 1.0973175E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 7.1626506E+000, 1.2987687E-002, 7.1091850E-002, 9.6325846E-002, 1.1201419E-001, 9.0573874E-002, 3.3106871E-002, 1.9242425E-001, 1.8797204E-001, 1.7219402E-001, 6.5230347E-002
 2.8827273E+001, 1.0060525E+001, 1.1020370E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 7.6566265E+000, 4.2391534E-003, 5.1539948E-002, 8.0342807E-002, 9.8803117E-002, 8.3129080E-002, 1.7525302E-002, 1.6501066E-001, 1.7547014E-001, 1.5144716E-001, 6.3568144E-002
 2.9324242E+001, 9.9340396E+000, 1.1047999E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 8.1506024E+000, 1.0961486E-003, 3.4537914E-002, 6.4462595E-002, 8.3259235E-002, 7.6558197E-002, 8.8406068E-003, 1.1786121E-001, 1.5855005E-001, 1.2545929E-001, 6.2532431E-002
 2.9821212E+001, 9.7903230E+000, 1.1054551E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 8.6445783E+000, 2.1058804E-004, 2.3781646E-002, 5.0442089E-002, 6.8916185E-002, 6.9873157E-002, 2.5286487E-003, 9.1051536E-002, 1.4594787E-001, 1.0409157E-001, 6.0034870E-002
