s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
 1.7000195E+001, 1.4500279E+001, 7.2569833E-002, 6.0104057E-002, 5.6137598E-002, 5.3327057E-002, 3.2217686E-001, 2.8997870E-001, 2.8540600E-001, 2.8472176E-001, 6.4028618E-004, 5.4707150E-004, 5.1896705E-004, 5.0113554E-004, 1.5534150E-009, 1.5409499E-009, 1.3656003E-009, 1.2305715E-009,-1.2475124E-009
 1.8000282E+001, 1.4500279E+001, 7.1320885E-002, 6.0140645E-002, 5.6092408E-002, 5.3229569E-002, 3.0610301E-001, 2.8840761E-001, 2.8526463E-001, 2.8471818E-001, 6.7852444E-004, 5.8052654E-004, 5.5008200E-004, 5.3060176E-004, 1.5534150E-009, 1.5635738E-009, 1.3757428E-009, 1.2353962E-009,-1.2509569E-009
 1.9000067E+001, 1.4500279E+001, 7.0397103E-002, 6.0197145E-002, 5.6139010E-002, 5.3175959E-002, 3.0782708E-001, 2.8766602E-001, 2.8504579E-001, 2.8470038E-001, 7.1608571E-004, 6.1405639E-004, 5.8134131E-004, 5.6004825E-004, 1.5534150E-009, 1.5629358E-009, 1.3857157E-009, 1.2388855E-009,-1.2515309E-009
 2.0000155E+001, 1.4500279E+001, 7.0250018E-002, 6.0290707E-002, 5.6230186E-002, 5.3179853E-002, 3.2374417E-001, 2.8889910E-001, 2.8509765E-001, 2.8468765E-001, 7.5479004E-004, 6.4776207E-004, 6.1278564E-004, 5.8960385E-004, 1.5534150E-009, 1.5523250E-009, 1.3850549E-009, 1.2360613E-009,-1.2437239E-009
 2.1000242E+001, 1.4500279E+001, 7.0621463E-002, 6.0356162E-002, 5.6315683E-002, 5.3218052E-002, 3.3527922E-001, 2.9036319E-001, 2.8526033E-001, 2.8469686E-001, 7.9505945E-004, 6.8147802E-004, 6.4431237E-004, 6.1927812E-004, 1.5534150E-009, 1.5405216E-009, 1.3761137E-009, 1.2311672E-009,-1.2339768E-009
 2.2000027E+001, 1.4500279E+001, 7.1079495E-002, 6.0366563E-002, 5.6355156E-002, 5.3259215E-002, 3.3884810E-001, 2.9088156E-001, 2.8540301E-001, 2.8471254E-001, 8.3606642E-004, 7.1504246E-004, 6.7574564E-004, 6.4899743E-004, 1.5534150E-009, 1.5393810E-009, 1.3685753E-009, 1.2306335E-009,-1.2311636E-009
 2.3000114E+001, 1.4500279E+001, 7.1398311E-002, 6.0340355E-002, 5.6345445E-002, 5.3278700E-002, 3.3383870E-001, 2.9086619E-001, 2.8543570E-001, 2.8472107E-001, 8.7697547E-004, 7.4846588E-004, 7.0701363E-004, 6.7867507E-004, 1.5534150E-009, 1.5392874E-009, 1.3651726E-009, 1.2304878E-009,-1.2317692E-009
 2.4000201E+001, 1.4500279E+001, 7.1450942E-002, 6.0309010E-002, 5.6309931E-002, 5.3270917E-002, 3.2310678E-001, 2.9014065E-001, 2.8541549E-001, 2.8472205E-001, 9.1690782E-004, 7.8183450E-004, 7.3814181E-004, 7.0823801E-004, 1.5534150E-009, 1.5399777E-009, 1.3646685E-009, 1.2287276E-009,-1.2325081E-009
 2.5000288E+001, 1.4500279E+001, 7.1236574E-002, 6.0298128E-002, 5.6276588E-002, 5.3246280E-002, 3.0860234E-001, 2.8863523E-001, 2.8529190E-001, 2.8471927E-001, 9.5541527E-004, 8.1528197E-004, 7.6924259E-004, 7.3769867E-004, 1.5534150E-009, 1.5579444E-009, 1.3716201E-009, 1.2311305E-009,-1.2366749E-009
 2.6000073E+001, 1.4500279E+001, 7.0885095E-002, 6.0304970E-002, 5.6272561E-002, 5.3222429E-002, 3.0607418E-001, 2.8753920E-001, 2.8504574E-001, 2.8470355E-001, 9.9283468E-004, 8.4881554E-004, 8.0047602E-004, 7.6712781E-004, 1.5534150E-009, 1.5641216E-009, 1.3851464E-009, 1.2378212E-009,-1.2431787E-009
 2.7000161E+001, 1.4500279E+001, 7.0720888E-002, 6.0331460E-002, 5.6297987E-002, 5.3216888E-002, 3.2037967E-001, 2.8852486E-001, 2.8504292E-001, 2.8468732E-001, 1.0311240E-003, 8.8249782E-004, 8.3191079E-004, 7.9666147E-004, 1.5534150E-009, 1.5560210E-009, 1.3860498E-009, 1.2362965E-009,-1.2386459E-009
 2.8000248E+001, 1.4500279E+001, 7.0820297E-002, 6.0361130E-002, 5.6333847E-002, 5.3230327E-002, 3.3417391E-001, 2.9007389E-001, 2.8522659E-001, 2.8469362E-001, 1.0711348E-003, 9.1623251E-004, 8.6344918E-004, 8.2632605E-004, 1.5534150E-009, 1.5415045E-009, 1.3779266E-009, 1.2314893E-009,-1.2300449E-009
 2.9000033E+001, 1.4500279E+001, 7.1031039E-002, 6.0370811E-002, 5.6356935E-002, 5.3250858E-002, 3.3912598E-001, 2.9085750E-001, 2.8539422E-001, 2.8470851E-001, 1.1121100E-003, 9.4983456E-004, 8.9491861E-004, 8.5605178E-004, 1.5534150E-009, 1.5389361E-009, 1.3692157E-009, 1.2300144E-009,-1.2269672E-009
 3.0000000E+001, 1.4500279E+001, 7.1217620E-002, 6.0358768E-002, 5.6355853E-002, 5.3264516E-002, 3.3541050E-001, 2.9092682E-001, 2.8543579E-001, 2.8472038E-001, 1.1531253E-003, 9.8327244E-004, 9.2621797E-004, 8.8574844E-004, 1.5534150E-009, 1.5393420E-009, 1.3651272E-009, 1.2303548E-009,-1.2285504E-009
