s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
 1.8000025E+001, 1.4500260E+001, 1.4968053E-001, 1.1216419E-001, 9.6781059E-002, 8.6118445E-002, 8.4338719E-001, 6.6790607E-001, 6.4880823E-001, 6.4643913E-001, 1.4215985E-003, 1.1027588E-003, 9.8535294E-004, 9.1063446E-004, 1.4482216E-009, 1.4270406E-009, 1.1112351E-009, 8.6299210E-010,-8.8390167E-010
 1.9000279E+001, 1.4500260E+001, 1.4971850E-001, 1.1178583E-001, 9.7057393E-002, 8.6234990E-002, 7.9603067E-001, 6.6473874E-001, 6.4950232E-001, 6.4662924E-001, 1.5048598E-003, 1.1642472E-003, 1.0397479E-003, 9.5874918E-004, 1.4482216E-009, 1.4650580E-009, 1.1066702E-009, 8.7140885E-010,-8.8137795E-010
 2.0000252E+001, 1.4500260E+001, 1.4956662E-001, 1.1115340E-001, 9.6823548E-002, 8.6246876E-002, 8.3913696E-001, 6.6567999E-001, 6.4877003E-001, 6.4653996E-001, 1.5876126E-003, 1.2245919E-003, 1.0930177E-003, 1.0066892E-003, 1.4482216E-009, 1.4242047E-009, 1.0962332E-009, 8.6310280E-010,-8.6664529E-010
 2.1000225E+001, 1.4500260E+001, 1.4907126E-001, 1.1045103E-001, 9.6526069E-002, 8.6099750E-002, 8.1308478E-001, 6.6729637E-001, 6.4889427E-001, 6.4656331E-001, 1.6690517E-003, 1.2840008E-003, 1.1458154E-003, 1.0541124E-003, 1.4482216E-009, 1.3977193E-009, 1.0859469E-009, 8.5214848E-010,-8.5769752E-010
 2.2000198E+001, 1.4500260E+001, 1.4905828E-001, 1.0968801E-001, 9.6097480E-002, 8.5897649E-002, 7.8989168E-001, 6.6859338E-001, 6.4958973E-001, 6.4658905E-001, 1.7518163E-003, 1.3423935E-003, 1.1977728E-003, 1.1011584E-003, 1.4482216E-009, 1.4318737E-009, 1.0812503E-009, 8.5861638E-010,-8.6365991E-010
 2.3000171E+001, 1.4500260E+001, 1.4959101E-001, 1.0950721E-001, 9.5683230E-002, 8.5619018E-002, 8.3123776E-001, 6.6737074E-001, 6.4924203E-001, 6.4663414E-001, 1.8369920E-003, 1.4025260E-003, 1.2493177E-003, 1.1476396E-003, 1.4482216E-009, 1.4416671E-009, 1.0848953E-009, 8.6310214E-010,-8.6794439E-010
 2.4000143E+001, 1.4500260E+001, 1.4933143E-001, 1.0938714E-001, 9.5510532E-002, 8.5378353E-002, 7.9377770E-001, 6.6260335E-001, 6.4933718E-001, 6.4661793E-001, 1.9187979E-003, 1.4627613E-003, 1.3016101E-003, 1.1940011E-003, 1.4482216E-009, 1.4705342E-009, 1.1060935E-009, 8.6947792E-010,-8.7677460E-010
 2.5000116E+001, 1.4500260E+001, 1.4932419E-001, 1.0931239E-001, 9.5398697E-002, 8.5234066E-002, 8.2489683E-001, 6.6463646E-001, 6.4872590E-001, 6.4649945E-001, 2.0017173E-003, 1.5231150E-003, 1.3540488E-003, 1.2406306E-003, 1.4482216E-009, 1.4344692E-009, 1.0996885E-009, 8.5650847E-010,-8.5906902E-010
 2.6000089E+001, 1.4500260E+001, 1.4911103E-001, 1.0915862E-001, 9.5343605E-002, 8.5145269E-002, 8.8255253E-001, 6.6467397E-001, 6.4870845E-001, 6.4655100E-001, 2.0833704E-003, 1.5829028E-003, 1.4067099E-003, 1.2874389E-003, 1.4482216E-009, 1.4050835E-009, 1.0931665E-009, 8.5329550E-010,-8.5223664E-010
 2.7000062E+001, 1.4500260E+001, 1.4899562E-001, 1.0886774E-001, 9.5238069E-002, 8.5077949E-002, 7.6449033E-001, 6.6760756E-001, 6.4957620E-001, 6.4651403E-001, 2.1654382E-003, 1.6416056E-003, 1.4589736E-003, 1.3342918E-003, 1.4482216E-009, 1.4272823E-009, 1.0812976E-009, 8.5142362E-010,-8.4818505E-010
 2.8000035E+001, 1.4500260E+001, 1.4890489E-001, 1.0887093E-001, 9.5067910E-002, 8.4988861E-002, 7.8537391E-001, 6.6370891E-001, 6.4897130E-001, 6.4662734E-001, 2.2475560E-003, 1.7021091E-003, 1.5106533E-003, 1.3809126E-003, 1.4482216E-009, 1.4736312E-009, 1.0997258E-009, 8.7739266E-010,-8.7746303E-010
 2.9000008E+001, 1.4500260E+001, 1.4917896E-001, 1.0905128E-001, 9.5075267E-002, 8.4896834E-002, 7.9252278E-001, 6.6616735E-001, 6.4906193E-001, 6.4653397E-001, 2.3324103E-003, 1.7639941E-003, 1.5635246E-003, 1.4274116E-003, 1.4482216E-009, 1.4635280E-009, 1.1111323E-009, 8.6791857E-010,-8.7117282E-010
 3.0000000E+001, 1.4500260E+001, 1.4901796E-001, 1.0911387E-001, 9.5142645E-002, 8.4891312E-002, 8.0934899E-001, 6.6216874E-001, 6.4898373E-001, 6.4657512E-001, 2.4139452E-003, 1.8250992E-003, 1.6169052E-003, 1.4745301E-003, 1.4482216E-009, 1.4427965E-009, 1.1111818E-009, 8.6821715E-010,-8.6854302E-010
