s,m3/s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kW,kg,kg
 2.3221042E+000,-7.8724477E-001, 6.8973155E+000, 6.4548743E+000, 6.6936207E+000, 6.4948308E+000, 6.3507803E+000, 5.9316931E+000, 6.4790249E+000, 6.0781035E+000, 6.4130718E+000, 5.7674355E+000, 4.7881538E+000, 3.9634430E+000, 3.6371599E+000, 3.8381210E+000, 3.7347011E+000, 3.6856440E+000, 3.6288480E+000, 3.5417771E+000, 3.4821690E+000, 3.2547219E+000, 3.4831072E+000, 2.1685814E-001, 2.0455818E-001, 2.2065232E-001, 2.1789875E-001, 2.1250550E-001, 2.0186447E-001, 2.2522238E-001, 2.1029195E-001, 2.2776201E-001, 2.0596348E-001, 1.7060731E-001, 1.5193589E-001, 1.4639564E-001, 1.5837750E-001, 1.6146083E-001, 1.5814418E-001, 1.5939427E-001, 1.6060738E-001, 1.5758294E-001, 1.5899713E-001, 1.6284609E-001, 1.5731631E-001, 1.5406423E-001, 1.4913553E-001, 1.4534199E-001, 1.4508383E-001, 1.4091039E-001, 1.4079940E-001, 1.3936606E-001, 1.3752713E-001, 1.3391699E-001, 1.2894788E-001, 1.1604443E-001, 1.0980453E-001, 1.0896820E-001, 1.0433198E-001, 1.0455136E-001, 1.0235880E-001, 9.9060503E-002, 9.8947068E-002, 9.2911945E-002, 9.6506188E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7312840E-282, 2.1138593E-267, 2.3504611E-254, 2.9759702E-241, 1.2310835E-227, 1.5881533E-190, 2.7469642E-166, 6.3132463E-113, 7.6193643E-098, 1.3674950E-057, 2.4885969E-023, 2.2340109E-009, 2.0868589E-011, 1.0843042E-009, 1.5488400E-010, 2.2884155E-008, 1.1264321E-003, 6.9591345E-005, 3.9150557E-003, 3.8216481E-003, 3.6804826E-003, 3.5510626E-003, 3.4770933E-003, 3.4118198E-003, 3.3545628E-003, 3.2978832E-003, 3.1484645E-003, 3.0475502E-003, 2.9834254E-003, 2.9575279E-003, 2.9282748E-003, 2.9206006E-003, 2.8931107E-003, 2.8920995E-003, 2.8747015E-003, 2.8565376E-003, 2.8421981E-003, 2.8037964E-003, 2.7898997E-003, 8.8070418E+000, 5.4661158E-003, 3.4364332E-003
 2.3624427E+000,-7.8840238E-001, 6.3636801E+000, 6.8886764E+000, 6.3880435E+000, 6.0826132E+000, 6.1097225E+000, 6.6892951E+000, 6.0221039E+000, 6.2198930E+000, 6.2135791E+000, 6.1325756E+000, 5.1031833E+000, 4.9534307E+000, 3.4317091E+000, 3.7762008E+000, 3.6283320E+000, 3.6909275E+000, 3.5608471E+000, 3.4034885E+000, 3.4296063E+000, 3.0603412E+000, 3.0745741E+000, 1.9616059E-001, 2.2112772E-001, 2.0746523E-001, 2.0274154E-001, 2.0623040E-001, 2.2629158E-001, 2.0583611E-001, 2.1795173E-001, 2.1584299E-001, 2.1583159E-001, 1.9046202E-001, 1.8132871E-001, 1.3914659E-001, 1.5630438E-001, 1.5545871E-001, 1.6063423E-001, 1.5635435E-001, 1.5545117E-001, 1.5813531E-001, 1.4387462E-001, 1.5368569E-001, 1.5726908E-001, 1.5436320E-001, 1.4949455E-001, 1.4410040E-001, 1.4252239E-001, 1.4518450E-001, 1.4057168E-001, 1.3852628E-001, 1.3908397E-001, 1.3729757E-001, 1.2508192E-001, 1.2678010E-001, 1.0748980E-001, 1.0819009E-001, 1.0429379E-001, 1.0326793E-001, 1.0189473E-001, 9.7685839E-002, 9.7055807E-002, 9.3846373E-002, 9.0867113E-002, 0.0000000E+000, 0.0000000E+000, 2.1548834E-299, 2.1917584E-272, 2.1723436E-259, 1.6291253E-246, 7.4435907E-228, 4.6874491E-209, 4.8944969E-153, 5.9915536E-125, 1.4925643E-099, 5.7656364E-088, 1.9424460E-055, 3.1705047E-021, 2.3575073E-006, 2.4655031E-008, 2.4523686E-008, 1.5618451E-004, 6.4253973E-008, 5.8345745E-004, 1.5891464E-003, 4.0202130E-003, 3.9259819E-003, 3.7839801E-003, 3.6458009E-003, 3.5793639E-003, 3.5081767E-003, 3.4502135E-003, 3.3974587E-003, 3.2496722E-003, 3.1416742E-003, 3.0579417E-003, 3.0289224E-003, 2.9841786E-003, 2.9802725E-003, 2.9512291E-003, 2.9499955E-003, 2.9311807E-003, 2.9114351E-003, 2.8968447E-003, 2.8526567E-003, 2.8415306E-003, 8.8828072E+000, 5.6048147E-003, 3.4660796E-003
 2.4002600E+000,-7.8944830E-001, 6.2200332E+000, 6.0920208E+000, 6.3196499E+000, 6.4330630E+000, 6.2539767E+000, 5.6847878E+000, 6.6332618E+000, 6.2463525E+000, 5.8084534E+000, 6.4657297E+000, 6.0101309E+000, 5.6778305E+000, 3.4884100E+000, 3.6383658E+000, 3.6259510E+000, 3.5234692E+000, 3.6171473E+000, 3.4790150E+000, 3.2785899E+000, 3.1079812E+000, 2.8605084E+000, 1.9058695E-001, 1.8984616E-001, 2.0735041E-001, 2.1529760E-001, 2.1215574E-001, 1.9290420E-001, 2.2611525E-001, 2.1487225E-001, 2.0870539E-001, 2.2580065E-001, 2.1466852E-001, 2.0998957E-001, 1.3782253E-001, 1.5062659E-001, 1.5504245E-001, 1.5228853E-001, 1.5806463E-001, 1.5454793E-001, 1.5191529E-001, 1.5243940E-001, 1.3652373E-001, 1.5721704E-001, 1.5422052E-001, 1.4769566E-001, 1.4537910E-001, 1.4269228E-001, 1.3966984E-001, 1.4381915E-001, 1.4078301E-001, 1.3317981E-001, 1.3972848E-001, 1.3475807E-001, 1.2877844E-001, 1.0999137E-001, 1.0718145E-001, 1.0439687E-001, 1.0264264E-001, 1.0264445E-001, 1.0022587E-001, 9.6055387E-002, 9.1744598E-002, 9.1923675E-002, 0.0000000E+000, 0.0000000E+000, 7.8382315E-284, 2.1944044E-240, 1.9604937E-223, 2.6775989E-208, 5.3879406E-194, 8.2463482E-181, 3.5393371E-144, 1.8410914E-119, 5.2987849E-096, 6.0929708E-065, 4.5055525E-023, 1.5109928E-016, 3.9290373E-006, 2.9082281E-006, 8.9766632E-010, 1.1307768E-004, 3.4566286E-004, 1.2096722E-003, 9.1158792E-004, 4.1110440E-003, 4.0259947E-003, 3.8786837E-003, 3.7433094E-003, 3.6685392E-003, 3.6045459E-003, 3.5469434E-003, 3.4893675E-003, 3.3373395E-003, 3.2365556E-003, 3.1452845E-003, 3.1068942E-003, 3.0357884E-003, 3.0372651E-003, 3.0064939E-003, 3.0053463E-003, 2.9862995E-003, 2.9635129E-003, 2.9482767E-003, 2.9006019E-003, 2.8863241E-003, 8.9608248E+000, 5.7403163E-003, 3.4948029E-003
 2.4420397E+000,-7.9040703E-001, 6.7118612E+000, 6.3252700E+000, 6.6068424E+000, 5.8885422E+000, 5.9925207E+000, 6.3334404E+000, 5.6299666E+000, 6.2889720E+000, 6.3041804E+000, 5.5539739E+000, 6.2426431E+000, 6.0680601E+000, 5.0310422E+000, 3.4623549E+000, 3.5972481E+000, 3.5534168E+000, 3.5343132E+000, 3.5030060E+000, 3.4377490E+000, 3.0386810E+000, 2.9439857E+000, 2.0928323E-001, 1.9944327E-001, 2.1506029E-001, 1.9667540E-001, 2.0062423E-001, 2.1808484E-001, 1.9126856E-001, 2.1453372E-001, 2.2548224E-001, 2.0194196E-001, 2.2052955E-001, 2.1536972E-001, 1.9329069E-001, 1.4513081E-001, 1.5431179E-001, 1.5328428E-001, 1.5739293E-001, 1.5736236E-001, 1.5309147E-001, 1.4071117E-001, 1.4682753E-001, 1.5727279E-001, 1.5383495E-001, 1.5008664E-001, 1.4273055E-001, 1.4307335E-001, 1.4121112E-001, 1.3914000E-001, 1.4201758E-001, 1.3593740E-001, 1.3069385E-001, 1.3708524E-001, 1.3557370E-001, 1.2185624E-001, 1.0492028E-001, 1.0384091E-001, 1.0295909E-001, 1.0052470E-001, 9.9330669E-002, 9.9896019E-002, 9.4664195E-002, 9.0092756E-002, 3.3676916E-296, 1.3595064E-281, 1.4259948E-252, 3.4075718E-225, 1.3060261E-210, 2.3533314E-198, 4.5053565E-185, 1.0827352E-172, 3.6659403E-121, 2.6204818E-093, 3.6102972E-062, 5.0909728E-048, 1.9230943E-015, 7.5017054E-007, 9.4377927E-007, 2.9919390E-006, 6.3210818E-005, 8.5090281E-006, 1.9694879E-004, 6.3976065E-004, 1.5787830E-003, 4.2124808E-003, 4.1177328E-003, 3.9802763E-003, 3.8358006E-003, 3.7658177E-003, 3.6953233E-003, 3.6400744E-003, 3.5886580E-003, 3.4326339E-003, 3.3285988E-003, 3.2396592E-003, 3.1995370E-003, 3.1039788E-003, 3.0918417E-003, 3.0627872E-003, 3.0598832E-003, 3.0418276E-003, 3.0185152E-003, 2.9998624E-003, 2.9472124E-003, 2.9320951E-003, 9.0400483E+000, 5.8791783E-003, 3.5266048E-003
 2.4805265E+000,-7.9129802E-001, 6.2570507E+000, 6.4755724E+000, 5.7763374E+000, 6.2550437E+000, 5.7320372E+000, 5.5872599E+000, 6.1780596E+000, 5.8656288E+000, 5.9279370E+000, 6.0390461E+000, 5.6765392E+000, 6.2422098E+000, 5.6802984E+000, 3.3246822E+000, 3.4362736E+000, 3.5256376E+000, 3.1891040E+000, 3.4905671E+000, 3.5037439E+000, 3.5606164E+000, 3.0529454E+000, 1.9166845E-001, 2.0450106E-001, 1.8400651E-001, 2.0825476E-001, 1.9510438E-001, 1.8703435E-001, 2.1514314E-001, 2.0256496E-001, 2.0762883E-001, 2.1744346E-001, 2.0290142E-001, 2.2330396E-001, 2.1650805E-001, 1.3921186E-001, 1.4710445E-001, 1.5308468E-001, 1.4411914E-001, 1.5741627E-001, 1.5863374E-001, 1.5393949E-001, 1.4048926E-001, 1.5724650E-001, 1.5426120E-001, 1.4846105E-001, 1.4483683E-001, 1.3950139E-001, 1.4077938E-001, 1.3890978E-001, 1.3842914E-001, 1.3669475E-001, 1.3396063E-001, 1.3293400E-001, 1.3538742E-001, 1.2572178E-001, 1.0397880E-001, 1.0288164E-001, 1.0212570E-001, 9.7704767E-002, 9.8910093E-002, 9.8735736E-002, 1.0267321E-001, 9.5403877E-002, 2.2794025E-284, 1.4510474E-270, 2.3141907E-244, 3.1430942E-210, 4.1307346E-195, 6.3365313E-179, 5.5415894E-164, 5.1521085E-150, 1.6036386E-106, 3.4801064E-080, 3.8860190E-056, 1.3682740E-044, 7.3296372E-017, 9.3778601E-005, 3.3753856E-006, 6.7784443E-006, 6.2317356E-004, 2.5419223E-005, 1.1188279E-005, 3.4096763E-007, 7.2238467E-004, 4.3145207E-003, 4.2181025E-003, 4.0750225E-003, 3.9291804E-003, 3.8553929E-003, 3.7887910E-003, 3.7336874E-003, 3.6805363E-003, 3.5268188E-003, 3.4173417E-003, 3.3350778E-003, 3.2947785E-003, 3.1860134E-003, 3.1455073E-003, 3.1177285E-003, 3.1160243E-003, 3.0948540E-003, 3.0729602E-003, 3.0551975E-003, 3.0001408E-003, 2.9781578E-003, 9.1216264E+000, 6.0206441E-003, 3.5571200E-003
 2.5212774E+000,-7.9206047E-001, 6.3335008E+000, 6.0198468E+000, 6.2155662E+000, 5.7777082E+000, 5.9906315E+000, 5.5311762E+000, 5.4337820E+000, 5.7650098E+000, 6.1600593E+000, 5.8495110E+000, 5.5867680E+000, 5.3340480E+000, 6.0983319E+000, 4.0821543E+000, 3.4303426E+000, 3.3747742E+000, 3.5128519E+000, 3.4542922E+000, 3.4555719E+000, 3.4387978E+000, 3.5555679E+000, 1.9447153E-001, 1.8714462E-001, 2.0245583E-001, 1.9049665E-001, 2.0026906E-001, 1.9049898E-001, 1.8405011E-001, 2.0110068E-001, 2.1593519E-001, 2.1142560E-001, 2.0310865E-001, 1.9185630E-001, 2.1908585E-001, 1.6373218E-001, 1.4522472E-001, 1.4559111E-001, 1.5351258E-001, 1.5245681E-001, 1.5649451E-001, 1.6143284E-001, 1.5516490E-001, 1.5724122E-001, 1.5379973E-001, 1.4788400E-001, 1.4358178E-001, 1.4294193E-001, 1.3694402E-001, 1.3838350E-001, 1.3658285E-001, 1.3763557E-001, 1.3259665E-001, 1.3049607E-001, 1.3037498E-001, 1.3428760E-001, 1.1186993E-001, 1.0374693E-001, 1.0165014E-001, 1.0166156E-001, 1.0042177E-001, 9.8438687E-002, 9.5710199E-002, 1.0197355E-001, 1.7083522E-264, 1.3494298E-250, 2.6176244E-223, 2.1605527E-194, 1.2404509E-179, 3.1473790E-166, 1.2330506E-151, 2.2604401E-137, 8.0053330E-100, 2.0965808E-076, 5.2882068E-055, 2.0269720E-044, 5.7377513E-019, 2.1564281E-004, 8.4534928E-008, 1.5462081E-005, 8.4852846E-006, 2.9127490E-007, 5.6750867E-005, 3.1862735E-004, 1.9345320E-006, 4.4092733E-003, 4.3150918E-003, 4.1683234E-003, 4.0228399E-003, 3.9449859E-003, 3.8744866E-003, 3.8204925E-003, 3.7731454E-003, 3.6206327E-003, 3.5091401E-003, 3.4200247E-003, 3.3845091E-003, 3.2784213E-003, 3.1992276E-003, 3.1711906E-003, 3.1688735E-003, 3.1460722E-003, 3.1270465E-003, 3.1086656E-003, 3.0546215E-003, 3.0306106E-003, 9.2064102E+000, 6.1616783E-003, 3.5892162E-003
 2.5620282E+000,-7.9282611E-001, 6.9539899E+000, 6.4767699E+000, 6.1800952E+000, 6.0160400E+000, 5.4496463E+000, 5.6828228E+000, 5.2876003E+000, 5.4291163E+000, 6.2274400E+000, 5.6497146E+000, 5.8496508E+000, 5.6825800E+000, 6.0125705E+000, 5.3836667E+000, 3.4742445E+000, 3.4369899E+000, 3.2969464E+000, 3.2731286E+000, 3.3757712E+000, 3.0880788E+000, 3.3420353E+000, 2.1823026E-001, 2.0407407E-001, 1.9870655E-001, 2.0124528E-001, 1.8163195E-001, 1.9091133E-001, 1.8189702E-001, 1.8664373E-001, 2.1824206E-001, 1.9935584E-001, 2.1102947E-001, 2.0584726E-001, 2.2254198E-001, 2.0975133E-001, 1.4397202E-001, 1.4624556E-001, 1.4726975E-001, 1.4912654E-001, 1.5043927E-001, 1.4034536E-001, 1.5805829E-001, 1.5735071E-001, 1.5441545E-001, 1.4931059E-001, 1.4294773E-001, 1.4035413E-001, 1.4067654E-001, 1.3566442E-001, 1.3661968E-001, 1.3794191E-001, 1.3439024E-001, 1.3257770E-001, 1.3114931E-001, 1.3039259E-001, 1.2182276E-001, 1.0579110E-001, 1.0315126E-001, 9.8681036E-002, 9.7416421E-002, 9.9183894E-002, 9.6211190E-002, 9.4808947E-002, 4.9268413E-247, 1.8011302E-233, 4.4917767E-208, 2.2520813E-183, 1.3825439E-170, 1.0717976E-157, 7.5251203E-145, 1.5765744E-132, 1.2927974E-096, 2.6408688E-075, 8.5077845E-055, 1.9929202E-045, 1.7658194E-021, 2.8267669E-010, 1.7795450E-007, 1.1776979E-006, 2.1293599E-004, 6.9964832E-004, 5.0239888E-006, 6.1057926E-004, 4.4620300E-004, 4.5143873E-003, 4.4123404E-003, 4.2646822E-003, 4.1139121E-003, 4.0354126E-003, 3.9625224E-003, 3.9062984E-003, 3.8591000E-003, 3.7176286E-003, 3.5995804E-003, 3.5119336E-003, 3.4710410E-003, 3.3733284E-003, 3.2773596E-003, 3.2256879E-003, 3.2235031E-003, 3.2013958E-003, 3.1806171E-003, 3.1635298E-003, 3.1059147E-003, 3.0858977E-003, 9.2941315E+000, 6.3080572E-003, 3.6246089E-003
 2.6005151E+000,-7.9350135E-001, 7.0563946E+000, 6.9061873E+000, 6.0246497E+000, 5.6913377E+000, 5.9499425E+000, 5.2532466E+000, 5.4506340E+000, 5.1168783E+000, 5.5918087E+000, 6.2393618E+000, 5.5287581E+000, 5.5754327E+000, 5.4055632E+000, 5.8196121E+000, 3.6370105E+000, 3.4609979E+000, 3.4925465E+000, 3.2881205E+000, 3.3865488E+000, 3.6056794E+000, 3.1657115E+000, 2.2205007E-001, 2.2086838E-001, 1.9455010E-001, 1.8781658E-001, 2.0246264E-001, 1.7769192E-001, 1.8518403E-001, 1.7418488E-001, 2.0393769E-001, 2.2059891E-001, 2.0136346E-001, 2.0457923E-001, 2.0039525E-001, 2.1714295E-001, 1.5185586E-001, 1.4150662E-001, 1.5006470E-001, 1.4150439E-001, 1.4736910E-001, 1.5644840E-001, 1.3743350E-001, 1.5738172E-001, 1.5447663E-001, 1.4774829E-001, 1.4281292E-001, 1.4039414E-001, 1.3737027E-001, 1.3795090E-001, 1.3586866E-001, 1.3005979E-001, 1.3698347E-001, 1.2997128E-001, 1.2908073E-001, 1.2720429E-001, 1.2863773E-001, 1.0592858E-001, 1.0660478E-001, 1.0279668E-001, 1.0132450E-001, 1.0182567E-001, 1.0252873E-001, 9.9965218E-002, 8.4315704E-237, 2.2756092E-223, 1.1800836E-199, 1.2858389E-177, 1.1056993E-165, 5.3526124E-154, 9.8815625E-142, 1.0256267E-129, 2.1182108E-096, 2.9271552E-075, 7.1190727E-056, 1.3587923E-046, 5.2681976E-024, 3.0399542E-014, 6.5826240E-006, 1.2338635E-007, 8.0223206E-006, 2.9604083E-004, 7.0268823E-004, 1.7649391E-004, 2.6424727E-004, 4.6211460E-003, 4.5161939E-003, 4.3567532E-003, 4.2048277E-003, 4.1227002E-003, 4.0461135E-003, 3.9880027E-003, 3.9406862E-003, 3.8093480E-003, 3.6909491E-003, 3.5982644E-003, 3.5597897E-003, 3.4627200E-003, 3.3644839E-003, 3.2816354E-003, 3.2765158E-003, 3.2530282E-003, 3.2314507E-003, 3.2151597E-003, 3.1573191E-003, 3.1359744E-003, 9.3719381E+000, 6.4516691E-003, 3.6466634E-003
 2.6412659E+000,-7.9413658E-001, 7.3405218E+000, 6.8393552E+000, 6.8596651E+000, 5.9787791E+000, 5.5846686E+000, 5.7767379E+000, 5.1706813E+000, 5.2304113E+000, 5.4091342E+000, 5.7545278E+000, 5.8805258E+000, 5.4157875E+000, 5.4662750E+000, 5.5061131E+000, 4.2138993E+000, 3.7999441E+000, 3.5279285E+000, 3.3719526E+000, 3.5676538E+000, 3.5775591E+000, 3.6662612E+000, 2.3330039E-001, 2.1833665E-001, 2.2445071E-001, 1.9903004E-001, 1.8648982E-001, 1.9899649E-001, 1.7785028E-001, 1.7985582E-001, 1.8808511E-001, 2.0946073E-001, 2.0879826E-001, 1.9729539E-001, 2.0163693E-001, 2.0992284E-001, 1.6849635E-001, 1.5649157E-001, 1.5233956E-001, 1.5096501E-001, 1.4891931E-001, 1.6047124E-001, 1.5949952E-001, 1.5732011E-001, 1.5433885E-001, 1.5024703E-001, 1.4318913E-001, 1.4071166E-001, 1.3800541E-001, 1.3475569E-001, 1.3527866E-001, 1.3459235E-001, 1.3130827E-001, 1.3459884E-001, 1.2925090E-001, 1.2809567E-001, 1.2473016E-001, 1.1264767E-001, 1.0790131E-001, 1.0256699E-001, 9.8492059E-002, 1.0541178E-001, 9.9518055E-002, 1.0273132E-001, 4.3524157E-230, 4.6556048E-218, 2.4199107E-194, 2.7300496E-172, 2.4064396E-162, 3.3162910E-151, 5.6899579E-140, 9.5636426E-129, 3.0976179E-096, 3.5414052E-076, 2.3678598E-057, 1.8972746E-048, 3.7371051E-026, 1.6839459E-016, 1.5674258E-007, 3.9712081E-005, 5.9687735E-006, 2.1388829E-005, 5.0552285E-006, 5.4531876E-006, 1.7777385E-004, 4.7302603E-003, 4.6219301E-003, 4.4567971E-003, 4.2952268E-003, 4.2104645E-003, 4.1323876E-003, 4.0686291E-003, 4.0197305E-003, 3.8923130E-003, 3.7835452E-003, 3.6840297E-003, 3.6433363E-003, 3.5456625E-003, 3.4518027E-003, 3.3389280E-003, 3.3332422E-003, 3.3082238E-003, 3.2827228E-003, 3.2702998E-003, 3.2142760E-003, 3.1884676E-003, 9.4295990E+000, 6.5962415E-003, 3.6739127E-003
 2.6820167E+000,-7.9470514E-001, 7.0167689E+000, 7.2258045E+000, 6.8914755E+000, 6.6799775E+000, 6.0231213E+000, 5.5251893E+000, 5.6118305E+000, 5.1556821E+000, 5.3678239E+000, 5.1611985E+000, 5.9270535E+000, 6.1694437E+000, 5.3835778E+000, 5.2033205E+000, 5.6187586E+000, 4.6377207E+000, 3.6198055E+000, 3.3344043E+000, 3.3899541E+000, 3.2035905E+000, 3.7319843E+000, 2.2042466E-001, 2.3347968E-001, 2.2427003E-001, 2.2208988E-001, 2.0391354E-001, 1.8765323E-001, 1.9457362E-001, 1.8009623E-001, 1.8939804E-001, 1.8872389E-001, 2.1202320E-001, 2.1934491E-001, 2.0254322E-001, 1.9916536E-001, 2.1713507E-001, 1.8330135E-001, 1.4956637E-001, 1.4894388E-001, 1.5248477E-001, 1.3869206E-001, 1.6282346E-001, 1.5734943E-001, 1.5444179E-001, 1.5106226E-001, 1.4674543E-001, 1.4125189E-001, 1.3830728E-001, 1.3629349E-001, 1.3279753E-001, 1.3266849E-001, 1.2740295E-001, 1.3385616E-001, 1.3554761E-001, 1.2538238E-001, 1.2249372E-001, 1.2374812E-001, 1.1585376E-001, 1.0675172E-001, 9.8456851E-002, 9.8307916E-002, 9.9868018E-002, 1.0285713E-001, 4.2523437E-226, 2.9830498E-214, 4.7910654E-191, 7.5192363E-169, 2.6272090E-159, 1.3926159E-149, 6.1836745E-139, 4.9821214E-128, 1.8336615E-096, 1.5149769E-077, 3.1689272E-059, 9.4050583E-051, 8.4232465E-029, 2.6268962E-018, 1.4368724E-012, 9.5936510E-010, 5.2768552E-005, 1.2420267E-004, 2.1383642E-005, 3.8907261E-005, 7.7584368E-007, 4.8464747E-003, 4.7315206E-003, 4.5665358E-003, 4.3935020E-003, 4.3028392E-003, 4.2197258E-003, 4.1567901E-003, 4.1001584E-003, 3.9787345E-003, 3.8686109E-003, 3.7806002E-003, 3.7331914E-003, 3.6323506E-003, 3.5370433E-003, 3.4216289E-003, 3.3969470E-003, 3.3645987E-003, 3.3361715E-003, 3.3247004E-003, 3.2680401E-003, 3.2482576E-003, 9.5126165E+000, 6.7460466E-003, 3.7065192E-003
 2.7205036E+000,-7.9524409E-001, 7.2938238E+000, 6.9251440E+000, 6.5239221E+000, 7.1845902E+000, 7.0244049E+000, 6.2888475E+000, 5.4711028E+000, 5.4409661E+000, 4.9324214E+000, 5.5271378E+000, 5.1927627E+000, 5.5828979E+000, 5.2120661E+000, 5.6774620E+000, 5.2343203E+000, 5.3620333E+000, 4.2056974E+000, 4.0322833E+000, 3.5938464E+000, 3.1790785E+000, 3.3547640E+000, 2.3107218E-001, 2.2113043E-001, 2.1344874E-001, 2.3801156E-001, 2.3684523E-001, 2.1372755E-001, 1.8930017E-001, 1.8910811E-001, 1.6963314E-001, 1.9865950E-001, 1.9549551E-001, 2.0156746E-001, 1.9481518E-001, 2.1509200E-001, 2.0490131E-001, 2.0972389E-001, 1.6847718E-001, 1.7048821E-001, 1.5704095E-001, 1.4351713E-001, 1.4110949E-001, 1.5739840E-001, 1.5461699E-001, 1.4849902E-001, 1.4947634E-001, 1.4647103E-001, 1.4200119E-001, 1.3563671E-001, 1.3498290E-001, 1.3309964E-001, 1.3148064E-001, 1.2451241E-001, 1.3101578E-001, 1.2513843E-001, 1.2616009E-001, 1.2056201E-001, 1.2106304E-001, 1.1293323E-001, 1.0696731E-001, 1.0167975E-001, 9.7203693E-002, 1.0334912E-001, 1.4247434E-223, 5.6998635E-212, 1.2421675E-190, 1.5479220E-167, 1.1861947E-157, 3.2345416E-148, 1.2338224E-138, 5.7773353E-128, 5.4079050E-097, 1.0234674E-078, 4.1443592E-061, 3.1770644E-053, 2.5180951E-031, 4.5725809E-020, 1.3603898E-014, 5.4989067E-013, 3.2211695E-005, 6.2552735E-006, 5.3558348E-006, 6.4347875E-004, 3.7798023E-006, 4.9551090E-003, 4.8398792E-003, 4.6670511E-003, 4.5012712E-003, 4.4029133E-003, 4.3101670E-003, 4.2386739E-003, 4.1861995E-003, 4.0580845E-003, 3.9512388E-003, 3.8646222E-003, 3.8253675E-003, 3.7115787E-003, 3.6206813E-003, 3.5041841E-003, 3.4785745E-003, 3.4250373E-003, 3.3928964E-003, 3.3786212E-003, 3.3168802E-003, 3.3036478E-003, 9.5890133E+000, 6.8929233E-003, 3.7316347E-003
 2.7612544E+000,-7.9570335E-001, 6.7503540E+000, 6.9426014E+000, 6.7970415E+000, 6.1611552E+000, 7.0018890E+000, 7.3073194E+000, 6.7475168E+000, 5.7107344E+000, 4.6547540E+000, 5.5430537E+000, 5.1418983E+000, 4.9839013E+000, 5.9303169E+000, 5.0654938E+000, 5.1814365E+000, 5.2412435E+000, 5.0583631E+000, 3.7636126E+000, 4.0754880E+000, 3.9805268E+000, 3.2891572E+000, 2.1004971E-001, 2.2214323E-001, 2.2064816E-001, 2.0507815E-001, 2.3291244E-001, 2.4750128E-001, 2.3018351E-001, 1.9924357E-001, 1.6801510E-001, 1.9122332E-001, 1.8685930E-001, 1.8909419E-001, 2.1528582E-001, 1.9212992E-001, 1.9922808E-001, 2.0633096E-001, 2.0220771E-001, 1.6192339E-001, 1.7385199E-001, 1.5971557E-001, 1.4371574E-001, 1.5725660E-001, 1.5442863E-001, 1.5087532E-001, 1.4402412E-001, 1.4798805E-001, 1.4699529E-001, 1.4361607E-001, 1.3566049E-001, 1.2592500E-001, 1.3620104E-001, 1.2788890E-001, 1.2229352E-001, 1.3188842E-001, 1.2294175E-001, 1.2197000E-001, 1.1974685E-001, 1.1748166E-001, 1.0381163E-001, 1.0647681E-001, 1.1107510E-001, 1.0020740E-001, 2.5386792E-222, 6.3509260E-211, 1.5005141E-189, 7.4378878E-168, 2.8860214E-157, 1.1850933E-147, 4.2417531E-138, 5.6818202E-128, 1.9887926E-098, 4.4184317E-080, 5.2504350E-063, 3.9464487E-055, 7.2274155E-034, 3.6954076E-022, 1.7385464E-016, 2.1858033E-012, 7.3860011E-009, 5.7003360E-006, 9.1022419E-006, 1.7169485E-004, 4.9684730E-004, 5.0607198E-003, 4.9485225E-003, 4.7715933E-003, 4.6038071E-003, 4.5131639E-003, 4.4154989E-003, 4.3330158E-003, 4.2663463E-003, 4.1305444E-003, 4.0372078E-003, 3.9427965E-003, 3.9056271E-003, 3.7972266E-003, 3.7030917E-003, 3.5844927E-003, 3.5594711E-003, 3.4962435E-003, 3.4546233E-003, 3.4390102E-003, 3.3710083E-003, 3.3537000E-003, 9.6418374E+000, 7.0407831E-003, 3.7501562E-003
