m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s
 4.7500000E-002, 1.0299424E+000, 4.7500000E-002, 1.0548237E-004, 4.7500000E-002, 1.0159744E+000, 4.7500000E-002, 1.5921782E-004, 4.7500000E-002, 6.3279624E-001, 4.7500000E-002, 5.5912197E-005, 4.7500000E-002, 2.6346383E-001, 4.7500000E-002, 5.9910304E-004, 4.7500000E-002, 1.5391697E-001, 4.7500000E-002, 6.9428019E-004
 5.2500000E-002, 1.0550809E+000, 5.2500000E-002, 1.2005051E-004, 5.2500000E-002, 1.0571774E+000, 5.2500000E-002, 1.8175008E-004, 5.2500000E-002, 3.0825529E-001, 5.2500000E-002, 1.2068392E-004, 5.2500000E-002, 1.9032009E-001, 5.2500000E-002, 6.5598474E-004, 5.2500000E-002, 1.2280567E-001, 5.2500000E-002, 1.0447986E-003
 5.7500000E-002, 1.0389285E+000, 5.7500000E-002, 1.2213032E-004, 5.7500000E-002, 1.0596012E+000, 5.7500000E-002, 1.9751028E-004, 5.7500000E-002, 1.0138359E+000, 5.7500000E-002, 2.6235353E-004, 5.7500000E-002, 6.2586530E-001, 5.7500000E-002, 9.0383573E-004, 5.7500000E-002, 6.6973225E-001, 5.7500000E-002, 3.8320435E-003
 6.2500000E-002, 1.0347586E+000, 6.2500000E-002, 1.8629709E-004, 6.2500000E-002, 1.0845175E+000, 6.2500000E-002, 3.0001757E-004, 6.2500000E-002, 1.4799805E+000, 6.2500000E-002, 3.6699792E-004, 6.2500000E-002, 1.0573808E+000, 6.2500000E-002, 9.9590188E-004, 6.2500000E-002, 1.1061851E+000, 6.2500000E-002, 7.4779589E-003
 6.7500000E-002, 1.0511476E+000, 6.7500000E-002, 2.8873500E-004, 6.7500000E-002, 1.1213944E+000, 6.7500000E-002, 4.2713741E-004, 6.7500000E-002, 1.6176971E+000, 6.7500000E-002, 4.6213651E-004, 6.7500000E-002, 1.6827591E+000, 6.7500000E-002, 1.3364557E-003, 6.7500000E-002, 1.6786009E+000, 6.7500000E-002, 1.1527116E-002
 7.2500000E-002, 1.0647140E+000, 7.2500000E-002, 3.7348740E-004, 7.2500000E-002, 1.1516471E+000, 7.2500000E-002, 4.2905428E-004, 7.2500000E-002, 1.6385056E+000, 7.2500000E-002, 6.4892841E-004, 7.2500000E-002, 2.1176263E+000, 7.2500000E-002, 5.0667067E-003, 7.2500000E-002, 2.2084838E+000, 7.2500000E-002, 2.7636840E-002
 7.7500000E-002, 1.0687155E+000, 7.7500000E-002, 5.2887173E-004, 7.7500000E-002, 1.1713465E+000, 7.7500000E-002, 7.6188937E-004, 7.7500000E-002, 1.6400081E+000, 7.7500000E-002, 7.6096689E-004, 7.7500000E-002, 2.3081980E+000, 7.7500000E-002, 1.2081645E-002, 7.7500000E-002, 2.5181522E+000, 7.7500000E-002, 7.2658251E-002
 8.2500000E-002, 1.0692125E+000, 8.2500000E-002, 7.3893917E-004, 8.2500000E-002, 1.1836712E+000, 8.2500000E-002, 8.8246193E-004, 8.2500000E-002, 1.6386461E+000, 8.2500000E-002, 9.2311524E-004, 8.2500000E-002, 2.3640506E+000, 8.2500000E-002, 1.5853317E-002, 8.2500000E-002, 2.6054546E+000, 8.2500000E-002, 1.0978515E-001
 8.7500000E-002, 1.0691174E+000, 8.7500000E-002, 6.8808201E-004, 8.7500000E-002, 1.1918090E+000, 8.7500000E-002, 8.5031325E-004, 8.7500000E-002, 1.6339104E+000, 8.7500000E-002, 8.4585240E-004, 8.7500000E-002, 2.3687922E+000, 8.7500000E-002, 1.8322162E-002, 8.7500000E-002, 2.6338622E+000, 8.7500000E-002, 1.0675622E-001
 9.2500000E-002, 1.0702433E+000, 9.2500000E-002, 5.6249494E-004, 9.2500000E-002, 1.1987897E+000, 9.2500000E-002, 6.6314540E-004, 9.2500000E-002, 1.6429949E+000, 9.2500000E-002, 8.1213921E-004, 9.2500000E-002, 2.3848306E+000, 9.2500000E-002, 2.1760237E-002, 9.2500000E-002, 2.6297241E+000, 9.2500000E-002, 1.2560020E-001
 9.7500000E-002, 1.0383093E+000, 9.7500000E-002, 7.4759512E-004, 9.7500000E-002, 1.1068119E+000, 9.7500000E-002, 9.8101483E-004, 9.7500000E-002, 1.5089303E+000, 9.7500000E-002, 9.4216261E-004, 9.7500000E-002, 2.1216429E+000, 9.7500000E-002, 2.0349506E-002, 9.7500000E-002, 2.2166454E+000, 9.7500000E-002, 9.2740739E-002
