m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s
 4.7500000E-002, 2.0630777E+000, 4.7500000E-002, 4.0599264E-004, 4.7500000E-002, 2.0333484E+000, 4.7500000E-002, 5.7848912E-004, 4.7500000E-002, 1.3429041E+000, 4.7500000E-002, 1.8451256E-004, 4.7500000E-002, 6.3627524E-001, 4.7500000E-002, 1.1705106E-003, 4.7500000E-002, 4.1533881E-001, 4.7500000E-002, 1.4593666E-003
 5.2500000E-002, 2.0989941E+000, 5.2500000E-002, 4.9000185E-004, 5.2500000E-002, 2.0994308E+000, 5.2500000E-002, 6.7370663E-004, 5.2500000E-002, 7.2078295E-001, 5.2500000E-002, 4.1135948E-004, 5.2500000E-002, 4.9042697E-001, 5.2500000E-002, 1.3066411E-003, 5.2500000E-002, 3.2786063E-001, 5.2500000E-002, 2.2041686E-003
 5.7500000E-002, 2.0655752E+000, 5.7500000E-002, 5.2772784E-004, 5.7500000E-002, 2.1041438E+000, 5.7500000E-002, 7.2234950E-004, 5.7500000E-002, 2.1132526E+000, 5.7500000E-002, 9.2910135E-004, 5.7500000E-002, 1.2578191E+000, 5.7500000E-002, 1.8264959E-003, 5.7500000E-002, 1.3472870E+000, 5.7500000E-002, 7.6394575E-003
 6.2500000E-002, 2.0725830E+000, 6.2500000E-002, 7.1747825E-004, 6.2500000E-002, 2.1576696E+000, 6.2500000E-002, 1.0399498E-003, 6.2500000E-002, 2.8892213E+000, 6.2500000E-002, 1.2507672E-003, 6.2500000E-002, 2.1560594E+000, 6.2500000E-002, 2.1613329E-003, 6.2500000E-002, 2.1843914E+000, 6.2500000E-002, 1.5888835E-002
 6.7500000E-002, 2.1089850E+000, 6.7500000E-002, 1.0647528E-003, 6.7500000E-002, 2.2267800E+000, 6.7500000E-002, 1.5079878E-003, 6.7500000E-002, 3.0961583E+000, 6.7500000E-002, 1.5756303E-003, 6.7500000E-002, 3.3410657E+000, 6.7500000E-002, 4.8906905E-003, 6.7500000E-002, 3.3144691E+000, 6.7500000E-002, 2.5923452E-002
 7.2500000E-002, 2.1307641E+000, 7.2500000E-002, 1.4189139E-003, 7.2500000E-002, 2.2798372E+000, 7.2500000E-002, 1.5371834E-003, 7.2500000E-002, 3.1300318E+000, 7.2500000E-002, 2.1373961E-003, 7.2500000E-002, 4.0943904E+000, 7.2500000E-002, 1.6178473E-002, 7.2500000E-002, 4.2776721E+000, 7.2500000E-002, 7.0694571E-002
 7.7500000E-002, 2.1356145E+000, 7.7500000E-002, 1.8388213E-003, 7.7500000E-002, 2.3124532E+000, 7.7500000E-002, 2.4056942E-003, 7.7500000E-002, 3.1367931E+000, 7.7500000E-002, 2.4264265E-003, 7.7500000E-002, 4.4073228E+000, 7.7500000E-002, 2.9978535E-002, 7.7500000E-002, 4.7794600E+000, 7.7500000E-002, 1.6652241E-001
 8.2500000E-002, 2.1350836E+000, 8.2500000E-002, 2.3765591E-003, 8.2500000E-002, 2.3317673E+000, 8.2500000E-002, 2.6182396E-003, 8.2500000E-002, 3.1358337E+000, 8.2500000E-002, 2.8493031E-003, 8.2500000E-002, 4.4969101E+000, 8.2500000E-002, 3.8718385E-002, 8.2500000E-002, 4.9979616E+000, 8.2500000E-002, 2.2369401E-001
 8.7500000E-002, 2.1340372E+000, 8.7500000E-002, 2.3097959E-003, 8.7500000E-002, 2.3451865E+000, 8.7500000E-002, 2.7687213E-003, 8.7500000E-002, 3.1278844E+000, 8.7500000E-002, 2.7572727E-003, 8.7500000E-002, 4.4986209E+000, 8.7500000E-002, 4.0528509E-002, 8.7500000E-002, 5.0488793E+000, 8.7500000E-002, 2.1852243E-001
 9.2500000E-002, 2.1355575E+000, 9.2500000E-002, 2.0288153E-003, 9.2500000E-002, 2.3587328E+000, 9.2500000E-002, 2.1556809E-003, 9.2500000E-002, 3.1438541E+000, 9.2500000E-002, 2.5784144E-003, 9.2500000E-002, 4.5297391E+000, 9.2500000E-002, 4.7934238E-002, 9.2500000E-002, 4.9842280E+000, 9.2500000E-002, 2.6151214E-001
 9.7500000E-002, 2.0824359E+000, 9.7500000E-002, 2.3891593E-003, 9.7500000E-002, 2.2068829E+000, 9.7500000E-002, 3.0617506E-003, 9.7500000E-002, 2.9170859E+000, 9.7500000E-002, 3.1101902E-003, 9.7500000E-002, 4.0953937E+000, 9.7500000E-002, 4.0804738E-002, 9.7500000E-002, 4.3244602E+000, 9.7500000E-002, 1.6838180E-001
