m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s
 4.7500000E-002, 1.9774398E+000, 4.7500000E-002, 3.1872781E-004, 4.7500000E-002, 1.9807852E+000, 4.7500000E-002, 3.7645280E-004, 4.7500000E-002, 1.4761680E+000, 4.7500000E-002, 2.0847574E-004, 4.7500000E-002, 9.0098258E-001, 4.7500000E-002, 4.5571725E-004, 4.7500000E-002, 7.1845570E-001, 4.7500000E-002, 7.9081388E-004
 5.2500000E-002, 1.9949844E+000, 5.2500000E-002, 3.2394082E-004, 5.2500000E-002, 2.0118579E+000, 5.2500000E-002, 3.9211702E-004, 5.2500000E-002, 2.1723898E+000, 5.2500000E-002, 5.2149528E-004, 5.2500000E-002, 1.4638460E+000, 5.2500000E-002, 6.7910454E-004, 5.2500000E-002, 1.3307362E+000, 5.2500000E-002, 2.8269244E-003
 5.7500000E-002, 2.0214740E+000, 5.7500000E-002, 4.0770754E-004, 5.7500000E-002, 2.0524792E+000, 5.7500000E-002, 4.8522203E-004, 5.7500000E-002, 2.3592139E+000, 5.7500000E-002, 6.6777304E-004, 5.7500000E-002, 2.3138516E+000, 5.7500000E-002, 1.5686362E-003, 5.7500000E-002, 2.1171409E+000, 5.7500000E-002, 5.6385626E-003
 6.2500000E-002, 2.0454046E+000, 6.2500000E-002, 6.0561457E-004, 6.2500000E-002, 2.0894740E+000, 6.2500000E-002, 7.4728588E-004, 6.2500000E-002, 2.4073814E+000, 6.2500000E-002, 9.0556406E-004, 6.2500000E-002, 2.8933010E+000, 6.2500000E-002, 4.9410936E-003, 6.2500000E-002, 2.9187017E+000, 6.2500000E-002, 1.6549343E-002
 6.7500000E-002, 2.0659809E+000, 6.7500000E-002, 7.3703616E-004, 6.7500000E-002, 2.1221105E+000, 6.7500000E-002, 8.6218406E-004, 6.7500000E-002, 2.4356924E+000, 6.7500000E-002, 1.1898368E-003, 6.7500000E-002, 3.1488734E+000, 6.7500000E-002, 7.9488500E-003, 6.7500000E-002, 3.4054305E+000, 6.7500000E-002, 5.2723942E-002
 7.2500000E-002, 2.0801056E+000, 7.2500000E-002, 9.1259104E-004, 7.2500000E-002, 2.1477527E+000, 7.2500000E-002, 1.0374588E-003, 7.2500000E-002, 2.4585978E+000, 7.2500000E-002, 1.3859826E-003, 7.2500000E-002, 3.2343770E+000, 7.2500000E-002, 1.1743533E-002, 7.2500000E-002, 3.6239427E+000, 7.2500000E-002, 9.1013737E-002
 7.7500000E-002, 2.0888117E+000, 7.7500000E-002, 9.4521355E-004, 7.7500000E-002, 2.1660796E+000, 7.7500000E-002, 1.1041554E-003, 7.7500000E-002, 2.4743412E+000, 7.7500000E-002, 1.5111796E-003, 7.7500000E-002, 3.2600614E+000, 7.7500000E-002, 1.5387405E-002, 7.7500000E-002, 3.7184508E+000, 7.7500000E-002, 1.1367406E-001
 8.2500000E-002, 2.0959954E+000, 8.2500000E-002, 8.1127207E-004, 8.2500000E-002, 2.1803784E+000, 8.2500000E-002, 1.0052125E-003, 8.2500000E-002, 2.4852357E+000, 8.2500000E-002, 1.5082535E-003, 8.2500000E-002, 3.2687940E+000, 8.2500000E-002, 1.5953614E-002, 8.2500000E-002, 3.7559275E+000, 8.2500000E-002, 1.1542259E-001
 8.7500000E-002, 2.1026358E+000, 8.7500000E-002, 7.6386425E-004, 8.7500000E-002, 2.1924900E+000, 8.7500000E-002, 8.9861071E-004, 8.7500000E-002, 2.4942406E+000, 8.7500000E-002, 1.2784668E-003, 8.7500000E-002, 3.2702796E+000, 8.7500000E-002, 1.5143077E-002, 8.7500000E-002, 3.7484497E+000, 8.7500000E-002, 1.2202497E-001
 9.2500000E-002, 2.1085265E+000, 9.2500000E-002, 7.0339939E-004, 9.2500000E-002, 2.1999471E+000, 9.2500000E-002, 9.3182023E-004, 9.2500000E-002, 2.5053439E+000, 9.2500000E-002, 1.4586610E-003, 9.2500000E-002, 3.2926146E+000, 9.2500000E-002, 1.5727740E-002, 9.2500000E-002, 3.7452124E+000, 9.2500000E-002, 1.4241000E-001
 9.7500000E-002, 2.0580829E+000, 9.7500000E-002, 8.5165066E-004, 9.7500000E-002, 2.0425000E+000, 9.7500000E-002, 1.0072386E-003, 9.7500000E-002, 2.2639704E+000, 9.7500000E-002, 1.5027855E-003, 9.7500000E-002, 2.8951525E+000, 9.7500000E-002, 1.3834309E-002, 9.7500000E-002, 3.1540467E+000, 9.7500000E-002, 7.2403259E-002
