m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s
 4.7500000E-002, 1.4330122E+000, 4.7500000E-002, 1.8318204E-004, 4.7500000E-002, 1.4296543E+000, 4.7500000E-002, 2.7070053E-004, 4.7500000E-002, 6.7576709E-001, 4.7500000E-002, 1.9169073E-004, 4.7500000E-002, 4.0969522E-001, 4.7500000E-002, 6.0527473E-004, 4.7500000E-002, 2.6669076E-001, 4.7500000E-002, 9.6293161E-004
 5.2500000E-002, 1.4288220E+000, 5.2500000E-002, 1.8816177E-004, 5.2500000E-002, 1.4445344E+000, 5.2500000E-002, 2.5940584E-004, 5.2500000E-002, 1.5092302E+000, 5.2500000E-002, 4.1034426E-004, 5.2500000E-002, 8.4732756E-001, 5.2500000E-002, 8.7054738E-004, 5.2500000E-002, 8.7524968E-001, 5.2500000E-002, 3.0200287E-003
 5.7500000E-002, 1.4496094E+000, 5.7500000E-002, 3.2845705E-004, 5.7500000E-002, 1.4859946E+000, 5.7500000E-002, 4.4022343E-004, 5.7500000E-002, 1.8762165E+000, 5.7500000E-002, 5.1205427E-004, 5.7500000E-002, 1.4211928E+000, 5.7500000E-002, 1.1759245E-003, 5.7500000E-002, 1.3810173E+000, 5.7500000E-002, 5.7520599E-003
 6.2500000E-002, 1.4765955E+000, 6.2500000E-002, 4.2158227E-004, 6.2500000E-002, 1.5301452E+000, 6.2500000E-002, 6.3429907E-004, 6.2500000E-002, 1.9684057E+000, 6.2500000E-002, 5.8989644E-004, 6.2500000E-002, 2.1312880E+000, 6.2500000E-002, 1.8695951E-003, 6.2500000E-002, 2.0703235E+000, 6.2500000E-002, 9.1844722E-003
 6.7500000E-002, 1.4971681E+000, 6.7500000E-002, 4.5788044E-004, 6.7500000E-002, 1.5674356E+000, 6.7500000E-002, 5.7134981E-004, 6.7500000E-002, 1.9942080E+000, 6.7500000E-002, 9.4615730E-004, 6.7500000E-002, 2.5748592E+000, 6.7500000E-002, 5.8728605E-003, 6.7500000E-002, 2.6770598E+000, 6.7500000E-002, 2.7556453E-002
 7.2500000E-002, 1.5111746E+000, 7.2500000E-002, 7.2630741E-004, 7.2500000E-002, 1.5967944E+000, 7.2500000E-002, 9.9441845E-004, 7.2500000E-002, 2.0119663E+000, 7.2500000E-002, 9.8502363E-004, 7.2500000E-002, 2.7634314E+000, 7.2500000E-002, 1.0406260E-002, 7.2500000E-002, 3.0054328E+000, 7.2500000E-002, 7.2318479E-002
 7.7500000E-002, 1.5203038E+000, 7.7500000E-002, 7.8312074E-004, 7.7500000E-002, 1.6184784E+000, 7.7500000E-002, 1.0052598E-003, 7.7500000E-002, 2.0248887E+000, 7.7500000E-002, 1.1589805E-003, 7.7500000E-002, 2.8240635E+000, 7.7500000E-002, 1.4933439E-002, 7.7500000E-002, 3.1372957E+000, 7.7500000E-002, 1.1240933E-001
 8.2500000E-002, 1.5273007E+000, 8.2500000E-002, 7.6817742E-004, 8.2500000E-002, 1.6349947E+000, 8.2500000E-002, 1.0662230E-003, 8.2500000E-002, 2.0331715E+000, 8.2500000E-002, 1.1619184E-003, 8.2500000E-002, 2.8413435E+000, 8.2500000E-002, 1.7391522E-002, 8.2500000E-002, 3.1953141E+000, 8.2500000E-002, 1.1614103E-001
 8.7500000E-002, 1.5336460E+000, 8.7500000E-002, 6.1482673E-004, 8.7500000E-002, 1.6485776E+000, 8.7500000E-002, 7.3773021E-004, 8.7500000E-002, 2.0388816E+000, 8.7500000E-002, 1.0013223E-003, 8.7500000E-002, 2.8420819E+000, 8.7500000E-002, 1.6961349E-002, 8.7500000E-002, 3.2255806E+000, 8.7500000E-002, 1.2256675E-001
 9.2500000E-002, 1.5389199E+000, 9.2500000E-002, 6.2963887E-004, 9.2500000E-002, 1.6582127E+000, 9.2500000E-002, 8.3421319E-004, 9.2500000E-002, 2.0534824E+000, 9.2500000E-002, 1.1090628E-003, 9.2500000E-002, 2.8663155E+000, 9.2500000E-002, 1.9062193E-002, 9.2500000E-002, 3.1967313E+000, 9.2500000E-002, 1.5061735E-001
 9.7500000E-002, 1.4986136E+000, 9.7500000E-002, 6.7428236E-004, 9.7500000E-002, 1.5362894E+000, 9.7500000E-002, 8.9040136E-004, 9.7500000E-002, 1.8718726E+000, 9.7500000E-002, 1.1997160E-003, 9.7500000E-002, 2.5448211E+000, 9.7500000E-002, 1.8091674E-002, 9.7500000E-002, 2.7073494E+000, 9.7500000E-002, 8.3322338E-002
