m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,
-1.9457627E-001, 2.0157651E+006,-1.9457627E-001, 1.0408878E-004,-1.9457627E-001, 1.0615638E-004,-1.9457627E-001, 1.0772128E-004,-1.9457627E-001,-1.2210545E+000,-1.9457627E-001,-2.0861591E+000,-1.9457627E-001,-2.5455618E-003,-1.9457627E-001, 2.8468249E+006,-1.9457627E-001, 1.2504116E-004,-1.9457627E-001, 1.2636683E-004,-1.9457627E-001, 1.2713377E-004,-1.9457627E-001,-8.2999297E-001,-1.9457627E-001,-1.0762244E+000,-1.9457627E-001,-3.2802952E-003
-1.8508475E-001, 2.3679002E+006,-1.8508475E-001, 1.0377448E-004,-1.8508475E-001, 1.0603752E-004,-1.8508475E-001, 1.0771350E-004,-1.8508475E-001,-1.4702622E+000,-1.8508475E-001,-2.4813371E+000,-1.8508475E-001,-3.5688830E-003,-1.8508475E-001, 4.7740303E+006,-1.8508475E-001, 1.2139504E-004,-1.8508475E-001, 1.2249861E-004,-1.8508475E-001, 1.2315034E-004,-1.8508475E-001,-7.2221786E-001,-1.8508475E-001,-9.0152640E-001,-1.8508475E-001,-4.0274125E-003
-1.7559322E-001, 4.7174670E+006,-1.7559322E-001, 9.9480886E-005,-1.7559322E-001, 1.0138268E-004,-1.7559322E-001, 1.0279790E-004,-1.7559322E-001,-1.2088098E+000,-1.7559322E-001,-1.9973553E+000,-1.7559322E-001,-5.1563744E-003,-1.7559322E-001, 6.7782138E+006,-1.7559322E-001, 1.1941597E-004,-1.7559322E-001, 1.2029345E-004,-1.7559322E-001, 1.2082162E-004,-1.7559322E-001,-6.7108708E-001,-1.7559322E-001,-8.3103859E-001,-1.7559322E-001,-4.8450673E-003
-1.6610169E-001, 9.3495894E+006,-1.6610169E-001, 9.7393538E-005,-1.6610169E-001, 9.8720641E-005,-1.6610169E-001, 9.9724548E-005,-1.6610169E-001,-1.0665037E+000,-1.6610169E-001,-1.6218120E+000,-1.6610169E-001,-7.8470943E-003,-1.6610169E-001, 7.7719997E+006,-1.6610169E-001, 1.1809191E-004,-1.6610169E-001, 1.1906934E-004,-1.6610169E-001, 1.1963900E-004,-1.6610169E-001,-6.2291929E-001,-1.6610169E-001,-7.8972588E-001,-1.6610169E-001,-5.1264826E-003
-1.5661017E-001, 1.2319420E+007,-1.5661017E-001, 9.6593091E-005,-1.5661017E-001, 9.8027231E-005,-1.5661017E-001, 9.9120286E-005,-1.5661017E-001,-1.1699983E+000,-1.5661017E-001,-1.8304286E+000,-1.5661017E-001,-1.0470582E-002,-1.5661017E-001, 8.6106629E+006,-1.5661017E-001, 1.1647677E-004,-1.5661017E-001, 1.1757261E-004,-1.5661017E-001, 1.1822765E-004,-1.5661017E-001,-6.5170171E-001,-1.5661017E-001,-8.4692408E-001,-1.5661017E-001,-5.6916379E-003
-1.4711864E-001, 1.3837421E+007,-1.4711864E-001, 9.4357863E-005,-1.4711864E-001, 9.5992468E-005,-1.4711864E-001, 9.7183207E-005,-1.4711864E-001,-1.2388055E+000,-1.4711864E-001,-2.0111582E+000,-1.4711864E-001,-1.0961896E-002,-1.4711864E-001, 1.1878199E+007,-1.4711864E-001, 1.1330936E-004,-1.4711864E-001, 1.1462927E-004,-1.4711864E-001, 1.1533168E-004,-1.4711864E-001,-7.3793982E-001,-1.4711864E-001,-9.2145287E-001,-1.4711864E-001,-8.1446933E-003
-1.3762712E-001, 2.0920873E+007,-1.3762712E-001, 9.1738249E-005,-1.3762712E-001, 9.3005553E-005,-1.3762712E-001, 9.3939292E-005,-1.3762712E-001,-1.0611150E+000,-1.3762712E-001,-1.7017075E+000,-1.3762712E-001,-1.3680649E-002,-1.3762712E-001, 1.9744376E+007,-1.3762712E-001, 1.0400193E-004,-1.3762712E-001, 1.1044251E-004,-1.3762712E-001, 1.1180183E-004,-1.3762712E-001,-7.9209179E-001,-1.3762712E-001,-9.3561880E-001,-1.3762712E-001,-1.2405379E-002
-1.2813559E-001, 2.8226937E+007,-1.2813559E-001, 9.0363801E-005,-1.2813559E-001, 9.1546789E-005,-1.2813559E-001, 9.2440137E-005,-1.2813559E-001,-9.6046262E-001,-1.2813559E-001,-1.5770039E+000,-1.2813559E-001,-1.8593623E-002,-1.2813559E-001, 3.5319122E+007,-1.2813559E-001, 8.7604073E-005,-1.2813559E-001, 1.0450357E-004,-1.2813559E-001, 1.0756395E-004,-1.2813559E-001,-8.7880125E-001,-1.2813559E-001,-9.9947162E-001,-1.2813559E-001,-1.7224483E-002
-1.1864407E-001, 4.2457428E+007,-1.1864407E-001, 8.8156264E-005,-1.1864407E-001, 8.9351987E-005,-1.1864407E-001, 9.0264701E-005,-1.1864407E-001,-9.2363387E-001,-1.1864407E-001,-1.5030283E+000,-1.1864407E-001,-2.3333487E-002,-1.1864407E-001, 5.4088000E+007,-1.1864407E-001, 7.9352775E-005,-1.1864407E-001, 9.7799505E-005,-1.1864407E-001, 1.0217944E-004,-1.1864407E-001,-1.0129485E+000,-1.1864407E-001,-1.1010799E+000,-1.1864407E-001,-2.2488650E-002
-1.0915254E-001, 5.9507703E+007,-1.0915254E-001, 8.5472675E-005,-1.0915254E-001, 8.6753185E-005,-1.0915254E-001, 8.7699576E-005,-1.0915254E-001,-1.1836043E+000,-1.0915254E-001,-1.7207087E+000,-1.0915254E-001,-3.6542271E-002,-1.0915254E-001, 6.6006424E+007,-1.0915254E-001, 7.9691818E-005,-1.0915254E-001, 9.4254846E-005,-1.0915254E-001, 9.8373736E-005,-1.0915254E-001,-1.1970423E+000,-1.0915254E-001,-1.2272996E+000,-1.0915254E-001,-2.9545539E-002
-9.9661017E-002, 8.8817590E+007,-9.9661017E-002, 8.0423697E-005,-9.9661017E-002, 8.2562282E-005,-9.9661017E-002, 8.3801381E-005,-9.9661017E-002,-1.5303230E+000,-9.9661017E-002,-2.0016826E+000,-9.9661017E-002,-4.9822087E-002,-9.9661017E-002, 9.2302456E+007,-9.9661017E-002, 7.1817742E-005,-9.9661017E-002, 8.8944280E-005,-9.9661017E-002, 9.4130313E-005,-9.9661017E-002,-1.4815056E+000,-9.9661017E-002,-1.4293365E+000,-9.9661017E-002,-3.5669049E-002
-9.0169492E-002, 1.5054687E+008,-9.0169492E-002, 7.0929412E-005,-9.0169492E-002, 7.5436744E-005,-9.0169492E-002, 7.7551320E-005,-9.0169492E-002,-1.9385936E+000,-9.0169492E-002,-2.4064081E+000,-9.0169492E-002,-7.4867754E-002,-9.0169492E-002, 1.3037105E+008,-9.0169492E-002, 6.4626453E-005,-9.0169492E-002, 8.2422399E-005,-9.0169492E-002, 8.8592839E-005,-9.0169492E-002,-1.7963875E+000,-9.0169492E-002,-1.6865818E+000,-9.0169492E-002,-4.1501243E-002
-8.0677966E-002, 2.4569441E+008,-8.0677966E-002, 6.2473233E-005,-8.0677966E-002, 6.7915746E-005,-8.0677966E-002, 7.0641467E-005,-8.0677966E-002,-2.4484521E+000,-8.0677966E-002,-2.9252878E+000,-8.0677966E-002,-1.0208478E-001,-8.0677966E-002, 1.8464177E+008,-8.0677966E-002, 5.9316226E-005,-8.0677966E-002, 7.7742616E-005,-8.0677966E-002, 8.4585611E-005,-8.0677966E-002,-2.1680178E+000,-8.0677966E-002,-1.9723144E+000,-8.0677966E-002,-5.6215573E-002
-7.1186441E-002, 3.1805493E+008,-7.1186441E-002, 5.5158766E-005,-7.1186441E-002, 6.0878299E-005,-7.1186441E-002, 6.4176905E-005,-7.1186441E-002,-3.3621684E+000,-7.1186441E-002,-3.9352653E+000,-7.1186441E-002,-1.2309523E-001,-7.1186441E-002, 2.7693167E+008,-7.1186441E-002, 5.3097944E-005,-7.1186441E-002, 7.1445058E-005,-7.1186441E-002, 7.9237360E-005,-7.1186441E-002,-2.8923766E+000,-7.1186441E-002,-2.5217234E+000,-7.1186441E-002,-8.1035264E-002
-6.1694915E-002, 4.0503229E+008,-6.1694915E-002, 4.8849997E-005,-6.1694915E-002, 5.4545581E-005,-6.1694915E-002, 5.8101896E-005,-6.1694915E-002,-4.5101545E+000,-6.1694915E-002,-5.0856010E+000,-6.1694915E-002,-1.4351613E-001,-6.1694915E-002, 3.7819773E+008,-6.1694915E-002, 4.7199613E-005,-6.1694915E-002, 6.3835103E-005,-6.1694915E-002, 7.2010231E-005,-6.1694915E-002,-3.8769401E+000,-6.1694915E-002,-3.3808286E+000,-6.1694915E-002,-1.0657193E-001
-5.2203390E-002, 6.3219907E+008,-5.2203390E-002, 4.1628625E-005,-5.2203390E-002, 4.8276796E-005,-5.2203390E-002, 5.2450340E-005,-5.2203390E-002,-5.6119916E+000,-5.2203390E-002,-6.1264303E+000,-5.2203390E-002,-1.8451007E-001,-5.2203390E-002, 5.7380393E+008,-5.2203390E-002, 4.0002428E-005,-5.2203390E-002, 5.4510654E-005,-5.2203390E-002, 6.2236517E-005,-5.2203390E-002,-5.0551877E+000,-5.2203390E-002,-4.5843377E+000,-5.2203390E-002,-1.3166995E-001
-4.2711864E-002, 1.0546342E+009,-4.2711864E-002, 3.4650012E-005,-4.2711864E-002, 4.2190344E-005,-4.2711864E-002, 4.7088610E-005,-4.2711864E-002,-6.5569906E+000,-4.2711864E-002,-6.9723012E+000,-4.2711864E-002,-2.1783510E-001,-4.2711864E-002, 9.1062345E+008,-4.2711864E-002, 3.4420234E-005,-4.2711864E-002, 4.7041118E-005,-4.2711864E-002, 5.4284564E-005,-4.2711864E-002,-5.9977849E+000,-4.2711864E-002,-5.6240410E+000,-4.2711864E-002,-1.7549085E-001
-3.3220339E-002, 1.4883054E+009,-3.3220339E-002, 2.9483089E-005,-3.3220339E-002, 3.6829105E-005,-3.3220339E-002, 4.2162321E-005,-3.3220339E-002,-7.2980692E+000,-3.3220339E-002,-7.7279718E+000,-3.3220339E-002,-2.1207949E-001,-3.3220339E-002, 1.3049938E+009,-3.3220339E-002, 3.0747474E-005,-3.3220339E-002, 4.1444216E-005,-3.3220339E-002, 4.8034719E-005,-3.3220339E-002,-6.6036963E+000,-3.3220339E-002,-6.4359305E+000,-3.3220339E-002,-2.0014422E-001
-2.3728814E-002, 1.4303284E+009,-2.3728814E-002, 2.7083330E-005,-2.3728814E-002, 3.4333853E-005,-2.3728814E-002, 4.0200793E-005,-2.3728814E-002,-7.9191999E+000,-2.3728814E-002,-8.5333632E+000,-2.3728814E-002,-1.7782593E-001,-2.3728814E-002, 1.3764089E+009,-2.3728814E-002, 2.8907005E-005,-2.3728814E-002, 3.8999545E-005,-2.3728814E-002, 4.5440028E-005,-2.3728814E-002,-7.0744252E+000,-2.3728814E-002,-6.9929250E+000,-2.3728814E-002,-1.8853063E-001
-1.4237288E-002, 9.2287750E+008,-1.4237288E-002, 2.5870708E-005,-1.4237288E-002, 3.3248168E-005,-1.4237288E-002, 3.9906395E-005,-1.4237288E-002,-8.5952840E+000,-1.4237288E-002,-9.4573634E+000,-1.4237288E-002,-1.1034078E-001,-1.4237288E-002, 1.0900202E+009,-1.4237288E-002, 2.7527594E-005,-1.4237288E-002, 3.7595293E-005,-1.4237288E-002, 4.4654585E-005,-1.4237288E-002,-7.6324178E+000,-1.4237288E-002,-7.5913420E+000,-1.4237288E-002,-1.3736807E-001
-4.7457627E-003, 5.2136247E+008,-4.7457627E-003, 2.5600687E-005,-4.7457627E-003, 3.4170833E-005,-4.7457627E-003, 4.1858656E-005,-4.7457627E-003,-9.3586624E+000,-4.7457627E-003,-1.0426968E+001,-4.7457627E-003,-7.0822658E-002,-4.7457627E-003, 7.8030085E+008,-4.7457627E-003, 2.6257326E-005,-4.7457627E-003, 3.5434745E-005,-4.7457627E-003, 4.2536373E-005,-4.7457627E-003,-8.2842640E+000,-4.7457627E-003,-8.3940605E+000,-4.7457627E-003,-9.1485538E-002
 4.7457627E-003, 5.2001795E+008, 4.7457627E-003, 2.5918521E-005, 4.7457627E-003, 3.5175994E-005, 4.7457627E-003, 4.3357419E-005, 4.7457627E-003,-9.3570470E+000, 4.7457627E-003,-1.0526133E+001, 4.7457627E-003,-7.2896777E-002, 4.7457627E-003, 7.9537544E+008, 4.7457627E-003, 2.6183243E-005, 4.7457627E-003, 3.4835058E-005, 4.7457627E-003, 4.1385178E-005, 4.7457627E-003,-8.2678908E+000, 4.7457627E-003,-8.4035013E+000, 4.7457627E-003,-8.2954767E-002
 1.4237288E-002, 8.9943194E+008, 1.4237288E-002, 2.5881220E-005, 1.4237288E-002, 3.3682767E-005, 1.4237288E-002, 4.0718054E-005, 1.4237288E-002,-8.6129503E+000, 1.4237288E-002,-9.5526213E+000, 1.4237288E-002,-1.1340856E-001, 1.4237288E-002, 1.0861847E+009, 1.4237288E-002, 2.7326152E-005, 1.4237288E-002, 3.6166010E-005, 1.4237288E-002, 4.2375385E-005, 1.4237288E-002,-7.6257098E+000, 1.4237288E-002,-7.6105527E+000, 1.4237288E-002,-1.2989982E-001
 2.3728814E-002, 1.4529220E+009, 2.3728814E-002, 2.6732998E-005, 2.3728814E-002, 3.3854447E-005, 2.3728814E-002, 4.0037977E-005, 2.3728814E-002,-7.9217957E+000, 2.3728814E-002,-8.6044499E+000, 2.3728814E-002,-1.7298484E-001, 2.3728814E-002, 1.3929001E+009, 2.3728814E-002, 2.8551332E-005, 2.3728814E-002, 3.7891272E-005, 2.3728814E-002, 4.4114408E-005, 2.3728814E-002,-7.0840884E+000, 2.3728814E-002,-6.9829522E+000, 2.3728814E-002,-1.8643627E-001
 3.3220339E-002, 1.5001345E+009, 3.3220339E-002, 2.9488453E-005, 3.3220339E-002, 3.6828068E-005, 3.3220339E-002, 4.2476763E-005, 3.3220339E-002,-7.3234304E+000, 3.3220339E-002,-7.8219015E+000, 3.3220339E-002,-2.2667903E-001, 3.3220339E-002, 1.3606038E+009, 3.3220339E-002, 3.0665886E-005, 3.3220339E-002, 4.1000404E-005, 3.3220339E-002, 4.7444119E-005, 3.3220339E-002,-6.6465136E+000, 3.3220339E-002,-6.4192974E+000, 3.3220339E-002,-2.0728000E-001
 4.2711864E-002, 1.0620516E+009, 4.2711864E-002, 3.4663446E-005, 4.2711864E-002, 4.2112796E-005, 4.2711864E-002, 4.7198379E-005, 4.2711864E-002,-6.5957239E+000, 4.2711864E-002,-7.0639559E+000, 4.2711864E-002,-2.2597913E-001, 4.2711864E-002, 9.4857470E+008, 4.2711864E-002, 3.4396911E-005, 4.2711864E-002, 4.6214302E-005, 4.2711864E-002, 5.3074742E-005, 4.2711864E-002,-6.0425689E+000, 4.2711864E-002,-5.6982203E+000, 4.2711864E-002,-1.8436928E-001
 5.2203390E-002, 6.2798582E+008, 5.2203390E-002, 4.1604830E-005, 5.2203390E-002, 4.8252385E-005, 5.2203390E-002, 5.2662992E-005, 5.2203390E-002,-5.6370451E+000, 5.2203390E-002,-6.2350635E+000, 5.2203390E-002,-1.8746532E-001, 5.2203390E-002, 5.6915786E+008, 5.2203390E-002, 4.0128484E-005, 5.2203390E-002, 5.3263863E-005, 5.2203390E-002, 6.0524165E-005, 5.2203390E-002,-5.0192535E+000, 5.2203390E-002,-4.5828459E+000, 5.2203390E-002,-1.3626426E-001
 6.1694915E-002, 4.0063209E+008, 6.1694915E-002, 4.8581109E-005, 6.1694915E-002, 5.4496653E-005, 6.1694915E-002, 5.8319167E-005, 6.1694915E-002,-4.5655096E+000, 6.1694915E-002,-5.2452458E+000, 6.1694915E-002,-1.5396503E-001, 6.1694915E-002, 4.0514654E+008, 6.1694915E-002, 4.7132232E-005, 6.1694915E-002, 6.0857000E-005, 6.1694915E-002, 6.8155951E-005, 6.1694915E-002,-3.7347289E+000, 6.1694915E-002,-3.3121082E+000, 6.1694915E-002,-1.1729687E-001
 7.1186441E-002, 2.9082294E+008, 7.1186441E-002, 5.5247528E-005, 7.1186441E-002, 6.0954085E-005, 7.1186441E-002, 6.4350712E-005, 7.1186441E-002,-3.4768061E+000, 7.1186441E-002,-4.1141649E+000, 7.1186441E-002,-1.1751823E-001, 7.1186441E-002, 3.1074327E+008, 7.1186441E-002, 5.4123605E-005, 7.1186441E-002, 6.7726825E-005, 7.1186441E-002, 7.4587063E-005, 7.1186441E-002,-2.7548906E+000, 7.1186441E-002,-2.4681941E+000, 7.1186441E-002,-9.6242665E-002
 8.0677966E-002, 2.0956850E+008, 8.0677966E-002, 6.2012116E-005, 8.0677966E-002, 6.7830449E-005, 8.0677966E-002, 7.0874286E-005, 8.0677966E-002,-2.5838946E+000, 8.0677966E-002,-3.2485529E+000, 8.0677966E-002,-9.5528039E-002, 8.0677966E-002, 1.9593635E+008, 8.0677966E-002, 6.1368903E-005, 8.0677966E-002, 7.6830852E-005, 8.0677966E-002, 8.3037029E-005, 8.0677966E-002,-2.1148044E+000, 8.0677966E-002,-1.9065486E+000, 8.0677966E-002,-6.6260084E-002
 9.0169492E-002, 1.3936830E+008, 9.0169492E-002, 7.0832870E-005, 9.0169492E-002, 7.5154637E-005, 9.0169492E-002, 7.7198066E-005, 9.0169492E-002,-2.0084895E+000, 9.0169492E-002,-2.5841124E+000, 9.0169492E-002,-7.4801353E-002, 9.0169492E-002, 1.0892716E+008, 9.0169492E-002, 7.1158243E-005, 9.0169492E-002, 8.6223760E-005, 9.0169492E-002, 9.1032189E-005, 9.0169492E-002,-1.7499090E+000, 9.0169492E-002,-1.6659001E+000, 9.0169492E-002,-4.8880858E-002
 9.9661017E-002, 9.4958980E+007, 9.9661017E-002, 7.7911314E-005, 9.9661017E-002, 8.1347304E-005, 9.9661017E-002, 8.2880211E-005, 9.9661017E-002,-1.5463960E+000, 9.9661017E-002,-2.1012253E+000, 9.9661017E-002,-5.5098189E-002, 9.9661017E-002, 6.8133114E+007, 9.9661017E-002, 8.1340418E-005, 9.9661017E-002, 9.4038797E-005, 9.9661017E-002, 9.7553707E-005, 9.9661017E-002,-1.4447936E+000, 9.9661017E-002,-1.4231565E+000, 9.9661017E-002,-3.5390378E-002
 1.0915254E-001, 6.6880196E+007, 1.0915254E-001, 8.3148328E-005, 1.0915254E-001, 8.5372826E-005, 1.0915254E-001, 8.6525030E-005, 1.0915254E-001,-1.0661138E+000, 1.0915254E-001,-1.5557944E+000, 1.0915254E-001,-3.9671958E-002, 1.0915254E-001, 5.2665380E+007, 1.0915254E-001, 8.7448684E-005, 1.0915254E-001, 9.8488835E-005, 1.0915254E-001, 1.0121043E-004, 1.0915254E-001,-1.1945054E+000, 1.0915254E-001,-1.2183369E+000, 1.0915254E-001,-2.8157922E-002
 1.1864407E-001, 4.6503607E+007, 1.1864407E-001, 8.7588169E-005, 1.1864407E-001, 8.8846053E-005, 1.1864407E-001, 8.9778050E-005, 1.1864407E-001,-8.3461501E-001, 1.1864407E-001,-1.3475947E+000, 1.1864407E-001,-2.4766397E-002, 1.1864407E-001, 4.4191903E+007, 1.1864407E-001, 8.8085540E-005, 1.1864407E-001, 1.0157826E-004, 1.1864407E-001, 1.0437453E-004, 1.1864407E-001,-1.0899635E+000, 1.1864407E-001,-1.0722070E+000, 1.1864407E-001,-2.0960276E-002
 1.2813559E-001, 3.4677838E+007, 1.2813559E-001, 8.9756819E-005, 1.2813559E-001, 9.0944019E-005, 1.2813559E-001, 9.1815592E-005, 1.2813559E-001,-8.2090091E-001, 1.2813559E-001,-1.3242814E+000, 1.2813559E-001,-2.0679708E-002, 1.2813559E-001, 2.9696432E+007, 1.2813559E-001, 9.6888425E-005, 1.2813559E-001, 1.0661444E-004, 1.2813559E-001, 1.0856868E-004, 1.2813559E-001,-9.4294696E-001, 1.2813559E-001,-9.7901811E-001, 1.2813559E-001,-1.6333798E-002
 1.3762712E-001, 2.4296017E+007, 1.3762712E-001, 9.1923484E-005, 1.3762712E-001, 9.3222245E-005, 1.3762712E-001, 9.4158876E-005, 1.3762712E-001,-1.0207167E+000, 1.3762712E-001,-1.5857475E+000, 1.3762712E-001,-1.7213529E-002, 1.3762712E-001, 2.0739297E+007, 1.3762712E-001, 1.0297867E-004, 1.3762712E-001, 1.1018838E-004, 1.3762712E-001, 1.1161726E-004, 1.3762712E-001,-7.8412330E-001, 1.3762712E-001,-8.6588485E-001, 1.3762712E-001,-1.1234621E-002
 1.4711864E-001, 1.2329279E+007, 1.4711864E-001, 9.5178012E-005, 1.4711864E-001, 9.6852556E-005, 1.4711864E-001, 9.8036083E-005, 1.4711864E-001,-1.4004339E+000, 1.4711864E-001,-2.1589479E+000, 1.4711864E-001,-1.2051149E-002, 1.4711864E-001, 2.1229026E+007, 1.4711864E-001, 9.2239240E-005, 1.4711864E-001, 1.0859529E-004, 1.4711864E-001, 1.1178537E-004, 1.4711864E-001,-7.6499955E-001, 1.4711864E-001,-8.1487748E-001, 1.4711864E-001,-9.8499443E-003
 1.5661017E-001, 7.2201845E+006, 1.5661017E-001, 9.9449048E-005, 1.5661017E-001, 1.0130346E-004, 1.5661017E-001, 1.0259895E-004, 1.5661017E-001,-1.6689006E+000, 1.5661017E-001,-2.4916876E+000, 1.5661017E-001,-1.0166964E-002, 1.5661017E-001, 1.7565375E+007, 1.5661017E-001, 9.0138292E-005, 1.5661017E-001, 1.0904735E-004, 1.5661017E-001, 1.1266117E-004, 1.5661017E-001,-7.2368016E-001, 1.5661017E-001,-8.0592863E-001, 1.5661017E-001,-7.3652401E-003
 1.6610169E-001, 6.2141255E+006, 1.6610169E-001, 9.9316002E-005, 1.6610169E-001, 1.0115206E-004, 1.6610169E-001, 1.0251911E-004, 1.6610169E-001,-1.4337306E+000, 1.6610169E-001,-2.2181981E+000, 1.6610169E-001,-6.8292626E-003, 1.6610169E-001, 1.1403247E+007, 1.6610169E-001, 9.6093175E-005, 1.6610169E-001, 1.1435073E-004, 1.6610169E-001, 1.1684496E-004, 1.6610169E-001,-6.7208279E-001, 1.6610169E-001,-8.3419802E-001, 1.6610169E-001,-5.8963316E-003
 1.7559322E-001, 5.8255267E+006, 1.7559322E-001, 9.9472410E-005, 1.7559322E-001, 1.0081920E-004, 1.7559322E-001, 1.0182160E-004, 1.7559322E-001,-1.0920069E+000, 1.7559322E-001,-1.6508305E+000, 1.7559322E-001,-4.7621271E-003, 1.7559322E-001, 1.1059546E+007, 1.7559322E-001, 1.0052909E-004, 1.7559322E-001, 1.1561522E-004, 1.7559322E-001, 1.1779695E-004, 1.7559322E-001,-6.5143833E-001, 1.7559322E-001,-7.8170072E-001, 1.7559322E-001,-5.6625861E-003
