m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
 1.100E+00, 2.468E+00, 2.886E+00, 1.895E+00, 9.257E-01, 1.100E+00, 1.644E+00, 1.918E+00, 1.086E+00, 4.895E-01
 1.150E+00, 2.249E+00, 2.653E+00, 1.768E+00, 8.562E-01, 1.150E+00, 1.420E+00, 1.676E+00, 9.711E-01, 4.434E-01
 1.200E+00, 2.051E+00, 2.445E+00, 1.647E+00, 7.923E-01, 1.200E+00, 1.229E+00, 1.468E+00, 8.686E-01, 4.013E-01
 1.250E+00, 1.870E+00, 2.259E+00, 1.530E+00, 7.344E-01, 1.250E+00, 1.065E+00, 1.288E+00, 7.772E-01, 3.629E-01
 1.300E+00, 1.706E+00, 2.092E+00, 1.418E+00, 6.826E-01, 1.300E+00, 9.249E-01, 1.132E+00, 6.953E-01, 3.281E-01
 1.350E+00, 1.556E+00, 1.942E+00, 1.309E+00, 6.364E-01, 1.350E+00, 8.042E-01, 9.976E-01, 6.220E-01, 2.968E-01
 1.400E+00, 1.418E+00, 1.806E+00, 1.205E+00, 5.953E-01, 1.400E+00, 7.002E-01, 8.808E-01, 5.561E-01, 2.687E-01
 1.450E+00, 1.293E+00, 1.681E+00, 1.105E+00, 5.585E-01, 1.450E+00, 6.106E-01, 7.793E-01, 4.970E-01, 2.434E-01
 1.500E+00, 1.178E+00, 1.567E+00, 1.010E+00, 5.251E-01, 1.500E+00, 5.333E-01, 6.907E-01, 4.439E-01, 2.207E-01
 1.550E+00, 1.072E+00, 1.461E+00, 9.198E-01, 4.944E-01, 1.550E+00, 4.664E-01, 6.132E-01, 3.962E-01, 2.003E-01
 1.600E+00, 9.756E-01, 1.363E+00, 8.354E-01, 4.658E-01, 1.600E+00, 4.085E-01, 5.452E-01, 3.535E-01, 1.819E-01
 1.650E+00, 8.871E-01, 1.271E+00, 7.568E-01, 4.388E-01, 1.650E+00, 3.583E-01, 4.853E-01, 3.152E-01, 1.654E-01
 1.700E+00, 8.060E-01, 1.185E+00, 6.843E-01, 4.128E-01, 1.700E+00, 3.148E-01, 4.325E-01, 2.811E-01, 1.505E-01
 1.750E+00, 7.317E-01, 1.104E+00, 6.177E-01, 3.876E-01, 1.750E+00, 2.769E-01, 3.857E-01, 2.506E-01, 1.370E-01
 1.800E+00, 6.638E-01, 1.028E+00, 5.571E-01, 3.630E-01, 1.800E+00, 2.440E-01, 3.442E-01, 2.235E-01, 1.248E-01
 1.850E+00, 6.017E-01, 9.554E-01, 5.023E-01, 3.390E-01, 1.850E+00, 2.153E-01, 3.072E-01, 1.994E-01, 1.137E-01
 1.900E+00, 5.450E-01, 8.869E-01, 4.530E-01, 3.154E-01, 1.900E+00, 1.903E-01, 2.743E-01, 1.780E-01, 1.037E-01
 1.950E+00, 4.932E-01, 8.220E-01, 4.087E-01, 2.925E-01, 1.950E+00, 1.684E-01, 2.450E-01, 1.590E-01, 9.456E-02
 2.000E+00, 4.460E-01, 7.606E-01, 3.693E-01, 2.702E-01, 2.000E+00, 1.493E-01, 2.188E-01, 1.422E-01, 8.630E-02
 2.050E+00, 4.030E-01, 7.026E-01, 3.341E-01, 2.486E-01, 2.050E+00, 1.326E-01, 1.954E-01, 1.274E-01, 7.881E-02
 2.100E+00, 3.639E-01, 6.477E-01, 3.030E-01, 2.279E-01, 2.100E+00, 1.179E-01, 1.745E-01, 1.142E-01, 7.202E-02
