m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
 1.350E+00, 1.253E+00, 1.881E+00, 1.846E+00, 1.362E+00, 1.350E+00, 1.287E+00, 1.939E+00, 1.904E+00, 1.395E+00
 1.400E+00, 1.125E+00, 1.690E+00, 1.658E+00, 1.237E+00, 1.400E+00, 1.156E+00, 1.744E+00, 1.710E+00, 1.264E+00
 1.450E+00, 1.010E+00, 1.520E+00, 1.489E+00, 1.123E+00, 1.450E+00, 1.039E+00, 1.570E+00, 1.536E+00, 1.147E+00
 1.500E+00, 9.069E-01, 1.367E+00, 1.337E+00, 1.021E+00, 1.500E+00, 9.328E-01, 1.413E+00, 1.380E+00, 1.040E+00
 1.550E+00, 8.147E-01, 1.230E+00, 1.201E+00, 9.274E-01, 1.550E+00, 8.379E-01, 1.272E+00, 1.240E+00, 9.442E-01
 1.600E+00, 7.320E-01, 1.107E+00, 1.079E+00, 8.429E-01, 1.600E+00, 7.527E-01, 1.146E+00, 1.113E+00, 8.570E-01
 1.650E+00, 6.579E-01, 9.960E-01, 9.693E-01, 7.661E-01, 1.650E+00, 6.764E-01, 1.032E+00, 1.000E+00, 7.781E-01
 1.700E+00, 5.915E-01, 8.963E-01, 8.711E-01, 6.964E-01, 1.700E+00, 6.079E-01, 9.295E-01, 8.988E-01, 7.065E-01
 1.750E+00, 5.320E-01, 8.065E-01, 7.832E-01, 6.330E-01, 1.750E+00, 5.466E-01, 8.370E-01, 8.078E-01, 6.415E-01
 1.800E+00, 4.786E-01, 7.257E-01, 7.045E-01, 5.753E-01, 1.800E+00, 4.916E-01, 7.537E-01, 7.262E-01, 5.826E-01
 1.850E+00, 4.308E-01, 6.529E-01, 6.340E-01, 5.228E-01, 1.850E+00, 4.423E-01, 6.786E-01, 6.531E-01, 5.291E-01
 1.900E+00, 3.879E-01, 5.874E-01, 5.709E-01, 4.751E-01, 1.900E+00, 3.981E-01, 6.108E-01, 5.877E-01, 4.806E-01
 1.950E+00, 3.495E-01, 5.283E-01, 5.144E-01, 4.317E-01, 1.950E+00, 3.585E-01, 5.497E-01, 5.290E-01, 4.366E-01
 2.000E+00, 3.150E-01, 4.751E-01, 4.638E-01, 3.923E-01, 2.000E+00, 3.230E-01, 4.947E-01, 4.765E-01, 3.967E-01
 2.050E+00, 2.841E-01, 4.273E-01, 4.184E-01, 3.565E-01, 2.050E+00, 2.913E-01, 4.451E-01, 4.293E-01, 3.605E-01
 2.100E+00, 2.563E-01, 3.843E-01, 3.778E-01, 3.240E-01, 2.100E+00, 2.628E-01, 4.004E-01, 3.871E-01, 3.277E-01
