m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
 1.400E+00, 1.628E+00, 2.079E+00, 1.465E+00, 7.909E-01, 1.400E+00, 7.778E-01, 8.719E-01, 4.541E-01, 1.998E-01
 1.450E+00, 1.521E+00, 2.009E+00, 1.383E+00, 7.751E-01, 1.450E+00, 6.694E-01, 7.702E-01, 4.068E-01, 1.814E-01
 1.500E+00, 1.422E+00, 1.945E+00, 1.299E+00, 7.625E-01, 1.500E+00, 5.771E-01, 6.820E-01, 3.641E-01, 1.650E-01
 1.550E+00, 1.330E+00, 1.885E+00, 1.213E+00, 7.520E-01, 1.550E+00, 4.983E-01, 6.052E-01, 3.255E-01, 1.502E-01
 1.600E+00, 1.243E+00, 1.827E+00, 1.129E+00, 7.420E-01, 1.600E+00, 4.309E-01, 5.382E-01, 2.908E-01, 1.370E-01
 1.650E+00, 1.162E+00, 1.771E+00, 1.046E+00, 7.315E-01, 1.650E+00, 3.732E-01, 4.795E-01, 2.594E-01, 1.252E-01
 1.700E+00, 1.085E+00, 1.715E+00, 9.655E-01, 7.195E-01, 1.700E+00, 3.237E-01, 4.279E-01, 2.312E-01, 1.147E-01
 1.750E+00, 1.013E+00, 1.659E+00, 8.894E-01, 7.052E-01, 1.750E+00, 2.813E-01, 3.824E-01, 2.059E-01, 1.051E-01
 1.800E+00, 9.443E-01, 1.602E+00, 8.178E-01, 6.882E-01, 1.800E+00, 2.448E-01, 3.420E-01, 1.833E-01, 9.654E-02
 1.850E+00, 8.795E-01, 1.545E+00, 7.514E-01, 6.682E-01, 1.850E+00, 2.134E-01, 3.062E-01, 1.631E-01, 8.874E-02
 1.900E+00, 8.182E-01, 1.487E+00, 6.904E-01, 6.452E-01, 1.900E+00, 1.864E-01, 2.742E-01, 1.452E-01, 8.163E-02
 1.950E+00, 7.602E-01, 1.428E+00, 6.348E-01, 6.193E-01, 1.950E+00, 1.630E-01, 2.457E-01, 1.292E-01, 7.515E-02
 2.000E+00, 7.055E-01, 1.369E+00, 5.847E-01, 5.908E-01, 2.000E+00, 1.429E-01, 2.202E-01, 1.152E-01, 6.920E-02
 2.050E+00, 6.538E-01, 1.309E+00, 5.399E-01, 5.602E-01, 2.050E+00, 1.255E-01, 1.973E-01, 1.027E-01, 6.376E-02
 2.100E+00, 6.052E-01, 1.248E+00, 5.000E-01, 5.279E-01, 2.100E+00, 1.105E-01, 1.767E-01, 9.180E-02, 5.876E-02
