m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
 1.550E+00, 2.719E+00, 3.529E+00, 2.824E+00, 1.910E+00, 1.550E+00, 1.043E+00, 1.425E+00, 1.067E+00, 5.837E-01
 1.600E+00, 2.573E+00, 3.369E+00, 2.660E+00, 1.840E+00, 1.600E+00, 9.209E-01, 1.264E+00, 9.580E-01, 5.293E-01
 1.650E+00, 2.435E+00, 3.217E+00, 2.501E+00, 1.770E+00, 1.650E+00, 8.140E-01, 1.123E+00, 8.605E-01, 4.801E-01
 1.700E+00, 2.304E+00, 3.070E+00, 2.350E+00, 1.700E+00, 1.700E+00, 7.205E-01, 9.987E-01, 7.730E-01, 4.356E-01
 1.750E+00, 2.179E+00, 2.928E+00, 2.206E+00, 1.628E+00, 1.750E+00, 6.387E-01, 8.890E-01, 6.944E-01, 3.954E-01
 1.800E+00, 2.061E+00, 2.791E+00, 2.070E+00, 1.555E+00, 1.800E+00, 5.670E-01, 7.921E-01, 6.238E-01, 3.592E-01
 1.850E+00, 1.947E+00, 2.658E+00, 1.942E+00, 1.481E+00, 1.850E+00, 5.040E-01, 7.064E-01, 5.604E-01, 3.265E-01
 1.900E+00, 1.839E+00, 2.527E+00, 1.823E+00, 1.406E+00, 1.900E+00, 4.487E-01, 6.303E-01, 5.035E-01, 2.970E-01
 1.950E+00, 1.736E+00, 2.400E+00, 1.711E+00, 1.331E+00, 1.950E+00, 4.000E-01, 5.628E-01, 4.525E-01, 2.705E-01
 2.000E+00, 1.637E+00, 2.276E+00, 1.607E+00, 1.255E+00, 2.000E+00, 3.572E-01, 5.027E-01, 4.067E-01, 2.465E-01
 2.050E+00, 1.543E+00, 2.155E+00, 1.511E+00, 1.180E+00, 2.050E+00, 3.194E-01, 4.492E-01, 3.657E-01, 2.249E-01
 2.100E+00, 1.452E+00, 2.037E+00, 1.422E+00, 1.105E+00, 2.100E+00, 2.859E-01, 4.016E-01, 3.290E-01, 2.054E-01
