m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
 1.350E+00, 2.336E+00, 3.159E+00, 2.547E+00, 1.467E+00, 1.350E+00, 1.274E+00, 1.834E+00, 1.491E+00, 8.638E-01
 1.400E+00, 2.147E+00, 2.928E+00, 2.341E+00, 1.362E+00, 1.400E+00, 1.126E+00, 1.628E+00, 1.334E+00, 7.824E-01
 1.450E+00, 1.972E+00, 2.715E+00, 2.147E+00, 1.266E+00, 1.450E+00, 9.965E-01, 1.448E+00, 1.194E+00, 7.088E-01
 1.500E+00, 1.810E+00, 2.519E+00, 1.965E+00, 1.178E+00, 1.500E+00, 8.827E-01, 1.289E+00, 1.068E+00, 6.424E-01
 1.550E+00, 1.661E+00, 2.337E+00, 1.796E+00, 1.096E+00, 1.550E+00, 7.826E-01, 1.148E+00, 9.560E-01, 5.824E-01
 1.600E+00, 1.523E+00, 2.169E+00, 1.638E+00, 1.020E+00, 1.600E+00, 6.947E-01, 1.024E+00, 8.555E-01, 5.282E-01
 1.650E+00, 1.395E+00, 2.012E+00, 1.493E+00, 9.490E-01, 1.650E+00, 6.174E-01, 9.144E-01, 7.657E-01, 4.793E-01
 1.700E+00, 1.277E+00, 1.865E+00, 1.359E+00, 8.822E-01, 1.700E+00, 5.493E-01, 8.169E-01, 6.854E-01, 4.352E-01
 1.750E+00, 1.169E+00, 1.727E+00, 1.236E+00, 8.192E-01, 1.750E+00, 4.894E-01, 7.302E-01, 6.136E-01, 3.953E-01
 1.800E+00, 1.069E+00, 1.599E+00, 1.123E+00, 7.598E-01, 1.800E+00, 4.365E-01, 6.529E-01, 5.496E-01, 3.592E-01
 1.850E+00, 9.770E-01, 1.478E+00, 1.020E+00, 7.036E-01, 1.850E+00, 3.898E-01, 5.841E-01, 4.923E-01, 3.267E-01
 1.900E+00, 8.924E-01, 1.365E+00, 9.273E-01, 6.504E-01, 1.900E+00, 3.486E-01, 5.226E-01, 4.413E-01, 2.972E-01
 1.950E+00, 8.147E-01, 1.259E+00, 8.429E-01, 6.001E-01, 1.950E+00, 3.121E-01, 4.677E-01, 3.958E-01, 2.705E-01
 2.000E+00, 7.433E-01, 1.159E+00, 7.666E-01, 5.527E-01, 2.000E+00, 2.799E-01, 4.186E-01, 3.552E-01, 2.464E-01
 2.050E+00, 6.778E-01, 1.066E+00, 6.977E-01, 5.080E-01, 2.050E+00, 2.513E-01, 3.748E-01, 3.189E-01, 2.246E-01
 2.100E+00, 6.177E-01, 9.787E-01, 6.355E-01, 4.660E-01, 2.100E+00, 2.259E-01, 3.355E-01, 2.866E-01, 2.049E-01
