m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
 1.150E+00, 3.521E+00, 4.785E+00, 4.134E+00, 2.561E+00, 1.150E+00, 2.620E+00, 3.768E+00, 3.212E+00, 2.003E+00
 1.200E+00, 3.241E+00, 4.406E+00, 3.805E+00, 2.360E+00, 1.200E+00, 2.334E+00, 3.358E+00, 2.887E+00, 1.820E+00
 1.250E+00, 2.983E+00, 4.062E+00, 3.500E+00, 2.177E+00, 1.250E+00, 2.081E+00, 2.997E+00, 2.596E+00, 1.654E+00
 1.300E+00, 2.744E+00, 3.750E+00, 3.216E+00, 2.010E+00, 1.300E+00, 1.856E+00, 2.678E+00, 2.335E+00, 1.503E+00
 1.350E+00, 2.522E+00, 3.465E+00, 2.950E+00, 1.857E+00, 1.350E+00, 1.657E+00, 2.395E+00, 2.101E+00, 1.366E+00
 1.400E+00, 2.318E+00, 3.205E+00, 2.703E+00, 1.718E+00, 1.400E+00, 1.481E+00, 2.144E+00, 1.890E+00, 1.242E+00
 1.450E+00, 2.128E+00, 2.966E+00, 2.473E+00, 1.590E+00, 1.450E+00, 1.324E+00, 1.922E+00, 1.701E+00, 1.129E+00
 1.500E+00, 1.953E+00, 2.745E+00, 2.259E+00, 1.473E+00, 1.500E+00, 1.184E+00, 1.724E+00, 1.530E+00, 1.027E+00
 1.550E+00, 1.791E+00, 2.541E+00, 2.060E+00, 1.365E+00, 1.550E+00, 1.060E+00, 1.547E+00, 1.376E+00, 9.340E-01
 1.600E+00, 1.641E+00, 2.353E+00, 1.877E+00, 1.265E+00, 1.600E+00, 9.496E-01, 1.389E+00, 1.238E+00, 8.496E-01
 1.650E+00, 1.503E+00, 2.177E+00, 1.708E+00, 1.173E+00, 1.650E+00, 8.513E-01, 1.248E+00, 1.114E+00, 7.729E-01
 1.700E+00, 1.376E+00, 2.014E+00, 1.553E+00, 1.086E+00, 1.700E+00, 7.637E-01, 1.121E+00, 1.002E+00, 7.032E-01
 1.750E+00, 1.258E+00, 1.861E+00, 1.411E+00, 1.005E+00, 1.750E+00, 6.856E-01, 1.007E+00, 9.017E-01, 6.399E-01
 1.800E+00, 1.150E+00, 1.719E+00, 1.282E+00, 9.293E-01, 1.800E+00, 6.160E-01, 9.052E-01, 8.116E-01, 5.824E-01
 1.850E+00, 1.051E+00, 1.586E+00, 1.165E+00, 8.581E-01, 1.850E+00, 5.539E-01, 8.135E-01, 7.308E-01, 5.301E-01
 1.900E+00, 9.592E-01, 1.462E+00, 1.058E+00, 7.912E-01, 1.900E+00, 4.985E-01, 7.311E-01, 6.583E-01, 4.826E-01
 1.950E+00, 8.752E-01, 1.346E+00, 9.617E-01, 7.285E-01, 1.950E+00, 4.489E-01, 6.569E-01, 5.932E-01, 4.394E-01
 2.000E+00, 7.982E-01, 1.237E+00, 8.745E-01, 6.697E-01, 2.000E+00, 4.047E-01, 5.903E-01, 5.348E-01, 4.002E-01
 2.050E+00, 7.276E-01, 1.136E+00, 7.958E-01, 6.147E-01, 2.050E+00, 3.651E-01, 5.303E-01, 4.825E-01, 3.647E-01
 2.100E+00, 6.629E-01, 1.042E+00, 7.247E-01, 5.634E-01, 2.100E+00, 3.296E-01, 4.764E-01, 4.354E-01, 3.324E-01
