m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
 1.550E+00, 7.683E-01, 1.263E+00, 7.907E-01, 4.438E-01, 1.550E+00, 2.980E-01, 3.619E-01, 1.806E-01, 7.541E-02
 1.600E+00, 7.099E-01, 1.236E+00, 7.321E-01, 4.418E-01, 1.600E+00, 2.543E-01, 3.231E-01, 1.610E-01, 6.872E-02
 1.650E+00, 6.557E-01, 1.209E+00, 6.738E-01, 4.400E-01, 1.650E+00, 2.174E-01, 2.890E-01, 1.433E-01, 6.283E-02
 1.700E+00, 6.053E-01, 1.181E+00, 6.168E-01, 4.374E-01, 1.700E+00, 1.862E-01, 2.590E-01, 1.273E-01, 5.761E-02
 1.750E+00, 5.584E-01, 1.152E+00, 5.622E-01, 4.334E-01, 1.750E+00, 1.599E-01, 2.325E-01, 1.129E-01, 5.298E-02
 1.800E+00, 5.147E-01, 1.121E+00, 5.105E-01, 4.274E-01, 1.800E+00, 1.375E-01, 2.088E-01, 9.995E-02, 4.882E-02
 1.850E+00, 4.740E-01, 1.089E+00, 4.624E-01, 4.192E-01, 1.850E+00, 1.186E-01, 1.877E-01, 8.843E-02, 4.507E-02
 1.900E+00, 4.361E-01, 1.055E+00, 4.182E-01, 4.085E-01, 1.900E+00, 1.025E-01, 1.687E-01, 7.821E-02, 4.166E-02
 1.950E+00, 4.008E-01, 1.020E+00, 3.780E-01, 3.955E-01, 1.950E+00, 8.887E-02, 1.517E-01, 6.918E-02, 3.854E-02
 2.000E+00, 3.680E-01, 9.828E-01, 3.420E-01, 3.802E-01, 2.000E+00, 7.724E-02, 1.363E-01, 6.125E-02, 3.567E-02
 2.050E+00, 3.375E-01, 9.444E-01, 3.100E-01, 3.629E-01, 2.050E+00, 6.733E-02, 1.224E-01, 5.429E-02, 3.301E-02
 2.100E+00, 3.092E-01, 9.047E-01, 2.819E-01, 3.440E-01, 2.100E+00, 5.886E-02, 1.099E-01, 4.822E-02, 3.056E-02
