s,m/s,
 1.8801060E+000, 6.0631490E+000,-1.5986373E-002
 1.8900870E+000, 6.0516925E+000,-1.3608489E-002
 1.9001976E+000, 6.0351768E+000,-1.8263412E-002
 1.9100494E+000, 6.0175296E+000,-1.8567927E-002
 1.9200063E+000, 6.0259846E+000,-1.6522777E-002
 1.9300112E+000, 6.0503129E+000,-1.2671788E-002
 1.9400160E+000, 6.0979694E+000,-8.7264025E-003
 1.9501189E+000, 6.1320235E+000,-4.1140678E-003
 1.9600453E+000, 6.1900519E+000, 2.9220118E-003
 1.9701011E+000, 6.2900855E+000, 1.5754889E-002
 1.9800707E+000, 6.3983775E+000, 1.9827267E-002
 1.9901383E+000, 6.3678615E+000, 1.2849876E-002
 2.0000128E+000, 6.2897637E+000, 7.8857288E-003
 2.0101823E+000, 6.2841192E+000, 7.6891897E-003
 2.0201069E+000, 6.2474224E+000, 1.8306091E-003
 2.0300594E+000, 6.1930342E+000,-1.3449909E-003
 2.0401813E+000, 6.2325690E+000, 4.3957559E-003
 2.0500686E+000, 6.2259485E+000, 1.1561451E-003
 2.0600498E+000, 6.2030967E+000,-1.2414137E-003
 2.0700088E+000, 6.2116564E+000, 6.4790965E-003
 2.0801211E+000, 6.2706073E+000, 3.1357736E-003
 2.0900920E+000, 6.1557996E+000,-1.0356045E-002
 2.1001350E+000, 6.0579475E+000,-1.4754254E-002
 2.1100942E+000, 6.0628404E+000,-1.3844211E-002
 2.1200534E+000, 6.0597645E+000,-1.5076093E-002
 2.1301233E+000, 6.0234628E+000,-1.8654341E-002
 2.1401452E+000, 6.0112337E+000,-1.7171332E-002
 2.1501433E+000, 6.0333865E+000,-1.8287455E-002
 2.1600774E+000, 6.0278351E+000,-1.2603627E-002
 2.1701420E+000, 6.1233371E+000,-4.6759867E-003
 2.1800236E+000, 6.1733669E+000, 1.8305627E-003
 2.1900348E+000, 6.3102299E+000, 1.7981307E-002
 2.2001591E+000, 6.3937485E+000, 1.9689265E-002
 2.2100768E+000, 6.4124717E+000, 2.2784392E-002
 2.2200936E+000, 6.4513501E+000, 2.6373349E-002
 2.2300606E+000, 6.4608795E+000, 2.4801603E-002
 2.2401671E+000, 6.4155174E+000, 1.8706630E-002
 2.2500712E+000, 6.3430643E+000, 8.9287613E-003
 2.2600695E+000, 6.2500830E+000, 2.0670951E-003
 2.2701066E+000, 6.2138900E+000, 2.2983607E-003
 2.2802078E+000, 6.2505640E+000, 7.1052802E-003
 2.2900968E+000, 6.2884204E+000, 1.0496745E-002
 2.3000376E+000, 6.2963624E+000, 8.8761119E-003
 2.3100622E+000, 6.2712248E+000, 3.9884705E-003
 2.3200003E+000, 6.1851793E+000,-4.8086410E-003
 2.3301337E+000, 6.1551668E+000,-4.2749553E-003
 2.3401982E+000, 6.1391155E+000,-8.0018142E-003
 2.3500366E+000, 6.1081489E+000,-9.5597860E-003
 2.3600777E+000, 6.1376893E+000,-3.5634621E-003
 2.3700355E+000, 6.1868869E+000, 2.5276451E-003
 2.3801838E+000, 6.2682902E+000, 8.7995314E-003
 2.3901142E+000, 6.2890683E+000, 1.0107913E-002
 2.4000522E+000, 6.3269472E+000, 1.3948956E-002
 2.4101490E+000, 6.3211132E+000, 1.1835740E-002
 2.4201504E+000, 6.3182253E+000, 9.3293934E-003
 2.4301608E+000, 6.2590125E+000, 3.3003796E-003
 2.4400620E+000, 6.2134691E+000,-2.3852707E-005
 2.4500857E+000, 6.1929261E+000,-2.1314620E-003
 2.4601448E+000, 6.1656974E+000,-4.1419109E-003
 2.4701954E+000, 6.1447340E+000,-6.5255148E-003
 2.4801719E+000, 6.1639156E+000,-1.5422210E-003
 2.4901709E+000, 6.2145360E+000, 5.6461928E-003
 2.5000670E+000, 6.3056990E+000, 1.4714149E-002
 2.5101920E+000, 6.3553124E+000, 1.3902169E-002
 2.5200199E+000, 6.3072557E+000, 6.5154027E-003
 2.5301685E+000, 6.1892732E+000,-8.0825924E-003
 2.5400152E+000, 6.0431336E+000,-2.2012801E-002
 2.5500069E+000, 5.9285000E+000,-2.9733649E-002
 2.5601060E+000, 5.8745302E+000,-3.7474472E-002
 2.5701611E+000, 5.8320854E+000,-3.6016109E-002
 2.5801000E+000, 5.7772228E+000,-4.9126960E-002
 2.5901337E+000, 5.7153490E+000,-4.2918294E-002
 2.6000353E+000, 5.8427740E+000,-2.8672359E-002
 2.6101886E+000, 6.0024742E+000,-1.1557557E-002
 2.6201853E+000, 6.1266100E+000,-4.8726104E-003
 2.6300109E+000, 6.1993059E+000, 5.4135702E-003
 2.6400716E+000, 6.2889370E+000, 9.6983542E-003
 2.6501261E+000, 6.2663170E+000, 3.3402797E-003
 2.6600912E+000, 6.2217115E+000, 2.9284723E-003
 2.6700934E+000, 6.2723303E+000, 1.1770649E-002
 2.6800480E+000, 6.3401488E+000, 1.3980792E-002
 2.6900039E+000, 6.2773693E+000, 2.0915824E-003
 2.7000391E+000, 6.2609782E+000, 1.3807488E-002
 2.7100793E+000, 6.4141801E+000, 2.7375235E-002
 2.7201174E+000, 6.4947361E+000, 3.0672405E-002
 2.7300112E+000, 6.4874425E+000, 2.3041101E-002
 2.7400831E+000, 6.3067996E+000,-2.5949162E-003
 2.7500925E+000, 6.0565036E+000,-2.5311605E-002
 2.7600237E+000, 5.8654540E+000,-3.8107322E-002
 2.7702049E+000, 5.8566157E+000,-2.9856415E-002
 2.7800659E+000, 5.9288328E+000,-2.4749659E-002
 2.7901381E+000, 6.0149842E+000,-1.0459753E-002
 2.8000912E+000, 6.1647131E+000, 1.5842933E-003
 2.8100722E+000, 6.2704754E+000, 1.4529617E-002
 2.8200651E+000, 6.4313765E+000, 2.9831834E-002
 2.8300878E+000, 6.5478049E+000, 3.6028014E-002
 2.8401579E+000, 6.5299820E+000, 2.9472559E-002
 2.8501274E+000, 6.4703041E+000, 2.3443031E-002
 2.8600415E+000, 6.4055378E+000, 1.9027734E-002
 2.8701956E+000, 6.3753409E+000, 1.6234094E-002
 2.8801466E+000, 6.3341517E+000, 9.5385506E-003
 2.8900333E+000, 6.2336430E+000,-3.1450890E-003
 2.9000218E+000, 6.1474066E+000,-3.1372964E-003
 2.9102032E+000, 6.2208796E+000, 5.6630150E-003
 2.9200122E+000, 6.2284158E+000,-2.6910519E-003
 2.9300633E+000, 6.1103318E+000,-1.1552753E-002
 2.9401050E+000, 6.0836144E+000,-1.1618034E-002
 2.9502049E+000, 6.1234950E+000,-1.7328678E-003
 2.9600925E+000, 6.1821614E+000,-7.0623732E-003
 2.9700729E+000, 6.0758134E+000,-1.4524844E-002
 2.9801116E+000, 6.0952945E+000,-6.7286146E-003
 2.9901520E+000, 6.1097613E+000,-1.4994648E-002
 3.0001367E+000, 5.9690945E+000,-3.0157482E-002
 3.0101745E+000, 5.8578890E+000,-3.5511651E-002
 3.0200009E+000, 5.8933410E+000,-2.8202080E-002
 3.0301446E+000, 5.8945957E+000,-3.5125324E-002
 3.0401483E+000, 5.8057703E+000,-4.0262821E-002
 3.0501334E+000, 5.8521660E+000,-2.8258853E-002
 3.0601270E+000, 5.9996653E+000,-1.2973452E-002
 3.0700210E+000, 6.1244472E+000,-3.3794790E-003
 3.0800422E+000, 6.2157927E+000, 6.9390754E-003
 3.0901409E+000, 6.2880471E+000, 1.0128596E-002
 3.1000165E+000, 6.3244130E+000, 1.4625849E-002
 3.1100858E+000, 6.3749440E+000, 1.9509446E-002
 3.1201551E+000, 6.4029524E+000, 2.0943658E-002
 3.1301275E+000, 6.4151453E+000, 2.5053815E-002
 3.1400458E+000, 6.4482580E+000, 2.1234732E-002
 3.1501520E+000, 6.3404316E+000, 1.0492618E-002
 3.1601532E+000, 6.3263058E+000, 1.4229211E-002
 3.1701148E+000, 6.3597020E+000, 1.6381040E-002
 3.1801535E+000, 6.3275783E+000, 9.4552956E-003
 3.1901035E+000, 6.2629277E+000, 2.7864771E-003
 3.2001235E+000, 6.2306751E+000, 2.5315955E-003
 3.2100042E+000, 6.1849720E+000,-4.9542302E-003
 3.2200115E+000, 6.1353424E+000,-6.5471304E-003
 3.2300933E+000, 6.1682222E+000,-1.0021122E-003
 3.2400413E+000, 6.1894740E+000,-2.0050887E-003
 3.2501674E+000, 6.1625612E+000,-6.0156480E-003
 3.2601158E+000, 6.1018081E+000,-1.7408625E-002
 3.2700167E+000, 5.9268306E+000,-3.5972638E-002
 3.2800159E+000, 5.7970626E+000,-4.3230315E-002
 3.2901204E+000, 5.7200367E+000,-5.1926405E-002
 3.3000756E+000, 5.7238037E+000,-4.0174634E-002
 3.3101562E+000, 5.8958166E+000,-2.0145337E-002
 3.3200157E+000, 6.1154251E+000, 6.0986277E-004
 3.3301889E+000, 6.2655188E+000, 1.3492648E-002
 3.3401268E+000, 6.4349926E+000, 3.5635618E-002
 3.3501444E+000, 6.7060680E+000, 6.0136089E-002
 3.3600963E+000, 6.8477180E+000, 6.9347639E-002
 3.3701363E+000, 6.9718843E+000, 8.3939535E-002
 3.3800859E+000, 7.0176218E+000, 7.5356325E-002
 3.3900354E+000, 6.8377908E+000, 5.2670687E-002
 3.4001779E+000, 6.7030341E+000, 4.8864205E-002
 3.4100711E+000, 6.5873105E+000, 2.5095677E-002
 3.4201877E+000, 6.2654830E+000,-9.9605582E-003
 3.4300798E+000, 6.0356033E+000,-2.1270222E-002
 3.4400423E+000, 5.9145123E+000,-3.6295021E-002
 3.4501572E+000, 5.7883007E+000,-4.5577100E-002
 3.4600735E+000, 5.7179826E+000,-4.8991853E-002
 3.4701215E+000, 5.7289265E+000,-4.6749188E-002
 3.4801600E+000, 5.7148300E+000,-5.0120785E-002
 3.4900091E+000, 5.6687672E+000,-5.4466717E-002
 3.5000476E+000, 5.6907982E+000,-4.5978940E-002
 3.5100671E+000, 5.8151044E+000,-2.9395333E-002
 3.5200677E+000, 5.9963748E+000,-1.5370855E-002
 3.5300683E+000, 6.0781579E+000,-7.1107926E-003
 3.5400689E+000, 6.2262452E+000, 1.2832839E-002
 3.5500610E+000, 6.3709962E+000, 1.8682429E-002
 3.5601499E+000, 6.3589386E+000, 1.4158076E-002
 3.5700044E+000, 6.3960301E+000, 2.7916374E-002
 3.5800558E+000, 6.5674043E+000, 4.2513349E-002
 3.5901544E+000, 6.6141784E+000, 3.7235475E-002
 3.6000939E+000, 6.5408819E+000, 3.1631082E-002
 3.6101542E+000, 6.4839394E+000, 2.6454464E-002
 3.6200805E+000, 6.4214089E+000, 1.4974719E-002
 3.6301387E+000, 6.2687798E+000, 1.2754732E-003
 3.6400574E+000, 6.1925108E+000,-1.1573753E-003
 3.6500025E+000, 6.1950419E+000, 2.0154724E-003
 3.6600933E+000, 6.2122774E+000,-1.2340653E-003
 3.6700846E+000, 6.1873234E+000,-6.0251048E-005
 3.6801028E+000, 6.2108527E+000,-1.0966841E-003
 3.6901304E+000, 6.1566020E+000,-6.0354929E-003
 3.7000150E+000, 6.1481051E+000,-3.6321637E-003
 3.7101135E+000, 6.1320855E+000,-1.2359025E-002
 3.7202400E+000, 6.0164462E+000,-2.1675821E-002
 3.7301424E+000, 6.0140808E+000,-1.5945536E-002
 3.7401134E+000, 5.9999376E+000,-2.4934702E-002
 3.7500248E+000, 5.9181663E+000,-3.0925228E-002
 3.7600975E+000, 5.8909870E+000,-2.8106975E-002
 3.7700949E+000, 5.9761350E+000,-1.7916936E-002
 3.7800879E+000, 6.0696017E+000,-8.4045882E-003
 3.7901401E+000, 6.1661338E+000, 4.6603654E-003
 3.8002263E+000, 6.4189199E+000, 3.8183970E-002
 3.8102102E+000, 6.6842571E+000, 5.5048760E-002
 3.8202171E+000, 6.7650526E+000, 5.7289947E-002
 3.8300529E+000, 6.7625760E+000, 5.3608603E-002
 3.8400080E+000, 6.6283448E+000, 2.8653630E-002
 3.8501274E+000, 6.3420422E+000, 2.0203968E-003
 3.8600678E+000, 6.1258251E+000,-1.5191648E-002
 3.8701769E+000, 5.9914351E+000,-2.3700136E-002
 3.8800570E+000, 5.9450324E+000,-2.8020657E-002
 3.8901518E+000, 5.9204645E+000,-2.6381359E-002
 3.9000466E+000, 5.9633978E+000,-2.0905629E-002
 3.9100835E+000, 6.0209403E+000,-1.3834312E-002
 3.9201990E+000, 6.1586220E+000, 5.0687773E-003
 3.9301263E+000, 6.3224166E+000, 1.7141129E-002
 3.9401180E+000, 6.3571558E+000, 1.2110394E-002
 3.9500035E+000, 6.2885785E+000, 8.1109320E-003
 3.9600590E+000, 6.3049895E+000, 1.2342138E-002
 3.9700067E+000, 6.3175923E+000, 8.8500586E-003
 3.9801525E+000, 6.2286218E+000,-1.1053803E-003
 3.9902190E+000, 6.1984381E+000, 3.0029197E-003
 4.0001602E+000, 6.2987202E+000, 1.4248900E-002
 4.0101446E+000, 6.3307703E+000, 5.3370342E-003
 4.0200046E+000, 6.1278329E+000,-1.7136897E-002
 4.0301395E+000, 5.9570688E+000,-3.1136138E-002
 4.0401581E+000, 5.8354718E+000,-4.0434058E-002
 4.0500272E+000, 5.7480592E+000,-4.9074778E-002
 4.0600242E+000, 5.7330893E+000,-4.3123750E-002
 4.0700358E+000, 5.8106261E+000,-3.4573498E-002
 4.0801199E+000, 5.9235150E+000,-1.9435535E-002
 4.0900657E+000, 6.1477805E+000, 9.1364065E-003
 4.1000143E+000, 6.4029332E+000, 2.9512385E-002
 4.1101586E+000, 6.5746462E+000, 4.2920933E-002
 4.1201523E+000, 6.6419982E+000, 4.4918883E-002
 4.1300957E+000, 6.6833315E+000, 5.2451979E-002
 4.1401414E+000, 6.6972499E+000, 4.3089672E-002
 4.1500809E+000, 6.5472004E+000, 2.9403370E-002
 4.1600989E+000, 6.4567309E+000, 1.8649457E-002
 4.1701433E+000, 6.3084496E+000, 4.3181093E-003
 4.1800026E+000, 6.1794006E+000,-7.0105490E-003
 4.1901983E+000, 6.1311501E+000,-5.4875372E-003
 4.2000036E+000, 6.1536521E+000,-6.6357462E-003
 4.2101436E+000, 6.0797368E+000,-1.7072407E-002
 4.2201358E+000, 5.9911938E+000,-2.3520741E-002
 4.2302760E+000, 5.9891482E+000,-1.5426562E-002
 4.2400773E+000, 6.1221074E+000,-2.9708320E-003
 4.2500994E+000, 6.1776339E+000,-2.8493256E-003
 4.2601248E+000, 6.1653205E+000,-1.8432141E-003
 4.2700862E+000, 6.2452816E+000, 1.0980411E-002
 4.2801519E+000, 6.3113691E+000, 8.1947915E-003
 4.2900768E+000, 6.2159350E+000,-5.0035504E-003
 4.3002223E+000, 6.1381689E+000,-5.6841568E-003
 4.3100227E+000, 6.1657271E+000,-4.2149604E-004
 4.3201266E+000, 6.1816835E+000,-6.5113615E-003
 4.3300609E+000, 6.0790110E+000,-1.6550381E-002
 4.3402007E+000, 6.0361417E+000,-1.5061387E-002
 4.3500970E+000, 6.0533258E+000,-1.6688652E-002
 4.3602083E+000, 6.0069090E+000,-1.9521869E-002
 4.3701800E+000, 6.0455853E+000,-1.0158752E-002
 4.3800714E+000, 6.1762634E+000, 5.2727698E-003
 4.3901122E+000, 6.2948780E+000, 1.1179165E-002
 4.4000971E+000, 6.3314615E+000, 1.5247633E-002
 4.4101094E+000, 6.3752724E+000, 1.7472202E-002
 4.4201314E+000, 6.3286062E+000, 7.3575779E-003
 4.4301205E+000, 6.1935297E+000,-6.1999378E-003
 4.4400874E+000, 6.1076790E+000,-1.1884439E-002
 4.4500923E+000, 6.0763298E+000,-1.2995739E-002
 4.4600594E+000, 6.0414697E+000,-2.0318229E-002
 4.4700527E+000, 5.9228630E+000,-3.3427161E-002
 4.4801349E+000, 5.8736256E+000,-3.0522836E-002
 4.4902048E+000, 5.9382792E+000,-2.0373313E-002
 4.5000058E+000, 6.1026911E+000, 1.9414218E-004
 4.5101119E+000, 6.2733771E+000, 1.5339636E-002
 4.5202221E+000, 6.4533375E+000, 3.2645190E-002
 4.5300104E+000, 6.5957243E+000, 4.6302518E-002
 4.5400598E+000, 6.6777565E+000, 4.5436735E-002
 4.5500892E+000, 6.5822269E+000, 3.1468094E-002
 4.5600443E+000, 6.4619301E+000, 2.1915764E-002
 4.5701641E+000, 6.3280947E+000, 3.0745329E-003
 4.5800374E+000, 6.1541090E+000,-1.0237636E-002
 4.5900686E+000, 6.0697289E+000,-1.4265344E-002
 4.6000997E+000, 6.0583818E+000,-1.3874458E-002
 4.6100760E+000, 6.0713884E+000,-9.7782262E-003
 4.6201171E+000, 6.1862443E+000, 5.1997757E-003
 4.6300597E+000, 6.2819332E+000, 1.0581584E-002
 4.6401687E+000, 6.2925783E+000, 9.3234704E-003
