s,m/s,
 9.3103404E+000, 6.5433726E+000, 3.0691261E-002
 9.3204683E+000, 6.4779235E+000, 2.6149618E-002
 9.3303062E+000, 6.4148879E+000, 1.8183724E-002
 9.3401090E+000, 6.3611489E+000, 1.4198795E-002
 9.3500716E+000, 6.3180304E+000, 1.0733318E-002
 9.3603272E+000, 6.3114537E+000, 1.0972263E-002
 9.3706414E+000, 6.2965027E+000, 8.6527499E-003
 9.3803110E+000, 6.2834591E+000, 8.6744124E-003
 9.3902014E+000, 6.3182150E+000, 1.5206141E-002
 9.4003254E+000, 6.3629442E+000, 1.4350686E-002
 9.4104568E+000, 6.2567077E+000,-1.2655274E-003
 9.4204500E+000, 6.1442795E+000,-1.0105885E-002
 9.4301220E+000, 6.0376331E+000,-2.1505543E-002
 9.4401754E+000, 5.9308764E+000,-3.1654323E-002
 9.4505621E+000, 5.8434015E+000,-3.9088914E-002
 9.4603379E+000, 5.7869589E+000,-4.3337760E-002
 9.4701136E+000, 5.7551120E+000,-4.4539224E-002
 9.4806225E+000, 5.7619553E+000,-4.3041336E-002
 9.4900317E+000, 5.7736562E+000,-4.2647976E-002
 9.5001129E+000, 5.7821830E+000,-3.8977640E-002
 9.5101941E+000, 5.8413949E+000,-3.4941534E-002
 9.5203497E+000, 5.8353016E+000,-3.6968023E-002
 9.5302400E+000, 5.8453658E+000,-3.2995708E-002
 9.5401304E+000, 5.9187496E+000,-2.3537798E-002
 9.5500207E+000, 6.0066623E+000,-1.6561660E-002
 9.5605704E+000, 6.0678063E+000,-9.5161080E-003
 9.5704608E+000, 6.1605286E+000, 1.6631839E-003
 9.5802415E+000, 6.2545589E+000, 7.6959211E-003
 9.5901443E+000, 6.2949399E+000, 1.1761037E-002
 9.6005186E+000, 6.3267038E+000, 1.2858450E-002
 9.6102212E+000, 6.3047038E+000, 8.8513626E-003
 9.6204073E+000, 6.2788516E+000, 6.8275009E-003
 9.6303104E+000, 6.2692513E+000, 8.3084554E-003
 9.6402700E+000, 6.3077941E+000, 1.3658756E-002
 9.6502297E+000, 6.3639276E+000, 1.8616701E-002
 9.6601894E+000, 6.4061242E+000, 2.0813582E-002
 9.6701491E+000, 6.3933490E+000, 1.8196422E-002
 9.6801314E+000, 6.3654620E+000, 1.4605427E-002
 9.6901364E+000, 6.3337609E+000, 1.3166805E-002
 9.7003082E+000, 6.3203165E+000, 1.1655241E-002
 9.7105009E+000, 6.3189762E+000, 1.0971735E-002
 9.7204612E+000, 6.2960485E+000, 8.5612392E-003
 9.7300405E+000, 6.2752725E+000, 8.1644935E-003
 9.7402185E+000, 6.2795063E+000, 8.5070840E-003
 9.7503266E+000, 6.2843010E+000, 7.6353788E-003
 9.7605379E+000, 6.2726661E+000, 6.7621775E-003
 9.7704832E+000, 6.2552154E+000, 3.8859306E-003
 9.7804286E+000, 6.2309542E+000, 2.4332677E-003
 9.7903740E+000, 6.2184151E+000, 1.1099724E-003
 9.8001335E+000, 6.2035547E+000, 5.4554221E-004
 9.8104109E+000, 6.2330020E+000, 4.7814915E-003
 9.8204043E+000, 6.2464862E+000, 4.7292566E-003
 9.8303276E+000, 6.2409029E+000, 4.6929017E-003
 9.8401197E+000, 6.2526575E+000, 3.8878965E-003
 9.8505238E+000, 6.2287999E+000, 4.1027730E-003
 9.8603158E+000, 6.2735505E+000, 9.2306415E-003
 9.8701079E+000, 6.3010380E+000, 1.0269817E-002
 9.8800457E+000, 6.2656020E+000, 3.5268883E-003
 9.8902794E+000, 6.1860786E+000,-7.5699974E-003
 9.9004457E+000, 6.0752464E+000,-1.7890566E-002
 9.9101278E+000, 5.9569626E+000,-3.0415077E-002
 9.9201488E+000, 5.8519431E+000,-3.8016718E-002
 9.9302667E+000, 5.7724125E+000,-4.6257732E-002
 9.9401328E+000, 5.7059887E+000,-5.2231607E-002
 9.9504638E+000, 5.6383846E+000,-6.0604352E-002
 9.9603251E+000, 5.5560472E+000,-6.6912547E-002
 9.9702804E+000, 5.5316028E+000,-6.6588964E-002
 9.9804534E+000, 5.5201320E+000,-6.8683946E-002
 9.9902113E+000, 5.5158725E+000,-6.7503980E-002
 1.0000000E+001, 5.5376953E+000,-6.5007575E-002
