s,m/s,
 1.7804129E+000, 6.0001469E+000,-1.9578302E-002
 1.7902435E+000, 6.0211403E+000,-1.5842074E-002
 1.8006039E+000, 6.0696412E+000,-1.0335655E-002
 1.8101190E+000, 6.1298919E+000,-3.3035660E-003
 1.8202034E+000, 6.1747067E+000,-3.6662505E-003
 1.8302371E+000, 6.1457586E+000,-7.1434854E-003
 1.8404777E+000, 6.1199600E+000,-8.0438237E-003
 1.8501493E+000, 6.1289965E+000,-5.4944543E-003
 1.8603898E+000, 6.1685732E+000,-2.7879189E-003
 1.8705166E+000, 6.1797343E+000,-5.7509606E-004
 1.8805296E+000, 6.2406503E+000, 8.3925765E-003
 1.8905426E+000, 6.3306298E+000, 1.5480823E-002
 1.9003537E+000, 6.3449713E+000, 1.3847657E-002
 1.9102789E+000, 6.3557593E+000, 1.7220811E-002
 1.9204709E+000, 6.3743337E+000, 1.4267608E-002
 1.9303136E+000, 6.3001408E+000, 8.4190007E-003
 1.9402336E+000, 6.2960225E+000, 9.8084948E-003
 1.9502104E+000, 6.2684057E+000, 3.6518790E-003
 1.9605102E+000, 6.2080399E+000,-5.6341215E-004
 1.9700749E+000, 6.1834460E+000,-7.7363433E-004
 1.9802954E+000, 6.2320825E+000, 6.4781673E-003
 1.9903921E+000, 6.2836158E+000, 1.0435855E-002
 2.0002070E+000, 6.3224864E+000, 1.4296484E-002
 2.0101122E+000, 6.3277624E+000, 1.0710103E-002
 2.0205142E+000, 6.3119538E+000, 1.1502445E-002
 2.0304894E+000, 6.2923244E+000, 6.8864242E-003
 2.0400695E+000, 6.2164226E+000,-2.7158560E-003
 2.0502266E+000, 6.1518377E+000,-5.5814353E-003
 2.0603836E+000, 6.1382657E+000,-6.4510416E-003
 2.0703150E+000, 6.1355616E+000,-7.4796810E-003
 2.0804707E+000, 6.0973508E+000,-1.1647695E-002
 2.0903791E+000, 6.0989303E+000,-7.8397561E-003
 2.1001370E+000, 6.1372721E+000,-6.0765508E-003
 2.1104239E+000, 6.1373161E+000,-6.2063458E-003
 2.1202047E+000, 6.1515565E+000,-1.7713028E-003
 2.1301925E+000, 6.2065035E+000, 8.3060600E-004
 2.1402913E+000, 6.2157563E+000, 2.0535217E-003
 2.1500572E+000, 6.2316818E+000, 3.9272261E-003
 2.1605181E+000, 6.2505951E+000, 5.7171478E-003
 2.1700787E+000, 6.2346160E+000, 1.1048986E-003
 2.1803536E+000, 6.1782601E+000,-7.8039013E-003
 2.1902863E+000, 6.0305926E+000,-2.4611863E-002
 2.2003446E+000, 5.8843655E+000,-3.6234759E-002
 2.2103242E+000, 5.8184547E+000,-3.9499460E-002
 2.2204310E+000, 5.7906816E+000,-4.1591340E-002
 2.2303262E+000, 5.7787046E+000,-4.3343727E-002
 2.2403960E+000, 5.7675923E+000,-4.1395530E-002
 2.2503756E+000, 5.8185060E+000,-3.6761803E-002
 2.2600476E+000, 5.8247601E+000,-3.7352386E-002
 2.2705094E+000, 5.8449028E+000,-3.2457327E-002
 2.2804511E+000, 5.9220572E+000,-2.2641739E-002
 2.2905356E+000, 6.0322130E+000,-1.1201249E-002
 2.3002123E+000, 6.1354049E+000,-2.3490724E-003
 2.3104875E+000, 6.2515911E+000, 1.1857764E-002
 2.3201766E+000, 6.3857731E+000, 2.3234297E-002
 2.3302949E+000, 6.4518242E+000, 2.6271045E-002
 2.3401469E+000, 6.4991225E+000, 3.4090831E-002
 2.3501054E+000, 6.5774523E+000, 3.9285068E-002
 2.3603138E+000, 6.5740944E+000, 3.6307182E-002
 2.3702764E+000, 6.5377802E+000, 3.1367684E-002
 2.3802914E+000, 6.5059642E+000, 3.0423037E-002
 2.3900967E+000, 6.4948141E+000, 2.8905407E-002
 2.4003309E+000, 6.4738326E+000, 2.5142800E-002
 2.4104115E+000, 6.4359406E+000, 2.2954734E-002
 2.4205433E+000, 6.4286569E+000, 2.3380059E-002
 2.4301122E+000, 6.4372165E+000, 2.3350463E-002
 2.4402440E+000, 6.4392325E+000, 2.4342078E-002
 2.4503758E+000, 6.4388052E+000, 2.3148621E-002
 2.4605076E+000, 6.4447881E+000, 2.6705274E-002
 2.4700765E+000, 6.4938614E+000, 3.1495646E-002
 2.4803771E+000, 6.5223841E+000, 3.1792415E-002
 2.4901737E+000, 6.4769033E+000, 2.3609029E-002
 2.5001657E+000, 6.3909608E+000, 1.4411683E-002
 2.5102806E+000, 6.3157161E+000, 8.9939932E-003
 2.5202357E+000, 6.2471993E+000, 1.7474504E-003
 2.5300827E+000, 6.1850892E+000,-5.7560641E-003
 2.5401728E+000, 6.0696897E+000,-1.7587300E-002
 2.5504499E+000, 5.9843474E+000,-2.5690215E-002
 2.5602130E+000, 5.8618252E+000,-4.0369819E-002
 2.5701303E+000, 5.7425630E+000,-5.0496143E-002
 2.5803046E+000, 5.6726862E+000,-5.1517117E-002
 2.5901962E+000, 5.7226881E+000,-4.4629038E-002
 2.6002897E+000, 5.7628568E+000,-4.6794918E-002
 2.6103364E+000, 5.6689507E+000,-5.6808441E-002
 2.6203831E+000, 5.6219859E+000,-5.7491904E-002
 2.6301858E+000, 5.6492694E+000,-5.2980684E-002
 2.6400268E+000, 5.7019119E+000,-4.7131116E-002
 2.6501804E+000, 5.7495157E+000,-4.2740127E-002
 2.6602966E+000, 5.8203534E+000,-3.3241707E-002
 2.6704937E+000, 5.9514343E+000,-1.7036457E-002
 2.6802752E+000, 6.0832828E+000,-9.6546430E-003
 2.6903703E+000, 6.0771213E+000,-1.5169758E-002
 2.7004653E+000, 6.0504073E+000,-1.3138222E-002
 2.7103489E+000, 6.0890576E+000,-1.1026207E-002
 2.7200047E+000, 6.0702951E+000,-1.5363060E-002
 2.7300017E+000, 6.0321567E+000,-1.7640025E-002
 2.7401983E+000, 6.0627194E+000,-7.8163871E-003
 2.7502718E+000, 6.1579591E+000,-4.8081324E-003
 2.7603909E+000, 6.1520662E+000,-1.6760841E-003
 2.7702188E+000, 6.2501162E+000, 1.0856302E-002
 2.7801327E+000, 6.3362599E+000, 1.4336294E-002
 2.7900540E+000, 6.3650100E+000, 2.1422436E-002
 2.8003880E+000, 6.4873984E+000, 3.5012838E-002
 2.8103457E+000, 6.5850021E+000, 3.9421841E-002
 2.8200576E+000, 6.6275216E+000, 4.7329189E-002
 2.8300744E+000, 6.7225766E+000, 5.3640171E-002
 2.8401236E+000, 6.7017068E+000, 4.5202990E-002
 2.8502906E+000, 6.5678849E+000, 2.9968363E-002
 2.8601682E+000, 6.4816661E+000, 2.8037427E-002
 2.8701748E+000, 6.4768981E+000, 2.3502720E-002
 2.8800422E+000, 6.3577909E+000, 1.1211495E-002
 2.8900651E+000, 6.3070748E+000, 9.5642093E-003
 2.9004260E+000, 6.2677223E+000, 3.3091932E-003
 2.9104415E+000, 6.2282291E+000, 2.6920265E-003
 2.9202103E+000, 6.2293883E+000, 3.2595943E-003
 2.9300876E+000, 6.2357248E+000, 4.3267011E-003
 2.9400959E+000, 6.2477547E+000, 4.4738221E-003
 2.9501046E+000, 6.2368304E+000, 4.6285593E-003
 2.9604294E+000, 6.2736493E+000, 9.1811807E-003
 2.9702800E+000, 6.3032638E+000, 1.0566850E-002
 2.9801307E+000, 6.3005911E+000, 9.5656050E-003
 2.9905607E+000, 6.2930155E+000, 9.0393110E-003
 3.0003272E+000, 6.2852353E+000, 8.5787723E-003
 3.0100153E+000, 6.2797355E+000, 8.2130148E-003
 3.0202036E+000, 6.3055361E+000, 1.2644130E-002
 3.0303920E+000, 6.3418047E+000, 1.4741499E-002
 3.0403748E+000, 6.3353498E+000, 1.3878633E-002
 3.0503577E+000, 6.3372357E+000, 1.2321138E-002
 3.0600824E+000, 6.2789006E+000, 4.7725955E-003
 3.0703191E+000, 6.2187271E+000,-3.1847939E-004
 3.0800438E+000, 6.1534222E+000,-9.2074934E-003
 3.0904340E+000, 6.0900286E+000,-1.1121797E-002
 3.1003430E+000, 6.1172541E+000,-4.8844652E-003
 3.1102521E+000, 6.1817417E+000,-1.3625353E-003
 3.1200741E+000, 6.1814478E+000,-9.5774426E-004
 3.1305509E+000, 6.2115590E+000, 4.0134054E-003
 3.1401547E+000, 6.2867068E+000, 1.2328458E-002
 3.1503587E+000, 6.3325382E+000, 1.3458703E-002
 3.1605627E+000, 6.3690019E+000, 2.0798966E-002
 3.1701665E+000, 6.4250053E+000, 2.1828995E-002
 3.1803704E+000, 6.4010894E+000, 1.9453236E-002
 3.1905744E+000, 6.3901778E+000, 1.7714611E-002
 3.2001782E+000, 6.3435187E+000, 1.2168017E-002
 3.2103822E+000, 6.3225320E+000, 1.2476880E-002
 3.2205148E+000, 6.3170415E+000, 1.0805112E-002
 3.2300331E+000, 6.2852053E+000, 6.9228488E-003
 3.2405032E+000, 6.2430288E+000, 2.4263346E-003
 3.2501826E+000, 6.1920663E+000,-4.9330501E-003
 3.2604222E+000, 6.0810609E+000,-1.8605711E-002
 3.2702606E+000, 5.9364190E+000,-3.4310483E-002
 3.2802053E+000, 5.8118026E+000,-4.0240809E-002
 3.2903557E+000, 5.7851617E+000,-4.2344668E-002
 3.3000743E+000, 5.7682980E+000,-4.3525026E-002
 3.3103940E+000, 5.7749491E+000,-4.1537788E-002
 3.3203024E+000, 5.8075845E+000,-3.6855992E-002
 3.3304502E+000, 5.8701606E+000,-3.0406561E-002
 3.3404469E+000, 5.8957153E+000,-3.0641742E-002
 3.3501786E+000, 5.9018857E+000,-2.8220132E-002
 3.3604490E+000, 5.9180400E+000,-2.9507076E-002
 3.3702265E+000, 5.8936920E+000,-3.1445107E-002
 3.3803840E+000, 5.9100918E+000,-2.6084000E-002
 3.3905892E+000, 5.9952231E+000,-1.5290929E-002
 3.4001698E+000, 6.1014780E+000,-4.4643031E-003
 3.4105784E+000, 6.2230344E+000, 8.0449437E-003
 3.4200503E+000, 6.3143180E+000, 1.3559928E-002
 3.4304631E+000, 6.3660858E+000, 1.9327166E-002
 3.4402975E+000, 6.4417083E+000, 2.8855006E-002
 3.4501318E+000, 6.5440609E+000, 3.9064863E-002
 3.4605446E+000, 6.6334852E+000, 4.7674980E-002
 3.4703789E+000, 6.7214784E+000, 5.6208448E-002
 3.4805603E+000, 6.8113026E+000, 6.4813796E-002
 3.4900223E+000, 6.8624778E+000, 6.6474271E-002
 3.5000377E+000, 6.9000807E+000, 7.1975495E-002
 3.5100530E+000, 6.8933388E+000, 6.6740436E-002
 3.5200951E+000, 6.8293986E+000, 5.9355924E-002
 3.5303857E+000, 6.7733608E+000, 5.5747193E-002
 3.5404464E+000, 6.7194820E+000, 4.7755139E-002
 3.5505071E+000, 6.6465471E+000, 4.1783325E-002
 3.5605679E+000, 6.5790875E+000, 3.5206271E-002
 3.5702665E+000, 6.4785737E+000, 1.9681754E-002
 3.5801166E+000, 6.3135134E+000, 5.4829787E-003
 3.5904852E+000, 6.2053769E+000,-3.6447253E-003
 3.6004909E+000, 6.1096556E+000,-1.5080978E-002
 3.6101855E+000, 5.9966660E+000,-2.4830376E-002
 3.6204504E+000, 5.9116573E+000,-3.3223192E-002
 3.6300762E+000, 5.8049715E+000,-4.5687119E-002
 3.6404351E+000, 5.6544014E+000,-6.3530388E-002
 3.6500839E+000, 5.4638679E+000,-8.1044812E-002
 3.6604964E+000, 5.3425357E+000,-8.7869394E-002
 3.6701209E+000, 5.3090808E+000,-8.9982282E-002
 3.6800357E+000, 5.3063137E+000,-8.9107191E-002
 3.6903377E+000, 5.3234297E+000,-8.4464012E-002
 3.7000495E+000, 5.4116973E+000,-7.2898290E-002
 3.7101611E+000, 5.5450728E+000,-5.8288938E-002
 3.7204004E+000, 5.7118843E+000,-4.0581843E-002
 3.7301247E+000, 5.8755169E+000,-2.6446398E-002
 3.7402530E+000, 5.9958393E+000,-1.3452981E-002
 3.7500474E+000, 6.1421672E+000,-4.1679117E-004
 3.7604540E+000, 6.2526380E+000, 9.2887930E-003
 3.7702484E+000, 6.3421620E+000, 1.9636568E-002
 3.7802156E+000, 6.4428517E+000, 2.9253304E-002
 3.7900513E+000, 6.5378196E+000, 3.7441790E-002
 3.8001602E+000, 6.6444183E+000, 5.1574018E-002
 3.8103785E+000, 6.7770959E+000, 6.1874716E-002
 3.8203433E+000, 6.8605764E+000, 6.8708645E-002
 3.8300767E+000, 6.8670496E+000, 6.5997146E-002
 3.8401381E+000, 6.8470561E+000, 6.2261838E-002
 3.8501994E+000, 6.7788409E+000, 5.4069577E-002
 3.8603137E+000, 6.7397269E+000, 5.5160585E-002
 3.8702162E+000, 6.7430864E+000, 5.4468953E-002
 3.8804697E+000, 6.7657620E+000, 5.7297732E-002
 3.8902223E+000, 6.7583953E+000, 5.4408901E-002
 3.9002276E+000, 6.7374424E+000, 5.2667010E-002
 3.9102329E+000, 6.6768743E+000, 4.3394505E-002
 3.9202381E+000, 6.5956487E+000, 3.7877254E-002
 3.9300767E+000, 6.5905629E+000, 4.0600306E-002
 3.9404710E+000, 6.6018287E+000, 3.7591877E-002
 3.9503636E+000, 6.5296999E+000, 2.8466049E-002
 3.9602403E+000, 6.4266471E+000, 1.7667489E-002
 3.9702267E+000, 6.3320118E+000, 9.7449639E-003
 3.9801140E+000, 6.2432058E+000,-6.1731223E-004
 3.9902153E+000, 6.1446937E+000,-1.0539517E-002
 4.0001051E+000, 6.0351490E+000,-2.1554474E-002
 4.0105766E+000, 5.9408740E+000,-2.9077376E-002
 4.0201173E+000, 5.8869970E+000,-3.2701486E-002
 4.0303561E+000, 5.8677339E+000,-3.2982321E-002
 4.0405949E+000, 5.8704866E+000,-3.3196666E-002
 4.0503035E+000, 5.8642959E+000,-3.4842045E-002
 4.0601727E+000, 5.8276712E+000,-3.9585174E-002
 4.0704839E+000, 5.7847714E+000,-4.2602662E-002
 4.0803275E+000, 5.7502523E+000,-4.8535450E-002
 4.0900426E+000, 5.6702249E+000,-5.6018860E-002
 4.1002975E+000, 5.6124085E+000,-6.0790410E-002
 4.1100127E+000, 5.5706750E+000,-6.5869104E-002
 4.1203216E+000, 5.5349950E+000,-6.3399878E-002
 4.1304145E+000, 5.5959356E+000,-5.8018883E-002
 4.1405075E+000, 5.6496769E+000,-5.3032301E-002
 4.1502066E+000, 5.6869240E+000,-4.9630169E-002
 4.1604509E+000, 5.7568691E+000,-3.8693619E-002
 4.1702675E+000, 5.8703047E+000,-2.7130336E-002
 4.1800294E+000, 5.9792269E+000,-1.8814380E-002
 4.1902379E+000, 6.0450771E+000,-1.3711139E-002
 4.2002423E+000, 6.0731512E+000,-1.0026594E-002
 4.2103487E+000, 6.1502761E+000,-7.8197602E-004
 4.2202084E+000, 6.2010807E+000, 1.0106238E-004
 4.2301586E+000, 6.2017132E+000, 5.8461971E-004
 4.2402656E+000, 6.2514859E+000, 1.0306903E-002
 4.2500275E+000, 6.3598160E+000, 2.0537359E-002
 4.2603317E+000, 6.4483401E+000, 2.8720512E-002
 4.2704189E+000, 6.5346920E+000, 3.9434314E-002
 4.2805604E+000, 6.6728370E+000, 5.3482430E-002
 4.2900881E+000, 6.7456780E+000, 5.4009654E-002
 4.3005064E+000, 6.7559375E+000, 5.7012785E-002
 4.3101953E+000, 6.7860416E+000, 6.1810601E-002
 4.3205094E+000, 6.8665066E+000, 7.0461488E-002
 4.3302504E+000, 6.9122346E+000, 7.0021961E-002
 4.3405645E+000, 6.9062630E+000, 7.2235241E-002
 4.3505920E+000, 6.8957202E+000, 6.6213956E-002
 4.3600466E+000, 6.8461582E+000, 6.3509382E-002
 4.3701314E+000, 6.8006540E+000, 5.5998036E-002
 4.3800593E+000, 6.7125882E+000, 4.7952596E-002
 4.3903738E+000, 6.6663292E+000, 4.5589186E-002
 4.4000815E+000, 6.6327741E+000, 3.9172349E-002
 4.4103959E+000, 6.5092332E+000, 2.5169637E-002
 4.4204720E+000, 6.4194108E+000, 1.9291279E-002
 4.4305460E+000, 6.3485499E+000, 9.9974010E-003
 4.4406200E+000, 6.2332846E+000,-1.6875869E-003
 4.4500643E+000, 6.1522172E+000,-5.7864026E-003
 4.4601383E+000, 6.1187675E+000,-1.1988054E-002
 4.4702123E+000, 6.0369377E+000,-2.1237482E-002
 4.4804568E+000, 5.9206842E+000,-3.1400460E-002
 4.4900717E+000, 5.8466504E+000,-4.0021622E-002
 4.5003653E+000, 5.7618746E+000,-4.6856609E-002
 4.5103196E+000, 5.6930633E+000,-5.2498298E-002
 4.5202738E+000, 5.6553590E+000,-5.5686560E-002
 4.5302281E+000, 5.6457614E+000,-5.6294114E-002
 4.5406801E+000, 5.6304784E+000,-5.6081732E-002
 4.5502610E+000, 5.6561961E+000,-5.3318566E-002
 4.5604513E+000, 5.6812941E+000,-5.0347202E-002
 4.5701996E+000, 5.7078328E+000,-4.8475729E-002
 4.5803726E+000, 5.6971814E+000,-5.2493580E-002
 4.5902318E+000, 5.6785040E+000,-5.0340809E-002
 4.6005291E+000, 5.7418961E+000,-4.0717070E-002
 4.6101692E+000, 5.8470692E+000,-3.0385251E-002
 4.6204118E+000, 5.9550722E+000,-2.0176914E-002
 4.6300519E+000, 6.0349851E+000,-1.2699317E-002
 4.6402945E+000, 6.1137073E+000,-5.5613321E-003
