s,m/s,
 1.8801996E+000, 5.9315982E+000,-2.8886464E-002
 1.8900141E+000, 5.8809797E+000,-3.7299889E-002
 1.9000938E+000, 5.7999310E+000,-4.1661763E-002
 1.9101736E+000, 5.8405098E+000,-2.5444323E-002
 1.9202533E+000, 6.0514015E+000,-8.1999990E-003
 1.9300678E+000, 6.1381913E+000,-7.1601504E-003
 1.9401475E+000, 6.0919939E+000,-1.4079034E-002
 1.9502273E+000, 6.0441903E+000,-1.4311599E-002
 1.9602398E+000, 6.0951639E+000,-6.1070698E-003
 1.9702119E+000, 6.1789651E+000,-3.0854299E-004
 1.9800479E+000, 6.1763931E+000,-5.0534501E-003
 1.9901852E+000, 6.1459104E+000,-4.7807305E-003
 2.0000752E+000, 6.2083626E+000, 7.1097599E-003
 2.0102124E+000, 6.2980657E+000, 8.8627031E-003
 2.0200672E+000, 6.1996356E+000,-1.0364450E-002
 2.0302406E+000, 6.0717050E+000,-1.4882811E-002
 2.0401717E+000, 5.9452001E+000,-3.6576974E-002
 2.0501028E+000, 5.7112484E+000,-5.8711984E-002
 2.0600339E+000, 5.5894236E+000,-6.0926820E-002
 2.0700861E+000, 5.6645354E+000,-4.4237958E-002
 2.0800196E+000, 5.8028981E+000,-3.9059355E-002
 2.0901170E+000, 5.7884851E+000,-4.0807787E-002
 2.1000296E+000, 5.8506748E+000,-2.5000516E-002
 2.1101963E+000, 6.0799447E+000,-1.4966543E-003
 2.1201089E+000, 6.2460761E+000, 9.9858084E-003
 2.1301736E+000, 6.3147159E+000, 9.7569633E-003
 2.1400096E+000, 6.2471295E+000, 1.0251257E-003
 2.1500744E+000, 6.1699718E+000,-5.3001730E-003
 2.1601391E+000, 6.1802612E+000,-2.4420304E-003
 2.1702038E+000, 6.1832386E+000, 4.0898348E-003
 2.1800170E+000, 6.3392461E+000, 2.0261950E-002
 2.1902061E+000, 6.4399973E+000, 2.8703473E-002
 2.2001665E+000, 6.5443789E+000, 3.8330646E-002
 2.2102208E+000, 6.5468285E+000, 2.3476680E-002
 2.2200361E+000, 6.2284392E+000,-9.1517894E-003
 2.2300478E+000, 6.1778698E+000, 2.3300016E-003
 2.2401249E+000, 6.2560461E+000, 5.1740690E-003
 2.2502020E+000, 6.1850709E+000,-9.3031390E-003
 2.2600392E+000, 6.0154352E+000,-2.5982437E-002
 2.2702092E+000, 5.8709128E+000,-3.7757566E-002
 2.2800867E+000, 5.7904515E+000,-4.4404957E-002
 2.2901853E+000, 5.7143051E+000,-5.0876187E-002
 2.3002085E+000, 5.7380592E+000,-3.8475758E-002
 2.3100787E+000, 5.9468414E+000,-1.2442019E-002
 2.3202451E+000, 6.2589569E+000, 2.5099575E-002
 2.3300166E+000, 6.5845153E+000, 5.1358878E-002
 2.3400170E+000, 6.8213162E+000, 6.9329978E-002
 2.3500841E+000, 6.9868722E+000, 8.6167064E-002
 2.3601512E+000, 7.1078493E+000, 9.1194031E-002
 2.3701216E+000, 7.0966470E+000, 8.7458894E-002
 2.3800176E+000, 7.0205247E+000, 7.7431887E-002
 2.3900021E+000, 6.8857159E+000, 5.8564734E-002
 2.4001131E+000, 6.6460600E+000, 3.2668414E-002
 2.4100974E+000, 6.3859641E+000, 5.4924297E-003
 2.4201747E+000, 6.1446407E+000,-1.4046683E-002
 2.4301484E+000, 5.9642071E+000,-3.3456605E-002
 2.4402095E+000, 5.8315472E+000,-3.7683217E-002
 2.4501419E+000, 5.7760093E+000,-4.8271077E-002
 2.4600259E+000, 5.6270383E+000,-6.4395657E-002
 2.4701522E+000, 5.5479739E+000,-6.2242800E-002
 2.4800120E+000, 5.6832742E+000,-4.2096098E-002
 2.4900228E+000, 5.8089260E+000,-3.8767078E-002
 2.5001698E+000, 5.8479301E+000,-2.6936507E-002
 2.5101624E+000, 6.0859034E+000, 1.4846654E-003
 2.5202221E+000, 6.2659038E+000, 6.4257193E-003
 2.5300303E+000, 6.1656939E+000,-1.3849816E-002
 2.5400810E+000, 6.0522611E+000,-8.5808793E-003
 2.5501740E+000, 6.1792269E+000, 2.4318428E-003
 2.5601711E+000, 6.2377977E+000, 3.0302963E-003
 2.5702088E+000, 6.1987598E+000,-2.9438385E-003
 2.5801104E+000, 6.1448815E+000,-1.1166747E-002
 2.5900517E+000, 5.9964837E+000,-2.8409750E-002
 2.6001188E+000, 5.9431254E+000,-2.0765171E-002
 2.6101534E+000, 6.0519783E+000,-2.1509378E-003
 2.6201880E+000, 6.3032481E+000, 2.0636637E-002
 2.6300077E+000, 6.5216146E+000, 3.8177713E-002
 2.6402573E+000, 6.5243016E+000, 2.7747708E-002
 2.6501227E+000, 6.4487360E+000, 2.4767607E-002
 2.6602137E+000, 6.4354042E+000, 2.0998062E-002
 2.6700716E+000, 6.3364615E+000, 6.7706955E-003
 2.6801988E+000, 6.2465412E+000, 5.3159038E-003
 2.6900504E+000, 6.3130830E+000, 1.9711438E-002
 2.7001546E+000, 6.4261500E+000, 2.0260503E-002
 2.7101252E+000, 6.3007290E+000, 3.3441485E-003
 2.7201396E+000, 6.2017716E+000, 9.2496646E-004
 2.7301758E+000, 6.2523496E+000, 5.6398210E-003
 2.7400209E+000, 6.1878623E+000,-1.3657563E-002
 2.7501519E+000, 5.9023028E+000,-4.1036527E-002
 2.7601492E+000, 5.7077875E+000,-5.2803339E-002
 2.7702154E+000, 5.7086053E+000,-4.3867100E-002
 2.7800116E+000, 5.8324533E+000,-2.7459292E-002
 2.7900327E+000, 6.0190177E+000,-9.3645618E-003
 2.8000170E+000, 6.2110701E+000, 9.3620194E-003
 2.8101203E+000, 6.3490095E+000, 1.9662585E-002
 2.8202008E+000, 6.3634343E+000, 1.2397793E-002
 2.8300385E+000, 6.3183060E+000, 1.4689572E-002
 2.8401423E+000, 6.3897595E+000, 2.2345286E-002
 2.8500907E+000, 6.4806916E+000, 3.5608050E-002
 2.8601021E+000, 6.7146908E+000, 6.4673069E-002
 2.8701837E+000, 6.8230922E+000, 5.6060336E-002
 2.8802230E+000, 6.6847165E+000, 4.2512990E-002
 2.8901304E+000, 6.5657956E+000, 2.8758476E-002
 2.9000379E+000, 6.3158183E+000,-3.3514297E-003
 2.9101871E+000, 6.0703371E+000,-1.9674263E-002
 2.9200945E+000, 5.9557688E+000,-2.6631742E-002
 2.9301470E+000, 5.9051389E+000,-3.2045244E-002
 2.9400833E+000, 5.9092679E+000,-2.4485579E-002
 2.9500292E+000, 6.0079500E+000,-1.6077510E-002
 2.9602368E+000, 6.0269961E+000,-1.9643454E-002
 2.9701826E+000, 5.9677997E+000,-2.6567457E-002
 2.9802226E+000, 5.8816629E+000,-3.8205562E-002
 2.9901766E+000, 5.7529529E+000,-5.1157363E-002
 3.0001544E+000, 5.6351905E+000,-5.8519459E-002
 3.0101549E+000, 5.6539208E+000,-4.8059613E-002
 3.0201554E+000, 5.7930611E+000,-3.3543408E-002
 3.0300464E+000, 5.9607716E+000,-1.4338241E-002
 3.0401256E+000, 6.1774308E+000, 1.1447801E-002
 3.0501801E+000, 6.4893343E+000, 4.1945039E-002
 3.0601983E+000, 6.6200558E+000, 4.0413789E-002
 3.0700929E+000, 6.5969400E+000, 4.2531392E-002
 3.0801296E+000, 6.7433482E+000, 6.5225292E-002
 3.0900708E+000, 6.8788702E+000, 6.5406208E-002
 3.1002371E+000, 6.8036905E+000, 6.0946227E-002
 3.1100981E+000, 6.7663503E+000, 4.7900756E-002
 3.1201553E+000, 6.6060442E+000, 3.2311975E-002
 3.1301229E+000, 6.4097377E+000, 9.6751561E-003
 3.1401490E+000, 6.2252866E+000,-8.1921624E-005
 3.1501991E+000, 6.2119942E+000, 5.3367884E-004
 3.1601775E+000, 6.1454298E+000,-9.7646248E-003
 3.1701559E+000, 6.1055509E+000,-3.2776669E-003
 3.1801344E+000, 6.2687572E+000, 1.0115960E-002
 3.1901128E+000, 6.2292746E+000,-5.0502288E-003
 3.2000532E+000, 6.0183054E+000,-2.9532655E-002
 3.2100433E+000, 5.8915570E+000,-2.7541557E-002
 3.2200333E+000, 5.9999462E+000,-1.2516478E-002
 3.2301002E+000, 6.1048679E+000,-9.7520890E-003
 3.2402440E+000, 6.0959843E+000,-1.0908282E-002
 3.2501060E+000, 6.1073265E+000,-4.8626431E-003
 3.2602075E+000, 6.1934337E+000, 1.1971050E-003
 3.2700716E+000, 6.1930448E+000,-5.1442042E-003
 3.2801886E+000, 6.0935002E+000,-1.0468227E-002
 3.2900526E+000, 6.2061567E+000, 1.3204796E-002
 3.3001696E+000, 6.3718606E+000, 1.4996465E-002
 3.3100565E+000, 6.3155387E+000, 1.1344614E-002
 3.3200920E+000, 6.3628625E+000, 2.1953018E-002
 3.3301432E+000, 6.4514449E+000, 2.3424991E-002
 3.3402024E+000, 6.3563929E+000, 1.0297347E-002
 3.3501765E+000, 6.2542655E+000, 9.3553395E-004
 3.3601506E+000, 6.1765951E+000,-2.1738590E-003
 3.3702220E+000, 6.1796177E+000,-5.3056699E-003
 3.3801898E+000, 6.0808725E+000,-1.7630250E-002
 3.3902237E+000, 6.0099744E+000,-1.7209683E-002
 3.4001189E+000, 6.0461666E+000,-1.4430877E-002
 3.4101545E+000, 6.0161768E+000,-2.0936874E-002
 3.4201902E+000, 6.0191353E+000,-1.4816460E-002
 3.4302258E+000, 6.0657019E+000,-1.4841988E-002
 3.4401440E+000, 5.9548249E+000,-3.3219186E-002
 3.4500611E+000, 5.8736375E+000,-3.1434734E-002
 3.4602036E+000, 5.9008891E+000,-3.1071810E-002
 3.4700171E+000, 5.8875557E+000,-3.0374576E-002
 3.4800001E+000, 5.8931364E+000,-3.3062660E-002
 3.4902036E+000, 5.8821511E+000,-2.6402941E-002
 3.5001455E+000, 6.0800996E+000, 3.9120367E-003
 3.5102521E+000, 6.3111230E+000, 1.0366196E-002
 3.5201419E+000, 6.2549736E+000, 3.0116248E-004
 3.5300198E+000, 6.2604486E+000, 1.6445824E-002
 3.5401505E+000, 6.3753201E+000, 1.2869367E-002
 3.5501180E+000, 6.2625182E+000, 1.3811727E-003
 3.5601072E+000, 6.2364362E+000, 7.8500666E-003
 3.5700282E+000, 6.3410481E+000, 1.3842105E-002
 3.5801705E+000, 6.2850529E+000, 4.4186148E-003
 3.5900921E+000, 6.2128040E+000,-8.7433855E-003
 3.6000678E+000, 6.0258963E+000,-2.1489648E-002
 3.6100150E+000, 6.0104634E+000,-1.8916724E-002
 3.6201605E+000, 5.9997190E+000,-1.7816371E-002
 3.6301595E+000, 6.0946385E+000,-3.7902838E-003
 3.6400637E+000, 6.2064484E+000, 6.0921006E-003
 3.6501309E+000, 6.2513444E+000,-8.1067599E-004
 3.6602167E+000, 6.1269548E+000,-1.2324667E-002
 3.6700939E+000, 6.0209646E+000,-2.3481112E-002
 3.6801348E+000, 5.9002789E+000,-3.3833306E-002
 3.6901518E+000, 5.8374069E+000,-3.4651120E-002
 3.7001688E+000, 5.9001773E+000,-2.8100395E-002
 3.7101857E+000, 5.9683000E+000,-1.8849840E-002
 3.7202027E+000, 6.0180862E+000,-1.5698201E-002
 3.7302197E+000, 6.1760010E+000, 1.4905161E-002
 3.7402367E+000, 6.4368719E+000, 2.3447350E-002
 3.7500152E+000, 6.3924141E+000, 1.6493931E-002
 3.7600322E+000, 6.4475683E+000, 3.8621614E-002
 3.7700492E+000, 6.7392327E+000, 6.6076080E-002
 3.7800662E+000, 6.8605503E+000, 6.1901318E-002
 3.7900832E+000, 6.8009058E+000, 6.3602629E-002
 3.8001207E+000, 6.8733324E+000, 6.5201753E-002
 3.8100495E+000, 6.7501169E+000, 4.3398050E-002
 3.8200417E+000, 6.4422569E+000, 5.0569918E-003
 3.8300339E+000, 6.1908561E+000,-2.6378379E-003
 3.8400482E+000, 6.1492276E+000,-5.7710848E-003
 3.8501076E+000, 6.1519062E+000,-1.5571696E-003
 3.8602226E+000, 6.3208335E+000, 2.5050666E-002
 3.8701658E+000, 6.4783864E+000, 2.2974717E-002
 3.8801469E+000, 6.3327096E+000, 7.0629766E-003
 3.8900384E+000, 6.2325437E+000, 1.0485328E-003
 3.9000613E+000, 6.2146406E+000,-4.9650396E-004
 3.9100204E+000, 6.1392447E+000,-1.5635696E-002
 3.9200419E+000, 5.9365610E+000,-3.4363147E-002
 3.9301930E+000, 5.8559495E+000,-3.2756246E-002
 3.9400970E+000, 5.9070525E+000,-2.5147519E-002
 3.9500994E+000, 5.9515847E+000,-2.6950630E-002
 3.9601018E+000, 5.9511266E+000,-1.8480185E-002
 3.9702143E+000, 6.0652420E+000,-1.2314661E-002
 3.9800768E+000, 6.1115186E+000,-2.8035350E-003
 3.9901113E+000, 6.2578600E+000, 1.3274937E-002
 4.0001556E+000, 6.3966827E+000, 2.5685131E-002
 4.0101269E+000, 6.4090000E+000, 1.3017383E-002
 4.0201695E+000, 6.2777969E+000, 7.9168455E-003
 4.0302121E+000, 6.2986039E+000, 6.8641195E-003
 4.0400798E+000, 6.1965518E+000,-8.0613657E-003
 4.0501713E+000, 6.0639952E+000,-1.4674010E-002
 4.0600933E+000, 6.1166457E+000,-2.7113200E-003
 4.0701019E+000, 6.1784286E+000, 6.0788480E-004
 4.0801105E+000, 6.2230997E+000, 5.2164615E-003
 4.0901191E+000, 6.3391370E+000, 1.7882064E-002
 4.1000563E+000, 6.3593479E+000, 1.6146792E-002
 4.1100652E+000, 6.4323655E+000, 2.8702839E-002
 4.1201322E+000, 6.4824830E+000, 2.7984520E-002
 4.1302722E+000, 6.5079085E+000, 3.2210156E-002
 4.1401833E+000, 6.4230059E+000, 6.2467002E-003
 4.1500278E+000, 6.0943985E+000,-2.4223646E-002
 4.1600207E+000, 5.8668272E+000,-3.9317506E-002
 4.1700136E+000, 5.7893378E+000,-4.4136365E-002
 4.1800667E+000, 5.7553539E+000,-3.9398148E-002
 4.1900860E+000, 5.8751258E+000,-2.7619226E-002
 4.2002712E+000, 5.9203781E+000,-2.8666494E-002
 4.2100639E+000, 5.8477591E+000,-3.9650028E-002
 4.2200797E+000, 5.8321304E+000,-3.2083161E-002
 4.2300217E+000, 5.9278592E+000,-2.3449043E-002
 4.2400322E+000, 5.9882595E+000,-1.8260188E-002
 4.2502040E+000, 6.0856506E+000,-3.6024416E-003
 4.2602650E+000, 6.2590391E+000, 1.3722708E-002
 4.2700136E+000, 6.3618749E+000, 1.1252284E-002
 4.2801794E+000, 6.1953736E+000,-7.9803756E-003
 4.2900153E+000, 6.1483328E+000,-5.5652258E-004
 4.3000748E+000, 6.2179263E+000, 5.1546687E-004
 4.3101342E+000, 6.2116908E+000, 6.5569760E-003
 4.3201713E+000, 6.3567723E+000, 2.4331700E-002
 4.3302113E+000, 6.3342172E+000, 8.2073324E-004
 4.3401435E+000, 6.1467421E+000,-5.0861252E-003
 4.3500324E+000, 6.2389216E+000, 1.1444721E-002
 4.3600552E+000, 6.3682136E+000, 2.2588237E-002
 4.3702443E+000, 6.5027201E+000, 3.3656636E-002
 4.3801722E+000, 6.5565179E+000, 4.1505405E-002
 4.3901000E+000, 6.6640921E+000, 4.5680085E-002
 4.4001956E+000, 6.6674225E+000, 4.5649233E-002
 4.4101225E+000, 6.5475980E+000, 2.5815592E-002
 4.4200554E+000, 6.4219123E+000, 2.1832474E-002
 4.4301284E+000, 6.3964110E+000, 1.4521978E-002
 4.4402540E+000, 6.3184669E+000, 1.2860165E-002
 4.4500858E+000, 6.3302513E+000, 1.5195125E-002
 4.4600146E+000, 6.4008295E+000, 2.4079779E-002
 4.4700178E+000, 6.3872297E+000, 1.0593887E-002
 4.4801445E+000, 6.2198924E+000,-5.4294628E-003
 4.4900088E+000, 6.0884391E+000,-1.3698986E-002
 4.5002657E+000, 6.1266554E+000,-2.7760216E-003
 4.5102527E+000, 6.1591024E+000,-4.9781418E-003
 4.5202397E+000, 6.1987855E+000, 4.5214174E-003
 4.5302267E+000, 6.3507999E+000, 2.5763103E-002
 4.5402137E+000, 6.5212845E+000, 3.3732169E-002
 4.5502007E+000, 6.4892854E+000, 2.6917885E-002
 4.5600085E+000, 6.5115082E+000, 3.5883240E-002
 4.5701371E+000, 6.5806723E+000, 3.7452260E-002
 4.5800487E+000, 6.4733137E+000, 1.3110764E-002
 4.5901290E+000, 6.1728288E+000,-9.1512661E-003
 4.6000951E+000, 6.1052105E+000,-1.5253480E-002
 4.6100980E+000, 6.0080780E+000,-2.0586029E-002
 4.6201486E+000, 5.9813936E+000,-2.4025244E-002
 4.6301039E+000, 5.9593970E+000,-2.1870417E-002
 4.6400591E+000, 5.9407971E+000,-3.1691667E-002
