cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
 9.2500000E+000, 9.9562835E+002, 4.1358897E-003, 7.0464966E-002, 6.4419653E-002, 1.8815434E-001, 1.0967576E-001, 3.7893914E-002, 5.1262417E-001, 4.2440985E-003
 9.7500000E+000, 1.0027147E+003, 4.4482045E-003, 7.1215185E-002, 6.4366340E-002, 1.8163142E-001, 1.1041345E-001, 3.7862553E-002, 5.1744199E-001, 4.2617863E-003
 1.0250000E+001, 1.0091335E+003, 4.8178133E-003, 7.1907927E-002, 6.4295721E-002, 1.7531882E-001, 1.1108323E-001, 3.7821012E-002, 5.2214847E-001, 4.2779518E-003
 1.0750000E+001, 1.0158948E+003, 5.1767839E-003, 7.2644349E-002, 6.4146462E-002, 1.6911170E-001, 1.1175122E-001, 3.7733213E-002, 5.2685854E-001, 4.2881128E-003
 1.1250000E+001, 1.0228705E+003, 5.5740079E-003, 7.3386080E-002, 6.3935313E-002, 1.6296937E-001, 1.1238884E-001, 3.7609007E-002, 5.3160104E-001, 4.2939704E-003
 1.1750000E+001, 1.0300386E+003, 6.0452517E-003, 7.4086940E-002, 6.3685413E-002, 1.5693939E-001, 1.1296313E-001, 3.7462008E-002, 5.3633053E-001, 4.2973486E-003
 1.2250000E+001, 1.0367711E+003, 6.6089912E-003, 7.4743117E-002, 6.3337727E-002, 1.5123202E-001, 1.1343581E-001, 3.7257486E-002, 5.4096569E-001, 4.2925657E-003
 1.2750000E+001, 1.0433275E+003, 7.2058550E-003, 7.5343118E-002, 6.2972213E-002, 1.4584363E-001, 1.1384126E-001, 3.7042478E-002, 5.4540395E-001, 4.2853398E-003
 1.3250000E+001, 1.0498610E+003, 7.8187005E-003, 7.5936198E-002, 6.2542912E-002, 1.4072117E-001, 1.1420244E-001, 3.6789948E-002, 5.4972531E-001, 4.2722327E-003
 1.3750000E+001, 1.0560372E+003, 8.4781476E-003, 7.6487470E-002, 6.2088716E-002, 1.3578480E-001, 1.1450708E-001, 3.6522774E-002, 5.5395676E-001, 4.2567266E-003
 1.4250000E+001, 1.0621174E+003, 9.1508675E-003, 7.7043992E-002, 6.1583103E-002, 1.3098474E-001, 1.1478707E-001, 3.6225355E-002, 5.5814975E-001, 4.2368555E-003
 1.4750000E+001, 1.0682305E+003, 9.8709597E-003, 7.7579491E-002, 6.1038419E-002, 1.2628615E-001, 1.1502339E-001, 3.5904953E-002, 5.6232832E-001, 4.2138484E-003
 1.5250000E+001, 1.0741868E+003, 1.0652972E-002, 7.8076143E-002, 6.0484639E-002, 1.2160696E-001, 1.1521567E-001, 3.5579200E-002, 5.6652468E-001, 4.1903735E-003
 1.5750000E+001, 1.0800353E+003, 1.1519540E-002, 7.8543478E-002, 5.9876122E-002, 1.1698211E-001, 1.1534716E-001, 3.5221248E-002, 5.7076993E-001, 4.1625919E-003
 1.6250000E+001, 1.0857841E+003, 1.2438623E-002, 7.8992126E-002, 5.9223068E-002, 1.1244288E-001, 1.1543421E-001, 3.4837099E-002, 5.7501963E-001, 4.1311823E-003
 1.6750000E+001, 1.0913383E+003, 1.3414477E-002, 7.9407827E-002, 5.8540407E-002, 1.0800054E-001, 1.1547113E-001, 3.4435533E-002, 5.7925158E-001, 4.0971666E-003
 1.7250000E+001, 1.0967479E+003, 1.4454455E-002, 7.9769191E-002, 5.7850362E-002, 1.0366816E-001, 1.1544925E-001, 3.4029625E-002, 5.8343575E-001, 4.0621344E-003
 1.7750000E+001, 1.1022000E+003, 1.5517831E-002, 8.0109973E-002, 5.7145027E-002, 9.9439191E-002, 1.1539776E-001, 3.3614722E-002, 5.8757059E-001, 4.0255179E-003
 1.8250000E+001, 1.1077705E+003, 1.6543694E-002, 8.0488269E-002, 5.6387898E-002, 9.5363849E-002, 1.1535356E-001, 3.3169352E-002, 5.9163693E-001, 3.9841061E-003
 1.8750000E+001, 1.1129763E+003, 1.7605855E-002, 8.0840744E-002, 5.5601088E-002, 9.1433381E-002, 1.1526615E-001, 3.2706522E-002, 5.9564408E-001, 3.9398248E-003
 1.9250000E+001, 1.1177028E+003, 1.8696416E-002, 8.1166214E-002, 5.4791352E-002, 8.7662744E-002, 1.1513818E-001, 3.2230207E-002, 5.9957149E-001, 3.8931439E-003
 1.9750000E+001, 1.1219692E+003, 1.9836293E-002, 8.1449343E-002, 5.3961029E-002, 8.4049166E-002, 1.1495567E-001, 3.1741782E-002, 6.0342612E-001, 3.8442977E-003
 2.0250000E+001, 1.1258499E+003, 2.1026561E-002, 8.1683365E-002, 5.3120433E-002, 8.0587645E-002, 1.1471781E-001, 3.1247314E-002, 6.0720110E-001, 3.7940750E-003
 2.0750000E+001, 1.1292122E+003, 2.2310003E-002, 8.1818704E-002, 5.2308618E-002, 7.7242844E-002, 1.1439762E-001, 3.0769775E-002, 6.1089585E-001, 3.7456838E-003
 2.1250000E+001, 1.1321345E+003, 2.3674113E-002, 8.1885457E-002, 5.1493966E-002, 7.4008309E-002, 1.1400701E-001, 3.0290568E-002, 6.1454372E-001, 3.6966163E-003
 2.1750000E+001, 1.1345833E+003, 2.5132329E-002, 8.1877806E-002, 5.0671893E-002, 7.0881876E-002, 1.1353758E-001, 2.9806996E-002, 6.1815586E-001, 3.6464553E-003
 2.2250000E+001, 1.1367655E+003, 2.6680221E-002, 8.1824200E-002, 4.9803853E-002, 6.7861982E-002, 1.1299562E-001, 2.9296384E-002, 6.2177228E-001, 3.5920876E-003
 2.2750000E+001, 1.1387037E+003, 2.8292098E-002, 8.1743687E-002, 4.8889643E-002, 6.4938283E-002, 1.1240005E-001, 2.8758613E-002, 6.2539142E-001, 3.5336224E-003
 2.3250000E+001, 1.1402430E+003, 2.9974152E-002, 8.1622975E-002, 4.7937240E-002, 6.2137971E-002, 1.1174211E-001, 2.8198376E-002, 6.2898772E-001, 3.4716262E-003
 2.3750000E+001, 1.1416980E+003, 3.1687408E-002, 8.1486012E-002, 4.6957721E-002, 5.9427760E-002, 1.1105214E-001, 2.7622189E-002, 6.3255938E-001, 3.4070629E-003
 2.4250000E+001, 1.1427851E+003, 3.3494204E-002, 8.1292344E-002, 4.5942953E-002, 5.6831927E-002, 1.1028503E-001, 2.7025266E-002, 6.3611985E-001, 3.3391976E-003
 2.4750000E+001, 1.1433292E+003, 3.5416116E-002, 8.1025824E-002, 4.4899072E-002, 5.4332782E-002, 1.0942824E-001, 2.6411219E-002, 6.3968301E-001, 3.2686315E-003
 2.5250000E+001, 1.1433427E+003, 3.7420527E-002, 8.0702795E-002, 4.3827384E-002, 5.1965129E-002, 1.0849872E-001, 2.5780814E-002, 6.4321102E-001, 3.1952658E-003
 2.5750000E+001, 1.1429463E+003, 3.9462915E-002, 8.0338675E-002, 4.2754886E-002, 4.9708857E-002, 1.0752740E-001, 2.5149933E-002, 6.4667402E-001, 3.1213459E-003
 2.6250000E+001, 1.1420660E+003, 4.1532285E-002, 7.9938085E-002, 4.1681576E-002, 4.7584006E-002, 1.0651882E-001, 2.4518574E-002, 6.5005380E-001, 3.0467525E-003
 2.6750000E+001, 1.1409905E+003, 4.3574361E-002, 7.9527803E-002, 4.0625364E-002, 4.5578978E-002, 1.0551001E-001, 2.3897273E-002, 6.5332046E-001, 2.9730052E-003
 2.7250000E+001, 1.1398108E+003, 4.5547281E-002, 7.9109550E-002, 3.9628153E-002, 4.3688739E-002, 1.0452671E-001, 2.3310678E-002, 6.5641866E-001, 2.9034381E-003
 2.7750000E+001, 1.1384611E+003, 4.7457163E-002, 7.8678527E-002, 3.8695712E-002, 4.1891264E-002, 1.0356752E-001, 2.2762184E-002, 6.5936024E-001, 2.8385208E-003
 2.8250000E+001, 1.1371429E+003, 4.9304165E-002, 7.8247762E-002, 3.7813285E-002, 4.0162086E-002, 1.0263704E-001, 2.2243109E-002, 6.6217818E-001, 2.7771894E-003
 2.8750000E+001, 1.1358897E+003, 5.1084202E-002, 7.7838435E-002, 3.6952727E-002, 3.8501252E-002, 1.0174029E-001, 2.1736898E-002, 6.6490057E-001, 2.7172059E-003
 2.9250000E+001, 1.1345199E+003, 5.2864579E-002, 7.7422147E-002, 3.6089855E-002, 3.6898411E-002, 1.0083509E-001, 2.1229327E-002, 6.6758415E-001, 2.6567691E-003
 2.9750000E+001, 1.1328954E+003, 5.4685978E-002, 7.6979840E-002, 3.5212280E-002, 3.5350352E-002, 9.9895329E-002, 2.0713106E-002, 6.7025875E-001, 2.5948779E-003
 3.0250000E+001, 1.1310783E+003, 5.6547537E-002, 7.6526108E-002, 3.4300732E-002, 3.3847218E-002, 9.8924563E-002, 2.0176901E-002, 6.7295131E-001, 2.5301200E-003
 3.0750000E+001, 1.1288106E+003, 5.8497261E-002, 7.6022280E-002, 3.3360726E-002, 3.2406403E-002, 9.7887304E-002, 1.9623956E-002, 6.7566075E-001, 2.4628950E-003
 3.1250000E+001, 1.1260928E+003, 6.0505829E-002, 7.5460906E-002, 3.2437771E-002, 3.1010873E-002, 9.6802252E-002, 1.9081042E-002, 6.7834098E-001, 2.3969063E-003
 3.1750000E+001, 1.1228141E+003, 6.2571131E-002, 7.4831444E-002, 3.1545721E-002, 2.9681118E-002, 9.5666762E-002, 1.8556307E-002, 6.8096208E-001, 2.3330554E-003
 3.2250000E+001, 1.1193805E+003, 6.4650433E-002, 7.4163222E-002, 3.0691604E-002, 2.8382562E-002, 9.4514238E-002, 1.8053885E-002, 6.8352609E-001, 2.2720533E-003
 3.2750000E+001, 1.1156967E+003, 6.6719808E-002, 7.3479486E-002, 2.9860447E-002, 2.7134877E-002, 9.3359237E-002, 1.7564969E-002, 6.8602619E-001, 2.2125854E-003
 3.3250000E+001, 1.1120861E+003, 6.8740107E-002, 7.2809648E-002, 2.9051666E-002, 2.5920812E-002, 9.2230830E-002, 1.7089215E-002, 6.8846132E-001, 2.1547701E-003
 3.3750000E+001, 1.1083213E+003, 7.0743926E-002, 7.2142779E-002, 2.8245231E-002, 2.4753759E-002, 9.1106591E-002, 1.6614842E-002, 6.9085459E-001, 2.0969051E-003
 3.4250000E+001, 1.1046166E+003, 7.2727917E-002, 7.1478558E-002, 2.7445568E-002, 2.3631613E-002, 8.9988740E-002, 1.6144452E-002, 6.9320167E-001, 2.0393930E-003
 3.4750000E+001, 1.1005095E+003, 7.4731942E-002, 7.0781280E-002, 2.6664182E-002, 2.2562192E-002, 8.8848217E-002, 1.5684813E-002, 6.9549910E-001, 1.9830582E-003
 3.5250000E+001, 1.0965612E+003, 7.6749899E-002, 7.0059453E-002, 2.5894980E-002, 2.1542843E-002, 8.7690027E-002, 1.5232341E-002, 6.9775301E-001, 1.9274255E-003
 3.5750000E+001, 1.0922868E+003, 7.8790882E-002, 6.9303698E-002, 2.5145237E-002, 2.0562629E-002, 8.6509011E-002, 1.4791316E-002, 6.9996679E-001, 1.8731116E-003
 3.6250000E+001, 1.0876042E+003, 8.0842430E-002, 6.8530306E-002, 2.4399931E-002, 1.9635603E-002, 8.5312777E-002, 1.4352901E-002, 7.0214175E-001, 1.8188783E-003
 3.6750000E+001, 1.0829616E+003, 8.2861021E-002, 6.7766388E-002, 2.3666678E-002, 1.8743852E-002, 8.4132801E-002, 1.3921575E-002, 7.0426716E-001, 1.7654787E-003
 3.7250000E+001, 1.0782312E+003, 8.4836277E-002, 6.7018597E-002, 2.2940563E-002, 1.7912753E-002, 8.2972830E-002, 1.3494449E-002, 7.0632638E-001, 1.7123894E-003
 3.7750000E+001, 1.0741216E+003, 8.6702401E-002, 6.6320739E-002, 2.2245175E-002, 1.7110169E-002, 8.1880216E-002, 1.3085397E-002, 7.0829410E-001, 1.6616066E-003
 3.8250000E+001, 1.0697527E+003, 8.8514560E-002, 6.5653560E-002, 2.1550235E-002, 1.6347439E-002, 8.0818358E-002, 1.2676609E-002, 7.1021370E-001, 1.6106836E-003
 3.8750000E+001, 1.0660106E+003, 9.0228865E-002, 6.5027309E-002, 2.0892712E-002, 1.5591921E-002, 7.9818770E-002, 1.2289831E-002, 7.1205398E-001, 1.5626966E-003
 3.9250000E+001, 1.0617661E+003, 9.1924894E-002, 6.4399588E-002, 2.0246740E-002, 1.4880851E-002, 7.8824203E-002, 1.1909847E-002, 7.1384393E-001, 1.5153775E-003
 3.9750000E+001, 1.0579180E+003, 9.3575416E-002, 6.3784845E-002, 1.9627618E-002, 1.4172255E-002, 7.7857967E-002, 1.1545658E-002, 7.1558769E-001, 1.4701020E-003
 4.0250000E+001, 1.0533952E+003, 9.5207726E-002, 6.3163084E-002, 1.9026298E-002, 1.3518063E-002, 7.6894768E-002, 1.1191940E-002, 7.1726748E-001, 1.4259687E-003
 4.0750000E+001, 1.0493590E+003, 9.6761866E-002, 6.2587792E-002, 1.8433867E-002, 1.2869393E-002, 7.5983024E-002, 1.0843451E-002, 7.1890612E-001, 1.3824807E-003
 4.1250000E+001, 1.0446570E+003, 9.8315714E-002, 6.1997149E-002, 1.7851771E-002, 1.2282523E-002, 7.5061699E-002, 1.0501042E-002, 7.2048975E-001, 1.3395494E-003
 4.1750000E+001, 1.0403457E+003, 9.9855117E-002, 6.1419715E-002, 1.7266405E-002, 1.1686785E-002, 7.4151707E-002, 1.0156709E-002, 7.2207799E-001, 1.2963321E-003
 4.2250000E+001, 1.0354772E+003, 1.0142548E-001, 6.0809258E-002, 1.6688885E-002, 1.1139359E-002, 7.3213110E-002, 9.8169909E-003, 7.2363458E-001, 1.2535077E-003
 4.2750000E+001, 1.0308827E+003, 1.0298130E-001, 6.0202939E-002, 1.6121118E-002, 1.0587397E-002, 7.2284248E-002, 9.4830107E-003, 7.2517898E-001, 1.2114381E-003
 4.3250000E+001, 1.0261396E+003, 1.0449917E-001, 5.9594653E-002, 1.5584031E-002, 1.0089329E-002, 7.1370844E-002, 9.1670773E-003, 7.2663920E-001, 1.1715775E-003
 4.3750000E+001, 1.0219801E+003, 1.0592650E-001, 5.9030336E-002, 1.5073622E-002, 9.5915447E-003, 7.0516611E-002, 8.8668367E-003, 7.2803894E-001, 1.1338194E-003
 4.4250000E+001, 1.0178388E+003, 1.0729549E-001, 5.8485421E-002, 1.4583420E-002, 9.1429323E-003, 6.9693174E-002, 8.5784821E-003, 7.2936159E-001, 1.0974582E-003
 4.4750000E+001, 1.0137810E+003, 1.0864381E-001, 5.7946967E-002, 1.4106906E-002, 8.6845140E-003, 6.8884061E-002, 8.2981797E-003, 7.3066950E-001, 1.0622012E-003
 4.5250000E+001, 1.0093856E+003, 1.0997763E-001, 5.7393926E-002, 1.3656897E-002, 8.2760214E-003, 6.8075431E-002, 8.0334687E-003, 7.3190880E-001, 1.0288361E-003
 4.5750000E+001, 1.0052689E+003, 1.1126139E-001, 5.6872077E-002, 1.3212455E-002, 7.8615543E-003, 6.7301140E-002, 7.7720321E-003, 7.3312867E-001, 9.9587979E-004
 4.6250000E+001, 1.0011471E+003, 1.1249317E-001, 5.6364648E-002, 1.2790719E-002, 7.4893589E-003, 6.6554127E-002, 7.5239525E-003, 7.3427604E-001, 9.6453758E-004
 4.6750000E+001, 9.9686575E+002, 1.1374798E-001, 5.5839562E-002, 1.2374192E-002, 7.1074467E-003, 6.5792506E-002, 7.2789362E-003, 7.3543306E-001, 9.3361404E-004
 4.7250000E+001, 9.9254688E+002, 1.1495647E-001, 5.5317513E-002, 1.1993231E-002, 6.7617151E-003, 6.5054192E-002, 7.0548415E-003, 7.3651043E-001, 9.0533480E-004
 4.7750000E+001, 9.8779207E+002, 1.1621113E-001, 5.4766839E-002, 1.1608774E-002, 6.4128594E-003, 6.4285316E-002, 6.8286905E-003, 7.3761016E-001, 8.7680404E-004
 4.8250000E+001, 9.8311024E+002, 1.1741036E-001, 5.4223585E-002, 1.1261840E-002, 6.1038909E-003, 6.3545232E-002, 6.6246120E-003, 7.3862228E-001, 8.5109082E-004
 4.8750000E+001, 9.7805810E+002, 1.1867352E-001, 5.3650552E-002, 1.0894817E-002, 5.7915367E-003, 6.2763924E-002, 6.4087156E-003, 7.3968070E-001, 8.2381767E-004
 4.9250000E+001, 9.7333790E+002, 1.1986153E-001, 5.3108606E-002, 1.0550267E-002, 5.5159292E-003, 6.2026411E-002, 6.2060394E-003, 7.4066254E-001, 7.9812340E-004
 4.9750000E+001, 9.6838334E+002, 1.2108249E-001, 5.2556660E-002, 1.0187423E-002, 5.2375281E-003, 6.1268443E-002, 5.9926017E-003, 7.4167732E-001, 7.7099522E-004
 5.0250000E+001, 9.6374281E+002, 1.2223911E-001, 5.2039326E-002, 9.8318342E-003, 4.9895317E-003, 6.0549083E-002, 5.7834319E-003, 7.4263987E-001, 7.4423985E-004
 5.0750000E+001, 9.5861323E+002, 1.2345406E-001, 5.1482763E-002, 9.4742752E-003, 4.7480074E-003, 5.9789425E-002, 5.5731031E-003, 7.4362067E-001, 7.1735552E-004
 5.1250000E+001, 9.5362200E+002, 1.2461847E-001, 5.0942203E-002, 9.1418162E-003, 4.5197120E-003, 5.9060083E-002, 5.3775390E-003, 7.4454766E-001, 6.9240034E-004
 5.1750000E+001, 9.4813372E+002, 1.2584249E-001, 5.0352590E-002, 8.8206924E-003, 4.2996400E-003, 5.8288259E-002, 5.1886426E-003, 7.4547814E-001, 6.6831518E-004
 5.2250000E+001, 9.4286903E+002, 1.2701334E-001, 4.9796961E-002, 8.5029471E-003, 4.0789085E-003, 5.7552290E-002, 5.0017336E-003, 7.4638658E-001, 6.4448507E-004
 5.2750000E+001, 9.3699891E+002, 1.2824786E-001, 4.9190013E-002, 8.1940509E-003, 3.8743113E-003, 5.6770126E-002, 4.8200299E-003, 7.4729693E-001, 6.2128081E-004
 5.3250000E+001, 9.3159514E+002, 1.2938634E-001, 4.8636590E-002, 7.9033728E-003, 3.6680976E-003, 5.6051827E-002, 4.6490428E-003, 7.4815505E-001, 5.9953039E-004
 5.3750000E+001, 9.2580500E+002, 1.3053702E-001, 4.8058372E-002, 7.6332366E-003, 3.4834322E-003, 5.5320492E-002, 4.4901392E-003, 7.4898059E-001, 5.7927536E-004
 5.4250000E+001, 9.2081811E+002, 1.3157278E-001, 4.7558971E-002, 7.3620948E-003, 3.2978223E-003, 5.4667242E-002, 4.3306440E-003, 7.4976690E-001, 5.5891205E-004
 5.4750000E+001, 9.1499723E+002, 1.3264505E-001, 4.7023554E-002, 7.1033349E-003, 3.1341866E-003, 5.3985080E-002, 4.1784323E-003, 7.5053755E-001, 5.3940856E-004
 5.5250000E+001, 9.1014287E+002, 1.3367520E-001, 4.6518214E-002, 6.8415267E-003, 2.9741696E-003, 5.3331177E-002, 4.0244275E-003, 7.5129381E-001, 5.1966425E-004
 5.5750000E+001, 9.0443343E+002, 1.3474995E-001, 4.5968846E-002, 6.5963753E-003, 2.8342381E-003, 5.2642819E-002, 3.8802208E-003, 7.5203415E-001, 5.0114146E-004
 5.6250000E+001, 8.9934244E+002, 1.3575851E-001, 4.5461133E-002, 6.3570167E-003, 2.6907046E-003, 5.1999365E-002, 3.7394216E-003, 7.5274738E-001, 4.8310428E-004
 5.6750000E+001, 8.9377052E+002, 1.3677910E-001, 4.4929669E-002, 6.1372474E-003, 2.5666144E-003, 5.1343376E-002, 3.6101455E-003, 7.5343046E-001, 4.6649996E-004
 5.7250000E+001, 8.8880109E+002, 1.3773524E-001, 4.4444339E-002, 5.9142042E-003, 2.4408783E-003, 5.0731557E-002, 3.4789436E-003, 7.5409519E-001, 4.4964021E-004
 5.7750000E+001, 8.8351505E+002, 1.3869282E-001, 4.3948617E-002, 5.7019847E-003, 2.3315933E-003, 5.0115521E-002, 3.3541087E-003, 7.5473732E-001, 4.3355250E-004
 5.8250000E+001, 8.7832535E+002, 1.3963275E-001, 4.3455281E-002, 5.5037201E-003, 2.2255366E-003, 4.9509855E-002, 3.2374824E-003, 7.5535621E-001, 4.1858973E-004
 5.8750000E+001, 8.7302362E+002, 1.4055106E-001, 4.2971346E-002, 5.3112502E-003, 2.1299485E-003, 4.8916861E-002, 3.1242648E-003, 7.5595385E-001, 4.0398289E-004
 5.9250000E+001, 8.6824400E+002, 1.4140655E-001, 4.2519958E-002, 5.1333634E-003, 2.0383047E-003, 4.8364695E-002, 3.0196255E-003, 7.5651096E-001, 3.9050132E-004
 5.9750000E+001, 8.6368659E+002, 1.4221115E-001, 4.2108580E-002, 4.9466224E-003, 1.9489769E-003, 4.7847378E-002, 2.9097779E-003, 7.5705758E-001, 3.7627840E-004
 6.0250000E+001, 8.5916743E+002, 1.4302968E-001, 4.1680611E-002, 4.7695999E-003, 1.8651412E-003, 4.7319057E-002, 2.8056470E-003, 7.5759505E-001, 3.6281705E-004
 6.0750000E+001, 8.5446265E+002, 1.4383781E-001, 4.1264541E-002, 4.5860371E-003, 1.7773493E-003, 4.6798873E-002, 2.6976689E-003, 7.5813849E-001, 3.4887330E-004
 6.1250000E+001, 8.4987945E+002, 1.4466974E-001, 4.0830246E-002, 4.4042552E-003, 1.6959043E-003, 4.6261504E-002, 2.5907384E-003, 7.5868403E-001, 3.3502719E-004
 6.1750000E+001, 8.4487658E+002, 1.4549103E-001, 4.0408825E-002, 4.2141227E-003, 1.6131712E-003, 4.5732200E-002, 2.4788957E-003, 7.5923546E-001, 3.2057193E-004
 6.2250000E+001, 8.4010745E+002, 1.4632963E-001, 3.9969446E-002, 4.0326282E-003, 1.5343405E-003, 4.5189913E-002, 2.3721342E-003, 7.5978120E-001, 3.0675996E-004
 6.2750000E+001, 8.3474604E+002, 1.4718338E-001, 3.9518854E-002, 3.8511396E-003, 1.4619579E-003, 4.4636420E-002, 2.2653762E-003, 7.6032775E-001, 2.9290763E-004
 6.3250000E+001, 8.2965621E+002, 1.4804276E-001, 3.9064114E-002, 3.6701855E-003, 1.3894292E-003, 4.4079094E-002, 2.1589327E-003, 7.6087584E-001, 2.7908486E-004
 6.3750000E+001, 8.2413586E+002, 1.4890984E-001, 3.8592719E-002, 3.5039404E-003, 1.3296136E-003, 4.3513538E-002, 2.0611414E-003, 7.6140217E-001, 2.6638231E-004
 6.4250000E+001, 8.1856203E+002, 1.4978239E-001, 3.8110135E-002, 3.3496660E-003, 1.2672178E-003, 4.2943684E-002, 1.9703918E-003, 7.6191971E-001, 2.5464390E-004
 6.4750000E+001, 8.1293508E+002, 1.5062835E-001, 3.7629357E-002, 3.2180415E-003, 1.2149356E-003, 4.2388583E-002, 1.8929656E-003, 7.6239678E-001, 2.4464448E-004
 6.5250000E+001, 8.0786272E+002, 1.5141842E-001, 3.7186700E-002, 3.0875527E-003, 1.1561276E-003, 4.1872199E-002, 1.8162074E-003, 7.6285739E-001, 2.3474080E-004
 6.5750000E+001, 8.0293445E+002, 1.5215371E-001, 3.6771229E-002, 2.9709492E-003, 1.1038194E-003, 4.1390884E-002, 1.7476172E-003, 7.6327925E-001, 2.2589997E-004
 6.6250000E+001, 7.9830235E+002, 1.5286250E-001, 3.6375717E-002, 2.8529337E-003, 1.0441761E-003, 4.0928701E-002, 1.6781963E-003, 7.6369838E-001, 2.1696430E-004
 6.6750000E+001, 7.9351426E+002, 1.5356155E-001, 3.5978890E-002, 2.7454419E-003, 9.9187266E-004, 4.0471215E-002, 1.6149658E-003, 7.6409775E-001, 2.0883791E-004
 6.7250000E+001, 7.8890051E+002, 1.5426027E-001, 3.5585027E-002, 2.6347764E-003, 9.3484871E-004, 4.0014883E-002, 1.5498684E-003, 7.6450370E-001, 2.0048760E-004
 6.7750000E+001, 7.8397374E+002, 1.5496613E-001, 3.5176205E-002, 2.5378106E-003, 8.8594649E-004, 3.9551449E-002, 1.4928298E-003, 7.6489202E-001, 1.9318301E-004
 6.8250000E+001, 7.7940120E+002, 1.5563492E-001, 3.4792096E-002, 2.4419124E-003, 8.3530781E-004, 3.9113296E-002, 1.4364190E-003, 7.6526724E-001, 1.8596009E-004
 6.8750000E+001, 7.7446181E+002, 1.5631320E-001, 3.4394136E-002, 2.3555151E-003, 7.9305725E-004, 3.8666739E-002, 1.3855971E-003, 7.6562988E-001, 1.7941782E-004
