cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,cm,kW/m2,kW/m2,cm,kW/m2,cm,kW/m2
 1.4500000E+001, 1.1293320E+003, 5.3444034E-002, 5.5681110E-002, 4.4131966E-002, 4.7201387E-002, 1.5747166E-001, 4.4131966E-002, 5.9793788E-001, 0.0000000E+000, 1.0000000E+001, 1.5971427E+001, 6.2442416E+000, 1.9266055E+001, 5.8360860E-001, 3.1902269E+001, 5.3368180E-001
 1.5500000E+001, 1.1295531E+003, 5.8008092E-002, 5.5462780E-002, 4.1205343E-002, 4.1610649E-002, 1.5414286E-001, 4.1205343E-002, 6.0836493E-001, 0.0000000E+000, 1.1000000E+001, 1.5971427E+001, 6.2442416E+000, 2.0642202E+001, 5.8262151E-001, 3.3027602E+001, 4.9019324E-001
 1.6500000E+001, 1.1278443E+003, 6.2585822E-002, 5.5060674E-002, 3.8445729E-002, 3.6729850E-002, 1.5061130E-001, 3.8445729E-002, 6.1812090E-001, 0.0000000E+000, 1.2000000E+001, 1.4384318E+001, 4.7679726E+000, 2.2018349E+001, 5.7832813E-001, 3.4152970E+001, 4.5156021E-001
 1.7500000E+001, 1.1245014E+003, 6.7169642E-002, 5.4512005E-002, 3.5818969E-002, 3.2439853E-002, 1.4691763E-001, 3.5818969E-002, 6.2732293E-001, 0.0000000E+000, 1.3000000E+001, 1.3254772E+001, 4.0602404E+000, 2.3394495E+001, 5.7578009E-001, 3.5278371E+001, 4.3144493E-001
 1.8500000E+001, 1.1201349E+003, 7.1715186E-002, 5.3858534E-002, 3.3311388E-002, 2.8657615E-002, 1.4313185E-001, 3.3311388E-002, 6.3601404E-001, 0.0000000E+000, 1.4000000E+001, 1.3254772E+001, 4.0602404E+000, 2.4770642E+001, 5.7328039E-001, 3.6403800E+001, 3.9938123E-001
 1.9500000E+001, 1.1144486E+003, 7.6237620E-002, 5.3100553E-002, 3.0921581E-002, 2.5315094E-002, 1.3925332E-001, 3.0921581E-002, 6.4425025E-001, 0.0000000E+000, 1.5000000E+001, 2.7494977E+000, 2.0383292E+000, 2.6146789E+001, 5.6865111E-001, 3.7529257E+001, 3.8156345E-001
 2.0500000E+001, 1.1073052E+003, 8.0776246E-002, 5.2231381E-002, 2.8635942E-002, 2.2349061E-002, 1.3525535E-001, 2.8635942E-002, 6.5211608E-001, 0.0000000E+000,NaN,NaN,NaN, 2.7522936E+001, 5.6641948E-001, 3.8654737E+001, 3.5449450E-001
 2.1500000E+001, 1.0987480E+003, 8.5387948E-002, 5.1232714E-002, 2.6433248E-002, 1.9750240E-002, 1.3108034E-001, 2.6433248E-002, 6.5968226E-001, 0.0000000E+000,NaN,NaN,NaN, 2.8899083E+001, 5.6412175E-001, 3.9780240E+001, 3.3931095E-001
 2.2500000E+001, 1.0885498E+003, 9.0092592E-002, 5.0080448E-002, 2.4344377E-002, 1.7481637E-002, 1.2671096E-001, 2.4344377E-002, 6.6694561E-001, 0.0000000E+000,NaN,NaN,NaN, 3.0275229E+001, 5.5898339E-001, 4.0905762E+001, 3.1624914E-001
 2.3500000E+001, 1.0774787E+003, 9.4732053E-002, 4.8854567E-002, 2.2379736E-002, 1.5554501E-002, 1.2231717E-001, 2.2379736E-002, 6.7378224E-001, 0.0000000E+000,NaN,NaN,NaN, 3.1651376E+001, 5.5594332E-001, 4.2031304E+001, 3.0320477E-001
 2.4500000E+001, 1.0663454E+003, 9.9121613E-002, 4.7649267E-002, 2.0579999E-002, 1.3836016E-002, 1.1812774E-001, 2.0579999E-002, 6.8010536E-001, 0.0000000E+000,NaN,NaN,NaN, 3.3027523E+001, 5.4837925E-001, 4.3156863E+001, 2.8340606E-001
 2.5500000E+001, 1.0546217E+003, 1.0333299E-001, 4.6453258E-002, 1.8891305E-002, 1.2344863E-002, 1.1406659E-001, 1.8891305E-002, 6.8601969E-001, 0.0000000E+000,NaN,NaN,NaN, 3.4403670E+001, 5.4379810E-001, 4.4282437E+001, 2.6530186E-001
 2.6500000E+001, 1.0420928E+003, 1.0747149E-001, 4.5212345E-002, 1.7324673E-002, 1.0993887E-002, 1.1003671E-001, 1.7324673E-002, 6.9163623E-001, 0.0000000E+000,NaN,NaN,NaN, 3.5779817E+001, 5.3007947E-001, 4.5408027E+001, 2.5500661E-001
 2.7500000E+001, 1.0289192E+003, 1.1153842E-001, 4.3938852E-002, 1.5859375E-002, 9.7713906E-003, 1.0604213E-001, 1.5859375E-002, 6.9699045E-001, 0.0000000E+000,NaN,NaN,NaN, 3.7155963E+001, 5.2055423E-001, 4.6533630E+001, 2.3930098E-001
 2.8500000E+001, 1.0147438E+003, 1.1554808E-001, 4.2640328E-002, 1.4473518E-002, 8.6507939E-003, 1.0207625E-001, 1.4473518E-002, 7.0213751E-001, 0.0000000E+000,NaN,NaN,NaN, 3.8532110E+001, 5.1535287E-001, 4.7659246E+001, 2.3029829E-001
 2.9500000E+001, 1.0004454E+003, 1.1947030E-001, 4.1320195E-002, 1.3187796E-002, 7.6453288E-003, 9.8166415E-002, 1.3187796E-002, 7.0702217E-001, 0.0000000E+000,NaN,NaN,NaN, 3.9908257E+001, 5.0996697E-001, 4.8784873E+001, 2.1659605E-001
 3.0500000E+001, 9.8499598E+002, 1.2335443E-001, 3.9967571E-002, 1.1974388E-002, 6.7496036E-003, 9.4263283E-002, 1.1974388E-002, 7.1171633E-001, 0.0000000E+000,NaN,NaN,NaN, 4.1284404E+001, 4.9904942E-001, 4.9910512E+001, 2.0868329E-001
 3.1500000E+001, 9.7029275E+002, 1.2700557E-001, 3.8648237E-002, 1.0908662E-002, 5.9559763E-003, 9.0573055E-002, 1.0908662E-002, 7.1599984E-001, 0.0000000E+000,NaN,NaN,NaN, 4.2660550E+001, 4.9361170E-001, 5.1036160E+001, 1.9666732E-001
 3.2500000E+001, 9.5620220E+002, 1.3036513E-001, 3.7425530E-002, 9.9398050E-003, 5.2438786E-003, 8.7171729E-002, 9.9398050E-003, 7.1991412E-001, 0.0000000E+000,NaN,NaN,NaN, 4.4036697E+001, 4.8267975E-001, 5.2161819E+001, 1.8554299E-001
 3.3500000E+001, 9.4263956E+002, 1.3345790E-001, 3.6270860E-002, 9.0943910E-003, 4.6126954E-003, 8.4028639E-002, 9.0943910E-003, 7.2344112E-001, 0.0000000E+000,NaN,NaN,NaN, 4.5412844E+001, 4.7709271E-001, 5.3287486E+001, 1.7909423E-001
 3.4500000E+001, 9.2885501E+002, 1.3631368E-001, 3.5211489E-002, 8.2970713E-003, 4.0523974E-003, 8.1123373E-002, 8.2970713E-003, 7.2670492E-001, 0.0000000E+000,NaN,NaN,NaN, 4.6788991E+001, 4.7136483E-001, 5.4413162E+001, 1.6926451E-001
 3.5500000E+001, 9.1564226E+002, 1.3902979E-001, 3.4162898E-002, 7.6056350E-003, 3.5479426E-003, 7.8344670E-002, 7.6056350E-003, 7.2970343E-001, 0.0000000E+000,NaN,NaN,NaN, 4.8165138E+001, 4.5937443E-001, 5.5538846E+001, 1.6353264E-001
 3.6500000E+001, 9.0237595E+002, 1.4160274E-001, 3.3169561E-002, 6.9418819E-003, 3.1130348E-003, 7.5703583E-002, 6.9418819E-003, 7.3252732E-001, 0.0000000E+000,NaN,NaN,NaN, 4.9541284E+001, 4.5311825E-001, 5.6664538E+001, 1.5481153E-001
 3.7500000E+001, 8.8847565E+002, 1.4417644E-001, 3.2127484E-002, 6.3584418E-003, 2.7040777E-003, 7.3044926E-002, 6.3584418E-003, 7.3523018E-001, 0.0000000E+000,NaN,NaN,NaN, 5.0917431E+001, 4.4673553E-001, 5.7790236E+001, 1.4969865E-001
 3.8500000E+001, 8.7560351E+002, 1.4656464E-001, 3.1193105E-002, 5.7558150E-003, 2.3416614E-003, 7.0582064E-002, 5.7558150E-003, 7.3780689E-001, 0.0000000E+000,NaN,NaN,NaN, 5.2293578E+001, 4.3373460E-001, 5.8915941E+001, 1.4193266E-001
 3.9500000E+001, 8.6126213E+002, 1.4899368E-001, 3.0206491E-002, 5.1991702E-003, 2.0119784E-003, 6.8060531E-002, 5.1991702E-003, 7.4032898E-001, 0.0000000E+000,NaN,NaN,NaN, 5.3669725E+001, 4.2714362E-001, 6.0036656E+001, 0.0000000E+000
 4.0500000E+001, 8.4601022E+002, 1.5144797E-001, 2.9198015E-002, 4.6459534E-003, 1.7343242E-003, 6.5498631E-002, 4.6459534E-003, 7.4282916E-001, 0.0000000E+000,NaN,NaN,NaN, 5.5045872E+001, 4.1381037E-001,NaN,NaN
 4.1500000E+001, 8.3050453E+002, 1.5381924E-001, 2.8182802E-002, 4.1806019E-003, 1.4818648E-003, 6.3010510E-002, 4.1806019E-003, 7.4514438E-001, 0.0000000E+000,NaN,NaN,NaN, 5.6422018E+001, 4.0709760E-001,NaN,NaN
 4.2500000E+001, 8.1535917E+002, 1.5610439E-001, 2.7221235E-002, 3.6982504E-003, 1.2589165E-003, 6.0612507E-002, 3.6982504E-003, 7.4740645E-001, 0.0000000E+000,NaN,NaN,NaN, 5.7798165E+001, 4.0038114E-001,NaN,NaN
 4.3500000E+001, 8.0016785E+002, 1.5825795E-001, 2.6301062E-002, 3.2686137E-003, 1.0480225E-003, 5.8349468E-002, 3.2686137E-003, 7.4950626E-001, 0.0000000E+000,NaN,NaN,NaN, 5.9174312E+001, 3.8702260E-001,NaN,NaN
 4.4500000E+001, 7.8498538E+002, 1.6031173E-001, 2.5426376E-002, 2.8482574E-003, 8.7413115E-004, 5.6186349E-002, 2.8482574E-003, 7.5150490E-001, 0.0000000E+000,NaN,NaN,NaN, 6.0550459E+001, 3.8041310E-001,NaN,NaN
 4.5500000E+001, 7.7009333E+002, 1.6225402E-001, 2.4572262E-002, 2.4958865E-003, 7.2199133E-004, 5.4131781E-002, 2.4958865E-003, 7.5332817E-001, 0.0000000E+000,NaN,NaN,NaN, 6.1926606E+001, 3.7386466E-001,NaN,NaN
 4.6500000E+001, 7.5530299E+002, 1.6413129E-001, 2.3732611E-002, 2.1757188E-003, 5.9758152E-004, 5.2138001E-002, 2.1757188E-003, 7.5504908E-001, 0.0000000E+000,NaN,NaN,NaN, 6.3302752E+001, 3.6097873E-001,NaN,NaN
 4.7500000E+001, 7.4121512E+002, 1.6585022E-001, 2.2952959E-002, 1.8997239E-003, 4.9343730E-004, 5.0307819E-002, 1.8997239E-003, 7.5659612E-001, 0.0000000E+000,NaN,NaN,NaN, 6.4678899E+001, 3.5463975E-001,NaN,NaN
 4.8500000E+001, 7.2696279E+002, 1.6755125E-001, 2.2173748E-002, 1.6376322E-003, 4.0299479E-004, 4.8492293E-002, 1.6376322E-003, 7.5810445E-001, 0.0000000E+000,NaN,NaN,NaN, 6.6055046E+001, 3.4211675E-001,NaN,NaN
 4.9500000E+001, 7.1328649E+002, 1.6911562E-001, 2.1442201E-002, 1.4201460E-003, 3.3409515E-004, 4.6816169E-002, 1.4201460E-003, 7.5945163E-001, 0.0000000E+000,NaN,NaN,NaN, 6.7431193E+001, 3.3591723E-001,NaN,NaN
 5.0500000E+001, 7.0055737E+002, 1.7056613E-001, 2.0757789E-002, 1.2276529E-003, 2.7832910E-004, 4.5258925E-002, 1.2276529E-003, 7.6068352E-001, 0.0000000E+000,NaN,NaN,NaN, 6.8807339E+001, 3.2976312E-001,NaN,NaN
 5.1500000E+001, 6.8815110E+002, 1.7193424E-001, 2.0093048E-002, 1.0785297E-003, 2.3355254E-004, 4.3784006E-002, 1.0785297E-003, 7.6179810E-001, 0.0000000E+000,NaN,NaN,NaN, 7.0183486E+001, 3.1761761E-001,NaN,NaN
 5.2500000E+001, 6.7546536E+002, 1.7330058E-001, 1.9425919E-002, 9.3440983E-004, 1.9344477E-004, 4.2309278E-002, 9.3440983E-004, 7.6290196E-001, 0.0000000E+000,NaN,NaN,NaN, 7.1559633E+001, 3.1162673E-001,NaN,NaN
 5.3500000E+001, 6.6342892E+002, 1.7455017E-001, 1.8810670E-002, 8.1107721E-004, 1.5976094E-004, 4.0958744E-002, 8.1107721E-004, 7.6389850E-001, 0.0000000E+000,NaN,NaN,NaN, 7.2935780E+001, 3.0568203E-001,NaN,NaN
 5.4500000E+001, 6.5200844E+002, 1.7571170E-001, 1.8231236E-002, 7.0801060E-004, 1.3719537E-004, 3.9699805E-002, 7.0801060E-004, 7.6480404E-001, 0.0000000E+000,NaN,NaN,NaN, 7.4311927E+001, 2.9391325E-001,NaN,NaN
 5.5500000E+001, 6.4178148E+002, 1.7675784E-001, 1.7708027E-002, 6.1715162E-004, 1.1883215E-004, 3.8565213E-002, 6.1715162E-004, 7.6561579E-001, 0.0000000E+000,NaN,NaN,NaN, 7.5688073E+001, 2.9692288E-001,NaN,NaN
 5.6500000E+001, 6.3117259E+002, 1.7779736E-001, 1.7180736E-002, 5.3903879E-004, 1.0510221E-004, 3.7435123E-002, 5.3903879E-004, 7.6640360E-001, 0.0000000E+000,NaN,NaN,NaN, 7.7064220E+001, 2.8512687E-001,NaN,NaN
 5.7500000E+001, 6.2030510E+002, 1.7884979E-001, 1.6644376E-002, 4.6440185E-004, 9.1352035E-005, 3.6290384E-002, 4.6440185E-004, 7.6719530E-001, 0.0000000E+000,NaN,NaN,NaN, 7.8440367E+001, 2.7935604E-001,NaN,NaN
 5.8500000E+001, 6.0918708E+002, 1.7991999E-001, 1.6089913E-002, 4.0381457E-004, 8.0872164E-005, 3.5123460E-002, 4.0381457E-004, 7.6797814E-001, 0.0000000E+000,NaN,NaN,NaN, 7.9816514E+001, 2.7367981E-001,NaN,NaN
 5.9500000E+001, 5.9830611E+002, 1.8094896E-001, 1.5555015E-002, 3.4891448E-004, 6.9946136E-005, 3.4001240E-002, 3.4891448E-004, 7.6872701E-001, 0.0000000E+000,NaN,NaN,NaN, 8.1192661E+001, 2.6258837E-001,NaN,NaN
 6.0500000E+001, 5.8795980E+002, 1.8192450E-001, 1.5041882E-002, 3.0687305E-004, 6.2720060E-005, 3.2935230E-002, 3.0687305E-004, 7.6942192E-001, 0.0000000E+000,NaN,NaN,NaN, 8.2568807E+001, 2.5715308E-001,NaN,NaN
 6.1500000E+001, 5.7823260E+002, 1.8281327E-001, 1.4572598E-002, 2.7193724E-004, 5.5202010E-005, 3.1963808E-002, 2.7193724E-004, 7.7005124E-001, 0.0000000E+000,NaN,NaN,NaN, 8.3944954E+001, 2.5178126E-001,NaN,NaN
 6.2500000E+001, 5.6863869E+002, 1.8368667E-001, 1.4105862E-002, 2.4669193E-004, 5.1634054E-005, 3.1007089E-002, 2.4669193E-004, 7.7065536E-001, 0.0000000E+000,NaN,NaN,NaN, 8.5321101E+001, 2.4122670E-001,NaN,NaN
 6.3500000E+001, 5.5977809E+002, 1.8447176E-001, 1.3687635E-002, 2.2216889E-004, 4.5973635E-005, 3.0147921E-002, 2.2216889E-004, 7.7120237E-001, 0.0000000E+000,NaN,NaN,NaN, 8.6697248E+001, 2.3605368E-001,NaN,NaN
 6.4500000E+001, 5.5172287E+002, 1.8520373E-001, 1.3298000E-002, 1.9818644E-004, 4.3639087E-005, 2.9346353E-002, 1.9818644E-004, 7.7171191E-001, 0.0000000E+000,NaN,NaN,NaN, 8.8073394E+001, 2.2595019E-001,NaN,NaN
 6.5500000E+001, 5.4430358E+002, 1.8587602E-001, 1.2941682E-002, 1.7406234E-004, 3.8281602E-005, 2.8611158E-002, 1.7406234E-004, 7.7218473E-001, 0.0000000E+000,NaN,NaN,NaN, 8.9449541E+001, 2.2103161E-001,NaN,NaN
 6.6500000E+001, 5.3763593E+002, 1.8647732E-001, 1.2622609E-002, 1.5272907E-004, 3.5612312E-005, 2.7953070E-002, 1.5272907E-004, 7.7260593E-001, 0.0000000E+000,NaN,NaN,NaN, 9.0825688E+001, 2.1620784E-001,NaN,NaN
 6.7500000E+001, 5.3143933E+002, 1.8703351E-001, 1.2328556E-002, 1.3175275E-004, 2.9868614E-005, 2.7345289E-002, 1.3175275E-004, 7.7299927E-001, 0.0000000E+000,NaN,NaN,NaN, 9.2201835E+001, 2.0685500E-001,NaN,NaN
 6.8500000E+001, 5.2536577E+002, 1.8757718E-001, 1.2040683E-002, 1.1171089E-004, 2.5773755E-005, 2.6750768E-002, 1.1171089E-004, 7.7338218E-001, 0.0000000E+000,NaN,NaN,NaN, 9.3577982E+001, 2.0232746E-001,NaN,NaN
 6.9500000E+001, 5.1951842E+002, 1.8809475E-001, 1.1765886E-002, 9.4237611E-005, 2.0441927E-005, 2.6184903E-002, 9.4237611E-005, 7.7374554E-001, 0.0000000E+000,NaN,NaN,NaN, 9.4954128E+001, 1.9789803E-001,NaN,NaN
 7.0500000E+001, 5.1393219E+002, 1.8859504E-001, 1.1499930E-002, 7.7625035E-005, 1.6847115E-005, 2.5637534E-002, 7.7625035E-005, 7.7409540E-001, 0.0000000E+000,NaN,NaN,NaN, 9.6330275E+001, 1.8932371E-001,NaN,NaN
 7.1500000E+001, 5.0859949E+002, 1.8906774E-001, 1.1248128E-002, 6.2998368E-005, 1.2692553E-005, 2.5120394E-002, 6.2998368E-005, 7.7442505E-001, 0.0000000E+000,NaN,NaN,NaN, 9.7706422E+001, 1.8517239E-001,NaN,NaN
 7.2500000E+001, 5.0333831E+002, 1.8954102E-001, 1.0994027E-002, 5.1702671E-005, 9.3753698E-006, 2.4601973E-002, 5.1702671E-005, 7.7475020E-001, 0.0000000E+000,NaN,NaN,NaN, 9.9082569E+001, 1.7712953E-001,NaN,NaN
 7.3500000E+001, 4.9807145E+002, 1.9001038E-001, 1.0741328E-002, 4.1638860E-005, 6.5665147E-006, 2.4087571E-002, 4.1638860E-005, 7.7507087E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0045872E+002, 1.7323630E-001,NaN,NaN
 7.4500000E+001, 4.9268302E+002, 1.9048155E-001, 1.0486197E-002, 3.3810006E-005, 5.2955260E-006, 2.3570531E-002, 3.3810006E-005, 7.7538880E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0183486E+002, 1.6942815E-001,NaN,NaN
 7.5500000E+001, 4.8771465E+002, 1.9092344E-001, 1.0246115E-002, 2.7824856E-005, 4.4599933E-006, 2.3085361E-002, 2.7824856E-005, 7.7568497E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0321101E+002, 1.6206278E-001,NaN,NaN
 7.6500000E+001, 4.8305248E+002, 1.9132007E-001, 1.0029803E-002, 2.3901829E-005, 3.7342067E-006, 2.2649688E-002, 2.3901829E-005, 7.7594890E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0458716E+002, 1.5850024E-001,NaN,NaN
 7.7500000E+001, 4.7860262E+002, 1.9169622E-001, 9.8242731E-003, 2.0887694E-005, 2.9342044E-006, 2.2236439E-002, 2.0887694E-005, 7.7619836E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0596330E+002, 1.5501120E-001,NaN,NaN
 7.8500000E+001, 4.7464924E+002, 1.9203531E-001, 9.6390492E-003, 1.8073171E-005, 2.2014219E-006, 2.1863920E-002, 1.8073171E-005, 7.7642338E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0733945E+002, 1.4821541E-001,NaN,NaN
 7.9500000E+001, 4.7078937E+002, 1.9236901E-001, 9.4566794E-003, 1.5439194E-005, 1.5850666E-006, 2.1497278E-002, 1.5439194E-005, 7.7664457E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0871560E+002, 1.4488267E-001,NaN,NaN
 8.0500000E+001, 4.6716956E+002, 1.9268251E-001, 9.2853601E-003, 1.2915796E-005, 1.1495350E-006, 2.1152804E-002, 1.2915796E-005, 7.7685235E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1009174E+002, 1.3830867E-001,NaN,NaN
 8.1500000E+001, 4.6353895E+002, 1.9300031E-001, 9.1113785E-003, 1.0882178E-005, 8.5763858E-007, 2.0803501E-002, 1.0882178E-005, 7.7706219E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1146789E+002, 1.3509270E-001,NaN,NaN
 8.2500000E+001, 4.6000474E+002, 1.9330846E-001, 8.9427713E-003, 8.7393212E-006, 6.3544322E-007, 2.0464817E-002, 8.7393212E-006, 7.7726584E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1284404E+002, 1.3196940E-001,NaN,NaN
 8.3500000E+001, 4.5654719E+002, 1.9360818E-001, 8.7786949E-003, 6.7854111E-006, 4.7035999E-007, 2.0135365E-002, 6.7854111E-006, 7.7746372E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1422018E+002, 1.2612748E-001,NaN,NaN
 8.4500000E+001, 4.5328205E+002, 1.9389392E-001, 8.6222034E-003, 5.0311023E-006, 3.5318797E-007, 1.9821251E-002, 5.0311023E-006, 7.7765221E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1559633E+002, 1.2398035E-001,NaN,NaN
 8.5500000E+001, 4.5022595E+002, 1.9416168E-001, 8.4753495E-003, 3.7587925E-006, 2.6655786E-007, 1.9526853E-002, 3.7587925E-006, 7.7782833E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1697248E+002, 1.2086077E-001,NaN,NaN
 8.6500000E+001, 4.4718343E+002, 1.9442342E-001, 8.3316684E-003, 2.7451488E-006, 1.9999670E-007, 1.9239045E-002, 2.7451488E-006, 7.7800018E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1834862E+002, 1.1473406E-001,NaN,NaN
 8.7500000E+001, 4.4424690E+002, 1.9467820E-001, 8.1916458E-003, 2.0384069E-006, 1.4848958E-007, 1.8958846E-002, 2.0384069E-006, 7.7816709E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1972477E+002, 1.1183259E-001,NaN,NaN
 8.8500000E+001, 4.4122968E+002, 1.9493794E-001, 8.0487755E-003, 1.5235944E-006, 1.1192712E-007, 1.8673152E-002, 1.5235944E-006, 7.7833697E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2110092E+002, 1.0623487E-001,NaN,NaN
 8.9500000E+001, 4.3817005E+002, 1.9520582E-001, 7.9013315E-003, 1.1685364E-006, 8.4377867E-008, 1.8378488E-002, 1.1685364E-006, 7.7851194E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2247706E+002, 1.0351501E-001,NaN,NaN
 9.0500000E+001, 4.3513093E+002, 1.9547213E-001, 7.7546879E-003, 9.2381612E-007, 6.5500866E-008, 1.8085531E-002, 9.2381612E-007, 7.7868573E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2385321E+002, 1.0085127E-001,NaN,NaN
 9.1500000E+001, 4.3232340E+002, 1.9572168E-001, 7.6172501E-003, 7.3693057E-007, 5.1188529E-008, 1.7811006E-002, 7.3693057E-007, 7.7884853E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2522936E+002, 9.5707337E-002,NaN,NaN
