cm,K,K,cm,K,K,K,K,K,K,K,K,K,K
 4.0500000E+001, 1.2779606E+003, 2.9320641E+002, 3.0500000E+001, 6.1942400E+002, 3.8066272E+002, 4.5071639E+002, 2.3229613E+002, 4.0052256E+002, 1.4389892E+002, 3.9031737E+002, 1.0776986E+002, 3.8275844E+002, 8.1894896E+001
 4.1500000E+001, 1.2714431E+003, 2.9526571E+002, 3.1500000E+001, 5.9865627E+002, 3.7636830E+002, 4.4366077E+002, 2.2840554E+002, 3.9472553E+002, 1.4073191E+002, 3.8561313E+002, 1.0507158E+002, 3.7881335E+002, 8.0215051E+001
 4.2500000E+001, 1.2653037E+003, 2.9773186E+002, 3.2500000E+001, 5.8398616E+002, 3.7777368E+002, 4.3856605E+002, 2.2783002E+002, 3.8912571E+002, 1.3815969E+002, 3.8103383E+002, 1.0182167E+002, 3.7502944E+002, 7.8659532E+001
 4.3500000E+001, 1.2594368E+003, 3.0013601E+002, 3.3500000E+001, 5.7788501E+002, 3.7961962E+002, 4.3277386E+002, 2.2503075E+002, 3.8415468E+002, 1.3686985E+002, 3.7646010E+002, 9.9263263E+001, 3.7143634E+002, 7.7126792E+001
 4.4500000E+001, 1.2531783E+003, 3.0314149E+002, 3.4500000E+001, 5.6968156E+002, 3.7909464E+002, 4.2783255E+002, 2.2189072E+002, 3.8039457E+002, 1.3577268E+002, 3.7240458E+002, 9.6132677E+001, 3.6782347E+002, 7.4703966E+001
 4.5500000E+001, 1.2465151E+003, 3.0721441E+002, 3.5500000E+001, 5.5968058E+002, 3.7422937E+002, 4.2278129E+002, 2.1763458E+002, 3.7709602E+002, 1.3332071E+002, 3.6767909E+002, 9.1892114E+001, 3.6396864E+002, 7.1627374E+001
 4.6500000E+001, 1.2398340E+003, 3.1178834E+002, 3.6500000E+001, 5.4341483E+002, 3.6167595E+002, 4.1726592E+002, 2.1098843E+002, 3.7286479E+002, 1.2929497E+002, 3.6302323E+002, 8.7773620E+001, 3.6018678E+002, 6.9186898E+001
 4.7500000E+001, 1.2336049E+003, 3.1578022E+002, 3.7500000E+001, 5.3062932E+002, 3.5404960E+002, 4.1212602E+002, 2.0437944E+002, 3.6789698E+002, 1.2482824E+002, 3.5804022E+002, 8.3172730E+001, 3.5673965E+002, 6.6980754E+001
 4.8500000E+001, 1.2276323E+003, 3.1901732E+002, 3.8500000E+001, 5.1737980E+002, 3.4532401E+002, 4.0760416E+002, 1.9933640E+002, 3.6376873E+002, 1.2022352E+002, 3.5294416E+002, 7.7560881E+001, 3.5345453E+002, 6.4214497E+001
 4.9500000E+001, 1.2216613E+003, 3.2121838E+002, 3.9500000E+001, 5.0567061E+002, 3.4070224E+002, 4.0263714E+002, 1.9612329E+002, 3.6001339E+002, 1.1612198E+002, 3.4952657E+002, 7.5079969E+001, 3.4977311E+002, 6.0913409E+001
 5.0500000E+001, 1.2155340E+003, 3.2263680E+002, 4.0500000E+001, 4.9404269E+002, 3.3381049E+002, 3.9653868E+002, 1.9476174E+002, 3.5646686E+002, 1.1143760E+002, 3.4665787E+002, 7.3056609E+001, 3.4609773E+002, 5.7383598E+001
 5.1500000E+001, 1.2093258E+003, 3.2373665E+002, 4.1500000E+001, 4.7858977E+002, 3.2087516E+002, 3.9134294E+002, 1.9194768E+002, 3.5271769E+002, 1.0638201E+002, 3.4365972E+002, 7.1059586E+001, 3.4297220E+002, 5.4248363E+001
 5.2500000E+001, 1.2027749E+003, 3.2467269E+002, 4.2500000E+001, 4.6264858E+002, 3.0611819E+002, 3.8473741E+002, 1.8234863E+002, 3.4948826E+002, 1.0368864E+002, 3.4084229E+002, 6.9098541E+001, 3.3961077E+002, 5.1380235E+001
 5.3500000E+001, 1.1961117E+003, 3.2561973E+002, 4.3500000E+001, 4.4213188E+002, 2.8610855E+002, 3.7810638E+002, 1.6870667E+002, 3.4753785E+002, 1.0252295E+002, 3.3823049E+002, 6.6789176E+001, 3.3651493E+002, 4.9413462E+001
 5.4500000E+001, 1.1887893E+003, 3.2669039E+002, 4.4500000E+001, 4.2543611E+002, 2.7202250E+002, 3.7222230E+002, 1.6074596E+002, 3.4465794E+002, 9.7796760E+001, 3.3572274E+002, 6.4210885E+001, 3.3370817E+002, 4.8032991E+001
 5.5500000E+001, 1.1812088E+003, 3.2826667E+002, 4.5500000E+001, 4.0956521E+002, 2.5329069E+002, 3.6720132E+002, 1.5727071E+002, 3.4097757E+002, 9.2459300E+001, 3.3300070E+002, 6.1932018E+001, 3.3113537E+002, 4.6138444E+001
 5.6500000E+001, 1.1735626E+003, 3.3022932E+002, 4.6500000E+001, 3.8728816E+002, 2.2514413E+002, 3.6226833E+002, 1.5203526E+002, 3.3777893E+002, 8.8351553E+001, 3.3033815E+002, 6.0752683E+001, 3.2866666E+002, 4.4246879E+001
 5.7500000E+001, 1.1661945E+003, 3.3237197E+002, 4.7500000E+001, 3.7045403E+002, 2.0597521E+002, 3.5728364E+002, 1.4671520E+002, 3.3497609E+002, 8.4911485E+001, 3.2716474E+002, 5.8539176E+001, 3.2637424E+002, 4.2681580E+001
 5.8500000E+001, 1.1593154E+003, 3.3446589E+002, 4.8500000E+001, 3.5469441E+002, 1.8526675E+002, 3.5254276E+002, 1.4027593E+002, 3.3189879E+002, 8.1715418E+001, 3.2369001E+002, 5.4595945E+001, 3.2414573E+002, 4.1225259E+001
 5.9500000E+001, 1.1524105E+003, 3.3625685E+002, 4.9500000E+001, 3.4087103E+002, 1.6417379E+002, 3.4813043E+002, 1.3421818E+002, 3.2819827E+002, 7.7294773E+001, 3.2032217E+002, 4.8999948E+001, 3.2157567E+002, 3.8617946E+001
 6.0500000E+001, 1.1463126E+003, 3.3767441E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.1500000E+001, 1.1402126E+003, 3.3886248E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.2500000E+001, 1.1337000E+003, 3.3969962E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.3500000E+001, 1.1263348E+003, 3.4008022E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.4500000E+001, 1.1181986E+003, 3.4075024E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.5500000E+001, 1.1097202E+003, 3.4203563E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.6500000E+001, 1.1011484E+003, 3.4393953E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.7500000E+001, 1.0927579E+003, 3.4603033E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.8500000E+001, 1.0845050E+003, 3.4813155E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.9500000E+001, 1.0763925E+003, 3.4991095E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.0500000E+001, 1.0682738E+003, 3.5103333E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.1500000E+001, 1.0601656E+003, 3.5183048E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.2500000E+001, 1.0518634E+003, 3.5226979E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.3500000E+001, 1.0434766E+003, 3.5262677E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.4500000E+001, 1.0349740E+003, 3.5288082E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.5500000E+001, 1.0265291E+003, 3.5317225E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.6500000E+001, 1.0182151E+003, 3.5339094E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.7500000E+001, 1.0099348E+003, 3.5333589E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.8500000E+001, 1.0016547E+003, 3.5281042E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.9500000E+001, 9.9312837E+002, 3.5189660E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.0500000E+001, 9.8434602E+002, 3.5082745E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.1500000E+001, 9.7496330E+002, 3.4959396E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.2500000E+001, 9.6546090E+002, 3.4849918E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.3500000E+001, 9.5579463E+002, 3.4740343E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.4500000E+001, 9.4636445E+002, 3.4657720E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.5500000E+001, 9.3730241E+002, 3.4569193E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.6500000E+001, 9.2858516E+002, 3.4472989E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.7500000E+001, 9.1997501E+002, 3.4350186E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.8500000E+001, 9.1166958E+002, 3.4243291E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.9500000E+001, 9.0356563E+002, 3.4099161E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.0500000E+001, 8.9554607E+002, 3.3921957E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.1500000E+001, 8.8733861E+002, 3.3676490E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.2500000E+001, 8.7930327E+002, 3.3446092E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.3500000E+001, 8.7128533E+002, 3.3192168E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.4500000E+001, 8.6363718E+002, 3.2982521E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.5500000E+001, 8.5601548E+002, 3.2742438E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.6500000E+001, 8.4880614E+002, 3.2557626E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.7500000E+001, 8.4160232E+002, 3.2352720E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.8500000E+001, 8.3494998E+002, 3.2214485E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.9500000E+001, 8.2800217E+002, 3.2035407E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0050000E+002, 8.2199374E+002, 3.1904275E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0150000E+002, 8.1585103E+002, 3.1701242E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0250000E+002, 8.0980521E+002, 3.1488707E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0350000E+002, 8.0340128E+002, 3.1237922E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0450000E+002, 7.9687927E+002, 3.1000870E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0550000E+002, 7.9034296E+002, 3.0752885E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0650000E+002, 7.8401344E+002, 3.0499696E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0750000E+002, 7.7773500E+002, 3.0221309E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0850000E+002, 7.7185472E+002, 2.9970560E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0950000E+002, 7.6603857E+002, 2.9712167E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1050000E+002, 7.6061653E+002, 2.9481236E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1150000E+002, 7.5491534E+002, 2.9203720E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1250000E+002, 7.4941856E+002, 2.8943539E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1350000E+002, 7.4366617E+002, 2.8640264E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1450000E+002, 7.3826794E+002, 2.8381921E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1550000E+002, 7.3282633E+002, 2.8103852E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1650000E+002, 7.2754869E+002, 2.7854593E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1750000E+002, 7.2207467E+002, 2.7590274E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1850000E+002, 7.1669364E+002, 2.7343926E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1950000E+002, 7.1130815E+002, 2.7105348E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2050000E+002, 7.0602183E+002, 2.6870852E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2150000E+002, 7.0080189E+002, 2.6632466E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2250000E+002, 6.9578631E+002, 2.6401155E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2350000E+002, 6.9098111E+002, 2.6173119E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2450000E+002, 6.8646470E+002, 2.5941472E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2550000E+002, 6.8220932E+002, 2.5715568E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2650000E+002, 6.7810021E+002, 2.5504887E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2750000E+002, 6.7410517E+002, 2.5301861E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2850000E+002, 6.7013110E+002, 2.5106635E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2950000E+002, 6.6637624E+002, 2.4918973E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3050000E+002, 6.6273671E+002, 2.4734420E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3150000E+002, 6.5928351E+002, 2.4554448E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3250000E+002, 6.5577229E+002, 2.4366077E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
