cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
 6.9250000E+001, 5.9533083E+002, 1.7986117E-001, 1.7144881E-002, 2.9642989E-004, 9.6161575E-005, 2.8700058E-002, 2.3402360E-004, 7.7364994E-001, 6.8904910E-006
 6.9750000E+001, 5.9158773E+002, 1.8018821E-001, 1.6969343E-002, 2.7311710E-004, 8.4316398E-005, 2.8419070E-002, 2.1561877E-004, 7.7383435E-001, 6.3423604E-006
 7.0250000E+001, 5.8754571E+002, 1.8055447E-001, 1.6768666E-002, 2.5249116E-004, 7.6929981E-005, 2.8102529E-002, 1.9933513E-004, 7.7403081E-001, 5.8607725E-006
 7.0750000E+001, 5.8392756E+002, 1.8087711E-001, 1.6596203E-002, 2.2790418E-004, 6.7407268E-005, 2.7825143E-002, 1.7992435E-004, 7.7421298E-001, 5.2840103E-006
 7.1250000E+001, 5.7977416E+002, 1.8126819E-001, 1.6379895E-002, 2.0866127E-004, 6.2182357E-005, 2.7486274E-002, 1.6473258E-004, 7.7441786E-001, 4.8381226E-006
 7.1750000E+001, 5.7618670E+002, 1.8159705E-001, 1.6201687E-002, 1.8692123E-004, 5.5560982E-005, 2.7202501E-002, 1.4756939E-004, 7.7459778E-001, 4.3318746E-006
 7.2250000E+001, 5.7210498E+002, 1.8197482E-001, 1.5988558E-002, 1.7471415E-004, 5.2658443E-005, 2.6873881E-002, 1.3793223E-004, 7.7478722E-001, 4.0529421E-006
 7.2750000E+001, 5.6873504E+002, 1.8227423E-001, 1.5823227E-002, 1.5997000E-004, 4.6478698E-005, 2.6614850E-002, 1.2629210E-004, 7.7494559E-001, 3.7113773E-006
 7.3250000E+001, 5.6466565E+002, 1.8263390E-001, 1.5618778E-002, 1.5088190E-004, 4.3543670E-005, 2.6301659E-002, 1.1911729E-004, 7.7512330E-001, 3.5037414E-006
 7.3750000E+001, 5.6171133E+002, 1.8288322E-001, 1.5481751E-002, 1.3797092E-004, 3.6299386E-005, 2.6086440E-002, 1.0892441E-004, 7.7525733E-001, 3.2050262E-006
 7.4250000E+001, 5.5821383E+002, 1.8318180E-001, 1.5312459E-002, 1.2996624E-004, 3.2624892E-005, 2.5826736E-002, 1.0260492E-004, 7.7540621E-001, 3.0224972E-006
 7.4750000E+001, 5.5576388E+002, 1.8337929E-001, 1.5205442E-002, 1.1764459E-004, 2.4941611E-005, 2.5656908E-002, 9.2877312E-005, 7.7551601E-001, 2.7357742E-006
 7.5250000E+001, 5.5300908E+002, 1.8364559E-001, 1.5053900E-002, 1.1138748E-004, 2.1780839E-005, 2.5425142E-002, 8.7937487E-005, 7.7564775E-001, 2.5933859E-006
 7.5750000E+001, 5.5098926E+002, 1.8384212E-001, 1.4946448E-002, 1.0039097E-004, 1.5577827E-005, 2.5255694E-002, 7.9256029E-005, 7.7575464E-001, 2.3375226E-006
 7.6250000E+001, 5.4860620E+002, 1.8409201E-001, 1.4803427E-002, 9.5655946E-005, 1.3557748E-005, 2.5037871E-002, 7.5517852E-005, 7.7587636E-001, 2.2287016E-006
 7.6750000E+001, 5.4647029E+002, 1.8428909E-001, 1.4695311E-002, 8.4707427E-005, 9.9583007E-006, 2.4867459E-002, 6.6874285E-005, 7.7598165E-001, 1.9719721E-006
 7.7250000E+001, 5.4422101E+002, 1.8451296E-001, 1.4567232E-002, 8.0073985E-005, 9.6726776E-006, 2.4672083E-002, 6.3216304E-005, 7.7609008E-001, 1.8635659E-006
 7.7750000E+001, 5.4198160E+002, 1.8469816E-001, 1.4465128E-002, 7.0318201E-005, 7.7237790E-006, 2.4511600E-002, 5.5514370E-005, 7.7618744E-001, 1.6363014E-006
 7.8250000E+001, 5.3953063E+002, 1.8491853E-001, 1.4337850E-002, 6.7677546E-005, 7.6945435E-006, 2.4318976E-002, 5.3429642E-005, 7.7629189E-001, 1.5746987E-006
 7.8750000E+001, 5.3729553E+002, 1.8510893E-001, 1.4231437E-002, 5.9849777E-005, 6.3918094E-006, 2.4153545E-002, 4.7249824E-005, 7.7638910E-001, 1.3925838E-006
 7.9250000E+001, 5.3470674E+002, 1.8534694E-001, 1.4093047E-002, 5.8486689E-005, 6.4166414E-006, 2.3945282E-002, 4.6173702E-005, 7.7650024E-001, 1.3605814E-006
 7.9750000E+001, 5.3245962E+002, 1.8554382E-001, 1.3981741E-002, 5.2393177E-005, 5.4361981E-006, 2.3773880E-002, 4.1363035E-005, 7.7659831E-001, 1.2184667E-006
 8.0250000E+001, 5.2987012E+002, 1.8578230E-001, 1.3842214E-002, 5.2403687E-005, 5.5792676E-006, 2.3564988E-002, 4.1371332E-005, 7.7670808E-001, 1.2177335E-006
 8.0750000E+001, 5.2762013E+002, 1.8598991E-001, 1.3723333E-002, 4.8395671E-005, 4.7536652E-006, 2.3383872E-002, 3.8207109E-005, 7.7680870E-001, 1.1245098E-006
 8.1250000E+001, 5.2523262E+002, 1.8621912E-001, 1.3589014E-002, 4.8742206E-005, 4.9353441E-006, 2.3183039E-002, 3.8480689E-005, 7.7691382E-001, 1.1314860E-006
 8.1750000E+001, 5.2294322E+002, 1.8643083E-001, 1.3467805E-002, 4.4606655E-005, 4.1780221E-006, 2.2998337E-002, 3.5215780E-005, 7.7701642E-001, 1.0351517E-006
 8.2250000E+001, 5.2065382E+002, 1.8664181E-001, 1.3345162E-002, 4.3296984E-005, 4.4319728E-006, 2.2813692E-002, 3.4181830E-005, 7.7711489E-001, 1.0035574E-006
 8.2750000E+001, 5.1832662E+002, 1.8683838E-001, 1.3232986E-002, 3.8827349E-005, 3.8987216E-006, 2.2642254E-002, 3.0653170E-005, 7.7721073E-001, 8.9987773E-007
 8.3250000E+001, 5.1584569E+002, 1.8705318E-001, 1.3108373E-002, 3.7103723E-005, 4.0777269E-006, 2.2454337E-002, 2.9292413E-005, 7.7731147E-001, 8.5983866E-007
 8.3750000E+001, 5.1321858E+002, 1.8727787E-001, 1.2979043E-002, 3.3733456E-005, 3.7710719E-006, 2.2258072E-002, 2.6631676E-005, 7.7741890E-001, 7.8194084E-007
 8.4250000E+001, 5.1058852E+002, 1.8752086E-001, 1.2837399E-002, 3.2864195E-005, 4.0885220E-006, 2.2045322E-002, 2.5945417E-005, 7.7753160E-001, 7.6197689E-007
 8.4750000E+001, 5.0818676E+002, 1.8774620E-001, 1.2706805E-002, 3.0938824E-005, 3.7573375E-006, 2.1848295E-002, 2.4425388E-005, 7.7763777E-001, 7.1751438E-007
 8.5250000E+001, 5.0578362E+002, 1.8797980E-001, 1.2569893E-002, 3.1315425E-005, 4.0453428E-006, 2.1643604E-002, 2.4722704E-005, 7.7774479E-001, 7.2625759E-007
 8.5750000E+001, 5.0354423E+002, 1.8820065E-001, 1.2440907E-002, 3.1064818E-005, 3.6422353E-006, 2.1450291E-002, 2.4524856E-005, 7.7784711E-001, 7.2022133E-007
 8.6250000E+001, 5.0130924E+002, 1.8842038E-001, 1.2311379E-002, 3.2632152E-005, 3.8632865E-006, 2.1257586E-002, 2.5762225E-005, 7.7794649E-001, 7.5664109E-007
 8.6750000E+001, 4.9910329E+002, 1.8863815E-001, 1.2184219E-002, 3.2348758E-005, 3.4488557E-006, 2.1066981E-002, 2.5538493E-005, 7.7804742E-001, 7.5044732E-007
 8.7250000E+001, 4.9676792E+002, 1.8886165E-001, 1.2053329E-002, 3.2570449E-005, 3.5674158E-006, 2.0871186E-002, 2.5713513E-005, 7.7815008E-001, 7.5570824E-007
 8.7750000E+001, 4.9456917E+002, 1.8906873E-001, 1.1933339E-002, 3.0807205E-005, 3.0704782E-006, 2.0690160E-002, 2.4321478E-005, 7.7824778E-001, 7.1477789E-007
 8.8250000E+001, 4.9245149E+002, 1.8926961E-001, 1.1816912E-002, 2.9073375E-005, 2.9278537E-006, 2.0514492E-002, 2.2952664E-005, 7.7834233E-001, 6.7414414E-007
 8.8750000E+001, 4.9058356E+002, 1.8945008E-001, 1.1713004E-002, 2.6481473E-005, 2.3694698E-006, 2.0356898E-002, 2.0906426E-005, 7.7842871E-001, 6.1348801E-007
 8.9250000E+001, 4.8877633E+002, 1.8963144E-001, 1.1608310E-002, 2.4268274E-005, 2.0532238E-006, 2.0198424E-002, 1.9159164E-005, 7.7851492E-001, 5.6131763E-007
 8.9750000E+001, 4.8714961E+002, 1.8979750E-001, 1.1512786E-002, 2.1728734E-005, 1.5843233E-006, 2.0053423E-002, 1.7154263E-005, 7.7859455E-001, 5.0164707E-007
 9.0250000E+001, 4.8559592E+002, 1.8996140E-001, 1.1418302E-002, 1.9523286E-005, 1.3303523E-006, 1.9910239E-002, 1.5413121E-005, 7.7867266E-001, 4.5020250E-007
 9.0750000E+001, 4.8407399E+002, 1.9011914E-001, 1.1327634E-002, 1.6959391E-005, 1.0460247E-006, 1.9772490E-002, 1.3388993E-005, 7.7874835E-001, 3.9066996E-007
 9.1250000E+001, 4.8250746E+002, 1.9027725E-001, 1.1236366E-002, 1.4999421E-005, 9.0470087E-007, 1.9634313E-002, 1.1841648E-005, 7.7882344E-001, 3.4523294E-007
 9.1750000E+001, 4.8094914E+002, 1.9042402E-001, 1.1152209E-002, 1.2280123E-005, 6.7605840E-007, 1.9506190E-002, 9.6948343E-006, 7.7889421E-001, 2.8197121E-007
 9.2250000E+001, 4.7946753E+002, 1.9055960E-001, 1.1074305E-002, 1.0014303E-005, 5.5678612E-007, 1.9387784E-002, 7.9060286E-006, 7.7895924E-001, 2.2938965E-007
 9.2750000E+001, 4.7791054E+002, 1.9069567E-001, 1.0996504E-002, 7.1341136E-006, 3.6106480E-007, 1.9269051E-002, 5.6321949E-006, 7.7902523E-001, 1.6277000E-007
 9.3250000E+001, 4.7635270E+002, 1.9083231E-001, 1.0917845E-002, 5.0853911E-006, 2.5964075E-007, 1.9149684E-002, 4.0147824E-006, 7.7909050E-001, 1.1574339E-007
 9.3750000E+001, 4.7462310E+002, 1.9098255E-001, 1.0831035E-002, 3.3550970E-006, 1.6468993E-007, 1.9018360E-002, 2.6487608E-006, 7.7916169E-001, 7.6117674E-008
 9.4250000E+001, 4.7291067E+002, 1.9113432E-001, 1.0742610E-002, 2.7800572E-006, 1.2672190E-007, 1.8885521E-002, 2.1947820E-006, 7.7923228E-001, 6.3039252E-008
 9.4750000E+001, 4.7112825E+002, 1.9128924E-001, 1.0652288E-002, 2.2972399E-006, 1.1533698E-007, 1.8749914E-002, 1.8136105E-006, 7.7930420E-001, 5.2071254E-008
 9.5250000E+001, 4.6957943E+002, 1.9143406E-001, 1.0567621E-002, 2.2106503E-006, 1.3516936E-007, 1.8623083E-002, 1.7452502E-006, 7.7937101E-001, 5.0140062E-008
 9.5750000E+001, 4.6784774E+002, 1.9159053E-001, 1.0476311E-002, 1.8537645E-006, 1.3082288E-007, 1.8486095E-002, 1.4634983E-006, 7.7944350E-001, 4.2025704E-008
 9.6250000E+001, 4.6606945E+002, 1.9175331E-001, 1.0381336E-002, 1.4614101E-006, 1.1262052E-007, 1.8343592E-002, 1.1537448E-006, 7.7951895E-001, 3.3069876E-008
 9.6750000E+001, 4.6420331E+002, 1.9192417E-001, 1.0281702E-002, 9.5555148E-007, 7.1771210E-008, 1.8194025E-002, 7.5438275E-007, 7.7959826E-001, 2.1571692E-008
 9.7250000E+001, 4.6246335E+002, 1.9208798E-001, 1.0186068E-002, 6.5425738E-007, 4.5724620E-008, 1.8050607E-002, 5.1651899E-007, 7.7967409E-001, 1.4740485E-008
 9.7750000E+001, 4.6065115E+002, 1.9226354E-001, 1.0083537E-002, 3.9298358E-007, 2.4865685E-008, 1.7896893E-002, 3.1025019E-007, 7.7975528E-001, 8.8386190E-009
 9.8250000E+001, 4.5888891E+002, 1.9243728E-001, 9.9819637E-003, 2.9377796E-007, 1.6168385E-008, 1.7744740E-002, 2.3192997E-007, 7.7983545E-001, 6.6048555E-009
 9.8750000E+001, 4.5710775E+002, 1.9261689E-001, 9.8769597E-003, 1.9485084E-007, 9.7544933E-009, 1.7587451E-002, 1.5382961E-007, 7.7991833E-001, 4.3774983E-009
 9.9250000E+001, 4.5548207E+002, 1.9277887E-001, 9.7822285E-003, 1.6560028E-007, 7.2224257E-009, 1.7445596E-002, 1.3073707E-007, 7.7999299E-001, 3.7210987E-009
 9.9750000E+001, 4.5379658E+002, 1.9294109E-001, 9.6873645E-003, 1.1458315E-007, 4.6407469E-009, 1.7303526E-002, 9.0460384E-008, 7.8006780E-001, 2.5731156E-009
