s,kW,kW
 1.3425435E+002, 4.8065988E+000, 3.2825780E+001
 1.3510675E+002, 4.8069573E+000, 3.3786044E+001
 1.3638534E+002, 4.8076095E+000, 3.4509889E+001
 1.3723774E+002, 4.8084208E+000, 3.4588105E+001
 1.3809013E+002, 4.8090820E+000, 3.3910015E+001
 1.3938881E+002, 4.8097414E+000, 3.2311828E+001
 1.4028136E+002, 4.8102582E+000, 3.0743414E+001
 1.4117391E+002, 4.8108734E+000, 3.0363992E+001
 1.4201958E+002, 4.8114395E+000, 3.1297740E+001
 1.4325849E+002, 4.8115799E+000, 3.3653626E+001
 1.4410711E+002, 4.8112599E+000, 3.5274678E+001
 1.4523860E+002, 4.8110257E+000, 3.4313085E+001
 1.4620320E+002, 4.8110925E+000, 3.1516720E+001
 1.4737036E+002, 4.8111739E+000, 2.9908232E+001
 1.4808518E+002, 4.8111323E+000, 3.0725583E+001
 1.4906657E+002, 4.8110093E+000, 3.2784294E+001
 1.5000256E+002, 4.8105850E+000, 3.4268405E+001
 1.5125053E+002, 4.8100802E+000, 3.3330971E+001
 1.5221771E+002, 4.8097710E+000, 3.2070445E+001
 1.5331593E+002, 4.8094314E+000, 3.2323153E+001
 1.5407096E+002, 4.8088501E+000, 3.3168230E+001
 1.5520350E+002, 4.8081512E+000, 3.4038944E+001
 1.5633603E+002, 4.8076378E+000, 3.4342639E+001
 1.5709106E+002, 4.8074513E+000, 3.3518738E+001
 1.5822360E+002, 4.8074380E+000, 3.2138924E+001
 1.5905412E+002, 4.8074361E+000, 3.1295194E+001
 1.6039296E+002, 4.8073439E+000, 3.2043410E+001
 1.6116702E+002, 4.8070438E+000, 3.3780233E+001
 1.6217952E+002, 4.8068358E+000, 3.5026775E+001
 1.6319202E+002, 4.8070746E+000, 3.5061270E+001
 1.6423827E+002, 4.8073979E+000, 3.3372221E+001
 1.6505502E+002, 4.8074907E+000, 3.1292674E+001
 1.6639386E+002, 4.8075351E+000, 2.9884440E+001
 1.6728641E+002, 4.8075353E+000, 3.0539965E+001
 1.6824989E+002, 4.8079272E+000, 3.2833370E+001
 1.6911341E+002, 4.8081966E+000, 3.5032472E+001
 1.7017664E+002, 4.8079351E+000, 3.4951744E+001
 1.7102723E+002, 4.8075829E+000, 3.2443479E+001
 1.7205644E+002, 4.8074300E+000, 2.9820904E+001
 1.7316676E+002, 4.8073425E+000, 2.9410507E+001
 1.7405507E+002, 4.8074302E+000, 3.1561878E+001
 1.7506174E+002, 4.8073633E+000, 3.3665144E+001
 1.7606842E+002, 4.8072226E+000, 3.3963269E+001
 1.7723113E+002, 4.8067952E+000, 3.2807027E+001
 1.7820559E+002, 4.8061102E+000, 3.2297790E+001
 1.7931100E+002, 4.8053859E+000, 3.2904629E+001
 1.8004794E+002, 4.8046991E+000, 3.3662974E+001
 1.8103635E+002, 4.8043411E+000, 3.3939383E+001
 1.8202477E+002, 4.8040644E+000, 3.3503016E+001
 1.8307908E+002, 4.8037067E+000, 3.2693872E+001
 1.8431493E+002, 4.8033354E+000, 3.2318559E+001
 1.8519198E+002, 4.8033748E+000, 3.2773080E+001
 1.8606904E+002, 4.8033508E+000, 3.3639402E+001
 1.8738462E+002, 4.8030542E+000, 3.4723698E+001
 1.8826168E+002, 4.8028344E+000, 3.5022020E+001
 1.8913873E+002, 4.8028930E+000, 3.4229091E+001
 1.9001579E+002, 4.8030924E+000, 3.2656713E+001
 1.9135462E+002, 4.8037730E+000, 3.0475071E+001
 1.9224717E+002, 4.8050981E+000, 2.9441309E+001
 1.9303498E+002, 4.8058428E+000, 3.0346024E+001
 1.9415279E+002, 4.8060587E+000, 3.3169528E+001
 1.9510976E+002, 4.8060950E+000, 3.5112677E+001
 1.9606673E+002, 4.8063898E+000, 3.4106448E+001
 1.9720098E+002, 4.8067498E+000, 3.1312232E+001
 1.9825498E+002, 4.8072509E+000, 3.0478566E+001
 1.9926456E+002, 4.8077726E+000, 3.1616704E+001
 2.0020097E+002, 4.8080704E+000, 3.2974067E+001
 2.0113738E+002, 4.8086179E+000, 3.3743056E+001
 2.0207379E+002, 4.8091189E+000, 3.3749008E+001
 2.0301020E+002, 4.8095290E+000, 3.3275550E+001
 2.0407459E+002, 4.8100445E+000, 3.2960132E+001
 2.0528319E+002, 4.8107439E+000, 3.3125028E+001
 2.0611410E+002, 4.8112014E+000, 3.3454530E+001
 2.0736046E+002, 4.8114535E+000, 3.3637517E+001
 2.0819137E+002, 4.8115490E+000, 3.3559097E+001
 2.0902228E+002, 4.8114464E+000, 3.3284939E+001
 2.1026864E+002, 4.8113158E+000, 3.2801252E+001
 2.1109955E+002, 4.8110479E+000, 3.2469494E+001
 2.1243838E+002, 4.8109210E+000, 3.2750525E+001
 2.1333094E+002, 4.8109903E+000, 3.3682847E+001
 2.1416862E+002, 4.8106940E+000, 3.4519554E+001
 2.1534283E+002, 4.8100210E+000, 3.4660390E+001
 2.1612563E+002, 4.8094818E+000, 3.3665556E+001
 2.1739386E+002, 4.8088640E+000, 3.1949989E+001
 2.1828641E+002, 4.8083694E+000, 3.0574598E+001
 2.1917897E+002, 4.8081703E+000, 3.0604034E+001
 2.2026238E+002, 4.8077761E+000, 3.2285619E+001
 2.2114478E+002, 4.8072235E+000, 3.4516196E+001
 2.2202719E+002, 4.8068878E+000, 3.5378069E+001
 2.2320373E+002, 4.8065804E+000, 3.3964784E+001
 2.2417731E+002, 4.8062394E+000, 3.1294223E+001
 2.2531620E+002, 4.8056944E+000, 3.0453864E+001
 2.2612460E+002, 4.8052519E+000, 3.1651965E+001
 2.2712752E+002, 4.8052748E+000, 3.3310778E+001
 2.2809606E+002, 4.8055535E+000, 3.4276398E+001
 2.2929580E+002, 4.8059187E+000, 3.3463312E+001
 2.3022560E+002, 4.8061430E+000, 3.2296222E+001
 2.3135065E+002, 4.8064775E+000, 3.2375658E+001
 2.3214908E+002, 4.8069595E+000, 3.3302781E+001
 2.3334671E+002, 4.8076228E+000, 3.4285499E+001
 2.3414514E+002, 4.8081852E+000, 3.4582152E+001
 2.3534278E+002, 4.8085205E+000, 3.3793252E+001
 2.3614120E+002, 4.8087540E+000, 3.2336110E+001
 2.3702661E+002, 4.8088236E+000, 3.1134515E+001
 2.3836544E+002, 4.8086451E+000, 3.0826933E+001
 2.3916077E+002, 4.8085140E+000, 3.2299340E+001
 2.4008904E+002, 4.8084838E+000, 3.4074173E+001
 2.4122961E+002, 4.8083529E+000, 3.5038444E+001
 2.4206077E+002, 4.8082133E+000, 3.3827263E+001
 2.4300551E+002, 4.8081076E+000, 3.1759444E+001
 2.4414865E+002, 4.8080915E+000, 3.0741113E+001
 2.4536554E+002, 4.8078225E+000, 3.2092595E+001
 2.4608026E+002, 4.8074671E+000, 3.3929236E+001
 2.4715234E+002, 4.8073032E+000, 3.4730309E+001
 2.4822442E+002, 4.8071050E+000, 3.3924713E+001
 2.4933224E+002, 4.8066906E+000, 3.2366967E+001
 2.5015774E+002, 4.8061074E+000, 3.1598480E+001
 2.5105030E+002, 4.8052928E+000, 3.1736241E+001
 2.5231744E+002, 4.8041706E+000, 3.2946176E+001
 2.5306662E+002, 4.8037192E+000, 3.4370594E+001
 2.5419038E+002, 4.8039433E+000, 3.5184942E+001
 2.5531415E+002, 4.8041702E+000, 3.4431120E+001
 2.5610078E+002, 4.8040204E+000, 3.2300971E+001
 2.5743962E+002, 4.8032488E+000, 2.9891072E+001
 2.5826985E+002, 4.8021636E+000, 2.9344377E+001
 2.5923861E+002, 4.8018209E+000, 3.1422804E+001
 2.6007956E+002, 4.8023669E+000, 3.4121010E+001
 2.6120083E+002, 4.8034366E+000, 3.5134626E+001
 2.6204179E+002, 4.8039899E+000, 3.3177145E+001
 2.6327799E+002, 4.8041476E+000, 3.0546326E+001
 2.6402420E+002, 4.8046828E+000, 3.0749845E+001
 2.6502550E+002, 4.8053891E+000, 3.2845719E+001
 2.6628190E+002, 4.8061526E+000, 3.4355064E+001
 2.6722421E+002, 4.8068961E+000, 3.3577488E+001
 2.6816651E+002, 4.8074762E+000, 3.2426970E+001
 2.6923759E+002, 4.8082731E+000, 3.2008821E+001
 2.7041578E+002, 4.8094671E+000, 3.2795818E+001
 2.7125192E+002, 4.8106692E+000, 3.4002945E+001
 2.7208805E+002, 4.8116341E+000, 3.4810360E+001
 2.7334225E+002, 4.8126422E+000, 3.4879331E+001
 2.7417839E+002, 4.8133009E+000, 3.3637226E+001
 2.7504273E+002, 4.8131471E+000, 3.1863438E+001
 2.7638156E+002, 4.8124779E+000, 2.9960813E+001
 2.7727412E+002, 4.8118256E+000, 2.9858973E+001
 2.7819783E+002, 4.8115286E+000, 3.1940611E+001
 2.7923601E+002, 4.8113179E+000, 3.4642890E+001
 2.8024274E+002, 4.8109959E+000, 3.4460716E+001
 2.8110098E+002, 4.8106466E+000, 3.2180496E+001
 2.8210899E+002, 4.8103096E+000, 3.0435976E+001
 2.8320654E+002, 4.8100034E+000, 3.0680217E+001
 2.8414539E+002, 4.8095328E+000, 3.2404411E+001
 2.8525556E+002, 4.8093213E+000, 3.3454987E+001
 2.8608819E+002, 4.8092321E+000, 3.3088164E+001
 2.8719836E+002, 4.8088966E+000, 3.2956330E+001
 2.8811425E+002, 4.8083776E+000, 3.3557113E+001
 2.8915531E+002, 4.8079488E+000, 3.3826212E+001
 2.9033741E+002, 4.8073745E+000, 3.3440110E+001
 2.9115011E+002, 4.8068127E+000, 3.2905942E+001
 2.9204267E+002, 4.8060816E+000, 3.2491988E+001
 2.9338150E+002, 4.8051315E+000, 3.2289548E+001
 2.9427405E+002, 4.8044672E+000, 3.2811743E+001
 2.9510927E+002, 4.8043140E+000, 3.3814284E+001
 2.9627610E+002, 4.8047690E+000, 3.4779372E+001
 2.9705398E+002, 4.8054586E+000, 3.4658092E+001
 2.9822081E+002, 4.8060873E+000, 3.3241734E+001
 2.9909492E+002, 4.8064860E+000, 3.1418632E+001
 3.0043375E+002, 4.8067326E+000, 3.0418842E+001
 3.0124154E+002, 4.8069284E+000, 3.1197213E+001
 3.0218703E+002, 4.8072642E+000, 3.3101990E+001
 3.0302023E+002, 4.8075642E+000, 3.4892019E+001
 3.0413117E+002, 4.8079996E+000, 3.4794366E+001
 3.0507825E+002, 4.8085903E+000, 3.2461231E+001
 3.0622421E+002, 4.8090785E+000, 3.0133963E+001
 3.0703747E+002, 4.8092654E+000, 2.9681131E+001
 3.0827221E+002, 4.8089559E+000, 3.1477287E+001
 3.0905979E+002, 4.8087335E+000, 3.3543654E+001
 3.1010989E+002, 4.8085525E+000, 3.3824491E+001
 3.1121250E+002, 4.8081681E+000, 3.3284051E+001
 3.1216547E+002, 4.8078450E+000, 3.2929622E+001
 3.1324868E+002, 4.8073150E+000, 3.2930620E+001
 3.1401741E+002, 4.8068022E+000, 3.3139117E+001
 3.1517050E+002, 4.8061511E+000, 3.3308935E+001
 3.1632359E+002, 4.8053387E+000, 3.3200687E+001
 3.1709232E+002, 4.8046374E+000, 3.2957058E+001
 3.1824541E+002, 4.8040047E+000, 3.2863358E+001
 3.1909101E+002, 4.8036394E+000, 3.3043440E+001
 3.2035941E+002, 4.8034674E+000, 3.3504860E+001
 3.2120502E+002, 4.8034648E+000, 3.3981624E+001
 3.2205062E+002, 4.8035399E+000, 3.4111871E+001
 3.2331902E+002, 4.8037079E+000, 3.3652867E+001
 3.2416462E+002, 4.8037652E+000, 3.2616543E+001
 3.2503370E+002, 4.8039700E+000, 3.1701097E+001
 3.2637253E+002, 4.8042710E+000, 3.1394937E+001
 3.2715084E+002, 4.8048783E+000, 3.2477214E+001
 3.2819220E+002, 4.8053556E+000, 3.4183833E+001
 3.2923356E+002, 4.8053232E+000, 3.5419016E+001
 3.3027493E+002, 4.8052539E+000, 3.4615381E+001
 3.3100388E+002, 4.8053153E+000, 3.2595581E+001
 3.3222575E+002, 4.8055516E+000, 3.0334198E+001
 3.3311830E+002, 4.8054448E+000, 2.9246853E+001
 3.3427282E+002, 4.8046782E+000, 3.0689700E+001
 3.3511029E+002, 4.8041377E+000, 3.3410653E+001
 3.3613079E+002, 4.8042379E+000, 3.4992386E+001
 3.3711924E+002, 4.8047758E+000, 3.3799217E+001
 3.3829081E+002, 4.8050116E+000, 3.1154656E+001
 3.3934332E+002, 4.8047778E+000, 3.1140365E+001
 3.4009221E+002, 4.8043313E+000, 3.2761979E+001
 3.4114494E+002, 4.8039574E+000, 3.4029094E+001
 3.4219767E+002, 4.8039207E+000, 3.4183271E+001
 3.4325040E+002, 4.8040295E+000, 3.3320020E+001
 3.4437331E+002, 4.8042287E+000, 3.2370280E+001
 3.4522252E+002, 4.8046220E+000, 3.2112399E+001
 3.4611507E+002, 4.8053458E+000, 3.2612133E+001
 3.4700763E+002, 4.8063491E+000, 3.3637568E+001
 3.4834646E+002, 4.8074936E+000, 3.4928914E+001
 3.4923901E+002, 4.8081591E+000, 3.5331361E+001
 3.5013157E+002, 4.8085416E+000, 3.4479494E+001
 3.5102412E+002, 4.8086458E+000, 3.2721767E+001
 3.5236295E+002, 4.8087075E+000, 3.0299717E+001
 3.5325551E+002, 4.8087595E+000, 2.9075631E+001
 3.5414806E+002, 4.8084767E+000, 3.0129389E+001
 3.5525720E+002, 4.8079834E+000, 3.3163712E+001
 3.5619888E+002, 4.8077204E+000, 3.5975160E+001
 3.5714055E+002, 4.8076963E+000, 3.5360049E+001
 3.5821092E+002, 4.8075805E+000, 3.2538101E+001
 3.5938833E+002, 4.8073928E+000, 2.9171094E+001
 3.6025240E+002, 4.8072546E+000, 2.7763844E+001
 3.6117779E+002, 4.8070808E+000, 2.9341060E+001
 3.6209212E+002, 4.8068928E+000, 3.2552991E+001
 3.6313956E+002, 4.8069300E+000, 3.4268354E+001
 3.6401941E+002, 4.8069400E+000, 3.2893893E+001
 3.6510937E+002, 4.8067968E+000, 3.1957349E+001
 3.6606017E+002, 4.8065208E+000, 3.2580269E+001
 3.6707232E+002, 4.8063716E+000, 3.3424194E+001
 3.6808446E+002, 4.8062169E+000, 3.3931848E+001
 3.6916408E+002, 4.8058084E+000, 3.3864222E+001
 3.7038878E+002, 4.8050039E+000, 3.3129589E+001
 3.7128133E+002, 4.8038573E+000, 3.2398335E+001
 3.7217389E+002, 4.8028773E+000, 3.2172484E+001
 3.7306644E+002, 4.8018662E+000, 3.2514977E+001
 3.7440527E+002, 4.8010327E+000, 3.3762130E+001
 3.7518532E+002, 4.8010945E+000, 3.5008694E+001
 3.7635539E+002, 4.8017704E+000, 3.5037147E+001
 3.7713544E+002, 4.8023607E+000, 3.3825099E+001
 3.7843977E+002, 4.8026920E+000, 3.1797553E+001
 3.7933232E+002, 4.8029689E+000, 3.0131699E+001
 3.8022487E+002, 4.8036550E+000, 2.9927089E+001
 3.8102732E+002, 4.8048002E+000, 3.1184645E+001
 3.8210903E+002, 4.8059231E+000, 3.3717565E+001
 3.8308320E+002, 4.8061183E+000, 3.5221073E+001
 3.8408172E+002, 4.8063410E+000, 3.3901605E+001
 3.8526315E+002, 4.8072782E+000, 3.1481185E+001
 3.8636851E+002, 4.8083991E+000, 3.1311200E+001
 3.8715297E+002, 4.8098225E+000, 3.2424494E+001
 3.8828942E+002, 4.8114766E+000, 3.3676485E+001
 3.8934540E+002, 4.8127157E+000, 3.4068665E+001
 3.9004939E+002, 4.8133933E+000, 3.3359779E+001
 3.9110538E+002, 4.8136740E+000, 3.2450460E+001
 3.9234440E+002, 4.8131272E+000, 3.2134876E+001
 3.9323695E+002, 4.8119789E+000, 3.2903120E+001
 3.9412951E+002, 4.8104910E+000, 3.4008974E+001
 3.9537157E+002, 4.8083235E+000, 3.4998765E+001
 3.9616735E+002, 4.8071455E+000, 3.4875411E+001
 3.9740081E+002, 4.8065177E+000, 3.3309404E+001
 3.9828476E+002, 4.8059570E+000, 3.1082035E+001
 3.9917732E+002, 4.8055497E+000, 2.9681414E+001
 4.0006987E+002, 4.8050987E+000, 2.9618495E+001
 4.0106409E+002, 4.8045634E+000, 3.1549631E+001
 4.0210403E+002, 4.8045351E+000, 3.4413602E+001
 4.0305786E+002, 4.8047944E+000, 3.4894295E+001
 4.0405938E+002, 4.8048589E+000, 3.2556134E+001
 4.0533180E+002, 4.8049081E+000, 3.0429921E+001
 4.0604275E+002, 4.8052395E+000, 3.1133401E+001
 4.0727359E+002, 4.8059232E+000, 3.2938109E+001
 4.0813912E+002, 4.8064972E+000, 3.3794778E+001
 4.0900466E+002, 4.8065812E+000, 3.3423631E+001
 4.1015870E+002, 4.8066952E+000, 3.2966498E+001
 4.1114253E+002, 4.8066787E+000, 3.3020723E+001
 4.1225964E+002, 4.8063896E+000, 3.3335355E+001
 4.1302766E+002, 4.8060311E+000, 3.3587201E+001
 4.1417969E+002, 4.8055997E+000, 3.3682938E+001
 4.1533172E+002, 4.8051375E+000, 3.3464362E+001
 4.1613813E+002, 4.8046903E+000, 3.2997810E+001
 4.1740536E+002, 4.8041991E+000, 3.2498182E+001
 4.1827405E+002, 4.8039690E+000, 3.2364311E+001
 4.1916660E+002, 4.8040471E+000, 3.2781084E+001
 4.2005916E+002, 4.8041335E+000, 3.3612146E+001
 4.2123229E+002, 4.8042903E+000, 3.4433025E+001
 4.2201438E+002, 4.8044743E+000, 3.4458940E+001
 4.2318751E+002, 4.8045287E+000, 3.3470457E+001
 4.2404781E+002, 4.8048298E+000, 3.1986229E+001
 4.2538664E+002, 4.8056056E+000, 3.0899799E+001
 4.2621567E+002, 4.8063401E+000, 3.1189892E+001
 4.2725537E+002, 4.8066372E+000, 3.2939776E+001
 4.2824079E+002, 4.8064916E+000, 3.5215112E+001
 4.2922620E+002, 4.8059803E+000, 3.5777094E+001
 4.3021162E+002, 4.8055923E+000, 3.3716517E+001
 4.3136784E+002, 4.8055474E+000, 3.0564696E+001
 4.3225131E+002, 4.8056479E+000, 2.8983336E+001
 4.3304292E+002, 4.8059347E+000, 2.9476342E+001
 4.3416416E+002, 4.8064200E+000, 3.1816683E+001
 4.3516973E+002, 4.8067283E+000, 3.3934742E+001
 4.3617529E+002, 4.8070596E+000, 3.3919013E+001
 4.3723113E+002, 4.8073229E+000, 3.2887506E+001
 4.3817410E+002, 4.8073361E+000, 3.2247338E+001
 4.3924483E+002, 4.8070333E+000, 3.2646933E+001
 4.4034901E+002, 4.8065924E+000, 3.3428859E+001
 4.4108514E+002, 4.8064843E+000, 3.3712262E+001
 4.4218932E+002, 4.8063607E+000, 3.3426008E+001
 4.4329351E+002, 4.8056961E+000, 3.2772884E+001
 4.4402963E+002, 4.8047779E+000, 3.2407533E+001
 4.4520743E+002, 4.8040039E+000, 3.2572136E+001
 4.4605765E+002, 4.8034684E+000, 3.3262197E+001
 4.4739372E+002, 4.8033703E+000, 3.4231694E+001
 4.4819356E+002, 4.8035191E+000, 3.4732694E+001
 4.4939332E+002, 4.8034156E+000, 3.4050019E+001
 4.5027951E+002, 4.8028709E+000, 3.2416940E+001
 4.5117206E+002, 4.8026626E+000, 3.0987292E+001
 4.5206462E+002, 4.8028062E+000, 3.0236787E+001
 4.5328436E+002, 4.8032923E+000, 3.1225072E+001
 4.5420823E+002, 4.8041006E+000, 3.3835736E+001
 4.5509157E+002, 4.8042542E+000, 3.5078180E+001
 4.5626936E+002, 4.8044088E+000, 3.4022868E+001
 4.5727343E+002, 4.8052675E+000, 3.1522873E+001
 4.5802162E+002, 4.8060285E+000, 3.0281502E+001
 4.5913903E+002, 4.8065828E+000, 3.0668971E+001
 4.6006476E+002, 4.8068396E+000, 3.2347455E+001
 4.6124907E+002, 4.8071408E+000, 3.3576754E+001
 4.6213729E+002, 4.8075119E+000, 3.3445879E+001
 4.6302552E+002, 4.8074777E+000, 3.2900343E+001
 4.6433122E+002, 4.8073862E+000, 3.2731241E+001
