s,kW,kW
 4.6503777E+002, 4.6942662E+000, 3.2173305E+001
 4.6613933E+002, 4.6938891E+000, 3.2169870E+001
 4.6705730E+002, 4.6934740E+000, 3.2124970E+001
 4.6804870E+002, 4.6931630E+000, 3.2070482E+001
 4.6905847E+002, 4.6929841E+000, 3.2148785E+001
 4.7006824E+002, 4.6929791E+000, 3.2238424E+001
 4.7103498E+002, 4.6930526E+000, 3.2233923E+001
 4.7211764E+002, 4.6930657E+000, 3.2203921E+001
 4.7301986E+002, 4.6929739E+000, 3.2188919E+001
 4.7410252E+002, 4.6928673E+000, 3.2201933E+001
 4.7502279E+002, 4.6927649E+000, 3.2196130E+001
 4.7601523E+002, 4.6926273E+000, 3.2180426E+001
 4.7700767E+002, 4.6925604E+000, 3.2228330E+001
 4.7809936E+002, 4.6927816E+000, 3.2268012E+001
 4.7914144E+002, 4.6931626E+000, 3.2254379E+001
 4.8000983E+002, 4.6933071E+000, 3.2209000E+001
 4.8115612E+002, 4.6932368E+000, 3.2162155E+001
 4.8211135E+002, 4.6932022E+000, 3.2167438E+001
 4.8304590E+002, 4.6934299E+000, 3.2186089E+001
 4.8406807E+002, 4.6938145E+000, 3.2191768E+001
 4.8512432E+002, 4.6939336E+000, 3.2225126E+001
 4.8606131E+002, 4.6936859E+000, 3.2207950E+001
 4.8718569E+002, 4.6933248E+000, 3.2169331E+001
 4.8812268E+002, 4.6930836E+000, 3.2201681E+001
 4.8905967E+002, 4.6929258E+000, 3.2224013E+001
 4.9018406E+002, 4.6929024E+000, 3.2245906E+001
 4.9112105E+002, 4.6928832E+000, 3.2313853E+001
 4.9205804E+002, 4.6928122E+000, 3.2306817E+001
 4.9318242E+002, 4.6927892E+000, 3.2263407E+001
 4.9411941E+002, 4.6927901E+000, 3.2218479E+001
 4.9505640E+002, 4.6927983E+000, 3.2185738E+001
 4.9618079E+002, 4.6928469E+000, 3.2162074E+001
 4.9711778E+002, 4.6928113E+000, 3.2118313E+001
 4.9805477E+002, 4.6927716E+000, 3.2149483E+001
 4.9917916E+002, 4.6928517E+000, 3.2246026E+001
 5.0000000E+002, 4.6929156E+000, 3.2285315E+001
