s,kW,kW
 4.6503668E+002, 4.5076862E+000, 3.1268202E+001
 4.6602211E+002, 4.5070912E+000, 3.1331585E+001
 4.6700754E+002, 4.5068349E+000, 3.1396847E+001
 4.6808255E+002, 4.5067790E+000, 3.1385936E+001
 4.6906798E+002, 4.5069843E+000, 3.1360888E+001
 4.7005340E+002, 4.5072600E+000, 3.1348279E+001
 4.7106571E+002, 4.5077074E+000, 3.1357184E+001
 4.7205113E+002, 4.5074418E+000, 3.1363496E+001
 4.7306332E+002, 4.5070828E+000, 3.1335509E+001
 4.7401568E+002, 4.5073261E+000, 3.1327911E+001
 4.7505462E+002, 4.5081762E+000, 3.1319383E+001
 4.7600699E+002, 4.5089822E+000, 3.1344037E+001
 4.7704593E+002, 4.5077419E+000, 3.1328663E+001
 4.7808487E+002, 4.5069303E+000, 3.1305894E+001
 4.7903723E+002, 4.5080440E+000, 3.1312821E+001
 4.8008483E+002, 4.5093821E+000, 3.1394856E+001
 4.8105044E+002, 4.5087163E+000, 3.1421732E+001
 4.8207027E+002, 4.5083554E+000, 3.1414953E+001
 4.8300513E+002, 4.5094411E+000, 3.1352438E+001
 4.8402497E+002, 4.5100243E+000, 3.1299581E+001
 4.8505330E+002, 4.5091027E+000, 3.1261263E+001
 4.8600410E+002, 4.5085102E+000, 3.1254579E+001
 4.8707624E+002, 4.5086660E+000, 3.1255368E+001
 4.8806206E+002, 4.5087494E+000, 3.1282106E+001
 4.8902320E+002, 4.5083639E+000, 3.1351658E+001
 4.9001772E+002, 4.5079705E+000, 3.1386609E+001
 4.9104117E+002, 4.5072628E+000, 3.1378762E+001
 4.9206461E+002, 4.5063569E+000, 3.1355568E+001
 4.9305822E+002, 4.5069197E+000, 3.1344515E+001
 4.9407108E+002, 4.5084512E+000, 3.1324310E+001
 4.9505152E+002, 4.5088552E+000, 3.1322323E+001
 4.9603197E+002, 4.5086204E+000, 3.1362027E+001
 4.9703915E+002, 4.5087359E+000, 3.1382355E+001
 4.9805785E+002, 4.5088310E+000, 3.1365351E+001
 4.9903120E+002, 4.5080136E+000, 3.1344129E+001
 5.0000000E+002, 4.5068264E+000, 3.1352637E+001
