m,kW/m2,W/m2/K,C,C,kg/m/s,m2/s,kg/m3,m,C,m/s
 1.1500000E+000,-1.1112598E-002, 1.6000000E+002, 2.1000000E+001, 2.0930546E+001, 1.0000000E-003, 8.3630912E-004, 1.1957301E+000, 2.2448980E-001, 2.0082663E+001, 9.9513211E-001
 1.2498750E+000,-1.0704120E-002, 1.6000000E+002, 2.1000000E+001, 2.0933099E+001, 1.0000000E-003, 8.3631638E-004, 1.1957197E+000, 2.4489796E-001, 2.0053947E+001, 1.0192801E+000
 1.3500000E+000,-1.0237526E-002, 1.6000000E+002, 2.1000000E+001, 2.0936015E+001, 1.0000000E-003, 8.3632468E-004, 1.1957079E+000, 2.6530612E-001, 2.0034078E+001, 1.0336720E+000
 1.4500000E+000,-9.9126697E-003, 1.6000000E+002, 2.1000000E+001, 2.0938046E+001, 1.0000000E-003, 8.3633045E-004, 1.1956996E+000, 2.8571429E-001, 2.0020596E+001, 1.0414010E+000
 1.5500000E+000,-9.5756212E-003, 1.6000000E+002, 2.1000000E+001, 2.0940152E+001, 1.0000000E-003, 8.3633644E-004, 1.1956911E+000, 3.0612245E-001, 2.0011795E+001, 1.0445419E+000
 1.6500000E+000,-9.2697959E-003, 1.6000000E+002, 2.1000000E+001, 2.0942064E+001, 1.0000000E-003, 8.3634188E-004, 1.1956833E+000, 3.2653061E-001, 2.0006631E+001, 1.0444514E+000
 1.7500000E+000,-8.9575712E-003, 1.6000000E+002, 2.1000000E+001, 2.0944015E+001, 1.0000000E-003, 8.3634743E-004, 1.1956753E+000, 3.4693878E-001, 2.0003517E+001, 1.0427910E+000
 1.8500000E+000,-8.7043895E-003, 1.6000000E+002, 2.1000000E+001, 2.0945598E+001, 1.0000000E-003, 8.3635193E-004, 1.1956689E+000, 3.6734694E-001, 2.0001785E+001, 1.0402787E+000
 1.9500000E+000,-8.4710939E-003, 1.6000000E+002, 2.1000000E+001, 2.0947056E+001, 1.0000000E-003, 8.3635607E-004, 1.1956630E+000, 3.8775510E-001, 2.0000885E+001, 1.0374642E+000
 2.0500000E+000,-8.2813703E-003, 1.6000000E+002, 2.1000000E+001, 2.0948241E+001, 1.0000000E-003, 8.3635945E-004, 1.1956582E+000, 4.0816327E-001, 2.0000411E+001, 1.0346526E+000
 2.1500000E+000,-8.0549141E-003, 1.6000000E+002, 2.1000000E+001, 2.0949657E+001, 1.0000000E-003, 8.3636347E-004, 1.1956524E+000, 4.2857143E-001, 2.0000187E+001, 1.0319898E+000
 2.2500000E+000,-7.8909202E-003, 1.6000000E+002, 2.1000000E+001, 2.0950682E+001, 1.0000000E-003, 8.3636638E-004, 1.1956482E+000, 4.4897959E-001, 2.0000081E+001, 1.0295310E+000
 2.3500000E+000,-7.7151114E-003, 1.6000000E+002, 2.1000000E+001, 2.0951781E+001, 1.0000000E-003, 8.3636951E-004, 1.1956438E+000, 4.6938776E-001, 2.0000033E+001, 1.0272707E+000
 2.4500000E+000,-7.5504661E-003, 1.6000000E+002, 2.1000000E+001, 2.0952810E+001, 1.0000000E-003, 8.3637244E-004, 1.1956396E+000, 4.8979592E-001, 2.0000014E+001, 1.0252184E+000
 2.5500000E+000,-7.3958755E-003, 1.6000000E+002, 2.1000000E+001, 2.0953776E+001, 1.0000000E-003, 8.3637518E-004, 1.1956357E+000, 5.1020408E-001, 2.0000005E+001, 1.0233322E+000
 2.6500000E+000,-7.2503752E-003, 1.6000000E+002, 2.1000000E+001, 2.0954685E+001, 1.0000000E-003, 8.3637777E-004, 1.1956320E+000, 5.3061224E-001, 2.0000002E+001, 1.0215917E+000
 2.7500000E+000,-7.1131227E-003, 1.6000000E+002, 2.1000000E+001, 2.0955543E+001, 1.0000000E-003, 8.3638021E-004, 1.1956285E+000, 5.5102041E-001, 2.0000001E+001, 1.0199886E+000
 2.8500000E+000,-6.9833782E-003, 1.6000000E+002, 2.1000000E+001, 2.0956354E+001, 1.0000000E-003, 8.3638252E-004, 1.1956252E+000, 5.7142857E-001, 2.0000000E+001, 1.0184903E+000
 2.9500000E+000,-6.8604892E-003, 1.6000000E+002, 2.1000000E+001, 2.0957122E+001, 1.0000000E-003, 8.3638470E-004, 1.1956221E+000, 5.9183673E-001, 2.0000000E+001, 1.0170890E+000
 3.0500000E+000,-6.7438783E-003, 1.6000000E+002, 2.1000000E+001, 2.0957851E+001, 1.0000000E-003, 8.3638677E-004, 1.1956191E+000, 6.1224490E-001, 2.0000000E+001, 1.0157730E+000
 3.1500000E+000,-6.6330320E-003, 1.6000000E+002, 2.1000000E+001, 2.0958544E+001, 1.0000000E-003, 8.3638874E-004, 1.1956163E+000, 6.3265306E-001, 2.0000000E+001, 1.0145259E+000
 3.2500000E+000,-6.5274928E-003, 1.6000000E+002, 2.1000000E+001, 2.0959203E+001, 1.0000000E-003, 8.3639062E-004, 1.1956136E+000, 6.5306122E-001, 2.0000000E+001, 1.0133455E+000
 3.3500000E+000,-6.4268512E-003, 1.6000000E+002, 2.1000000E+001, 2.0959832E+001, 1.0000000E-003, 8.3639241E-004, 1.1956110E+000, 6.7346939E-001, 2.0000000E+001, 1.0122205E+000
 3.4500000E+000,-6.3307396E-003, 1.6000000E+002, 2.1000000E+001, 2.0960433E+001, 1.0000000E-003, 8.3639412E-004, 1.1956086E+000, 6.9387755E-001, 2.0000000E+001, 1.0111430E+000
 3.5500000E+000,-6.2388274E-003, 1.6000000E+002, 2.1000000E+001, 2.0961007E+001, 1.0000000E-003, 8.3639575E-004, 1.1956063E+000, 7.1428571E-001, 2.0000000E+001, 1.0101135E+000
 3.6500000E+000,-6.1400752E-003, 1.6000000E+002, 2.1000000E+001, 2.0961625E+001, 1.0000000E-003, 8.3639750E-004, 1.1956038E+000, 7.3469388E-001, 2.0000000E+001, 1.0091217E+000
 3.7500000E+000,-6.0664357E-003, 1.6000000E+002, 2.1000000E+001, 2.0962085E+001, 1.0000000E-003, 8.3639881E-004, 1.1956019E+000, 7.5510204E-001, 2.0000000E+001, 1.0081651E+000
 3.8500000E+000,-5.9854413E-003, 1.6000000E+002, 2.1000000E+001, 2.0962591E+001, 1.0000000E-003, 8.3640025E-004, 1.1955998E+000, 7.7551020E-001, 2.0000000E+001, 1.0072421E+000
 3.9500000E+000,-5.9076104E-003, 1.6000000E+002, 2.1000000E+001, 2.0963077E+001, 1.0000000E-003, 8.3640164E-004, 1.1955979E+000, 7.9591837E-001, 2.0000000E+001, 1.0063468E+000
 4.0500000E+000,-5.8327399E-003, 1.6000000E+002, 2.1000000E+001, 2.0963545E+001, 1.0000000E-003, 8.3640297E-004, 1.1955960E+000, 8.1632653E-001, 2.0000000E+001, 1.0054790E+000
 4.1500000E+000,-5.7606446E-003, 1.6000000E+002, 2.1000000E+001, 2.0963996E+001, 1.0000000E-003, 8.3640425E-004, 1.1955941E+000, 8.3673469E-001, 2.0000000E+001, 1.0046370E+000
 4.2500000E+000,-5.6826444E-003, 1.6000000E+002, 2.1000000E+001, 2.0964483E+001, 1.0000000E-003, 8.3640563E-004, 1.1955921E+000, 8.5714286E-001, 2.0000000E+001, 1.0038195E+000
 4.3500000E+000,-5.6241161E-003, 1.6000000E+002, 2.1000000E+001, 2.0964849E+001, 1.0000000E-003, 8.3640667E-004, 1.1955907E+000, 8.7755102E-001, 2.0000000E+001, 1.0030327E+000
 4.4500000E+000,-5.5593847E-003, 1.6000000E+002, 2.1000000E+001, 2.0965254E+001, 1.0000000E-003, 8.3640783E-004, 1.1955890E+000, 8.9795918E-001, 2.0000000E+001, 1.0022824E+000
 4.5500000E+000,-5.4968294E-003, 1.6000000E+002, 2.1000000E+001, 2.0965645E+001, 1.0000000E-003, 8.3640894E-004, 1.1955874E+000, 9.1836735E-001, 2.0000000E+001, 1.0015810E+000
 4.6500000E+000,-5.4363292E-003, 1.6000000E+002, 2.1000000E+001, 2.0966023E+001, 1.0000000E-003, 8.3641001E-004, 1.1955859E+000, 9.3877551E-001, 2.0000000E+001, 1.0009625E+000
 4.7500000E+000,-5.3705840E-003, 1.6000000E+002, 2.1000000E+001, 2.0966434E+001, 1.0000000E-003, 8.3641118E-004, 1.1955842E+000, 9.5918367E-001, 2.0000000E+001, 1.0004544E+000
 4.8500000E+000,-5.3210549E-003, 1.6000000E+002, 2.1000000E+001, 2.0966743E+001, 1.0000000E-003, 8.3641206E-004, 1.1955830E+000, 9.7959184E-001, 2.0000000E+001, 1.0001108E+000
 4.9500000E+000,-5.2660812E-003, 1.6000000E+002, 2.1000000E+001, 2.0967087E+001, 1.0000000E-003, 8.3641304E-004, 1.1955816E+000, 1.0000000E+000, 2.0000000E+001, 1.7763568E-014
 5.0500000E+000,-5.2127622E-003, 1.6000000E+002, 2.1000000E+001, 2.0967420E+001, 1.0000000E-003, 8.3641399E-004, 1.1955802E+000,NaN,NaN,NaN
 5.1500000E+000,-5.1610151E-003, 1.6000000E+002, 2.1000000E+001, 2.0967744E+001, 1.0000000E-003, 8.3641491E-004, 1.1955789E+000,NaN,NaN,NaN
 5.2500000E+000,-5.1045829E-003, 1.6000000E+002, 2.1000000E+001, 2.0968096E+001, 1.0000000E-003, 8.3641591E-004, 1.1955775E+000,NaN,NaN,NaN
 5.3500000E+000,-5.0619337E-003, 1.6000000E+002, 2.1000000E+001, 2.0968363E+001, 1.0000000E-003, 8.3641667E-004, 1.1955764E+000,NaN,NaN,NaN
 5.4500000E+000,-5.0144606E-003, 1.6000000E+002, 2.1000000E+001, 2.0968660E+001, 1.0000000E-003, 8.3641751E-004, 1.1955752E+000,NaN,NaN,NaN
 5.5500000E+000,-4.9682807E-003, 1.6000000E+002, 2.1000000E+001, 2.0968948E+001, 1.0000000E-003, 8.3641833E-004, 1.1955740E+000,NaN,NaN,NaN
 5.6500000E+000,-4.9233355E-003, 1.6000000E+002, 2.1000000E+001, 2.0969229E+001, 1.0000000E-003, 8.3641913E-004, 1.1955728E+000,NaN,NaN,NaN
 5.7500000E+000,-4.8741797E-003, 1.6000000E+002, 2.1000000E+001, 2.0969536E+001, 1.0000000E-003, 8.3642000E-004, 1.1955716E+000,NaN,NaN,NaN
 5.8500000E+000,-4.8369326E-003, 1.6000000E+002, 2.1000000E+001, 2.0969769E+001, 1.0000000E-003, 8.3642067E-004, 1.1955707E+000,NaN,NaN,NaN
 5.9500000E+000,-4.7953748E-003, 1.6000000E+002, 2.1000000E+001, 2.0970029E+001, 1.0000000E-003, 8.3642140E-004, 1.1955696E+000,NaN,NaN,NaN
 6.0500000E+000,-4.7548509E-003, 1.6000000E+002, 2.1000000E+001, 2.0970282E+001, 1.0000000E-003, 8.3642212E-004, 1.1955686E+000,NaN,NaN,NaN
 6.1500000E+000,-4.7153180E-003, 1.6000000E+002, 2.1000000E+001, 2.0970529E+001, 1.0000000E-003, 8.3642283E-004, 1.1955676E+000,NaN,NaN,NaN
 6.2498750E+000,-4.6767355E-003, 1.6000000E+002, 2.1000000E+001, 2.0970770E+001, 1.0000000E-003, 8.3642351E-004, 1.1955666E+000,NaN,NaN,NaN
 6.3500000E+000,-4.6390652E-003, 1.6000000E+002, 2.1000000E+001, 2.0971006E+001, 1.0000000E-003, 8.3642418E-004, 1.1955656E+000,NaN,NaN,NaN
 6.4500000E+000,-4.6022710E-003, 1.6000000E+002, 2.1000000E+001, 2.0971236E+001, 1.0000000E-003, 8.3642484E-004, 1.1955647E+000,NaN,NaN,NaN
 6.5500000E+000,-4.5663185E-003, 1.6000000E+002, 2.1000000E+001, 2.0971461E+001, 1.0000000E-003, 8.3642548E-004, 1.1955638E+000,NaN,NaN,NaN
 6.6500000E+000,-4.5311755E-003, 1.6000000E+002, 2.1000000E+001, 2.0971680E+001, 1.0000000E-003, 8.3642610E-004, 1.1955629E+000,NaN,NaN,NaN
 6.7500000E+000,-4.4925689E-003, 1.6000000E+002, 2.1000000E+001, 2.0971921E+001, 1.0000000E-003, 8.3642679E-004, 1.1955619E+000,NaN,NaN,NaN
 6.8500000E+000,-4.4631963E-003, 1.6000000E+002, 2.1000000E+001, 2.0972105E+001, 1.0000000E-003, 8.3642731E-004, 1.1955612E+000,NaN,NaN,NaN
 6.9500000E+000,-4.4303032E-003, 1.6000000E+002, 2.1000000E+001, 2.0972311E+001, 1.0000000E-003, 8.3642789E-004, 1.1955603E+000,NaN,NaN,NaN
 7.0500000E+000,-4.3981055E-003, 1.6000000E+002, 2.1000000E+001, 2.0972512E+001, 1.0000000E-003, 8.3642847E-004, 1.1955595E+000,NaN,NaN,NaN
 7.1500000E+000,-4.3665780E-003, 1.6000000E+002, 2.1000000E+001, 2.0972709E+001, 1.0000000E-003, 8.3642903E-004, 1.1955587E+000,NaN,NaN,NaN
 7.2500000E+000,-4.3318809E-003, 1.6000000E+002, 2.1000000E+001, 2.0972926E+001, 1.0000000E-003, 8.3642964E-004, 1.1955578E+000,NaN,NaN,NaN
 7.3500000E+000,-4.3054389E-003, 1.6000000E+002, 2.1000000E+001, 2.0973091E+001, 1.0000000E-003, 8.3643011E-004, 1.1955571E+000,NaN,NaN,NaN
 7.4500000E+000,-4.2757825E-003, 1.6000000E+002, 2.1000000E+001, 2.0973276E+001, 1.0000000E-003, 8.3643064E-004, 1.1955564E+000,NaN,NaN,NaN
 7.5500000E+000,-4.2467067E-003, 1.6000000E+002, 2.1000000E+001, 2.0973458E+001, 1.0000000E-003, 8.3643116E-004, 1.1955557E+000,NaN,NaN,NaN
 7.6500000E+000,-4.2181912E-003, 1.6000000E+002, 2.1000000E+001, 2.0973636E+001, 1.0000000E-003, 8.3643166E-004, 1.1955549E+000,NaN,NaN,NaN
 7.7500000E+000,-4.1902169E-003, 1.6000000E+002, 2.1000000E+001, 2.0973811E+001, 1.0000000E-003, 8.3643216E-004, 1.1955542E+000,NaN,NaN,NaN
 7.8500000E+000,-4.1627652E-003, 1.6000000E+002, 2.1000000E+001, 2.0973983E+001, 1.0000000E-003, 8.3643265E-004, 1.1955535E+000,NaN,NaN,NaN
 7.9500000E+000,-4.1358183E-003, 1.6000000E+002, 2.1000000E+001, 2.0974151E+001, 1.0000000E-003, 8.3643313E-004, 1.1955528E+000,NaN,NaN,NaN
 8.0500000E+000,-4.1093589E-003, 1.6000000E+002, 2.1000000E+001, 2.0974317E+001, 1.0000000E-003, 8.3643360E-004, 1.1955522E+000,NaN,NaN,NaN
 8.1500000E+000,-4.0801542E-003, 1.6000000E+002, 2.1000000E+001, 2.0974499E+001, 1.0000000E-003, 8.3643412E-004, 1.1955514E+000,NaN,NaN,NaN
 8.2500000E+000,-4.0546764E-003, 1.6000000E+002, 2.1000000E+001, 2.0974658E+001, 1.0000000E-003, 8.3643457E-004, 1.1955508E+000,NaN,NaN,NaN
 8.3500000E+000,-4.0296360E-003, 1.6000000E+002, 2.1000000E+001, 2.0974815E+001, 1.0000000E-003, 8.3643501E-004, 1.1955501E+000,NaN,NaN,NaN
 8.4500000E+000,-4.0050177E-003, 1.6000000E+002, 2.1000000E+001, 2.0974969E+001, 1.0000000E-003, 8.3643545E-004, 1.1955495E+000,NaN,NaN,NaN
 8.5500000E+000,-3.9808071E-003, 1.6000000E+002, 2.1000000E+001, 2.0975120E+001, 1.0000000E-003, 8.3643588E-004, 1.1955489E+000,NaN,NaN,NaN
 8.6500000E+000,-3.9569896E-003, 1.6000000E+002, 2.1000000E+001, 2.0975269E+001, 1.0000000E-003, 8.3643631E-004, 1.1955483E+000,NaN,NaN,NaN
 8.7498750E+000,-3.9364608E-003, 1.6000000E+002, 2.1000000E+001, 2.0975397E+001, 1.0000000E-003, 8.3643667E-004, 1.1955478E+000,NaN,NaN,NaN
 8.8500000E+000,-3.9133429E-003, 1.6000000E+002, 2.1000000E+001, 2.0975542E+001, 1.0000000E-003, 8.3643708E-004, 1.1955472E+000,NaN,NaN,NaN
 8.9500000E+000,-3.8877571E-003, 1.6000000E+002, 2.1000000E+001, 2.0975702E+001, 1.0000000E-003, 8.3643754E-004, 1.1955465E+000,NaN,NaN,NaN
 9.0500000E+000,-3.8653744E-003, 1.6000000E+002, 2.1000000E+001, 2.0975841E+001, 1.0000000E-003, 8.3643793E-004, 1.1955460E+000,NaN,NaN,NaN
 9.1500000E+000,-3.8433169E-003, 1.6000000E+002, 2.1000000E+001, 2.0975979E+001, 1.0000000E-003, 8.3643833E-004, 1.1955454E+000,NaN,NaN,NaN
 9.2500000E+000,-3.8215718E-003, 1.6000000E+002, 2.1000000E+001, 2.0976115E+001, 1.0000000E-003, 8.3643871E-004, 1.1955449E+000,NaN,NaN,NaN
 9.3500000E+000,-3.8027912E-003, 1.6000000E+002, 2.1000000E+001, 2.0976233E+001, 1.0000000E-003, 8.3643905E-004, 1.1955444E+000,NaN,NaN,NaN
 9.4500000E+000,-3.7789700E-003, 1.6000000E+002, 2.1000000E+001, 2.0976381E+001, 1.0000000E-003, 8.3643947E-004, 1.1955438E+000,NaN,NaN,NaN
 9.5500000E+000,-3.7580937E-003, 1.6000000E+002, 2.1000000E+001, 2.0976512E+001, 1.0000000E-003, 8.3643984E-004, 1.1955432E+000,NaN,NaN,NaN
 9.6500000E+000,-3.7374986E-003, 1.6000000E+002, 2.1000000E+001, 2.0976641E+001, 1.0000000E-003, 8.3644021E-004, 1.1955427E+000,NaN,NaN,NaN
 9.7500000E+000,-3.7172147E-003, 1.6000000E+002, 2.1000000E+001, 2.0976767E+001, 1.0000000E-003, 8.3644057E-004, 1.1955422E+000,NaN,NaN,NaN
 9.8500000E+000,-3.6998235E-003, 1.6000000E+002, 2.1000000E+001, 2.0976876E+001, 1.0000000E-003, 8.3644088E-004, 1.1955418E+000,NaN,NaN,NaN
 9.9500000E+000,-3.6786491E-003, 1.6000000E+002, 2.1000000E+001, 2.0977008E+001, 1.0000000E-003, 8.3644125E-004, 1.1955412E+000,NaN,NaN,NaN
