s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"Flux-1","Flux-2","Flux-3","Flux-4","Flux-5","Flux-6","Flux-7","Flux-8","Flux-9","Flux-10","Flux-11","Flux-12","Flux-13","Flux-14","Flux-15","Flux-16","Flux-17","Flux-18","Flux-19","Flux-20","Flux-21","Flux-22","Flux-23","Flux-24","Flux-25","Flux-26","Flux-27","Flux-28","Flux-29","Flux-30","Flux-31","Flux-32","Flux-33","Flux-34","Flux-35","Flux-36","Flux-37","Flux-38","Flux-39","Flux-40","Flux-41","Flux-42","Flux-43","Flux-44","Flux-45","Flux-46","Flux-47","Flux-48","Flux-49","Flux-50","Temp-1","Temp-2","Temp-3","Temp-4","Temp-5","Temp-6","Temp-7","Temp-8","Temp-9","Temp-10","Temp-11","Temp-12","Temp-13","Temp-14","Temp-15","Temp-16","Temp-17","Temp-18","Temp-19","Temp-20","Temp-21","Temp-22","Temp-23","Temp-24","Temp-25","Temp-26","Temp-27","Temp-28","Temp-29","Temp-30","Temp-31","Temp-32","Temp-33","Temp-34","Temp-35","Temp-36","Temp-37","Temp-38","Temp-39","Temp-40","Temp-41","Temp-42","Temp-43","Temp-44","Temp-45","Temp-46","Temp-47","Temp-48","Temp-49","Temp-50","HF_y-25z20","HF_y-15z20","HF_y0z20","HF_y15z20","HF_y25z20","HF_y-25z50","HF_y-15z50","HF_y0z50","HF_y15z50","HF_y25z50","HF_y-25z75","HF_y-15z75","HF_y0z75","HF_y15z75","HF_y25z75","HF_y-25z100","HF_y-15z100","HF_y0z100","HF_y15z100","HF_y25z100"
 7.000E+01, 8.405E+01, 8.092E+01, 7.360E+01, 6.515E+01, 5.067E+01, 4.494E+01, 3.984E+01, 3.520E+01, 2.722E+01, 2.375E+01, 2.114E+01, 1.849E+01, 1.387E+01, 1.195E+01, 1.037E+01, 9.038E+00, 6.944E+00, 6.104E+00, 5.399E+00, 4.819E+00, 4.349E+00, 3.661E+00, 3.401E+00, 3.179E+00, 2.972E+00, 2.578E+00, 2.396E+00, 2.247E+00, 2.115E+00, 1.891E+00, 1.801E+00, 1.723E+00, 1.652E+00, 1.587E+00, 1.454E+00, 1.388E+00, 1.329E+00, 1.273E+00, 1.174E+00, 1.130E+00, 1.090E+00, 1.058E+00, 1.002E+00, 9.714E-01, 9.413E-01, 9.128E-01, 8.609E-01, 8.335E-01, 8.039E-01, 7.754E-01, 7.317E+02, 7.162E+02, 6.817E+02, 6.380E+02, 5.463E+02, 5.024E+02, 4.607E+02, 4.206E+02, 3.464E+02, 3.121E+02, 2.811E+02, 2.530E+02, 2.041E+02, 1.835E+02, 1.656E+02, 1.501E+02, 1.250E+02, 1.147E+02, 1.058E+02, 9.817E+01, 9.154E+01, 8.077E+01, 7.633E+01, 7.243E+01, 6.892E+01, 6.288E+01, 6.029E+01, 5.802E+01, 5.602E+01, 5.267E+01, 5.123E+01, 4.991E+01, 4.864E+01, 4.744E+01, 4.525E+01, 4.427E+01, 4.335E+01, 4.249E+01, 4.089E+01, 4.017E+01, 3.952E+01, 3.893E+01, 3.789E+01, 3.742E+01, 3.699E+01, 3.659E+01, 3.583E+01, 3.546E+01, 3.507E+01, 3.474E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 7.200E+01, 8.346E+01, 8.065E+01, 7.435E+01, 6.690E+01, 5.230E+01, 4.621E+01, 4.072E+01, 3.594E+01, 2.784E+01, 2.430E+01, 2.126E+01, 1.877E+01, 1.477E+01, 1.313E+01, 1.163E+01, 1.035E+01, 8.205E+00, 7.294E+00, 6.548E+00, 5.917E+00, 5.366E+00, 4.429E+00, 4.034E+00, 3.699E+00, 3.427E+00, 3.022E+00, 2.846E+00, 2.706E+00, 2.574E+00, 2.316E+00, 2.177E+00, 2.043E+00, 1.922E+00, 1.816E+00, 1.661E+00, 1.604E+00, 1.558E+00, 1.514E+00, 1.463E+00, 1.445E+00, 1.415E+00, 1.389E+00, 1.301E+00, 1.248E+00, 1.204E+00, 1.166E+00, 1.103E+00, 1.078E+00, 1.054E+00, 1.032E+00, 7.337E+02, 7.197E+02, 6.876E+02, 6.461E+02, 5.557E+02, 5.126E+02, 4.714E+02, 4.321E+02, 3.581E+02, 3.231E+02, 2.913E+02, 2.629E+02, 2.137E+02, 1.926E+02, 1.738E+02, 1.576E+02, 1.311E+02, 1.201E+02, 1.106E+02, 1.025E+02, 9.550E+01, 8.400E+01, 7.922E+01, 7.507E+01, 7.142E+01, 6.529E+01, 6.268E+01, 6.040E+01, 5.836E+01, 5.483E+01, 5.325E+01, 5.176E+01, 5.035E+01, 4.904E+01, 4.676E+01, 4.578E+01, 4.487E+01, 4.402E+01, 4.250E+01, 4.184E+01, 4.117E+01, 4.058E+01, 3.939E+01, 3.879E+01, 3.826E+01, 3.778E+01, 3.692E+01, 3.652E+01, 3.611E+01, 3.576E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 7.400E+01, 8.372E+01, 7.940E+01, 7.065E+01, 5.978E+01, 4.254E+01, 3.635E+01, 3.134E+01, 2.723E+01, 2.095E+01, 1.847E+01, 1.618E+01, 1.414E+01, 1.079E+01, 9.457E+00, 8.292E+00, 7.312E+00, 5.806E+00, 5.221E+00, 4.722E+00, 4.296E+00, 3.932E+00, 3.356E+00, 3.150E+00, 2.988E+00, 2.846E+00, 2.594E+00, 2.500E+00, 2.395E+00, 2.297E+00, 2.127E+00, 2.059E+00, 1.996E+00, 1.933E+00, 1.873E+00, 1.756E+00, 1.705E+00, 1.657E+00, 1.612E+00, 1.524E+00, 1.477E+00, 1.429E+00, 1.386E+00, 1.295E+00, 1.246E+00, 1.194E+00, 1.143E+00, 1.056E+00, 1.020E+00, 9.839E-01, 9.515E-01, 7.356E+02, 7.189E+02, 6.832E+02, 6.369E+02, 5.424E+02, 4.988E+02, 4.579E+02, 4.197E+02, 3.498E+02, 3.168E+02, 2.859E+02, 2.577E+02, 2.093E+02, 1.888E+02, 1.705E+02, 1.547E+02, 1.288E+02, 1.181E+02, 1.090E+02, 1.011E+02, 9.429E+01, 8.313E+01, 7.859E+01, 7.469E+01, 7.125E+01, 6.545E+01, 6.298E+01, 6.078E+01, 5.880E+01, 5.541E+01, 5.391E+01, 5.251E+01, 5.118E+01, 4.995E+01, 4.778E+01, 4.683E+01, 4.594E+01, 4.510E+01, 4.358E+01, 4.290E+01, 4.222E+01, 4.160E+01, 4.034E+01, 3.971E+01, 3.912E+01, 3.856E+01, 3.757E+01, 3.711E+01, 3.664E+01, 3.624E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 7.600E+01, 8.412E+01, 8.049E+01, 7.150E+01, 6.156E+01, 4.503E+01, 3.911E+01, 3.418E+01, 2.992E+01, 2.309E+01, 2.025E+01, 1.773E+01, 1.575E+01, 1.239E+01, 1.092E+01, 9.604E+00, 8.416E+00, 6.481E+00, 5.701E+00, 5.021E+00, 4.472E+00, 4.028E+00, 3.403E+00, 3.175E+00, 2.996E+00, 2.829E+00, 2.528E+00, 2.375E+00, 2.232E+00, 2.089E+00, 1.856E+00, 1.763E+00, 1.689E+00, 1.629E+00, 1.582E+00, 1.504E+00, 1.467E+00, 1.426E+00, 1.381E+00, 1.294E+00, 1.253E+00, 1.214E+00, 1.173E+00, 1.090E+00, 1.054E+00, 1.022E+00, 9.951E-01, 9.332E-01, 8.985E-01, 8.621E-01, 8.355E-01, 7.392E+02, 7.231E+02, 6.845E+02, 6.361E+02, 5.388E+02, 4.953E+02, 4.550E+02, 4.170E+02, 3.480E+02, 3.160E+02, 2.860E+02, 2.593E+02, 2.122E+02, 1.917E+02, 1.734E+02, 1.573E+02, 1.305E+02, 1.194E+02, 1.099E+02, 1.018E+02, 9.485E+01, 8.378E+01, 7.929E+01, 7.545E+01, 7.202E+01, 6.609E+01, 6.352E+01, 6.122E+01, 5.912E+01, 5.556E+01, 5.403E+01, 5.262E+01, 5.132E+01, 5.013E+01, 4.803E+01, 4.709E+01, 4.620E+01, 4.534E+01, 4.374E+01, 4.301E+01, 4.229E+01, 4.163E+01, 4.033E+01, 3.971E+01, 3.914E+01, 3.861E+01, 3.762E+01, 3.716E+01, 3.667E+01, 3.627E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 7.800E+01, 8.573E+01, 8.202E+01, 7.366E+01, 6.530E+01, 4.974E+01, 4.420E+01, 3.944E+01, 3.517E+01, 2.785E+01, 2.471E+01, 2.183E+01, 1.922E+01, 1.474E+01, 1.281E+01, 1.110E+01, 9.655E+00, 7.457E+00, 6.608E+00, 5.884E+00, 5.268E+00, 4.756E+00, 4.001E+00, 3.705E+00, 3.436E+00, 3.195E+00, 2.792E+00, 2.615E+00, 2.462E+00, 2.324E+00, 2.105E+00, 2.019E+00, 1.938E+00, 1.867E+00, 1.810E+00, 1.713E+00, 1.661E+00, 1.612E+00, 1.569E+00, 1.495E+00, 1.460E+00, 1.425E+00, 1.393E+00, 1.334E+00, 1.301E+00, 1.268E+00, 1.234E+00, 1.178E+00, 1.151E+00, 1.121E+00, 1.085E+00, 7.437E+02, 7.286E+02, 6.928E+02, 6.494E+02, 5.553E+02, 5.126E+02, 4.728E+02, 4.348E+02, 3.642E+02, 3.313E+02, 3.001E+02, 2.718E+02, 2.214E+02, 1.994E+02, 1.797E+02, 1.625E+02, 1.344E+02, 1.231E+02, 1.132E+02, 1.048E+02, 9.756E+01, 8.611E+01, 8.148E+01, 7.742E+01, 7.380E+01, 6.762E+01, 6.492E+01, 6.249E+01, 6.027E+01, 5.650E+01, 5.490E+01, 5.343E+01, 5.208E+01, 5.089E+01, 4.879E+01, 4.783E+01, 4.692E+01, 4.606E+01, 4.447E+01, 4.374E+01, 4.304E+01, 4.239E+01, 4.118E+01, 4.059E+01, 4.004E+01, 3.952E+01, 3.856E+01, 3.811E+01, 3.761E+01, 3.717E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 8.000E+01, 8.613E+01, 8.278E+01, 7.561E+01, 6.763E+01, 5.255E+01, 4.629E+01, 4.093E+01, 3.625E+01, 2.853E+01, 2.522E+01, 2.222E+01, 1.952E+01, 1.520E+01, 1.347E+01, 1.200E+01, 1.073E+01, 8.697E+00, 7.842E+00, 7.071E+00, 6.411E+00, 5.844E+00, 4.868E+00, 4.463E+00, 4.111E+00, 3.795E+00, 3.266E+00, 3.071E+00, 2.909E+00, 2.781E+00, 2.596E+00, 2.518E+00, 2.440E+00, 2.349E+00, 2.237E+00, 1.994E+00, 1.878E+00, 1.764E+00, 1.646E+00, 1.405E+00, 1.297E+00, 1.193E+00, 1.103E+00, 9.582E-01, 9.024E-01, 8.627E-01, 8.367E-01, 8.037E-01, 7.838E-01, 7.602E-01, 7.387E-01, 7.476E+02, 7.330E+02, 6.997E+02, 6.586E+02, 5.694E+02, 5.274E+02, 4.879E+02, 4.501E+02, 3.790E+02, 3.451E+02, 3.129E+02, 2.832E+02, 2.308E+02, 2.079E+02, 1.873E+02, 1.693E+02, 1.402E+02, 1.283E+02, 1.179E+02, 1.090E+02, 1.014E+02, 8.893E+01, 8.386E+01, 7.944E+01, 7.548E+01, 6.876E+01, 6.594E+01, 6.351E+01, 6.138E+01, 5.791E+01, 5.642E+01, 5.504E+01, 5.370E+01, 5.240E+01, 4.997E+01, 4.883E+01, 4.773E+01, 4.667E+01, 4.467E+01, 4.374E+01, 4.287E+01, 4.210E+01, 4.072E+01, 4.009E+01, 3.952E+01, 3.900E+01, 3.805E+01, 3.759E+01, 3.709E+01, 3.665E+01, 1.151E+01, 2.651E+01, 6.078E+01, 2.487E+01, 1.195E+01, 4.278E+00, 9.598E+00, 1.338E+01, 6.434E+00, 4.291E+00, 2.618E+00, 4.168E+00, 5.201E+00, 2.831E+00, 2.067E+00, 2.500E+00, 3.392E+00, 3.096E+00, 1.522E+00, 1.109E+00
 8.200E+01, 8.825E+01, 8.321E+01, 7.519E+01, 6.701E+01, 5.279E+01, 4.719E+01, 4.224E+01, 3.777E+01, 2.989E+01, 2.617E+01, 2.259E+01, 1.946E+01, 1.405E+01, 1.200E+01, 1.033E+01, 8.951E+00, 6.902E+00, 6.134E+00, 5.507E+00, 4.985E+00, 4.550E+00, 3.884E+00, 3.621E+00, 3.396E+00, 3.195E+00, 2.829E+00, 2.656E+00, 2.518E+00, 2.380E+00, 2.116E+00, 1.992E+00, 1.880E+00, 1.786E+00, 1.698E+00, 1.561E+00, 1.509E+00, 1.460E+00, 1.420E+00, 1.362E+00, 1.333E+00, 1.305E+00, 1.282E+00, 1.237E+00, 1.213E+00, 1.187E+00, 1.157E+00, 1.102E+00, 1.077E+00, 1.046E+00, 1.016E+00, 7.531E+02, 7.356E+02, 7.024E+02, 6.629E+02, 5.791E+02, 5.393E+02, 5.011E+02, 4.640E+02, 3.929E+02, 3.578E+02, 3.234E+02, 2.915E+02, 2.343E+02, 2.101E+02, 1.889E+02, 1.705E+02, 1.410E+02, 1.289E+02, 1.185E+02, 1.096E+02, 1.019E+02, 8.952E+01, 8.449E+01, 8.014E+01, 7.630E+01, 6.974E+01, 6.693E+01, 6.448E+01, 6.227E+01, 5.858E+01, 5.697E+01, 5.547E+01, 5.405E+01, 5.271E+01, 5.030E+01, 4.922E+01, 4.817E+01, 4.719E+01, 4.532E+01, 4.443E+01, 4.359E+01, 4.281E+01, 4.141E+01, 4.076E+01, 4.017E+01, 3.961E+01, 3.862E+01, 3.815E+01, 3.764E+01, 3.719E+01, 1.041E+01, 2.141E+01, 5.280E+01, 2.600E+01, 1.236E+01, 5.246E+00, 9.635E+00, 2.258E+01, 1.291E+01, 6.167E+00, 2.915E+00, 5.328E+00, 8.947E+00, 7.763E+00, 3.706E+00, 1.905E+00, 3.274E+00, 4.189E+00, 3.671E+00, 2.239E+00
 8.400E+01, 8.778E+01, 8.345E+01, 7.542E+01, 6.644E+01, 4.986E+01, 4.342E+01, 3.822E+01, 3.371E+01, 2.655E+01, 2.375E+01, 2.130E+01, 1.915E+01, 1.543E+01, 1.380E+01, 1.230E+01, 1.093E+01, 8.561E+00, 7.631E+00, 6.842E+00, 6.171E+00, 5.610E+00, 4.735E+00, 4.376E+00, 4.059E+00, 3.778E+00, 3.350E+00, 3.181E+00, 3.004E+00, 2.841E+00, 2.537E+00, 2.420E+00, 2.319E+00, 2.225E+00, 2.142E+00, 1.994E+00, 1.925E+00, 1.865E+00, 1.810E+00, 1.688E+00, 1.624E+00, 1.562E+00, 1.501E+00, 1.391E+00, 1.339E+00, 1.288E+00, 1.239E+00, 1.156E+00, 1.117E+00, 1.086E+00, 1.056E+00, 7.565E+02, 7.393E+02, 7.056E+02, 6.645E+02, 5.744E+02, 5.323E+02, 4.935E+02, 4.562E+02, 3.870E+02, 3.543E+02, 3.226E+02, 2.932E+02, 2.402E+02, 2.170E+02, 1.962E+02, 1.777E+02, 1.470E+02, 1.345E+02, 1.237E+02, 1.145E+02, 1.066E+02, 9.390E+01, 8.870E+01, 8.417E+01, 8.016E+01, 7.349E+01, 7.065E+01, 6.808E+01, 6.571E+01, 6.150E+01, 5.970E+01, 5.804E+01, 5.650E+01, 5.506E+01, 5.248E+01, 5.131E+01, 5.020E+01, 4.916E+01, 4.716E+01, 4.623E+01, 4.533E+01, 4.450E+01, 4.297E+01, 4.225E+01, 4.158E+01, 4.095E+01, 3.984E+01, 3.930E+01, 3.878E+01, 3.830E+01, 1.007E+01, 2.074E+01, 5.133E+01, 2.690E+01, 1.258E+01, 5.046E+00, 9.186E+00, 2.194E+01, 1.449E+01, 6.530E+00, 2.725E+00, 4.873E+00, 9.939E+00, 8.559E+00, 3.881E+00, 1.608E+00, 2.963E+00, 4.667E+00, 4.363E+00, 2.522E+00
 8.600E+01, 9.254E+01, 8.983E+01, 8.289E+01, 7.249E+01, 5.224E+01, 4.478E+01, 3.870E+01, 3.365E+01, 2.612E+01, 2.326E+01, 2.061E+01, 1.830E+01, 1.397E+01, 1.212E+01, 1.048E+01, 9.048E+00, 6.802E+00, 6.005E+00, 5.384E+00, 4.862E+00, 4.434E+00, 3.756E+00, 3.498E+00, 3.285E+00, 3.104E+00, 2.750E+00, 2.576E+00, 2.418E+00, 2.289E+00, 2.102E+00, 2.010E+00, 1.908E+00, 1.815E+00, 1.732E+00, 1.598E+00, 1.538E+00, 1.474E+00, 1.412E+00, 1.303E+00, 1.251E+00, 1.200E+00, 1.145E+00, 1.043E+00, 1.002E+00, 9.679E-01, 9.410E-01, 8.940E-01, 8.716E-01, 8.504E-01, 8.343E-01, 7.680E+02, 7.545E+02, 7.232E+02, 6.790E+02, 5.800E+02, 5.349E+02, 4.937E+02, 4.552E+02, 3.860E+02, 3.540E+02, 3.232E+02, 2.944E+02, 2.410E+02, 2.174E+02, 1.961E+02, 1.771E+02, 1.459E+02, 1.335E+02, 1.228E+02, 1.137E+02, 1.059E+02, 9.324E+01, 8.812E+01, 8.367E+01, 7.970E+01, 7.279E+01, 6.975E+01, 6.702E+01, 6.458E+01, 6.047E+01, 5.869E+01, 5.701E+01, 5.547E+01, 5.406E+01, 5.157E+01, 5.044E+01, 4.935E+01, 4.831E+01, 4.638E+01, 4.546E+01, 4.459E+01, 4.376E+01, 4.226E+01, 4.158E+01, 4.095E+01, 4.038E+01, 3.933E+01, 3.883E+01, 3.831E+01, 3.787E+01, 1.025E+01, 2.155E+01, 5.163E+01, 2.702E+01, 1.266E+01, 5.063E+00, 9.582E+00, 2.150E+01, 1.391E+01, 6.516E+00, 2.709E+00, 4.988E+00, 9.642E+00, 7.942E+00, 3.812E+00, 1.596E+00, 2.928E+00, 4.469E+00, 4.191E+00, 2.455E+00
 8.800E+01, 8.549E+01, 8.271E+01, 7.660E+01, 6.829E+01, 5.295E+01, 4.699E+01, 4.183E+01, 3.729E+01, 2.912E+01, 2.546E+01, 2.240E+01, 1.958E+01, 1.481E+01, 1.289E+01, 1.127E+01, 9.912E+00, 7.797E+00, 6.931E+00, 6.169E+00, 5.523E+00, 4.959E+00, 4.079E+00, 3.746E+00, 3.437E+00, 3.144E+00, 2.635E+00, 2.421E+00, 2.268E+00, 2.140E+00, 1.934E+00, 1.845E+00, 1.762E+00, 1.687E+00, 1.620E+00, 1.521E+00, 1.494E+00, 1.472E+00, 1.451E+00, 1.406E+00, 1.374E+00, 1.333E+00, 1.286E+00, 1.184E+00, 1.133E+00, 1.087E+00, 1.042E+00, 9.608E-01, 9.227E-01, 8.859E-01, 8.595E-01, 7.581E+02, 7.453E+02, 7.167E+02, 6.771E+02, 5.902E+02, 5.493E+02, 5.103E+02, 4.728E+02, 4.007E+02, 3.663E+02, 3.336E+02, 3.032E+02, 2.472E+02, 2.226E+02, 2.006E+02, 1.811E+02, 1.490E+02, 1.361E+02, 1.249E+02, 1.154E+02, 1.071E+02, 9.383E+01, 8.851E+01, 8.382E+01, 7.963E+01, 7.246E+01, 6.938E+01, 6.671E+01, 6.433E+01, 6.032E+01, 5.853E+01, 5.683E+01, 5.526E+01, 5.381E+01, 5.132E+01, 5.026E+01, 4.927E+01, 4.833E+01, 4.655E+01, 4.568E+01, 4.481E+01, 4.398E+01, 4.243E+01, 4.172E+01, 4.107E+01, 4.046E+01, 3.937E+01, 3.886E+01, 3.834E+01, 3.791E+01, 1.042E+01, 2.192E+01, 5.196E+01, 2.620E+01, 1.243E+01, 5.527E+00, 1.102E+01, 2.172E+01, 1.315E+01, 6.413E+00, 3.354E+00, 6.265E+00, 9.710E+00, 7.393E+00, 3.736E+00, 2.132E+00, 3.286E+00, 4.471E+00, 3.926E+00, 2.318E+00
 9.000E+01, 8.794E+01, 8.534E+01, 7.949E+01, 7.197E+01, 5.598E+01, 4.912E+01, 4.311E+01, 3.789E+01, 2.937E+01, 2.596E+01, 2.305E+01, 2.062E+01, 1.643E+01, 1.464E+01, 1.309E+01, 1.171E+01, 9.402E+00, 8.453E+00, 7.618E+00, 6.893E+00, 6.260E+00, 5.314E+00, 4.938E+00, 4.604E+00, 4.283E+00, 3.699E+00, 3.444E+00, 3.210E+00, 2.994E+00, 2.610E+00, 2.434E+00, 2.271E+00, 2.123E+00, 1.993E+00, 1.781E+00, 1.698E+00, 1.629E+00, 1.563E+00, 1.444E+00, 1.393E+00, 1.346E+00, 1.309E+00, 1.259E+00, 1.245E+00, 1.233E+00, 1.223E+00, 1.205E+00, 1.191E+00, 1.173E+00, 1.159E+00, 7.612E+02, 7.494E+02, 7.227E+02, 6.860E+02, 5.984E+02, 5.555E+02, 5.151E+02, 4.768E+02, 4.050E+02, 3.711E+02, 3.389E+02, 3.091E+02, 2.542E+02, 2.296E+02, 2.076E+02, 1.879E+02, 1.552E+02, 1.417E+02, 1.300E+02, 1.199E+02, 1.112E+02, 9.749E+01, 9.197E+01, 8.709E+01, 8.267E+01, 7.494E+01, 7.160E+01, 6.868E+01, 6.609E+01, 6.171E+01, 5.978E+01, 5.797E+01, 5.631E+01, 5.479E+01, 5.219E+01, 5.107E+01, 5.003E+01, 4.904E+01, 4.720E+01, 4.632E+01, 4.546E+01, 4.466E+01, 4.321E+01, 4.257E+01, 4.199E+01, 4.147E+01, 4.049E+01, 3.999E+01, 3.948E+01, 3.905E+01, 1.060E+01, 2.262E+01, 5.277E+01, 2.569E+01, 1.232E+01, 5.718E+00, 1.189E+01, 2.199E+01, 1.255E+01, 6.254E+00, 3.616E+00, 6.739E+00, 1.011E+01, 6.990E+00, 3.576E+00, 2.285E+00, 3.649E+00, 4.725E+00, 3.717E+00, 2.170E+00
 9.200E+01, 8.556E+01, 8.219E+01, 7.478E+01, 6.636E+01, 5.049E+01, 4.436E+01, 3.922E+01, 3.487E+01, 2.772E+01, 2.481E+01, 2.194E+01, 1.940E+01, 1.523E+01, 1.351E+01, 1.194E+01, 1.051E+01, 8.069E+00, 7.115E+00, 6.328E+00, 5.680E+00, 5.146E+00, 4.292E+00, 3.929E+00, 3.619E+00, 3.362E+00, 2.986E+00, 2.831E+00, 2.690E+00, 2.568E+00, 2.371E+00, 2.283E+00, 2.198E+00, 2.116E+00, 2.035E+00, 1.887E+00, 1.824E+00, 1.766E+00, 1.714E+00, 1.631E+00, 1.588E+00, 1.542E+00, 1.498E+00, 1.412E+00, 1.366E+00, 1.319E+00, 1.273E+00, 1.173E+00, 1.121E+00, 1.073E+00, 1.032E+00, 7.582E+02, 7.454E+02, 7.163E+02, 6.785E+02, 5.925E+02, 5.514E+02, 5.127E+02, 4.762E+02, 4.076E+02, 3.752E+02, 3.434E+02, 3.135E+02, 2.586E+02, 2.341E+02, 2.119E+02, 1.918E+02, 1.583E+02, 1.447E+02, 1.329E+02, 1.228E+02, 1.141E+02, 9.996E+01, 9.422E+01, 8.922E+01, 8.474E+01, 7.716E+01, 7.386E+01, 7.095E+01, 6.836E+01, 6.398E+01, 6.204E+01, 6.021E+01, 5.848E+01, 5.685E+01, 5.396E+01, 5.271E+01, 5.156E+01, 5.052E+01, 4.861E+01, 4.771E+01, 4.682E+01, 4.599E+01, 4.447E+01, 4.377E+01, 4.312E+01, 4.250E+01, 4.133E+01, 4.074E+01, 4.015E+01, 3.966E+01, 1.063E+01, 2.266E+01, 5.239E+01, 2.542E+01, 1.226E+01, 5.738E+00, 1.194E+01, 2.198E+01, 1.216E+01, 6.181E+00, 3.625E+00, 6.866E+00, 1.018E+01, 6.840E+00, 3.519E+00, 2.299E+00, 3.655E+00, 4.720E+00, 3.690E+00, 2.163E+00
 9.400E+01, 8.894E+01, 8.308E+01, 7.215E+01, 6.234E+01, 4.728E+01, 4.187E+01, 3.739E+01, 3.360E+01, 2.691E+01, 2.400E+01, 2.170E+01, 1.964E+01, 1.599E+01, 1.439E+01, 1.288E+01, 1.147E+01, 9.062E+00, 8.081E+00, 7.219E+00, 6.435E+00, 5.751E+00, 4.700E+00, 4.307E+00, 3.992E+00, 3.730E+00, 3.298E+00, 3.088E+00, 2.908E+00, 2.756E+00, 2.513E+00, 2.406E+00, 2.301E+00, 2.194E+00, 2.093E+00, 1.910E+00, 1.829E+00, 1.749E+00, 1.671E+00, 1.525E+00, 1.460E+00, 1.402E+00, 1.346E+00, 1.241E+00, 1.188E+00, 1.138E+00, 1.091E+00, 9.937E-01, 9.455E-01, 8.946E-01, 8.488E-01, 7.644E+02, 7.471E+02, 7.114E+02, 6.700E+02, 5.852E+02, 5.459E+02, 5.091E+02, 4.741E+02, 4.062E+02, 3.739E+02, 3.437E+02, 3.153E+02, 2.626E+02, 2.388E+02, 2.169E+02, 1.969E+02, 1.627E+02, 1.485E+02, 1.361E+02, 1.254E+02, 1.160E+02, 1.011E+02, 9.511E+01, 8.992E+01, 8.535E+01, 7.769E+01, 7.434E+01, 7.140E+01, 6.879E+01, 6.436E+01, 6.237E+01, 6.048E+01, 5.867E+01, 5.697E+01, 5.402E+01, 5.277E+01, 5.160E+01, 5.049E+01, 4.845E+01, 4.750E+01, 4.657E+01, 4.569E+01, 4.404E+01, 4.325E+01, 4.252E+01, 4.185E+01, 4.056E+01, 3.993E+01, 3.929E+01, 3.875E+01, 1.058E+01, 2.237E+01, 5.166E+01, 2.618E+01, 1.237E+01, 5.704E+00, 1.170E+01, 2.194E+01, 1.251E+01, 6.337E+00, 3.564E+00, 6.832E+00, 1.036E+01, 7.008E+00, 3.619E+00, 2.280E+00, 3.733E+00, 4.785E+00, 3.836E+00, 2.203E+00
