s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 1.500E+02, 1.361E+02, 0.000E+00,-4.312E+01,-9.475E+01,-4.463E+00, 1.270E+00, 0.000E+00, 0.000E+00, 3.652E-02,-5.006E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.738E-03, 5.308E-04, 2.598E-03, 1.949E-03, 1.039E-04, 9.913E-07
 1.600E+02, 1.419E+02, 0.000E+00,-4.512E+01,-9.765E+01,-4.425E+00, 1.292E+00, 0.000E+00, 0.000E+00, 1.451E+00,-3.962E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.813E-03, 5.664E-04, 2.818E-03, 2.106E-03, 1.207E-04, 1.253E-06
 1.700E+02, 1.491E+02, 0.000E+00,-4.752E+01,-1.048E+02,-4.742E+00, 1.316E+00, 0.000E+00, 0.000E+00,-7.769E-01,-6.672E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.868E-03, 6.026E-04, 3.058E-03, 2.306E-03, 1.389E-04, 1.558E-06
 1.800E+02, 1.556E+02, 0.000E+00,-4.974E+01,-1.076E+02,-4.638E+00, 1.339E+00, 0.000E+00, 0.000E+00, 1.191E+00,-5.058E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.930E-03, 6.393E-04, 3.287E-03, 2.468E-03, 1.580E-04, 1.904E-06
 1.900E+02, 1.619E+02, 0.000E+00,-5.184E+01,-1.129E+02,-4.797E+00, 1.353E+00, 0.000E+00, 0.000E+00, 4.520E-01,-6.276E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.992E-03, 6.780E-04, 3.525E-03, 2.642E-03, 1.777E-04, 2.295E-06
 2.000E+02, 1.673E+02, 0.000E+00,-5.368E+01,-1.170E+02,-4.935E+00, 1.382E+00, 0.000E+00, 0.000E+00, 9.598E-02,-6.991E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 2.028E-03, 6.962E-04, 3.702E-03, 2.792E-03, 1.985E-04, 2.734E-06
 2.100E+02, 1.769E+02, 0.000E+00,-5.693E+01,-1.236E+02,-5.090E+00, 1.404E+00, 0.000E+00, 0.000E+00, 1.790E-01,-7.387E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 2.074E-03, 7.406E-04, 4.022E-03, 3.070E-03, 2.216E-04, 3.227E-06
 2.200E+02, 1.791E+02, 0.000E+00,-5.766E+01,-1.254E+02,-4.841E+00, 1.419E+00, 0.000E+00, 0.000E+00, 4.281E-01,-7.330E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 2.111E-03, 7.666E-04, 4.132E-03, 3.072E-03, 2.435E-04, 3.767E-06
 2.300E+02, 1.847E+02, 0.000E+00,-5.953E+01,-1.296E+02,-4.930E+00, 1.433E+00, 0.000E+00, 0.000E+00, 1.638E-01,-7.881E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 2.105E-03, 7.757E-04, 4.299E-03, 3.264E-03, 2.663E-04, 4.360E-06
 2.400E+02, 1.911E+02, 0.000E+00,-6.172E+01,-1.337E+02,-5.029E+00, 1.442E+00, 0.000E+00, 0.000E+00, 4.661E-01,-7.890E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 2.131E-03, 8.143E-04, 4.523E-03, 3.424E-03, 2.896E-04, 5.001E-06
 2.500E+02, 1.967E+02, 0.000E+00,-6.351E+01,-1.385E+02,-4.978E+00, 1.463E+00, 0.000E+00, 0.000E+00,-1.295E-01,-8.862E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 2.132E-03, 8.328E-04, 4.710E-03, 3.577E-03, 3.148E-04, 5.708E-06
 2.600E+02, 2.036E+02, 0.000E+00,-6.585E+01,-1.426E+02,-5.263E+00, 1.477E+00, 0.000E+00, 0.000E+00, 5.193E-01,-8.713E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 2.130E-03, 8.668E-04, 4.942E-03, 3.781E-03, 3.393E-04, 6.462E-06
 2.700E+02, 2.058E+02, 0.000E+00,-6.655E+01,-1.451E+02,-4.854E+00, 1.480E+00, 0.000E+00, 0.000E+00,-3.516E-02,-9.261E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 2.145E-03, 8.963E-04, 5.040E-03, 3.766E-03, 3.631E-04, 7.268E-06
 2.800E+02, 2.040E+02, 0.000E+00,-6.590E+01,-1.445E+02,-4.343E+00, 1.490E+00, 0.000E+00, 0.000E+00,-3.126E-01,-9.312E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 2.120E-03, 8.868E-04, 4.993E-03, 3.675E-03, 3.845E-04, 8.119E-06
 2.900E+02, 2.009E+02, 0.000E+00,-6.478E+01,-1.420E+02,-4.336E+00, 1.503E+00, 0.000E+00, 0.000E+00, 2.400E-01,-8.652E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 2.061E-03, 8.483E-04, 4.863E-03, 3.581E-03, 4.053E-04, 9.027E-06
 3.000E+02, 2.008E+02, 0.000E+00,-6.472E+01,-1.426E+02,-4.147E+00, 1.504E+00, 0.000E+00, 0.000E+00,-3.486E-01,-9.141E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 2.007E-03, 8.325E-04, 4.845E-03, 3.588E-03, 4.241E-04, 9.961E-06
 3.100E+02, 1.965E+02, 0.000E+00,-6.323E+01,-1.400E+02,-4.001E+00, 1.514E+00, 0.000E+00, 0.000E+00,-5.441E-01,-9.160E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.960E-03, 8.078E-04, 4.705E-03, 3.435E-03, 4.414E-04, 1.094E-05
 3.200E+02, 1.955E+02, 0.000E+00,-6.286E+01,-1.377E+02,-3.757E+00, 1.507E+00, 0.000E+00, 0.000E+00, 1.088E+00,-7.345E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.905E-03, 7.859E-04, 4.644E-03, 3.416E-03, 4.572E-04, 1.194E-05
 3.300E+02, 1.947E+02, 0.000E+00,-6.254E+01,-1.385E+02,-3.776E+00, 1.510E+00, 0.000E+00, 0.000E+00,-2.677E-01,-8.594E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.858E-03, 7.726E-04, 4.588E-03, 3.388E-03, 4.717E-04, 1.297E-05
 3.400E+02, 1.911E+02, 0.000E+00,-6.128E+01,-1.363E+02,-3.556E+00, 1.513E+00, 0.000E+00, 0.000E+00,-3.707E-01,-8.472E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.818E-03, 7.566E-04, 4.474E-03, 3.263E-03, 4.851E-04, 1.404E-05
 3.500E+02, 1.881E+02, 0.000E+00,-6.025E+01,-1.337E+02,-3.312E+00, 1.520E+00, 0.000E+00, 0.000E+00, 1.926E-01,-7.666E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.777E-03, 7.352E-04, 4.359E-03, 3.159E-03, 4.966E-04, 1.513E-05
 3.600E+02, 1.845E+02, 0.000E+00,-5.899E+01,-1.320E+02,-3.173E+00, 1.524E+00, 0.000E+00, 0.000E+00,-4.697E-01,-8.189E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.735E-03, 7.122E-04, 4.235E-03, 3.050E-03, 5.065E-04, 1.623E-05
 3.700E+02, 1.817E+02, 0.000E+00,-5.803E+01,-1.290E+02,-3.363E+00, 1.517E+00, 0.000E+00, 0.000E+00, 3.906E-01,-7.167E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.692E-03, 6.893E-04, 4.124E-03, 2.974E-03, 5.160E-04, 1.735E-05
 3.800E+02, 1.806E+02, 0.000E+00,-5.754E+01,-1.292E+02,-3.097E+00, 1.518E+00, 0.000E+00, 0.000E+00,-3.392E-01,-7.745E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.652E-03, 6.749E-04, 4.060E-03, 2.941E-03, 5.244E-04, 1.848E-05
 3.900E+02, 1.780E+02, 0.000E+00,-5.672E+01,-1.273E+02,-3.121E+00, 1.517E+00, 0.000E+00, 0.000E+00,-3.141E-01,-7.689E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.616E-03, 6.592E-04, 3.971E-03, 2.870E-03, 5.317E-04, 1.963E-05
 4.000E+02, 1.759E+02, 0.000E+00,-5.603E+01,-1.259E+02,-2.857E+00, 1.536E+00, 0.000E+00, 0.000E+00,-2.361E-01,-7.328E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.579E-03, 6.421E-04, 3.877E-03, 2.808E-03, 5.383E-04, 2.079E-05
 4.100E+02, 1.741E+02, 0.000E+00,-5.538E+01,-1.246E+02,-2.824E+00, 1.531E+00, 0.000E+00, 0.000E+00,-1.155E-01,-7.145E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.544E-03, 6.288E-04, 3.819E-03, 2.764E-03, 5.453E-04, 2.197E-05
 4.200E+02, 1.715E+02, 0.000E+00,-5.448E+01,-1.223E+02,-2.691E+00, 1.513E+00, 0.000E+00, 0.000E+00, 4.669E-01,-6.431E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.511E-03, 6.154E-04, 3.727E-03, 2.665E-03, 5.493E-04, 2.313E-05
 4.300E+02, 1.683E+02, 0.000E+00,-5.337E+01,-1.214E+02,-2.541E+00, 1.527E+00, 0.000E+00, 0.000E+00,-7.517E-01,-7.419E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.478E-03, 5.993E-04, 3.613E-03, 2.558E-03, 5.516E-04, 2.429E-05
 4.400E+02, 1.657E+02, 0.000E+00,-5.243E+01,-1.175E+02,-2.744E+00, 1.523E+00, 0.000E+00, 0.000E+00, 9.965E-01,-5.497E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.444E-03, 5.828E-04, 3.514E-03, 2.481E-03, 5.549E-04, 2.547E-05
 4.500E+02, 1.642E+02, 0.000E+00,-5.201E+01,-1.191E+02,-2.280E+00, 1.528E+00, 0.000E+00, 0.000E+00,-1.358E+00,-7.608E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.410E-03, 5.696E-04, 3.457E-03, 2.462E-03, 5.578E-04, 2.665E-05
 4.600E+02, 1.638E+02, 0.000E+00,-5.180E+01,-1.172E+02,-2.537E+00, 1.514E+00, 0.000E+00, 0.000E+00, 2.654E-02,-6.259E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.375E-03, 5.587E-04, 3.410E-03, 2.468E-03, 5.608E-04, 2.784E-05
 4.700E+02, 1.623E+02, 0.000E+00,-5.133E+01,-1.162E+02,-2.318E+00, 1.536E+00, 0.000E+00, 0.000E+00, 1.566E-01,-5.993E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.341E-03, 5.502E-04, 3.367E-03, 2.429E-03, 5.629E-04, 2.902E-05
 4.800E+02, 1.612E+02, 0.000E+00,-5.090E+01,-1.150E+02,-2.432E+00, 1.522E+00, 0.000E+00, 0.000E+00, 4.425E-01,-5.607E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.309E-03, 5.418E-04, 3.313E-03, 2.376E-03, 5.652E-04, 3.021E-05
 4.900E+02, 1.592E+02, 0.000E+00,-5.024E+01,-1.156E+02,-2.146E+00, 1.522E+00, 0.000E+00, 0.000E+00,-1.206E+00,-7.193E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.278E-03, 5.339E-04, 3.260E-03, 2.324E-03, 5.661E-04, 3.139E-05
 5.000E+02, 1.576E+02, 0.000E+00,-4.966E+01,-1.124E+02,-2.179E+00, 1.520E+00, 0.000E+00, 0.000E+00, 7.569E-01,-5.155E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.248E-03, 5.242E-04, 3.193E-03, 2.265E-03, 5.668E-04, 3.257E-05
 5.100E+02, 1.565E+02, 0.000E+00,-4.932E+01,-1.123E+02,-2.305E+00, 1.526E+00, 0.000E+00, 0.000E+00,-7.419E-02,-5.911E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.219E-03, 5.151E-04, 3.151E-03, 2.245E-03, 5.685E-04, 3.376E-05
 5.200E+02, 1.554E+02, 0.000E+00,-4.894E+01,-1.118E+02,-2.050E+00, 1.533E+00, 0.000E+00, 0.000E+00,-1.482E-01,-5.853E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.191E-03, 5.074E-04, 3.109E-03, 2.214E-03, 5.685E-04, 3.493E-05
 5.300E+02, 1.541E+02, 0.000E+00,-4.844E+01,-1.107E+02,-1.985E+00, 1.518E+00, 0.000E+00, 0.000E+00, 4.179E-02,-5.581E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.163E-03, 4.990E-04, 3.060E-03, 2.177E-03, 5.694E-04, 3.613E-05
 5.400E+02, 1.535E+02, 0.000E+00,-4.829E+01,-1.098E+02,-2.195E+00, 1.521E+00, 0.000E+00, 0.000E+00, 2.998E-01,-5.258E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.136E-03, 4.911E-04, 3.025E-03, 2.162E-03, 5.700E-04, 3.732E-05
 5.500E+02, 1.528E+02, 0.000E+00,-4.801E+01,-1.108E+02,-2.139E+00, 1.534E+00, 0.000E+00, 0.000E+00,-9.823E-01,-6.573E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.109E-03, 4.841E-04, 3.008E-03, 2.170E-03, 5.714E-04, 3.851E-05
 5.600E+02, 1.528E+02, 0.000E+00,-4.802E+01,-1.090E+02,-2.135E+00, 1.521E+00, 0.000E+00, 0.000E+00, 6.632E-01,-4.906E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.084E-03, 4.771E-04, 2.986E-03, 2.160E-03, 5.723E-04, 3.971E-05
 5.700E+02, 1.522E+02, 0.000E+00,-4.780E+01,-1.105E+02,-2.087E+00, 1.528E+00, 0.000E+00, 0.000E+00,-1.212E+00,-6.681E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.058E-03, 4.700E-04, 2.971E-03, 2.159E-03, 5.736E-04, 4.091E-05
 5.800E+02, 1.518E+02, 0.000E+00,-4.770E+01,-1.085E+02,-2.015E+00, 1.524E+00, 0.000E+00, 0.000E+00, 5.702E-01,-4.902E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.034E-03, 4.627E-04, 2.952E-03, 2.144E-03, 5.738E-04, 4.208E-05
 5.900E+02, 1.510E+02, 0.000E+00,-4.733E+01,-1.077E+02,-2.142E+00, 1.523E+00, 0.000E+00, 0.000E+00, 7.804E-01,-4.671E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 1.010E-03, 4.552E-04, 2.923E-03, 2.124E-03, 5.744E-04, 4.328E-05
 6.000E+02, 1.504E+02, 0.000E+00,-4.719E+01,-1.083E+02,-1.893E+00, 1.521E+00, 0.000E+00, 0.000E+00,-6.824E-02,-5.442E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.383E-03, 0.000E+00, 9.866E-04, 4.479E-04, 2.895E-03, 2.112E-03, 5.746E-04, 4.446E-05
