s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
 2.280E+02, 1.695E+03,-6.473E+02,-9.955E+02,-4.027E+01, 4.131E-01, 0.000E+00, 0.000E+00, 5.078E+00, 1.259E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.989E-02
 2.300E+02, 1.543E+03,-5.955E+02,-9.405E+02,-3.820E+01, 4.406E-01, 0.000E+00, 0.000E+00,-3.707E+01,-3.050E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.688E-02
 2.320E+02, 1.462E+03,-5.569E+02,-8.575E+02,-4.002E+01, 4.474E-01, 0.000E+00, 0.000E+00, 2.447E-01, 7.707E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.198E-02
 2.340E+02, 1.367E+03,-5.224E+02,-7.975E+02,-3.910E+01, 4.728E-01, 0.000E+00, 0.000E+00, 2.859E+00, 8.374E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.882E-02
 2.360E+02, 1.311E+03,-5.000E+02,-7.913E+02,-3.367E+01, 4.731E-01, 0.000E+00, 0.000E+00,-1.912E+01,-1.367E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.539E-02
 2.380E+02, 1.198E+03,-4.539E+02,-7.007E+02,-3.455E+01, 4.890E-01, 0.000E+00, 0.000E+00, 3.462E+00, 9.602E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.157E-02
 2.400E+02, 1.103E+03,-4.133E+02,-6.716E+02,-3.434E+01, 4.976E-01, 0.000E+00, 0.000E+00,-2.053E+01,-1.603E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.957E-02
 2.420E+02, 1.028E+03,-3.846E+02,-6.122E+02,-3.161E+01, 4.819E-01, 0.000E+00, 0.000E+00,-5.274E+00,-5.742E-02, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.625E-02
 2.440E+02, 9.557E+02,-3.555E+02,-5.549E+02,-3.056E+01, 4.884E-01, 0.000E+00, 0.000E+00, 1.021E+01, 1.522E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.270E-02
 2.460E+02, 8.781E+02,-3.255E+02,-5.388E+02,-3.027E+01, 5.117E-01, 0.000E+00, 0.000E+00,-2.046E+01,-1.591E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.084E-02
 2.480E+02, 8.358E+02,-3.094E+02,-5.016E+02,-3.040E+01, 5.178E-01, 0.000E+00, 0.000E+00,-1.100E+01,-5.144E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.835E-02
 2.500E+02, 7.624E+02,-2.755E+02,-4.555E+02,-2.632E+01, 5.172E-01, 0.000E+00, 0.000E+00, 9.299E-01, 5.642E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.601E-02
 2.520E+02, 6.877E+02,-2.422E+02,-4.212E+02,-2.471E+01, 5.254E-01, 0.000E+00, 0.000E+00,-4.989E+00, 2.028E-02, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.318E-02
 2.540E+02, 6.331E+02,-2.281E+02,-3.865E+02,-2.330E+01, 5.323E-01, 0.000E+00, 0.000E+00,-8.897E+00,-4.331E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.123E-02
 2.560E+02, 5.729E+02,-1.952E+02,-3.612E+02,-2.009E+01, 5.486E-01, 0.000E+00, 0.000E+00,-6.378E+00,-3.123E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.914E-02
 2.580E+02, 5.260E+02,-1.784E+02,-3.382E+02,-1.767E+01, 5.748E-01, 0.000E+00, 0.000E+00,-1.357E+01,-7.626E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.756E-02
 2.600E+02, 4.877E+02,-1.644E+02,-3.105E+02,-1.419E+01, 5.654E-01, 0.000E+00, 0.000E+00,-5.303E+00,-8.288E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.606E-02
 2.620E+02, 4.316E+02,-1.426E+02,-2.810E+02,-1.085E+01, 5.554E-01, 0.000E+00, 0.000E+00,-6.734E+00,-2.320E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.415E-02
 2.640E+02, 3.974E+02,-1.311E+02,-2.561E+02,-9.658E+00, 5.525E-01, 0.000E+00, 0.000E+00,-4.590E+00, 1.082E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.290E-02
 2.660E+02, 3.610E+02,-1.141E+02,-2.437E+02,-8.268E+00, 5.449E-01, 0.000E+00, 0.000E+00,-8.210E+00,-4.536E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.158E-02
 2.680E+02, 3.336E+02,-1.070E+02,-2.173E+02,-6.363E+00, 5.602E-01, 0.000E+00, 0.000E+00,-1.697E+00, 3.581E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.067E-02
 2.700E+02, 3.143E+02,-1.003E+02,-2.084E+02,-5.884E+00, 5.634E-01, 0.000E+00, 0.000E+00,-3.899E+00, 3.586E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.898E-03
 2.720E+02, 2.857E+02,-8.921E+01,-1.908E+02,-3.045E+00, 5.570E-01, 0.000E+00, 0.000E+00,-5.828E-01, 3.248E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.998E-03
 2.740E+02, 2.681E+02,-8.479E+01,-1.816E+02,-3.910E+00, 5.731E-01, 0.000E+00, 0.000E+00,-6.290E+00,-1.635E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.389E-03
 2.760E+02, 2.514E+02,-7.749E+01,-1.702E+02,-1.923E+00, 5.674E-01, 0.000E+00, 0.000E+00,-1.305E+00, 2.332E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.778E-03
 2.780E+02, 2.357E+02,-7.260E+01,-1.608E+02,-2.971E+00, 5.768E-01, 0.000E+00, 0.000E+00,-4.616E+00,-8.141E-02, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.201E-03
 2.800E+02, 2.189E+02,-6.696E+01,-1.490E+02,-9.544E-01, 5.829E-01, 0.000E+00, 0.000E+00,-1.022E+00, 2.555E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.726E-03
 2.820E+02, 2.032E+02,-6.100E+01,-1.434E+02,-4.205E-01, 5.764E-01, 0.000E+00, 0.000E+00,-4.713E+00,-9.763E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.107E-03
 2.840E+02, 1.940E+02,-5.892E+01,-1.328E+02,-6.182E-02, 5.904E-01, 0.000E+00, 0.000E+00,-1.783E+00, 2.819E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.772E-03
 2.860E+02, 1.828E+02,-5.425E+01,-1.274E+02,-4.220E-02, 5.793E-01, 0.000E+00, 0.000E+00,-2.062E+00, 1.719E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.420E-03
 2.880E+02, 1.758E+02,-5.215E+01,-1.240E+02, 2.352E-01, 6.016E-01, 0.000E+00, 0.000E+00,-3.349E+00, 4.967E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.045E-03
 2.900E+02, 1.652E+02,-4.904E+01,-1.185E+02, 4.164E-01, 5.928E-01, 0.000E+00, 0.000E+00,-5.002E+00,-1.344E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.795E-03
 2.920E+02, 1.580E+02,-4.650E+01,-1.081E+02, 1.150E+00, 5.947E-01, 0.000E+00, 0.000E+00, 1.796E+00, 5.180E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.528E-03
 2.940E+02, 1.530E+02,-4.500E+01,-1.043E+02, 5.098E-01, 6.009E-01, 0.000E+00, 0.000E+00, 1.529E+00, 4.749E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.293E-03
 2.960E+02, 1.435E+02,-4.171E+01,-1.060E+02, 1.336E+00, 5.841E-01, 0.000E+00, 0.000E+00,-5.225E+00,-2.323E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.020E-03
 2.980E+02, 1.391E+02,-4.037E+01,-1.031E+02, 1.129E+00, 5.943E-01, 0.000E+00, 0.000E+00,-6.156E+00,-2.667E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.809E-03
 3.000E+02, 1.320E+02,-3.826E+01,-9.298E+01, 1.037E+00, 5.770E-01, 0.000E+00, 0.000E+00,-4.992E-01, 2.361E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.594E-03
 3.020E+02, 1.249E+02,-3.567E+01,-8.505E+01, 1.196E+00, 5.939E-01, 0.000E+00, 0.000E+00, 2.928E+00, 5.976E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.332E-03
 3.040E+02, 1.231E+02,-3.532E+01,-9.119E+01, 8.331E-01, 5.960E-01, 0.000E+00, 0.000E+00,-5.285E+00,-1.941E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.232E-03
 3.060E+02, 1.155E+02,-3.299E+01,-8.484E+01, 1.594E+00, 5.951E-01, 0.000E+00, 0.000E+00,-3.163E+00,-1.545E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.046E-03
 3.080E+02, 1.132E+02,-3.214E+01,-7.837E+01, 1.417E+00, 5.997E-01, 0.000E+00, 0.000E+00, 1.780E+00, 4.710E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.929E-03
 3.100E+02, 1.089E+02,-3.101E+01,-7.875E+01, 1.823E+00, 5.851E-01, 0.000E+00, 0.000E+00,-1.354E+00, 1.506E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.774E-03
 3.120E+02, 1.043E+02,-2.919E+01,-7.350E+01, 1.254E+00, 6.014E-01, 0.000E+00, 0.000E+00, 7.044E-01, 3.502E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.610E-03
 3.140E+02, 1.010E+02,-2.840E+01,-7.499E+01, 1.234E+00, 6.068E-01, 0.000E+00, 0.000E+00,-3.263E+00,-5.396E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.493E-03
 3.160E+02, 9.504E+01,-2.648E+01,-7.095E+01, 1.645E+00, 5.983E-01, 0.000E+00, 0.000E+00,-2.392E+00,-1.470E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.285E-03
 3.180E+02, 9.245E+01,-2.561E+01,-6.759E+01, 1.613E+00, 6.138E-01, 0.000E+00, 0.000E+00,-1.142E+00, 1.469E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.204E-03
 3.200E+02, 8.886E+01,-2.458E+01,-6.488E+01, 1.653E+00, 6.061E-01, 0.000E+00, 0.000E+00,-7.721E-01, 1.660E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.078E-03
 3.220E+02, 8.638E+01,-2.375E+01,-6.155E+01, 1.700E+00, 6.159E-01, 0.000E+00, 0.000E+00, 9.640E-01, 3.398E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.991E-03
 3.240E+02, 8.444E+01,-2.326E+01,-6.413E+01, 1.526E+00, 6.125E-01, 0.000E+00, 0.000E+00,-3.401E+00,-8.098E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.902E-03
 3.260E+02, 7.928E+01,-2.162E+01,-5.900E+01, 1.433E+00, 6.025E-01, 0.000E+00, 0.000E+00,-1.622E+00, 6.941E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.742E-03
 3.280E+02, 7.716E+01,-2.087E+01,-5.519E+01, 1.676E+00, 6.044E-01, 0.000E+00, 0.000E+00, 9.305E-01, 3.376E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.656E-03
 3.300E+02, 7.334E+01,-1.984E+01,-5.731E+01, 1.853E+00, 6.045E-01, 0.000E+00, 0.000E+00,-3.577E+00,-1.353E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.520E-03
 3.320E+02, 7.080E+01,-1.900E+01,-5.431E+01, 1.506E+00, 6.082E-01, 0.000E+00, 0.000E+00,-2.627E+00,-3.999E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.431E-03
 3.340E+02, 6.906E+01,-1.852E+01,-5.140E+01, 1.823E+00, 6.074E-01, 0.000E+00, 0.000E+00,-3.666E-01, 1.570E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.358E-03
 3.360E+02, 6.474E+01,-1.721E+01,-4.965E+01, 1.834E+00, 6.034E-01, 0.000E+00, 0.000E+00,-1.630E+00, 3.219E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.229E-03
 3.380E+02, 6.431E+01,-1.710E+01,-4.446E+01, 1.548E+00, 6.151E-01, 0.000E+00, 0.000E+00, 2.947E+00, 4.919E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.186E-03
 3.400E+02, 6.036E+01,-1.597E+01,-4.942E+01, 1.902E+00, 6.080E-01, 0.000E+00, 0.000E+00,-4.363E+00,-2.520E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.094E-03
 3.420E+02, 5.918E+01,-1.555E+01,-4.323E+01, 1.770E+00, 6.070E-01, 0.000E+00, 0.000E+00, 9.549E-01, 2.781E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.013E-03
 3.440E+02, 5.723E+01,-1.505E+01,-4.465E+01, 2.005E+00, 6.109E-01, 0.000E+00, 0.000E+00,-1.605E+00, 1.527E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.549E-04
 3.460E+02, 5.469E+01,-1.423E+01,-4.256E+01, 1.906E+00, 6.083E-01, 0.000E+00, 0.000E+00,-1.265E+00, 4.130E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.700E-04
 3.480E+02, 5.395E+01,-1.406E+01,-4.031E+01, 1.922E+00, 6.094E-01, 0.000E+00, 0.000E+00, 3.381E-01, 2.111E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.371E-04
 3.500E+02, 5.130E+01,-1.331E+01,-4.109E+01, 1.747E+00, 6.020E-01, 0.000E+00, 0.000E+00,-2.289E+00,-7.530E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.555E-04
 3.520E+02, 4.984E+01,-1.279E+01,-3.725E+01, 1.679E+00, 6.075E-01, 0.000E+00, 0.000E+00, 5.224E-01, 2.086E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.851E-04
 3.540E+02, 4.864E+01,-1.255E+01,-3.902E+01, 2.256E+00, 6.090E-01, 0.000E+00, 0.000E+00,-1.746E+00,-6.091E-02, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.532E-04
 3.560E+02, 4.689E+01,-1.204E+01,-3.757E+01, 1.827E+00, 6.072E-01, 0.000E+00, 0.000E+00,-1.784E+00,-2.883E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.910E-04
 3.580E+02, 4.597E+01,-1.180E+01,-3.240E+01, 2.124E+00, 6.092E-01, 0.000E+00, 0.000E+00, 3.089E+00, 4.501E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.528E-04
 3.600E+02, 4.373E+01,-1.112E+01,-3.612E+01, 1.768E+00, 6.036E-01, 0.000E+00, 0.000E+00,-2.589E+00,-1.145E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.961E-04
 3.620E+02, 4.301E+01,-1.091E+01,-3.434E+01, 1.774E+00, 6.036E-01, 0.000E+00, 0.000E+00,-1.130E+00, 1.458E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.442E-04
 3.640E+02, 4.164E+01,-1.058E+01,-3.294E+01, 2.051E+00, 6.112E-01, 0.000E+00, 0.000E+00,-4.022E-01, 7.765E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.062E-04
 3.660E+02, 4.045E+01,-1.025E+01,-3.447E+01, 1.830E+00, 6.007E-01, 0.000E+00, 0.000E+00,-3.094E+00,-1.836E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.714E-04
 3.680E+02, 3.971E+01,-1.004E+01,-2.958E+01, 2.341E+00, 5.952E-01, 0.000E+00, 0.000E+00, 1.739E+00, 3.027E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.421E-04
 3.700E+02, 3.877E+01,-9.812E+00,-3.186E+01, 1.769E+00, 6.051E-01, 0.000E+00, 0.000E+00,-1.814E+00,-5.285E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.937E-04
 3.720E+02, 3.723E+01,-9.375E+00,-2.901E+01, 2.251E+00, 6.081E-01, 0.000E+00, 0.000E+00, 5.357E-01, 1.703E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.507E-04
 3.740E+02, 3.595E+01,-9.123E+00,-2.866E+01, 2.511E+00, 6.105E-01, 0.000E+00, 0.000E+00, 3.208E-01, 1.284E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.953E-04
 3.760E+02, 3.441E+01,-8.623E+00,-3.053E+01, 2.312E+00, 5.990E-01, 0.000E+00, 0.000E+00,-2.938E+00,-1.836E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.698E-04
 3.780E+02, 3.442E+01,-8.674E+00,-2.618E+01, 2.705E+00, 5.997E-01, 0.000E+00, 0.000E+00, 1.917E+00, 2.865E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.459E-04
 3.800E+02, 3.354E+01,-8.426E+00,-2.934E+01, 2.271E+00, 5.997E-01, 0.000E+00, 0.000E+00,-2.179E+00,-1.359E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.238E-04
 3.820E+02, 3.305E+01,-8.406E+00,-2.711E+01, 2.726E+00, 5.968E-01, 0.000E+00, 0.000E+00, 1.229E-01, 8.558E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.064E-04
 3.840E+02, 3.260E+01,-8.314E+00,-2.571E+01, 2.622E+00, 5.986E-01, 0.000E+00, 0.000E+00, 1.150E+00, 1.797E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.653E-05
 3.860E+02, 3.197E+01,-8.094E+00,-2.757E+01, 2.514E+00, 5.932E-01, 0.000E+00, 0.000E+00,-1.279E+00,-5.875E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.260E-05
 3.880E+02, 3.191E+01,-8.103E+00,-2.517E+01, 2.847E+00, 5.923E-01, 0.000E+00, 0.000E+00, 1.471E+00, 2.068E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.563E-05
 3.900E+02, 3.171E+01,-8.077E+00,-2.812E+01, 2.201E+00, 5.886E-01, 0.000E+00, 0.000E+00,-2.300E+00,-1.699E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.043E-05
 3.920E+02, 3.168E+01,-8.082E+00,-2.561E+01, 2.435E+00, 5.880E-01, 0.000E+00, 0.000E+00, 3.477E-01, 1.004E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.809E-05
 3.940E+02, 3.169E+01,-8.153E+00,-2.498E+01, 2.555E+00, 5.871E-01, 0.000E+00, 0.000E+00, 1.092E+00, 1.696E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.500E-05
 3.960E+02, 3.132E+01,-8.032E+00,-2.740E+01, 2.114E+00, 5.878E-01, 0.000E+00, 0.000E+00,-2.011E+00,-1.409E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.239E-05
 3.980E+02, 3.150E+01,-8.113E+00,-2.343E+01, 2.647E+00, 5.920E-01, 0.000E+00, 0.000E+00, 2.607E+00, 3.200E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.158E-05
 4.000E+02, 3.147E+01,-8.105E+00,-2.702E+01, 2.122E+00, 5.952E-01, 0.000E+00, 0.000E+00,-1.467E+00,-9.313E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.895E-05
 4.020E+02, 3.126E+01,-8.019E+00,-2.540E+01, 2.351E+00, 5.837E-01, 0.000E+00, 0.000E+00, 1.874E-01, 7.768E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.769E-05
 4.040E+02, 3.151E+01,-8.177E+00,-2.658E+01, 2.362E+00, 5.930E-01, 0.000E+00, 0.000E+00,-8.641E-01,-2.849E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.564E-05
 4.060E+02, 3.097E+01,-8.070E+00,-2.574E+01, 2.283E+00, 5.863E-01, 0.000E+00, 0.000E+00,-4.845E-01, 2.720E-02, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.394E-05
 4.080E+02, 3.156E+01,-8.159E+00,-2.443E+01, 2.251E+00, 5.868E-01, 0.000E+00, 0.000E+00, 1.248E+00, 1.803E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.260E-05
 4.100E+02, 3.112E+01,-8.067E+00,-2.613E+01, 2.031E+00, 5.901E-01, 0.000E+00, 0.000E+00,-9.481E-01,-4.530E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.074E-05
 4.120E+02, 3.097E+01,-8.053E+00,-2.427E+01, 2.192E+00, 5.885E-01, 0.000E+00, 0.000E+00, 8.554E-01, 1.431E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.986E-05
 4.140E+02, 3.134E+01,-8.147E+00,-2.498E+01, 2.259E+00, 5.792E-01, 0.000E+00, 0.000E+00, 5.739E-01, 1.048E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.836E-05
 4.160E+02, 3.071E+01,-7.972E+00,-2.720E+01, 1.825E+00, 5.795E-01, 0.000E+00, 0.000E+00,-2.665E+00,-2.060E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.729E-05
 4.180E+02, 3.135E+01,-8.124E+00,-2.280E+01, 2.099E+00, 5.901E-01, 0.000E+00, 0.000E+00, 2.551E+00, 3.111E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.726E-05
 4.200E+02, 3.100E+01,-8.080E+00,-2.655E+01, 1.879E+00, 5.890E-01, 0.000E+00, 0.000E+00,-1.596E+00,-1.158E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.593E-05
 4.220E+02, 3.086E+01,-8.028E+00,-2.474E+01, 1.841E+00, 5.800E-01, 0.000E+00, 0.000E+00,-1.065E-02, 5.159E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.496E-05
 4.240E+02, 3.088E+01,-8.097E+00,-2.411E+01, 2.017E+00, 5.846E-01, 0.000E+00, 0.000E+00, 7.683E-01, 1.279E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.440E-05
 4.260E+02, 3.063E+01,-8.020E+00,-2.469E+01, 1.765E+00, 5.702E-01, 0.000E+00, 0.000E+00,-2.703E-01, 2.582E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.273E-05
 4.280E+02, 3.128E+01,-8.215E+00,-2.585E+01, 2.146E+00, 5.784E-01, 0.000E+00, 0.000E+00,-5.728E-01,-5.438E-02, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.202E-05
 4.300E+02, 3.122E+01,-8.131E+00,-2.488E+01, 1.701E+00, 5.951E-01, 0.000E+00, 0.000E+00,-1.463E-02, 5.087E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.108E-05
 4.320E+02, 3.071E+01,-7.970E+00,-2.395E+01, 1.940E+00, 5.900E-01, 0.000E+00, 0.000E+00, 8.057E-01, 1.323E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.096E-05
 4.340E+02, 3.087E+01,-8.110E+00,-2.416E+01, 1.750E+00, 5.923E-01, 0.000E+00, 0.000E+00, 4.312E-01, 9.471E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.033E-05
 4.360E+02, 3.063E+01,-8.001E+00,-2.501E+01, 1.623E+00, 5.852E-01, 0.000E+00, 0.000E+00,-7.566E-01,-1.705E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.904E-05
 4.380E+02, 3.060E+01,-7.972E+00,-2.466E+01, 1.646E+00, 5.770E-01, 0.000E+00, 0.000E+00,-3.369E-01, 1.992E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.817E-05
 4.400E+02, 3.128E+01,-8.241E+00,-2.378E+01, 1.540E+00, 5.879E-01, 0.000E+00, 0.000E+00, 8.621E-01, 1.384E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.681E-05
 4.420E+02, 3.069E+01,-8.061E+00,-2.447E+01, 1.827E+00, 5.850E-01, 0.000E+00, 0.000E+00,-1.418E-02, 5.741E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.588E-05
 4.440E+02, 3.042E+01,-8.015E+00,-2.466E+01, 1.799E+00, 5.835E-01, 0.000E+00, 0.000E+00,-4.147E-01, 1.266E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.497E-05
 4.460E+02, 3.076E+01,-8.094E+00,-2.481E+01, 1.680E+00, 5.933E-01, 0.000E+00, 0.000E+00,-3.985E-01, 1.340E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.379E-05
 4.480E+02, 3.094E+01,-8.275E+00,-2.432E+01, 1.795E+00, 5.891E-01, 0.000E+00, 0.000E+00, 2.232E-01, 7.300E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.341E-05
 4.500E+02, 3.029E+01,-8.000E+00,-2.375E+01, 1.463E+00, 5.847E-01, 0.000E+00, 0.000E+00, 7.851E-02, 5.967E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.223E-05
 4.520E+02, 3.079E+01,-8.124E+00,-2.438E+01, 1.372E+00, 5.848E-01, 0.000E+00, 0.000E+00,-3.369E-01, 2.458E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.140E-05
 4.540E+02, 3.056E+01,-8.101E+00,-2.382E+01, 1.528E+00, 5.791E-01, 0.000E+00, 0.000E+00, 2.275E-01, 7.462E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.071E-05
 4.560E+02, 3.060E+01,-8.058E+00,-2.444E+01, 1.325E+00, 5.734E-01, 0.000E+00, 0.000E+00,-5.558E-01,-1.198E-03, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.037E-05
 4.580E+02, 3.047E+01,-8.089E+00,-2.268E+01, 1.665E+00, 5.830E-01, 0.000E+00, 0.000E+00, 1.355E+00, 1.940E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.020E-05
