s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 1.800E+01, 5.054E+01, 4.170E+01, 2.529E+01, 1.838E+01, 1.240E+01, 9.734E+00, 7.018E+00, 5.778E+00, 4.423E+00, 3.701E+00, 2.840E+00, 2.433E+00, 1.978E+00, 1.721E+00, 1.423E+00, 1.289E+00, 1.136E+00, 1.043E+00, 9.645E-01, 8.568E-01, 7.865E-01, 6.762E-01, 6.101E-01, 5.295E-01, 4.878E-01, 4.510E-01, 4.357E-01, 4.169E-01, 4.083E-01, 3.866E-01, 3.670E-01, 3.417E-01, 3.269E-01, 3.094E-01, 2.775E-01, 2.512E-01, 2.300E-01, 2.225E-01, 2.222E-01, 2.242E-01, 2.159E-01, 2.036E-01, 1.883E-01, 1.789E-01, 1.669E-01, 1.601E-01, 1.469E-01, 1.401E-01, 1.279E-01, 1.202E-01, 3.617E+02, 3.074E+02, 2.019E+02, 1.549E+02, 1.105E+02, 9.063E+01, 7.027E+01, 6.091E+01, 5.075E+01, 4.572E+01, 3.985E+01, 3.702E+01, 3.376E+01, 3.203E+01, 3.009E+01, 2.921E+01, 2.824E+01, 2.769E+01, 2.721E+01, 2.652E+01, 2.606E+01, 2.525E+01, 2.481E+01, 2.438E+01, 2.417E+01, 2.394E+01, 2.383E+01, 2.357E+01, 2.340E+01, 2.317E+01, 2.303E+01, 2.287E+01, 2.278E+01, 2.268E+01, 2.247E+01, 2.232E+01, 2.217E+01, 2.209E+01, 2.202E+01, 2.199E+01, 2.190E+01, 2.183E+01, 2.173E+01, 2.168E+01, 2.160E+01, 2.155E+01, 2.148E+01, 2.145E+01, 2.139E+01, 2.132E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+01, 5.031E+01, 4.434E+01, 2.721E+01, 1.965E+01, 1.287E+01, 9.970E+00, 7.004E+00, 5.640E+00, 4.133E+00, 3.402E+00, 2.613E+00, 2.233E+00, 1.775E+00, 1.533E+00, 1.273E+00, 1.168E+00, 1.083E+00, 1.030E+00, 9.798E-01, 9.349E-01, 9.031E-01, 8.236E-01, 7.647E-01, 7.152E-01, 6.915E-01, 6.571E-01, 6.417E-01, 6.053E-01, 5.824E-01, 5.617E-01, 5.455E-01, 5.295E-01, 5.188E-01, 5.011E-01, 4.828E-01, 4.809E-01, 4.670E-01, 4.524E-01, 4.239E-01, 4.022E-01, 3.571E-01, 3.270E-01, 3.004E-01, 2.862E-01, 2.642E-01, 2.549E-01, 2.480E-01, 2.403E-01, 2.260E-01, 2.083E-01, 4.068E+02, 3.577E+02, 2.370E+02, 1.802E+02, 1.266E+02, 1.029E+02, 7.870E+01, 6.751E+01, 5.544E+01, 4.952E+01, 4.281E+01, 3.958E+01, 3.576E+01, 3.374E+01, 3.154E+01, 3.055E+01, 2.954E+01, 2.896E+01, 2.846E+01, 2.788E+01, 2.747E+01, 2.670E+01, 2.621E+01, 2.572E+01, 2.547E+01, 2.517E+01, 2.503E+01, 2.473E+01, 2.454E+01, 2.431E+01, 2.415E+01, 2.395E+01, 2.384E+01, 2.369E+01, 2.348E+01, 2.338E+01, 2.322E+01, 2.312E+01, 2.296E+01, 2.286E+01, 2.264E+01, 2.248E+01, 2.230E+01, 2.220E+01, 2.208E+01, 2.201E+01, 2.192E+01, 2.186E+01, 2.176E+01, 2.166E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.200E+01, 5.383E+01, 4.812E+01, 3.302E+01, 2.570E+01, 1.805E+01, 1.420E+01, 9.773E+00, 7.797E+00, 5.761E+00, 4.795E+00, 3.679E+00, 3.141E+00, 2.510E+00, 2.172E+00, 1.785E+00, 1.580E+00, 1.332E+00, 1.208E+00, 1.115E+00, 1.040E+00, 1.009E+00, 9.558E-01, 9.068E-01, 8.420E-01, 8.124E-01, 7.788E-01, 7.528E-01, 7.057E-01, 6.824E-01, 6.408E-01, 5.999E-01, 5.211E-01, 4.762E-01, 4.419E-01, 4.032E-01, 3.854E-01, 3.679E-01, 3.580E-01, 3.499E-01, 3.464E-01, 3.416E-01, 3.372E-01, 3.215E-01, 3.107E-01, 3.008E-01, 2.929E-01, 2.806E-01, 2.738E-01, 2.577E-01, 2.378E-01, 4.363E+02, 3.907E+02, 2.724E+02, 2.129E+02, 1.529E+02, 1.244E+02, 9.373E+01, 7.958E+01, 6.443E+01, 5.704E+01, 4.850E+01, 4.436E+01, 3.951E+01, 3.694E+01, 3.406E+01, 3.272E+01, 3.126E+01, 3.048E+01, 2.984E+01, 2.911E+01, 2.869E+01, 2.794E+01, 2.744E+01, 2.689E+01, 2.663E+01, 2.633E+01, 2.615E+01, 2.577E+01, 2.554E+01, 2.520E+01, 2.494E+01, 2.456E+01, 2.435E+01, 2.414E+01, 2.386E+01, 2.372E+01, 2.358E+01, 2.348E+01, 2.336E+01, 2.327E+01, 2.310E+01, 2.297E+01, 2.279E+01, 2.268E+01, 2.254E+01, 2.247E+01, 2.238E+01, 2.232E+01, 2.219E+01, 2.204E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.400E+01, 5.785E+01, 5.312E+01, 3.689E+01, 2.808E+01, 1.839E+01, 1.405E+01, 9.903E+00, 8.080E+00, 6.155E+00, 5.147E+00, 4.022E+00, 3.483E+00, 2.854E+00, 2.550E+00, 2.183E+00, 1.964E+00, 1.696E+00, 1.540E+00, 1.398E+00, 1.181E+00, 1.059E+00, 9.279E-01, 8.614E-01, 7.775E-01, 7.255E-01, 6.718E-01, 6.511E-01, 6.259E-01, 6.110E-01, 5.855E-01, 5.632E-01, 5.299E-01, 5.102E-01, 4.929E-01, 4.684E-01, 4.498E-01, 4.228E-01, 4.079E-01, 3.900E-01, 3.809E-01, 3.699E-01, 3.608E-01, 3.542E-01, 3.500E-01, 3.386E-01, 3.334E-01, 3.233E-01, 3.124E-01, 2.916E-01, 2.711E-01, 4.758E+02, 4.353E+02, 3.159E+02, 2.509E+02, 1.787E+02, 1.439E+02, 1.074E+02, 9.089E+01, 7.329E+01, 6.448E+01, 5.454E+01, 4.979E+01, 4.430E+01, 4.146E+01, 3.812E+01, 3.634E+01, 3.426E+01, 3.316E+01, 3.221E+01, 3.092E+01, 3.019E+01, 2.920E+01, 2.861E+01, 2.793E+01, 2.756E+01, 2.716E+01, 2.696E+01, 2.659E+01, 2.637E+01, 2.603E+01, 2.577E+01, 2.536E+01, 2.513E+01, 2.492E+01, 2.464E+01, 2.448E+01, 2.425E+01, 2.411E+01, 2.394E+01, 2.386E+01, 2.370E+01, 2.356E+01, 2.340E+01, 2.331E+01, 2.317E+01, 2.310E+01, 2.299E+01, 2.290E+01, 2.273E+01, 2.254E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.600E+01, 5.466E+01, 4.380E+01, 2.893E+01, 2.290E+01, 1.697E+01, 1.409E+01, 1.085E+01, 9.243E+00, 7.265E+00, 6.093E+00, 4.782E+00, 4.105E+00, 3.284E+00, 2.845E+00, 2.307E+00, 2.047E+00, 1.732E+00, 1.573E+00, 1.437E+00, 1.274E+00, 1.173E+00, 1.068E+00, 1.014E+00, 9.348E-01, 8.948E-01, 8.407E-01, 8.039E-01, 7.631E-01, 7.443E-01, 7.158E-01, 6.986E-01, 6.692E-01, 6.480E-01, 6.254E-01, 5.906E-01, 5.703E-01, 5.324E-01, 5.150E-01, 4.816E-01, 4.548E-01, 4.107E-01, 3.898E-01, 3.711E-01, 3.626E-01, 3.479E-01, 3.363E-01, 3.185E-01, 3.072E-01, 2.847E-01, 2.607E-01, 4.916E+02, 4.389E+02, 3.190E+02, 2.557E+02, 1.876E+02, 1.544E+02, 1.184E+02, 1.015E+02, 8.269E+01, 7.266E+01, 6.130E+01, 5.562E+01, 4.885E+01, 4.529E+01, 4.106E+01, 3.895E+01, 3.648E+01, 3.513E+01, 3.398E+01, 3.253E+01, 3.169E+01, 3.053E+01, 2.986E+01, 2.904E+01, 2.861E+01, 2.809E+01, 2.779E+01, 2.736E+01, 2.712E+01, 2.676E+01, 2.650E+01, 2.609E+01, 2.585E+01, 2.562E+01, 2.532E+01, 2.512E+01, 2.482E+01, 2.464E+01, 2.436E+01, 2.418E+01, 2.391E+01, 2.375E+01, 2.359E+01, 2.349E+01, 2.335E+01, 2.326E+01, 2.313E+01, 2.304E+01, 2.286E+01, 2.267E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.800E+01, 5.802E+01, 5.543E+01, 3.988E+01, 3.171E+01, 2.259E+01, 1.796E+01, 1.299E+01, 1.067E+01, 8.266E+00, 7.142E+00, 5.799E+00, 5.130E+00, 4.269E+00, 3.820E+00, 3.252E+00, 2.882E+00, 2.380E+00, 2.113E+00, 1.910E+00, 1.666E+00, 1.559E+00, 1.426E+00, 1.341E+00, 1.233E+00, 1.166E+00, 1.087E+00, 1.043E+00, 9.513E-01, 9.052E-01, 8.607E-01, 8.358E-01, 8.043E-01, 7.853E-01, 7.670E-01, 7.343E-01, 7.058E-01, 6.647E-01, 6.429E-01, 6.159E-01, 6.067E-01, 5.991E-01, 5.874E-01, 5.691E-01, 5.624E-01, 5.471E-01, 5.369E-01, 5.222E-01, 5.073E-01, 4.779E-01, 4.421E-01, 5.138E+02, 4.742E+02, 3.546E+02, 2.880E+02, 2.130E+02, 1.755E+02, 1.344E+02, 1.150E+02, 9.355E+01, 8.251E+01, 6.977E+01, 6.349E+01, 5.575E+01, 5.162E+01, 4.654E+01, 4.368E+01, 4.010E+01, 3.820E+01, 3.665E+01, 3.478E+01, 3.379E+01, 3.253E+01, 3.178E+01, 3.087E+01, 3.037E+01, 2.979E+01, 2.946E+01, 2.883E+01, 2.852E+01, 2.814E+01, 2.788E+01, 2.748E+01, 2.723E+01, 2.697E+01, 2.658E+01, 2.632E+01, 2.594E+01, 2.574E+01, 2.547E+01, 2.533E+01, 2.510E+01, 2.492E+01, 2.470E+01, 2.459E+01, 2.442E+01, 2.431E+01, 2.416E+01, 2.403E+01, 2.379E+01, 2.353E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+01, 5.949E+01, 5.563E+01, 4.132E+01, 3.382E+01, 2.539E+01, 2.126E+01, 1.683E+01, 1.462E+01, 1.182E+01, 1.032E+01, 8.304E+00, 7.256E+00, 5.930E+00, 5.131E+00, 4.114E+00, 3.567E+00, 2.902E+00, 2.574E+00, 2.301E+00, 1.928E+00, 1.716E+00, 1.421E+00, 1.252E+00, 1.080E+00, 1.012E+00, 9.479E-01, 9.134E-01, 8.601E-01, 8.134E-01, 7.508E-01, 7.270E-01, 6.881E-01, 6.571E-01, 6.244E-01, 5.886E-01, 5.682E-01, 5.211E-01, 4.816E-01, 4.229E-01, 3.965E-01, 3.611E-01, 3.410E-01, 3.240E-01, 3.177E-01, 3.022E-01, 2.965E-01, 2.880E-01, 2.827E-01, 2.657E-01, 2.414E-01, 5.326E+02, 5.012E+02, 3.896E+02, 3.241E+02, 2.455E+02, 2.046E+02, 1.595E+02, 1.378E+02, 1.129E+02, 9.988E+01, 8.374E+01, 7.558E+01, 6.538E+01, 5.965E+01, 5.258E+01, 4.871E+01, 4.394E+01, 4.153E+01, 3.959E+01, 3.714E+01, 3.584E+01, 3.404E+01, 3.299E+01, 3.183E+01, 3.125E+01, 3.059E+01, 3.022E+01, 2.960E+01, 2.918E+01, 2.865E+01, 2.836E+01, 2.792E+01, 2.764E+01, 2.735E+01, 2.697E+01, 2.672E+01, 2.629E+01, 2.601E+01, 2.561E+01, 2.541E+01, 2.511E+01, 2.493E+01, 2.475E+01, 2.466E+01, 2.450E+01, 2.442E+01, 2.429E+01, 2.419E+01, 2.395E+01, 2.367E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.200E+01, 5.934E+01, 5.679E+01, 4.464E+01, 3.657E+01, 2.763E+01, 2.330E+01, 1.816E+01, 1.535E+01, 1.181E+01, 9.970E+00, 7.646E+00, 6.496E+00, 5.152E+00, 4.434E+00, 3.560E+00, 3.124E+00, 2.675E+00, 2.463E+00, 2.289E+00, 2.063E+00, 1.947E+00, 1.805E+00, 1.712E+00, 1.576E+00, 1.493E+00, 1.375E+00, 1.298E+00, 1.187E+00, 1.099E+00, 9.636E-01, 8.832E-01, 7.831E-01, 7.295E-01, 6.840E-01, 6.225E-01, 5.841E-01, 5.257E-01, 4.919E-01, 4.582E-01, 4.511E-01, 4.592E-01, 4.696E-01, 4.782E-01, 4.739E-01, 4.594E-01, 4.485E-01, 4.258E-01, 4.117E-01, 3.967E-01, 3.724E-01, 5.469E+02, 5.180E+02, 4.149E+02, 3.481E+02, 2.684E+02, 2.269E+02, 1.792E+02, 1.550E+02, 1.258E+02, 1.104E+02, 9.119E+01, 8.159E+01, 7.004E+01, 6.371E+01, 5.597E+01, 5.190E+01, 4.718E+01, 4.480E+01, 4.282E+01, 4.020E+01, 3.874E+01, 3.679E+01, 3.559E+01, 3.415E+01, 3.339E+01, 3.249E+01, 3.197E+01, 3.114E+01, 3.055E+01, 2.970E+01, 2.920E+01, 2.851E+01, 2.810E+01, 2.773E+01, 2.724E+01, 2.693E+01, 2.644E+01, 2.613E+01, 2.576E+01, 2.563E+01, 2.549E+01, 2.538E+01, 2.522E+01, 2.510E+01, 2.490E+01, 2.478E+01, 2.457E+01, 2.443E+01, 2.420E+01, 2.392E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.400E+01, 6.005E+01, 5.853E+01, 4.532E+01, 3.691E+01, 2.787E+01, 2.342E+01, 1.853E+01, 1.601E+01, 1.296E+01, 1.142E+01, 9.585E+00, 8.652E+00, 7.464E+00, 6.833E+00, 5.983E+00, 5.375E+00, 4.492E+00, 3.971E+00, 3.468E+00, 2.854E+00, 2.523E+00, 2.170E+00, 1.985E+00, 1.766E+00, 1.623E+00, 1.421E+00, 1.321E+00, 1.220E+00, 1.169E+00, 1.093E+00, 1.048E+00, 9.905E-01, 9.609E-01, 9.335E-01, 9.086E-01, 8.890E-01, 8.573E-01, 8.414E-01, 8.212E-01, 8.014E-01, 7.669E-01, 7.475E-01, 7.247E-01, 7.099E-01, 6.863E-01, 6.690E-01, 6.338E-01, 6.061E-01, 5.504E-01, 5.085E-01, 5.571E+02, 5.354E+02, 4.384E+02, 3.729E+02, 2.932E+02, 2.505E+02, 2.005E+02, 1.741E+02, 1.420E+02, 1.255E+02, 1.056E+02, 9.548E+01, 8.300E+01, 7.623E+01, 6.762E+01, 6.245E+01, 5.577E+01, 5.213E+01, 4.886E+01, 4.467E+01, 4.241E+01, 3.977E+01, 3.830E+01, 3.655E+01, 3.556E+01, 3.426E+01, 3.356E+01, 3.263E+01, 3.205E+01, 3.119E+01, 3.068E+01, 2.998E+01, 2.958E+01, 2.921E+01, 2.874E+01, 2.843E+01, 2.794E+01, 2.765E+01, 2.727E+01, 2.708E+01, 2.682E+01, 2.667E+01, 2.648E+01, 2.635E+01, 2.611E+01, 2.596E+01, 2.570E+01, 2.551E+01, 2.517E+01, 2.483E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.600E+01, 6.089E+01, 5.696E+01, 4.191E+01, 3.423E+01, 2.675E+01, 2.303E+01, 1.835E+01, 1.584E+01, 1.286E+01, 1.132E+01, 9.264E+00, 8.190E+00, 6.723E+00, 5.883E+00, 4.803E+00, 4.239E+00, 3.562E+00, 3.177E+00, 2.831E+00, 2.402E+00, 2.165E+00, 1.917E+00, 1.793E+00, 1.597E+00, 1.459E+00, 1.256E+00, 1.151E+00, 1.009E+00, 9.280E-01, 8.526E-01, 8.209E-01, 7.897E-01, 7.617E-01, 7.360E-01, 7.137E-01, 6.948E-01, 6.693E-01, 6.589E-01, 6.317E-01, 6.076E-01, 5.843E-01, 5.738E-01, 5.700E-01, 5.515E-01, 4.989E-01, 4.813E-01, 4.623E-01, 4.489E-01, 4.233E-01, 3.997E-01, 5.685E+02, 5.445E+02, 4.454E+02, 3.810E+02, 3.038E+02, 2.617E+02, 2.105E+02, 1.834E+02, 1.506E+02, 1.335E+02, 1.121E+02, 1.010E+02, 8.664E+01, 7.880E+01, 6.926E+01, 6.400E+01, 5.745E+01, 5.377E+01, 5.045E+01, 4.624E+01, 4.393E+01, 4.121E+01, 3.971E+01, 3.776E+01, 3.657E+01, 3.497E+01, 3.410E+01, 3.290E+01, 3.218E+01, 3.127E+01, 3.079E+01, 3.018E+01, 2.980E+01, 2.944E+01, 2.897E+01, 2.866E+01, 2.819E+01, 2.794E+01, 2.756E+01, 2.732E+01, 2.701E+01, 2.685E+01, 2.671E+01, 2.657E+01, 2.624E+01, 2.608E+01, 2.585E+01, 2.568E+01, 2.534E+01, 2.502E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.800E+01, 6.590E+01, 6.566E+01, 5.395E+01, 4.588E+01, 3.709E+01, 3.248E+01, 2.662E+01, 2.333E+01, 1.898E+01, 1.615E+01, 1.226E+01, 1.028E+01, 8.168E+00, 7.185E+00, 5.932E+00, 5.200E+00, 4.239E+00, 3.716E+00, 3.287E+00, 2.807E+00, 2.533E+00, 2.209E+00, 2.060E+00, 1.859E+00, 1.717E+00, 1.499E+00, 1.410E+00, 1.328E+00, 1.271E+00, 1.198E+00, 1.162E+00, 1.124E+00, 1.111E+00, 1.091E+00, 1.070E+00, 1.060E+00, 9.997E-01, 9.429E-01, 8.616E-01, 8.302E-01, 8.065E-01, 7.888E-01, 7.829E-01, 7.684E-01, 7.176E-01, 6.754E-01, 6.167E-01, 5.931E-01, 5.610E-01, 5.235E-01, 5.897E+02, 5.740E+02, 4.816E+02, 4.176E+02, 3.394E+02, 2.963E+02, 2.429E+02, 2.137E+02, 1.768E+02, 1.555E+02, 1.279E+02, 1.138E+02, 9.692E+01, 8.814E+01, 7.681E+01, 7.037E+01, 6.213E+01, 5.760E+01, 5.371E+01, 4.904E+01, 4.645E+01, 4.339E+01, 4.177E+01, 3.959E+01, 3.820E+01, 3.624E+01, 3.531E+01, 3.416E+01, 3.342E+01, 3.254E+01, 3.210E+01, 3.156E+01, 3.125E+01, 3.093E+01, 3.059E+01, 3.034E+01, 2.981E+01, 2.942E+01, 2.883E+01, 2.855E+01, 2.824E+01, 2.804E+01, 2.790E+01, 2.774E+01, 2.733E+01, 2.707E+01, 2.667E+01, 2.644E+01, 2.606E+01, 2.568E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+01, 6.010E+01, 6.133E+01, 5.049E+01, 4.341E+01, 3.536E+01, 3.103E+01, 2.549E+01, 2.232E+01, 1.807E+01, 1.569E+01, 1.281E+01, 1.126E+01, 9.356E+00, 8.333E+00, 6.992E+00, 6.178E+00, 5.213E+00, 4.692E+00, 4.238E+00, 3.539E+00, 3.118E+00, 2.626E+00, 2.333E+00, 1.944E+00, 1.739E+00, 1.485E+00, 1.369E+00, 1.215E+00, 1.133E+00, 1.039E+00, 9.707E-01, 8.837E-01, 8.429E-01, 8.124E-01, 7.624E-01, 7.368E-01, 7.068E-01, 6.923E-01, 6.710E-01, 6.427E-01, 5.999E-01, 5.906E-01, 5.739E-01, 5.544E-01, 5.234E-01, 5.092E-01, 4.857E-01, 4.667E-01, 4.354E-01, 4.067E-01, 5.851E+02, 5.783E+02, 4.966E+02, 4.375E+02, 3.624E+02, 3.194E+02, 2.634E+02, 2.322E+02, 1.927E+02, 1.704E+02, 1.419E+02, 1.268E+02, 1.084E+02, 9.866E+01, 8.602E+01, 7.858E+01, 6.935E+01, 6.434E+01, 5.996E+01, 5.411E+01, 5.081E+01, 4.692E+01, 4.473E+01, 4.190E+01, 4.022E+01, 3.800E+01, 3.693E+01, 3.552E+01, 3.467E+01, 3.361E+01, 3.294E+01, 3.210E+01, 3.166E+01, 3.125E+01, 3.071E+01, 3.040E+01, 2.985E+01, 2.949E+01, 2.899E+01, 2.869E+01, 2.832E+01, 2.814E+01, 2.795E+01, 2.776E+01, 2.735E+01, 2.711E+01, 2.674E+01, 2.652E+01, 2.615E+01, 2.578E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.200E+01, 6.515E+01, 6.559E+01, 5.498E+01, 4.743E+01, 3.895E+01, 3.447E+01, 2.892E+01, 2.571E+01, 2.137E+01, 1.871E+01, 1.501E+01, 1.284E+01, 1.011E+01, 8.701E+00, 6.946E+00, 6.022E+00, 5.018E+00, 4.522E+00, 4.103E+00, 3.535E+00, 3.216E+00, 2.842E+00, 2.623E+00, 2.357E+00, 2.211E+00, 2.050E+00, 1.966E+00, 1.852E+00, 1.762E+00, 1.618E+00, 1.518E+00, 1.375E+00, 1.297E+00, 1.236E+00, 1.158E+00, 1.115E+00, 1.048E+00, 9.965E-01, 9.238E-01, 8.742E-01, 8.043E-01, 7.728E-01, 7.511E-01, 7.348E-01, 7.094E-01, 6.984E-01, 6.838E-01, 6.705E-01, 6.446E-01, 6.064E-01, 6.027E+02, 5.955E+02, 5.200E+02, 4.635E+02, 3.909E+02, 3.488E+02, 2.937E+02, 2.618E+02, 2.192E+02, 1.941E+02, 1.606E+02, 1.421E+02, 1.194E+02, 1.074E+02, 9.218E+01, 8.357E+01, 7.342E+01, 6.808E+01, 6.351E+01, 5.746E+01, 5.397E+01, 4.985E+01, 4.750E+01, 4.449E+01, 4.276E+01, 4.059E+01, 3.951E+01, 3.807E+01, 3.713E+01, 3.589E+01, 3.514E+01, 3.416E+01, 3.363E+01, 3.314E+01, 3.247E+01, 3.208E+01, 3.142E+01, 3.097E+01, 3.032E+01, 2.991E+01, 2.937E+01, 2.912E+01, 2.888E+01, 2.867E+01, 2.825E+01, 2.802E+01, 2.767E+01, 2.743E+01, 2.702E+01, 2.660E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
