m,kW/m2,C
 1.390E+00, 5.441E+00, 1.450E+02
 1.410E+00, 5.207E+00, 1.402E+02
 1.430E+00, 4.989E+00, 1.357E+02
 1.450E+00, 4.786E+00, 1.315E+02
 1.470E+00, 4.597E+00, 1.275E+02
 1.490E+00, 4.422E+00, 1.238E+02
 1.510E+00, 4.259E+00, 1.203E+02
 1.530E+00, 4.105E+00, 1.170E+02
 1.550E+00, 3.960E+00, 1.139E+02
 1.570E+00, 3.823E+00, 1.109E+02
 1.590E+00, 3.693E+00, 1.081E+02
 1.610E+00, 3.571E+00, 1.054E+02
 1.630E+00, 3.456E+00, 1.029E+02
 1.650E+00, 3.349E+00, 1.005E+02
 1.670E+00, 3.249E+00, 9.827E+01
 1.690E+00, 3.153E+00, 9.613E+01
 1.710E+00, 3.062E+00, 9.409E+01
 1.730E+00, 2.975E+00, 9.216E+01
 1.750E+00, 2.893E+00, 9.031E+01
 1.770E+00, 2.815E+00, 8.857E+01
 1.790E+00, 2.743E+00, 8.690E+01
 1.810E+00, 2.675E+00, 8.532E+01
 1.830E+00, 2.611E+00, 8.381E+01
 1.850E+00, 2.550E+00, 8.239E+01
 1.870E+00, 2.492E+00, 8.102E+01
 1.890E+00, 2.436E+00, 7.972E+01
 1.910E+00, 2.382E+00, 7.846E+01
 1.930E+00, 2.333E+00, 7.728E+01
 1.950E+00, 2.284E+00, 7.613E+01
 1.970E+00, 2.240E+00, 7.507E+01
 1.990E+00, 2.196E+00, 7.403E+01
 2.010E+00, 2.156E+00, 7.306E+01
 2.030E+00, 2.114E+00, 7.209E+01
 2.050E+00, 2.077E+00, 7.118E+01
 2.070E+00, 2.038E+00, 7.028E+01
 2.090E+00, 2.003E+00, 6.944E+01
 2.110E+00, 1.967E+00, 6.861E+01
 2.130E+00, 1.934E+00, 6.783E+01
 2.150E+00, 1.901E+00, 6.704E+01
 2.170E+00, 1.870E+00, 6.630E+01
 2.190E+00, 1.839E+00, 6.554E+01
 2.210E+00, 1.810E+00, 6.484E+01
 2.230E+00, 1.781E+00, 6.413E+01
 2.250E+00, 1.753E+00, 6.346E+01
 2.270E+00, 1.723E+00, 6.278E+01
 2.290E+00, 1.694E+00, 6.211E+01
 2.310E+00, 1.664E+00, 6.142E+01
 2.330E+00, 1.631E+00, 6.070E+01
 2.350E+00, 1.598E+00, 5.996E+01
 2.370E+00, 1.557E+00, 5.910E+01
 2.390E+00, 1.518E+00, 5.826E+01
 2.410E+00, 1.458E+00, 5.702E+01
 2.430E+00, 1.412E+00, 5.616E+01
