m,kW/m2,C
 2.090E+00, 1.021E+00, 4.579E+01
 2.110E+00, 1.005E+00, 4.540E+01
 2.130E+00, 9.907E-01, 4.505E+01
 2.150E+00, 9.746E-01, 4.467E+01
 2.170E+00, 9.597E-01, 4.432E+01
 2.190E+00, 9.436E-01, 4.395E+01
 2.210E+00, 9.291E-01, 4.361E+01
 2.230E+00, 9.132E-01, 4.326E+01
 2.250E+00, 8.989E-01, 4.293E+01
 2.270E+00, 8.838E-01, 4.260E+01
 2.290E+00, 8.706E-01, 4.228E+01
 2.310E+00, 8.563E-01, 4.195E+01
 2.330E+00, 8.415E-01, 4.160E+01
 2.350E+00, 8.260E-01, 4.125E+01
 2.370E+00, 8.070E-01, 4.082E+01
 2.390E+00, 7.875E-01, 4.040E+01
 2.410E+00, 7.572E-01, 3.975E+01
 2.430E+00, 7.343E-01, 3.933E+01
