m,kW/m2,C
 1.510E+00, 8.041E-01, 4.108E+01
 1.530E+00, 7.891E-01, 4.069E+01
 1.550E+00, 7.742E-01, 4.031E+01
 1.570E+00, 7.599E-01, 3.994E+01
 1.590E+00, 7.459E-01, 3.958E+01
 1.610E+00, 7.322E-01, 3.923E+01
 1.630E+00, 7.187E-01, 3.888E+01
 1.650E+00, 7.057E-01, 3.855E+01
 1.670E+00, 6.932E-01, 3.823E+01
 1.690E+00, 6.815E-01, 3.794E+01
 1.710E+00, 6.701E-01, 3.765E+01
 1.730E+00, 6.590E-01, 3.737E+01
 1.750E+00, 6.481E-01, 3.710E+01
 1.770E+00, 6.375E-01, 3.683E+01
 1.790E+00, 6.274E-01, 3.658E+01
 1.810E+00, 6.178E-01, 3.633E+01
 1.830E+00, 6.084E-01, 3.609E+01
 1.850E+00, 5.993E-01, 3.585E+01
 1.870E+00, 5.902E-01, 3.561E+01
 1.890E+00, 5.818E-01, 3.539E+01
 1.910E+00, 5.734E-01, 3.516E+01
 1.930E+00, 5.656E-01, 3.495E+01
 1.950E+00, 5.578E-01, 3.475E+01
 1.970E+00, 5.506E-01, 3.455E+01
 1.990E+00, 5.433E-01, 3.436E+01
 2.010E+00, 5.364E-01, 3.418E+01
 2.030E+00, 5.292E-01, 3.400E+01
 2.050E+00, 5.226E-01, 3.382E+01
 2.070E+00, 5.158E-01, 3.365E+01
 2.090E+00, 5.094E-01, 3.348E+01
 2.110E+00, 5.026E-01, 3.331E+01
 2.130E+00, 4.962E-01, 3.315E+01
 2.150E+00, 4.893E-01, 3.298E+01
 2.170E+00, 4.828E-01, 3.281E+01
 2.190E+00, 4.759E-01, 3.264E+01
 2.210E+00, 4.695E-01, 3.248E+01
 2.230E+00, 4.628E-01, 3.231E+01
 2.250E+00, 4.564E-01, 3.215E+01
 2.270E+00, 4.497E-01, 3.199E+01
 2.290E+00, 4.430E-01, 3.182E+01
 2.310E+00, 4.361E-01, 3.165E+01
 2.330E+00, 4.287E-01, 3.147E+01
 2.350E+00, 4.209E-01, 3.128E+01
 2.370E+00, 4.115E-01, 3.106E+01
 2.390E+00, 4.022E-01, 3.085E+01
 2.410E+00, 3.875E-01, 3.051E+01
 2.430E+00, 3.756E-01, 3.027E+01
