m,kW/m2,C
 1.830E+00, 2.597E+00, 8.264E+01
 1.850E+00, 2.530E+00, 8.115E+01
 1.870E+00, 2.466E+00, 7.973E+01
 1.890E+00, 2.406E+00, 7.838E+01
 1.910E+00, 2.347E+00, 7.708E+01
 1.930E+00, 2.293E+00, 7.586E+01
 1.950E+00, 2.240E+00, 7.468E+01
 1.970E+00, 2.191E+00, 7.356E+01
 1.990E+00, 2.143E+00, 7.246E+01
 2.010E+00, 2.098E+00, 7.143E+01
 2.030E+00, 2.054E+00, 7.043E+01
 2.050E+00, 2.013E+00, 6.947E+01
 2.070E+00, 1.971E+00, 6.853E+01
 2.090E+00, 1.934E+00, 6.765E+01
 2.110E+00, 1.895E+00, 6.679E+01
 2.130E+00, 1.861E+00, 6.598E+01
 2.150E+00, 1.825E+00, 6.516E+01
 2.170E+00, 1.792E+00, 6.438E+01
 2.190E+00, 1.758E+00, 6.359E+01
 2.210E+00, 1.727E+00, 6.285E+01
 2.230E+00, 1.694E+00, 6.209E+01
 2.250E+00, 1.664E+00, 6.137E+01
 2.270E+00, 1.631E+00, 6.064E+01
 2.290E+00, 1.600E+00, 5.991E+01
 2.310E+00, 1.566E+00, 5.918E+01
 2.330E+00, 1.532E+00, 5.844E+01
 2.350E+00, 1.499E+00, 5.773E+01
 2.370E+00, 1.459E+00, 5.689E+01
 2.390E+00, 1.421E+00, 5.608E+01
 2.410E+00, 1.365E+00, 5.491E+01
 2.430E+00, 1.319E+00, 5.407E+01
