m,kW/m2,C
 1.750E+00, 1.418E+00, 5.619E+01
 1.770E+00, 1.394E+00, 5.561E+01
 1.790E+00, 1.371E+00, 5.504E+01
 1.810E+00, 1.348E+00, 5.449E+01
 1.830E+00, 1.325E+00, 5.395E+01
 1.850E+00, 1.303E+00, 5.343E+01
 1.870E+00, 1.283E+00, 5.293E+01
 1.890E+00, 1.263E+00, 5.245E+01
 1.910E+00, 1.244E+00, 5.198E+01
 1.930E+00, 1.226E+00, 5.153E+01
 1.950E+00, 1.208E+00, 5.108E+01
 1.970E+00, 1.191E+00, 5.065E+01
 1.990E+00, 1.174E+00, 5.022E+01
 2.010E+00, 1.158E+00, 4.981E+01
 2.030E+00, 1.142E+00, 4.939E+01
 2.050E+00, 1.127E+00, 4.899E+01
 2.070E+00, 1.111E+00, 4.858E+01
 2.090E+00, 1.097E+00, 4.821E+01
 2.110E+00, 1.081E+00, 4.783E+01
 2.130E+00, 1.068E+00, 4.748E+01
 2.150E+00, 1.053E+00, 4.711E+01
 2.170E+00, 1.040E+00, 4.676E+01
 2.190E+00, 1.024E+00, 4.639E+01
 2.210E+00, 1.010E+00, 4.604E+01
 2.230E+00, 9.946E-01, 4.567E+01
 2.250E+00, 9.803E-01, 4.532E+01
 2.270E+00, 9.656E-01, 4.496E+01
 2.290E+00, 9.515E-01, 4.461E+01
 2.310E+00, 9.369E-01, 4.426E+01
 2.330E+00, 9.210E-01, 4.389E+01
 2.350E+00, 9.051E-01, 4.353E+01
 2.370E+00, 8.845E-01, 4.307E+01
 2.390E+00, 8.646E-01, 4.262E+01
 2.410E+00, 8.315E-01, 4.190E+01
 2.430E+00, 8.061E-01, 4.141E+01
