cm,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,K,K,K,K,K,K,K,K,K,K,K,K,K,K,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,kW/m2,kW/m2,cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
r,Up2,Up4,Up6,Up8,Up10,Up12,Up14,Up16,Up18,Up20,Up30,Up60,Wp2,Wp4,Wp6,Wp8,Wp10,Wp12,Wp14,Wp16,Wp18,Wp20,Wp30,Wp60,Tp2,Tp4,Tp6,Tp8,Tp10,Tp12,Tp14,Tp16,Tp18,Tp20,Tp30,Tp40,Tp50,Tp60,Urms2,Urms4,Urms6,Urms8,Urms10,Urms12,Urms14,Urms16,Urms18,Urms20,Urms30,Urms60,Wrms2,Wrms4,Wrms6,Wrms8,Wrms10,Wrms12,Wrms14,Wrms16,Wrms18,Wrms20,Wrms30,Wrms60,Trms2,Trms4,Trms6,Trms8,Trms10,Trms12,Trms14,Trms16,Trms18,Trms20,Trms30,Trms40,Trms50,Trms60,UW2,UW4,UW6,UW8,UW10,UW12,UW14,UW16,UW18,UW20,UW30,UW60,TW2,TW4,TW6,TW8,TW10,TW12,TW14,TW16,TW18,TW20,TW30,TW60,TU2,TU4,TU6,TU8,TU10,TU12,TU14,TU16,TU18,TU20,TU30,TU60,HF,radHF,z,T_CL,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2
 1.5000000E+001,-2.8180779E-001,-3.1923681E-001,-2.6850733E-001,-2.2242733E-001,-1.8936014E-001,-1.6641783E-001,-1.4978613E-001,-1.3583974E-001,-1.2060812E-001,-1.1051671E-001,-1.0413928E-001,-6.9223447E-002, 1.0474728E-001, 7.3619016E-002, 6.1167766E-002, 7.0093838E-002, 8.0835911E-002, 8.5725438E-002, 9.5475788E-002, 1.1466474E-001, 1.3405147E-001, 1.5418800E-001, 2.4705243E-001, 7.6069640E-001, 5.1664349E+002, 3.9566452E+002, 3.4422634E+002, 3.2485932E+002, 3.1773707E+002, 3.1538141E+002, 3.1540140E+002, 3.1640988E+002, 3.1798723E+002, 3.2078100E+002, 3.3231632E+002, 3.4447468E+002, 3.5547576E+002, 3.6689610E+002, 1.6156172E-001, 1.2100245E-001, 1.0825894E-001, 1.0679759E-001, 1.1063424E-001, 1.1845825E-001, 1.2972391E-001, 1.4260266E-001, 1.5474666E-001, 1.6616863E-001, 2.1794228E-001, 3.9911071E-001, 3.1944239E-001, 2.9642439E-001, 2.5715427E-001, 2.2243100E-001, 2.0116718E-001, 1.9718416E-001, 2.0334720E-001, 2.0820539E-001, 2.2503448E-001, 2.4095640E-001, 3.4018325E-001, 6.8367631E-001, 1.1662614E+002, 9.4313784E+001, 6.1048183E+001, 4.4454199E+001, 3.7484526E+001, 3.4708058E+001, 3.5261853E+001, 3.7479181E+001, 3.9875140E+001, 4.4750928E+001, 6.3401254E+001, 7.5921246E+001, 8.6034970E+001, 8.0342116E+001, 3.5570526E-003, 1.0626837E-002, 9.1803821E-003, 7.3081650E-003, 5.7023976E-003, 5.0774774E-003, 5.0328425E-003, 5.3019075E-003, 6.1510133E-003, 7.2396152E-003, 1.9363049E-002, 1.3289400E-001, 1.1340783E+001, 1.7918215E+001, 9.8400702E+000, 5.7438945E+000, 4.2417432E+000, 3.8208959E+000, 4.0669634E+000, 4.6150435E+000, 5.5516039E+000, 6.9264228E+000, 1.5751719E+001, 3.6688265E+001, 3.9155754E+000, 2.5246600E+000, 1.0702912E+000, 7.4505213E-001, 4.6577866E-001, 2.6739407E-001, 1.8277971E-001, 2.3284944E-001, 3.7015590E-001, 4.0607901E-001, 2.5092635E+000, 1.0897029E+001, 4.5419955E+000, 1.9689155E+000, 3.9000000E+001, 1.0865878E+003, 1.2010239E-001, 4.4625199E-002, 6.5741609E-003, 3.8922133E-003, 1.0262675E-001, 6.5741609E-003
 1.6000000E+001,-1.4733809E-001,-2.3292699E-001,-2.2275428E-001,-1.9578598E-001,-1.7160334E-001,-1.5294460E-001,-1.3885736E-001,-1.2988664E-001,-1.2095612E-001,-1.1375220E-001,-1.1417270E-001,-8.7964373E-002, 8.5157532E-002, 2.8222683E-002, 3.8281135E-003, 2.8511437E-003, 1.1457005E-002, 2.3689764E-002, 2.8736523E-002, 3.3930087E-002, 4.6735233E-002, 5.5540472E-002, 1.0858432E-001, 4.6268025E-001, 3.2389409E+002, 3.1449585E+002, 3.0512373E+002, 3.0109854E+002, 2.9990149E+002, 2.9939735E+002, 2.9936196E+002, 2.9990066E+002, 3.0095223E+002, 3.0237533E+002, 3.1122826E+002, 3.1920820E+002, 3.2983419E+002, 3.4159470E+002, 1.2272634E-001, 8.9295408E-002, 7.9213364E-002, 7.4532794E-002, 7.5128476E-002, 8.1528274E-002, 9.2257310E-002, 1.0327511E-001, 1.1297099E-001, 1.2481115E-001, 1.7286130E-001, 3.3642322E-001, 1.8475782E-001, 1.7969402E-001, 1.5683763E-001, 1.3508140E-001, 1.2133931E-001, 1.1234267E-001, 1.1265930E-001, 1.1438008E-001, 1.2315027E-001, 1.3532588E-001, 2.2294554E-001, 5.5807323E-001, 3.7057831E+001, 2.9509278E+001, 2.0492219E+001, 1.5567886E+001, 1.2878961E+001, 1.0845580E+001, 1.0127309E+001, 1.2146702E+001, 1.5203957E+001, 1.7452369E+001, 4.2355131E+001, 5.1490388E+001, 6.7663334E+001, 6.8988004E+001, 1.2107505E-003, 4.9029559E-003, 3.6734353E-003, 1.7908704E-003, 1.0560524E-003, 6.3623310E-004, 1.1167130E-004, 1.8378802E-004, 3.9915290E-004, 8.1162551E-004, 7.1073265E-003, 8.4688239E-002, 1.3836545E+000, 1.9593436E+000, 1.1996666E+000, 7.8112547E-001, 5.4880775E-001, 3.8455836E-001, 3.3043020E-001, 4.2755078E-001, 6.5089024E-001, 9.7098331E-001, 5.9451418E+000, 2.6436139E+001, 1.2246250E+000, 3.4917726E-001, 8.0930144E-003,-2.5531318E-002,-3.3351039E-002,-5.5540414E-002,-1.1460508E-001,-1.3799913E-001,-1.7010503E-001,-2.6209115E-001, 5.5531912E-001, 6.2884070E+000,NaN,NaN, 4.1000000E+001, 1.0517475E+003, 1.2555256E-001, 4.2415440E-002, 5.3687503E-003, 2.8695724E-003, 9.7056605E-002, 5.3687503E-003
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.3000000E+001, 1.0173028E+003, 1.3069164E-001, 4.0252018E-002, 4.3303923E-003, 2.1177419E-003, 9.1740536E-002, 4.3303923E-003
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.5000000E+001, 9.4716994E+002, 1.4053664E-001, 3.5833450E-002, 2.7331244E-003, 1.1405466E-003, 8.1392568E-002, 2.7331244E-003
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.7000000E+001, 9.1170311E+002, 1.4518773E-001, 3.3629052E-002, 2.1541453E-003, 8.3518431E-004, 7.6442498E-002, 2.1541453E-003
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.9000000E+001, 9.1170311E+002, 1.4518773E-001, 3.3629052E-002, 2.1541453E-003, 8.3518431E-004, 7.6442498E-002, 2.1541453E-003
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 5.1000000E+001, 8.7644066E+002, 1.4961890E-001, 3.1483907E-002, 1.6705760E-003, 6.0209986E-004, 7.1703365E-002, 1.6705760E-003
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 5.3000000E+001, 8.4210454E+002, 1.5376589E-001, 2.9426564E-002, 1.2951978E-003, 4.3860524E-004, 6.7244513E-002, 1.2951978E-003
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 5.5000000E+001, 8.0958751E+002, 1.5756607E-001, 2.7514099E-002, 9.9396312E-004, 3.1570572E-004, 6.3146256E-002, 9.9396312E-004
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 5.7000000E+001, 7.7974412E+002, 1.6098791E-001, 2.5764260E-002, 7.6625505E-004, 2.3323046E-004, 5.9443287E-002, 7.6625505E-004
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 5.9000000E+001, 7.5041418E+002, 1.6422845E-001, 2.4083842E-002, 5.8911357E-004, 1.6902341E-004, 5.5927875E-002, 5.8911357E-004
