s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 1.600E+02, 8.059E+02, 4.550E+02, 4.070E+02, 2.905E+02, 1.158E+02, 4.070E+01, 5.730E+02, 5.311E+02, 5.172E+02, 4.608E+02, 2.850E+02, 5.812E+01, 1.030E+03, 9.506E+02, 9.129E+02, 8.259E+02, 7.724E+02, 8.576E+02, 2.987E+01, 1.566E+01, 5.505E+00, 1.771E+01, 7.584E-02,-3.711E-02,-7.398E-02,-4.234E-01,-3.719E-01, 4.659E-01, 3.958E-01, 3.005E-01, 1.020E+00, 2.742E+00, 7.060E-02,-8.079E-03,-4.046E-02,-3.038E-01,-2.717E-01, 4.799E-01, 4.107E-01, 2.857E-01,-6.041E-01,-2.534E+00, 2.045E-02,-1.002E-02,-3.734E-02, 3.924E-01,-3.976E-01
 1.700E+02, 7.604E+02, 4.177E+02, 3.829E+02, 2.868E+02, 1.240E+02, 4.169E+01, 5.855E+02, 5.282E+02, 5.127E+02, 4.599E+02, 2.903E+02, 5.808E+01, 1.092E+03, 8.913E+02, 9.632E+02, 8.360E+02, 7.771E+02, 8.338E+02, 2.673E+01, 1.675E+01, 5.700E+00, 2.045E+01,-2.736E-02,-9.104E-02,-5.285E-02,-2.002E-01,-3.712E-01, 4.680E-01, 3.965E-01, 2.619E-01, 9.932E-01, 2.779E+00, 4.033E-03,-4.608E-02,-2.229E-02,-1.618E-01,-2.687E-01, 4.819E-01, 4.015E-01, 2.261E-01,-6.300E-01,-2.546E+00, 4.641E-02,-2.772E-02,-2.642E-02, 4.448E-01,-2.387E-01
 1.800E+02, 8.014E+02, 4.070E+02, 3.576E+02, 2.625E+02, 1.168E+02, 4.181E+01, 6.014E+02, 5.542E+02, 5.372E+02, 4.588E+02, 2.313E+02, 5.630E+01, 1.125E+03, 9.582E+02, 9.578E+02, 8.753E+02, 8.341E+02, 8.147E+02, 2.765E+01, 1.691E+01, 5.730E+00, 1.877E+01, 6.864E-02,-2.767E-02,-1.653E-02,-3.037E-01,-3.460E-01, 4.680E-01, 4.007E-01, 2.724E-01, 8.907E-01, 2.800E+00, 6.692E-02,-6.518E-03,-9.396E-03,-1.040E-01,-2.592E-01, 4.829E-01, 4.158E-01, 2.457E-01,-5.659E-01,-2.588E+00, 5.192E-02,-1.261E-02,-4.938E-02, 3.923E-01,-3.751E-01
 1.900E+02, 7.726E+02, 5.239E+02, 4.451E+02, 2.730E+02, 1.144E+02, 4.173E+01, 5.919E+02, 5.446E+02, 5.273E+02, 4.489E+02, 2.284E+02, 5.658E+01, 1.152E+03, 9.298E+02, 9.181E+02, 8.781E+02, 7.003E+02, 8.208E+02, 3.088E+01, 1.565E+01, 5.852E+00, 1.769E+01, 1.370E-03, 2.764E-02,-4.931E-02,-3.489E-02,-4.723E-01, 4.770E-01, 4.219E-01, 2.866E-01, 8.360E-01, 2.744E+00, 2.908E-02, 3.208E-02,-2.708E-02, 3.256E-02,-3.067E-01, 4.863E-01, 4.293E-01, 2.707E-01,-5.911E-01,-2.510E+00, 3.799E-02, 2.028E-02,-3.514E-02, 3.452E-01,-2.797E-01
 2.000E+02, 7.660E+02, 4.671E+02, 4.171E+02, 2.659E+02, 1.056E+02, 4.404E+01, 5.999E+02, 5.491E+02, 5.320E+02, 4.568E+02, 2.416E+02, 5.645E+01, 1.116E+03, 9.302E+02, 9.426E+02, 8.670E+02, 8.923E+02, 8.774E+02, 2.659E+01, 1.652E+01, 6.049E+00, 1.951E+01,-1.168E-01,-6.894E-02, 9.148E-03,-1.618E-01,-3.472E-01, 4.756E-01, 4.043E-01, 2.627E-01, 9.127E-01, 2.797E+00,-5.767E-02,-2.862E-02, 2.426E-02,-7.438E-02,-2.420E-01, 4.843E-01, 4.122E-01, 2.526E-01,-6.329E-01,-2.563E+00, 2.024E-02,-3.737E-02,-6.131E-02, 3.968E-01,-3.352E-01
 2.100E+02, 7.460E+02, 4.784E+02, 4.298E+02, 2.914E+02, 1.243E+02, 4.432E+01, 5.907E+02, 5.447E+02, 5.301E+02, 4.675E+02, 2.698E+02, 5.675E+01, 1.139E+03, 8.814E+02, 9.660E+02, 8.687E+02, 8.080E+02, 8.968E+02, 2.631E+01, 1.698E+01, 6.178E+00, 1.924E+01,-6.927E-02,-9.473E-02, 1.217E-02,-4.439E-01,-3.172E-01, 4.990E-01, 4.217E-01, 2.680E-01, 1.017E+00, 2.786E+00,-2.607E-02,-5.139E-02, 1.563E-02,-2.997E-01,-2.125E-01, 5.098E-01, 4.238E-01, 2.433E-01,-6.839E-01,-2.552E+00, 2.108E-02,-4.531E-02,-6.056E-02, 3.496E-01,-3.289E-01
 2.200E+02, 7.839E+02, 4.845E+02, 4.379E+02, 2.880E+02, 1.098E+02, 4.456E+01, 6.138E+02, 5.508E+02, 5.325E+02, 4.609E+02, 2.417E+02, 5.894E+01, 1.124E+03, 1.008E+03, 9.796E+02, 9.067E+02, 8.662E+02, 9.278E+02, 2.984E+01, 1.761E+01, 6.508E+00, 1.958E+01,-1.412E-03, 5.757E-02,-3.830E-02,-3.743E-01,-2.724E-01, 4.954E-01, 4.155E-01, 2.670E-01, 9.939E-01, 2.785E+00, 1.617E-02, 5.171E-02,-3.304E-03,-2.682E-01,-1.852E-01, 5.123E-01, 4.194E-01, 2.581E-01,-6.447E-01,-2.570E+00, 3.831E-02,-3.983E-02,-5.623E-02, 3.023E-01,-3.433E-01
 2.300E+02, 7.490E+02, 4.687E+02, 4.187E+02, 2.729E+02, 1.030E+02, 4.431E+01, 6.049E+02, 5.452E+02, 5.318E+02, 4.670E+02, 2.660E+02, 5.938E+01, 1.127E+03, 9.428E+02, 9.529E+02, 8.717E+02, 7.519E+02, 8.924E+02, 2.945E+01, 1.745E+01, 6.589E+00, 1.959E+01,-5.792E-02, 1.457E-02, 5.405E-02,-1.473E-01,-4.190E-01, 4.956E-01, 4.297E-01, 3.084E-01, 9.556E-01, 2.794E+00,-2.347E-02, 2.860E-02, 4.275E-02,-8.873E-02,-2.937E-01, 5.111E-01, 4.404E-01, 2.971E-01,-6.794E-01,-2.564E+00, 5.591E-02,-1.876E-02,-3.622E-02, 3.451E-01,-2.755E-01
 2.400E+02, 7.616E+02, 4.771E+02, 4.288E+02, 3.007E+02, 1.201E+02, 4.631E+01, 5.916E+02, 5.389E+02, 5.228E+02, 4.591E+02, 2.713E+02, 6.194E+01, 1.168E+03, 9.585E+02, 9.782E+02, 9.053E+02, 9.133E+02, 8.786E+02, 3.143E+01, 1.915E+01, 6.964E+00, 2.095E+01, 3.478E-03,-3.301E-02, 1.856E-02,-2.332E-01,-3.760E-01, 4.996E-01, 4.127E-01, 2.659E-01, 9.827E-01, 2.799E+00, 1.889E-02,-2.902E-03, 1.427E-02,-1.218E-01,-2.790E-01, 5.151E-01, 4.272E-01, 2.458E-01,-7.046E-01,-2.574E+00, 3.575E-02,-3.623E-02,-6.380E-02, 3.966E-01,-3.169E-01
 2.500E+02, 7.870E+02, 4.494E+02, 4.109E+02, 2.831E+02, 1.136E+02, 4.456E+01, 5.888E+02, 5.363E+02, 5.203E+02, 4.393E+02, 2.568E+02, 6.332E+01, 1.187E+03, 9.550E+02, 9.821E+02, 8.915E+02, 7.404E+02, 8.541E+02, 3.384E+01, 1.834E+01, 7.141E+00, 1.856E+01,-5.846E-02,-1.223E-02, 1.754E-02,-2.368E-01,-3.587E-01, 5.037E-01, 4.187E-01, 2.654E-01, 9.855E-01, 2.804E+00,-2.434E-02, 1.038E-02, 1.971E-03,-1.484E-01,-2.209E-01, 5.194E-01, 4.263E-01, 2.472E-01,-6.833E-01,-2.586E+00, 7.824E-03,-4.496E-02,-6.379E-02, 3.772E-01,-3.706E-01
 2.600E+02, 7.235E+02, 4.747E+02, 4.126E+02, 2.801E+02, 1.207E+02, 4.749E+01, 5.897E+02, 5.400E+02, 5.221E+02, 4.530E+02, 2.625E+02, 6.204E+01, 1.171E+03, 9.594E+02, 9.833E+02, 8.997E+02, 7.694E+02, 9.688E+02, 2.780E+01, 1.942E+01, 7.510E+00, 2.130E+01,-7.212E-02,-3.242E-02, 2.011E-02,-2.923E-01,-2.846E-01, 5.198E-01, 4.424E-01, 2.691E-01, 9.675E-01, 2.785E+00,-2.529E-02,-7.051E-03, 1.726E-02,-1.491E-01,-1.953E-01, 5.345E-01, 4.568E-01, 2.490E-01,-7.085E-01,-2.554E+00, 1.106E-02,-4.299E-03,-1.789E-02, 2.656E-01,-3.592E-01
 2.700E+02, 8.025E+02, 4.999E+02, 4.472E+02, 2.830E+02, 1.127E+02, 4.879E+01, 6.005E+02, 5.467E+02, 5.308E+02, 4.611E+02, 2.633E+02, 6.378E+01, 1.158E+03, 1.038E+03, 9.832E+02, 9.487E+02, 7.767E+02, 8.764E+02, 3.831E+01, 1.979E+01, 7.885E+00, 1.802E+01, 7.296E-02,-2.852E-02,-1.745E-02,-5.604E-01,-3.681E-01, 5.091E-01, 4.425E-01, 3.113E-01, 1.070E+00, 2.851E+00, 7.784E-02,-3.933E-03,-8.517E-03,-3.319E-01,-2.648E-01, 5.228E-01, 4.596E-01, 3.058E-01,-7.016E-01,-2.617E+00, 7.426E-02, 3.191E-02,-4.108E-02, 3.670E-01,-1.723E-01
 2.800E+02, 7.947E+02, 4.659E+02, 3.964E+02, 2.640E+02, 1.008E+02, 4.821E+01, 5.978E+02, 5.472E+02, 5.338E+02, 4.699E+02, 3.054E+02, 6.626E+01, 1.186E+03, 1.014E+03, 9.840E+02, 9.413E+02, 8.610E+02, 8.593E+02, 4.130E+01, 2.083E+01, 8.231E+00, 1.997E+01,-5.697E-02,-3.024E-02, 4.373E-02,-3.337E-01,-4.489E-01, 5.241E-01, 4.338E-01, 2.751E-01, 1.005E+00, 2.830E+00,-1.374E-02,-7.660E-03, 3.361E-02,-1.055E-01,-3.215E-01, 5.361E-01, 4.450E-01, 2.444E-01,-6.403E-01,-2.600E+00, 6.232E-02,-2.096E-02,-3.526E-02, 3.751E-01,-3.312E-01
 2.900E+02, 7.917E+02, 4.828E+02, 4.357E+02, 3.087E+02, 1.192E+02, 5.151E+01, 5.922E+02, 5.532E+02, 5.360E+02, 4.767E+02, 3.203E+02, 6.653E+01, 1.201E+03, 1.006E+03, 9.488E+02, 9.205E+02, 8.105E+02, 8.958E+02, 3.901E+01, 2.091E+01, 8.655E+00, 2.033E+01,-8.702E-02, 3.068E-02, 3.220E-02,-3.479E-01,-4.486E-01, 5.423E-01, 4.522E-01, 2.785E-01, 1.001E+00, 2.840E+00,-3.698E-02, 3.577E-02, 2.391E-02,-1.579E-01,-3.102E-01, 5.545E-01, 4.589E-01, 2.391E-01,-6.539E-01,-2.601E+00, 4.463E-02,-7.491E-03,-4.375E-02, 4.219E-01,-4.478E-01
 3.000E+02, 7.670E+02, 5.259E+02, 4.751E+02, 3.164E+02, 1.271E+02, 5.146E+01, 5.945E+02, 5.482E+02, 5.247E+02, 4.541E+02, 2.977E+02, 6.687E+01, 1.199E+03, 1.012E+03, 9.524E+02, 9.154E+02, 8.693E+02, 9.326E+02, 3.661E+01, 2.129E+01, 8.987E+00, 2.150E+01,-8.442E-02,-4.347E-02, 5.101E-02,-5.757E-01,-3.600E-01, 5.545E-01, 4.579E-01, 2.944E-01, 1.159E+00, 2.864E+00,-3.180E-02,-1.384E-02, 5.124E-02,-3.941E-01,-2.460E-01, 5.651E-01, 4.702E-01, 2.322E-01,-6.724E-01,-2.632E+00, 6.709E-03,-2.595E-02,-4.942E-02, 4.016E-01,-3.466E-01
 3.100E+02, 7.600E+02, 4.237E+02, 3.649E+02, 2.474E+02, 9.659E+01, 5.171E+01, 5.703E+02, 5.327E+02, 5.164E+02, 4.527E+02, 2.668E+02, 6.724E+01, 1.163E+03, 1.010E+03, 9.853E+02, 9.241E+02, 7.928E+02, 8.482E+02, 4.007E+01, 2.234E+01, 9.417E+00, 2.072E+01, 1.574E-03,-1.869E-02,-7.618E-04,-2.063E-01,-3.144E-01, 5.323E-01, 4.509E-01, 2.633E-01, 9.366E-01, 2.873E+00, 2.739E-02, 3.019E-03, 8.950E-03,-7.601E-02,-2.004E-01, 5.468E-01, 4.649E-01, 2.294E-01,-6.843E-01,-2.659E+00, 4.120E-02,-2.273E-02,-3.679E-02, 3.779E-01,-3.525E-01
 3.200E+02, 7.996E+02, 5.104E+02, 4.523E+02, 2.954E+02, 1.150E+02, 5.216E+01, 5.753E+02, 5.441E+02, 5.317E+02, 4.751E+02, 3.296E+02, 7.215E+01, 1.211E+03, 1.006E+03, 9.938E+02, 9.371E+02, 9.047E+02, 8.755E+02, 5.007E+01, 2.302E+01, 1.002E+01, 2.117E+01,-6.271E-02, 1.363E-02, 3.842E-02,-4.360E-01,-2.569E-01, 5.467E-01, 4.682E-01, 3.111E-01, 1.067E+00, 2.869E+00,-1.400E-02, 2.719E-02, 2.592E-02,-2.015E-01,-1.915E-01, 5.619E-01, 4.781E-01, 3.015E-01,-6.310E-01,-2.643E+00, 1.953E-02, 6.809E-03,-2.973E-02, 3.788E-01,-3.363E-01
