s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 9.000E+01, 3.944E+02, 2.848E+02, 2.430E+02, 1.352E+02, 5.093E+01, 3.645E+01, 3.791E+02, 3.447E+02, 3.284E+02, 2.579E+02, 1.286E+02, 4.609E+01, 7.154E+02, 5.100E+02, 5.657E+02, 4.855E+02, 5.078E+02, 6.047E+02, 8.798E+00, 5.533E+00, 2.604E+00, 2.200E+01, 4.293E-01, 3.756E-01, 2.906E-01, 4.892E-01, 1.611E+00, 1.486E-02, 1.950E-03, 6.504E-02, 1.037E-01,-5.096E-01, 4.374E-01, 3.744E-01, 2.720E-01,-3.253E-01,-1.324E+00,-4.832E-02,-7.865E-02,-8.523E-02, 2.801E-01, 3.073E-01
 1.000E+02, 3.700E+02, 2.625E+02, 2.365E+02, 1.446E+02, 5.227E+01, 3.644E+01, 3.914E+02, 3.509E+02, 3.301E+02, 2.347E+02, 1.011E+02, 4.833E+01, 8.030E+02, 5.144E+02, 5.979E+02, 5.368E+02, 6.625E+02, 6.661E+02, 8.993E+00, 5.970E+00, 2.764E+00, 2.138E+01, 4.274E-01, 3.863E-01, 2.879E-01, 4.616E-01, 1.610E+00,-1.918E-02, 1.604E-02, 6.940E-02, 2.577E-01,-5.372E-01, 4.388E-01, 3.745E-01, 2.688E-01,-2.863E-01,-1.269E+00,-2.608E-02,-1.235E-01,-7.754E-02, 2.755E-01, 4.126E-01
 1.100E+02, 3.908E+02, 2.247E+02, 1.851E+02, 9.918E+01, 5.054E+01, 3.663E+01, 3.803E+02, 3.469E+02, 3.277E+02, 2.385E+02, 1.070E+02, 5.022E+01, 7.626E+02, 4.977E+02, 5.686E+02, 4.983E+02, 6.051E+02, 6.402E+02, 8.744E+00, 5.609E+00, 2.803E+00, 2.237E+01, 4.344E-01, 3.896E-01, 2.907E-01, 4.927E-01, 1.595E+00, 5.018E-03, 6.874E-02, 3.654E-02, 2.694E-01,-4.679E-01, 4.387E-01, 3.711E-01, 2.750E-01,-3.067E-01,-1.300E+00,-6.752E-02,-1.274E-01,-6.818E-02, 2.785E-01, 2.858E-01
 1.200E+02, 3.859E+02, 2.554E+02, 2.189E+02, 9.358E+01, 4.637E+01, 3.728E+01, 3.844E+02, 3.514E+02, 3.294E+02, 2.488E+02, 9.593E+01, 4.991E+01, 7.536E+02, 5.160E+02, 5.868E+02, 5.101E+02, 6.899E+02, 7.297E+02, 9.281E+00, 5.994E+00, 2.918E+00, 2.319E+01, 4.342E-01, 3.811E-01, 2.998E-01, 5.168E-01, 1.621E+00, 9.121E-03, 1.206E-02, 9.233E-03, 3.622E-01,-4.644E-01, 4.408E-01, 3.695E-01, 2.883E-01,-2.889E-01,-1.323E+00,-6.852E-02,-1.107E-01,-6.667E-02, 1.919E-01, 2.915E-01
 1.300E+02, 3.914E+02, 2.620E+02, 2.301E+02, 1.308E+02, 5.809E+01, 3.802E+01, 3.884E+02, 3.453E+02, 3.226E+02, 2.382E+02, 1.098E+02, 4.876E+01, 8.006E+02, 5.184E+02, 6.269E+02, 5.139E+02, 5.738E+02, 6.829E+02, 9.374E+00, 6.151E+00, 3.010E+00, 2.234E+01, 4.355E-01, 3.831E-01, 2.881E-01, 5.059E-01, 1.617E+00, 5.350E-03, 1.041E-02, 2.062E-02, 2.764E-01,-5.318E-01, 4.441E-01, 3.885E-01, 2.569E-01,-3.327E-01,-1.264E+00,-5.891E-02,-9.017E-02,-9.807E-02, 2.722E-01, 4.483E-01
 1.400E+02, 3.954E+02, 2.533E+02, 2.187E+02, 1.217E+02, 4.994E+01, 3.850E+01, 3.877E+02, 3.515E+02, 3.304E+02, 2.339E+02, 9.162E+01, 5.127E+01, 7.791E+02, 5.247E+02, 6.019E+02, 4.975E+02, 6.247E+02, 6.883E+02, 9.625E+00, 6.027E+00, 3.080E+00, 2.201E+01, 4.502E-01, 3.936E-01, 3.096E-01, 5.094E-01, 1.632E+00, 2.586E-02, 4.462E-02, 3.339E-02, 2.935E-01,-5.086E-01, 4.518E-01, 3.819E-01, 2.984E-01,-3.231E-01,-1.327E+00,-1.005E-01,-1.181E-01,-6.656E-02, 2.406E-01, 3.276E-01
 1.500E+02, 3.915E+02, 2.425E+02, 2.011E+02, 1.066E+02, 5.017E+01, 3.978E+01, 3.871E+02, 3.554E+02, 3.334E+02, 2.437E+02, 1.013E+02, 5.098E+01, 7.949E+02, 5.064E+02, 6.114E+02, 5.116E+02, 5.949E+02, 6.518E+02, 9.349E+00, 6.109E+00, 3.143E+00, 2.359E+01, 4.491E-01, 3.955E-01, 2.860E-01, 5.103E-01, 1.625E+00,-5.109E-03, 3.147E-02,-1.366E-02, 2.838E-01,-4.350E-01, 4.624E-01, 3.888E-01, 2.534E-01,-3.401E-01,-1.319E+00, 7.669E-04,-9.748E-02,-1.059E-01, 2.564E-01, 3.783E-01
 1.600E+02, 3.812E+02, 2.594E+02, 2.212E+02, 1.073E+02, 5.194E+01, 3.970E+01, 3.940E+02, 3.625E+02, 3.452E+02, 2.583E+02, 1.095E+02, 5.159E+01, 7.745E+02, 5.019E+02, 5.851E+02, 5.136E+02, 6.913E+02, 6.959E+02, 8.880E+00, 6.125E+00, 3.192E+00, 2.404E+01, 4.527E-01, 4.012E-01, 2.924E-01, 5.207E-01, 1.658E+00,-2.038E-05, 1.368E-02, 3.928E-02, 2.871E-01,-5.326E-01, 4.605E-01, 3.761E-01, 2.673E-01,-3.816E-01,-1.379E+00,-5.774E-02,-1.504E-01,-1.220E-01, 2.720E-01, 3.626E-01
 1.700E+02, 3.992E+02, 2.628E+02, 2.264E+02, 1.205E+02, 5.010E+01, 4.036E+01, 3.879E+02, 3.546E+02, 3.307E+02, 2.384E+02, 9.140E+01, 5.322E+01, 7.644E+02, 5.067E+02, 6.077E+02, 5.188E+02, 5.837E+02, 6.497E+02, 9.867E+00, 6.221E+00, 3.309E+00, 2.272E+01, 4.590E-01, 4.071E-01, 3.039E-01, 5.449E-01, 1.678E+00,-1.810E-02, 4.564E-02, 9.111E-03, 3.378E-01,-4.662E-01, 4.686E-01, 3.831E-01, 2.746E-01,-3.858E-01,-1.399E+00,-5.745E-02,-1.509E-01,-1.126E-01, 2.574E-01, 1.933E-01
 1.800E+02, 3.981E+02, 2.793E+02, 2.410E+02, 1.174E+02, 5.399E+01, 4.110E+01, 3.835E+02, 3.555E+02, 3.429E+02, 2.579E+02, 1.151E+02, 5.320E+01, 7.829E+02, 5.032E+02, 6.205E+02, 4.889E+02, 6.023E+02, 6.218E+02, 9.622E+00, 6.129E+00, 3.322E+00, 2.292E+01, 4.622E-01, 4.129E-01, 2.911E-01, 5.915E-01, 1.690E+00, 4.516E-03, 3.135E-02, 4.252E-02, 2.403E-01,-5.792E-01, 4.655E-01, 3.974E-01, 2.611E-01,-3.910E-01,-1.385E+00,-8.064E-02,-1.501E-01,-1.009E-01, 3.131E-01, 3.835E-01
 1.900E+02, 3.991E+02, 2.387E+02, 1.964E+02, 9.249E+01, 4.798E+01, 4.008E+01, 3.905E+02, 3.489E+02, 3.250E+02, 2.501E+02, 1.314E+02, 5.489E+01, 7.590E+02, 5.060E+02, 6.031E+02, 5.171E+02, 7.154E+02, 7.024E+02, 9.477E+00, 6.244E+00, 3.396E+00, 2.518E+01, 4.652E-01, 4.195E-01, 3.050E-01, 5.666E-01, 1.615E+00,-1.381E-02,-3.748E-02, 7.065E-02, 1.592E-01,-4.127E-01, 4.703E-01, 3.988E-01, 2.709E-01,-3.828E-01,-1.304E+00,-6.452E-02,-1.286E-01,-9.982E-02, 2.581E-01, 4.355E-01
 2.000E+02, 3.811E+02, 2.763E+02, 2.370E+02, 1.055E+02, 5.025E+01, 4.093E+01, 3.964E+02, 3.616E+02, 3.456E+02, 2.561E+02, 1.152E+02, 5.371E+01, 7.771E+02, 5.214E+02, 6.024E+02, 5.169E+02, 7.182E+02, 7.575E+02, 9.615E+00, 6.443E+00, 3.470E+00, 2.525E+01, 4.763E-01, 4.276E-01, 3.150E-01, 5.752E-01, 1.694E+00, 4.137E-03,-3.765E-03, 7.990E-02, 2.571E-01,-4.973E-01, 4.854E-01, 4.119E-01, 2.753E-01,-3.927E-01,-1.369E+00,-5.746E-02,-1.464E-01,-9.339E-02, 2.553E-01, 2.929E-01
 2.100E+02, 4.039E+02, 2.579E+02, 2.118E+02, 1.007E+02, 5.027E+01, 4.087E+01, 3.917E+02, 3.502E+02, 3.265E+02, 2.342E+02, 1.037E+02, 5.469E+01, 7.968E+02, 5.013E+02, 6.120E+02, 4.978E+02, 7.873E+02, 7.493E+02, 9.508E+00, 6.395E+00, 3.519E+00, 2.728E+01, 4.713E-01, 4.179E-01, 3.185E-01, 5.662E-01, 1.704E+00, 4.660E-02,-4.607E-02,-2.687E-02, 3.081E-01,-5.202E-01, 4.801E-01, 4.085E-01, 3.019E-01,-3.914E-01,-1.403E+00,-3.556E-02,-1.081E-01,-9.444E-02, 2.372E-01, 2.610E-01
 2.200E+02, 3.914E+02, 2.388E+02, 2.021E+02, 9.047E+01, 4.955E+01, 4.145E+01, 3.889E+02, 3.533E+02, 3.319E+02, 2.467E+02, 1.147E+02, 5.345E+01, 8.452E+02, 5.336E+02, 6.600E+02, 5.269E+02, 6.348E+02, 6.667E+02, 9.872E+00, 6.627E+00, 3.620E+00, 2.312E+01, 4.697E-01, 4.215E-01, 3.044E-01, 5.987E-01, 1.613E+00, 1.456E-05, 3.845E-02,-7.712E-03, 2.153E-01,-4.601E-01, 4.743E-01, 4.163E-01, 2.561E-01,-3.949E-01,-1.341E+00,-5.827E-02,-8.607E-02,-1.156E-01, 2.844E-01, 3.581E-01
 2.300E+02, 4.165E+02, 2.526E+02, 2.117E+02, 1.102E+02, 6.343E+01, 4.170E+01, 3.987E+02, 3.564E+02, 3.289E+02, 2.298E+02, 1.064E+02, 5.524E+01, 8.002E+02, 5.355E+02, 6.341E+02, 5.384E+02, 5.047E+02, 5.944E+02, 1.078E+01, 6.584E+00, 3.716E+00, 2.178E+01, 4.824E-01, 4.384E-01, 2.992E-01, 5.449E-01, 1.678E+00, 2.549E-02, 6.873E-02, 2.839E-02, 3.225E-01,-5.421E-01, 4.882E-01, 4.193E-01, 2.662E-01,-3.838E-01,-1.326E+00,-6.984E-02,-1.363E-01,-9.484E-02, 2.807E-01, 4.055E-01
 2.400E+02, 4.077E+02, 2.580E+02, 2.249E+02, 9.676E+01, 4.941E+01, 4.188E+01, 4.001E+02, 3.590E+02, 3.368E+02, 2.421E+02, 9.805E+01, 5.554E+01, 7.771E+02, 5.134E+02, 6.157E+02, 5.058E+02, 7.254E+02, 7.486E+02, 1.029E+01, 6.432E+00, 3.722E+00, 2.684E+01, 4.706E-01, 4.129E-01, 2.984E-01, 5.653E-01, 1.666E+00, 1.905E-02,-2.572E-02,-1.737E-02, 3.398E-01,-5.076E-01, 4.839E-01, 4.028E-01, 2.906E-01,-3.777E-01,-1.341E+00,-4.450E-02,-1.302E-01,-6.200E-02, 2.601E-01, 3.458E-01
 2.500E+02, 3.914E+02, 2.195E+02, 1.875E+02, 1.239E+02, 7.422E+01, 4.297E+01, 3.961E+02, 3.604E+02, 3.413E+02, 2.578E+02, 1.243E+02, 5.744E+01, 8.000E+02, 4.936E+02, 6.359E+02, 5.068E+02, 6.847E+02, 7.018E+02, 9.898E+00, 6.496E+00, 3.739E+00, 2.544E+01, 4.827E-01, 4.247E-01, 2.882E-01, 6.071E-01, 1.652E+00,-6.799E-03, 1.633E-02, 1.680E-02, 2.149E-01,-4.848E-01, 4.888E-01, 4.082E-01, 2.595E-01,-4.495E-01,-1.382E+00,-5.234E-02,-1.312E-01,-1.144E-01, 3.346E-01, 3.888E-01
 2.600E+02, 3.878E+02, 2.535E+02, 2.011E+02, 1.028E+02, 6.045E+01, 4.382E+01, 3.970E+02, 3.611E+02, 3.424E+02, 2.686E+02, 1.052E+02, 5.642E+01, 8.304E+02, 5.093E+02, 6.533E+02, 5.378E+02, 6.081E+02, 6.530E+02, 9.985E+00, 6.559E+00, 3.847E+00, 2.441E+01, 4.827E-01, 4.234E-01, 3.176E-01, 5.919E-01, 1.690E+00,-2.171E-03,-2.552E-02, 2.640E-03, 3.451E-01,-5.283E-01, 4.919E-01, 4.128E-01, 2.775E-01,-4.195E-01,-1.407E+00,-3.776E-02,-1.220E-01,-9.377E-02, 2.055E-01, 2.701E-01
 2.700E+02, 3.796E+02, 2.451E+02, 1.958E+02, 1.066E+02, 7.214E+01, 4.358E+01, 4.026E+02, 3.639E+02, 3.436E+02, 2.554E+02, 1.238E+02, 5.730E+01, 8.448E+02, 4.970E+02, 6.488E+02, 5.367E+02, 6.126E+02, 6.629E+02, 9.974E+00, 6.696E+00, 3.879E+00, 2.393E+01, 4.939E-01, 4.363E-01, 3.120E-01, 5.888E-01, 1.663E+00, 4.310E-03, 5.656E-02, 4.625E-02, 2.741E-01,-4.878E-01, 5.040E-01, 4.243E-01, 2.915E-01,-4.608E-01,-1.355E+00,-6.431E-02,-1.421E-01,-1.043E-01, 2.293E-01, 3.752E-01
 2.800E+02, 3.996E+02, 2.349E+02, 1.935E+02, 9.623E+01, 5.822E+01, 4.292E+01, 3.965E+02, 3.586E+02, 3.375E+02, 2.781E+02, 1.281E+02, 5.740E+01, 8.138E+02, 4.955E+02, 6.294E+02, 5.139E+02, 6.303E+02, 6.646E+02, 9.819E+00, 6.514E+00, 3.887E+00, 2.490E+01, 4.882E-01, 4.332E-01, 3.138E-01, 6.113E-01, 1.713E+00, 7.590E-03, 4.526E-02, 6.806E-03, 2.782E-01,-4.788E-01, 4.924E-01, 4.128E-01, 2.865E-01,-4.708E-01,-1.428E+00,-6.586E-02,-1.540E-01,-1.057E-01, 2.737E-01, 3.042E-01
 2.900E+02, 4.024E+02, 2.466E+02, 2.005E+02, 1.128E+02, 6.734E+01, 4.281E+01, 3.933E+02, 3.668E+02, 3.481E+02, 2.551E+02, 1.120E+02, 5.844E+01, 7.914E+02, 5.188E+02, 6.414E+02, 4.945E+02, 7.169E+02, 6.498E+02, 1.089E+01, 6.499E+00, 3.964E+00, 2.460E+01, 4.959E-01, 4.414E-01, 3.039E-01, 5.598E-01, 1.701E+00, 4.036E-02, 8.860E-02, 1.841E-02, 2.832E-01,-3.866E-01, 5.060E-01, 4.295E-01, 2.750E-01,-4.206E-01,-1.448E+00,-2.034E-02,-1.246E-01,-1.198E-01, 2.939E-01, 2.910E-01
 3.000E+02, 3.899E+02, 2.500E+02, 2.121E+02, 1.217E+02, 5.878E+01, 4.441E+01, 3.946E+02, 3.520E+02, 3.350E+02, 2.619E+02, 1.281E+02, 5.567E+01, 8.245E+02, 5.131E+02, 6.721E+02, 5.180E+02, 6.083E+02, 7.303E+02, 1.015E+01, 6.767E+00, 4.018E+00, 2.537E+01, 4.913E-01, 4.367E-01, 3.290E-01, 5.833E-01, 1.673E+00, 4.528E-02,-2.190E-02,-3.993E-02, 2.953E-01,-4.490E-01, 4.998E-01, 4.231E-01, 2.933E-01,-3.951E-01,-1.414E+00,-4.978E-02,-1.308E-01,-9.632E-02, 2.870E-01, 2.241E-01
 3.100E+02, 5.665E+02, 3.843E+02, 3.314E+02, 1.871E+02, 8.604E+01, 4.692E+01, 5.058E+02, 4.553E+02, 4.387E+02, 3.740E+02, 2.143E+02, 6.170E+01, 1.070E+03, 6.996E+02, 8.985E+02, 7.204E+02, 8.776E+02, 9.546E+02, 2.358E+01, 1.378E+01, 7.008E+00, 3.440E+01, 5.094E-01, 4.550E-01, 3.035E-01, 8.130E-01, 2.031E+00, 1.946E-02, 1.178E-02,-2.576E-02, 7.537E-02,-2.806E-01, 5.225E-01, 4.482E-01, 2.391E-01,-6.197E-01,-1.739E+00,-6.566E-02,-1.121E-01,-6.277E-02, 3.574E-01, 3.624E-01
 3.200E+02, 6.238E+02, 3.947E+02, 3.247E+02, 1.656E+02, 7.156E+01, 4.938E+01, 5.504E+02, 4.943E+02, 4.711E+02, 3.701E+02, 1.974E+02, 6.866E+01, 1.136E+03, 7.743E+02, 1.007E+03, 7.913E+02, 7.992E+02, 9.357E+02, 2.816E+01, 1.735E+01, 8.850E+00, 3.359E+01, 5.629E-01, 4.947E-01, 3.170E-01, 8.032E-01, 2.080E+00, 4.403E-02,-3.112E-02, 1.087E-02, 2.195E-01,-3.467E-01, 5.724E-01, 4.705E-01, 2.562E-01,-6.207E-01,-1.808E+00,-7.350E-02,-1.525E-01,-8.248E-02, 3.666E-01, 3.935E-01
 3.300E+02, 6.240E+02, 4.297E+02, 3.719E+02, 1.939E+02, 9.125E+01, 5.532E+01, 5.611E+02, 4.969E+02, 4.759E+02, 3.999E+02, 2.117E+02, 7.272E+01, 1.168E+03, 7.447E+02, 1.034E+03, 8.075E+02, 8.849E+02, 9.236E+02, 2.562E+01, 1.788E+01, 9.656E+00, 3.599E+01, 5.762E-01, 4.993E-01, 3.135E-01, 8.094E-01, 2.121E+00, 7.410E-03,-4.604E-02, 1.890E-02, 2.831E-01,-3.280E-01, 5.861E-01, 4.917E-01, 2.813E-01,-6.767E-01,-1.837E+00,-6.286E-02,-1.224E-01,-7.487E-02, 3.253E-01, 3.594E-01
 3.400E+02, 6.189E+02, 3.649E+02, 2.919E+02, 1.687E+02, 8.134E+01, 5.943E+01, 5.591E+02, 5.068E+02, 4.867E+02, 4.039E+02, 2.136E+02, 7.642E+01, 1.167E+03, 7.340E+02, 1.046E+03, 8.221E+02, 7.710E+02, 9.556E+02, 2.536E+01, 1.906E+01, 1.014E+01, 3.498E+01, 5.895E-01, 5.190E-01, 2.759E-01, 8.658E-01, 2.205E+00, 2.140E-05,-4.332E-02, 5.942E-02, 2.108E-01,-3.534E-01, 6.028E-01, 5.038E-01, 1.706E-01,-7.004E-01,-1.922E+00,-5.050E-02,-1.535E-01,-9.286E-02, 3.525E-01, 2.361E-01
 3.500E+02, 6.127E+02, 4.138E+02, 3.349E+02, 1.596E+02, 9.097E+01, 5.805E+01, 5.810E+02, 4.905E+02, 4.699E+02, 4.007E+02, 2.283E+02, 8.147E+01, 1.165E+03, 7.613E+02, 1.055E+03, 8.331E+02, 1.003E+03, 9.722E+02, 2.818E+01, 1.903E+01, 1.065E+01, 3.833E+01, 6.176E-01, 5.235E-01, 2.940E-01, 7.957E-01, 2.144E+00, 2.355E-02, 3.280E-02, 6.425E-02, 1.419E-01,-4.082E-01, 6.272E-01, 4.961E-01, 1.916E-01,-6.285E-01,-1.864E+00,-5.822E-02,-1.898E-01,-5.511E-02, 3.202E-01, 3.131E-01
 3.600E+02, 6.094E+02, 3.749E+02, 3.081E+02, 1.607E+02, 8.141E+01, 5.979E+01, 5.851E+02, 5.243E+02, 5.006E+02, 3.822E+02, 1.567E+02, 8.336E+01, 1.181E+03, 7.575E+02, 1.080E+03, 8.400E+02, 8.900E+02, 9.903E+02, 2.664E+01, 2.025E+01, 1.126E+01, 3.661E+01, 6.164E-01, 5.419E-01, 3.289E-01, 7.600E-01, 2.171E+00, 7.621E-02,-7.023E-03,-2.087E-02, 2.566E-01,-4.153E-01, 6.230E-01, 5.243E-01, 2.460E-01,-6.429E-01,-1.860E+00,-7.476E-02,-1.682E-01,-8.396E-02, 3.247E-01, 4.187E-01
 3.700E+02, 6.126E+02, 4.092E+02, 3.362E+02, 1.609E+02, 8.189E+01, 6.337E+01, 5.734E+02, 5.019E+02, 4.827E+02, 3.841E+02, 2.038E+02, 8.585E+01, 1.176E+03, 7.469E+02, 1.053E+03, 8.213E+02, 8.155E+02, 1.016E+03, 2.734E+01, 2.012E+01, 1.156E+01, 3.822E+01, 6.377E-01, 5.726E-01, 3.221E-01, 8.614E-01, 2.192E+00, 2.689E-02,-1.727E-01, 5.617E-03, 3.400E-01,-3.644E-01, 6.500E-01, 5.464E-01, 2.441E-01,-7.165E-01,-1.888E+00,-5.408E-02,-1.080E-01,-9.039E-02, 3.236E-01, 2.186E-01
