s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 9.000E+01, 8.788E+02, 6.730E+02, 4.501E+02, 8.204E+01, 5.303E+01, 4.829E+01, 6.279E+02, 5.708E+02, 5.181E+02, 2.943E+02, 8.547E+01, 5.488E+01, 1.140E+03, 9.637E+02, 9.579E+02, 9.847E+02, 6.344E+02, 8.245E+02, 5.091E+01, 1.989E+01, 1.033E+01, 2.829E+01, 3.622E-01, 3.346E-01, 2.423E-01, 3.991E-01, 1.698E+00, 4.693E-02, 3.619E-03,-4.887E-03, 4.882E-02,-5.806E-02, 3.563E-01, 3.316E-01, 2.097E-01,-3.528E-01,-1.528E+00, 5.664E-02, 5.235E-02,-1.619E-02, 1.695E-01, 2.067E-01
 1.000E+02, 8.831E+02, 7.892E+02, 6.679E+02, 1.927E+02, 6.127E+01, 5.286E+01, 6.392E+02, 5.949E+02, 5.742E+02, 3.548E+02, 1.141E+02, 5.998E+01, 1.099E+03, 1.010E+03, 9.357E+02, 9.854E+02, 6.085E+02, 9.052E+02, 5.514E+01, 2.211E+01, 1.235E+01, 3.101E+01, 3.865E-01, 3.299E-01, 2.091E-01, 4.739E-01, 1.804E+00,-9.931E-03,-8.752E-04, 2.496E-02,-2.237E-03,-1.811E-01, 3.752E-01, 3.309E-01, 1.597E-01,-4.350E-01,-1.640E+00, 6.289E-02, 1.297E-02,-2.912E-02, 1.539E-01, 2.012E-01
 1.100E+02, 8.735E+02, 8.440E+02, 6.851E+02, 2.320E+02, 7.006E+01, 5.875E+01, 6.426E+02, 6.412E+02, 6.341E+02, 4.244E+02, 1.469E+02, 6.664E+01, 1.077E+03, 1.024E+03, 8.810E+02, 9.411E+02, 7.008E+02, 9.856E+02, 5.862E+01, 2.378E+01, 1.410E+01, 3.722E+01, 3.997E-01, 3.547E-01, 2.319E-01, 5.395E-01, 1.911E+00,-7.100E-02,-6.720E-03, 6.068E-02,-5.007E-02,-1.923E-01, 3.904E-01, 3.500E-01, 1.852E-01,-4.993E-01,-1.701E+00, 3.530E-02, 1.695E-02,-5.377E-02, 1.526E-01, 2.705E-01
 1.200E+02, 8.375E+02, 9.062E+02, 8.027E+02, 2.798E+02, 7.516E+01, 6.074E+01, 6.553E+02, 6.371E+02, 6.488E+02, 4.906E+02, 1.658E+02, 7.094E+01, 1.067E+03, 1.053E+03, 8.940E+02, 9.265E+02, 7.124E+02, 9.673E+02, 5.881E+01, 2.621E+01, 1.600E+01, 3.629E+01, 4.275E-01, 3.703E-01, 2.411E-01, 5.744E-01, 2.014E+00, 9.870E-02, 1.396E-02,-3.254E-02, 1.602E-02,-2.410E-01, 4.205E-01, 3.662E-01, 1.944E-01,-5.264E-01,-1.792E+00, 4.696E-02,-1.112E-02,-5.345E-02, 1.879E-01, 2.252E-01
 1.300E+02, 8.021E+02, 8.862E+02, 8.319E+02, 2.937E+02, 8.963E+01, 6.251E+01, 6.484E+02, 7.103E+02, 6.987E+02, 5.203E+02, 1.616E+02, 7.726E+01, 1.070E+03, 1.069E+03, 8.826E+02, 9.012E+02, 7.211E+02, 9.864E+02, 5.848E+01, 2.781E+01, 1.733E+01, 3.662E+01, 4.373E-01, 4.001E-01, 2.854E-01, 4.887E-01, 2.088E+00, 4.595E-02, 2.546E-02, 1.848E-04, 9.104E-02,-2.979E-01, 4.197E-01, 3.884E-01, 2.528E-01,-4.564E-01,-1.848E+00, 1.022E-01, 4.487E-02,-1.507E-02, 1.647E-01, 2.355E-01
 1.400E+02, 8.258E+02, 8.483E+02, 7.532E+02, 2.687E+02, 9.528E+01, 7.734E+01, 6.637E+02, 6.603E+02, 6.728E+02, 6.290E+02, 2.296E+02, 8.204E+01, 1.058E+03, 1.079E+03, 8.405E+02, 8.698E+02, 7.799E+02, 1.060E+03, 5.961E+01, 2.916E+01, 1.885E+01, 3.877E+01, 4.622E-01, 4.594E-01, 3.133E-01, 6.505E-01, 2.096E+00, 4.491E-02, 5.747E-04,-3.174E-02,-5.190E-02,-2.724E-01, 4.325E-01, 4.195E-01, 2.986E-01,-6.087E-01,-1.850E+00, 1.481E-01, 1.710E-01, 5.555E-03, 1.941E-01, 3.522E-01
 1.500E+02, 8.157E+02, 9.285E+02, 9.380E+02, 4.253E+02, 1.210E+02, 7.264E+01, 6.705E+02, 7.072E+02, 7.250E+02, 6.217E+02, 2.995E+02, 8.619E+01, 1.062E+03, 1.082E+03, 8.845E+02, 8.969E+02, 7.639E+02, 1.072E+03, 5.951E+01, 3.147E+01, 2.040E+01, 4.005E+01, 4.546E-01, 4.070E-01, 2.474E-01, 6.527E-01, 2.168E+00, 1.143E-01, 8.535E-02,-1.041E-01, 4.287E-02,-3.266E-01, 4.437E-01, 4.014E-01, 1.288E-01,-5.953E-01,-1.882E+00, 2.220E-02,-7.032E-03,-7.666E-02, 2.229E-01, 4.093E-01
 1.600E+02, 8.004E+02, 8.702E+02, 9.042E+02, 4.030E+02, 1.271E+02, 7.975E+01, 6.897E+02, 6.979E+02, 7.347E+02, 6.805E+02, 3.050E+02, 8.930E+01, 1.043E+03, 1.063E+03, 8.645E+02, 8.780E+02, 9.054E+02, 1.106E+03, 5.986E+01, 3.299E+01, 2.198E+01, 4.354E+01, 4.898E-01, 4.815E-01, 3.175E-01, 6.198E-01, 2.213E+00, 7.102E-02, 1.815E-02,-2.506E-02, 2.170E-02,-2.448E-01, 4.590E-01, 4.458E-01, 2.310E-01,-5.961E-01,-1.951E+00, 1.342E-01, 1.543E-01, 4.160E-02, 2.036E-01, 3.720E-01
 1.700E+02, 8.316E+02, 8.656E+02, 8.907E+02, 5.056E+02, 1.246E+02, 8.821E+01, 6.831E+02, 6.793E+02, 7.157E+02, 7.402E+02, 4.204E+02, 9.377E+01, 1.044E+03, 1.094E+03, 8.395E+02, 8.917E+02, 8.350E+02, 1.137E+03, 6.668E+01, 3.552E+01, 2.371E+01, 4.339E+01, 5.033E-01, 5.038E-01, 3.267E-01, 7.591E-01, 2.232E+00,-6.065E-03, 5.928E-03, 2.610E-02, 4.200E-03,-2.768E-01, 4.757E-01, 4.519E-01, 2.953E-01,-7.183E-01,-1.941E+00, 1.304E-01, 2.085E-01, 5.340E-02, 1.886E-01, 4.793E-01
 1.800E+02, 8.444E+02, 9.025E+02, 8.483E+02, 4.717E+02, 1.299E+02, 9.365E+01, 6.895E+02, 6.866E+02, 7.157E+02, 7.628E+02, 5.211E+02, 1.001E+02, 1.022E+03, 1.099E+03, 8.277E+02, 8.740E+02, 9.406E+02, 1.104E+03, 6.994E+01, 3.627E+01, 2.557E+01, 4.930E+01, 5.201E-01, 4.643E-01, 3.534E-01, 7.917E-01, 2.265E+00,-5.473E-02, 1.015E-02, 3.917E-02,-8.604E-02,-3.415E-01, 4.911E-01, 4.443E-01, 3.137E-01,-7.272E-01,-1.967E+00, 1.171E-01, 1.141E-01, 2.966E-02, 2.328E-01, 5.502E-01
 1.900E+02, 8.512E+02, 9.553E+02, 9.850E+02, 4.058E+02, 1.337E+02, 9.612E+01, 7.129E+02, 7.048E+02, 7.427E+02, 7.917E+02, 5.381E+02, 1.042E+02, 1.017E+03, 1.088E+03, 8.390E+02, 8.921E+02, 9.408E+02, 1.143E+03, 7.197E+01, 3.855E+01, 2.696E+01, 4.887E+01, 5.259E-01, 5.270E-01, 3.574E-01, 8.055E-01, 2.339E+00,-3.200E-03,-2.538E-03, 3.049E-02,-2.563E-02,-3.277E-01, 4.811E-01, 4.746E-01, 3.301E-01,-7.324E-01,-2.036E+00, 1.563E-01, 2.039E-01, 2.555E-02, 2.004E-01, 5.307E-01
 2.000E+02, 8.544E+02, 9.495E+02, 9.313E+02, 5.485E+02, 1.599E+02, 1.016E+02, 7.197E+02, 7.096E+02, 7.266E+02, 7.759E+02, 6.270E+02, 1.139E+02, 1.028E+03, 1.090E+03, 8.461E+02, 8.889E+02, 9.626E+02, 1.136E+03, 7.237E+01, 4.007E+01, 2.873E+01, 5.123E+01, 5.356E-01, 5.324E-01, 3.575E-01, 8.526E-01, 2.381E+00, 7.009E-02, 2.906E-02,-1.021E-02, 6.085E-02,-3.388E-01, 4.884E-01, 4.728E-01, 3.265E-01,-7.840E-01,-2.066E+00, 1.636E-01, 2.275E-01, 8.588E-03, 2.801E-01, 5.600E-01
 2.100E+02, 8.570E+02, 9.096E+02, 9.213E+02, 4.938E+02, 1.383E+02, 1.033E+02, 7.306E+02, 7.255E+02, 7.275E+02, 7.799E+02, 7.136E+02, 1.168E+02, 1.002E+03, 1.096E+03, 8.437E+02, 8.994E+02, 9.906E+02, 1.166E+03, 7.586E+01, 4.243E+01, 3.053E+01, 5.305E+01, 5.424E-01, 4.721E-01, 3.438E-01, 9.012E-01, 2.434E+00,-8.743E-02,-7.603E-03, 7.355E-02,-5.957E-02,-3.161E-01, 5.217E-01, 4.484E-01, 2.197E-01,-8.001E-01,-2.108E+00, 1.167E-01, 8.234E-02, 3.765E-02, 2.880E-01, 6.553E-01
 2.200E+02, 8.646E+02, 8.792E+02, 9.279E+02, 5.365E+02, 1.535E+02, 1.106E+02, 7.403E+02, 7.181E+02, 7.185E+02, 7.819E+02, 7.765E+02, 1.323E+02, 1.004E+03, 1.095E+03, 8.544E+02, 9.338E+02, 1.014E+03, 1.125E+03, 7.602E+01, 4.571E+01, 3.317E+01, 5.448E+01, 5.523E-01, 5.585E-01, 4.065E-01, 9.081E-01, 2.472E+00, 4.511E-02, 3.305E-02,-3.691E-03,-3.207E-02,-3.889E-01, 5.115E-01, 4.749E-01, 3.480E-01,-8.058E-01,-2.105E+00, 1.862E-01, 2.658E-01, 9.627E-02, 2.819E-01, 7.219E-01
 2.300E+02, 8.726E+02, 9.044E+02, 9.537E+02, 7.113E+02, 2.380E+02, 1.192E+02, 7.475E+02, 7.306E+02, 7.312E+02, 7.693E+02, 8.667E+02, 1.526E+02, 9.913E+02, 1.074E+03, 8.566E+02, 9.079E+02, 1.095E+03, 1.093E+03, 7.945E+01, 4.886E+01, 3.620E+01, 5.905E+01, 5.679E-01, 5.503E-01, 4.151E-01, 9.615E-01, 2.501E+00, 4.362E-02, 1.946E-02, 1.430E-02,-4.725E-02,-3.223E-01, 5.276E-01, 4.791E-01, 3.579E-01,-8.404E-01,-2.141E+00, 1.600E-01, 2.695E-01, 1.052E-01, 3.118E-01, 8.525E-01
 2.400E+02, 8.762E+02, 9.095E+02, 9.347E+02, 8.166E+02, 3.117E+02, 1.243E+02, 7.681E+02, 7.472E+02, 7.469E+02, 7.680E+02, 8.089E+02, 1.827E+02, 9.852E+02, 1.073E+03, 8.448E+02, 9.075E+02, 1.112E+03, 1.081E+03, 8.268E+01, 5.131E+01, 3.940E+01, 6.559E+01, 5.790E-01, 5.085E-01, 3.700E-01, 1.142E+00, 2.604E+00,-8.845E-02,-9.329E-02, 1.248E-01,-5.511E-02,-2.610E-01, 5.401E-01, 4.740E-01, 2.634E-01,-9.456E-01,-2.220E+00, 1.446E-01, 8.527E-02, 1.450E-02, 4.803E-01, 8.956E-01
 2.500E+02, 8.743E+02, 8.554E+02, 9.117E+02, 7.977E+02, 4.006E+02, 1.375E+02, 7.680E+02, 7.532E+02, 7.507E+02, 7.783E+02, 8.388E+02, 2.268E+02, 9.774E+02, 1.068E+03, 8.610E+02, 9.017E+02, 1.089E+03, 1.076E+03, 8.341E+01, 5.533E+01, 4.239E+01, 6.704E+01, 5.983E-01, 5.849E-01, 3.838E-01, 1.163E+00, 2.665E+00, 4.569E-02, 1.313E-02, 1.468E-02,-5.999E-02,-2.260E-01, 5.356E-01, 5.283E-01, 2.758E-01,-9.549E-01,-2.266E+00, 1.907E-01, 2.233E-01, 1.147E-01, 5.103E-01, 9.176E-01
 2.600E+02, 8.660E+02, 8.737E+02, 9.020E+02, 8.940E+02, 4.663E+02, 1.327E+02, 7.864E+02, 7.569E+02, 7.529E+02, 7.897E+02, 8.540E+02, 4.342E+02, 9.844E+02, 1.022E+03, 8.688E+02, 9.163E+02, 1.129E+03, 1.121E+03, 8.514E+01, 5.802E+01, 4.495E+01, 6.776E+01, 6.151E-01, 6.023E-01, 3.383E-01, 1.186E+00, 2.669E+00, 9.968E-02, 4.445E-02, 1.701E-04,-1.336E-01,-2.915E-01, 5.738E-01, 5.287E-01, 2.061E-01,-9.239E-01,-2.202E+00, 1.713E-01, 2.134E-01, 9.575E-02, 5.728E-01, 1.097E+00
 2.700E+02, 8.817E+02, 8.408E+02, 8.478E+02, 9.233E+02, 5.175E+02, 1.486E+02, 7.849E+02, 7.863E+02, 7.835E+02, 7.962E+02, 8.317E+02, 5.617E+02, 1.004E+03, 1.051E+03, 8.691E+02, 9.139E+02, 1.159E+03, 1.060E+03, 8.874E+01, 6.030E+01, 4.782E+01, 7.524E+01, 6.369E-01, 5.970E-01, 4.111E-01, 1.202E+00, 2.695E+00, 8.662E-02, 5.507E-02, 2.813E-02,-1.470E-01,-2.293E-01, 5.954E-01, 5.314E-01, 2.469E-01,-9.345E-01,-2.267E+00, 1.898E-01, 2.297E-01, 1.111E-01, 6.048E-01, 1.050E+00
 2.800E+02, 8.980E+02, 8.771E+02, 8.760E+02, 9.284E+02, 4.818E+02, 1.504E+02, 7.900E+02, 7.819E+02, 7.756E+02, 7.724E+02, 8.225E+02, 5.534E+02, 9.941E+02, 1.065E+03, 8.784E+02, 9.069E+02, 1.141E+03, 1.116E+03, 9.290E+01, 6.154E+01, 4.955E+01, 7.836E+01, 6.245E-01, 5.991E-01, 3.899E-01, 1.197E+00, 2.659E+00, 1.431E-02,-1.609E-04, 2.023E-02,-1.073E-01,-2.997E-01, 5.889E-01, 5.262E-01, 2.869E-01,-9.017E-01,-2.224E+00, 1.527E-01, 2.394E-01, 6.304E-02, 6.091E-01, 1.044E+00
 2.900E+02, 8.940E+02, 9.260E+02, 9.346E+02, 8.394E+02, 3.331E+02, 1.587E+02, 8.018E+02, 7.912E+02, 7.874E+02, 7.925E+02, 8.413E+02, 5.984E+02, 1.014E+03, 1.100E+03, 8.855E+02, 9.235E+02, 1.156E+03, 1.140E+03, 9.524E+01, 6.254E+01, 5.086E+01, 8.150E+01, 6.544E-01, 6.834E-01, 4.186E-01, 1.269E+00, 2.698E+00, 6.351E-02, 2.979E-02, 5.898E-02,-3.179E-01,-3.673E-01, 5.952E-01, 5.730E-01, 3.032E-01,-8.140E-01,-2.233E+00, 2.364E-01, 3.577E-01, 1.220E-01, 7.153E-01, 1.092E+00
 3.000E+02, 9.114E+02, 8.757E+02, 8.949E+02, 9.837E+02, 5.656E+02, 1.560E+02, 8.177E+02, 8.144E+02, 8.059E+02, 7.997E+02, 8.288E+02, 7.498E+02, 1.012E+03, 1.077E+03, 9.053E+02, 9.339E+02, 1.152E+03, 1.176E+03, 9.855E+01, 6.465E+01, 5.323E+01, 8.388E+01, 6.615E-01, 6.199E-01, 3.395E-01, 1.340E+00, 2.714E+00, 1.572E-01, 7.792E-02,-2.665E-03,-1.769E-01,-3.807E-01, 6.017E-01, 5.713E-01, 1.019E-01,-9.150E-01,-2.264E+00, 2.025E-01, 1.615E-01, 3.175E-02, 7.064E-01, 1.087E+00
 3.100E+02, 9.201E+02, 8.785E+02, 9.161E+02, 9.280E+02, 4.631E+02, 1.600E+02, 8.094E+02, 8.108E+02, 8.084E+02, 8.070E+02, 8.184E+02, 8.054E+02, 1.039E+03, 1.097E+03, 9.293E+02, 9.600E+02, 1.111E+03, 1.137E+03, 1.000E+02, 6.574E+01, 5.503E+01, 8.695E+01, 6.532E-01, 6.189E-01, 3.476E-01, 1.356E+00, 2.700E+00, 1.471E-01, 8.027E-02, 1.058E-02,-3.254E-01,-3.130E-01, 6.173E-01, 5.813E-01, 2.957E-02,-8.161E-01,-2.273E+00, 1.389E-01, 1.412E-01, 1.261E-01, 7.608E-01, 1.057E+00
 3.200E+02, 9.341E+02, 9.421E+02, 9.749E+02, 1.018E+03, 4.118E+02, 1.629E+02, 8.219E+02, 8.210E+02, 8.145E+02, 8.076E+02, 8.483E+02, 7.031E+02, 1.036E+03, 1.104E+03, 9.334E+02, 9.751E+02, 1.102E+03, 1.154E+03, 1.038E+02, 6.515E+01, 5.646E+01, 8.918E+01, 6.566E-01, 6.177E-01, 3.671E-01, 1.300E+00, 2.643E+00, 1.223E-01, 7.993E-02, 3.569E-02,-2.718E-01,-3.748E-01, 6.111E-01, 5.655E-01, 2.280E-01,-8.395E-01,-2.232E+00, 1.450E-01, 1.615E-01, 7.192E-02, 7.354E-01, 1.035E+00
 3.300E+02, 9.370E+02, 9.549E+02, 9.953E+02, 9.395E+02, 4.205E+02, 1.595E+02, 8.284E+02, 8.207E+02, 8.132E+02, 8.014E+02, 8.040E+02, 9.047E+02, 1.034E+03, 1.096E+03, 9.621E+02, 1.002E+03, 1.107E+03, 1.183E+03, 1.054E+02, 6.672E+01, 5.737E+01, 9.008E+01, 6.772E-01, 6.114E-01, 4.044E-01, 1.409E+00, 2.654E+00, 1.833E-01, 1.046E-01, 2.850E-02,-4.395E-01,-3.000E-01, 6.320E-01, 5.830E-01, 1.680E-01,-7.138E-01,-2.233E+00, 1.296E-01, 1.252E-01, 1.382E-01, 8.887E-01, 1.064E+00
 3.400E+02, 9.245E+02, 9.542E+02, 1.024E+03, 8.496E+02, 3.575E+02, 1.559E+02, 8.371E+02, 8.305E+02, 8.235E+02, 8.115E+02, 8.195E+02, 8.231E+02, 1.066E+03, 1.112E+03, 9.821E+02, 1.036E+03, 1.032E+03, 1.148E+03, 1.057E+02, 6.688E+01, 5.785E+01, 8.887E+01, 6.932E-01, 6.534E-01, 3.454E-01, 1.381E+00, 2.630E+00, 1.468E-01, 7.774E-02, 1.726E-02,-3.014E-01,-4.272E-01, 6.361E-01, 6.036E-01, 1.390E-01,-8.283E-01,-2.229E+00, 2.093E-01, 2.125E-01, 9.974E-02, 8.854E-01, 9.782E-01
 3.500E+02, 9.947E+02, 1.071E+03, 1.056E+03, 5.992E+02, 2.722E+02, 1.725E+02, 8.323E+02, 8.432E+02, 8.408E+02, 8.259E+02, 8.510E+02, 6.807E+02, 1.047E+03, 1.131E+03, 9.807E+02, 1.018E+03, 1.171E+03, 1.210E+03, 1.112E+02, 6.506E+01, 5.815E+01, 8.934E+01, 6.459E-01, 6.383E-01, 4.316E-01, 1.299E+00, 2.590E+00, 3.799E-02, 2.154E-02, 6.213E-02,-3.873E-01,-5.017E-01, 6.097E-01, 5.824E-01, 2.822E-01,-7.130E-01,-2.198E+00, 1.361E-01, 1.956E-01, 5.879E-02, 7.846E-01, 9.529E-01
 3.600E+02, 1.017E+03, 1.097E+03, 1.029E+03, 5.239E+02, 2.436E+02, 1.673E+02, 8.407E+02, 8.341E+02, 8.259E+02, 8.159E+02, 8.547E+02, 6.132E+02, 1.070E+03, 1.149E+03, 9.858E+02, 1.026E+03, 1.166E+03, 1.216E+03, 1.139E+02, 6.437E+01, 5.793E+01, 8.998E+01, 6.803E-01, 6.553E-01, 4.285E-01, 1.242E+00, 2.550E+00, 9.160E-02, 5.148E-02, 1.757E-02,-3.056E-01,-4.608E-01, 6.325E-01, 5.707E-01, 2.585E-01,-7.210E-01,-2.148E+00, 2.130E-01, 3.144E-01, 1.085E-01, 7.642E-01, 9.301E-01
 3.700E+02, 1.039E+03, 1.106E+03, 1.082E+03, 5.478E+02, 2.599E+02, 1.739E+02, 8.474E+02, 8.499E+02, 8.426E+02, 8.246E+02, 8.332E+02, 6.570E+02, 1.105E+03, 1.175E+03, 1.003E+03, 1.044E+03, 1.155E+03, 1.244E+03, 1.160E+02, 6.386E+01, 5.830E+01, 8.894E+01, 6.807E-01, 6.797E-01, 4.590E-01, 1.260E+00, 2.523E+00, 6.286E-02, 2.463E-02, 2.128E-02,-4.430E-01,-3.602E-01, 6.282E-01, 5.922E-01, 3.543E-01,-7.127E-01,-2.213E+00, 2.205E-01, 3.288E-01, 1.598E-01, 7.490E-01, 6.474E-01
