s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 9.000E+01, 7.204E+02, 3.592E+02, 3.275E+02, 2.687E+02, 1.688E+02, 4.764E+01, 5.289E+02, 4.952E+02, 4.886E+02, 4.440E+02, 3.510E+02, 7.215E+01, 1.178E+03, 9.375E+02, 8.938E+02, 8.195E+02, 6.333E+02, 9.722E+02, 3.109E+01, 1.792E+01, 5.859E+00, 2.087E+01, 8.008E-01, 6.695E-01, 3.258E-01, 1.907E+00, 3.596E+00,-2.507E-03,-9.574E-03, 5.394E-02,-1.133E+00,-3.254E-01, 8.466E-01, 6.931E-01, 2.693E-01,-9.701E-01,-3.115E+00, 1.773E-02,-7.333E-02,-1.492E-02, 8.804E-01, 3.065E-01
 1.000E+02, 6.865E+02, 4.174E+02, 3.811E+02, 3.240E+02, 2.248E+02, 5.103E+01, 5.278E+02, 4.951E+02, 4.885E+02, 4.565E+02, 3.865E+02, 7.894E+01, 1.129E+03, 8.885E+02, 8.764E+02, 7.818E+02, 9.554E+02, 1.025E+03, 2.927E+01, 1.801E+01, 5.981E+00, 3.049E+01, 8.398E-01, 7.243E-01, 4.352E-01, 2.070E+00, 3.595E+00,-8.476E-02,-4.991E-03, 3.757E-02,-1.476E+00,-2.334E-01, 8.866E-01, 7.559E-01, 4.060E-01,-1.009E+00,-3.070E+00,-1.887E-02,-5.597E-02,-7.237E-02, 6.702E-01, 1.621E-01
 1.100E+02, 7.443E+02, 4.083E+02, 3.736E+02, 3.100E+02, 2.167E+02, 5.213E+01, 5.349E+02, 5.040E+02, 4.947E+02, 4.554E+02, 3.711E+02, 9.018E+01, 1.148E+03, 9.140E+02, 8.872E+02, 8.043E+02, 1.029E+03, 1.019E+03, 2.934E+01, 1.817E+01, 5.980E+00, 2.739E+01, 8.348E-01, 7.434E-01, 4.136E-01, 2.028E+00, 3.644E+00,-7.046E-04, 4.188E-02, 1.173E-02,-1.428E+00,-1.305E-01, 8.865E-01, 7.869E-01, 4.017E-01,-1.025E+00,-3.107E+00,-2.280E-03,-3.844E-02,-2.715E-02, 7.885E-01, 1.281E-01
 1.200E+02, 7.029E+02, 4.149E+02, 3.768E+02, 3.195E+02, 2.040E+02, 4.744E+01, 5.270E+02, 4.982E+02, 4.859E+02, 4.564E+02, 3.804E+02, 8.186E+01, 1.142E+03, 9.193E+02, 8.949E+02, 7.953E+02, 9.428E+02, 9.640E+02, 3.202E+01, 1.774E+01, 6.159E+00, 2.617E+01, 8.557E-01, 7.223E-01, 3.868E-01, 1.891E+00, 3.649E+00, 3.555E-02,-2.814E-02,-2.877E-03,-9.628E-01,-5.959E-02, 9.105E-01, 7.650E-01, 3.547E-01,-1.012E+00,-3.144E+00, 2.462E-02,-3.689E-02,-4.818E-02, 6.801E-01, 1.954E-01
 1.300E+02, 6.976E+02, 4.116E+02, 3.783E+02, 3.095E+02, 2.006E+02, 5.047E+01, 5.251E+02, 4.956E+02, 4.888E+02, 4.617E+02, 3.789E+02, 8.274E+01, 1.156E+03, 8.976E+02, 9.278E+02, 7.905E+02, 1.021E+03, 9.552E+02, 3.066E+01, 1.878E+01, 6.186E+00, 3.028E+01, 8.579E-01, 7.266E-01, 3.688E-01, 1.999E+00, 3.572E+00,-6.769E-02,-1.955E-02, 1.860E-02,-1.239E+00,-4.114E-02, 9.058E-01, 7.475E-01, 2.993E-01,-1.001E+00,-3.038E+00,-4.316E-03,-9.307E-02, 2.879E-02, 8.360E-01, 1.108E-01
 1.400E+02, 6.986E+02, 4.285E+02, 3.965E+02, 3.278E+02, 2.067E+02, 5.613E+01, 5.412E+02, 5.117E+02, 5.027E+02, 4.675E+02, 4.048E+02, 8.934E+01, 1.154E+03, 9.275E+02, 8.858E+02, 8.083E+02, 9.974E+02, 9.850E+02, 3.057E+01, 1.903E+01, 6.342E+00, 2.881E+01, 8.444E-01, 7.173E-01, 4.547E-01, 2.197E+00, 3.700E+00,-8.462E-02, 3.406E-02,-5.741E-03,-1.599E+00,-1.937E-01, 8.857E-01, 7.551E-01, 4.136E-01,-1.169E+00,-3.173E+00, 1.448E-02,-7.896E-02,-8.213E-02, 7.353E-01, 2.331E-01
 1.500E+02, 6.926E+02, 4.523E+02, 4.336E+02, 3.806E+02, 2.443E+02, 6.151E+01, 5.325E+02, 4.993E+02, 4.929E+02, 4.779E+02, 4.001E+02, 9.845E+01, 1.071E+03, 8.809E+02, 8.647E+02, 7.863E+02, 9.612E+02, 1.026E+03, 2.976E+01, 1.777E+01, 6.417E+00, 3.149E+01, 8.742E-01, 7.470E-01, 4.196E-01, 2.198E+00, 3.700E+00,-9.783E-03, 2.816E-02, 7.118E-02,-1.711E+00,-6.338E-02, 9.347E-01, 7.830E-01, 2.893E-01,-1.072E+00,-3.196E+00, 3.754E-02,-4.242E-02,-4.969E-02, 6.495E-01, 1.031E-01
 1.600E+02, 6.592E+02, 4.371E+02, 4.069E+02, 3.413E+02, 2.325E+02, 5.166E+01, 5.289E+02, 5.005E+02, 4.907E+02, 4.625E+02, 3.863E+02, 1.138E+02, 1.077E+03, 8.679E+02, 8.752E+02, 7.655E+02, 8.537E+02, 9.804E+02, 2.837E+01, 1.810E+01, 6.434E+00, 3.264E+01, 8.857E-01, 7.530E-01, 3.533E-01, 2.205E+00, 3.745E+00, 3.473E-02,-1.725E-02, 7.213E-02,-1.645E+00, 7.505E-02, 9.433E-01, 7.816E-01, 2.523E-01,-1.173E+00,-3.241E+00, 5.213E-02,-6.216E-02,-3.072E-02, 8.068E-01, 3.294E-01
 1.700E+02, 6.853E+02, 4.063E+02, 3.691E+02, 3.327E+02, 2.337E+02, 5.412E+01, 5.349E+02, 5.059E+02, 4.946E+02, 4.511E+02, 4.095E+02, 1.129E+02, 1.132E+03, 9.078E+02, 8.939E+02, 7.912E+02, 8.706E+02, 1.025E+03, 3.100E+01, 1.829E+01, 6.540E+00, 2.841E+01, 8.950E-01, 7.532E-01, 4.116E-01, 2.295E+00, 3.803E+00,-9.044E-04,-8.380E-03, 4.909E-02,-1.762E+00,-2.415E-01, 9.535E-01, 7.862E-01, 3.500E-01,-1.135E+00,-3.290E+00, 3.124E-02,-5.246E-02,-7.491E-02, 7.130E-01, 6.587E-03
 1.800E+02, 6.902E+02, 4.211E+02, 3.856E+02, 3.285E+02, 2.467E+02, 5.829E+01, 5.307E+02, 4.952E+02, 4.883E+02, 4.615E+02, 4.136E+02, 1.219E+02, 1.090E+03, 8.600E+02, 8.528E+02, 7.571E+02, 8.943E+02, 9.636E+02, 3.436E+01, 1.753E+01, 6.580E+00, 3.093E+01, 8.985E-01, 7.733E-01, 4.380E-01, 2.348E+00, 3.713E+00,-1.386E-02,-2.219E-02, 5.257E-02,-1.880E+00,-2.363E-01, 9.589E-01, 8.119E-01, 3.462E-01,-1.166E+00,-3.189E+00, 1.783E-02,-7.393E-02,-4.716E-02, 5.265E-01, 1.464E-01
 1.900E+02, 7.031E+02, 4.351E+02, 4.021E+02, 3.432E+02, 2.187E+02, 5.221E+01, 5.356E+02, 5.062E+02, 4.982E+02, 4.722E+02, 3.938E+02, 9.680E+01, 1.174E+03, 9.088E+02, 9.491E+02, 8.123E+02, 1.107E+03, 1.026E+03, 3.161E+01, 1.995E+01, 6.835E+00, 3.396E+01, 8.870E-01, 7.670E-01, 3.406E-01, 2.262E+00, 3.658E+00, 3.409E-02, 2.904E-02, 3.261E-02,-1.650E+00,-8.594E-02, 9.469E-01, 8.081E-01, 3.075E-01,-1.156E+00,-3.142E+00, 6.212E-02,-6.679E-03,-4.221E-02, 6.616E-01, 2.734E-01
 2.000E+02, 6.994E+02, 4.485E+02, 4.134E+02, 3.338E+02, 2.278E+02, 5.533E+01, 5.429E+02, 5.098E+02, 5.010E+02, 4.679E+02, 4.014E+02, 1.032E+02, 1.124E+03, 8.983E+02, 8.674E+02, 8.092E+02, 9.354E+02, 1.040E+03, 3.156E+01, 1.837E+01, 6.782E+00, 3.198E+01, 9.229E-01, 7.504E-01, 4.707E-01, 2.176E+00, 3.669E+00,-5.199E-02, 2.959E-02,-4.817E-02,-1.538E+00,-6.053E-02, 9.629E-01, 7.801E-01, 3.881E-01,-1.074E+00,-3.140E+00, 6.084E-02,-7.313E-02,-1.716E-02, 6.665E-01, 1.408E-01
 2.100E+02, 7.117E+02, 4.263E+02, 3.984E+02, 3.320E+02, 2.288E+02, 5.467E+01, 5.438E+02, 5.129E+02, 5.044E+02, 4.609E+02, 3.761E+02, 1.021E+02, 1.117E+03, 9.018E+02, 8.715E+02, 8.094E+02, 9.764E+02, 1.004E+03, 3.229E+01, 1.865E+01, 7.045E+00, 3.159E+01, 8.911E-01, 7.651E-01, 4.179E-01, 2.171E+00, 3.738E+00, 6.081E-02, 8.467E-02, 2.094E-02,-1.488E+00,-1.848E-01, 9.484E-01, 7.947E-01, 3.617E-01,-1.157E+00,-3.204E+00, 6.105E-02,-7.662E-02,-2.233E-02, 7.774E-01, 2.081E-01
 2.200E+02, 6.798E+02, 4.628E+02, 4.156E+02, 3.321E+02, 2.267E+02, 5.458E+01, 5.368E+02, 5.069E+02, 4.989E+02, 4.742E+02, 4.136E+02, 1.166E+02, 1.103E+03, 8.634E+02, 8.610E+02, 7.922E+02, 9.933E+02, 9.303E+02, 3.272E+01, 1.866E+01, 7.026E+00, 3.473E+01, 9.027E-01, 7.649E-01, 3.658E-01, 2.183E+00, 3.661E+00, 7.198E-02, 4.546E-02, 6.694E-02,-1.442E+00,-3.121E-02, 9.636E-01, 8.013E-01, 2.232E-01,-1.132E+00,-3.156E+00, 8.974E-02,-4.598E-02, 7.369E-03, 7.708E-01, 2.545E-01
 2.300E+02, 7.572E+02, 4.345E+02, 3.923E+02, 3.187E+02, 2.123E+02, 5.643E+01, 5.317E+02, 5.088E+02, 4.996E+02, 4.727E+02, 4.053E+02, 1.017E+02, 1.124E+03, 9.256E+02, 9.094E+02, 7.814E+02, 8.888E+02, 9.781E+02, 3.473E+01, 1.912E+01, 7.231E+00, 2.976E+01, 9.079E-01, 7.811E-01, 4.167E-01, 2.118E+00, 3.653E+00, 7.907E-02, 3.327E-02, 4.348E-02,-1.412E+00,-1.021E-01, 9.697E-01, 8.204E-01, 3.751E-01,-1.102E+00,-3.143E+00, 4.712E-02,-3.480E-02,-8.182E-02, 7.803E-01, 2.897E-01
 2.400E+02, 7.528E+02, 4.516E+02, 4.204E+02, 3.467E+02, 2.183E+02, 5.642E+01, 5.442E+02, 5.163E+02, 5.066E+02, 4.689E+02, 3.899E+02, 9.851E+01, 1.152E+03, 9.391E+02, 9.018E+02, 8.000E+02, 9.997E+02, 1.003E+03, 3.513E+01, 1.917E+01, 7.409E+00, 2.952E+01, 9.036E-01, 7.550E-01, 3.637E-01, 2.168E+00, 3.747E+00, 1.508E-02, 1.186E-01, 5.134E-02,-1.307E+00,-1.428E-01, 9.583E-01, 7.881E-01, 3.486E-01,-1.179E+00,-3.257E+00, 3.414E-02,-7.721E-02,-4.225E-02, 8.590E-01, 1.789E-01
 2.500E+02, 7.340E+02, 4.273E+02, 3.911E+02, 3.273E+02, 2.429E+02, 5.846E+01, 5.552E+02, 5.226E+02, 5.161E+02, 4.877E+02, 4.124E+02, 1.018E+02, 1.146E+03, 9.328E+02, 9.353E+02, 8.282E+02, 1.041E+03, 9.717E+02, 3.363E+01, 2.003E+01, 7.426E+00, 3.075E+01, 8.990E-01, 7.507E-01, 3.249E-01, 2.170E+00, 3.723E+00, 7.839E-02, 8.065E-02, 6.362E-02,-1.263E+00,-2.765E-01, 9.584E-01, 7.791E-01, 1.663E-01,-1.194E+00,-3.241E+00, 9.650E-02,-6.225E-02,-6.802E-02, 8.468E-01, 4.581E-01
 2.600E+02, 7.158E+02, 4.533E+02, 4.256E+02, 3.340E+02, 2.223E+02, 5.693E+01, 5.460E+02, 5.134E+02, 5.023E+02, 4.802E+02, 4.187E+02, 1.038E+02, 1.139E+03, 9.235E+02, 9.098E+02, 8.074E+02, 1.008E+03, 1.069E+03, 3.480E+01, 1.921E+01, 7.631E+00, 3.137E+01, 9.168E-01, 7.814E-01, 3.465E-01, 2.188E+00, 3.690E+00,-7.005E-03, 2.572E-02, 7.708E-02,-1.500E+00,-1.211E-01, 9.674E-01, 8.151E-01, 2.498E-01,-1.131E+00,-3.170E+00, 1.047E-01,-8.111E-02,-3.598E-02, 8.212E-01, 1.786E-01
 2.700E+02, 6.958E+02, 4.594E+02, 4.320E+02, 3.440E+02, 2.243E+02, 5.658E+01, 5.628E+02, 5.244E+02, 5.161E+02, 4.863E+02, 4.119E+02, 1.022E+02, 1.158E+03, 9.259E+02, 9.064E+02, 8.231E+02, 9.324E+02, 1.006E+03, 3.142E+01, 1.962E+01, 7.696E+00, 3.112E+01, 9.254E-01, 7.837E-01, 4.081E-01, 2.214E+00, 3.836E+00, 7.255E-02,-3.239E-02,-8.332E-03,-1.339E+00,-6.102E-02, 9.827E-01, 8.171E-01, 3.205E-01,-1.147E+00,-3.300E+00, 9.224E-02,-1.919E-02,-6.785E-03, 8.107E-01, 1.427E-01
 2.800E+02, 7.234E+02, 4.668E+02, 4.165E+02, 3.210E+02, 2.255E+02, 5.796E+01, 5.498E+02, 5.181E+02, 5.089E+02, 4.730E+02, 4.201E+02, 1.261E+02, 1.116E+03, 8.904E+02, 9.057E+02, 7.907E+02, 9.190E+02, 1.017E+03, 3.443E+01, 1.932E+01, 7.665E+00, 3.393E+01, 9.209E-01, 8.116E-01, 4.805E-01, 2.300E+00, 3.757E+00, 8.174E-02, 1.147E-02,-2.996E-03,-1.588E+00,-1.364E-01, 9.792E-01, 8.402E-01, 3.448E-01,-1.224E+00,-3.216E+00, 1.623E-02,-1.165E-02, 1.045E-02, 6.725E-01,-1.727E-02
 2.900E+02, 6.944E+02, 4.418E+02, 4.133E+02, 3.389E+02, 2.141E+02, 5.870E+01, 5.572E+02, 5.189E+02, 5.127E+02, 4.780E+02, 3.954E+02, 1.060E+02, 1.126E+03, 8.885E+02, 9.121E+02, 8.357E+02, 9.709E+02, 9.889E+02, 3.295E+01, 2.002E+01, 7.823E+00, 3.152E+01, 9.019E-01, 7.777E-01, 3.232E-01, 2.411E+00, 3.663E+00, 9.949E-02, 3.794E-02, 2.874E-02,-1.734E+00,-2.047E-01, 9.604E-01, 8.080E-01, 1.451E-01,-1.279E+00,-3.160E+00, 2.460E-02,-2.539E-02, 3.628E-02, 7.000E-01, 3.812E-01
 3.000E+02, 7.138E+02, 4.423E+02, 4.064E+02, 3.493E+02, 2.442E+02, 6.450E+01, 5.702E+02, 5.264E+02, 5.163E+02, 4.897E+02, 4.259E+02, 1.081E+02, 1.172E+03, 9.481E+02, 9.437E+02, 8.559E+02, 1.041E+03, 1.032E+03, 3.438E+01, 2.047E+01, 7.861E+00, 3.351E+01, 9.384E-01, 7.756E-01, 4.285E-01, 2.302E+00, 3.746E+00, 4.626E-03,-4.785E-02, 8.894E-02,-1.633E+00,-2.412E-01, 9.992E-01, 8.091E-01, 3.492E-01,-1.155E+00,-3.224E+00, 4.580E-02,-4.915E-02, 3.901E-02, 7.387E-01, 7.066E-02
 3.100E+02, 8.430E+02, 5.845E+02, 5.423E+02, 4.783E+02, 3.561E+02, 6.708E+01, 6.052E+02, 5.648E+02, 5.604E+02, 5.404E+02, 4.967E+02, 1.420E+02, 1.247E+03, 1.140E+03, 9.788E+02, 9.451E+02, 8.190E+02, 1.148E+03, 6.545E+01, 2.777E+01, 1.223E+01, 4.417E+01, 9.210E-01, 7.371E-01, 5.344E-01, 2.607E+00, 4.174E+00,-1.072E-01,-5.253E-02,-7.795E-03,-1.894E+00,-3.592E-02, 9.658E-01, 7.621E-01, 3.656E-02,-1.408E+00,-3.638E+00,-2.057E-02,-1.333E-01, 1.420E-01, 5.156E-01, 1.775E-01
 3.200E+02, 8.688E+02, 6.671E+02, 6.216E+02, 4.894E+02, 2.865E+02, 7.241E+01, 5.797E+02, 5.554E+02, 5.510E+02, 5.401E+02, 4.849E+02, 1.571E+02, 1.160E+03, 1.135E+03, 8.864E+02, 8.927E+02, 7.479E+02, 1.151E+03, 8.848E+01, 2.832E+01, 1.523E+01, 4.702E+01, 1.037E+00, 8.416E-01, 4.948E-01, 2.541E+00, 4.207E+00, 6.521E-03,-2.943E-02, 1.071E-01,-1.915E+00, 3.568E-01, 1.103E+00, 8.557E-01, 7.965E-02,-1.290E+00,-3.709E+00, 4.509E-02,-1.024E-01, 9.571E-02, 5.742E-01, 7.069E-02
 3.300E+02, 8.358E+02, 7.455E+02, 6.989E+02, 5.122E+02, 2.441E+02, 7.762E+01, 5.702E+02, 5.473E+02, 5.428E+02, 5.289E+02, 4.634E+02, 1.187E+02, 1.117E+03, 1.065E+03, 8.351E+02, 8.561E+02, 8.378E+02, 1.052E+03, 9.980E+01, 2.815E+01, 1.655E+01, 4.394E+01, 1.028E+00, 8.222E-01, 4.017E-01, 2.433E+00, 4.094E+00, 1.700E-02, 7.688E-02,-6.722E-02,-1.548E+00, 3.159E-02, 1.092E+00, 8.572E-01, 2.482E-01,-1.247E+00,-3.590E+00, 8.535E-02,-6.773E-02, 4.368E-02, 5.588E-01, 1.540E-01
 3.400E+02, 7.919E+02, 7.376E+02, 6.951E+02, 5.435E+02, 2.934E+02, 7.767E+01, 5.715E+02, 5.489E+02, 5.448E+02, 5.357E+02, 4.901E+02, 1.399E+02, 1.097E+03, 1.062E+03, 8.324E+02, 8.506E+02, 8.984E+02, 1.099E+03, 9.602E+01, 3.027E+01, 1.707E+01, 4.653E+01, 1.054E+00, 8.443E-01, 4.282E-01, 2.651E+00, 4.119E+00,-1.543E-02,-3.821E-02, 7.971E-02,-1.788E+00, 2.061E-01, 1.123E+00, 8.875E-01, 6.609E-02,-1.422E+00,-3.571E+00, 6.487E-02,-1.220E-01, 1.000E-01, 5.204E-01, 2.464E-01
 3.500E+02, 8.371E+02, 7.298E+02, 6.837E+02, 5.180E+02, 2.701E+02, 8.324E+01, 5.786E+02, 5.554E+02, 5.514E+02, 5.448E+02, 5.084E+02, 1.646E+02, 1.104E+03, 1.057E+03, 8.456E+02, 8.520E+02, 6.384E+02, 1.108E+03, 9.849E+01, 2.973E+01, 1.727E+01, 4.361E+01, 1.077E+00, 8.831E-01, 5.090E-01, 2.579E+00, 4.239E+00,-9.454E-02,-4.978E-02, 1.375E-01,-1.807E+00, 2.521E-01, 1.131E+00, 9.204E-01, 1.879E-01,-1.289E+00,-3.694E+00, 4.024E-02,-1.083E-01, 3.778E-02, 6.017E-01, 1.017E-01
 3.600E+02, 9.015E+02, 7.358E+02, 7.015E+02, 5.393E+02, 2.923E+02, 8.729E+01, 5.885E+02, 5.707E+02, 5.656E+02, 5.515E+02, 5.109E+02, 1.799E+02, 1.153E+03, 1.074E+03, 8.933E+02, 9.198E+02, 6.612E+02, 1.104E+03, 1.005E+02, 3.145E+01, 1.815E+01, 5.251E+01, 1.081E+00, 8.519E-01, 4.595E-01, 2.965E+00, 4.414E+00,-5.727E-02,-1.341E-02, 5.687E-02,-2.345E+00, 5.684E-01, 1.139E+00, 9.015E-01, 1.472E-02,-1.452E+00,-3.879E+00, 8.813E-02,-5.458E-02, 1.954E-01, 4.382E-01,-7.051E-02
 3.700E+02, 9.253E+02, 8.479E+02, 7.899E+02, 6.030E+02, 3.511E+02, 9.187E+01, 6.328E+02, 6.004E+02, 5.958E+02, 5.800E+02, 5.375E+02, 1.714E+02, 1.196E+03, 1.121E+03, 9.148E+02, 9.521E+02, 8.135E+02, 1.074E+03, 1.101E+02, 3.421E+01, 1.922E+01, 5.233E+01, 1.118E+00, 8.825E-01, 4.699E-01, 3.132E+00, 4.413E+00, 4.063E-02, 3.374E-03,-1.265E-01,-2.495E+00,-2.047E-02, 1.190E+00, 9.225E-01,-3.159E-02,-1.602E+00,-3.847E+00, 7.124E-02,-8.980E-02, 2.889E-01, 1.498E-01, 1.377E-01
