s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 9.000E+01, 3.559E+02, 1.357E+02, 9.941E+01, 4.800E+01, 3.317E+01, 3.060E+01, 3.612E+02, 3.015E+02, 2.633E+02, 1.528E+02, 5.408E+01, 3.695E+01, 7.227E+02, 4.583E+02, 5.474E+02, 4.707E+02, 6.132E+02, 6.324E+02, 6.852E+00, 4.123E+00, 1.877E+00, 1.703E+01, 2.291E-01, 2.115E-01, 1.741E-01, 1.332E-01, 8.871E-01,-2.807E-03,-8.359E-03, 1.044E-02, 1.965E-02,-3.485E-01, 2.274E-01, 2.030E-01, 1.671E-01,-9.495E-02,-6.043E-01,-4.224E-02,-6.270E-02,-3.051E-02, 4.582E-02, 8.716E-02, 2.538E-01,-6.432E-02
 1.000E+02, 3.619E+02, 1.449E+02, 1.140E+02, 6.307E+01, 3.704E+01, 3.104E+01, 3.506E+02, 2.911E+02, 2.578E+02, 1.482E+02, 6.227E+01, 3.863E+01, 7.353E+02, 4.409E+02, 5.571E+02, 4.357E+02, 5.917E+02, 6.263E+02, 6.846E+00, 3.939E+00, 1.909E+00, 1.827E+01, 2.422E-01, 2.226E-01, 1.881E-01, 1.363E-01, 8.843E-01, 6.431E-03,-2.636E-02,-5.899E-02, 4.426E-02,-2.655E-01, 2.425E-01, 2.216E-01, 1.774E-01,-6.675E-02,-6.619E-01,-2.891E-02,-2.917E-02,-3.585E-02, 4.713E-02, 8.475E-02, 2.863E-01,-5.642E-02
 1.100E+02, 3.542E+02, 1.406E+02, 9.833E+01, 4.805E+01, 3.322E+01, 3.046E+01, 3.663E+02, 2.964E+02, 2.597E+02, 1.430E+02, 4.990E+01, 3.813E+01, 7.199E+02, 4.451E+02, 5.481E+02, 4.664E+02, 6.218E+02, 7.098E+02, 6.997E+00, 4.075E+00, 1.978E+00, 1.848E+01, 2.345E-01, 2.194E-01, 1.832E-01, 1.213E-01, 8.687E-01,-8.713E-03, 1.658E-02,-4.313E-02,-4.662E-03,-2.775E-01, 2.368E-01, 2.161E-01, 1.722E-01,-3.695E-02,-6.388E-01,-2.810E-02,-4.838E-02,-3.235E-02, 3.322E-02, 4.532E-02, 3.038E-01,-7.952E-02
 1.200E+02, 3.348E+02, 1.538E+02, 1.151E+02, 5.493E+01, 3.545E+01, 3.178E+01, 3.710E+02, 2.921E+02, 2.496E+02, 1.291E+02, 5.202E+01, 3.838E+01, 7.846E+02, 4.421E+02, 5.985E+02, 4.739E+02, 5.707E+02, 6.293E+02, 6.894E+00, 4.308E+00, 2.071E+00, 1.739E+01, 2.446E-01, 2.196E-01, 1.801E-01, 1.497E-01, 8.767E-01, 1.048E-04,-1.397E-02,-2.947E-02, 3.885E-02,-3.214E-01, 2.413E-01, 2.100E-01, 1.753E-01,-9.918E-02,-6.333E-01,-4.328E-02,-6.668E-02,-4.017E-02, 6.770E-02, 7.605E-02, 3.045E-01,-9.254E-02
 1.300E+02, 3.248E+02, 1.584E+02, 1.185E+02, 6.064E+01, 3.778E+01, 3.127E+01, 3.759E+02, 3.073E+02, 2.645E+02, 1.295E+02, 6.336E+01, 3.839E+01, 7.670E+02, 4.474E+02, 5.849E+02, 4.745E+02, 6.472E+02, 6.907E+02, 6.365E+00, 4.257E+00, 2.120E+00, 1.925E+01, 2.419E-01, 2.179E-01, 1.749E-01, 1.178E-01, 9.213E-01, 4.504E-03,-1.972E-02,-1.833E-02, 1.751E-02,-3.380E-01, 2.454E-01, 2.132E-01, 1.649E-01,-6.342E-02,-6.632E-01,-2.271E-02,-5.324E-02,-6.030E-02, 6.256E-02, 2.611E-02, 2.286E-01,-3.867E-02
 1.400E+02, 3.519E+02, 1.365E+02, 9.838E+01, 5.175E+01, 3.733E+01, 3.153E+01, 3.827E+02, 3.066E+02, 2.499E+02, 1.203E+02, 4.973E+01, 3.896E+01, 7.753E+02, 4.924E+02, 5.877E+02, 5.064E+02, 6.471E+02, 6.305E+02, 7.008E+00, 4.515E+00, 2.213E+00, 1.863E+01, 2.498E-01, 2.372E-01, 1.958E-01, 1.115E-01, 8.944E-01, 3.371E-02,-6.507E-03,-7.652E-02, 5.423E-02,-3.327E-01, 2.443E-01, 2.092E-01, 1.660E-01,-7.987E-02,-6.438E-01,-3.555E-02,-9.800E-02,-6.015E-02, 2.961E-02, 2.132E-02, 2.196E-01,-8.331E-02
 1.500E+02, 3.201E+02, 1.495E+02, 1.147E+02, 5.529E+01, 3.659E+01, 3.300E+01, 3.774E+02, 2.894E+02, 2.428E+02, 1.158E+02, 4.608E+01, 3.949E+01, 7.884E+02, 4.568E+02, 6.216E+02, 4.795E+02, 5.931E+02, 6.600E+02, 6.090E+00, 4.654E+00, 2.277E+00, 1.848E+01, 2.581E-01, 2.352E-01, 1.928E-01, 1.503E-01, 9.121E-01,-9.181E-03,-1.572E-02,-4.953E-02, 6.436E-02,-3.901E-01, 2.546E-01, 2.184E-01, 1.796E-01,-8.576E-02,-6.891E-01,-5.024E-02,-7.479E-02,-4.926E-02, 5.333E-02, 5.963E-02, 2.636E-01,-8.704E-02
 1.600E+02, 3.223E+02, 1.417E+02, 1.155E+02, 6.503E+01, 3.860E+01, 3.315E+01, 3.636E+02, 2.936E+02, 2.495E+02, 1.478E+02, 5.781E+01, 4.017E+01, 7.771E+02, 4.284E+02, 5.932E+02, 4.506E+02, 6.420E+02, 6.651E+02, 6.505E+00, 4.395E+00, 2.266E+00, 1.914E+01, 2.588E-01, 2.411E-01, 2.162E-01, 1.403E-01, 9.170E-01,-1.632E-02,-2.986E-02,-4.884E-02, 4.697E-02,-2.525E-01, 2.577E-01, 2.379E-01, 2.070E-01,-7.409E-02,-6.814E-01,-4.659E-02,-2.490E-02,-2.263E-02, 2.637E-02, 7.095E-03, 2.955E-01,-7.932E-02
 1.700E+02, 3.403E+02, 1.474E+02, 1.053E+02, 5.047E+01, 3.662E+01, 3.297E+01, 3.767E+02, 3.003E+02, 2.461E+02, 1.109E+02, 5.027E+01, 4.092E+01, 7.630E+02, 4.483E+02, 6.008E+02, 4.795E+02, 6.890E+02, 6.718E+02, 6.657E+00, 4.474E+00, 2.358E+00, 1.875E+01, 2.518E-01, 2.327E-01, 2.045E-01, 1.407E-01, 9.274E-01, 3.975E-03, 5.373E-03,-8.380E-02, 8.458E-02,-3.278E-01, 2.527E-01, 2.343E-01, 1.801E-01,-6.286E-02,-6.870E-01,-3.317E-02,-2.351E-02,-4.277E-02, 4.496E-02, 8.266E-02, 2.163E-01,-8.678E-02
 1.800E+02, 3.622E+02, 1.414E+02, 1.002E+02, 4.722E+01, 3.520E+01, 3.181E+01, 3.759E+02, 3.121E+02, 2.689E+02, 1.245E+02, 5.206E+01, 4.103E+01, 8.084E+02, 4.772E+02, 6.302E+02, 4.786E+02, 5.929E+02, 6.561E+02, 7.336E+00, 4.565E+00, 2.414E+00, 1.810E+01, 2.561E-01, 2.470E-01, 1.999E-01, 1.333E-01, 8.540E-01, 4.089E-02,-3.241E-02,-6.121E-02, 3.009E-02,-3.192E-01, 2.561E-01, 2.328E-01, 1.730E-01,-7.195E-02,-6.163E-01,-1.643E-02,-7.352E-02,-7.467E-02, 5.393E-02, 1.057E-01, 2.799E-01,-6.209E-02
 1.900E+02, 3.213E+02, 1.410E+02, 1.100E+02, 5.301E+01, 3.741E+01, 3.296E+01, 3.844E+02, 2.857E+02, 2.444E+02, 1.035E+02, 5.155E+01, 4.120E+01, 7.965E+02, 4.569E+02, 6.001E+02, 4.907E+02, 6.252E+02, 6.939E+02, 6.558E+00, 4.511E+00, 2.449E+00, 1.866E+01, 2.809E-01, 2.632E-01, 2.088E-01, 1.704E-01, 9.180E-01, 6.273E-02,-7.287E-02,-7.034E-02, 1.031E-01,-2.719E-01, 2.691E-01, 2.426E-01, 1.807E-01,-1.224E-01,-7.089E-01,-2.912E-02,-8.069E-02,-6.883E-02, 7.034E-02, 2.993E-02, 1.870E-01,-6.621E-02
 2.000E+02, 3.255E+02, 1.282E+02, 9.589E+01, 5.423E+01, 3.801E+01, 3.374E+01, 3.756E+02, 2.940E+02, 2.519E+02, 1.241E+02, 4.899E+01, 4.067E+01, 8.438E+02, 4.553E+02, 6.572E+02, 4.827E+02, 6.008E+02, 6.688E+02, 6.857E+00, 4.897E+00, 2.509E+00, 1.852E+01, 2.613E-01, 2.391E-01, 2.069E-01, 1.704E-01, 9.064E-01, 7.611E-04, 3.343E-02,-3.060E-02, 1.088E-01,-2.974E-01, 2.533E-01, 2.335E-01, 1.920E-01,-9.305E-02,-6.927E-01,-6.525E-02,-6.323E-02,-5.950E-02, 5.580E-02, 1.670E-02, 2.835E-01,-7.282E-02
 2.100E+02, 3.506E+02, 1.525E+02, 1.162E+02, 6.082E+01, 3.780E+01, 3.347E+01, 3.802E+02, 3.001E+02, 2.438E+02, 1.138E+02, 5.319E+01, 4.184E+01, 7.939E+02, 4.478E+02, 6.208E+02, 4.806E+02, 5.441E+02, 6.410E+02, 7.421E+00, 4.631E+00, 2.551E+00, 1.832E+01, 2.711E-01, 2.636E-01, 2.118E-01, 1.886E-01, 8.989E-01, 6.622E-02,-6.623E-02,-8.131E-02, 1.329E-01,-2.506E-01, 2.636E-01, 2.381E-01, 1.842E-01,-6.993E-02,-6.966E-01,-3.560E-02,-8.889E-02,-5.383E-02, 4.399E-02,-1.133E-02, 2.332E-01,-5.719E-02
 2.200E+02, 3.412E+02, 1.503E+02, 1.057E+02, 4.758E+01, 3.808E+01, 3.462E+01, 3.953E+02, 3.053E+02, 2.485E+02, 1.103E+02, 4.890E+01, 4.153E+01, 8.416E+02, 4.805E+02, 6.331E+02, 5.179E+02, 5.717E+02, 6.298E+02, 7.158E+00, 4.692E+00, 2.613E+00, 1.774E+01, 2.652E-01, 2.458E-01, 2.055E-01, 1.662E-01, 9.154E-01, 4.153E-02,-2.433E-03,-4.989E-02, 1.045E-01,-3.787E-01, 2.535E-01, 2.243E-01, 1.859E-01,-6.531E-02,-6.982E-01,-7.215E-02,-9.745E-02,-5.262E-02, 5.005E-02, 4.848E-04, 2.240E-01,-7.978E-02
 2.300E+02, 3.121E+02, 1.317E+02, 1.018E+02, 5.461E+01, 3.671E+01, 3.147E+01, 3.818E+02, 2.985E+02, 2.471E+02, 1.123E+02, 5.050E+01, 4.267E+01, 8.397E+02, 4.492E+02, 6.478E+02, 4.921E+02, 6.687E+02, 6.715E+02, 6.821E+00, 4.821E+00, 2.664E+00, 1.913E+01, 2.673E-01, 2.536E-01, 2.157E-01, 1.846E-01, 9.171E-01, 3.193E-02,-4.517E-02,-7.052E-02, 1.148E-01,-2.729E-01, 2.666E-01, 2.540E-01, 1.983E-01,-1.257E-01,-7.082E-01,-3.102E-02,-1.009E-02,-6.151E-02, 6.709E-02, 2.411E-02, 2.596E-01,-9.941E-02
 2.400E+02, 3.225E+02, 1.350E+02, 9.560E+01, 5.079E+01, 3.885E+01, 3.450E+01, 3.759E+02, 2.962E+02, 2.578E+02, 1.463E+02, 5.964E+01, 4.279E+01, 8.452E+02, 4.196E+02, 6.432E+02, 4.706E+02, 6.039E+02, 6.777E+02, 6.927E+00, 4.579E+00, 2.650E+00, 1.965E+01, 2.830E-01, 2.669E-01, 2.216E-01, 1.988E-01, 9.359E-01, 5.068E-02,-7.304E-02,-8.454E-02, 8.301E-02,-2.388E-01, 2.808E-01, 2.481E-01, 1.874E-01,-1.700E-01,-7.282E-01,-3.998E-02,-7.311E-02,-8.999E-02, 8.172E-02,-1.829E-02, 2.751E-01,-5.114E-02
 2.500E+02, 3.289E+02, 1.407E+02, 9.762E+01, 5.154E+01, 4.000E+01, 3.449E+01, 3.853E+02, 3.048E+02, 2.514E+02, 1.278E+02, 5.305E+01, 4.284E+01, 7.776E+02, 4.531E+02, 6.042E+02, 4.836E+02, 6.558E+02, 7.515E+02, 6.765E+00, 4.558E+00, 2.694E+00, 2.097E+01, 2.846E-01, 2.690E-01, 2.277E-01, 1.797E-01, 8.886E-01, 7.551E-02,-9.568E-02,-5.670E-02, 1.052E-01,-2.811E-01, 2.700E-01, 2.425E-01, 2.103E-01,-1.172E-01,-7.089E-01,-5.725E-02,-6.561E-02,-7.204E-02, 6.645E-02, 7.640E-02, 3.067E-01,-9.916E-02
 2.600E+02, 3.182E+02, 1.240E+02, 8.394E+01, 4.908E+01, 3.929E+01, 3.430E+01, 3.831E+02, 3.163E+02, 2.668E+02, 1.285E+02, 5.135E+01, 4.345E+01, 8.507E+02, 4.373E+02, 6.484E+02, 4.960E+02, 5.980E+02, 6.211E+02, 7.504E+00, 4.843E+00, 2.754E+00, 1.984E+01, 2.766E-01, 2.597E-01, 2.058E-01, 1.490E-01, 9.080E-01, 3.579E-02,-5.178E-02,-1.888E-02, 9.547E-02,-2.933E-01, 2.706E-01, 2.333E-01, 1.801E-01,-8.859E-02,-7.068E-01,-5.042E-02,-9.882E-02,-8.873E-02, 8.194E-02, 6.194E-02, 3.063E-01,-1.018E-01
 2.700E+02, 3.401E+02, 1.562E+02, 1.116E+02, 5.123E+01, 3.923E+01, 3.436E+01, 3.792E+02, 3.047E+02, 2.555E+02, 1.262E+02, 5.252E+01, 4.332E+01, 8.203E+02, 4.373E+02, 6.439E+02, 4.740E+02, 6.133E+02, 6.589E+02, 7.188E+00, 4.766E+00, 2.778E+00, 1.908E+01, 2.834E-01, 2.637E-01, 2.218E-01, 2.040E-01, 9.554E-01, 1.484E-02,-7.695E-02,-3.418E-02, 1.276E-01,-3.010E-01, 2.840E-01, 2.437E-01, 2.096E-01,-1.378E-01,-7.325E-01,-4.120E-02,-7.473E-02,-7.106E-02, 8.060E-02, 1.379E-02, 2.051E-01,-8.604E-02
 2.800E+02, 2.990E+02, 1.341E+02, 1.083E+02, 6.082E+01, 4.033E+01, 3.616E+01, 3.793E+02, 3.150E+02, 2.751E+02, 1.377E+02, 5.589E+01, 4.423E+01, 8.272E+02, 4.052E+02, 6.249E+02, 4.710E+02, 6.719E+02, 7.320E+02, 6.365E+00, 4.735E+00, 2.772E+00, 2.125E+01, 2.977E-01, 2.834E-01, 2.405E-01, 2.133E-01, 9.322E-01, 3.053E-02,-9.773E-02,-7.208E-02, 1.049E-01,-1.968E-01, 2.938E-01, 2.525E-01, 2.093E-01,-1.633E-01,-7.339E-01,-4.613E-02,-9.076E-02,-8.759E-02, 5.253E-02, 8.579E-03, 2.716E-01,-5.226E-02
 2.900E+02, 3.178E+02, 1.654E+02, 1.240E+02, 5.539E+01, 4.015E+01, 3.609E+01, 3.749E+02, 3.053E+02, 2.663E+02, 1.476E+02, 5.781E+01, 4.392E+01, 8.305E+02, 4.256E+02, 6.408E+02, 4.720E+02, 6.483E+02, 7.252E+02, 7.364E+00, 4.629E+00, 2.833E+00, 2.048E+01, 2.933E-01, 2.829E-01, 2.500E-01, 2.286E-01, 9.592E-01, 5.838E-02,-8.682E-02,-9.522E-02, 1.600E-01,-2.677E-01, 2.883E-01, 2.644E-01, 2.166E-01,-1.343E-01,-7.496E-01,-2.148E-02,-7.196E-02,-6.527E-02, 5.891E-02,-2.993E-02, 3.036E-01,-4.811E-02
 3.000E+02, 3.138E+02, 1.444E+02, 1.136E+02, 5.924E+01, 4.035E+01, 3.463E+01, 3.746E+02, 3.031E+02, 2.679E+02, 1.392E+02, 6.184E+01, 4.411E+01, 8.030E+02, 4.194E+02, 6.291E+02, 4.743E+02, 6.368E+02, 6.592E+02, 6.987E+00, 4.736E+00, 2.846E+00, 2.034E+01, 2.931E-01, 2.723E-01, 2.294E-01, 2.178E-01, 9.599E-01, 2.776E-02,-7.244E-02,-5.355E-02, 9.330E-02,-3.104E-01, 2.878E-01, 2.542E-01, 2.118E-01,-1.503E-01,-7.369E-01,-4.399E-02,-7.448E-02,-6.585E-02, 6.857E-02, 6.644E-03, 2.849E-01,-4.494E-02
 3.100E+02, 6.032E+02, 2.555E+02, 1.863E+02, 8.595E+01, 4.365E+01, 3.515E+01, 5.526E+02, 4.694E+02, 4.250E+02, 2.480E+02, 8.131E+01, 4.713E+01, 1.168E+03, 6.197E+02, 1.031E+03, 7.332E+02, 7.526E+02, 8.687E+02, 1.690E+01, 1.199E+01, 5.420E+00, 2.457E+01, 2.993E-01, 2.705E-01, 2.249E-01, 2.495E-01, 1.224E+00, 7.995E-04,-3.587E-02,-3.501E-02, 8.260E-02,-2.097E-01, 2.993E-01, 2.638E-01, 2.118E-01,-1.959E-01,-9.962E-01,-3.279E-02,-5.319E-02,-8.050E-02, 1.137E-01,-8.430E-03, 4.374E-01,-1.206E-02
 3.200E+02, 6.356E+02, 2.694E+02, 1.965E+02, 8.407E+01, 4.611E+01, 3.811E+01, 5.978E+02, 4.991E+02, 4.327E+02, 2.120E+02, 7.556E+01, 5.194E+01, 1.214E+03, 6.633E+02, 1.093E+03, 7.941E+02, 6.621E+02, 9.146E+02, 1.820E+01, 1.434E+01, 6.542E+00, 2.462E+01, 3.367E-01, 3.140E-01, 2.491E-01, 2.513E-01, 1.298E+00, 6.006E-02,-9.311E-02,-7.591E-02, 1.021E-01,-2.136E-01, 3.313E-01, 2.895E-01, 2.179E-01,-1.984E-01,-1.088E+00,-3.254E-02,-7.831E-02,-7.883E-02, 8.785E-02, 2.935E-02, 5.088E-01,-3.406E-02
 3.300E+02, 6.558E+02, 2.599E+02, 1.905E+02, 8.931E+01, 5.162E+01, 4.111E+01, 5.918E+02, 5.090E+02, 4.645E+02, 2.739E+02, 9.482E+01, 5.355E+01, 1.226E+03, 6.397E+02, 1.116E+03, 8.060E+02, 7.588E+02, 9.333E+02, 1.924E+01, 1.441E+01, 7.062E+00, 2.601E+01, 3.466E-01, 3.229E-01, 2.497E-01, 2.976E-01, 1.251E+00, 6.105E-02,-1.079E-01,-1.186E-02, 1.484E-01,-2.386E-01, 3.387E-01, 2.862E-01, 2.306E-01,-2.307E-01,-1.069E+00,-4.381E-02,-1.051E-01,-9.510E-02, 1.351E-01, 6.447E-02, 4.664E-01,-1.350E-02
 3.400E+02, 5.793E+02, 2.451E+02, 1.876E+02, 8.985E+01, 5.001E+01, 4.047E+01, 6.119E+02, 5.008E+02, 4.387E+02, 2.251E+02, 8.973E+01, 5.515E+01, 1.219E+03, 6.174E+02, 1.092E+03, 8.125E+02, 8.321E+02, 9.582E+02, 1.799E+01, 1.549E+01, 7.524E+00, 2.659E+01, 3.594E-01, 3.387E-01, 2.735E-01, 3.253E-01, 1.316E+00, 6.694E-02,-9.030E-02,-7.404E-02, 9.909E-02,-1.822E-01, 3.529E-01, 3.107E-01, 2.460E-01,-2.607E-01,-1.080E+00,-4.136E-02,-1.044E-01,-8.819E-02, 1.131E-01, 2.806E-02, 4.624E-01,-1.195E-02
 3.500E+02, 5.605E+02, 2.593E+02, 1.831E+02, 7.944E+01, 5.113E+01, 4.105E+01, 6.196E+02, 4.898E+02, 4.344E+02, 2.268E+02, 8.402E+01, 5.691E+01, 1.227E+03, 5.752E+02, 1.127E+03, 8.019E+02, 8.445E+02, 9.860E+02, 1.716E+01, 1.581E+01, 7.783E+00, 2.747E+01, 3.546E-01, 3.308E-01, 2.740E-01, 2.927E-01, 1.343E+00, 3.872E-02,-7.568E-02,-7.761E-02, 1.338E-01,-1.730E-01, 3.558E-01, 3.242E-01, 2.549E-01,-2.393E-01,-1.100E+00,-3.630E-02,-3.842E-02,-8.597E-02, 1.262E-01,-2.332E-02, 5.220E-01, 2.242E-02
