s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 9.000E+01, 5.590E+02, 3.919E+02, 3.494E+02, 1.981E+02, 1.027E+02, 5.371E+01, 5.324E+02, 4.778E+02, 4.622E+02, 3.916E+02, 2.092E+02, 8.623E+01, 1.084E+03, 7.416E+02, 9.123E+02, 7.606E+02, 5.317E+02, 6.905E+02, 2.823E+01, 1.884E+01, 8.670E+00, 3.795E+01, 9.944E-01, 8.373E-01, 5.871E-01, 1.144E+00, 2.783E+00, 3.177E-02,-6.674E-02,-8.243E-03, 5.141E-01,-5.384E-01, 1.032E+00, 8.374E-01, 5.523E-01,-7.846E-01,-2.209E+00,-1.122E-01,-2.087E-01,-1.313E-01, 4.338E-01, 1.233E+00, 1.415E+00, 2.548E+00
 1.000E+02, 5.818E+02, 3.807E+02, 3.429E+02, 1.954E+02, 1.036E+02, 5.505E+01, 5.363E+02, 5.038E+02, 4.862E+02, 3.961E+02, 2.083E+02, 8.408E+01, 1.092E+03, 7.273E+02, 9.565E+02, 7.699E+02, 6.996E+02, 7.183E+02, 3.031E+01, 1.943E+01, 9.071E+00, 3.983E+01, 1.025E+00, 8.587E-01, 6.121E-01, 1.094E+00, 2.932E+00,-2.318E-02,-8.066E-02,-3.112E-02, 4.456E-01,-6.419E-01, 1.063E+00, 8.618E-01, 5.989E-01,-7.611E-01,-2.357E+00,-9.319E-02,-2.319E-01,-1.897E-01, 3.316E-01, 1.054E+00, 1.261E+00, 2.539E+00
 1.100E+02, 5.792E+02, 3.992E+02, 3.394E+02, 1.969E+02, 9.911E+01, 5.740E+01, 5.319E+02, 4.931E+02, 4.784E+02, 3.888E+02, 2.128E+02, 8.508E+01, 1.055E+03, 7.460E+02, 9.113E+02, 7.597E+02, 7.261E+02, 8.602E+02, 3.075E+01, 1.829E+01, 9.362E+00, 4.250E+01, 1.043E+00, 8.650E-01, 5.844E-01, 1.191E+00, 2.944E+00, 2.125E-02,-3.095E-02,-2.765E-03, 4.871E-01,-3.255E-01, 1.078E+00, 8.847E-01, 5.697E-01,-8.151E-01,-2.376E+00,-1.095E-01,-2.105E-01,-1.949E-01, 3.853E-01, 1.050E+00, 1.261E+00, 2.440E+00
 1.200E+02, 5.700E+02, 3.973E+02, 3.548E+02, 2.211E+02, 9.773E+01, 6.031E+01, 5.305E+02, 5.009E+02, 4.888E+02, 4.280E+02, 2.449E+02, 8.670E+01, 1.098E+03, 6.928E+02, 9.336E+02, 7.214E+02, 6.439E+02, 8.269E+02, 3.150E+01, 1.964E+01, 9.669E+00, 4.441E+01, 1.053E+00, 9.091E-01, 6.539E-01, 1.223E+00, 2.963E+00, 9.227E-02,-1.782E-01,-9.486E-02, 4.945E-01,-5.129E-01, 1.091E+00, 8.931E-01, 6.089E-01,-7.915E-01,-2.361E+00,-1.463E-01,-2.085E-01,-9.306E-02, 5.701E-01, 1.254E+00, 1.174E+00, 2.492E+00
 1.300E+02, 5.752E+02, 4.057E+02, 3.676E+02, 2.506E+02, 1.299E+02, 6.097E+01, 5.450E+02, 5.036E+02, 4.880E+02, 4.206E+02, 2.312E+02, 8.936E+01, 1.089E+03, 7.207E+02, 9.505E+02, 7.937E+02, 7.071E+02, 8.629E+02, 3.026E+01, 2.037E+01, 1.020E+01, 4.277E+01, 1.068E+00, 9.282E-01, 6.956E-01, 1.183E+00, 2.928E+00, 8.271E-02,-2.528E-01,-1.743E-01, 1.743E-01,-5.409E-01, 1.112E+00, 9.074E-01, 6.252E-01,-8.373E-01,-2.345E+00,-9.153E-02,-1.578E-01,-1.358E-01, 3.480E-01, 1.091E+00, 1.291E+00, 2.397E+00
 1.400E+02, 5.659E+02, 4.019E+02, 3.559E+02, 1.944E+02, 8.570E+01, 6.145E+01, 5.542E+02, 5.068E+02, 4.832E+02, 4.037E+02, 1.720E+02, 8.907E+01, 1.060E+03, 7.530E+02, 9.567E+02, 7.969E+02, 8.043E+02, 8.247E+02, 3.060E+01, 2.011E+01, 1.064E+01, 4.470E+01, 1.069E+00, 8.882E-01, 6.398E-01, 1.126E+00, 2.925E+00, 1.118E-01,-3.902E-02,-1.140E-01, 3.279E-01,-5.555E-01, 1.109E+00, 9.226E-01, 6.166E-01,-8.148E-01,-2.265E+00,-1.128E-01,-1.820E-01,-8.497E-02, 3.334E-01, 1.260E+00, 1.181E+00, 2.397E+00
 1.500E+02, 5.540E+02, 3.574E+02, 2.922E+02, 1.884E+02, 1.043E+02, 6.657E+01, 5.510E+02, 4.994E+02, 4.756E+02, 4.137E+02, 2.175E+02, 9.062E+01, 1.126E+03, 7.484E+02, 9.819E+02, 7.876E+02, 6.350E+02, 7.560E+02, 2.807E+01, 2.280E+01, 1.084E+01, 4.179E+01, 1.067E+00, 8.857E-01, 6.511E-01, 1.193E+00, 2.933E+00,-3.195E-02, 1.254E-01,-1.668E-01, 5.615E-01,-3.348E-01, 1.111E+00, 9.074E-01, 6.274E-01,-8.589E-01,-2.398E+00,-1.150E-01,-2.068E-01,-1.315E-01, 3.880E-01, 1.011E+00, 1.356E+00, 2.384E+00
 1.600E+02, 5.606E+02, 3.532E+02, 3.173E+02, 2.133E+02, 1.151E+02, 6.681E+01, 5.585E+02, 5.053E+02, 4.850E+02, 4.034E+02, 1.981E+02, 9.603E+01, 1.083E+03, 7.016E+02, 9.329E+02, 7.765E+02, 6.933E+02, 8.548E+02, 2.812E+01, 2.210E+01, 1.110E+01, 4.782E+01, 1.087E+00, 9.034E-01, 6.499E-01, 1.216E+00, 3.020E+00,-3.771E-02, 6.732E-02,-1.408E-01, 5.973E-01,-5.559E-01, 1.122E+00, 9.097E-01, 5.939E-01,-7.476E-01,-2.475E+00,-7.286E-02,-2.438E-01,-1.130E-01, 4.639E-01, 9.959E-01, 1.426E+00, 2.474E+00
 1.700E+02, 5.884E+02, 4.036E+02, 3.800E+02, 2.367E+02, 1.303E+02, 6.828E+01, 5.418E+02, 4.979E+02, 4.831E+02, 4.183E+02, 2.640E+02, 1.005E+02, 1.045E+03, 7.330E+02, 9.094E+02, 7.314E+02, 7.694E+02, 8.192E+02, 3.185E+01, 2.002E+01, 1.105E+01, 4.738E+01, 1.104E+00, 9.296E-01, 6.068E-01, 1.240E+00, 3.096E+00, 4.504E-03,-7.778E-02,-7.712E-02, 3.167E-01,-4.400E-01, 1.144E+00, 9.238E-01, 6.007E-01,-9.088E-01,-2.486E+00,-8.213E-02,-2.658E-01,-1.504E-01, 3.795E-01, 1.250E+00, 1.405E+00, 2.669E+00
 1.800E+02, 5.980E+02, 3.822E+02, 3.331E+02, 1.975E+02, 9.753E+01, 6.634E+01, 5.401E+02, 5.042E+02, 4.859E+02, 4.069E+02, 2.307E+02, 9.868E+01, 1.104E+03, 7.571E+02, 9.617E+02, 7.650E+02, 7.299E+02, 8.665E+02, 3.303E+01, 2.092E+01, 1.124E+01, 4.457E+01, 1.131E+00, 9.421E-01, 6.034E-01, 1.251E+00, 2.962E+00, 1.216E-01,-1.358E-01, 4.973E-02, 1.661E-01,-3.559E-01, 1.180E+00, 9.209E-01, 5.615E-01,-8.875E-01,-2.385E+00,-1.300E-01,-2.827E-01,-1.702E-01, 4.533E-01, 1.209E+00, 1.213E+00, 2.482E+00
 1.900E+02, 5.957E+02, 4.072E+02, 3.413E+02, 2.048E+02, 1.141E+02, 6.877E+01, 5.516E+02, 5.117E+02, 4.921E+02, 4.127E+02, 2.322E+02, 1.006E+02, 1.082E+03, 7.261E+02, 9.603E+02, 7.445E+02, 6.732E+02, 8.893E+02, 3.325E+01, 2.088E+01, 1.158E+01, 4.836E+01, 1.116E+00, 9.346E-01, 6.346E-01, 1.334E+00, 3.036E+00, 2.576E-02,-4.963E-02,-9.786E-02, 2.156E-01,-2.352E-01, 1.157E+00, 9.651E-01, 5.875E-01,-9.764E-01,-2.454E+00,-1.166E-01,-1.835E-01,-9.195E-02, 4.628E-01, 1.314E+00, 1.372E+00, 2.472E+00
 2.000E+02, 5.551E+02, 4.193E+02, 3.960E+02, 2.906E+02, 1.502E+02, 6.603E+01, 5.539E+02, 5.135E+02, 4.966E+02, 3.990E+02, 2.106E+02, 1.035E+02, 1.147E+03, 7.463E+02, 9.739E+02, 8.094E+02, 7.291E+02, 8.012E+02, 3.018E+01, 2.254E+01, 1.197E+01, 4.480E+01, 1.137E+00, 9.801E-01, 6.931E-01, 1.210E+00, 2.934E+00, 1.838E-01,-2.069E-01,-1.472E-01, 3.152E-01,-4.461E-01, 1.162E+00, 9.772E-01, 6.645E-01,-8.846E-01,-2.403E+00,-1.669E-01,-2.015E-01,-7.927E-02, 3.785E-01, 1.037E+00, 1.215E+00, 2.427E+00
 2.100E+02, 6.025E+02, 4.197E+02, 3.731E+02, 2.220E+02, 1.127E+02, 7.102E+01, 5.599E+02, 5.132E+02, 4.927E+02, 4.050E+02, 2.151E+02, 1.048E+02, 1.099E+03, 7.770E+02, 1.001E+03, 7.979E+02, 6.496E+02, 7.267E+02, 3.435E+01, 2.201E+01, 1.227E+01, 4.112E+01, 1.139E+00, 9.675E-01, 6.843E-01, 1.124E+00, 2.940E+00, 8.577E-02,-1.545E-01,-8.941E-02, 5.478E-01,-4.422E-01, 1.185E+00, 9.810E-01, 6.544E-01,-7.712E-01,-2.390E+00,-8.887E-02,-1.746E-01,-1.097E-01, 3.085E-01, 1.236E+00, 1.369E+00, 2.551E+00
 2.200E+02, 5.730E+02, 3.748E+02, 3.296E+02, 1.959E+02, 1.181E+02, 7.114E+01, 5.608E+02, 5.165E+02, 4.845E+02, 3.637E+02, 1.998E+02, 1.065E+02, 1.103E+03, 7.418E+02, 9.999E+02, 7.867E+02, 7.477E+02, 9.586E+02, 3.326E+01, 2.319E+01, 1.262E+01, 4.774E+01, 1.147E+00, 9.591E-01, 6.411E-01, 1.120E+00, 3.042E+00, 2.373E-02,-1.230E-01,-9.852E-02, 5.447E-01,-6.089E-01, 1.187E+00, 9.372E-01, 6.307E-01,-7.888E-01,-2.537E+00,-1.263E-01,-2.345E-01,-3.205E-02, 4.032E-01, 9.729E-01, 1.250E+00, 2.555E+00
 2.300E+02, 5.990E+02, 3.915E+02, 3.376E+02, 2.043E+02, 1.156E+02, 7.420E+01, 5.659E+02, 5.148E+02, 4.874E+02, 3.783E+02, 1.874E+02, 1.123E+02, 1.119E+03, 7.660E+02, 9.867E+02, 7.981E+02, 7.707E+02, 7.962E+02, 3.480E+01, 2.317E+01, 1.291E+01, 4.307E+01, 1.159E+00, 1.004E+00, 6.582E-01, 1.240E+00, 2.930E+00, 6.033E-02,-1.759E-01,-4.309E-02, 5.045E-01,-7.060E-01, 1.209E+00, 9.982E-01, 6.510E-01,-8.715E-01,-2.333E+00,-9.346E-02,-2.197E-01,-3.608E-02, 3.202E-01, 1.197E+00, 1.282E+00, 2.386E+00
 2.400E+02, 6.126E+02, 4.058E+02, 3.672E+02, 2.187E+02, 1.106E+02, 7.433E+01, 5.617E+02, 5.178E+02, 4.970E+02, 4.211E+02, 2.084E+02, 1.121E+02, 1.095E+03, 7.092E+02, 9.715E+02, 7.757E+02, 6.857E+02, 8.519E+02, 3.429E+01, 2.357E+01, 1.287E+01, 4.588E+01, 1.192E+00, 1.013E+00, 6.062E-01, 1.186E+00, 2.956E+00, 1.225E-01,-2.753E-01, 4.249E-03, 4.303E-01,-4.972E-01, 1.237E+00, 9.813E-01, 5.618E-01,-8.961E-01,-2.403E+00,-1.253E-01,-2.329E-01,-1.937E-01, 3.512E-01, 1.044E+00, 1.448E+00, 2.600E+00
 2.500E+02, 5.968E+02, 3.973E+02, 3.463E+02, 2.267E+02, 1.153E+02, 7.682E+01, 5.695E+02, 5.289E+02, 5.060E+02, 3.974E+02, 2.187E+02, 1.151E+02, 1.096E+03, 7.616E+02, 9.708E+02, 7.985E+02, 6.137E+02, 8.119E+02, 3.564E+01, 2.293E+01, 1.326E+01, 4.234E+01, 1.166E+00, 9.888E-01, 6.476E-01, 1.107E+00, 2.919E+00, 6.440E-02,-1.264E-01, 3.641E-02, 4.200E-01,-4.056E-01, 1.211E+00, 9.779E-01, 6.049E-01,-8.276E-01,-2.349E+00,-1.433E-01,-2.887E-01,-1.618E-01, 3.364E-01, 1.150E+00, 1.474E+00, 2.580E+00
 2.600E+02, 5.812E+02, 4.057E+02, 3.583E+02, 2.485E+02, 1.383E+02, 7.496E+01, 5.709E+02, 5.212E+02, 4.966E+02, 4.032E+02, 1.989E+02, 1.137E+02, 1.097E+03, 7.453E+02, 1.005E+03, 7.930E+02, 8.000E+02, 8.664E+02, 3.202E+01, 2.480E+01, 1.340E+01, 4.666E+01, 1.178E+00, 9.686E-01, 6.751E-01, 1.203E+00, 3.051E+00, 7.817E-02, 5.629E-02,-1.114E-01, 5.557E-01,-4.132E-01, 1.219E+00, 9.655E-01, 6.372E-01,-8.339E-01,-2.500E+00,-9.098E-02,-3.108E-01,-6.180E-02, 5.041E-01, 1.094E+00, 1.282E+00, 2.479E+00
 2.700E+02, 6.069E+02, 3.755E+02, 3.318E+02, 2.073E+02, 1.080E+02, 7.645E+01, 5.777E+02, 5.347E+02, 5.113E+02, 4.006E+02, 1.945E+02, 1.169E+02, 1.085E+03, 7.922E+02, 9.811E+02, 8.350E+02, 7.835E+02, 7.518E+02, 3.946E+01, 2.305E+01, 1.375E+01, 4.586E+01, 1.164E+00, 9.804E-01, 6.249E-01, 1.214E+00, 3.042E+00, 5.670E-02,-1.360E-01, 2.262E-02, 3.130E-01,-6.481E-01, 1.219E+00, 9.657E-01, 5.841E-01,-9.828E-01,-2.404E+00,-4.736E-02,-2.608E-01,-1.687E-01, 3.389E-01, 1.270E+00, 1.316E+00, 2.523E+00
 2.800E+02, 5.966E+02, 4.372E+02, 3.935E+02, 2.528E+02, 1.325E+02, 7.878E+01, 5.662E+02, 5.272E+02, 5.072E+02, 4.303E+02, 2.127E+02, 1.193E+02, 1.123E+03, 7.251E+02, 1.005E+03, 7.858E+02, 6.920E+02, 8.185E+02, 3.414E+01, 2.358E+01, 1.368E+01, 4.632E+01, 1.203E+00, 9.846E-01, 6.847E-01, 1.202E+00, 3.108E+00, 5.363E-02,-1.415E-01,-3.598E-02, 3.104E-01,-4.773E-01, 1.244E+00, 9.606E-01, 6.270E-01,-9.897E-01,-2.535E+00,-1.508E-01,-3.173E-01,-1.975E-01, 3.683E-01, 1.090E+00, 1.384E+00, 2.463E+00
 2.900E+02, 6.029E+02, 3.611E+02, 3.305E+02, 2.377E+02, 1.427E+02, 8.139E+01, 5.788E+02, 5.305E+02, 5.048E+02, 4.188E+02, 2.283E+02, 1.181E+02, 1.084E+03, 7.678E+02, 9.774E+02, 8.074E+02, 7.290E+02, 7.845E+02, 3.863E+01, 2.483E+01, 1.402E+01, 4.578E+01, 1.203E+00, 1.008E+00, 6.669E-01, 1.197E+00, 3.106E+00, 1.261E-01,-1.275E-01,-1.795E-02, 2.248E-01,-5.832E-01, 1.248E+00, 9.825E-01, 6.463E-01,-9.115E-01,-2.594E+00,-1.113E-01,-3.189E-01,-1.718E-01, 4.186E-01, 9.980E-01, 1.363E+00, 2.526E+00
 3.000E+02, 5.802E+02, 4.328E+02, 3.842E+02, 2.397E+02, 1.420E+02, 7.771E+01, 5.909E+02, 5.358E+02, 5.083E+02, 3.931E+02, 2.121E+02, 1.167E+02, 1.067E+03, 7.511E+02, 9.504E+02, 8.217E+02, 9.272E+02, 9.115E+02, 3.354E+01, 2.369E+01, 1.414E+01, 5.043E+01, 1.232E+00, 1.046E+00, 6.837E-01, 1.297E+00, 3.054E+00, 1.913E-01,-2.407E-01,-5.892E-02, 1.335E-01,-5.804E-01, 1.267E+00, 1.007E+00, 6.322E-01,-9.680E-01,-2.545E+00,-1.414E-01,-2.704E-01,-7.828E-02, 3.937E-01, 9.285E-01, 1.387E+00, 2.431E+00
 3.100E+02, 7.683E+02, 5.989E+02, 5.792E+02, 4.091E+02, 2.155E+02, 8.669E+01, 6.629E+02, 6.159E+02, 6.013E+02, 5.331E+02, 3.882E+02, 1.309E+02, 1.145E+03, 9.343E+02, 1.072E+03, 9.405E+02, 9.289E+02, 1.043E+03, 6.780E+01, 4.296E+01, 2.223E+01, 6.530E+01, 1.196E+00, 9.930E-01, 5.073E-01, 1.643E+00, 3.688E+00, 3.315E-02,-1.864E-01, 1.121E-01,-1.915E-01, 2.663E-02, 1.230E+00, 9.766E-01, 3.554E-01,-1.172E+00,-3.216E+00,-1.703E-01,-2.689E-01,-6.325E-02, 6.173E-01, 8.894E-01, 1.900E+00, 2.841E+00
 3.200E+02, 8.676E+02, 6.836E+02, 5.969E+02, 3.968E+02, 2.013E+02, 1.027E+02, 7.094E+02, 6.535E+02, 6.405E+02, 5.986E+02, 4.888E+02, 1.658E+02, 1.182E+03, 9.895E+02, 1.095E+03, 9.805E+02, 9.652E+02, 1.113E+03, 8.699E+01, 5.242E+01, 2.925E+01, 8.007E+01, 1.342E+00, 1.097E+00, 5.446E-01, 2.025E+00, 3.972E+00, 8.298E-03,-1.913E-01, 7.497E-02,-6.271E-01, 2.747E-01, 1.388E+00, 1.074E+00, 3.649E-01,-1.325E+00,-3.437E+00,-1.683E-01,-2.624E-01,-8.228E-02, 5.275E-01, 9.083E-01, 2.031E+00, 3.063E+00
 3.300E+02, 8.770E+02, 7.036E+02, 6.334E+02, 4.813E+02, 2.594E+02, 1.167E+02, 7.155E+02, 6.748E+02, 6.641E+02, 6.378E+02, 5.377E+02, 1.955E+02, 1.183E+03, 9.851E+02, 1.102E+03, 9.723E+02, 9.514E+02, 1.092E+03, 8.902E+01, 5.761E+01, 3.195E+01, 8.136E+01, 1.370E+00, 1.113E+00, 5.398E-01, 2.241E+00, 4.159E+00,-3.586E-02,-6.159E-02,-8.276E-02,-5.734E-01, 6.062E-01, 1.415E+00, 1.112E+00, 2.946E-01,-1.300E+00,-3.598E+00,-1.304E-01,-2.458E-01,-2.629E-02, 6.404E-01, 8.902E-01, 2.339E+00, 3.182E+00
 3.400E+02, 8.896E+02, 7.631E+02, 7.279E+02, 4.389E+02, 2.196E+02, 1.241E+02, 7.363E+02, 6.914E+02, 6.820E+02, 6.474E+02, 4.982E+02, 2.135E+02, 1.178E+03, 1.065E+03, 1.118E+03, 1.017E+03, 1.005E+03, 1.060E+03, 9.236E+01, 6.016E+01, 3.428E+01, 8.292E+01, 1.416E+00, 1.165E+00, 6.626E-01, 2.021E+00, 4.111E+00, 1.181E-01, 1.098E-01,-8.815E-02,-3.733E-01, 1.384E-01, 1.459E+00, 1.142E+00, 3.799E-01,-1.348E+00,-3.599E+00,-1.446E-01,-3.215E-01,-1.221E-02, 6.879E-01, 1.008E+00, 2.088E+00, 3.324E+00
 3.500E+02, 9.018E+02, 7.268E+02, 6.528E+02, 4.214E+02, 2.187E+02, 1.243E+02, 7.490E+02, 7.003E+02, 6.885E+02, 6.531E+02, 5.136E+02, 1.981E+02, 1.180E+03, 1.029E+03, 1.099E+03, 9.835E+02, 9.765E+02, 1.069E+03, 9.496E+01, 6.378E+01, 3.569E+01, 8.459E+01, 1.451E+00, 1.190E+00, 5.484E-01, 2.096E+00, 4.243E+00, 1.856E-01,-2.400E-01,-1.162E-01,-4.410E-01, 5.655E-01, 1.498E+00, 1.132E+00, 3.706E-01,-1.440E+00,-3.734E+00,-1.625E-01,-3.076E-01,-6.044E-02, 7.177E-01, 7.864E-01, 2.189E+00, 3.317E+00
