s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 9.000E+01, 3.024E+02, 2.365E+02, 2.049E+02, 1.111E+02, 4.417E+01, 3.100E+01, 3.131E+02, 2.882E+02, 2.705E+02, 1.915E+02, 8.872E+01, 3.960E+01, 5.176E+02, 4.176E+02, 3.958E+02, 3.791E+02, 5.242E+02, 4.942E+02, 5.426E+00, 3.700E+00, 1.298E+00, 1.550E+01, 3.922E-01, 3.464E-01, 2.713E-01, 2.651E-01, 1.483E+00,-1.815E-02, 1.199E-02, 2.135E-02, 1.272E-01,-4.494E-01, 4.018E-01, 3.551E-01, 2.632E-01,-1.227E-01,-1.160E+00,-4.344E-02,-5.347E-02,-7.299E-02, 2.127E-01, 5.438E-01, 4.160E-01, 1.245E+00
 1.000E+02, 3.297E+02, 2.222E+02, 1.897E+02, 1.137E+02, 4.534E+01, 3.075E+01, 3.113E+02, 2.904E+02, 2.717E+02, 1.938E+02, 7.700E+01, 4.205E+01, 5.385E+02, 4.393E+02, 4.236E+02, 3.854E+02, 4.375E+02, 5.056E+02, 6.129E+00, 3.776E+00, 1.329E+00, 1.335E+01, 3.928E-01, 3.577E-01, 2.967E-01, 2.887E-01, 1.450E+00, 1.198E-02,-3.178E-02,-1.940E-02, 4.260E-02,-4.650E-01, 4.098E-01, 3.657E-01, 2.960E-01,-1.158E-01,-1.133E+00,-1.253E-03,-4.388E-02,-5.298E-02, 1.728E-01, 4.455E-01, 3.894E-01, 1.160E+00
 1.100E+02, 3.235E+02, 1.934E+02, 1.610E+02, 8.726E+01, 3.688E+01, 3.119E+01, 3.066E+02, 2.866E+02, 2.706E+02, 2.019E+02, 8.929E+01, 4.036E+01, 5.419E+02, 4.268E+02, 4.123E+02, 3.832E+02, 5.634E+02, 5.543E+02, 5.626E+00, 3.668E+00, 1.324E+00, 1.638E+01, 3.899E-01, 3.498E-01, 2.802E-01, 3.029E-01, 1.402E+00, 8.791E-03, 1.353E-02,-7.976E-03, 1.367E-01,-3.060E-01, 4.047E-01, 3.561E-01, 2.750E-01,-1.063E-01,-1.075E+00,-2.631E-02,-4.858E-02,-5.718E-02, 1.654E-01, 4.388E-01, 4.193E-01, 1.177E+00
 1.200E+02, 3.249E+02, 2.262E+02, 2.085E+02, 1.218E+02, 4.097E+01, 3.075E+01, 3.206E+02, 2.862E+02, 2.684E+02, 1.992E+02, 8.338E+01, 4.231E+01, 5.348E+02, 4.418E+02, 4.007E+02, 3.888E+02, 4.182E+02, 4.707E+02, 5.967E+00, 3.682E+00, 1.355E+00, 1.364E+01, 4.042E-01, 3.569E-01, 2.963E-01, 2.574E-01, 1.456E+00,-4.390E-02, 4.042E-02,-1.292E-02, 3.987E-02,-4.670E-01, 4.132E-01, 3.684E-01, 2.958E-01,-1.125E-01,-1.111E+00,-3.564E-02,-3.099E-02,-5.624E-02, 1.207E-01, 4.049E-01, 4.931E-01, 1.340E+00
 1.300E+02, 3.252E+02, 2.173E+02, 1.823E+02, 9.616E+01, 4.110E+01, 3.160E+01, 3.137E+02, 2.816E+02, 2.624E+02, 1.891E+02, 7.826E+01, 4.105E+01, 5.526E+02, 4.389E+02, 4.086E+02, 3.878E+02, 4.623E+02, 4.761E+02, 5.835E+00, 3.719E+00, 1.386E+00, 1.385E+01, 4.004E-01, 3.638E-01, 2.934E-01, 2.949E-01, 1.474E+00, 1.555E-02,-2.488E-02,-8.262E-03, 1.553E-01,-3.603E-01, 4.126E-01, 3.719E-01, 2.854E-01,-1.890E-01,-1.183E+00,-4.133E-02,-5.466E-02,-7.704E-02, 1.860E-01, 3.068E-01, 4.300E-01, 1.142E+00
 1.400E+02, 3.363E+02, 2.171E+02, 1.853E+02, 9.185E+01, 3.544E+01, 3.108E+01, 3.167E+02, 2.916E+02, 2.780E+02, 2.058E+02, 8.426E+01, 4.150E+01, 5.513E+02, 4.309E+02, 4.184E+02, 3.856E+02, 4.378E+02, 4.566E+02, 6.195E+00, 3.660E+00, 1.393E+00, 1.375E+01, 3.964E-01, 3.611E-01, 2.917E-01, 3.233E-01, 1.470E+00, 1.742E-02,-2.364E-02,-2.023E-02, 3.674E-02,-3.779E-01, 4.112E-01, 3.568E-01, 2.867E-01,-1.239E-01,-1.155E+00,-3.935E-02,-9.662E-02,-7.072E-02, 1.892E-01, 4.022E-01, 3.830E-01, 1.230E+00
 1.500E+02, 3.176E+02, 1.990E+02, 1.677E+02, 9.102E+01, 4.789E+01, 3.112E+01, 3.155E+02, 2.953E+02, 2.799E+02, 2.048E+02, 7.543E+01, 4.108E+01, 5.739E+02, 4.221E+02, 4.250E+02, 3.928E+02, 4.678E+02, 4.867E+02, 5.670E+00, 3.951E+00, 1.426E+00, 1.401E+01, 4.120E-01, 3.629E-01, 2.955E-01, 2.546E-01, 1.434E+00,-2.579E-03,-1.942E-02,-2.721E-02, 9.953E-02,-4.678E-01, 4.217E-01, 3.645E-01, 2.915E-01,-1.524E-01,-1.101E+00,-6.329E-02,-7.806E-02,-5.265E-02, 1.567E-01, 5.392E-01, 4.519E-01, 1.185E+00
 1.600E+02, 3.101E+02, 2.433E+02, 2.033E+02, 1.013E+02, 4.032E+01, 3.146E+01, 3.087E+02, 2.872E+02, 2.723E+02, 2.179E+02, 1.039E+02, 4.196E+01, 5.145E+02, 4.218E+02, 3.989E+02, 3.715E+02, 4.955E+02, 5.163E+02, 6.113E+00, 3.676E+00, 1.409E+00, 1.450E+01, 4.151E-01, 3.698E-01, 2.996E-01, 3.224E-01, 1.389E+00,-4.683E-03,-3.032E-03, 3.057E-02, 1.383E-01,-3.541E-01, 4.291E-01, 3.836E-01, 2.978E-01,-1.794E-01,-1.117E+00,-3.983E-02,-3.853E-02,-7.598E-02, 1.968E-01, 3.592E-01, 3.429E-01, 1.205E+00
 1.700E+02, 3.334E+02, 2.045E+02, 1.713E+02, 8.548E+01, 3.869E+01, 3.162E+01, 3.270E+02, 2.922E+02, 2.729E+02, 1.792E+02, 7.020E+01, 4.242E+01, 5.952E+02, 4.482E+02, 4.448E+02, 4.126E+02, 4.421E+02, 4.770E+02, 6.353E+00, 4.082E+00, 1.481E+00, 1.373E+01, 3.960E-01, 3.558E-01, 2.832E-01, 2.758E-01, 1.418E+00,-4.995E-03, 4.943E-04, 3.611E-02, 9.214E-02,-4.597E-01, 4.131E-01, 3.593E-01, 2.852E-01,-2.086E-01,-1.066E+00,-1.947E-02,-5.154E-02,-5.812E-02, 1.397E-01, 4.279E-01, 3.046E-01, 1.285E+00
 1.800E+02, 3.436E+02, 2.109E+02, 1.765E+02, 9.729E+01, 3.823E+01, 3.139E+01, 3.218E+02, 2.984E+02, 2.756E+02, 1.746E+02, 7.122E+01, 4.250E+01, 5.317E+02, 4.376E+02, 4.102E+02, 3.908E+02, 4.034E+02, 4.692E+02, 6.132E+00, 3.855E+00, 1.493E+00, 1.459E+01, 4.029E-01, 3.565E-01, 2.798E-01, 2.492E-01, 1.514E+00, 2.563E-02,-2.492E-02, 4.468E-03, 5.498E-02,-4.760E-01, 4.165E-01, 3.632E-01, 2.742E-01,-1.217E-01,-1.193E+00,-2.894E-02,-6.123E-02,-7.633E-02, 1.553E-01, 4.393E-01, 3.822E-01, 1.239E+00
 1.900E+02, 3.189E+02, 1.904E+02, 1.591E+02, 7.807E+01, 3.679E+01, 3.168E+01, 3.263E+02, 2.975E+02, 2.709E+02, 1.749E+02, 7.114E+01, 4.209E+01, 5.776E+02, 4.545E+02, 4.221E+02, 4.197E+02, 4.546E+02, 4.921E+02, 6.204E+00, 3.935E+00, 1.504E+00, 1.348E+01, 3.982E-01, 3.596E-01, 2.883E-01, 2.943E-01, 1.475E+00,-1.802E-02,-3.413E-02,-3.910E-02, 1.038E-01,-4.152E-01, 4.123E-01, 3.610E-01, 2.676E-01,-1.481E-01,-1.168E+00,-2.925E-02,-6.908E-02,-6.994E-02, 1.701E-01, 4.849E-01, 4.298E-01, 1.169E+00
 2.000E+02, 3.422E+02, 1.969E+02, 1.645E+02, 7.956E+01, 3.604E+01, 3.174E+01, 3.197E+02, 3.026E+02, 2.840E+02, 2.066E+02, 7.938E+01, 4.240E+01, 5.116E+02, 4.388E+02, 4.034E+02, 3.854E+02, 4.942E+02, 5.225E+02, 6.799E+00, 3.782E+00, 1.510E+00, 1.419E+01, 4.066E-01, 3.602E-01, 2.853E-01, 3.112E-01, 1.469E+00, 3.772E-02,-2.606E-02, 4.389E-03, 7.545E-02,-4.607E-01, 4.173E-01, 3.625E-01, 2.793E-01,-1.867E-01,-1.116E+00,-4.121E-02,-8.257E-02,-8.149E-02, 1.688E-01, 4.941E-01, 2.984E-01, 1.146E+00
 2.100E+02, 3.313E+02, 2.138E+02, 1.764E+02, 9.675E+01, 3.781E+01, 3.261E+01, 3.192E+02, 2.998E+02, 2.871E+02, 2.129E+02, 8.301E+01, 4.178E+01, 5.512E+02, 4.490E+02, 4.382E+02, 3.806E+02, 4.974E+02, 5.527E+02, 6.084E+00, 3.952E+00, 1.528E+00, 1.476E+01, 4.048E-01, 3.568E-01, 2.768E-01, 3.130E-01, 1.405E+00,-4.096E-03, 8.052E-03,-6.868E-03, 2.356E-02,-3.891E-01, 4.223E-01, 3.607E-01, 2.785E-01,-1.779E-01,-1.096E+00,-2.530E-02,-8.114E-02,-3.822E-02, 1.900E-01, 4.128E-01, 3.065E-01, 1.206E+00
 2.200E+02, 3.366E+02, 2.224E+02, 1.860E+02, 9.017E+01, 3.951E+01, 3.228E+01, 3.053E+02, 2.885E+02, 2.772E+02, 2.114E+02, 8.531E+01, 4.364E+01, 5.123E+02, 4.227E+02, 4.155E+02, 3.685E+02, 4.533E+02, 5.024E+02, 6.452E+00, 3.622E+00, 1.503E+00, 1.520E+01, 4.085E-01, 3.649E-01, 3.008E-01, 3.159E-01, 1.410E+00,-6.452E-03, 5.000E-02,-6.907E-03, 1.736E-02,-2.939E-01, 4.217E-01, 3.713E-01, 3.021E-01,-1.475E-01,-1.127E+00,-4.094E-02,-6.078E-02,-5.795E-02, 1.345E-01, 4.098E-01, 3.689E-01, 1.175E+00
 2.300E+02, 3.426E+02, 2.066E+02, 1.745E+02, 9.189E+01, 3.716E+01, 3.214E+01, 3.198E+02, 2.894E+02, 2.724E+02, 2.133E+02, 9.087E+01, 4.368E+01, 5.357E+02, 4.364E+02, 4.002E+02, 3.869E+02, 5.134E+02, 5.245E+02, 6.484E+00, 3.790E+00, 1.529E+00, 1.528E+01, 4.176E-01, 3.709E-01, 2.870E-01, 2.859E-01, 1.499E+00,-1.842E-02,-5.384E-04,-2.799E-02,-1.647E-02,-3.502E-01, 4.261E-01, 3.757E-01, 2.825E-01,-1.970E-01,-1.187E+00,-2.299E-02,-4.901E-02,-6.585E-02, 1.910E-01, 2.728E-01, 4.720E-01, 1.324E+00
 2.400E+02, 3.344E+02, 2.153E+02, 1.834E+02, 1.042E+02, 4.666E+01, 3.179E+01, 3.268E+02, 3.022E+02, 2.873E+02, 2.061E+02, 6.670E+01, 4.324E+01, 5.507E+02, 4.505E+02, 4.150E+02, 3.997E+02, 4.146E+02, 4.638E+02, 6.383E+00, 3.875E+00, 1.569E+00, 1.331E+01, 4.076E-01, 3.599E-01, 2.883E-01, 2.523E-01, 1.456E+00, 9.958E-03,-1.026E-02,-1.966E-02, 8.199E-02,-4.627E-01, 4.222E-01, 3.675E-01, 2.875E-01,-1.592E-01,-1.137E+00,-3.043E-02,-6.119E-02,-6.690E-02, 1.839E-01, 4.291E-01, 4.264E-01, 1.230E+00
 2.500E+02, 3.313E+02, 2.193E+02, 1.877E+02, 1.022E+02, 4.655E+01, 3.226E+01, 3.229E+02, 2.932E+02, 2.721E+02, 1.745E+02, 8.086E+01, 4.337E+01, 5.912E+02, 4.396E+02, 4.412E+02, 4.042E+02, 3.906E+02, 4.604E+02, 6.245E+00, 4.021E+00, 1.587E+00, 1.357E+01, 4.070E-01, 3.612E-01, 2.884E-01, 2.929E-01, 1.446E+00, 1.109E-02,-3.832E-02, 5.135E-03, 9.219E-02,-4.466E-01, 4.183E-01, 3.607E-01, 2.894E-01,-1.792E-01,-1.112E+00,-7.291E-02,-7.600E-02,-6.294E-02, 1.258E-01, 4.460E-01, 3.376E-01, 1.247E+00
 2.600E+02, 3.301E+02, 2.020E+02, 1.617E+02, 8.035E+01, 3.885E+01, 3.316E+01, 3.286E+02, 3.019E+02, 2.841E+02, 1.951E+02, 8.683E+01, 4.372E+01, 6.029E+02, 4.261E+02, 4.738E+02, 4.212E+02, 4.797E+02, 4.745E+02, 5.906E+00, 4.229E+00, 1.607E+00, 1.475E+01, 4.108E-01, 3.681E-01, 2.911E-01, 2.747E-01, 1.472E+00,-5.243E-03,-5.058E-03,-7.127E-03,-1.287E-02,-5.129E-01, 4.215E-01, 3.658E-01, 2.892E-01,-9.788E-02,-1.118E+00,-5.250E-02,-1.083E-01,-7.615E-02, 1.688E-01, 5.437E-01, 4.346E-01, 1.124E+00
 2.700E+02, 3.337E+02, 2.194E+02, 1.819E+02, 8.452E+01, 4.087E+01, 3.222E+01, 3.303E+02, 3.043E+02, 2.834E+02, 1.890E+02, 7.682E+01, 4.245E+01, 5.704E+02, 4.428E+02, 4.424E+02, 4.011E+02, 3.738E+02, 4.791E+02, 6.320E+00, 4.125E+00, 1.634E+00, 1.413E+01, 4.162E-01, 3.580E-01, 2.759E-01, 2.793E-01, 1.475E+00,-6.399E-02, 1.618E-02, 6.024E-03, 1.353E-01,-6.076E-01, 4.206E-01, 3.626E-01, 2.736E-01,-1.008E-01,-1.131E+00,-5.625E-02,-7.054E-02,-7.311E-02, 1.654E-01, 4.542E-01, 3.696E-01, 1.236E+00
 2.800E+02, 3.308E+02, 2.348E+02, 1.983E+02, 1.046E+02, 5.108E+01, 3.311E+01, 3.194E+02, 2.941E+02, 2.810E+02, 2.069E+02, 9.034E+01, 4.361E+01, 5.262E+02, 4.377E+02, 4.136E+02, 3.821E+02, 5.870E+02, 6.107E+02, 5.950E+00, 3.832E+00, 1.602E+00, 1.708E+01, 4.236E-01, 3.738E-01, 2.898E-01, 2.524E-01, 1.438E+00,-2.199E-02,-1.031E-02, 5.374E-02, 3.356E-02,-3.357E-01, 4.377E-01, 3.850E-01, 2.774E-01,-1.789E-01,-1.135E+00,-4.537E-02,-4.812E-02,-9.301E-02, 1.597E-01, 4.752E-01, 3.599E-01, 1.196E+00
 2.900E+02, 3.340E+02, 1.850E+02, 1.564E+02, 7.959E+01, 4.039E+01, 3.369E+01, 3.248E+02, 2.973E+02, 2.774E+02, 1.985E+02, 7.513E+01, 4.321E+01, 5.835E+02, 4.331E+02, 4.484E+02, 4.058E+02, 5.168E+02, 5.191E+02, 6.298E+00, 4.084E+00, 1.637E+00, 1.485E+01, 4.190E-01, 3.652E-01, 2.842E-01, 2.527E-01, 1.522E+00,-5.369E-02, 1.916E-02, 6.456E-02, 8.070E-02,-4.907E-01, 4.274E-01, 3.654E-01, 2.719E-01,-1.012E-01,-1.159E+00,-4.571E-02,-7.975E-02,-2.889E-02, 1.101E-01, 5.045E-01, 3.513E-01, 1.124E+00
 3.000E+02, 3.474E+02, 2.101E+02, 1.692E+02, 7.608E+01, 3.713E+01, 3.356E+01, 3.285E+02, 3.033E+02, 2.832E+02, 1.905E+02, 7.617E+01, 4.292E+01, 5.533E+02, 4.486E+02, 4.220E+02, 3.980E+02, 5.545E+02, 5.854E+02, 6.832E+00, 3.905E+00, 1.655E+00, 1.547E+01, 4.176E-01, 3.633E-01, 2.996E-01, 2.776E-01, 1.498E+00,-3.627E-02, 3.347E-02, 1.114E-02, 3.985E-02,-3.210E-01, 4.253E-01, 3.679E-01, 2.926E-01,-1.366E-01,-1.201E+00,-5.447E-02,-8.370E-02,-8.257E-02, 1.536E-01, 2.928E-01, 3.699E-01, 1.203E+00
 3.100E+02, 5.257E+02, 2.844E+02, 2.465E+02, 1.721E+02, 7.925E+01, 3.496E+01, 4.695E+02, 4.290E+02, 4.131E+02, 3.321E+02, 1.655E+02, 4.637E+01, 9.721E+02, 6.961E+02, 8.107E+02, 6.704E+02, 6.977E+02, 8.036E+02, 1.673E+01, 1.010E+01, 3.662E+00, 2.056E+01, 4.276E-01, 3.714E-01, 2.850E-01, 5.180E-01, 1.845E+00, 1.882E-02, 9.482E-03,-1.658E-02,-3.169E-04,-3.173E-01, 4.399E-01, 3.768E-01, 2.776E-01,-2.744E-01,-1.501E+00,-5.233E-02,-6.463E-02,-4.333E-02, 1.838E-01, 4.131E-01, 7.738E-01, 1.572E+00
 3.200E+02, 6.675E+02, 3.888E+02, 3.271E+02, 1.702E+02, 5.210E+01, 3.663E+01, 5.426E+02, 4.918E+02, 4.735E+02, 3.747E+02, 1.528E+02, 5.507E+01, 1.088E+03, 7.521E+02, 8.883E+02, 7.600E+02, 5.731E+02, 7.594E+02, 2.071E+01, 1.275E+01, 4.405E+00, 1.801E+01, 4.863E-01, 4.181E-01, 3.137E-01, 4.070E-01, 2.016E+00,-1.406E-02,-3.282E-03,-9.445E-03, 1.704E-01,-3.873E-01, 4.950E-01, 4.248E-01, 3.013E-01,-2.538E-01,-1.646E+00,-8.669E-02,-9.227E-02,-7.353E-02, 2.931E-01, 3.682E-01, 6.481E-01, 1.620E+00
 3.300E+02, 6.432E+02, 3.872E+02, 3.011E+02, 1.309E+02, 4.938E+01, 3.743E+01, 5.458E+02, 4.943E+02, 4.700E+02, 3.292E+02, 1.182E+02, 5.482E+01, 1.083E+03, 7.868E+02, 9.263E+02, 7.972E+02, 5.486E+02, 7.485E+02, 1.900E+01, 1.352E+01, 4.622E+00, 1.818E+01, 4.993E-01, 4.354E-01, 3.186E-01, 4.277E-01, 1.961E+00, 3.682E-03,-4.014E-02, 1.221E-02, 1.400E-01,-4.397E-01, 5.084E-01, 4.442E-01, 3.093E-01,-2.735E-01,-1.575E+00,-7.512E-02,-8.903E-02,-5.928E-02, 2.348E-01, 3.971E-01, 6.458E-01, 1.761E+00
 3.400E+02, 6.492E+02, 3.392E+02, 2.702E+02, 1.302E+02, 5.485E+01, 3.840E+01, 5.326E+02, 4.848E+02, 4.664E+02, 3.346E+02, 1.155E+02, 5.533E+01, 1.102E+03, 7.371E+02, 9.677E+02, 7.645E+02, 6.321E+02, 7.821E+02, 1.993E+01, 1.350E+01, 4.747E+00, 1.877E+01, 4.921E-01, 4.369E-01, 3.022E-01, 4.481E-01, 2.020E+00, 1.560E-02,-7.628E-02,-1.354E-02, 1.976E-01,-4.670E-01, 5.127E-01, 4.398E-01, 2.930E-01,-3.273E-01,-1.632E+00,-3.926E-02,-5.848E-02,-9.355E-02, 2.117E-01, 4.341E-01, 7.149E-01, 1.678E+00
 3.500E+02, 6.894E+02, 4.023E+02, 3.303E+02, 1.653E+02, 7.195E+01, 3.933E+01, 5.499E+02, 5.016E+02, 4.741E+02, 3.292E+02, 1.192E+02, 5.665E+01, 1.063E+03, 8.083E+02, 9.111E+02, 7.973E+02, 6.448E+02, 8.310E+02, 2.101E+01, 1.283E+01, 4.937E+00, 1.799E+01, 5.119E-01, 4.455E-01, 3.212E-01, 5.223E-01, 1.905E+00, 1.910E-02,-4.724E-02, 1.332E-02, 1.916E-01,-3.836E-01, 5.273E-01, 4.513E-01, 3.042E-01,-3.297E-01,-1.547E+00,-4.401E-02,-8.524E-02,-8.885E-02, 2.967E-01, 4.158E-01, 7.477E-01, 1.776E+00
