s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 9.000E+01, 8.621E+02, 7.902E+02, 6.356E+02, 2.261E+02, 5.414E+01, 4.054E+01, 6.187E+02, 5.654E+02, 5.312E+02, 3.472E+02, 1.227E+02, 5.197E+01, 1.118E+03, 9.675E+02, 9.501E+02, 9.791E+02, 5.937E+02, 8.461E+02, 4.762E+01, 1.880E+01, 9.329E+00, 2.394E+01, 2.108E-04,-1.151E-02, 4.253E-02, 1.297E-01,-1.707E-01, 3.226E-01, 2.937E-01, 1.820E-01, 3.808E-01, 1.881E+00, 1.243E-02, 7.779E-04, 2.284E-02, 8.015E-02,-1.112E-01, 3.194E-01, 2.944E-01, 1.807E-01,-3.322E-01,-1.648E+00, 4.551E-02, 3.558E-02,-2.240E-02, 1.128E-01,-7.911E-02
 1.000E+02, 7.869E+02, 8.501E+02, 8.042E+02, 2.917E+02, 5.277E+01, 4.251E+01, 5.929E+02, 5.627E+02, 5.204E+02, 3.432E+02, 1.018E+02, 5.913E+01, 1.049E+03, 1.017E+03, 8.780E+02, 8.744E+02, 5.572E+02, 8.045E+02, 4.775E+01, 1.854E+01, 1.057E+01, 2.523E+01, 6.675E-02, 6.458E-02,-5.615E-03, 1.449E-01,-2.214E-01, 3.379E-01, 3.009E-01, 2.075E-01, 4.049E-01, 1.892E+00, 5.809E-02, 4.669E-02,-5.266E-03, 9.685E-02,-1.211E-01, 3.330E-01, 3.000E-01, 1.983E-01,-3.533E-01,-1.656E+00, 5.591E-02, 2.561E-02,-3.730E-02, 1.018E-01,-1.148E-01
 1.100E+02, 7.929E+02, 8.059E+02, 7.589E+02, 3.952E+02, 8.203E+01, 4.617E+01, 6.054E+02, 5.928E+02, 5.800E+02, 4.004E+02, 1.256E+02, 5.731E+01, 1.022E+03, 1.011E+03, 8.037E+02, 8.435E+02, 5.742E+02, 9.149E+02, 5.136E+01, 1.913E+01, 1.116E+01, 2.886E+01,-6.836E-02,-2.838E-03, 3.141E-02, 2.259E-03,-3.041E-01, 3.554E-01, 3.103E-01, 2.036E-01, 4.746E-01, 1.921E+00,-2.954E-02, 9.246E-03, 1.585E-02, 1.524E-02,-1.716E-01, 3.556E-01, 3.112E-01, 2.029E-01,-4.183E-01,-1.686E+00, 3.498E-02, 3.760E-02,-2.246E-02, 9.299E-02,-1.006E-01
 1.200E+02, 7.873E+02, 8.621E+02, 8.321E+02, 3.982E+02, 8.740E+01, 4.790E+01, 6.067E+02, 6.147E+02, 6.002E+02, 4.812E+02, 2.017E+02, 6.224E+01, 1.043E+03, 1.032E+03, 8.275E+02, 8.637E+02, 6.454E+02, 9.510E+02, 5.090E+01, 2.063E+01, 1.237E+01, 2.965E+01, 4.322E-02, 5.531E-02, 4.586E-03, 7.839E-02,-3.458E-01, 3.586E-01, 3.289E-01, 2.185E-01, 5.070E-01, 1.955E+00, 4.336E-02, 4.293E-02,-4.393E-05, 8.005E-02,-2.107E-01, 3.559E-01, 3.268E-01, 2.240E-01,-4.399E-01,-1.699E+00, 5.737E-02, 6.423E-02,-3.414E-02, 1.487E-01, 1.681E-02
 1.300E+02, 7.682E+02, 8.290E+02, 8.176E+02, 4.458E+02, 9.575E+01, 4.932E+01, 6.061E+02, 6.190E+02, 6.003E+02, 4.875E+02, 1.838E+02, 6.331E+01, 1.016E+03, 1.027E+03, 7.930E+02, 8.377E+02, 7.302E+02, 1.023E+03, 5.299E+01, 2.113E+01, 1.331E+01, 3.344E+01,-8.563E-02,-1.159E-02, 7.766E-02, 4.631E-02,-3.049E-01, 3.702E-01, 3.492E-01, 2.327E-01, 4.820E-01, 2.014E+00,-4.189E-02, 2.025E-03, 4.036E-02, 6.803E-02,-1.866E-01, 3.707E-01, 3.452E-01, 2.247E-01,-4.167E-01,-1.774E+00, 4.251E-02, 6.047E-02,-1.950E-02, 1.590E-01,-4.153E-02
 1.400E+02, 7.593E+02, 7.864E+02, 7.843E+02, 5.655E+02, 1.343E+02, 5.063E+01, 6.201E+02, 6.170E+02, 6.291E+02, 5.477E+02, 2.188E+02, 6.776E+01, 1.027E+03, 1.003E+03, 8.180E+02, 8.257E+02, 7.186E+02, 9.962E+02, 4.953E+01, 2.214E+01, 1.427E+01, 3.147E+01, 5.343E-02, 2.444E-02, 1.703E-02,-3.874E-03,-3.766E-01, 3.744E-01, 3.613E-01, 2.256E-01, 5.578E-01, 2.084E+00, 5.039E-02, 2.267E-02, 5.630E-03, 1.172E-02,-2.140E-01, 3.627E-01, 3.517E-01, 2.160E-01,-4.887E-01,-1.825E+00, 7.299E-02, 7.885E-02,-2.259E-02, 1.395E-01,-2.135E-02
 1.500E+02, 7.666E+02, 7.700E+02, 7.814E+02, 6.294E+02, 1.443E+02, 5.239E+01, 6.273E+02, 6.348E+02, 6.447E+02, 6.078E+02, 2.739E+02, 7.044E+01, 1.014E+03, 9.941E+02, 8.069E+02, 8.439E+02, 7.793E+02, 1.018E+03, 5.403E+01, 2.398E+01, 1.549E+01, 3.404E+01,-7.114E-02,-3.055E-02, 2.968E-02, 7.680E-02,-2.352E-01, 3.933E-01, 3.668E-01, 2.370E-01, 6.240E-01, 2.123E+00,-2.554E-02,-1.147E-02, 6.006E-03, 7.151E-02,-1.189E-01, 3.880E-01, 3.630E-01, 2.300E-01,-5.693E-01,-1.864E+00, 4.215E-02, 6.694E-02,-2.152E-02, 1.459E-01,-1.751E-02
 1.600E+02, 7.912E+02, 7.866E+02, 8.177E+02, 5.997E+02, 1.030E+02, 5.405E+01, 6.205E+02, 6.214E+02, 6.315E+02, 6.124E+02, 2.811E+02, 7.062E+01, 1.022E+03, 1.017E+03, 8.173E+02, 8.606E+02, 7.367E+02, 1.074E+03, 5.410E+01, 2.432E+01, 1.611E+01, 3.456E+01, 5.950E-03,-2.286E-02, 3.617E-02,-3.232E-02,-3.390E-01, 4.098E-01, 3.745E-01, 2.340E-01, 6.218E-01, 2.146E+00, 3.065E-02,-1.383E-02, 9.504E-03, 2.886E-03,-1.976E-01, 3.945E-01, 3.679E-01, 2.303E-01,-5.602E-01,-1.887E+00, 8.592E-02, 9.179E-02,-3.697E-02, 1.448E-01,-2.213E-02
 1.700E+02, 7.871E+02, 7.956E+02, 8.019E+02, 6.335E+02, 1.888E+02, 5.772E+01, 6.333E+02, 6.140E+02, 6.349E+02, 6.685E+02, 3.191E+02, 7.349E+01, 1.006E+03, 1.013E+03, 7.917E+02, 8.453E+02, 8.230E+02, 1.055E+03, 5.447E+01, 2.502E+01, 1.670E+01, 3.528E+01, 1.303E-02, 2.169E-02, 4.095E-02,-1.328E-02,-3.706E-01, 4.108E-01, 3.982E-01, 2.628E-01, 6.340E-01, 2.149E+00, 3.089E-02, 2.283E-02, 9.688E-03, 2.072E-02,-2.371E-01, 3.951E-01, 3.785E-01, 2.457E-01,-5.627E-01,-1.868E+00, 8.618E-02, 1.100E-01, 7.171E-03, 1.620E-01, 1.160E-01
 1.800E+02, 7.732E+02, 8.311E+02, 8.725E+02, 6.056E+02, 1.141E+02, 5.965E+01, 6.390E+02, 6.524E+02, 6.751E+02, 7.011E+02, 3.711E+02, 7.440E+01, 1.018E+03, 1.009E+03, 8.013E+02, 8.574E+02, 8.389E+02, 1.042E+03, 5.608E+01, 2.585E+01, 1.761E+01, 3.560E+01, 1.224E-02, 6.267E-02,-7.629E-03,-1.135E-01,-4.188E-01, 4.187E-01, 3.862E-01, 2.237E-01, 6.650E-01, 2.165E+00, 3.015E-02, 4.718E-02,-1.615E-02,-5.756E-02,-2.580E-01, 4.108E-01, 3.782E-01, 2.103E-01,-5.914E-01,-1.889E+00, 7.375E-02, 8.910E-02,-2.993E-02, 1.437E-01, 7.582E-02
 1.900E+02, 7.932E+02, 7.886E+02, 7.913E+02, 6.405E+02, 2.464E+02, 6.078E+01, 6.311E+02, 6.650E+02, 6.725E+02, 6.706E+02, 5.090E+02, 7.850E+01, 1.017E+03, 1.024E+03, 8.143E+02, 8.493E+02, 8.423E+02, 1.061E+03, 5.859E+01, 2.657E+01, 1.863E+01, 3.786E+01,-8.537E-02, 3.059E-02, 7.337E-02,-2.976E-03,-4.045E-01, 4.222E-01, 3.836E-01, 2.563E-01, 7.187E-01, 2.200E+00,-3.001E-02, 2.642E-02, 2.919E-02, 2.269E-02,-2.587E-01, 4.137E-01, 3.765E-01, 2.281E-01,-6.411E-01,-1.915E+00, 6.675E-02, 7.348E-02,-1.182E-02, 1.710E-01, 1.204E-01
 2.000E+02, 7.904E+02, 7.438E+02, 7.617E+02, 7.101E+02, 2.317E+02, 6.155E+01, 6.467E+02, 6.546E+02, 6.670E+02, 6.942E+02, 5.150E+02, 8.216E+01, 1.008E+03, 1.009E+03, 8.081E+02, 8.623E+02, 9.134E+02, 1.026E+03, 5.965E+01, 2.770E+01, 1.955E+01, 3.977E+01,-6.296E-02,-3.384E-02, 7.849E-02, 9.468E-03,-3.365E-01, 4.365E-01, 4.236E-01, 2.556E-01, 7.603E-01, 2.273E+00,-1.144E-02,-1.560E-02, 3.307E-02, 4.492E-02,-2.245E-01, 4.202E-01, 4.036E-01, 2.269E-01,-6.621E-01,-2.004E+00, 9.944E-02, 1.190E-01,-2.651E-02, 2.031E-01, 1.198E-01
 2.100E+02, 7.916E+02, 7.713E+02, 7.982E+02, 7.801E+02, 2.534E+02, 6.588E+01, 6.568E+02, 6.306E+02, 6.435E+02, 6.950E+02, 5.683E+02, 8.476E+01, 1.026E+03, 1.010E+03, 8.216E+02, 8.572E+02, 8.311E+02, 1.100E+03, 6.039E+01, 2.890E+01, 2.054E+01, 3.732E+01,-1.539E-02, 3.355E-02, 5.438E-02,-3.208E-02,-4.499E-01, 4.386E-01, 4.015E-01, 2.683E-01, 7.702E-01, 2.252E+00, 1.235E-02, 2.659E-02, 1.982E-02, 8.622E-03,-2.981E-01, 4.288E-01, 3.943E-01, 1.854E-01,-7.097E-01,-1.971E+00, 6.167E-02, 6.393E-02,-2.525E-02, 1.822E-01, 1.441E-01
 2.200E+02, 8.082E+02, 8.268E+02, 8.712E+02, 7.324E+02, 1.876E+02, 6.708E+01, 6.532E+02, 6.380E+02, 6.527E+02, 7.133E+02, 5.679E+02, 8.891E+01, 1.034E+03, 9.991E+02, 8.301E+02, 8.686E+02, 8.867E+02, 1.052E+03, 6.195E+01, 2.985E+01, 2.136E+01, 3.889E+01, 8.068E-02, 3.490E-02,-4.561E-02, 8.859E-02,-4.896E-01, 4.424E-01, 4.424E-01, 2.894E-01, 7.964E-01, 2.279E+00, 7.463E-02, 3.422E-02,-3.994E-02, 8.220E-02,-3.226E-01, 4.342E-01, 4.105E-01, 2.640E-01,-7.066E-01,-1.978E+00, 7.621E-02, 1.287E-01,-9.349E-04, 1.774E-01, 1.608E-01
 2.300E+02, 8.146E+02, 8.034E+02, 8.150E+02, 8.370E+02, 3.001E+02, 6.886E+01, 6.588E+02, 6.460E+02, 6.650E+02, 7.147E+02, 5.958E+02, 9.603E+01, 9.911E+02, 1.008E+03, 8.228E+02, 8.678E+02, 8.579E+02, 1.007E+03, 6.616E+01, 3.027E+01, 2.259E+01, 4.293E+01,-1.100E-01,-1.392E-02, 5.212E-02,-9.058E-02,-3.904E-01, 4.510E-01, 4.528E-01, 2.868E-01, 8.782E-01, 2.287E+00,-4.120E-02, 7.008E-03, 1.422E-02,-8.257E-04,-2.618E-01, 4.408E-01, 4.309E-01, 2.342E-01,-7.249E-01,-1.988E+00, 6.849E-02, 1.206E-01, 1.076E-02, 2.514E-01, 2.334E-01
 2.400E+02, 8.082E+02, 7.910E+02, 8.317E+02, 7.913E+02, 2.800E+02, 7.361E+01, 6.698E+02, 6.384E+02, 6.494E+02, 6.871E+02, 6.917E+02, 9.762E+01, 9.992E+02, 9.833E+02, 8.243E+02, 8.722E+02, 8.799E+02, 1.053E+03, 6.387E+01, 3.231E+01, 2.334E+01, 3.993E+01, 3.365E-02, 4.997E-02,-2.317E-04, 2.730E-02,-4.412E-01, 4.714E-01, 4.693E-01, 2.263E-01, 8.357E-01, 2.323E+00, 5.448E-02, 3.624E-02,-1.666E-03, 5.771E-02,-3.040E-01, 4.556E-01, 4.448E-01, 1.623E-01,-7.139E-01,-2.021E+00, 9.302E-02, 1.541E-01, 2.766E-02, 2.313E-01, 2.753E-01
 2.500E+02, 8.075E+02, 8.167E+02, 8.559E+02, 8.823E+02, 3.706E+02, 7.607E+01, 6.726E+02, 6.403E+02, 6.486E+02, 6.883E+02, 7.413E+02, 1.071E+02, 9.829E+02, 9.998E+02, 8.219E+02, 8.769E+02, 8.606E+02, 1.043E+03, 6.839E+01, 3.345E+01, 2.489E+01, 4.489E+01,-6.035E-02,-7.678E-03, 4.598E-02,-3.514E-01,-3.709E-01, 4.746E-01, 4.716E-01, 2.659E-01, 9.743E-01, 2.330E+00,-3.350E-03, 5.152E-03, 1.622E-02,-1.152E-01,-2.619E-01, 4.652E-01, 4.542E-01, 1.951E-01,-7.414E-01,-2.004E+00, 8.830E-02, 1.424E-01, 6.873E-03, 3.354E-01, 3.921E-01
 2.600E+02, 8.043E+02, 8.044E+02, 8.293E+02, 8.358E+02, 3.480E+02, 7.744E+01, 6.765E+02, 6.560E+02, 6.839E+02, 7.127E+02, 6.978E+02, 1.236E+02, 9.872E+02, 9.643E+02, 8.356E+02, 8.708E+02, 9.377E+02, 1.025E+03, 6.728E+01, 3.377E+01, 2.583E+01, 4.500E+01, 1.181E-01, 7.715E-02,-4.778E-02,-5.199E-02,-3.861E-01, 4.737E-01, 4.461E-01, 2.667E-01, 9.322E-01, 2.412E+00, 1.010E-01, 5.260E-02,-4.681E-02, 2.782E-02,-2.598E-01, 4.635E-01, 4.238E-01, 2.100E-01,-7.691E-01,-2.100E+00, 8.389E-02, 1.142E-01, 2.119E-02, 2.478E-01, 2.766E-01
 2.700E+02, 7.996E+02, 7.549E+02, 7.437E+02, 7.760E+02, 6.516E+02, 7.846E+01, 6.792E+02, 6.486E+02, 6.520E+02, 6.958E+02, 7.421E+02, 1.706E+02, 1.003E+03, 9.516E+02, 8.482E+02, 8.665E+02, 9.275E+02, 9.713E+02, 6.652E+01, 3.563E+01, 2.731E+01, 4.765E+01, 6.621E-02, 5.560E-02, 1.063E-02,-9.362E-02,-4.137E-01, 4.852E-01, 4.959E-01, 2.645E-01, 1.045E+00, 2.409E+00, 7.434E-02, 4.740E-02,-1.876E-02, 2.838E-02,-3.072E-01, 4.713E-01, 4.670E-01, 1.948E-01,-8.368E-01,-2.087E+00, 1.053E-01, 1.598E-01, 8.801E-03, 2.924E-01, 3.596E-01
 2.800E+02, 8.243E+02, 8.053E+02, 8.002E+02, 8.011E+02, 6.799E+02, 8.737E+01, 6.842E+02, 6.636E+02, 6.638E+02, 7.137E+02, 7.600E+02, 2.006E+02, 9.819E+02, 9.859E+02, 8.441E+02, 8.611E+02, 9.067E+02, 1.031E+03, 7.368E+01, 3.664E+01, 2.886E+01, 5.047E+01,-1.694E-01,-4.014E-02, 1.534E-01,-3.724E-02,-2.284E-01, 4.868E-01, 4.527E-01, 2.701E-01, 1.132E+00, 2.437E+00,-8.312E-02,-1.062E-02, 6.990E-02, 7.130E-02,-1.744E-01, 4.784E-01, 4.413E-01, 1.308E-01,-8.788E-01,-2.119E+00, 4.797E-02, 5.656E-02,-2.716E-03, 4.013E-01, 4.505E-01
 2.900E+02, 8.359E+02, 7.635E+02, 7.613E+02, 7.865E+02, 7.466E+02, 8.687E+01, 7.079E+02, 6.670E+02, 6.655E+02, 6.934E+02, 7.342E+02, 2.835E+02, 9.858E+02, 9.850E+02, 8.652E+02, 8.863E+02, 9.112E+02, 9.924E+02, 7.627E+01, 3.801E+01, 2.996E+01, 5.209E+01,-7.140E-02, 6.612E-02, 2.919E-02,-5.323E-01,-3.763E-01, 5.078E-01, 4.961E-01, 2.531E-01, 1.178E+00, 2.455E+00,-1.408E-02, 4.564E-02,-5.477E-03,-1.840E-01,-2.838E-01, 4.933E-01, 4.760E-01, 1.105E-01,-8.261E-01,-2.110E+00, 6.897E-02, 1.289E-01, 7.643E-03, 4.575E-01, 4.827E-01
 3.000E+02, 8.532E+02, 7.800E+02, 7.759E+02, 8.128E+02, 6.895E+02, 8.848E+01, 7.016E+02, 6.704E+02, 6.689E+02, 7.148E+02, 7.806E+02, 2.320E+02, 9.858E+02, 1.007E+03, 8.737E+02, 8.940E+02, 9.344E+02, 1.017E+03, 8.004E+01, 3.839E+01, 3.055E+01, 5.541E+01,-1.772E-01,-8.183E-02, 1.875E-01,-3.865E-01,-4.428E-01, 5.147E-01, 4.383E-01, 2.620E-01, 1.180E+00, 2.471E+00,-8.737E-02,-3.829E-02, 1.015E-01,-1.352E-01,-3.409E-01, 5.073E-01, 4.295E-01, 7.790E-02,-8.318E-01,-2.156E+00, 2.547E-02,-1.444E-03,-4.836E-02, 5.049E-01, 4.694E-01
 3.100E+02, 8.501E+02, 7.694E+02, 7.730E+02, 7.989E+02, 7.537E+02, 9.125E+01, 7.076E+02, 6.802E+02, 6.777E+02, 6.907E+02, 7.392E+02, 3.876E+02, 9.891E+02, 1.001E+03, 8.621E+02, 8.926E+02, 9.383E+02, 1.011E+03, 8.114E+01, 3.898E+01, 3.176E+01, 5.323E+01,-8.947E-02,-4.963E-03, 1.189E-01,-8.025E-01,-4.373E-01, 5.183E-01, 4.989E-01, 2.700E-01, 1.293E+00, 2.496E+00,-2.450E-02, 1.024E-02, 3.093E-02,-4.198E-01,-3.271E-01, 5.062E-01, 4.826E-01, 9.728E-02,-7.880E-01,-2.139E+00, 7.870E-02, 1.142E-01, 2.271E-02, 5.584E-01, 4.770E-01
 3.200E+02, 8.359E+02, 7.713E+02, 7.617E+02, 7.855E+02, 7.338E+02, 8.775E+01, 7.088E+02, 6.782E+02, 6.780E+02, 6.973E+02, 7.412E+02, 3.548E+02, 1.005E+03, 9.767E+02, 8.997E+02, 8.965E+02, 9.472E+02, 1.001E+03, 8.097E+01, 3.977E+01, 3.185E+01, 5.183E+01, 1.364E-01, 7.332E-02,-1.582E-02,-2.539E-01,-4.195E-01, 5.380E-01, 5.007E-01, 2.151E-01, 1.199E+00, 2.474E+00, 1.189E-01, 5.067E-02,-2.180E-02,-8.654E-02,-3.185E-01, 5.213E-01, 4.843E-01,-2.756E-02,-8.698E-01,-2.135E+00, 1.197E-01, 1.232E-01,-4.027E-03, 5.133E-01, 4.142E-01
