s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 9.000E+01, 9.320E+02, 5.898E+02, 3.876E+02, 9.262E+01, 5.313E+01, 4.675E+01, 6.547E+02, 5.650E+02, 5.130E+02, 2.900E+02, 9.700E+01, 6.072E+01, 1.203E+03, 9.820E+02, 1.106E+03, 1.021E+03, 7.205E+02, 9.325E+02, 4.822E+01, 2.098E+01, 1.154E+01, 2.548E+01, 3.745E-01, 3.172E-01, 2.095E-01, 3.802E-01, 1.778E+00, 1.094E-02,-1.915E-04, 4.164E-04, 8.247E-02,-9.982E-02, 3.718E-01, 3.189E-01, 1.907E-01,-3.521E-01,-1.637E+00, 5.229E-02, 9.607E-03,-5.032E-02, 1.347E-01, 8.808E-02
 1.000E+02, 9.682E+02, 5.477E+02, 3.227E+02, 8.837E+01, 5.778E+01, 5.083E+01, 6.615E+02, 5.749E+02, 5.291E+02, 2.939E+02, 9.629E+01, 6.648E+01, 1.178E+03, 9.962E+02, 1.067E+03, 1.027E+03, 7.057E+02, 9.382E+02, 5.331E+01, 2.187E+01, 1.262E+01, 2.720E+01, 3.909E-01, 3.448E-01, 1.957E-01, 4.238E-01, 1.775E+00, 4.782E-02, 1.117E-02,-2.535E-02, 7.595E-02,-8.887E-02, 3.858E-01, 3.442E-01, 1.676E-01,-3.801E-01,-1.625E+00, 6.085E-02, 3.046E-02,-5.803E-02, 1.595E-01, 1.251E-01
 1.100E+02, 9.625E+02, 6.062E+02, 3.771E+02, 8.523E+01, 6.381E+01, 5.654E+01, 6.767E+02, 5.852E+02, 5.397E+02, 2.908E+02, 9.875E+01, 6.846E+01, 1.181E+03, 1.030E+03, 1.066E+03, 1.055E+03, 6.936E+02, 9.522E+02, 5.549E+01, 2.296E+01, 1.404E+01, 2.802E+01, 3.983E-01, 3.767E-01, 2.435E-01, 4.547E-01, 1.837E+00, 5.232E-02, 1.245E-02,-1.228E-02, 3.441E-02,-7.184E-02, 3.926E-01, 3.681E-01, 1.999E-01,-4.163E-01,-1.696E+00, 6.675E-02, 4.998E-02,-1.024E-03, 1.832E-01, 1.097E-01
 1.200E+02, 9.450E+02, 5.906E+02, 3.646E+02, 1.050E+02, 6.987E+01, 6.177E+01, 6.728E+02, 6.030E+02, 5.605E+02, 3.390E+02, 1.236E+02, 6.902E+01, 1.163E+03, 1.059E+03, 1.027E+03, 1.054E+03, 6.881E+02, 1.024E+03, 5.986E+01, 2.429E+01, 1.556E+01, 3.054E+01, 4.121E-01, 3.826E-01, 2.755E-01, 4.907E-01, 1.887E+00,-2.349E-02,-5.894E-03, 2.205E-02, 1.530E-02,-6.810E-02, 4.085E-01, 3.796E-01, 2.423E-01,-4.488E-01,-1.737E+00, 5.780E-02, 4.542E-02,-2.290E-02, 1.896E-01, 1.390E-01
 1.300E+02, 1.002E+03, 6.650E+02, 4.451E+02, 1.205E+02, 7.557E+01, 6.392E+01, 7.075E+02, 6.470E+02, 6.148E+02, 4.418E+02, 1.513E+02, 7.633E+01, 1.195E+03, 1.046E+03, 1.065E+03, 1.074E+03, 8.025E+02, 1.067E+03, 5.741E+01, 2.655E+01, 1.710E+01, 3.232E+01, 4.348E-01, 4.062E-01, 2.735E-01, 6.319E-01, 1.991E+00,-7.859E-02,-1.448E-02, 5.434E-02,-6.620E-03,-5.163E-02, 4.214E-01, 4.038E-01, 2.374E-01,-5.814E-01,-1.849E+00, 5.045E-02, 2.421E-02,-2.123E-02, 2.013E-01, 9.382E-02
 1.400E+02, 9.808E+02, 5.931E+02, 4.042E+02, 1.217E+02, 8.045E+01, 7.043E+01, 6.979E+02, 6.464E+02, 6.245E+02, 4.284E+02, 1.386E+02, 7.944E+01, 1.159E+03, 1.113E+03, 1.028E+03, 1.059E+03, 7.732E+02, 1.049E+03, 6.282E+01, 2.689E+01, 1.840E+01, 3.294E+01, 4.569E-01, 4.097E-01, 2.863E-01, 6.023E-01, 2.013E+00, 3.488E-03,-9.037E-03,-2.527E-02,-5.084E-02,-5.806E-02, 4.382E-01, 4.001E-01, 2.104E-01,-5.550E-01,-1.853E+00, 8.432E-02, 5.763E-02,-1.434E-02, 2.079E-01, 1.290E-01
 1.500E+02, 9.287E+02, 5.975E+02, 3.857E+02, 1.242E+02, 8.396E+01, 7.194E+01, 6.853E+02, 6.372E+02, 6.071E+02, 3.967E+02, 1.393E+02, 8.432E+01, 1.126E+03, 1.124E+03, 9.752E+02, 1.051E+03, 7.806E+02, 1.084E+03, 6.745E+01, 2.793E+01, 1.999E+01, 3.667E+01, 4.524E-01, 4.134E-01, 3.077E-01, 5.775E-01, 2.063E+00,-9.650E-02,-7.251E-03, 7.646E-02,-4.497E-04,-9.446E-02, 4.444E-01, 4.165E-01, 2.626E-01,-5.454E-01,-1.890E+00, 4.654E-02, 7.949E-03,-3.740E-02, 2.057E-01, 1.221E-01
 1.600E+02, 9.446E+02, 6.450E+02, 3.899E+02, 1.124E+02, 8.879E+01, 7.585E+01, 6.996E+02, 6.486E+02, 6.301E+02, 4.525E+02, 1.634E+02, 8.835E+01, 1.157E+03, 1.113E+03, 9.994E+02, 1.059E+03, 7.346E+02, 1.089E+03, 6.961E+01, 2.907E+01, 2.128E+01, 3.570E+01, 4.808E-01, 4.486E-01, 3.218E-01, 6.005E-01, 2.102E+00,-9.892E-03,-3.753E-02, 2.980E-02,-7.773E-02,-6.940E-02, 4.682E-01, 4.296E-01, 2.784E-01,-5.581E-01,-1.967E+00, 1.024E-01, 9.843E-02,-5.704E-03, 2.009E-01, 1.298E-01
 1.700E+02, 9.127E+02, 6.621E+02, 3.735E+02, 1.097E+02, 9.257E+01, 8.061E+01, 6.841E+02, 6.594E+02, 6.502E+02, 4.059E+02, 1.502E+02, 9.089E+01, 1.125E+03, 1.163E+03, 9.767E+02, 1.028E+03, 8.593E+02, 1.120E+03, 7.075E+01, 2.955E+01, 2.259E+01, 3.830E+01, 4.907E-01, 4.487E-01, 2.970E-01, 5.838E-01, 2.115E+00, 6.206E-02, 1.477E-02,-4.462E-02,-1.896E-02,-4.294E-02, 4.689E-01, 4.449E-01, 2.715E-01,-5.336E-01,-1.949E+00, 1.065E-01, 7.848E-02,-3.969E-02, 2.031E-01, 1.101E-01
 1.800E+02, 9.038E+02, 6.359E+02, 3.805E+02, 1.307E+02, 9.567E+01, 8.102E+01, 6.797E+02, 6.518E+02, 6.391E+02, 4.595E+02, 1.537E+02, 9.434E+01, 1.099E+03, 1.159E+03, 9.524E+02, 1.010E+03, 8.882E+02, 1.120E+03, 7.211E+01, 3.009E+01, 2.344E+01, 4.215E+01, 4.869E-01, 4.655E-01, 3.212E-01, 6.155E-01, 2.118E+00, 3.339E-02, 2.124E-02,-2.776E-02, 7.375E-03,-5.853E-02, 4.693E-01, 4.560E-01, 2.876E-01,-5.685E-01,-1.955E+00, 8.179E-02, 8.597E-02, 1.350E-02, 1.977E-01, 1.626E-01
 1.900E+02, 9.234E+02, 7.111E+02, 4.811E+02, 1.662E+02, 9.989E+01, 8.287E+01, 7.007E+02, 6.713E+02, 6.628E+02, 5.347E+02, 2.222E+02, 9.782E+01, 1.095E+03, 1.162E+03, 9.694E+02, 1.042E+03, 9.559E+02, 1.167E+03, 7.427E+01, 3.188E+01, 2.491E+01, 4.304E+01, 5.009E-01, 4.360E-01, 2.788E-01, 6.845E-01, 2.122E+00,-1.973E-02, 1.609E-02,-5.771E-03, 2.536E-02,-6.670E-02, 4.827E-01, 4.324E-01, 1.747E-01,-6.364E-01,-1.958E+00, 5.248E-02,-1.473E-02,-1.024E-02, 2.190E-01, 1.940E-01
 2.000E+02, 9.825E+02, 7.176E+02, 4.507E+02, 1.340E+02, 1.079E+02, 9.286E+01, 7.509E+02, 6.931E+02, 6.805E+02, 6.119E+02, 3.161E+02, 1.011E+02, 1.143E+03, 1.148E+03, 9.963E+02, 1.098E+03, 1.007E+03, 1.207E+03, 7.595E+01, 3.503E+01, 2.653E+01, 4.449E+01, 5.187E-01, 4.477E-01, 2.329E-01, 7.690E-01, 2.239E+00,-3.422E-02,-3.619E-02, 3.992E-02,-4.981E-02,-1.577E-02, 5.094E-01, 4.434E-01, 9.590E-02,-6.799E-01,-2.086E+00, 5.588E-02, 1.481E-02,-1.133E-02, 2.450E-01, 1.974E-01
 2.100E+02, 9.446E+02, 6.859E+02, 3.898E+02, 1.286E+02, 1.080E+02, 8.993E+01, 7.269E+02, 6.883E+02, 6.759E+02, 5.782E+02, 2.521E+02, 1.080E+02, 1.093E+03, 1.179E+03, 9.828E+02, 1.065E+03, 1.036E+03, 1.215E+03, 7.824E+01, 3.554E+01, 2.772E+01, 4.601E+01, 5.404E-01, 4.858E-01, 2.888E-01, 7.498E-01, 2.257E+00, 2.562E-03,-4.737E-03, 6.793E-03,-2.282E-02,-4.312E-02, 5.234E-01, 4.705E-01, 2.401E-01,-6.828E-01,-2.100E+00, 8.828E-02, 9.581E-02, 1.705E-02, 2.384E-01, 1.945E-01
 2.200E+02, 9.395E+02, 8.152E+02, 6.317E+02, 2.018E+02, 1.147E+02, 9.853E+01, 7.301E+02, 6.921E+02, 6.936E+02, 6.002E+02, 2.696E+02, 1.067E+02, 1.071E+03, 1.173E+03, 9.518E+02, 1.050E+03, 1.012E+03, 1.176E+03, 8.041E+01, 3.725E+01, 2.984E+01, 4.961E+01, 5.287E-01, 4.767E-01, 2.900E-01, 7.458E-01, 2.328E+00,-8.621E-03,-2.314E-03, 3.586E-02, 3.971E-02,-8.938E-02, 5.135E-01, 4.676E-01, 2.319E-01,-6.973E-01,-2.155E+00, 8.055E-02, 3.930E-02,-8.798E-03, 2.502E-01, 1.712E-01
 2.300E+02, 9.589E+02, 7.556E+02, 5.382E+02, 1.725E+02, 1.224E+02, 1.043E+02, 7.361E+02, 7.127E+02, 7.156E+02, 6.974E+02, 3.607E+02, 1.155E+02, 1.053E+03, 1.157E+03, 9.524E+02, 1.031E+03, 1.070E+03, 1.171E+03, 8.269E+01, 3.898E+01, 3.183E+01, 5.100E+01, 5.517E-01, 5.073E-01, 3.301E-01, 8.334E-01, 2.338E+00,-1.793E-02,-2.251E-02, 2.652E-02,-1.824E-03,-9.224E-02, 5.220E-01, 4.844E-01, 1.848E-01,-7.729E-01,-2.159E+00, 1.297E-01, 1.223E-01,-1.548E-02, 2.224E-01, 2.162E-01
 2.400E+02, 9.594E+02, 8.750E+02, 7.004E+02, 2.651E+02, 1.314E+02, 1.056E+02, 7.540E+02, 7.219E+02, 7.208E+02, 7.099E+02, 4.598E+02, 1.226E+02, 1.046E+03, 1.161E+03, 9.483E+02, 1.041E+03, 1.027E+03, 1.176E+03, 8.676E+01, 4.130E+01, 3.448E+01, 5.364E+01, 5.425E-01, 5.143E-01, 2.961E-01, 8.663E-01, 2.371E+00,-5.561E-02,-2.557E-02, 5.749E-02,-7.410E-02,-1.610E-01, 5.334E-01, 4.931E-01, 1.040E-01,-7.626E-01,-2.197E+00, 5.554E-02, 7.171E-02, 1.999E-02, 2.623E-01, 1.998E-01
 2.500E+02, 9.314E+02, 8.463E+02, 6.075E+02, 2.431E+02, 1.399E+02, 1.095E+02, 7.607E+02, 7.353E+02, 7.356E+02, 7.299E+02, 5.130E+02, 1.285E+02, 1.045E+03, 1.158E+03, 9.529E+02, 1.031E+03, 1.097E+03, 1.183E+03, 8.742E+01, 4.375E+01, 3.610E+01, 5.531E+01, 5.717E-01, 5.463E-01, 3.229E-01, 8.658E-01, 2.439E+00, 2.076E-02,-4.536E-03, 1.579E-02,-2.374E-02,-2.210E-01, 5.542E-01, 5.170E-01, 2.656E-01,-7.890E-01,-2.215E+00, 1.086E-01, 1.602E-01,-8.548E-03, 2.550E-01, 2.332E-01
 2.600E+02, 9.355E+02, 8.726E+02, 6.525E+02, 2.297E+02, 1.416E+02, 1.204E+02, 7.742E+02, 7.409E+02, 7.399E+02, 7.442E+02, 5.831E+02, 1.312E+02, 1.058E+03, 1.145E+03, 9.585E+02, 1.059E+03, 1.102E+03, 1.180E+03, 8.928E+01, 4.559E+01, 3.758E+01, 5.565E+01, 5.792E-01, 5.920E-01, 3.679E-01, 8.559E-01, 2.381E+00, 5.586E-02, 1.511E-02,-5.730E-03, 2.059E-02,-2.805E-01, 5.307E-01, 5.309E-01, 3.082E-01,-7.883E-01,-2.161E+00, 1.787E-01, 2.634E-01, 3.192E-02, 2.550E-01, 3.096E-01
 2.700E+02, 9.511E+02, 8.361E+02, 6.294E+02, 2.003E+02, 1.450E+02, 1.213E+02, 7.829E+02, 7.577E+02, 7.571E+02, 7.777E+02, 6.250E+02, 1.366E+02, 1.052E+03, 1.150E+03, 9.568E+02, 1.039E+03, 1.087E+03, 1.167E+03, 9.092E+01, 4.634E+01, 3.896E+01, 5.791E+01, 5.784E-01, 5.350E-01, 3.403E-01, 9.050E-01, 2.445E+00,-1.889E-02,-3.237E-03, 1.046E-02,-2.621E-02,-2.826E-01, 5.577E-01, 5.207E-01, 2.348E-01,-8.142E-01,-2.205E+00, 9.764E-02, 8.677E-02, 3.383E-02, 2.732E-01, 3.069E-01
 2.800E+02, 9.576E+02, 7.729E+02, 5.130E+02, 2.016E+02, 1.460E+02, 1.205E+02, 7.796E+02, 7.512E+02, 7.543E+02, 7.574E+02, 5.440E+02, 1.407E+02, 1.082E+03, 1.172E+03, 9.734E+02, 1.065E+03, 1.135E+03, 1.171E+03, 9.209E+01, 4.583E+01, 3.902E+01, 5.998E+01, 5.811E-01, 5.293E-01, 3.843E-01, 8.810E-01, 2.453E+00,-4.597E-02,-8.704E-03, 7.530E-02,-9.612E-04,-1.695E-01, 5.557E-01, 5.016E-01, 3.026E-01,-8.079E-01,-2.237E+00, 1.304E-01, 1.081E-01, 1.912E-02, 2.543E-01, 2.270E-01
 2.900E+02, 9.992E+02, 7.413E+02, 5.022E+02, 1.840E+02, 1.483E+02, 1.292E+02, 7.913E+02, 7.552E+02, 7.476E+02, 7.278E+02, 5.484E+02, 1.398E+02, 1.109E+03, 1.207E+03, 9.984E+02, 1.063E+03, 1.145E+03, 1.247E+03, 9.233E+01, 4.528E+01, 3.863E+01, 5.848E+01, 5.864E-01, 5.342E-01, 2.823E-01, 9.030E-01, 2.401E+00, 4.811E-02, 2.777E-02,-1.605E-02,-1.200E-01,-1.726E-01, 5.621E-01, 5.040E-01, 1.502E-01,-7.764E-01,-2.259E+00, 1.235E-01, 1.063E-01,-8.194E-03, 2.648E-01, 2.309E-01
 3.000E+02, 9.740E+02, 6.301E+02, 4.579E+02, 2.075E+02, 1.453E+02, 1.288E+02, 7.893E+02, 7.652E+02, 7.616E+02, 7.390E+02, 5.475E+02, 1.415E+02, 1.098E+03, 1.207E+03, 1.005E+03, 1.083E+03, 1.122E+03, 1.243E+03, 9.177E+01, 4.442E+01, 3.815E+01, 5.635E+01, 5.850E-01, 5.305E-01, 3.613E-01, 8.732E-01, 2.394E+00, 1.149E-01, 6.391E-02,-1.132E-01,-3.455E-03,-1.838E-01, 5.617E-01, 5.127E-01, 2.619E-01,-7.620E-01,-2.207E+00, 1.278E-01, 1.173E-01, 4.824E-04, 2.859E-01, 2.406E-01
 3.100E+02, 9.943E+02, 6.571E+02, 4.033E+02, 1.752E+02, 1.426E+02, 1.178E+02, 8.144E+02, 7.654E+02, 7.532E+02, 6.954E+02, 5.206E+02, 1.414E+02, 1.154E+03, 1.191E+03, 1.032E+03, 1.098E+03, 1.130E+03, 1.301E+03, 8.994E+01, 4.391E+01, 3.686E+01, 5.546E+01, 5.857E-01, 5.306E-01, 3.366E-01, 8.560E-01, 2.408E+00,-2.788E-02,-7.644E-03, 7.385E-02, 2.733E-02,-8.941E-02, 5.549E-01, 5.119E-01, 2.190E-01,-7.674E-01,-2.242E+00, 1.109E-01, 9.165E-02,-1.203E-02, 2.673E-01, 1.943E-01
 3.200E+02, 1.011E+03, 4.728E+02, 2.915E+02, 1.681E+02, 1.434E+02, 1.207E+02, 8.281E+02, 7.728E+02, 7.598E+02, 6.871E+02, 4.677E+02, 1.373E+02, 1.156E+03, 1.154E+03, 1.039E+03, 1.133E+03, 1.126E+03, 1.287E+03, 8.820E+01, 4.365E+01, 3.576E+01, 5.415E+01, 5.841E-01, 5.501E-01, 3.504E-01, 8.421E-01, 2.344E+00,-1.040E-02,-1.472E-02, 8.578E-03,-8.427E-04,-1.060E-01, 5.525E-01, 5.142E-01, 2.541E-01,-7.677E-01,-2.158E+00, 1.444E-01, 1.905E-01, 2.613E-02, 2.246E-01, 1.760E-01
 3.300E+02, 9.975E+02, 5.483E+02, 3.521E+02, 1.825E+02, 1.378E+02, 1.184E+02, 8.262E+02, 7.749E+02, 7.574E+02, 6.559E+02, 4.525E+02, 1.353E+02, 1.174E+03, 1.164E+03, 1.088E+03, 1.126E+03, 1.172E+03, 1.288E+03, 8.699E+01, 4.327E+01, 3.518E+01, 5.259E+01, 6.068E-01, 5.457E-01, 2.930E-01, 8.548E-01, 2.378E+00, 5.922E-02, 2.495E-02, 7.242E-03,-3.057E-02,-1.323E-01, 5.796E-01, 5.268E-01, 1.707E-01,-7.642E-01,-2.185E+00, 1.386E-01, 1.242E-01, 2.552E-02, 2.363E-01, 1.159E-01
 3.400E+02, 1.001E+03, 4.881E+02, 3.218E+02, 1.803E+02, 1.454E+02, 1.222E+02, 8.133E+02, 7.625E+02, 7.456E+02, 6.721E+02, 4.758E+02, 1.326E+02, 1.167E+03, 1.134E+03, 1.049E+03, 1.125E+03, 1.176E+03, 1.259E+03, 8.496E+01, 4.263E+01, 3.507E+01, 5.374E+01, 6.011E-01, 4.962E-01, 3.246E-01, 8.795E-01, 2.345E+00,-1.844E-02,-1.172E-02, 7.964E-02,-3.271E-02,-1.026E-01, 5.689E-01, 4.812E-01, 2.158E-01,-7.695E-01,-2.177E+00, 1.327E-01, 7.784E-02, 1.164E-02, 2.376E-01, 1.498E-01
 3.500E+02, 9.762E+02, 4.494E+02, 2.974E+02, 1.660E+02, 1.417E+02, 1.201E+02, 8.213E+02, 7.736E+02, 7.630E+02, 7.030E+02, 4.322E+02, 1.397E+02, 1.167E+03, 1.121E+03, 1.063E+03, 1.119E+03, 1.167E+03, 1.266E+03, 8.489E+01, 4.143E+01, 3.459E+01, 5.354E+01, 5.940E-01, 5.003E-01, 2.662E-01, 8.330E-01, 2.281E+00,-1.559E-02, 8.951E-03, 2.361E-02,-2.759E-02,-1.940E-01, 5.768E-01, 4.894E-01, 1.993E-01,-7.494E-01,-2.089E+00, 1.052E-01, 6.642E-02, 1.090E-02, 2.304E-01, 1.011E-01
 3.600E+02, 9.958E+02, 5.069E+02, 3.324E+02, 1.854E+02, 1.473E+02, 1.184E+02, 8.436E+02, 7.686E+02, 7.554E+02, 6.686E+02, 4.827E+02, 1.379E+02, 1.177E+03, 1.076E+03, 1.066E+03, 1.113E+03, 1.158E+03, 1.283E+03, 8.051E+01, 4.167E+01, 3.389E+01, 5.480E+01, 5.808E-01, 5.087E-01, 3.060E-01, 8.699E-01, 2.327E+00,-7.536E-02,-2.273E-02, 2.130E-02,-8.496E-02,-1.384E-01, 5.658E-01, 4.960E-01, 1.419E-01,-7.562E-01,-2.133E+00, 2.819E-02, 2.062E-02,-6.374E-03, 2.156E-01, 9.149E-02
 3.700E+02, 9.633E+02, 5.158E+02, 3.404E+02, 1.850E+02, 1.458E+02, 1.163E+02, 8.538E+02, 7.741E+02, 7.556E+02, 6.801E+02, 4.774E+02, 1.434E+02, 1.183E+03, 1.056E+03, 1.068E+03, 1.124E+03, 1.171E+03, 1.296E+03, 7.696E+01, 4.183E+01, 3.329E+01, 5.512E+01, 5.676E-01, 4.982E-01, 2.819E-01, 8.986E-01, 2.274E+00,-1.484E-01,-5.031E-02, 1.203E-01,-1.445E-01,-1.711E-01, 5.527E-01, 4.844E-01,-1.756E-04,-7.393E-01,-2.097E+00, 1.786E-03,-9.076E-02,-8.346E-03, 2.473E-01, 1.615E-01
