s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 9.000E+01, 4.191E+02, 2.916E+02, 2.627E+02, 1.919E+02, 9.913E+01, 3.320E+01, 3.799E+02, 3.501E+02, 3.397E+02, 3.004E+02, 1.867E+02, 4.685E+01, 6.695E+02, 5.718E+02, 5.182E+02, 4.903E+02, 6.154E+02, 6.384E+02, 1.024E+01, 5.656E+00, 2.122E+00, 1.675E+01,-5.914E-02,-2.321E-02,-2.022E-02,-3.503E-01,-2.671E-01, 4.027E-01, 3.577E-01, 2.616E-01, 7.647E-01, 2.108E+00,-3.005E-02,-4.712E-03, 1.349E-04,-1.841E-01,-2.076E-01, 4.099E-01, 3.689E-01, 2.565E-01,-4.709E-01,-1.926E+00, 6.334E-02,-3.215E-02,-3.071E-02, 3.888E-01,-2.723E-01
 1.000E+02, 4.003E+02, 2.755E+02, 2.508E+02, 2.055E+02, 1.154E+02, 3.357E+01, 3.852E+02, 3.536E+02, 3.435E+02, 2.911E+02, 1.736E+02, 4.539E+01, 6.878E+02, 5.638E+02, 5.219E+02, 5.154E+02, 5.225E+02, 5.911E+02, 9.538E+00, 5.894E+00, 2.171E+00, 1.474E+01,-1.692E-02,-3.166E-02,-3.892E-02,-3.788E-02,-3.180E-01, 4.084E-01, 3.593E-01, 2.575E-01, 7.272E-01, 2.111E+00, 3.722E-03,-1.251E-02,-1.133E-02,-3.259E-02,-2.033E-01, 4.200E-01, 3.699E-01, 2.552E-01,-5.184E-01,-1.931E+00, 5.436E-02,-1.087E-02,-4.421E-02, 3.040E-01,-2.346E-01
 1.100E+02, 4.228E+02, 2.976E+02, 2.844E+02, 2.046E+02, 9.757E+01, 3.344E+01, 3.885E+02, 3.578E+02, 3.441E+02, 3.002E+02, 1.642E+02, 4.650E+01, 7.049E+02, 5.832E+02, 5.482E+02, 5.184E+02, 5.965E+02, 5.944E+02, 9.698E+00, 5.913E+00, 2.198E+00, 1.520E+01,-4.475E-02,-5.753E-02,-2.417E-02,-1.528E-02,-2.890E-01, 4.120E-01, 3.614E-01, 2.704E-01, 7.137E-01, 2.105E+00,-1.320E-02,-2.716E-02, 7.421E-03, 1.391E-02,-2.200E-01, 4.242E-01, 3.720E-01, 2.709E-01,-5.146E-01,-1.933E+00, 4.157E-02,-9.368E-03,-3.044E-02, 3.885E-01,-2.450E-01
 1.200E+02, 4.255E+02, 2.615E+02, 2.344E+02, 1.743E+02, 9.595E+01, 3.373E+01, 3.914E+02, 3.618E+02, 3.510E+02, 2.869E+02, 1.636E+02, 4.638E+01, 6.890E+02, 5.685E+02, 5.505E+02, 5.109E+02, 6.811E+02, 6.403E+02, 9.775E+00, 6.111E+00, 2.239E+00, 1.666E+01,-7.999E-02,-4.525E-02,-2.372E-03,-1.797E-01,-3.176E-01, 4.002E-01, 3.513E-01, 2.448E-01, 7.203E-01, 2.149E+00,-3.781E-02,-1.830E-02, 5.484E-03,-1.148E-01,-2.379E-01, 4.103E-01, 3.581E-01, 2.408E-01,-4.975E-01,-1.963E+00, 3.254E-02,-1.233E-02,-3.852E-02, 3.129E-01,-1.498E-01
 1.300E+02, 4.360E+02, 2.774E+02, 2.606E+02, 1.874E+02, 9.581E+01, 3.425E+01, 3.858E+02, 3.654E+02, 3.536E+02, 3.080E+02, 1.752E+02, 4.464E+01, 7.056E+02, 5.870E+02, 5.190E+02, 5.144E+02, 5.791E+02, 6.295E+02, 1.048E+01, 5.933E+00, 2.260E+00, 1.487E+01,-4.981E-02,-4.772E-02, 3.563E-02,-3.893E-02,-3.755E-01, 4.171E-01, 3.688E-01, 2.846E-01, 6.954E-01, 2.131E+00,-1.409E-02,-2.146E-02, 3.163E-02, 1.567E-02,-2.658E-01, 4.306E-01, 3.782E-01, 2.872E-01,-4.905E-01,-1.957E+00, 3.706E-02, 1.399E-03,-2.494E-02, 3.348E-01,-1.734E-01
 1.400E+02, 4.256E+02, 2.879E+02, 2.554E+02, 1.910E+02, 8.865E+01, 3.462E+01, 3.956E+02, 3.645E+02, 3.482E+02, 2.779E+02, 1.481E+02, 4.681E+01, 7.097E+02, 5.997E+02, 5.316E+02, 4.958E+02, 6.841E+02, 6.551E+02, 1.100E+01, 6.050E+00, 2.321E+00, 1.603E+01,-3.618E-03, 6.957E-02, 2.867E-02,-3.112E-01,-3.858E-01, 3.938E-01, 3.515E-01, 2.540E-01, 7.097E-01, 2.140E+00, 1.986E-02, 6.255E-02, 2.194E-02,-2.110E-01,-2.732E-01, 4.086E-01, 3.602E-01, 2.529E-01,-4.296E-01,-1.949E+00, 2.463E-02, 9.376E-03,-2.638E-02, 2.933E-01,-1.630E-01
 1.500E+02, 4.190E+02, 3.235E+02, 2.918E+02, 2.046E+02, 9.057E+01, 3.488E+01, 3.952E+02, 3.648E+02, 3.495E+02, 3.017E+02, 1.675E+02, 4.691E+01, 6.968E+02, 5.866E+02, 5.439E+02, 5.044E+02, 6.913E+02, 6.668E+02, 1.082E+01, 6.185E+00, 2.335E+00, 1.723E+01,-1.652E-02,-1.845E-02, 2.445E-02, 3.200E-02,-3.936E-01, 4.037E-01, 3.528E-01, 2.584E-01, 6.814E-01, 2.111E+00, 5.431E-03, 6.521E-03, 2.232E-02, 5.421E-02,-2.687E-01, 4.215E-01, 3.660E-01, 2.541E-01,-4.950E-01,-1.934E+00, 9.214E-03,-2.395E-02,-1.468E-02, 3.218E-01,-1.977E-01
 1.600E+02, 4.341E+02, 3.043E+02, 2.851E+02, 1.972E+02, 9.569E+01, 3.480E+01, 3.883E+02, 3.646E+02, 3.574E+02, 3.104E+02, 1.746E+02, 4.760E+01, 6.825E+02, 5.886E+02, 5.268E+02, 4.983E+02, 6.694E+02, 6.954E+02, 1.096E+01, 5.922E+00, 2.351E+00, 1.490E+01,-4.212E-02,-3.536E-02, 1.705E-02,-1.577E-01,-2.819E-01, 4.114E-01, 3.600E-01, 2.578E-01, 7.262E-01, 2.144E+00,-1.327E-02,-1.612E-02, 2.310E-02,-5.102E-02,-1.973E-01, 4.264E-01, 3.686E-01, 2.629E-01,-4.825E-01,-1.966E+00, 2.127E-02,-9.912E-03,-3.259E-02, 3.783E-01,-1.983E-01
 1.700E+02, 4.308E+02, 3.059E+02, 2.924E+02, 2.227E+02, 8.957E+01, 3.501E+01, 3.823E+02, 3.637E+02, 3.522E+02, 2.973E+02, 1.598E+02, 4.866E+01, 6.930E+02, 5.768E+02, 5.171E+02, 4.901E+02, 5.474E+02, 5.809E+02, 1.105E+01, 5.943E+00, 2.367E+00, 1.497E+01,-8.047E-03,-1.875E-02,-2.340E-02,-1.302E-01,-3.214E-01, 4.129E-01, 3.595E-01, 2.556E-01, 6.839E-01, 2.124E+00, 1.297E-02, 1.389E-03,-1.547E-03,-6.299E-02,-2.330E-01, 4.302E-01, 3.677E-01, 2.499E-01,-5.185E-01,-1.957E+00, 1.529E-02,-2.295E-02,-3.347E-02, 3.258E-01,-2.229E-01
 1.800E+02, 4.126E+02, 3.081E+02, 2.857E+02, 2.104E+02, 8.639E+01, 3.560E+01, 3.947E+02, 3.733E+02, 3.624E+02, 3.084E+02, 1.641E+02, 4.695E+01, 7.207E+02, 5.826E+02, 5.749E+02, 5.136E+02, 6.178E+02, 6.717E+02, 1.017E+01, 6.208E+00, 2.409E+00, 1.649E+01,-9.631E-02,-4.666E-02,-1.047E-02, 6.813E-02,-3.946E-01, 4.233E-01, 3.690E-01, 2.620E-01, 7.013E-01, 2.211E+00,-5.358E-02,-1.977E-02, 4.088E-03, 2.789E-02,-2.908E-01, 4.352E-01, 3.813E-01, 2.489E-01,-5.210E-01,-2.005E+00, 1.307E-02,-2.271E-02,-2.841E-02, 3.230E-01,-1.730E-01
 1.900E+02, 4.327E+02, 3.021E+02, 2.652E+02, 1.738E+02, 7.131E+01, 3.589E+01, 3.947E+02, 3.711E+02, 3.596E+02, 3.091E+02, 1.635E+02, 4.758E+01, 7.098E+02, 5.688E+02, 5.536E+02, 5.132E+02, 6.006E+02, 6.653E+02, 1.104E+01, 6.270E+00, 2.466E+00, 1.616E+01,-2.012E-02, 1.967E-02,-1.649E-02,-5.524E-02,-3.935E-01, 4.161E-01, 3.531E-01, 2.426E-01, 6.774E-01, 2.148E+00,-3.666E-03, 2.742E-02, 4.088E-03,-1.213E-02,-2.926E-01, 4.289E-01, 3.635E-01, 2.424E-01,-4.946E-01,-1.948E+00, 2.798E-02,-3.326E-02,-2.666E-02, 3.401E-01,-2.145E-01
 2.000E+02, 4.114E+02, 3.090E+02, 2.864E+02, 1.942E+02, 8.009E+01, 3.517E+01, 3.918E+02, 3.713E+02, 3.604E+02, 3.176E+02, 1.877E+02, 4.850E+01, 6.953E+02, 5.934E+02, 5.560E+02, 5.159E+02, 5.502E+02, 6.455E+02, 1.012E+01, 6.149E+00, 2.467E+00, 1.524E+01,-4.100E-02, 9.618E-03, 4.774E-02,-2.016E-01,-3.688E-01, 4.223E-01, 3.661E-01, 2.639E-01, 6.902E-01, 2.139E+00,-1.575E-02, 2.232E-02, 3.899E-02,-1.127E-01,-2.680E-01, 4.373E-01, 3.774E-01, 2.575E-01,-5.156E-01,-1.955E+00, 3.199E-02,-2.232E-02,-7.641E-03, 3.503E-01,-1.891E-01
 2.100E+02, 4.226E+02, 3.004E+02, 2.739E+02, 1.912E+02, 8.601E+01, 3.613E+01, 3.939E+02, 3.703E+02, 3.519E+02, 2.852E+02, 1.418E+02, 4.839E+01, 7.491E+02, 6.036E+02, 5.865E+02, 5.209E+02, 6.836E+02, 6.807E+02, 1.039E+01, 6.297E+00, 2.516E+00, 1.719E+01,-8.503E-03,-1.902E-02,-3.559E-02,-2.008E-01,-3.642E-01, 4.160E-01, 3.660E-01, 2.414E-01, 7.196E-01, 2.130E+00, 1.309E-02, 6.551E-03,-1.259E-02,-9.383E-02,-2.505E-01, 4.320E-01, 3.804E-01, 2.370E-01,-5.682E-01,-1.931E+00, 2.912E-02,-2.739E-02,-2.681E-02, 2.901E-01,-1.631E-01
 2.200E+02, 4.176E+02, 3.035E+02, 2.802E+02, 1.929E+02, 7.996E+01, 3.593E+01, 3.933E+02, 3.700E+02, 3.551E+02, 2.914E+02, 1.407E+02, 4.666E+01, 7.156E+02, 5.854E+02, 5.796E+02, 5.204E+02, 5.823E+02, 6.646E+02, 1.135E+01, 6.291E+00, 2.534E+00, 1.600E+01,-7.231E-03, 2.540E-02,-7.834E-02,-6.667E-02,-4.449E-01, 4.159E-01, 3.589E-01, 2.594E-01, 7.078E-01, 2.117E+00, 2.027E-02, 2.697E-02,-3.694E-02,-4.562E-02,-3.338E-01, 4.243E-01, 3.663E-01, 2.542E-01,-5.395E-01,-1.932E+00, 4.275E-02,-1.646E-02,-2.917E-02, 2.809E-01,-1.143E-01
 2.300E+02, 4.464E+02, 2.957E+02, 2.739E+02, 1.809E+02, 8.399E+01, 3.671E+01, 4.031E+02, 3.738E+02, 3.570E+02, 2.941E+02, 1.495E+02, 4.854E+01, 7.227E+02, 6.318E+02, 5.623E+02, 5.288E+02, 6.235E+02, 7.089E+02, 1.201E+01, 6.462E+00, 2.592E+00, 1.487E+01,-7.784E-02,-3.450E-02, 1.870E-02, 7.170E-04,-3.406E-01, 4.232E-01, 3.613E-01, 2.539E-01, 7.000E-01, 2.162E+00,-3.608E-02,-1.636E-02, 1.867E-02,-2.023E-02,-2.456E-01, 4.347E-01, 3.665E-01, 2.441E-01,-4.808E-01,-1.972E+00, 4.573E-02,-2.885E-02,-2.702E-02, 3.171E-01,-2.365E-01
 2.400E+02, 4.308E+02, 3.190E+02, 2.897E+02, 1.921E+02, 8.707E+01, 3.610E+01, 4.012E+02, 3.770E+02, 3.623E+02, 3.189E+02, 1.697E+02, 4.879E+01, 7.087E+02, 5.854E+02, 5.547E+02, 5.215E+02, 6.227E+02, 6.861E+02, 1.092E+01, 6.304E+00, 2.597E+00, 1.700E+01, 3.080E-02, 1.729E-02, 3.939E-02,-2.112E-01,-4.333E-01, 4.275E-01, 3.604E-01, 2.270E-01, 8.128E-01, 2.156E+00, 3.187E-02, 2.593E-02, 3.826E-02,-1.382E-01,-3.388E-01, 4.405E-01, 3.709E-01, 2.174E-01,-5.554E-01,-1.951E+00, 3.617E-02,-1.861E-02,-3.877E-02, 3.969E-01,-5.553E-02
 2.500E+02, 4.286E+02, 3.033E+02, 2.836E+02, 1.941E+02, 7.229E+01, 3.645E+01, 4.119E+02, 3.789E+02, 3.654E+02, 3.072E+02, 1.505E+02, 4.988E+01, 7.797E+02, 6.140E+02, 5.926E+02, 5.553E+02, 6.697E+02, 6.873E+02, 1.090E+01, 6.633E+00, 2.649E+00, 1.590E+01, 3.207E-02, 3.412E-02, 3.504E-02, 9.847E-02,-3.995E-01, 4.225E-01, 3.658E-01, 2.549E-01, 6.742E-01, 2.145E+00, 3.707E-02, 3.654E-02, 3.440E-02, 6.745E-02,-2.854E-01, 4.380E-01, 3.746E-01, 2.471E-01,-4.695E-01,-1.961E+00, 3.814E-02,-1.321E-02,-2.162E-02, 3.458E-01,-1.861E-01
 2.600E+02, 4.637E+02, 2.816E+02, 2.590E+02, 1.734E+02, 7.583E+01, 3.663E+01, 4.064E+02, 3.743E+02, 3.634E+02, 2.877E+02, 1.255E+02, 4.857E+01, 7.308E+02, 6.139E+02, 5.740E+02, 5.309E+02, 5.924E+02, 6.614E+02, 1.143E+01, 6.555E+00, 2.691E+00, 1.555E+01,-2.778E-02,-1.742E-02, 5.790E-03,-1.981E-02,-4.847E-01, 4.154E-01, 3.549E-01, 2.419E-01, 6.606E-01, 2.152E+00,-1.970E-03, 2.222E-03, 1.737E-02, 1.594E-03,-3.606E-01, 4.294E-01, 3.662E-01, 2.385E-01,-5.198E-01,-1.944E+00, 3.927E-02,-1.562E-02,-9.783E-03, 2.858E-01,-1.950E-02
 2.700E+02, 4.576E+02, 3.021E+02, 2.624E+02, 1.704E+02, 7.206E+01, 3.760E+01, 4.137E+02, 3.827E+02, 3.701E+02, 3.137E+02, 1.504E+02, 4.932E+01, 7.153E+02, 6.260E+02, 5.628E+02, 5.354E+02, 5.851E+02, 7.032E+02, 1.278E+01, 6.361E+00, 2.693E+00, 1.512E+01,-6.565E-04, 5.432E-02, 5.286E-03, 5.466E-02,-4.070E-01, 4.178E-01, 3.643E-01, 2.425E-01, 6.322E-01, 2.195E+00, 2.815E-02, 4.622E-02, 5.025E-03, 5.401E-02,-3.043E-01, 4.298E-01, 3.694E-01, 2.307E-01,-4.049E-01,-2.015E+00, 3.777E-02, 7.303E-04,-5.023E-02, 3.078E-01,-1.821E-01
 2.800E+02, 4.527E+02, 2.964E+02, 2.753E+02, 1.891E+02, 6.853E+01, 3.728E+01, 4.028E+02, 3.781E+02, 3.629E+02, 3.044E+02, 1.396E+02, 4.982E+01, 6.950E+02, 5.926E+02, 5.613E+02, 5.127E+02, 6.456E+02, 6.702E+02, 1.166E+01, 6.488E+00, 2.730E+00, 1.610E+01, 2.695E-02, 2.574E-03,-3.766E-03, 2.949E-02,-3.521E-01, 4.269E-01, 3.596E-01, 2.445E-01, 6.472E-01, 2.207E+00, 4.092E-02, 1.682E-02, 2.188E-03, 5.122E-02,-2.807E-01, 4.410E-01, 3.703E-01, 2.372E-01,-4.667E-01,-2.029E+00, 1.898E-02,-3.701E-02,-4.979E-02, 3.273E-01,-2.036E-01
 2.900E+02, 4.443E+02, 2.772E+02, 2.535E+02, 1.876E+02, 8.127E+01, 3.695E+01, 4.048E+02, 3.757E+02, 3.621E+02, 3.041E+02, 1.605E+02, 4.926E+01, 7.363E+02, 5.954E+02, 5.863E+02, 5.289E+02, 5.967E+02, 6.313E+02, 1.130E+01, 6.467E+00, 2.731E+00, 1.546E+01,-1.906E-03,-2.853E-02,-1.357E-02,-9.580E-02,-3.681E-01, 4.317E-01, 3.700E-01, 2.358E-01, 7.396E-01, 2.151E+00, 2.450E-02,-9.935E-03,-1.664E-03,-3.151E-02,-2.750E-01, 4.384E-01, 3.828E-01, 2.252E-01,-5.399E-01,-1.971E+00, 7.433E-02,-8.471E-03,-4.873E-02, 3.458E-01,-1.434E-01
 3.000E+02, 4.757E+02, 2.911E+02, 2.620E+02, 1.796E+02, 7.387E+01, 3.637E+01, 4.001E+02, 3.706E+02, 3.592E+02, 3.036E+02, 1.445E+02, 5.098E+01, 7.012E+02, 6.050E+02, 5.468E+02, 5.115E+02, 5.970E+02, 6.765E+02, 1.317E+01, 6.259E+00, 2.737E+00, 1.582E+01, 1.030E-01,-1.452E-01,-4.373E-03,-6.988E-02,-2.816E-01, 4.417E-01, 3.814E-01, 2.493E-01, 6.910E-01, 2.143E+00, 8.955E-02,-8.342E-02, 2.743E-04,-1.446E-02,-2.001E-01, 4.480E-01, 3.784E-01, 2.419E-01,-5.163E-01,-1.948E+00, 4.248E-02,-5.469E-03,-5.420E-02, 2.663E-01,-1.887E-01
 3.100E+02, 7.103E+02, 4.095E+02, 3.762E+02, 2.574E+02, 1.331E+02, 4.009E+01, 5.533E+02, 5.040E+02, 4.895E+02, 4.283E+02, 2.836E+02, 5.352E+01, 1.013E+03, 8.942E+02, 8.490E+02, 8.105E+02, 8.008E+02, 8.632E+02, 2.554E+01, 1.356E+01, 5.195E+00, 1.955E+01,-4.560E-02,-9.155E-02, 1.547E-02,-6.960E-01,-1.382E-01, 4.424E-01, 3.727E-01, 2.663E-01, 1.016E+00, 2.677E+00,-1.343E-02,-4.674E-02, 2.335E-02,-4.695E-01,-1.195E-01, 4.512E-01, 3.811E-01, 2.240E-01,-5.426E-01,-2.466E+00, 2.087E-02,-1.729E-02,-2.554E-02, 3.738E-01,-4.560E-01
 3.200E+02, 8.097E+02, 4.625E+02, 4.128E+02, 2.866E+02, 1.233E+02, 4.313E+01, 5.817E+02, 5.293E+02, 5.094E+02, 4.372E+02, 2.583E+02, 5.576E+01, 1.116E+03, 9.308E+02, 9.763E+02, 8.977E+02, 7.422E+02, 8.665E+02, 2.800E+01, 1.685E+01, 6.137E+00, 1.875E+01,-3.388E-02, 2.047E-02, 1.013E-02,-3.813E-01,-3.088E-01, 4.843E-01, 4.170E-01, 2.868E-01, 9.773E-01, 2.793E+00, 4.771E-03, 3.182E-02, 5.151E-03,-1.920E-01,-2.147E-01, 4.989E-01, 4.382E-01, 2.713E-01,-6.709E-01,-2.584E+00, 5.104E-02, 1.733E-02,-3.885E-02, 3.782E-01,-3.246E-01
