s,kW/m2,kg/m2/s
 5.0000376E+002, 5.8166734E+001, 4.1998404E-003
 5.1000055E+002, 5.7857060E+001, 4.1779406E-003
 5.2000076E+002, 5.7652260E+001, 4.1624787E-003
 5.3000274E+002, 5.7392089E+001, 4.1439947E-003
 5.4000017E+002, 5.7156600E+001, 4.1264140E-003
 5.5000159E+002, 5.6833623E+001, 4.1039279E-003
 5.6000161E+002, 5.6594653E+001, 4.0866350E-003
 5.7000136E+002, 5.6437423E+001, 4.0740981E-003
 5.8000185E+002, 5.6281018E+001, 4.0641467E-003
 5.9000123E+002, 5.6197648E+001, 4.0571560E-003
 6.0000079E+002, 5.6081675E+001, 4.0495116E-003
 6.1000360E+002, 5.5978590E+001, 4.0421512E-003
 6.2000285E+002, 5.5815123E+001, 4.0294867E-003
 6.3000221E+002, 5.5724800E+001, 4.0239214E-003
 6.4000243E+002, 5.5681214E+001, 4.0207144E-003
 6.5000320E+002, 5.5641005E+001, 4.0171649E-003
 6.6000303E+002, 5.5596538E+001, 4.0145867E-003
 6.7000194E+002, 5.5562838E+001, 4.0114621E-003
 6.8000139E+002, 5.5632724E+001, 4.0168170E-003
 6.9000285E+002, 5.5806767E+001, 4.0298713E-003
 7.0000302E+002, 5.6103324E+001, 4.0507207E-003
 7.1000307E+002, 5.6505283E+001, 4.0800926E-003
 7.2000225E+002, 5.7066249E+001, 4.1210847E-003
 7.3000287E+002, 5.7792846E+001, 4.1726174E-003
 7.4000242E+002, 5.8711312E+001, 4.2389650E-003
 7.5000314E+002, 5.9752243E+001, 4.3155196E-003
 7.6000156E+002, 6.0978500E+001, 4.4026449E-003
 7.7000098E+002, 6.2289420E+001, 4.4984101E-003
 7.8000223E+002, 6.3745802E+001, 4.6024492E-003
 7.9000059E+002, 6.5354391E+001, 4.7202294E-003
 8.0000055E+002, 6.7182301E+001, 4.8509262E-003
 8.1000033E+002, 6.9032490E+001, 4.9855933E-003
 8.2000272E+002, 7.0971820E+001, 5.1245611E-003
 8.3000169E+002, 7.2937241E+001, 5.2671399E-003
 8.4000268E+002, 7.4990460E+001, 5.4163024E-003
 8.5000079E+002, 7.7153217E+001, 5.5707152E-003
 8.6000219E+002, 7.9363760E+001, 5.7315315E-003
 8.7000280E+002, 8.1625059E+001, 5.8957548E-003
 8.8000000E+002, 8.4021627E+001, 6.0675919E-003
 8.9000123E+002, 8.6403493E+001, 6.2404011E-003
 9.0000004E+002, 8.8834648E+001, 6.4151687E-003
 9.1000096E+002, 9.1300429E+001, 6.5923125E-003
 9.2000174E+002, 9.3699677E+001, 6.7683103E-003
 9.3000246E+002, 9.6170902E+001, 6.9461347E-003
 9.4000100E+002, 9.8707380E+001, 7.1293634E-003
 9.5000262E+002, 1.0117378E+002, 7.3073211E-003
 9.6000186E+002, 1.0346961E+002, 7.4729107E-003
 9.7000095E+002, 1.0548982E+002, 7.6166025E-003
 9.8000114E+002, 1.0697665E+002, 7.7251645E-003
 9.9000216E+002, 1.0722876E+002, 7.7448790E-003
 1.0000003E+003, 1.0521812E+002, 7.5924814E-003
 1.0100010E+003, 1.0031861E+002, 7.2431110E-003
 1.0200018E+003, 9.5740359E+001, 6.9109776E-003
 1.0300008E+003, 9.3669172E+001, 6.7623314E-003
 1.0400005E+003, 9.3037970E+001, 6.7175159E-003
 1.0500027E+003, 9.3096159E+001, 6.7217621E-003
 1.0600015E+003, 9.3727007E+001, 6.7684390E-003
 1.0700018E+003, 9.4948225E+001, 6.8551967E-003
 1.0800012E+003, 9.6314327E+001, 6.9547604E-003
 1.0900005E+003, 9.7809126E+001, 7.0645745E-003
 1.1000009E+003, 9.9253942E+001, 7.1656622E-003
 1.1100005E+003, 1.0029371E+002, 7.2417862E-003
 1.1200011E+003, 1.0061736E+002, 7.2656858E-003
 1.1300029E+003, 9.9582641E+001, 7.1895813E-003
 1.1400022E+003, 9.6486237E+001, 6.9659145E-003
 1.1500001E+003, 9.1115491E+001, 6.5776242E-003
 1.1600019E+003, 8.5038366E+001, 6.1385065E-003
 1.1700024E+003, 7.9821572E+001, 5.7625886E-003
 1.1800035E+003, 7.6288218E+001, 5.5077000E-003
 1.1900031E+003, 7.4452819E+001, 5.3757383E-003
 1.2000019E+003, 7.3834881E+001, 5.3309080E-003
 1.2100018E+003, 7.3776076E+001, 5.3269734E-003
 1.2200020E+003, 7.3904358E+001, 5.3364389E-003
 1.2300029E+003, 7.4149987E+001, 5.3543916E-003
 1.2400029E+003, 7.4426893E+001, 5.3733774E-003
 1.2500004E+003, 7.4623377E+001, 5.3884678E-003
 1.2600031E+003, 7.4764460E+001, 5.3978683E-003
 1.2700025E+003, 7.4755539E+001, 5.3977765E-003
 1.2800039E+003, 7.4558236E+001, 5.3836604E-003
 1.2900024E+003, 7.4168995E+001, 5.3548674E-003
 1.3000018E+003, 7.3454326E+001, 5.3035456E-003
 1.3100004E+003, 7.2311538E+001, 5.2212367E-003
 1.3200007E+003, 7.0677140E+001, 5.1027275E-003
 1.3300018E+003, 6.8397021E+001, 4.9379022E-003
 1.3400001E+003, 6.5290225E+001, 4.7134844E-003
 1.3500014E+003, 6.1334270E+001, 4.4278621E-003
 1.3600022E+003, 5.6800503E+001, 4.1000518E-003
 1.3700011E+003, 5.2154816E+001, 3.7649836E-003
 1.3800029E+003, 4.7968236E+001, 3.4626527E-003
 1.3900037E+003, 4.4566506E+001, 3.2170933E-003
 1.4000009E+003, 4.1993203E+001, 3.0315411E-003
 1.4100017E+003, 4.0126673E+001, 2.8967586E-003
 1.4200049E+003, 3.8756675E+001, 2.7980375E-003
 1.4300019E+003, 3.7693427E+001, 2.7213455E-003
 1.4400036E+003, 3.6815098E+001, 2.6579312E-003
 1.4500032E+003, 3.6029804E+001, 2.6011691E-003
 1.4600004E+003, 3.5271883E+001, 2.5468042E-003
 1.4700006E+003, 3.4523338E+001, 2.4923477E-003
 1.4800002E+003, 3.3742471E+001, 2.4359918E-003
 1.4900024E+003, 3.2916379E+001, 2.3763830E-003
 1.5000042E+003, 3.2025749E+001, 2.3121962E-003
 1.5100006E+003, 3.1052781E+001, 2.2418771E-003
 1.5200007E+003, 2.9980070E+001, 2.1642919E-003
 1.5300026E+003, 2.8803123E+001, 2.0792959E-003
 1.5400009E+003, 2.7485065E+001, 1.9840914E-003
 1.5500046E+003, 2.6014408E+001, 1.8777751E-003
 1.5600036E+003, 2.4383024E+001, 1.7600705E-003
 1.5700002E+003, 2.2588689E+001, 1.6303559E-003
 1.5800007E+003, 2.0662590E+001, 1.4913125E-003
 1.5900012E+003, 1.8643306E+001, 1.3454337E-003
 1.6000054E+003, 1.6574335E+001, 1.1960050E-003
 1.6100015E+003, 1.4523121E+001, 1.0479739E-003
 1.6200057E+003, 1.2558897E+001, 9.0614794E-004
 1.6300059E+003, 1.0728442E+001, 7.7402415E-004
 1.6400033E+003, 9.0684160E+000, 6.5423214E-004
 1.6500010E+003, 7.6111025E+000, 5.4906478E-004
 1.6600021E+003, 6.3553576E+000, 4.5847481E-004
 1.6700055E+003, 5.2853833E+000, 3.8127619E-004
 1.6800036E+003, 4.3850039E+000, 3.1632477E-004
 1.6900030E+003, 3.6336089E+000, 2.6211474E-004
 1.7000051E+003, 3.0100452E+000, 2.1713662E-004
 1.7100061E+003, 2.4966469E+000, 1.8009584E-004
 1.7200027E+003, 2.0769039E+000, 1.4982680E-004
 1.7300025E+003, 1.7355115E+000, 1.2520090E-004
 1.7400034E+003, 1.4585176E+000, 1.0521850E-004
 1.7500029E+003, 1.2337833E+000, 8.9012952E-005
 1.7600033E+003, 1.0510541E+000, 7.5830969E-005
