s,kW/m2,kg/m2/s
 5.0000512E+002, 3.2800862E+001, 2.3880704E-003
 5.1000933E+002, 3.2814989E+001, 2.3885960E-003
 5.2000640E+002, 3.2638461E+001, 2.3759538E-003
 5.3001530E+002, 3.2523458E+001, 2.3679609E-003
 5.4000304E+002, 3.2351770E+001, 2.3546185E-003
 5.5000838E+002, 3.2035483E+001, 2.3324867E-003
 5.6000142E+002, 3.1869566E+001, 2.3195591E-003
 5.7000746E+002, 3.1563189E+001, 2.2980863E-003
 5.8000890E+002, 3.1311755E+001, 2.2788118E-003
 5.9001215E+002, 3.1216213E+001, 2.2726365E-003
 6.0000079E+002, 3.0990323E+001, 2.2558407E-003
 6.1000796E+002, 3.0927251E+001, 2.2513619E-003
 6.2000042E+002, 3.0769579E+001, 2.2400481E-003
 6.3001335E+002, 3.0707120E+001, 2.2349620E-003
 6.4000505E+002, 3.0565726E+001, 2.2250026E-003
 6.5000320E+002, 3.0520939E+001, 2.2224315E-003
 6.6000679E+002, 3.0440740E+001, 2.2158445E-003
 6.7000197E+002, 3.0358540E+001, 2.2099789E-003
 6.8001720E+002, 3.0279734E+001, 2.2040572E-003
 6.9000513E+002, 3.0177057E+001, 2.1968536E-003
 7.0000349E+002, 3.0062125E+001, 2.1881402E-003
 7.1000464E+002, 2.9945199E+001, 2.1799589E-003
 7.2000944E+002, 2.9805375E+001, 2.1694920E-003
 7.3000183E+002, 2.9719941E+001, 2.1634567E-003
 7.4000928E+002, 2.9629711E+001, 2.1567883E-003
 7.5001306E+002, 2.9536289E+001, 2.1501811E-003
 7.6000219E+002, 2.9445677E+001, 2.1433689E-003
 7.7000763E+002, 2.9320314E+001, 2.1343717E-003
 7.8000547E+002, 2.9218035E+001, 2.1264689E-003
 7.9001298E+002, 2.9068758E+001, 2.1162928E-003
 8.0001930E+002, 2.9044017E+001, 2.1144565E-003
 8.1000957E+002, 2.8940316E+001, 2.1059368E-003
 8.2000146E+002, 2.8894569E+001, 2.1037243E-003
 8.3000659E+002, 2.8869140E+001, 2.1012522E-003
 8.4000970E+002, 2.8805940E+001, 2.0968417E-003
 8.5001209E+002, 2.8760198E+001, 2.0936689E-003
 8.6000124E+002, 2.8721650E+001, 2.0905838E-003
 8.7000057E+002, 2.8669383E+001, 2.0870866E-003
 8.8001919E+002, 2.8595629E+001, 2.0817226E-003
 8.9000080E+002, 2.8572894E+001, 2.0792821E-003
 9.0000807E+002, 2.8537590E+001, 2.0773585E-003
 9.1000690E+002, 2.8463407E+001, 2.0721549E-003
 9.2001356E+002, 2.8453274E+001, 2.0711779E-003
 9.3001180E+002, 2.8425952E+001, 2.0688616E-003
 9.4000440E+002, 2.8397121E+001, 2.0671994E-003
 9.5000208E+002, 2.8362135E+001, 2.0645981E-003
 9.6000440E+002, 2.8371398E+001, 2.0649647E-003
 9.7000042E+002, 2.8339404E+001, 2.0629442E-003
 9.8000340E+002, 2.8342791E+001, 2.0629564E-003
 9.9000163E+002, 2.8350312E+001, 2.0637673E-003
 1.0000148E+003, 2.8360682E+001, 2.0643962E-003
 1.0100159E+003, 2.8389782E+001, 2.0666257E-003
 1.0200117E+003, 2.8442736E+001, 2.0707755E-003
 1.0300114E+003, 2.8553955E+001, 2.0784048E-003
 1.0400072E+003, 2.8781489E+001, 2.0948933E-003
 1.0500087E+003, 2.9017546E+001, 2.1125611E-003
 1.0600142E+003, 2.9228001E+001, 2.1280075E-003
 1.0700117E+003, 2.9522004E+001, 2.1492315E-003
 1.0800077E+003, 2.9876396E+001, 2.1749432E-003
 1.0900091E+003, 3.0243091E+001, 2.2016873E-003
 1.1000114E+003, 3.0607781E+001, 2.2286807E-003
 1.1100117E+003, 3.1088007E+001, 2.2632316E-003
 1.1200059E+003, 3.1576801E+001, 2.2990562E-003
 1.1300008E+003, 3.2065762E+001, 2.3347067E-003
 1.1400098E+003, 3.2633662E+001, 2.3757063E-003
 1.1500070E+003, 3.3252799E+001, 2.4209460E-003
 1.1600053E+003, 3.3917500E+001, 2.4694965E-003
 1.1700025E+003, 3.4581967E+001, 2.5183778E-003
 1.1800098E+003, 3.5273857E+001, 2.5684626E-003
 1.1900099E+003, 3.6035134E+001, 2.6238621E-003
 1.2000172E+003, 3.6774895E+001, 2.6782948E-003
 1.2100035E+003, 3.7542717E+001, 2.7332060E-003
 1.2200097E+003, 3.8291653E+001, 2.7894045E-003
 1.2300083E+003, 3.9127080E+001, 2.8489788E-003
 1.2400047E+003, 3.9955326E+001, 2.9096160E-003
 1.2500089E+003, 4.0748982E+001, 2.9674824E-003
 1.2600098E+003, 4.1547875E+001, 3.0259112E-003
 1.2700078E+003, 4.2349175E+001, 3.0840939E-003
 1.2800057E+003, 4.3023507E+001, 3.1336002E-003
 1.2900145E+003, 4.3684469E+001, 3.1813941E-003
 1.3000127E+003, 4.4473777E+001, 3.2385424E-003
 1.3100132E+003, 4.5170438E+001, 3.2898848E-003
 1.3200103E+003, 4.5809957E+001, 3.3361926E-003
 1.3300122E+003, 4.6422179E+001, 3.3815437E-003
 1.3400070E+003, 4.6977049E+001, 3.4214393E-003
 1.3500078E+003, 4.7487957E+001, 3.4585341E-003
 1.3600072E+003, 4.8078033E+001, 3.5015510E-003
 1.3700093E+003, 4.8552597E+001, 3.5358717E-003
 1.3800046E+003, 4.9009200E+001, 3.5698058E-003
 1.3900055E+003, 4.9401521E+001, 3.5987152E-003
 1.4000040E+003, 4.9762352E+001, 3.6233748E-003
 1.4100015E+003, 5.0059317E+001, 3.6471053E-003
 1.4200096E+003, 5.0379425E+001, 3.6696047E-003
 1.4300040E+003, 5.0627424E+001, 3.6873377E-003
 1.4400066E+003, 5.0890002E+001, 3.7072437E-003
 1.4500116E+003, 5.1123268E+001, 3.7234702E-003
 1.4600145E+003, 5.1346853E+001, 3.7392548E-003
 1.4700118E+003, 5.1522382E+001, 3.7528597E-003
 1.4800104E+003, 5.1702976E+001, 3.7660604E-003
 1.4900053E+003, 5.1838667E+001, 3.7759996E-003
 1.5000076E+003, 5.1960867E+001, 3.7846802E-003
 1.5100018E+003, 5.2089620E+001, 3.7939453E-003
 1.5200031E+003, 5.2222269E+001, 3.8040445E-003
 1.5300144E+003, 5.2350717E+001, 3.8133286E-003
 1.5400022E+003, 5.2501648E+001, 3.8233043E-003
 1.5500078E+003, 5.2599579E+001, 3.8316334E-003
 1.5600111E+003, 5.2668163E+001, 3.8358039E-003
 1.5700057E+003, 5.2705793E+001, 3.8391296E-003
 1.5800067E+003, 5.2767121E+001, 3.8431521E-003
 1.5900018E+003, 5.2771233E+001, 3.8438087E-003
 1.6000121E+003, 5.2746955E+001, 3.8422573E-003
 1.6100113E+003, 5.2659718E+001, 3.8352840E-003
 1.6200056E+003, 5.2536779E+001, 3.8262607E-003
 1.6300003E+003, 5.2421612E+001, 3.8186305E-003
 1.6400144E+003, 5.2270103E+001, 3.8071888E-003
 1.6500114E+003, 5.2077540E+001, 3.7930644E-003
 1.6600021E+003, 5.1828631E+001, 3.7745802E-003
 1.6700074E+003, 5.1576042E+001, 3.7562468E-003
 1.6800006E+003, 5.1270714E+001, 3.7343878E-003
 1.6900113E+003, 5.0938979E+001, 3.7087424E-003
 1.7000036E+003, 5.0531716E+001, 3.6816252E-003
 1.7100012E+003, 5.0157167E+001, 3.6524907E-003
 1.7200040E+003, 4.9717335E+001, 3.6212671E-003
 1.7300113E+003, 4.9286201E+001, 3.5891595E-003
 1.7400099E+003, 4.8823487E+001, 3.5559597E-003
 1.7500036E+003, 4.8398064E+001, 3.5238433E-003
 1.7600051E+003, 4.7922603E+001, 3.4898485E-003
 1.7700041E+003, 4.7425977E+001, 3.4538251E-003
 1.7800019E+003, 4.6903422E+001, 3.4156506E-003
 1.7900132E+003, 4.6362980E+001, 3.3763962E-003
 1.8000019E+003, 4.5832940E+001, 3.3374802E-003
 1.8100082E+003, 4.5287150E+001, 3.2973321E-003
 1.8200114E+003, 4.4707404E+001, 3.2563132E-003
 1.8300008E+003, 4.4143885E+001, 3.2142978E-003
 1.8400075E+003, 4.3566019E+001, 3.1717390E-003
 1.8500012E+003, 4.2964313E+001, 3.1288939E-003
 1.8600057E+003, 4.2375697E+001, 3.0854801E-003
 1.8700023E+003, 4.1784277E+001, 3.0421269E-003
 1.8800125E+003, 4.1190676E+001, 2.9991967E-003
 1.8900001E+003, 4.0593180E+001, 2.9558296E-003
 1.9000030E+003, 3.9995859E+001, 2.9116332E-003
 1.9100072E+003, 3.9415254E+001, 2.8697093E-003
 1.9200160E+003, 3.8858480E+001, 2.8288360E-003
 1.9300122E+003, 3.8284452E+001, 2.7874482E-003
 1.9400017E+003, 3.7714271E+001, 2.7453746E-003
 1.9500046E+003, 3.7131193E+001, 2.7031062E-003
 1.9600129E+003, 3.6556408E+001, 2.6611759E-003
 1.9700089E+003, 3.5985264E+001, 2.6195364E-003
 1.9800011E+003, 3.5403486E+001, 2.5766815E-003
 1.9900101E+003, 3.4794714E+001, 2.5329422E-003
 2.0000000E+003, 3.4188250E+001, 2.4885008E-003
