s,kW/m2,kg/m2/s
 5.0000564E+002, 5.9415350E+001, 4.2975759E-003
 5.1000399E+002, 5.8956622E+001, 4.2638265E-003
 5.2001028E+002, 5.8606526E+001, 4.2388607E-003
 5.3001093E+002, 5.8891874E+001, 4.2592861E-003
 5.4000172E+002, 5.8638228E+001, 4.2398551E-003
 5.5000411E+002, 5.8134873E+001, 4.2055411E-003
 5.6001052E+002, 5.8157293E+001, 4.2059325E-003
 5.7000940E+002, 5.7836240E+001, 4.1823843E-003
 5.8000840E+002, 5.7346986E+001, 4.1472956E-003
 5.9001142E+002, 5.7165188E+001, 4.1348587E-003
 6.0000102E+002, 5.7091318E+001, 4.1283234E-003
 6.1000164E+002, 5.6649575E+001, 4.0969755E-003
 6.2000219E+002, 5.6397762E+001, 4.0794251E-003
 6.3000379E+002, 5.6502108E+001, 4.0867734E-003
 6.4000593E+002, 5.6293907E+001, 4.0707104E-003
 6.5000125E+002, 5.6054867E+001, 4.0543462E-003
 6.6000297E+002, 5.6164326E+001, 4.0611480E-003
 6.7000902E+002, 5.6000227E+001, 4.0502109E-003
 6.8000674E+002, 5.5649422E+001, 4.0246267E-003
 6.9000549E+002, 5.6297411E+001, 4.0719234E-003
 7.0000927E+002, 5.6699537E+001, 4.1005131E-003
 7.1000940E+002, 5.6506588E+001, 4.0864337E-003
 7.2001025E+002, 5.5950278E+001, 4.0456969E-003
 7.3000793E+002, 5.6403502E+001, 4.0799350E-003
 7.4000123E+002, 5.6674036E+001, 4.0984770E-003
 7.5000216E+002, 5.6841563E+001, 4.1106144E-003
 7.6000883E+002, 5.7531164E+001, 4.1619090E-003
 7.7001013E+002, 5.8211305E+001, 4.2105565E-003
 7.8000504E+002, 5.8365256E+001, 4.2217068E-003
 7.9000099E+002, 5.8545335E+001, 4.2338278E-003
 8.0001119E+002, 5.8894831E+001, 4.2601783E-003
 8.1000214E+002, 5.9756092E+001, 4.3213675E-003
 8.2000018E+002, 6.0530353E+001, 4.3778319E-003
 8.3000838E+002, 6.1531342E+001, 4.4508286E-003
 8.4000880E+002, 6.3008190E+001, 4.5576407E-003
 8.5000232E+002, 6.4947223E+001, 4.6991928E-003
 8.6000439E+002, 6.6905791E+001, 4.8394116E-003
 8.7000145E+002, 6.9063612E+001, 4.9972578E-003
 8.8000531E+002, 7.1519083E+001, 5.1739766E-003
 8.9000392E+002, 7.4229969E+001, 5.3713121E-003
 9.0000767E+002, 7.6872422E+001, 5.5625404E-003
 9.1000553E+002, 7.9683974E+001, 5.7656401E-003
 9.2000101E+002, 8.2487246E+001, 5.9687166E-003
 9.3000288E+002, 8.5396807E+001, 6.1806175E-003
 9.4000257E+002, 8.8295192E+001, 6.3878051E-003
 9.5000446E+002, 9.1071438E+001, 6.5906467E-003
 9.6000761E+002, 9.3994335E+001, 6.8038579E-003
 9.7000122E+002, 9.6604699E+001, 6.9909618E-003
 9.8000907E+002, 9.9480255E+001, 7.2004360E-003
 9.9000181E+002, 1.0240180E+002, 7.4102579E-003
 1.0000085E+003, 1.0437992E+002, 7.5534757E-003
 1.0100077E+003, 1.0624536E+002, 7.6895047E-003
 1.0200058E+003, 1.0827541E+002, 7.8355880E-003
 1.0300078E+003, 1.1018698E+002, 7.9757153E-003
 1.0400078E+003, 1.1283022E+002, 8.1661863E-003
 1.0500041E+003, 1.1513633E+002, 8.3334494E-003
 1.0600085E+003, 1.1752510E+002, 8.5073336E-003
 1.0700056E+003, 1.1927567E+002, 8.6330253E-003
 1.0800040E+003, 1.2040219E+002, 8.7147468E-003
 1.0900060E+003, 1.2144265E+002, 8.7904236E-003
 1.1000034E+003, 1.2250959E+002, 8.8651189E-003
 1.1100047E+003, 1.2332527E+002, 8.9279090E-003
 1.1200011E+003, 1.2426015E+002, 8.9948536E-003
 1.1300068E+003, 1.2496264E+002, 9.0443060E-003
 1.1400026E+003, 1.2548024E+002, 9.0856811E-003
 1.1500089E+003, 1.2586549E+002, 9.1085222E-003
 1.1600079E+003, 1.2593779E+002, 9.1173478E-003
 1.1700039E+003, 1.2572751E+002, 9.1005678E-003
 1.1800095E+003, 1.2527059E+002, 9.0661670E-003
 1.1900048E+003, 1.2437082E+002, 9.0041298E-003
 1.2000044E+003, 1.2287544E+002, 8.8919899E-003
 1.2100032E+003, 1.2066577E+002, 8.7331413E-003
 1.2200057E+003, 1.1748815E+002, 8.5034465E-003
 1.2300028E+003, 1.1329819E+002, 8.1983560E-003
 1.2400062E+003, 1.0803898E+002, 7.8171742E-003
 1.2500000E+003, 1.0222215E+002, 7.3939209E-003
 1.2600081E+003, 9.6727405E+001, 7.0022704E-003
 1.2700011E+003, 9.1936571E+001, 6.6506194E-003
 1.2800084E+003, 8.7877710E+001, 6.3574012E-003
 1.2900065E+003, 8.4050525E+001, 6.0806502E-003
 1.3000038E+003, 8.0151322E+001, 5.7984682E-003
 1.3100013E+003, 7.6012110E+001, 5.4968989E-003
 1.3200022E+003, 7.1196897E+001, 5.1484695E-003
 1.3300060E+003, 6.5598052E+001, 4.7420301E-003
 1.3400117E+003, 5.9067540E+001, 4.2693707E-003
 1.3500014E+003, 5.1627869E+001, 3.7297801E-003
 1.3600054E+003, 4.3569961E+001, 3.1456787E-003
 1.3700140E+003, 3.5466042E+001, 2.5592914E-003
 1.3800103E+003, 2.7880270E+001, 2.0110062E-003
 1.3900131E+003, 2.1256536E+001, 1.5324749E-003
 1.4000050E+003, 1.5826477E+001, 1.1407071E-003
 1.4100137E+003, 1.1608967E+001, 8.3631591E-004
 1.4200137E+003, 8.4660634E+000, 6.0988152E-004
 1.4300197E+003, 6.1987101E+000, 4.4657994E-004
 1.4400130E+003, 4.5873101E+000, 3.3049409E-004
 1.4500234E+003, 3.4428603E+000, 2.4801018E-004
 1.4600142E+003, 2.6230203E+000, 1.8901294E-004
 1.4700040E+003, 2.0314155E+000, 1.4636019E-004
 1.4800059E+003, 1.5968069E+000, 1.1509279E-004
 1.4900042E+003, 1.2738668E+000, 9.1805836E-005
 1.5000064E+003, 1.0291537E+000, 7.4194855E-005
 1.5100139E+003, 8.4203123E-001, 6.0698552E-005
 1.5200072E+003, 6.9661442E-001, 5.0228704E-005
 1.5300228E+003, 5.8228919E-001, 4.1982035E-005
 1.5400180E+003, 4.9097123E-001, 3.5404387E-005
 1.5500132E+003, 4.1774412E-001, 3.0121443E-005
 1.5600249E+003, 3.5798391E-001, 2.5819996E-005
 1.5700267E+003, 3.0897254E-001, 2.2282683E-005
 1.5800085E+003, 2.6846134E-001, 1.9362683E-005
 1.5900145E+003, 2.3475376E-001, 1.6930615E-005
 1.6000002E+003, 2.0634006E-001, 1.4882755E-005
 1.6100083E+003, 1.8227140E-001, 1.3146332E-005
 1.6200141E+003, 1.6171844E-001, 1.1667968E-005
 1.6300156E+003, 1.4419780E-001, 1.0403834E-005
 1.6400014E+003, 1.2918936E-001, 9.3180164E-006
 1.6500075E+003, 1.1613370E-001, 8.3799724E-006
 1.6600211E+003, 1.0486509E-001, 7.5643756E-006
 1.6700041E+003, 9.4926674E-002, 6.8490176E-006
 1.6800209E+003, 8.6231951E-002, 6.2217349E-006
 1.6900077E+003, 7.8593203E-002, 5.6702779E-006
 1.7000100E+003, 7.1834809E-002, 5.1834249E-006
 1.7100220E+003, 6.5812990E-002, 4.7486172E-006
 1.7200163E+003, 6.0513520E-002, 4.3659677E-006
 1.7300277E+003, 5.5801695E-002, 4.0274220E-006
 1.7400078E+003, 5.1488111E-002, 3.7154463E-006
 1.7500000E+003, 4.7607660E-002, 3.4346498E-006
