s,m,C,C,C,C,C,C,C,C,C,C,kW,kW,kW,kW,kg/m2/s
 2.8000048E+002, 3.4109233E-002, 9.8580231E+001, 2.5222737E+001, 2.9569219E+001, 3.6034002E+001, 4.5269637E+001, 5.8071689E+001, 7.5405166E+001, 9.2993247E+001, 9.2993247E+001, 9.2993247E+001, 4.2670272E-001, 1.6968812E-002, 4.4367153E-001, 4.4367153E-001, 3.5730399E+001
 2.9000101E+002, 3.3487149E-002, 9.8683485E+001, 2.6342314E+001, 3.1085021E+001, 3.8033105E+001, 4.7842661E+001, 6.1315980E+001, 7.9420197E+001, 9.2917447E+001, 9.2917447E+001, 9.2917447E+001, 4.3414755E-001, 1.7503271E-002, 4.5165082E-001, 4.5165082E-001, 3.7047898E+001
 3.0000114E+002, 3.2857810E-002, 9.8639995E+001, 2.6833711E+001, 3.1710693E+001, 3.8842764E+001, 4.8893524E+001, 6.2683862E+001, 8.1236822E+001, 9.3051899E+001, 9.3051899E+001, 9.3051899E+001, 4.2854905E-001, 1.8180561E-002, 4.4672961E-001, 4.4672961E-001, 3.6659681E+001
 3.1000060E+002, 3.2231440E-002, 9.8648712E+001, 2.7654840E+001, 3.2775189E+001, 4.0210127E+001, 5.0627350E+001, 6.4860905E+001, 8.3952137E+001, 9.2950222E+001, 9.2950222E+001, 9.2950222E+001, 4.2974837E-001, 1.6963343E-002, 4.4671171E-001, 4.4671171E-001, 3.6785679E+001
 3.2000033E+002, 3.1597094E-002, 9.8660739E+001, 2.8781657E+001, 3.4247579E+001, 4.2102490E+001, 5.3020424E+001, 6.7847018E+001, 8.7667288E+001, 9.3055753E+001, 9.3055753E+001, 9.3055753E+001, 4.3329435E-001, 1.7312182E-002, 4.5060653E-001, 4.5060653E-001, 3.7244545E+001
 3.3000070E+002, 3.0962696E-002, 9.8660010E+001, 2.9183443E+001, 3.4749292E+001, 4.2770246E+001, 5.3938984E+001, 6.9134881E+001, 8.9368209E+001, 9.2806896E+001, 9.2806896E+001, 9.2806896E+001, 4.3707847E-001, 1.6107339E-002, 4.5318581E-001, 4.5318581E-001, 3.8118079E+001
 3.4000003E+002, 3.0329049E-002, 9.8604076E+001, 3.0347711E+001, 3.6254973E+001, 4.4695479E+001, 5.6370563E+001, 7.2181857E+001, 9.3059806E+001, 9.3059806E+001, 9.3059806E+001, 9.3059806E+001, 4.3287894E-001, 1.6783056E-002, 4.4966199E-001, 4.4966199E-001, 3.7675802E+001
 3.5000094E+002, 2.9697119E-002, 9.8638904E+001, 3.1335657E+001, 3.7503198E+001, 4.6268811E+001, 5.8346071E+001, 7.4644202E+001, 9.2862348E+001, 9.2862348E+001, 9.2862348E+001, 9.2862348E+001, 4.4291613E-001, 1.5936858E-002, 4.5885298E-001, 4.5885298E-001, 3.9051958E+001
 3.6000031E+002, 2.9034112E-002, 9.8701954E+001, 3.1903897E+001, 3.8214658E+001, 4.7201425E+001, 5.9594339E+001, 7.6337147E+001, 9.2828364E+001, 9.2828364E+001, 9.2828364E+001, 9.2828364E+001, 4.4176423E-001, 1.5454389E-002, 4.5721862E-001, 4.5721862E-001, 3.8696485E+001
 3.7000031E+002, 2.8391529E-002, 9.8607940E+001, 3.3296302E+001, 4.0004673E+001, 4.9480730E+001, 6.2480646E+001, 8.0031297E+001, 9.3013370E+001, 9.3013370E+001, 9.3013370E+001, 9.3013370E+001, 4.3507469E-001, 1.7611812E-002, 4.5268650E-001, 4.5268650E-001, 3.8402499E+001
 3.8000036E+002, 2.7742802E-002, 9.8727470E+001, 3.4224473E+001, 4.1155094E+001, 5.0927037E+001, 6.4318413E+001, 8.2347927E+001, 9.2876133E+001, 9.2876133E+001, 9.2876133E+001, 9.2876133E+001, 4.4343725E-001, 1.6241529E-002, 4.5967878E-001, 4.5967878E-001, 3.9553981E+001
 3.9000045E+002, 2.7078051E-002, 9.8687276E+001, 3.4929678E+001, 4.2034676E+001, 5.2071585E+001, 6.5844056E+001, 8.4427875E+001, 9.2853666E+001, 9.2853666E+001, 9.2853666E+001, 9.2853666E+001, 4.4459618E-001, 1.6515538E-002, 4.6111172E-001, 4.6111172E-001, 3.9680431E+001
 4.0000017E+002, 2.6425310E-002, 9.8659294E+001, 3.6508439E+001, 4.4053017E+001, 5.4637813E+001, 6.9103394E+001, 8.8619083E+001, 9.2977423E+001, 9.2977423E+001, 9.2977423E+001, 9.2977423E+001, 4.3641077E-001, 1.5864965E-002, 4.5227573E-001, 4.5227573E-001, 3.8499196E+001
 4.1000042E+002, 2.5776360E-002, 9.8660505E+001, 3.7428943E+001, 4.5187618E+001, 5.6075870E+001, 7.0955477E+001, 9.0788023E+001, 9.2882071E+001, 9.2882071E+001, 9.2882071E+001, 9.2882071E+001, 4.4178409E-001, 1.5120866E-002, 4.5690495E-001, 4.5690495E-001, 3.9620385E+001
 4.2000073E+002, 2.5098708E-002, 9.8693466E+001, 3.8243569E+001, 4.6201929E+001, 5.7390080E+001, 7.2691502E+001, 9.2905872E+001, 9.2905872E+001, 9.2905872E+001, 9.2905872E+001, 9.2905872E+001, 4.4438713E-001, 1.5706221E-002, 4.6009335E-001, 4.6009335E-001, 3.9514147E+001
 4.3000100E+002, 2.4447301E-002, 9.8651045E+001, 4.0031942E+001, 4.8481079E+001, 6.0286067E+001, 7.6391525E+001, 9.2894412E+001, 9.2894412E+001, 9.2894412E+001, 9.2894412E+001, 9.2894412E+001, 4.3877382E-001, 1.5219840E-002, 4.5399366E-001, 4.5399366E-001, 3.9285727E+001
 4.4000076E+002, 2.3806224E-002, 9.8668829E+001, 4.1003511E+001, 4.9682746E+001, 6.1825007E+001, 7.8388333E+001, 9.2999919E+001, 9.2999919E+001, 9.2999919E+001, 9.2999919E+001, 9.2999919E+001, 4.3928937E-001, 1.6646745E-002, 4.5593612E-001, 4.5593612E-001, 3.9488137E+001
 4.5000040E+002, 2.3161285E-002, 9.8648711E+001, 4.1975726E+001, 5.0891068E+001, 6.3377483E+001, 8.0394517E+001, 9.3006585E+001, 9.3006585E+001, 9.3006585E+001, 9.3006585E+001, 9.3006585E+001, 4.3730578E-001, 1.5422263E-002, 4.5272804E-001, 4.5272804E-001, 3.9185483E+001
 4.6000118E+002, 2.2514454E-002, 9.8664762E+001, 4.3977076E+001, 5.3416998E+001, 6.6538071E+001, 8.4320475E+001, 9.2986521E+001, 9.2986521E+001, 9.2986521E+001, 9.2986521E+001, 9.2986521E+001, 4.3481515E-001, 1.5520679E-002, 4.5033583E-001, 4.5033583E-001, 3.8945381E+001
 4.7000109E+002, 2.1846974E-002, 9.8698594E+001, 4.4911746E+001, 5.4583836E+001, 6.8049730E+001, 8.6321211E+001, 9.2932831E+001, 9.2932831E+001, 9.2932831E+001, 9.2932831E+001, 9.2932831E+001, 4.4570421E-001, 1.5333600E-002, 4.6103781E-001, 4.6103781E-001, 4.0406178E+001
 4.8000036E+002, 2.1180198E-002, 9.8680998E+001, 4.6095835E+001, 5.6036047E+001, 6.9885015E+001, 8.8706753E+001, 9.2909873E+001, 9.2909873E+001, 9.2909873E+001, 9.2909873E+001, 9.2909873E+001, 4.4226716E-001, 1.5054883E-002, 4.5732204E-001, 4.5732204E-001, 4.0175103E+001
 4.9000056E+002, 2.0520043E-002, 9.8643931E+001, 4.8258899E+001, 5.8747033E+001, 7.3274567E+001, 9.2699125E+001, 9.2944883E+001, 9.2944883E+001, 9.2944883E+001, 9.2944883E+001, 9.2944883E+001, 4.4305721E-001, 1.4613413E-002, 4.5767063E-001, 4.5767063E-001, 4.0232958E+001
 5.0000022E+002, 1.9850546E-002, 9.8737109E+001, 4.9292626E+001, 6.0043326E+001, 7.4976724E+001, 9.2935167E+001, 9.2935167E+001, 9.2935167E+001, 9.2935167E+001, 9.2935167E+001, 9.2935167E+001, 4.4953030E-001, 1.5547991E-002, 4.6507829E-001, 4.6507829E-001, 4.1368647E+001
 5.1000096E+002, 1.9164948E-002, 9.8766871E+001, 5.0565690E+001, 6.1612712E+001, 7.6987360E+001, 9.2933733E+001, 9.2933733E+001, 9.2933733E+001, 9.2933733E+001, 9.2933733E+001, 9.2933733E+001, 4.5143761E-001, 1.5623988E-002, 4.6706159E-001, 4.6706159E-001, 4.1534442E+001
 5.2000068E+002, 1.8489373E-002, 9.8690352E+001, 5.2976232E+001, 6.4637184E+001, 8.0788255E+001, 9.2933280E+001, 9.2933280E+001, 9.2933280E+001, 9.2933280E+001, 9.2933280E+001, 9.2933280E+001, 4.3606620E-001, 1.5026079E-002, 4.5109228E-001, 4.5109228E-001, 3.9320030E+001
 5.3000015E+002, 1.7818015E-002, 9.8721697E+001, 5.4251379E+001, 6.6224426E+001, 8.2832219E+001, 9.2960536E+001, 9.2960536E+001, 9.2960536E+001, 9.2960536E+001, 9.2960536E+001, 9.2960536E+001, 4.4323667E-001, 1.5039446E-002, 4.5827611E-001, 4.5827611E-001, 4.0895849E+001
 5.4000044E+002, 1.7134639E-002, 9.8758521E+001, 5.5569482E+001, 6.7869467E+001, 8.4940995E+001, 9.2944137E+001, 9.2944137E+001, 9.2944137E+001, 9.2944137E+001, 9.2944137E+001, 9.2944137E+001, 4.4919505E-001, 1.4666216E-002, 4.6386126E-001, 4.6386126E-001, 4.1499058E+001
 5.5000065E+002, 1.6427754E-002, 9.8748447E+001, 5.8055060E+001, 7.0975998E+001, 8.8853944E+001, 9.2869001E+001, 9.2869001E+001, 9.2869001E+001, 9.2869001E+001, 9.2869001E+001, 9.2869001E+001, 4.4788450E-001, 1.4075289E-002, 4.6195979E-001, 4.6195979E-001, 4.1275874E+001
 5.6000069E+002, 1.5722262E-002, 9.8741869E+001, 5.9875203E+001, 7.3160587E+001, 9.1410912E+001, 9.2872353E+001, 9.2872353E+001, 9.2872353E+001, 9.2872353E+001, 9.2872353E+001, 9.2872353E+001, 4.4928665E-001, 1.4645594E-002, 4.6393224E-001, 4.6393224E-001, 4.1666639E+001
 5.7000046E+002, 1.5018757E-002, 9.8742010E+001, 6.1201372E+001, 7.4966132E+001, 9.2818847E+001, 9.2818847E+001, 9.2818847E+001, 9.2818847E+001, 9.2818847E+001, 9.2818847E+001, 9.2818847E+001, 4.5151952E-001, 1.5606018E-002, 4.6712554E-001, 4.6712554E-001, 4.2244084E+001
 5.8000121E+002, 1.4322038E-002, 9.8694268E+001, 6.3517092E+001, 7.7813264E+001, 9.2872661E+001, 9.2872661E+001, 9.2872661E+001, 9.2872661E+001, 9.2872661E+001, 9.2872661E+001, 9.2872661E+001, 4.5046849E-001, 1.4608417E-002, 4.6507691E-001, 4.6507691E-001, 4.2012599E+001
 5.9000061E+002, 1.3617339E-002, 9.8757988E+001, 6.6027749E+001, 8.0842738E+001, 9.2924252E+001, 9.2924252E+001, 9.2924252E+001, 9.2924252E+001, 9.2924252E+001, 9.2924252E+001, 9.2924252E+001, 4.5115208E-001, 1.5041862E-002, 4.6619395E-001, 4.6619395E-001, 4.2350282E+001
 6.0000003E+002, 1.2915223E-002, 9.8733477E+001, 6.7507696E+001, 8.2828339E+001, 9.2950133E+001, 9.2950133E+001, 9.2950133E+001, 9.2950133E+001, 9.2950133E+001, 9.2950133E+001, 9.2950133E+001, 4.4429006E-001, 1.4907129E-002, 4.5919718E-001, 4.5919718E-001, 4.1547682E+001
 6.1000082E+002, 1.2199761E-002, 9.8740240E+001, 6.9518979E+001, 8.5240615E+001, 9.2888586E+001, 9.2888586E+001, 9.2888586E+001, 9.2888586E+001, 9.2888586E+001, 9.2888586E+001, 9.2888586E+001, 4.4959547E-001, 1.3615858E-002, 4.6321133E-001, 4.6321133E-001, 4.2354283E+001
 6.2000077E+002, 1.1488158E-002, 9.8829858E+001, 7.2650512E+001, 8.9122064E+001, 9.2980326E+001, 9.2980326E+001, 9.2980326E+001, 9.2980326E+001, 9.2980326E+001, 9.2980326E+001, 9.2980326E+001, 4.5333310E-001, 1.3948436E-002, 4.6728153E-001, 4.6728153E-001, 4.3021282E+001
 6.3000074E+002, 1.0776402E-002, 9.8845820E+001, 7.4701173E+001, 9.1375361E+001, 9.3045482E+001, 9.3045482E+001, 9.3045482E+001, 9.3045482E+001, 9.3045482E+001, 9.3045482E+001, 9.3045482E+001, 4.5407912E-001, 1.3676516E-002, 4.6775564E-001, 4.6775564E-001, 4.3251087E+001
 6.4000019E+002, 1.0039522E-002, 9.8777833E+001, 7.6569679E+001, 9.2856162E+001, 9.2856162E+001, 9.2856162E+001, 9.2856162E+001, 9.2856162E+001, 9.2856162E+001, 9.2856162E+001, 9.2856162E+001, 4.5487589E-001, 1.3707372E-002, 4.6858326E-001, 4.6858326E-001, 4.3390155E+001
 6.5000062E+002, 9.3028025E-003, 9.8849166E+001, 7.9316991E+001, 9.2919180E+001, 9.2919180E+001, 9.2919180E+001, 9.2919180E+001, 9.2919180E+001, 9.2919180E+001, 9.2919180E+001, 9.2919180E+001, 4.6021584E-001, 1.2971706E-002, 4.7318755E-001, 4.7318755E-001, 4.4299999E+001
 6.6000045E+002, 8.5671142E-003, 9.8805502E+001, 8.2412425E+001, 9.3028598E+001, 9.3028598E+001, 9.3028598E+001, 9.3028598E+001, 9.3028598E+001, 9.3028598E+001, 9.3028598E+001, 9.3028598E+001, 4.5656728E-001, 1.3614924E-002, 4.7018221E-001, 4.7018221E-001, 4.4105471E+001
 6.7000075E+002, 7.8160915E-003, 9.8894666E+001, 8.4617223E+001, 9.3051888E+001, 9.3051888E+001, 9.3051888E+001, 9.3051888E+001, 9.3051888E+001, 9.3051888E+001, 9.3051888E+001, 9.3051888E+001, 4.5766422E-001, 1.3349033E-002, 4.7101326E-001, 4.7101326E-001, 4.4246807E+001
 6.8000123E+002, 7.0529392E-003, 9.8887923E+001, 8.6895462E+001, 9.2864335E+001, 9.2864335E+001, 9.2864335E+001, 9.2864335E+001, 9.2864335E+001, 9.2864335E+001, 9.2864335E+001, 9.2864335E+001, 4.6368712E-001, 1.2484613E-002, 4.7617173E-001, 4.7617173E-001, 4.5490848E+001
 6.9000067E+002, 6.2853370E-003, 9.8856205E+001, 8.9743746E+001, 9.3014605E+001, 9.3014605E+001, 9.3014605E+001, 9.3014605E+001, 9.3014605E+001, 9.3014605E+001, 9.3014605E+001, 9.3014605E+001, 4.4916868E-001, 1.3155621E-002, 4.6232430E-001, 4.6232430E-001, 4.3562053E+001
 7.0000092E+002, 5.5072844E-003, 9.8955737E+001, 9.2792183E+001, 9.3071644E+001, 9.3071644E+001, 9.3071644E+001, 9.3071644E+001, 9.3071644E+001, 9.3071644E+001, 9.3071644E+001, 9.3071644E+001, 4.5697804E-001, 1.2717750E-002, 4.6969579E-001, 4.6969579E-001, 4.5067077E+001
 7.1000025E+002, 4.7250497E-003, 9.9016586E+001, 9.3160181E+001, 9.3160181E+001, 9.3160181E+001, 9.3160181E+001, 9.3160181E+001, 9.3160181E+001, 9.3160181E+001, 9.3160181E+001, 9.3160181E+001, 4.6000342E-001, 1.3489415E-002, 4.7349283E-001, 4.7349283E-001, 4.5789263E+001
 7.2000039E+002, 3.9226821E-003, 9.8972605E+001, 9.2980427E+001, 9.2980427E+001, 9.2980427E+001, 9.2980427E+001, 9.2980427E+001, 9.2980427E+001, 9.2980427E+001, 9.2980427E+001, 9.2980427E+001, 4.5826584E-001, 1.2518479E-002, 4.7078432E-001, 4.7078432E-001, 4.5760007E+001
 7.3000077E+002, 3.1190533E-003, 9.9069969E+001, 9.3017921E+001, 9.3017921E+001, 9.3017921E+001, 9.3017921E+001, 9.3017921E+001, 9.3017921E+001, 9.3017921E+001, 9.3017921E+001, 9.3017921E+001, 4.5923042E-001, 1.2182333E-002, 4.7141276E-001, 4.7141276E-001, 4.6336908E+001
 7.4000024E+002, 2.2901154E-003, 9.9259699E+001, 9.3148083E+001, 9.3148083E+001, 9.3148083E+001, 9.3148083E+001, 9.3148083E+001, 9.3148083E+001, 9.3148083E+001, 9.3148083E+001, 9.3148083E+001, 4.6147104E-001, 1.2369107E-002, 4.7384014E-001, 4.7384014E-001, 4.6795822E+001
 7.5000007E+002, 1.4737273E-003, 9.9945207E+001, 9.3512777E+001, 9.3512777E+001, 9.3512777E+001, 9.3512777E+001, 9.3512777E+001, 9.3512777E+001, 9.3512777E+001, 9.3512777E+001, 9.3512777E+001, 4.6560756E-001, 1.0948913E-002, 4.7655648E-001, 4.7655648E-001, 4.7904474E+001
 7.6000050E+002, 6.2958049E-004, 9.8946121E+001, 9.4610324E+001, 9.4610324E+001, 9.4610324E+001, 9.4610324E+001, 9.4610324E+001, 9.4610324E+001, 9.4610324E+001, 9.4610324E+001, 9.4610324E+001, 4.7177290E-001, 1.1206866E-002, 4.8297977E-001, 4.8297977E-001, 4.8822332E+001
 7.7000035E+002,-2.4450969E-004, 1.0258225E+002, 1.0222031E+002, 1.0222031E+002, 1.0222031E+002, 1.0222031E+002, 1.0222031E+002, 1.0222031E+002, 1.0222031E+002, 1.0222031E+002, 1.0222031E+002, 4.5801349E-001, 1.2336308E-002, 4.7034980E-001, 4.7034980E-001, 4.5969874E+001
 7.8000105E+002,-4.5454545E-004, 1.1974741E+002, 1.1966246E+002, 1.1966246E+002, 1.1966246E+002, 1.1966246E+002, 1.1966246E+002, 1.1966246E+002, 1.1966246E+002, 1.1966246E+002, 1.1966246E+002, 4.4944129E-001, 1.3882672E-002, 4.6332396E-001, 4.6332396E-001, 4.2920321E+001
 7.9000019E+002,-4.5454545E-004, 1.3565501E+002, 1.3557308E+002, 1.3557308E+002, 1.3557308E+002, 1.3557308E+002, 1.3557308E+002, 1.3557308E+002, 1.3557308E+002, 1.3557308E+002, 1.3557308E+002, 4.2913473E-001, 1.7384214E-002, 4.4651895E-001, 4.4651895E-001, 3.8205792E+001
 8.0000089E+002,-4.5454545E-004, 1.4984635E+002, 1.4976735E+002, 1.4976735E+002, 1.4976735E+002, 1.4976735E+002, 1.4976735E+002, 1.4976735E+002, 1.4976735E+002, 1.4976735E+002, 1.4976735E+002, 4.1351857E-001, 1.7273526E-002, 4.3079209E-001, 4.3079209E-001, 3.4434319E+001
