s,m,C,C,C,C,C,C,C,C,C,C,kW,kW,kW,kW,kg/m2/s
 9.0001824E+001, 4.3541406E-002, 6.3106257E+001, 1.7000180E+001, 1.7002218E+001, 1.7020882E+001, 1.7149245E+001, 1.7805623E+001, 2.0279490E+001, 2.7115198E+001, 4.0985166E+001, 5.2696051E+001, 9.2253709E-002, 8.9711901E-002, 1.8196561E-001, 1.8196561E-001, 4.8654171E+000
 1.0000055E+002, 4.3339568E-002, 6.3071316E+001, 1.7000538E+001, 1.7005276E+001, 1.7040291E+001, 1.7239217E+001, 1.8102390E+001, 2.0949272E+001, 2.8075227E+001, 4.1653589E+001, 5.2898995E+001, 9.3215186E-002, 9.1398667E-002, 1.8461385E-001, 1.8461385E-001, 5.1427918E+000
 1.1000074E+002, 4.3137146E-002, 6.2894446E+001, 1.7000975E+001, 1.7008426E+001, 1.7057242E+001, 1.7306649E+001, 1.8295773E+001, 2.1332972E+001, 2.8554839E+001, 4.1866827E+001, 5.2489783E+001, 1.0013326E-001, 9.9879313E-002, 2.0001257E-001, 2.0001257E-001, 5.5329677E+000
 1.2000172E+002, 4.2942519E-002, 6.2890348E+001, 1.7002202E+001, 1.7015932E+001, 1.7092322E+001, 1.7431051E+001, 1.8623826E+001, 2.1955132E+001, 2.9338612E+001, 4.2392018E+001, 5.2705296E+001, 1.0361366E-001, 1.0036892E-001, 2.0398258E-001, 2.0398258E-001, 5.8562685E+000
 1.3000187E+002, 4.2745917E-002, 6.3100315E+001, 1.7005611E+001, 1.7033703E+001, 1.7165668E+001, 1.7669930E+001, 1.9233271E+001, 2.3163409E+001, 3.1185503E+001, 4.4538502E+001, 5.2785097E+001, 1.0833034E-001, 1.0718696E-001, 2.1551730E-001, 2.1551730E-001, 6.1799923E+000
 1.4000006E+002, 4.2536868E-002, 6.3082062E+001, 1.7011363E+001, 1.7059603E+001, 1.7259365E+001, 1.7941756E+001, 1.9861532E+001, 2.4311514E+001, 3.2826580E+001, 4.6296439E+001, 5.2914183E+001, 1.1520780E-001, 1.1321202E-001, 2.2841982E-001, 2.2841982E-001, 6.6036787E+000
 1.5000047E+002, 4.2345848E-002, 6.2542720E+001, 1.7018468E+001, 1.7086984E+001, 1.7344010E+001, 1.8150854E+001, 2.0267363E+001, 2.4910281E+001, 3.3443683E+001, 4.6746607E+001, 5.3418037E+001, 1.1990697E-001, 1.2103801E-001, 2.4094498E-001, 2.4094498E-001, 7.0362118E+000
 1.6000094E+002, 4.2153072E-002, 6.2987416E+001, 1.7021626E+001, 1.7098645E+001, 1.7376908E+001, 1.8223880E+001, 2.0390723E+001, 2.5055230E+001, 3.3538848E+001, 4.6626672E+001, 5.2723457E+001, 1.2549608E-001, 1.2753350E-001, 2.5302957E-001, 2.5302957E-001, 7.4794759E+000
 1.7000111E+002, 4.1955883E-002, 6.2902554E+001, 1.7032094E+001, 1.7133994E+001, 1.7473478E+001, 1.8438416E+001, 2.0771930E+001, 2.5580550E+001, 3.4055909E+001, 4.6866502E+001, 5.2837341E+001, 1.3061494E-001, 1.3160849E-001, 2.6222343E-001, 2.6222343E-001, 7.8895963E+000
 1.8000150E+002, 4.1757839E-002, 6.2974229E+001, 1.7053451E+001, 1.7201526E+001, 1.7652491E+001, 1.8837567E+001, 2.1518985E+001, 2.6751835E+001, 3.5580650E+001, 4.8507732E+001, 5.3109851E+001, 1.3768712E-001, 1.3750419E-001, 2.7519130E-001, 2.7519130E-001, 8.3493056E+000
 1.9000027E+002, 4.1566205E-002, 6.2489167E+001, 1.7081956E+001, 1.7285106E+001, 1.7860371E+001, 1.9277524E+001, 2.2310362E+001, 2.7958710E+001, 3.7142376E+001, 5.0427384E+001, 5.3417965E+001, 1.4055522E-001, 1.4332097E-001, 2.8387619E-001, 2.8387619E-001, 8.6830992E+000
 2.0000097E+002, 4.1387329E-002, 6.2244244E+001, 1.7107350E+001, 1.7351035E+001, 1.8003360E+001, 1.9536397E+001, 2.2694053E+001, 2.8404578E+001, 3.7518637E+001, 5.0438895E+001, 5.3361225E+001, 1.4436390E-001, 1.4454347E-001, 2.8890737E-001, 2.8890737E-001, 9.0229108E+000
 2.1000105E+002, 4.1211643E-002, 6.2368190E+001, 1.7116309E+001, 1.7374818E+001, 1.8052977E+001, 1.9621891E+001, 2.2813656E+001, 2.8536093E+001, 3.7632626E+001, 5.0536117E+001, 5.3283955E+001, 1.4666358E-001, 1.4704345E-001, 2.9370704E-001, 2.9370704E-001, 9.2469740E+000
 2.2000128E+002, 4.1036390E-002, 6.2416210E+001, 1.7139649E+001, 1.7432551E+001, 1.8172349E+001, 1.9831091E+001, 2.3121493E+001, 2.8910772E+001, 3.7989381E+001, 5.0833045E+001, 5.3606470E+001, 1.4821084E-001, 1.5200664E-001, 3.0021749E-001, 3.0021749E-001, 9.4549716E+000
 2.3000124E+002, 4.0853347E-002, 6.2373610E+001, 1.7172900E+001, 1.7510276E+001, 1.8326166E+001, 2.0090058E+001, 2.3487810E+001, 2.9334059E+001, 3.8351924E+001, 5.0779024E+001, 5.3580828E+001, 1.5285649E-001, 1.5363218E-001, 3.0648867E-001, 3.0648867E-001, 9.7841203E+000
 2.4000109E+002, 4.0679345E-002, 6.2194488E+001, 1.7259167E+001, 1.7711299E+001, 1.8740953E+001, 2.0848275E+001, 2.4718449E+001, 3.1111099E+001, 4.0630602E+001, 5.3074356E+001, 5.3224467E+001, 1.5340890E-001, 1.5779360E-001, 3.1120251E-001, 3.1120251E-001, 9.9396339E+000
 2.5000164E+002, 4.0506627E-002, 6.2282535E+001, 1.7311076E+001, 1.7820290E+001, 1.8939618E+001, 2.1163259E+001, 2.5149284E+001, 3.1607485E+001, 4.1084897E+001, 5.3618113E+001, 5.3618113E+001, 1.5779621E-001, 1.6195203E-001, 3.1974824E-001, 3.1974824E-001, 1.0274204E+001
 2.6000069E+002, 4.0330080E-002, 6.2220145E+001, 1.7358369E+001, 1.7915549E+001, 1.9105712E+001, 2.1414397E+001, 2.5473889E+001, 3.1953465E+001, 4.1360499E+001, 5.3885361E+001, 5.3885361E+001, 1.5932067E-001, 1.6175824E-001, 3.2107892E-001, 3.2107892E-001, 1.0459428E+001
 2.7000097E+002, 4.0165083E-002, 6.1952964E+001, 1.7356699E+001, 1.7913822E+001, 1.9100080E+001, 2.1398091E+001, 2.5436895E+001, 3.1885016E+001, 4.1269201E+001, 5.3393409E+001, 5.3393409E+001, 1.6069929E-001, 1.6215527E-001, 3.2285456E-001, 3.2285456E-001, 1.0581031E+001
 2.8000044E+002, 3.9991237E-002, 6.2326931E+001, 1.7412303E+001, 1.8021742E+001, 1.9282957E+001, 2.1668197E+001, 2.5779442E+001, 3.2245461E+001, 4.1541739E+001, 5.3459362E+001, 5.3459362E+001, 1.6195895E-001, 1.6467752E-001, 3.2663646E-001, 3.2663646E-001, 1.0707784E+001
 2.9000036E+002, 3.9820713E-002, 6.1927982E+001, 1.7486241E+001, 1.8163642E+001, 1.9525312E+001, 2.2036513E+001, 2.6275378E+001, 3.2829829E+001, 4.2110251E+001, 5.3959953E+001, 5.3959953E+001, 1.6295809E-001, 1.6849295E-001, 3.3145104E-001, 3.3145104E-001, 1.0835071E+001
 3.0000122E+002, 3.9655135E-002, 6.2028145E+001, 1.7640279E+001, 1.8461814E+001, 2.0050947E+001, 2.2879497E+001, 2.7505835E+001, 3.4462883E+001, 4.4114023E+001, 5.3527796E+001, 5.3527796E+001, 1.6801179E-001, 1.7068303E-001, 3.3869482E-001, 3.3869482E-001, 1.1145455E+001
 3.1000119E+002, 3.9487190E-002, 6.1892230E+001, 1.7717026E+001, 1.8594199E+001, 2.0253479E+001, 2.3151598E+001, 2.7819299E+001, 3.4757575E+001, 4.4313964E+001, 5.3710865E+001, 5.3710865E+001, 1.6905230E-001, 1.7332938E-001, 3.4238168E-001, 3.4238168E-001, 1.1297595E+001
 3.2000018E+002, 3.9328356E-002, 6.1707808E+001, 1.7786969E+001, 1.8714079E+001, 2.0437305E+001, 2.3402270E+001, 2.8119512E+001, 3.5067429E+001, 4.4558155E+001, 5.4134031E+001, 5.4134031E+001, 1.7155953E-001, 1.7692036E-001, 3.4847989E-001, 3.4847989E-001, 1.1567483E+001
 3.3000114E+002, 3.9165816E-002, 6.1933664E+001, 1.7766548E+001, 1.8679422E+001, 2.0381079E+001, 2.3317187E+001, 2.8001756E+001, 3.4921954E+001, 4.4420733E+001, 5.3491596E+001, 5.3491596E+001, 1.7626377E-001, 1.7675452E-001, 3.5301829E-001, 3.5301829E-001, 1.1823484E+001
 3.4000025E+002, 3.9002833E-002, 6.1865466E+001, 1.7847261E+001, 1.8813383E+001, 2.0580754E+001, 2.3581299E+001, 2.8306385E+001, 3.5216881E+001, 4.4614459E+001, 5.3734747E+001, 5.3734747E+001, 1.7454024E-001, 1.8087511E-001, 3.5541535E-001, 3.5541535E-001, 1.1873972E+001
 3.5000050E+002, 3.8846825E-002, 6.1284852E+001, 1.7932138E+001, 1.8952220E+001, 2.0786319E+001, 2.3853719E+001, 2.8625197E+001, 3.5534817E+001, 4.4828683E+001, 5.4065764E+001, 5.4065764E+001, 1.7159865E-001, 1.8149342E-001, 3.5309207E-001, 3.5309207E-001, 1.1810300E+001
 3.6000048E+002, 3.8675978E-002, 6.1987210E+001, 1.8176629E+001, 1.9373585E+001, 2.1459583E+001, 2.4849870E+001, 2.9990270E+001, 3.7263043E+001, 4.6793412E+001, 5.3173155E+001, 5.3173155E+001, 1.7777619E-001, 1.8523918E-001, 3.6301538E-001, 3.6301538E-001, 1.2186214E+001
 3.7000115E+002, 3.8514514E-002, 6.1911812E+001, 1.8283661E+001, 1.9539536E+001, 2.1694469E+001, 2.5149833E+001, 3.0329729E+001, 3.7580458E+001, 4.7095301E+001, 5.3826672E+001, 5.3826672E+001, 1.8263085E-001, 1.8611623E-001, 3.6874708E-001, 3.6874708E-001, 1.2489688E+001
 3.8000118E+002, 3.8347567E-002, 6.1876196E+001, 1.8385151E+001, 1.9692150E+001, 2.1903759E+001, 2.5407135E+001, 3.0604536E+001, 3.7823700E+001, 4.7257428E+001, 5.4222795E+001, 5.4222795E+001, 1.8711516E-001, 1.8815818E-001, 3.7527334E-001, 3.7527334E-001, 1.2692682E+001
 3.9000006E+002, 3.8176132E-002, 6.2024381E+001, 1.8323953E+001, 1.9594490E+001, 2.1761796E+001, 2.5216789E+001, 3.0369727E+001, 3.7569676E+001, 4.7021427E+001, 5.3242274E+001, 5.3242274E+001, 1.8813289E-001, 1.9177448E-001, 3.7990737E-001, 3.7990737E-001, 1.2915784E+001
 4.0000142E+002, 3.8012363E-002, 6.1680155E+001, 1.8425958E+001, 1.9745844E+001, 2.1967798E+001, 2.5468708E+001, 3.0640558E+001, 3.7814308E+001, 4.7159067E+001, 5.3534661E+001, 5.3534661E+001, 1.9092254E-001, 1.9391135E-001, 3.8483389E-001, 3.8483389E-001, 1.3078795E+001
 4.1000133E+002, 3.7830492E-002, 6.2583273E+001, 1.8568393E+001, 1.9960851E+001, 2.2268869E+001, 2.5855608E+001, 3.1093412E+001, 3.8283697E+001, 4.7493310E+001, 5.3373337E+001, 5.3373337E+001, 1.9964617E-001, 1.9454828E-001, 3.9419446E-001, 3.9419446E-001, 1.3501586E+001
 4.2000128E+002, 3.7639674E-002, 6.1991781E+001, 1.8860747E+001, 2.0423353E+001, 2.2954264E+001, 2.6806107E+001, 3.2325148E+001, 3.9754874E+001, 4.9106312E+001, 5.3522027E+001, 5.3522027E+001, 1.9832326E-001, 1.9685442E-001, 3.9517768E-001, 3.9517768E-001, 1.3607055E+001
 4.3000109E+002, 3.7473330E-002, 6.2064319E+001, 1.8977838E+001, 2.0582720E+001, 2.3152297E+001, 2.7023601E+001, 3.2521295E+001, 3.9879084E+001, 4.9413397E+001, 5.3690126E+001, 5.3690126E+001, 1.9230736E-001, 1.9666164E-001, 3.8896900E-001, 3.8896900E-001, 1.3380554E+001
 4.4000134E+002, 3.7308481E-002, 6.1768554E+001, 1.9046218E+001, 2.0675339E+001, 2.3270237E+001, 2.7159693E+001, 3.2659177E+001, 4.0030456E+001, 4.9643906E+001, 5.4092770E+001, 5.4092770E+001, 1.9504504E-001, 1.9719267E-001, 3.9223772E-001, 3.9223772E-001, 1.3544431E+001
 4.5000045E+002, 3.7133815E-002, 6.1998863E+001, 1.9003828E+001, 2.0608772E+001, 2.3179108E+001, 2.7045518E+001, 3.2532850E+001, 3.9933774E+001, 4.9317989E+001, 5.3502658E+001, 5.3502658E+001, 1.9957019E-001, 1.9759040E-001, 3.9716059E-001, 3.9716059E-001, 1.3768520E+001
 4.6000085E+002, 3.6963123E-002, 6.2005418E+001, 1.9120475E+001, 2.0761762E+001, 2.3362427E+001, 2.7238523E+001, 3.2704257E+001, 4.0030022E+001, 4.9409516E+001, 5.3570224E+001, 5.3570224E+001, 1.9442158E-001, 1.9783674E-001, 3.9225832E-001, 3.9225832E-001, 1.3622724E+001
 4.7000137E+002, 3.6805893E-002, 6.1561532E+001, 1.9316655E+001, 2.1045462E+001, 2.3749651E+001, 2.7735476E+001, 3.3305826E+001, 4.0720440E+001, 5.0271556E+001, 5.4078652E+001, 5.4078652E+001, 1.9776325E-001, 1.9670439E-001, 3.9446765E-001, 3.9446765E-001, 1.3763675E+001
 4.8000179E+002, 3.6638856E-002, 6.2139595E+001, 1.9644389E+001, 2.1531739E+001, 2.4430856E+001, 2.8638193E+001, 3.4442324E+001, 4.2103862E+001, 5.1663694E+001, 5.3724012E+001, 5.3724012E+001, 1.9748065E-001, 1.9776234E-001, 3.9524299E-001, 3.9524299E-001, 1.3789810E+001
 4.9000067E+002, 3.6467330E-002, 6.1874871E+001, 1.9773967E+001, 2.1692934E+001, 2.4614926E+001, 2.8824603E+001, 3.4601516E+001, 4.2183413E+001, 5.1678136E+001, 5.3640283E+001, 5.3640283E+001, 2.0037008E-001, 1.9725222E-001, 3.9762229E-001, 3.9762229E-001, 1.3948750E+001
 5.0000117E+002, 3.6300105E-002, 6.2170971E+001, 1.9818564E+001, 2.1744871E+001, 2.4675620E+001, 2.8893235E+001, 3.4676119E+001, 4.2256701E+001, 5.1978037E+001, 5.4007575E+001, 5.4007575E+001, 1.9608784E-001, 1.9803149E-001, 3.9411933E-001, 3.9411933E-001, 1.3747721E+001
 5.1000040E+002, 3.6124450E-002, 6.2088952E+001, 1.9780751E+001, 2.1685121E+001, 2.4598337E+001, 2.8806092E+001, 3.4592187E+001, 4.2206500E+001, 5.1673892E+001, 5.3752213E+001, 5.3752213E+001, 1.9509631E-001, 1.9771538E-001, 3.9281169E-001, 3.9281169E-001, 1.3761065E+001
 5.2000009E+002, 3.5954831E-002, 6.2162780E+001, 1.9909341E+001, 2.1840450E+001, 2.4770935E+001, 2.8974938E+001, 3.4724977E+001, 4.2248535E+001, 5.1655553E+001, 5.3514803E+001, 5.3514803E+001, 2.0108089E-001, 1.9666805E-001, 3.9774894E-001, 3.9774894E-001, 1.3963060E+001
 5.3000042E+002, 3.5773092E-002, 6.2540087E+001, 2.0191974E+001, 2.2236848E+001, 2.5300376E+001, 2.9648380E+001, 3.5540222E+001, 4.3183949E+001, 5.2141993E+001, 5.3371599E+001, 5.3371599E+001, 2.0322297E-001, 1.9698248E-001, 4.0020545E-001, 4.0020545E-001, 1.4118120E+001
 5.4000114E+002, 3.5579540E-002, 6.2210916E+001, 2.0506465E+001, 2.2675847E+001, 2.5883807E+001, 3.0387117E+001, 3.6429183E+001, 4.4144565E+001, 5.3830928E+001, 5.3830928E+001, 5.3830928E+001, 2.0383962E-001, 1.9689665E-001, 4.0073628E-001, 4.0073628E-001, 1.4112845E+001
 5.5000195E+002, 3.5402364E-002, 6.1952997E+001, 2.0645590E+001, 2.2837921E+001, 2.6058152E+001, 3.0551825E+001, 3.6544114E+001, 4.4197942E+001, 5.3678818E+001, 5.3678818E+001, 5.3678818E+001, 2.0004926E-001, 1.9674836E-001, 3.9679762E-001, 3.9679762E-001, 1.3982709E+001
 5.6000143E+002, 3.5232910E-002, 6.2227663E+001, 2.0570930E+001, 2.2728472E+001, 2.5921834E+001, 3.0399461E+001, 3.6392279E+001, 4.4127183E+001, 5.3590565E+001, 5.3590565E+001, 5.3590565E+001, 2.0004070E-001, 1.9700637E-001, 3.9704707E-001, 3.9704707E-001, 1.4018687E+001
 5.7000081E+002, 3.5050675E-002, 6.2387796E+001, 2.0630481E+001, 2.2792152E+001, 2.5988741E+001, 3.0463692E+001, 3.6451828E+001, 4.4169224E+001, 5.3757012E+001, 5.3757012E+001, 5.3757012E+001, 2.0074256E-001, 1.9662432E-001, 3.9736688E-001, 3.9736688E-001, 1.4034443E+001
 5.8000138E+002, 3.4880963E-002, 6.1778049E+001, 2.0771159E+001, 2.2957656E+001, 2.6171694E+001, 3.0647900E+001, 3.6616870E+001, 4.4290749E+001, 5.3957154E+001, 5.3957154E+001, 5.3957154E+001, 2.0432701E-001, 1.9668818E-001, 4.0101519E-001, 4.0101519E-001, 1.4183692E+001
 5.9000119E+002, 3.4698620E-002, 6.2653214E+001, 2.1235876E+001, 2.3603131E+001, 2.7025215E+001, 3.1728825E+001, 3.7936881E+001, 4.5857873E+001, 5.3252654E+001, 5.3252654E+001, 5.3252654E+001, 2.0347245E-001, 1.9717135E-001, 4.0064380E-001, 4.0064380E-001, 1.4199146E+001
 6.0000089E+002, 3.4508835E-002, 6.2378414E+001, 2.1428017E+001, 2.3837857E+001, 2.7298276E+001, 3.2028907E+001, 3.8245268E+001, 4.6100946E+001, 5.3444383E+001, 5.3444383E+001, 5.3444383E+001, 2.0605218E-001, 1.9762686E-001, 4.0367905E-001, 4.0367905E-001, 1.4319958E+001
 6.1000016E+002, 3.4323071E-002, 6.2129960E+001, 2.1502387E+001, 2.3914891E+001, 2.7376281E+001, 3.2103011E+001, 3.8301911E+001, 4.6110010E+001, 5.3667889E+001, 5.3667889E+001, 5.3667889E+001, 1.9897830E-001, 1.9756750E-001, 3.9654580E-001, 3.9654580E-001, 1.4037349E+001
 6.2000108E+002, 3.4134897E-002, 6.2110868E+001, 2.1394672E+001, 2.3763874E+001, 2.7194743E+001, 3.1908425E+001, 3.8115168E+001, 4.5957839E+001, 5.3364859E+001, 5.3364859E+001, 5.3364859E+001, 2.0530101E-001, 1.9652414E-001, 4.0182515E-001, 4.0182515E-001, 1.4284319E+001
 6.3000175E+002, 3.3966417E-002, 6.1725801E+001, 2.1539367E+001, 2.3921585E+001, 2.7352888E+001, 3.2044702E+001, 3.8195339E+001, 4.6004479E+001, 5.3609134E+001, 5.3609134E+001, 5.3609134E+001, 2.0249077E-001, 1.9636227E-001, 3.9885304E-001, 3.9885304E-001, 1.4143485E+001
 6.4000140E+002, 3.3805636E-002, 6.1845670E+001, 2.1815567E+001, 2.4280390E+001, 2.7801993E+001, 3.2584411E+001, 3.8826737E+001, 4.6803231E+001, 5.3947898E+001, 5.3947898E+001, 5.3947898E+001, 2.0158320E-001, 1.9696434E-001, 3.9854754E-001, 3.9854754E-001, 1.4162337E+001
 6.5000012E+002, 3.3639578E-002, 6.1562201E+001, 2.2250014E+001, 2.4863461E+001, 2.8551011E+001, 3.3510697E+001, 3.9954099E+001, 4.8116885E+001, 5.4011610E+001, 5.4011610E+001, 5.4011610E+001, 2.0062965E-001, 1.9564193E-001, 3.9627158E-001, 3.9627158E-001, 1.4061829E+001
 6.6000042E+002, 3.3474453E-002, 6.1884819E+001, 2.2401973E+001, 2.5025649E+001, 2.8711070E+001, 3.3652459E+001, 4.0063569E+001, 4.8181455E+001, 5.3567778E+001, 5.3567778E+001, 5.3567778E+001, 2.0214737E-001, 1.9569001E-001, 3.9783739E-001, 3.9783739E-001, 1.4175937E+001
 6.7000092E+002, 3.3299713E-002, 6.2494121E+001, 2.2422242E+001, 2.5034604E+001, 2.8715006E+001, 3.3661112E+001, 4.0088127E+001, 4.8211273E+001, 5.3642710E+001, 5.3642710E+001, 5.3642710E+001, 2.0047712E-001, 1.9677708E-001, 3.9725420E-001, 3.9725420E-001, 1.4134943E+001
 6.8000060E+002, 3.3118967E-002, 6.1742790E+001, 2.2352936E+001, 2.4934933E+001, 2.8599922E+001, 3.3551345E+001, 4.0004317E+001, 4.8079729E+001, 5.4043768E+001, 5.4043768E+001, 5.4043768E+001, 2.0044634E-001, 1.9647555E-001, 3.9692189E-001, 3.9692189E-001, 1.4150759E+001
 6.9000078E+002, 3.2944933E-002, 6.2396741E+001, 2.2503229E+001, 2.5090220E+001, 2.8746675E+001, 3.3669104E+001, 4.0056940E+001, 4.8089441E+001, 5.3356370E+001, 5.3356370E+001, 5.3356370E+001, 2.0283027E-001, 1.9617718E-001, 3.9900744E-001, 3.9900744E-001, 1.4233636E+001
 7.0000090E+002, 3.2771589E-002, 6.2082794E+001, 2.2893501E+001, 2.5598946E+001, 2.9386266E+001, 3.4446740E+001, 4.0970419E+001, 4.9189602E+001, 5.3870710E+001, 5.3870710E+001, 5.3870710E+001, 2.0402599E-001, 1.9599584E-001, 4.0002184E-001, 4.0002184E-001, 1.4284402E+001
 7.1000102E+002, 3.2598470E-002, 6.1877604E+001, 2.3262653E+001, 2.6074949E+001, 2.9978845E+001, 3.5160268E+001, 4.1810513E+001, 5.0116521E+001, 5.3983242E+001, 5.3983242E+001, 5.3983242E+001, 2.0093553E-001, 1.9652363E-001, 3.9745916E-001, 3.9745916E-001, 1.4157062E+001
 7.2000050E+002, 3.2427507E-002, 6.1964004E+001, 2.3418287E+001, 2.6232888E+001, 3.0125309E+001, 3.5275147E+001, 4.1870818E+001, 5.0086945E+001, 5.3680497E+001, 5.3680497E+001, 5.3680497E+001, 2.0118435E-001, 1.9686992E-001, 3.9805427E-001, 3.9805427E-001, 1.4216370E+001
 7.3000031E+002, 3.2254984E-002, 6.2011871E+001, 2.3338378E+001, 2.6121259E+001, 2.9999519E+001, 3.5157381E+001, 4.1791265E+001, 5.0068381E+001, 5.3506401E+001, 5.3506401E+001, 5.3506401E+001, 2.0293816E-001, 1.9678041E-001, 3.9971857E-001, 3.9971857E-001, 1.4338316E+001
 7.4000033E+002, 3.2078064E-002, 6.2131159E+001, 2.3352976E+001, 2.6121591E+001, 2.9993316E+001, 3.5153696E+001, 4.1789435E+001, 5.0066438E+001, 5.4004305E+001, 5.4004305E+001, 5.4004305E+001, 2.0112615E-001, 1.9717760E-001, 3.9830375E-001, 3.9830375E-001, 1.4214600E+001
 7.5000033E+002, 3.1902346E-002, 6.2148083E+001, 2.3511090E+001, 2.6284530E+001, 3.0149640E+001, 3.5284823E+001, 4.1866906E+001, 5.0035825E+001, 5.3729445E+001, 5.3729445E+001, 5.3729445E+001, 2.0179522E-001, 1.9643935E-001, 3.9823457E-001, 3.9823457E-001, 1.4237374E+001
 7.6000083E+002, 3.1733897E-002, 6.1959799E+001, 2.4046160E+001, 2.6983122E+001, 3.1026251E+001, 3.6347905E+001, 4.3130676E+001, 5.1618205E+001, 5.3855486E+001, 5.3855486E+001, 5.3855486E+001, 2.0101636E-001, 1.9507820E-001, 3.9609456E-001, 3.9609456E-001, 1.4176720E+001
 7.7000027E+002, 3.1570961E-002, 6.1853944E+001, 2.4314026E+001, 2.7306536E+001, 3.1405827E+001, 3.6781720E+001, 4.3628718E+001, 5.2369587E+001, 5.4249197E+001, 5.4249197E+001, 5.4249197E+001, 2.0236341E-001, 1.9413262E-001, 3.9649602E-001, 3.9649602E-001, 1.4227567E+001
 7.8000059E+002, 3.1401095E-002, 6.1876300E+001, 2.4477060E+001, 2.7471952E+001, 3.1562187E+001, 3.6916215E+001, 4.3736235E+001, 5.2087684E+001, 5.3911957E+001, 5.3911957E+001, 5.3911957E+001, 2.0423888E-001, 1.9522593E-001, 3.9946481E-001, 3.9946481E-001, 1.4319312E+001
 7.9000055E+002, 3.1229323E-002, 6.2023111E+001, 2.4313546E+001, 2.7259474E+001, 3.1326416E+001, 3.6691360E+001, 4.3551394E+001, 5.1934882E+001, 5.3536528E+001, 5.3536528E+001, 5.3536528E+001, 2.0521650E-001, 1.9603345E-001, 4.0124995E-001, 4.0124995E-001, 1.4382173E+001
 8.0000027E+002, 3.1057810E-002, 6.2299020E+001, 2.4394884E+001, 2.7336395E+001, 3.1401408E+001, 3.6765943E+001, 4.3600112E+001, 5.2123023E+001, 5.3856382E+001, 5.3856382E+001, 5.3856382E+001, 2.0668748E-001, 1.9549470E-001, 4.0218218E-001, 4.0218218E-001, 1.4450715E+001
