s,m,C,C,C,C,C,C,C,C,C,C,kW,kW,kW,kW,kg/m2/s
 4.9000008E+002, 3.4659252E-002, 9.8356558E+001, 3.5560707E+001, 4.0851852E+001, 4.7881639E+001, 5.6861392E+001, 6.8008793E+001, 8.1540606E+001, 9.4752994E+001, 9.4752994E+001, 9.4752994E+001, 2.7595700E-002, 2.2237618E-003, 2.9819462E-002, 2.9819462E-002, 2.0622349E+001
 5.0000050E+002, 3.4278396E-002, 9.8319851E+001, 3.6021524E+001, 4.1332870E+001, 4.8391416E+001, 5.7404722E+001, 6.8589801E+001, 8.2173304E+001, 9.4718221E+001, 9.4718221E+001, 9.4718221E+001, 2.7668932E-002, 2.2442331E-003, 2.9913165E-002, 2.9913165E-002, 2.0641675E+001
 5.1000027E+002, 3.3902535E-002, 9.8322829E+001, 3.6441316E+001, 4.1758494E+001, 4.8830919E+001, 5.7864002E+001, 6.9076325E+001, 8.2700718E+001, 9.4716018E+001, 9.4716018E+001, 9.4716018E+001, 2.7511238E-002, 2.2420531E-003, 2.9753291E-002, 2.9753291E-002, 2.0592906E+001
 5.2000070E+002, 3.3529632E-002, 9.8363341E+001, 3.7870200E+001, 4.3460975E+001, 5.0805558E+001, 6.0101933E+001, 7.1564160E+001, 8.5427666E+001, 9.4812211E+001, 9.4812211E+001, 9.4812211E+001, 2.7233850E-002, 2.2623069E-003, 2.9496157E-002, 2.9496157E-002, 2.0390807E+001
 5.3000087E+002, 3.3154203E-002, 9.8339340E+001, 3.7856709E+001, 4.3360285E+001, 5.0649133E+001, 5.9925456E+001, 7.1411401E+001, 8.5357691E+001, 9.4828393E+001, 9.4828393E+001, 9.4828393E+001, 2.7583637E-002, 2.2739697E-003, 2.9857607E-002, 2.9857607E-002, 2.0882722E+001
 5.4000003E+002, 3.2788987E-002, 9.8360365E+001, 3.8857802E+001, 4.4498415E+001, 5.1919796E+001, 6.1319939E+001, 7.2917769E+001, 8.6928290E+001, 9.4782132E+001, 9.4782132E+001, 9.4782132E+001, 2.7292515E-002, 2.2567715E-003, 2.9549286E-002, 2.9549286E-002, 2.0703578E+001
 5.5000149E+002, 3.2409338E-002, 9.8358484E+001, 3.9909061E+001, 4.5699271E+001, 5.3268995E+001, 6.2810793E+001, 7.4531221E+001, 8.8655709E+001, 9.4816687E+001, 9.4816687E+001, 9.4816687E+001, 2.7095189E-002, 2.2394832E-003, 2.9334672E-002, 2.9334672E-002, 2.0406183E+001
 5.6000151E+002, 3.2026326E-002, 9.8334987E+001, 3.9890762E+001, 4.5592225E+001, 5.3106598E+001, 6.2628223E+001, 7.4367032E+001, 8.8529201E+001, 9.4736377E+001, 9.4736377E+001, 9.4736377E+001, 2.7718539E-002, 2.1986653E-003, 2.9917205E-002, 2.9917205E-002, 2.1398626E+001
 5.7000150E+002, 3.1651246E-002, 9.8342361E+001, 4.1416228E+001, 4.7386346E+001, 5.5162698E+001, 6.4931940E+001, 7.6899802E+001, 9.1304019E+001, 9.4800194E+001, 9.4800194E+001, 9.4800194E+001, 2.7205528E-002, 2.1942712E-003, 2.9399799E-002, 2.9399799E-002, 2.0758792E+001
 5.8000131E+002, 3.1276520E-002, 9.8336529E+001, 4.1820811E+001, 4.7782030E+001, 5.5564819E+001, 6.5356114E+001, 7.7368249E+001, 9.1834870E+001, 9.4847669E+001, 9.4847669E+001, 9.4847669E+001, 2.7276593E-002, 2.1757506E-003, 2.9452343E-002, 2.9452343E-002, 2.0890630E+001
 5.9000050E+002, 3.0902721E-002, 9.8347408E+001, 4.2279875E+001, 4.8240718E+001, 5.6034921E+001, 6.5849926E+001, 7.7894403E+001, 9.2360734E+001, 9.4814509E+001, 9.4814509E+001, 9.4814509E+001, 2.7268730E-002, 2.2034759E-003, 2.9472206E-002, 2.9472206E-002, 2.1032545E+001
 6.0000011E+002, 3.0524019E-002, 9.8341144E+001, 4.3825970E+001, 5.0042256E+001, 5.8083278E+001, 6.8129997E+001, 8.0380831E+001, 9.4848001E+001, 9.4848001E+001, 9.4848001E+001, 9.4848001E+001, 2.7670849E-002, 2.1364829E-003, 2.9807332E-002, 2.9807332E-002, 2.1610582E+001
 6.1000115E+002, 3.0140458E-002, 9.8366252E+001, 4.3744094E+001, 4.9864880E+001, 5.7853857E+001, 6.7894965E+001, 8.0192398E+001, 9.4769656E+001, 9.4769656E+001, 9.4769656E+001, 9.4769656E+001, 2.7820589E-002, 2.2172663E-003, 3.0037855E-002, 3.0037855E-002, 2.1873670E+001
 6.2000034E+002, 2.9756717E-002, 9.8357359E+001, 4.4969015E+001, 5.1254382E+001, 5.9399161E+001, 6.9582608E+001, 8.2005876E+001, 9.4863539E+001, 9.4863539E+001, 9.4863539E+001, 9.4863539E+001, 2.7237832E-002, 2.2223336E-003, 2.9460166E-002, 2.9460166E-002, 2.1254961E+001
 6.3000052E+002, 2.9373731E-002, 9.8363434E+001, 4.5860173E+001, 5.2227718E+001, 6.0454130E+001, 7.0717299E+001, 8.3231139E+001, 9.4819676E+001, 9.4819676E+001, 9.4819676E+001, 9.4819676E+001, 2.7540868E-002, 2.1035908E-003, 2.9644459E-002, 2.9644459E-002, 2.1572792E+001
 6.4000180E+002, 2.8993641E-002, 9.8350696E+001, 4.5929024E+001, 5.2224067E+001, 6.0413735E+001, 7.0681390E+001, 8.3230693E+001, 9.4870559E+001, 9.4870559E+001, 9.4870559E+001, 9.4870559E+001, 2.7286644E-002, 2.2020675E-003, 2.9488712E-002, 2.9488712E-002, 2.1446006E+001
 6.5000186E+002, 2.8609420E-002, 9.8366685E+001, 4.7696758E+001, 5.4278291E+001, 6.2740026E+001, 7.3257594E+001, 8.6036080E+001, 9.4823618E+001, 9.4823618E+001, 9.4823618E+001, 9.4823618E+001, 2.7615575E-002, 2.1449646E-003, 2.9760539E-002, 2.9760539E-002, 2.1918340E+001
 6.6000002E+002, 2.8223984E-002, 9.8367823E+001, 4.7835390E+001, 5.4359673E+001, 6.2800120E+001, 7.3336557E+001, 8.6168321E+001, 9.4866231E+001, 9.4866231E+001, 9.4866231E+001, 9.4866231E+001, 2.7744233E-002, 2.1341182E-003, 2.9878351E-002, 2.9878351E-002, 2.2134389E+001
 6.7000072E+002, 2.7838176E-002, 9.8366658E+001, 4.8678990E+001, 5.5262529E+001, 6.3759222E+001, 7.4345145E+001, 8.7225028E+001, 9.4812771E+001, 9.4812771E+001, 9.4812771E+001, 9.4812771E+001, 2.7335053E-002, 2.1619925E-003, 2.9497046E-002, 2.9497046E-002, 2.1725070E+001
 6.8000009E+002, 2.7453832E-002, 9.8349094E+001, 5.0034104E+001, 5.6791533E+001, 6.5452240E+001, 7.6191234E+001, 8.9216222E+001, 9.4913188E+001, 9.4913188E+001, 9.4913188E+001, 9.4913188E+001, 2.7816143E-002, 2.1137899E-003, 2.9929933E-002, 2.9929933E-002, 2.2351703E+001
 6.9000084E+002, 2.7059261E-002, 9.8382700E+001, 4.9899518E+001, 5.6562789E+001, 6.5184527E+001, 7.5940070E+001, 8.9006414E+001, 9.4755884E+001, 9.4755884E+001, 9.4755884E+001, 9.4755884E+001, 2.7774805E-002, 2.1387485E-003, 2.9913553E-002, 2.9913553E-002, 2.2328342E+001
 7.0000183E+002, 2.6664123E-002, 9.8379072E+001, 5.1600952E+001, 5.8504419E+001, 6.7342654E+001, 7.8289844E+001, 9.1587794E+001, 9.4890673E+001, 9.4890673E+001, 9.4890673E+001, 9.4890673E+001, 2.6655402E-002, 2.2205199E-003, 2.8875922E-002, 2.8875922E-002, 2.1079175E+001
 7.1000046E+002, 2.6271102E-002, 9.8395017E+001, 5.1995271E+001, 5.8884890E+001, 6.7738923E+001, 7.8741064E+001, 9.2086558E+001, 9.4865189E+001, 9.4865189E+001, 9.4865189E+001, 9.4865189E+001, 2.7971882E-002, 2.1431971E-003, 3.0115079E-002, 3.0115079E-002, 2.3069190E+001
 7.2000148E+002, 2.5877529E-002, 9.8374138E+001, 5.2654649E+001, 5.9566923E+001, 6.8453198E+001, 7.9493505E+001, 9.2859961E+001, 9.4835476E+001, 9.4835476E+001, 9.4835476E+001, 9.4835476E+001, 2.7527492E-002, 2.1229815E-003, 2.9650473E-002, 2.9650473E-002, 2.2265144E+001
 7.3000072E+002, 2.5487257E-002, 9.8379450E+001, 5.4225421E+001, 6.1337035E+001, 7.0405100E+001, 8.1605032E+001, 9.4969236E+001, 9.4969236E+001, 9.4969236E+001, 9.4969236E+001, 9.4969236E+001, 2.7664685E-002, 2.0689912E-003, 2.9733676E-002, 2.9733676E-002, 2.2446157E+001
 7.4000035E+002, 2.5095555E-002, 9.8359035E+001, 5.4010518E+001, 6.1032842E+001, 7.0081605E+001, 8.1336519E+001, 9.4793321E+001, 9.4793321E+001, 9.4793321E+001, 9.4793321E+001, 9.4793321E+001, 2.7665348E-002, 1.9145190E-003, 2.9579867E-002, 2.9579867E-002, 2.2396722E+001
 7.5000151E+002, 2.4705364E-002, 9.8360855E+001, 5.5678604E+001, 6.2910309E+001, 7.2140319E+001, 8.3541644E+001, 9.4963139E+001, 9.4963139E+001, 9.4963139E+001, 9.4963139E+001, 9.4963139E+001, 2.7580508E-002, 2.0452029E-003, 2.9625711E-002, 2.9625711E-002, 2.2473750E+001
 7.6000186E+002, 2.4312369E-002, 9.8402373E+001, 5.6269695E+001, 6.3511774E+001, 7.2769782E+001, 8.4215389E+001, 9.4867724E+001, 9.4867724E+001, 9.4867724E+001, 9.4867724E+001, 9.4867724E+001, 2.7366125E-002, 2.0631922E-003, 2.9429317E-002, 2.9429317E-002, 2.2477256E+001
 7.7000122E+002, 2.3911273E-002, 9.8384516E+001, 5.6774445E+001, 6.4017994E+001, 7.3296115E+001, 8.4775264E+001, 9.4852282E+001, 9.4852282E+001, 9.4852282E+001, 9.4852282E+001, 9.4852282E+001, 2.7478404E-002, 2.1131286E-003, 2.9591533E-002, 2.9591533E-002, 2.2554863E+001
 7.8000092E+002, 2.3504630E-002, 9.8380954E+001, 5.8522966E+001, 6.5971281E+001, 7.5418335E+001, 8.7023180E+001, 9.4975818E+001, 9.4975818E+001, 9.4975818E+001, 9.4975818E+001, 9.4975818E+001, 2.7561949E-002, 2.0219480E-003, 2.9583897E-002, 2.9583897E-002, 2.2716457E+001
 7.9000048E+002, 2.3107089E-002, 9.8374273E+001, 5.8263645E+001, 6.5632848E+001, 7.5084821E+001, 8.6807205E+001, 9.4810567E+001, 9.4810567E+001, 9.4810567E+001, 9.4810567E+001, 9.4810567E+001, 2.7654152E-002, 1.9215151E-003, 2.9575667E-002, 2.9575667E-002, 2.2908705E+001
 8.0000110E+002, 2.2713311E-002, 9.8382423E+001, 5.9958778E+001, 6.7513066E+001, 7.7116575E+001, 8.8932884E+001, 9.4948007E+001, 9.4948007E+001, 9.4948007E+001, 9.4948007E+001, 9.4948007E+001, 2.7389700E-002, 1.9965244E-003, 2.9386224E-002, 2.9386224E-002, 2.2595652E+001
