m,kW/m2,m,kW/m2,m,kW/m2,m,kW,m,kW
NaN,NaN,NaN,NaN,NaN,NaN, 4.9000000E+000, 2.3328657E-001, 4.3000000E+000, 4.0720542E-001
NaN,NaN,NaN,NaN,NaN,NaN, 5.1000000E+000, 1.4858313E-001, 4.5000000E+000, 2.8949235E-001
NaN,NaN,NaN,NaN,NaN,NaN, 5.3000000E+000, 9.5605422E-002, 4.7000000E+000, 2.0541464E-001
NaN,NaN,NaN,NaN,NaN,NaN, 5.5000000E+000, 6.1791534E-002, 4.9000000E+000, 1.4770138E-001
NaN,NaN,NaN,NaN,NaN,NaN, 5.7000000E+000, 4.0059019E-002, 5.1000000E+000, 1.0786563E-001
NaN,NaN,NaN,NaN,NaN,NaN, 5.9000000E+000, 2.6246366E-002, 5.3000000E+000, 7.8315443E-002
NaN,NaN,NaN,NaN,NaN,NaN, 6.1000000E+000, 1.7305175E-002, 5.5000000E+000, 5.7007057E-002
NaN,NaN,NaN,NaN,NaN,NaN, 6.3000000E+000, 1.1499440E-002, 5.7000000E+000, 4.1730207E-002
NaN,NaN,NaN,NaN,NaN,NaN, 6.5000000E+000, 7.6919904E-003, 5.9000000E+000, 3.0379086E-002
NaN,NaN,NaN,NaN,NaN,NaN, 6.7000000E+000, 5.1940915E-003, 6.1000000E+000, 2.2266717E-002
NaN,NaN,NaN,NaN,NaN,NaN, 6.9000000E+000, 3.5519320E-003, 6.3000000E+000, 1.6513897E-002
NaN,NaN,NaN,NaN,NaN,NaN, 7.1000000E+000, 2.4461522E-003, 6.5000000E+000, 1.2474064E-002
NaN,NaN,NaN,NaN,NaN,NaN, 7.3000000E+000, 1.6818650E-003, 6.7000000E+000, 9.4355519E-003
NaN,NaN,NaN,NaN,NaN,NaN, 7.5000000E+000, 1.1568911E-003, 6.9000000E+000, 7.1386302E-003
NaN,NaN,NaN,NaN,NaN,NaN, 7.7000000E+000, 7.9920254E-004, 7.1000000E+000, 5.3614401E-003
NaN,NaN,NaN,NaN,NaN,NaN, 7.9000000E+000, 5.4943935E-004, 7.3000000E+000, 4.0282228E-003
NaN,NaN,NaN,NaN,NaN,NaN, 8.1000000E+000, 3.7472818E-004, 7.5000000E+000, 3.0067411E-003
NaN,NaN,NaN,NaN,NaN,NaN, 8.3000000E+000, 2.5564855E-004, 7.7000000E+000, 2.2429265E-003
NaN,NaN,NaN,NaN,NaN,NaN, 8.5000000E+000, 1.7429580E-004, 7.9000000E+000, 1.6896713E-003
NaN,NaN,NaN,NaN,NaN,NaN, 8.7000000E+000, 1.1846441E-004, 8.1000000E+000, 1.2821522E-003
NaN,NaN,NaN,NaN,NaN,NaN, 8.9000000E+000, 8.0221064E-005, 8.3000000E+000, 9.7293313E-004
NaN,NaN,NaN,NaN,NaN,NaN, 9.1000000E+000, 5.4200741E-005, 8.5000000E+000, 7.3833546E-004
NaN,NaN,NaN,NaN,NaN,NaN, 9.3000000E+000, 3.6849208E-005, 8.7000000E+000, 5.5781226E-004
NaN,NaN,NaN,NaN,NaN,NaN, 9.5000000E+000, 2.4695925E-005, 8.9000000E+000, 4.1909877E-004
NaN,NaN,NaN,NaN,NaN,NaN, 9.7000000E+000, 1.7135982E-005, 9.1000000E+000, 3.1332643E-004
NaN,NaN,NaN,NaN,NaN,NaN, 9.9000000E+000, 9.2092475E-006, 9.3000000E+000, 2.3310216E-004
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 9.5000000E+000, 1.7277549E-004
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 9.7000000E+000, 1.2889691E-004
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 9.9000000E+000, 9.4708299E-005
