m,kW/m2,m,kW/m2,m,kW/m2,m,kW,m,kW
NaN,NaN,NaN,NaN,NaN,NaN, 6.1000000E+000, 6.7276697E+002, 5.1000000E+000, 5.4141531E-007
NaN,NaN,NaN,NaN,NaN,NaN, 6.3000000E+000, 5.9488565E+002, 5.3000000E+000, 1.0999494E-007
NaN,NaN,NaN,NaN,NaN,NaN, 6.5000000E+000, 5.2228134E+002, 5.5000000E+000, 2.8226757E-008
NaN,NaN,NaN,NaN,NaN,NaN, 6.7000000E+000, 4.5827661E+002, 5.7000000E+000, 9.9822720E-009
NaN,NaN,NaN,NaN,NaN,NaN, 6.9000000E+000, 3.9890445E+002, 5.9000000E+000, 1.0657555E-008
NaN,NaN,NaN,NaN,NaN,NaN, 7.1000000E+000, 3.4643365E+002, 6.1000000E+000, 1.8703135E-008
NaN,NaN,NaN,NaN,NaN,NaN, 7.3000000E+000, 3.0008814E+002, 6.3000000E+000, 2.1449563E-008
NaN,NaN,NaN,NaN,NaN,NaN, 7.5000000E+000, 2.5954061E+002, 6.5000000E+000, 1.9876208E-008
NaN,NaN,NaN,NaN,NaN,NaN, 7.7000000E+000, 2.2259085E+002, 6.7000000E+000, 2.3747014E-008
NaN,NaN,NaN,NaN,NaN,NaN, 7.9000000E+000, 1.9030330E+002, 6.9000000E+000, 2.2243388E-008
NaN,NaN,NaN,NaN,NaN,NaN, 8.1000000E+000, 1.6198432E+002, 7.1000000E+000, 1.4276604E-008
NaN,NaN,NaN,NaN,NaN,NaN, 8.3000000E+000, 1.3731281E+002, 7.3000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN, 8.5000000E+000, 1.1631701E+002, 7.5000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN, 8.7000000E+000, 9.8753935E+001, 7.7000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN, 8.9000000E+000, 8.4210573E+001, 7.9000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN, 9.1000000E+000, 7.1670188E+001, 8.1000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN, 9.3000000E+000, 6.1598947E+001, 8.3000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN, 9.5000000E+000, 5.3421506E+001, 8.5000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN, 9.7000000E+000, 4.9566713E+001, 8.7000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN, 9.9000000E+000, 4.6320008E+001, 8.9000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 9.1000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 9.3000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 9.5000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 9.7000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 9.9000000E+000, 0.0000000E+000
